,Thal_MGN_L,Frontal_Med_Orb_R,Occipital_Sup_R,Temporal_Sup_R,Fusiform_R,Angular_L,Vermis_10,Calcarine_R,Thal_LGN_R,Thal_AV_R,Vermis_4_5,Precentral_L,Cerebellum_4_5_L,Frontal_Inf_Orb_2_R,Vermis_6,Thal_PuA_L,Red_N_L,Cerebellum_7b_L,OFCmed_L,Cerebellum_3_L,Thal_MGN_R,SupraMarginal_R,Hippocampus_L,Temporal_Pole_Mid_L,OFCpost_L,Cingulate_Post_L,Thal_PuM_L,OFCant_R,Calcarine_L,Frontal_Sup_Medial_L,SupraMarginal_L,N_Acc_R,Thal_PuL_L,Cerebellum_Crus1_R,Paracentral_Lobule_R,OFClat_L,Thal_VPL_R,ParaHippocampal_R,Cingulate_Post_R,Thal_VPL_L,Putamen_L,Thal_VA_R,Cerebellum_9_R,ACC_sup_L,Cerebellum_9_L,Precentral_R,Frontal_Inf_Orb_2_L,Parietal_Sup_L,Heschl_L,Thal_LGN_L,Postcentral_L,Vermis_8,Paracentral_Lobule_L,Cuneus_R,Lingual_R,Cingulate_Mid_R,Temporal_Inf_R,Raphe_M,Cerebellum_Crus1_L,Cerebellum_7b_R,Temporal_Mid_R,ACC_pre_R,Putamen_R,Precuneus_L,Occipital_Inf_R,Thal_PuL_R,Raphe_D,Parietal_Inf_R,Occipital_Sup_L,SN_pc_L,Olfactory_R,Rectus_L,ACC_sup_R,Frontal_Mid_2_R,Heschl_R,Cerebellum_Crus2_R,Thal_LP_R,Cuneus_L,VTA_L,Thal_VL_L,Cerebellum_3_R,Lingual_L,Temporal_Pole_Sup_L,ACC_sub_L,Thal_LP_L,OFCant_L,Vermis_9,Thal_MDm_R,Frontal_Sup_Medial_R,ACC_sub_R,VTA_R,Amygdala_R,Frontal_Mid_2_L,Insula_R,Caudate_R,Thal_PuM_R,Frontal_Inf_Oper_L,Caudate_L,Frontal_Inf_Tri_R,Cerebellum_10_L,Insula_L,OFCpost_R,Olfactory_L,SN_pr_R,Cerebellum_8_L,Vermis_7,Thal_PuA_R,Temporal_Pole_Mid_R,Frontal_Med_Orb_L,Thal_VA_L,ParaHippocampal_L,Thal_IL_R,SN_pc_R,Parietal_Inf_L,Cerebellum_6_L,Hippocampus_R,Occipital_Mid_R,OFClat_R,Rolandic_Oper_R,Pallidum_R,Cerebellum_6_R,Supp_Motor_Area_L,Thal_IL_L,Temporal_Inf_L,Temporal_Pole_Sup_R
Thal_MGN_L,1.0,-0.032838618841786994,0.3502202056685522,0.7225665082452879,0.6758654831872704,0.17334553691902096,0.5138609144009114,0.5734844418256361,0.06017098298792557,-0.01728539278916925,0.6233089773583677,0.41975469029593204,0.7272410874807247,0.6934040429223784,0.3025806309692575,0.2520075165390517,0.3470986184000895,-0.08349589747004342,0.09353404075663412,0.5523448141504985,0.3318120587537655,0.4003117904313645,0.7580287537694458,-0.11354128320158259,0.3405767789952716,0.5794041199305848,0.43273523304606815,0.0948676343486286,0.5414389603843777,0.5045024774615804,0.45353122883735797,0.2587778058123521,0.09146798187857005,0.39689467785419,0.5306978751188658,0.39716359228399706,0.1959753647363434,0.7730850815374097,0.6691967582928736,0.28079419125327537,0.6975907701370856,0.41420720343088024,0.6071691610561133,0.22006739277583803,0.46375547099735126,0.19805779437568025,0.6256340647713301,0.16768714890363104,-0.009288895352453901,0.4858175887528691,0.33104795319377767,0.35934838818763415,0.3787779377119526,0.5638992967636852,0.5173160391008946,0.23236275474059978,0.6293559359928116,0.5001364362476312,0.47763728054889426,0.5805497115310878,0.6143860526823515,0.15859539464117944,0.5816395891325367,0.6427753438922544,0.17839167395769928,0.06116621352694678,0.34647162495831857,0.2863971664640107,0.2347694803426213,0.40711176828682744,0.2384447444915679,0.14449275410055573,0.0791738858866897,0.649915003784318,0.024561574547444395,-0.21925038648650474,0.1924781221017228,0.37946435321721367,0.4399103537687051,0.43967926616365605,0.5336598186667589,0.44574445591617556,0.6068687370806198,0.2732503418245348,-0.001133509951003231,0.2368124093960038,0.49920471196064936,0.7617800472993914,0.19730266011570272,0.1029561141572019,0.11067711506927132,0.2079770118090754,0.5644079971282481,0.5399068584990692,0.5184132931262193,0.20827517055194605,0.573520655972565,0.47493759480231157,0.6256287233688673,0.15096837127816878,0.5301636999374467,0.4706050178938553,0.2652423634273384,0.11415862119639995,0.48742219751033816,0.6322204747621722,0.1606749976375543,-0.24334013176365374,-0.32097510254391765,0.39008232319775044,0.5175138207196077,0.4611481373886744,0.14664023261192646,0.4160538966370063,0.6232459407454666,0.5636516129618707,0.21867152639112247,0.3529229146519927,0.4385769645264624,0.840711406934958,0.5800736347410327,0.5550280742120615,0.8057255967527224,0.5199177436813336,0.1581966083299499
Frontal_Med_Orb_R,-0.032838618841786994,1.0,0.05160003193423529,-0.07270243598709332,0.1515853729855015,-0.11158550523947217,-0.19399524940208654,-0.03419747343973855,0.045878032955425134,0.06215640394932046,0.025418600930350577,-0.12201081783416802,-0.09576333479983684,-0.010280868227694412,0.1551422915742278,0.20703642586306692,-0.02068228354114667,-0.11942267627151895,0.16064319025712817,0.10665220567571536,-0.2859069625742935,-0.0233828568826026,-0.07102017054915878,-0.1778987990687227,0.1372379151113804,-0.1120948769565962,0.06076437867010195,-0.312919890207385,0.04727623761141555,-0.18911073100702258,-0.06271117596892577,0.0032259563053670783,-0.017619391106041712,0.2945689750251426,-0.0669271633024754,0.05920657393225288,0.04991683487979854,0.01878179618794763,0.0215426600887897,0.15584173305732357,0.08257526539337874,0.08653546760985675,0.10765592584140629,-0.005558801661755862,0.2040470682789654,-0.18621928169929355,-0.055795488125902376,-0.17604228745558628,-0.269983733235855,-0.1974518847707556,-0.13808522123292827,0.17024986136005613,-0.15848332918966035,0.05790305996497832,0.0072296582296388565,-0.11635451096705263,0.1541240070630446,-0.038740068626499,0.18386840767699522,-0.02894204930196591,0.1267814020694377,-0.18073227720008667,-0.14745539950021563,-0.07779095514633716,0.20203759204964136,0.013284455247908304,0.013438134505639535,-0.1282889179318255,-0.2107570650552497,0.09165915408484128,-0.19838191011085377,-0.16922812364084197,0.016028054685001212,-0.09855118680062414,0.02609796420583001,0.1516305089109874,-0.04763733268476674,-0.0037479817104758666,0.10996751268143201,0.1070092058352575,-0.042514464774833505,-0.09455448879103964,0.12415162297538014,-0.41888373821372343,0.016150442908139363,0.3010543197219866,-0.18567804742022456,0.05963327791503863,-0.03546011471079205,0.08195908923785813,-0.11477752692840244,-0.08184649436972034,0.05554165249270318,-0.08854640818129547,-0.0005104008711711823,0.14390666392335208,-0.1318761505924266,-0.05954123206811888,-0.11800418439663975,-0.09576780128505315,-0.1192390332917243,-0.11260753922136661,-0.06941792715476211,-0.32340412703990973,0.27417715644371843,0.1446955562999067,0.13949828782366427,-0.0009304217725008803,0.15013480964643108,0.0043225030198113905,0.14811826642877013,0.05017980815267093,-0.16635121758717256,-0.09438715264338292,0.10770995595696606,0.11704879088988128,0.14412342719218052,-0.11754228903410928,-0.12887913685325433,-0.04631320886114894,0.18275011067374583,-0.06890742568454872,-0.04238601912496939,0.05610946824068591,0.027474743219461927
Occipital_Sup_R,0.3502202056685522,0.05160003193423529,1.0,0.5384423036546169,0.43366755836520915,0.7690655565416447,0.367126347357297,0.46568684569813157,-0.14734004687909402,0.1609703228738354,0.45086944410480806,0.43314181432634685,0.5011799357908635,0.1075495211056404,0.4414194185419848,0.2854895260114174,0.40066087547221363,0.4529643979441723,0.1238467033214757,0.4373192000196112,0.0016306330972696776,0.6126185290787833,0.19994665428578937,7.017928637400163e-05,0.14194273857141962,0.48081147374668914,0.5537833204227861,-0.24841828685385867,0.5032729092647634,0.2704213078887016,0.7068022724809772,-0.008635070750301503,0.2907360267613355,0.39258764405810825,0.4633945149652385,0.0467058087270773,0.042596034244498114,0.3680891909057808,0.38500928469856255,0.22468395529340718,0.1884345347052911,-0.09738061726224428,0.5611532462740347,0.14488878404376668,0.5287984943983252,0.2904084694703369,0.08464798960421269,0.771011899440154,0.17955090392678869,0.3424609810540242,0.5285225109588103,0.1473159260760215,0.4677631134953111,0.77465120657689,0.5653233413771882,0.4690733787643684,0.4271339320493737,-0.032487039710437475,0.41108623903967195,0.21779172440562983,0.6523666402302182,-0.21187583579770722,0.10724269978729015,0.5906450084630527,0.34364043316729764,0.25290526818769293,-0.2656193212318004,0.6041032570919437,0.7203117524578219,0.1667738942185915,-0.24423603186450446,0.11299157143388365,0.05862958981341137,0.3962824231822089,-0.019649777107989912,0.009375952626724797,0.18076622061015565,0.649655781026547,0.24720440637241645,0.27864878433385254,0.4838352682871098,0.6089663383750711,0.36062742432171446,-0.2145061845751883,0.1362853263579441,0.07582011607433457,0.41674886642384645,0.4515209697981629,0.1688885152851566,-0.3114436432141759,0.2534768918402109,-0.12796856197494696,0.37777029257155254,0.20211598694588503,0.08571084945353068,0.316286839506532,0.22872223794262955,0.0009714617756321122,0.2556437899850953,-0.009724587593721263,0.19701848776756495,0.20845270101983546,-0.23190397664542012,-0.11743782865837306,0.5210481486872823,0.12897468262563305,0.10651176923563323,-0.007889326705907251,-0.19858932285906686,-0.07231074686485514,0.3420334767586382,0.32847345959734814,0.0021209477256942484,0.7892395690565388,0.4987639749088494,0.29107827590262075,0.7526633159980763,0.024065021990880158,0.3864653518875562,0.1780417888638332,0.472747030054652,0.4771061624398395,0.31076502333360856,0.07161331277997235,0.2583910687821171
Temporal_Sup_R,0.7225665082452879,-0.07270243598709332,0.5384423036546169,1.0,0.7629782377680159,0.3451207683842109,0.6192603877909942,0.6472180544154277,0.09629658887479688,0.25709956655583915,0.826527848163529,0.6119180891575415,0.9082279274215167,0.5539039966538551,0.5396403196465044,0.3806904261303926,0.5060490018040769,0.08526640699203263,0.18516450807464022,0.771513037412374,0.2935988904822697,0.7394913313176045,0.7611315940458743,0.04595084328583001,0.3948260653907378,0.7686000091316932,0.7022091750870361,0.13509761667462647,0.6764401358424526,0.7330720945222294,0.7087948147331248,-0.0055647404199885755,0.4277818612262296,0.32870702025144766,0.5981405933579574,0.45300797414595806,0.2922329458171559,0.8038857428503846,0.8741807840922231,0.5531042963050095,0.6541181058414304,0.5280080300714995,0.6611871801014026,0.5115208480725886,0.5382858837592638,0.4372637558071916,0.4993652897500355,0.3674748349302067,0.12807250354902674,0.3130431077317969,0.5562237583414922,0.2548438050945733,0.5374160623227594,0.7113074123349454,0.7022210500933571,0.5884619867831345,0.6744229114593164,0.5110791884833985,0.48174153008395393,0.596400966481978,0.7763030522885288,0.2948737503238648,0.7442988934487149,0.7628723020020415,0.18207381312250803,0.37405678030712175,0.3935692270505497,0.5105414759771517,0.4736793063128685,0.31717336707400334,0.24723528666878422,0.23987986056319893,0.3794047761737919,0.8670864367199853,0.09942488010402317,-0.19390215443022865,0.4696925278115746,0.5337246635668246,0.532536620665024,0.6647666602877774,0.6828872875336771,0.5975813327548519,0.677358315543192,0.29620600737785874,0.185758965794865,0.2633727746399641,0.5394639886811267,0.8016791726808294,0.5278237010003666,-0.10196180854672104,0.3713537788015927,0.3039514653975494,0.7993527776485726,0.5368474468242616,0.6998423295439401,0.3550204258135989,0.7410631154063183,0.5651756323741168,0.7991942455361736,0.364925916896736,0.6974440819990889,0.5006194300908852,0.34059828661020325,0.3117115691842637,0.6302947902163081,0.5305394685559236,0.21742433293293303,-0.1687866219902879,-0.3662569030259712,0.5580772525272201,0.624049575402606,0.2085881459912566,0.43879518452703564,0.6055388146929139,0.7117914968499882,0.6684119841056244,0.3784858317837414,0.48751597102827093,0.6883504195390365,0.7031426699691894,0.6478949747228049,0.7350599950097211,0.8302896592868169,0.5528966497766021,0.2579148908210223
Fusiform_R,0.6758654831872704,0.1515853729855015,0.43366755836520915,0.7629782377680159,1.0,0.199193323331666,0.3612597971699877,0.8058991701340528,0.1613066342893993,-0.01260784091890559,0.8347005200881088,0.5945448591596905,0.7765848828105737,0.4202487588841603,0.7443129130921424,0.39771063668405904,0.532648694111759,-0.07932160911045891,0.19327128062188095,0.7565729983200702,0.06605300953391889,0.30406137934632854,0.7001583103503706,0.06958709306469445,0.2726299587339613,0.6460616203760726,0.5237800643443149,-0.026544061181016144,0.8432344756420475,0.6139109383648935,0.5512642608159385,-0.1481264673331349,0.12033110988203971,0.6920755208061883,0.6786671024859636,0.38975630795019767,0.25131244165568817,0.6762171889699172,0.7018736534339256,0.46766713084732214,0.5043858985436025,0.49769005227034596,0.8897918992542301,0.2356657153010751,0.773250005948694,0.2414240115175101,0.41722156928850745,0.13458063931970668,-0.11270372185973791,0.05029998029328491,0.445348903087303,0.26583605316078,0.4091368274034409,0.7616601400533535,0.8689809104475968,0.2799203325834627,0.9052979569580867,0.39857673383752334,0.8051579400584732,0.6419871879210066,0.8124955053474129,0.20613879865031864,0.5005015508093771,0.6929794700956257,0.415666342933871,0.1374811003953721,0.335284738347807,0.16159372318247398,0.33910358825541004,0.36796578087613063,0.1866227062176293,0.27031690797143315,0.08494079132194662,0.778904433806079,0.05187402009913773,-0.21818893336371467,0.14939325192619732,0.5336499829623123,0.4475301397969227,0.5661418015673658,0.6885696658801786,0.6388999748027012,0.6264322209677097,0.14024748827050992,-0.03978674835026496,0.28182209916315654,0.5899577959027357,0.7266740399885532,0.33624697694247135,-0.029770663707811656,0.3633820696296871,0.23356888341591317,0.6968449775803461,0.3534788115219763,0.4996082405810779,0.34505079030452107,0.5098500303009246,0.3833162339184258,0.522983704147408,-0.008581126316496879,0.4323127036976715,0.37459783450162054,0.26050098061218563,0.1521280409214816,0.7407212930923203,0.785117157621051,0.2568160373781984,-0.129410795250459,-0.3074802938538911,0.5150986049679885,0.4378132455440186,0.07101229518822766,0.3143839345744065,0.4865393917123019,0.911540427563418,0.5645644056107767,0.3046789061703332,0.3778215929675706,0.38143542833148597,0.5611384834265742,0.9328547598135307,0.7009721618945292,0.7526391347747098,0.6194455568603776,0.24097422041986732
Angular_L,0.17334553691902096,-0.11158550523947217,0.7690655565416447,0.3451207683842109,0.199193323331666,1.0,0.3896608917499908,0.22182529528680214,0.012588750520150883,0.14071146783181482,0.30148591027925337,0.24875034580716968,0.3499054029139911,0.059006359160465,0.25712622017589853,0.13157042136406435,0.3462261875550213,0.6111424645882508,0.06332780824833052,0.2614826442988137,0.07509788817484721,0.3539755619739607,0.02527411816558972,0.01815741402844104,-0.07100272689801373,0.4784473153743378,0.4475594376362736,0.054365456990818274,0.2804672223121701,0.22403765789933736,0.7470633527209495,0.09213014836194225,0.24344342787152684,0.21794102976837731,0.2798540003224888,-0.2237293527784738,0.16392052652831576,0.2188219168175992,0.2954197155321953,0.038981287816007563,0.10713883296796536,-0.14446695416394623,0.43401681577196444,0.11941681218896516,0.35264704790725304,0.12147526055318948,-0.10579145469364541,0.8610553352396467,0.3375367418549647,0.34599771099036214,0.45107944150527535,0.18080369826996834,0.32423719001041984,0.5350511775870804,0.3167046764808944,0.32925632303029284,0.2520782519739816,-0.10102341840508497,0.26579897464392727,0.1733603984123513,0.4663795571929361,-0.18971708185379976,0.09821353971671906,0.47514444552319424,0.25723009106892825,0.3028687177719362,-0.225928253113453,0.35542618756084227,0.6875705347705152,0.10673719909080422,-0.06224582828023979,0.13375742042689973,0.04420945944001864,0.30915988519371046,0.18919403837474313,0.0718809437382506,0.2693354702251567,0.4947955817999266,0.24975073973241046,0.18861209744775823,0.24151378486179398,0.43933376914178285,0.07391310471780319,-0.16738132751648818,0.1593950470866102,-0.23223217453095432,0.39470763142264875,0.322488175669194,-0.034621716237810796,-0.19163811235878092,0.18605927218197052,-0.008239806695143266,0.14641416713638009,0.30318678549823086,0.026763757980923637,0.3597351214242471,0.03308058519927731,0.0016266399023964395,0.1949983790220302,-0.01360453660674565,0.12548270497710878,0.37097487357108877,-0.2631131433951933,-0.05494594970650797,0.35115983151086855,-0.054613877330417164,0.21238504152009588,0.1820209711705154,-0.1403649470396056,-0.13165274645111547,0.23621413354337198,0.272527253719169,0.024403255378856584,0.8617372062699524,0.26555913815169085,0.24062551053179182,0.6688720571447769,0.16205908141949116,0.37822424434265844,0.07405949035395462,0.26444107006552753,0.299745529915821,0.1545327954335151,-0.14385990635150744,0.3747947882834863
Vermis_10,0.5138609144009114,-0.19399524940208654,0.367126347357297,0.6192603877909942,0.3612597971699877,0.3896608917499908,1.0,0.40589684668431497,0.1937984737697621,0.23494245663034452,0.49236112198821025,0.41746225056024355,0.6720573289524971,0.4588859475997018,0.11585721396291422,0.0038297290958987573,0.41632026741510986,0.29796132921725377,0.15413504428447314,0.6193916318908554,0.2431198535810645,0.46882812271977636,0.5644913833936298,-0.05619503274591725,0.09150967812412115,0.6886804873519536,0.44402772995538314,0.4723515895983458,0.29684435790542246,0.6307962603410765,0.539949171934253,0.17207628137828146,0.4806394206339123,-0.06735118385649638,0.42730604160761526,0.2966330950693101,0.43725438717769183,0.5256014127473934,0.6304621222819712,0.22955000168143355,0.5843401030478101,0.4246303913437361,0.38070194592894807,0.5009294192174566,0.18679006820398292,0.3587688401620929,0.3366552076930333,0.42836999701273915,0.38151487623587826,0.5683912702157041,0.48953047958691687,0.25942181012494625,0.47628618785106736,0.41516035073371066,0.34277406763685486,0.4271008263000816,0.2585884135628307,0.5157612727780175,0.20612193146059268,0.5488501500706995,0.38155458394611425,0.4188339872210597,0.623472029003205,0.6139500494931853,-0.22009226684579566,0.41598648446654996,0.43320970681539156,0.3885158067850368,0.3663744523675729,0.3726418064675213,0.23278203793035204,0.21356303705853244,0.41376615658846017,0.6487709466024172,0.18821257846805192,0.02154830243326312,0.4763469176744455,0.35405246767430837,0.5709204901115171,0.5066552145611302,0.41750581812121534,0.44282992386306363,0.19575598303355088,0.3198696251171297,0.22529105789815024,-0.010053740218040234,0.41399865914575806,0.6575683975952775,0.5268674361681931,0.16677493862265638,0.261449065778257,0.09243480380029842,0.5401942467364711,0.5229977656505482,0.5672139014220315,0.37551924469716813,0.5514158819741929,0.6173345475616431,0.6521657384035445,0.4016750953969829,0.6572108808739202,0.3801501623808507,0.17877376949561377,0.18265980957960834,0.30086341065578137,0.21632305960241885,0.2566003092519677,0.04822583052686078,-0.2633814792221556,0.4755270454181876,0.33649231218512254,0.2595481599143755,0.2411685015985096,0.5701281058370781,0.4365862792925167,0.4595763398990707,0.11352957111681253,0.45426647588183106,0.5889662263337745,0.6161830700486642,0.2410495902949331,0.48288692368781677,0.6348863778341002,0.3754292772737477,0.3360710814095754
Calcarine_R,0.5734844418256361,-0.03419747343973855,0.46568684569813157,0.6472180544154277,0.8058991701340528,0.22182529528680214,0.40589684668431497,1.0,-0.19661942601972346,-0.07030249592997342,0.7631371092958359,0.8649636784637899,0.7915953548224902,0.16942430988452098,0.7419113232481477,0.0697894000406809,0.2962705789150467,-0.09429815682769878,0.01027801817891083,0.6040376768770587,0.033880363679284896,0.29665003323003514,0.6532435036770552,0.17480371442976078,0.10396143149568811,0.7072168991426706,0.28717562727267737,-0.07283904048234534,0.9466487796505129,0.5842227745649385,0.5297539606976428,-0.3686849272919142,0.02076985010718262,0.45916360342705015,0.8855408440191627,0.4120357951109686,-0.040523745323045035,0.5689342955251773,0.5526189892999898,0.16116353884944626,0.18391629353220126,0.2872973705588807,0.7646031251334243,0.06798527836314637,0.6171554044176888,0.6157184704020732,0.3025584624217058,0.3118065630893832,-0.06319195014252119,0.23383301764490452,0.6867021572027532,0.0001919887664296054,0.7200351044576178,0.8581614501224694,0.8838320475245297,0.5121195164980733,0.5617415655915431,0.23128129941422304,0.5903848320531488,0.5775127430639441,0.5115686766063596,0.15353396995496302,0.3753791245767906,0.8040253828050343,0.17020377080025798,-0.04688364294857819,0.10461330134781854,0.4754636200555978,0.5721266549988427,0.11200775227320772,-0.026850201899505866,0.21188959751665012,-0.0757200192906272,0.7327279089267082,-0.3373511830289657,-0.3341463499227871,-0.01892831656040891,0.7335062691052812,0.1412290620154498,0.32336867634285044,0.8906433331408968,0.8034959722788899,0.47539267401599394,0.1422806186082575,-0.18333212315601685,0.11180527774671192,0.4900654150942623,0.5468312813462695,0.2569208315083479,-0.25343756694585046,0.21010728150853517,-0.16634887719355254,0.5956378691139812,0.05167920927901778,0.2008681269980158,0.013145549075870518,0.4630352258408364,0.19703489218818687,0.2982643186401033,-0.13702748816383298,0.33085919757109084,0.21299379885026956,0.05856009747625705,-0.042784845923428926,0.4658582639139897,0.5402419813407678,-0.13088074461837068,-0.38438453011855467,-0.42555477510405854,0.3803857914745701,0.1734550117823617,-0.12132955417839461,0.14374833837765147,0.5416699531555934,0.7817175987049336,0.16343031526941595,0.08292212209654005,0.12038117624716158,0.1983865725765348,0.46485430079117196,0.724498035507268,0.884687929785886,0.5832553086594965,0.5152304336863858,-0.12270325407465538
Thal_LGN_R,0.06017098298792557,0.045878032955425134,-0.14734004687909402,0.09629658887479688,0.1613066342893993,0.012588750520150883,0.1937984737697621,-0.19661942601972346,1.0,0.2384173972618772,0.1714557125709584,-0.3117977533762731,0.048153958727498496,0.29520874401408437,-0.1895505092900541,0.307709580417729,0.42150490456429457,-0.017968874171911373,0.304813213341157,0.25622380141184325,0.04666238871481565,-0.10253115646732128,0.1603958380182662,-0.06099731443235446,0.15341914821823818,0.028541868360935037,0.28361327186595525,0.403122093022771,-0.14411108554506144,0.21189761781698582,0.08733256365709664,0.18703599785326047,0.3425264172652429,0.010167943978462504,-0.34662297643970447,-0.04632538208103981,0.819263411036886,0.07505485567316386,0.22606391754817265,0.4894666326667704,0.38241353370014625,0.4797020635028333,0.008683069179508916,0.45315039847645167,-0.13749113406134003,-0.37557533117500963,0.19158925573138766,-0.2758021528859123,0.21117571229652787,-0.24130604158010957,-0.2936081096150734,0.2053568624294279,-0.4174644899209729,-0.1884103620070248,0.01169049256890743,-0.27033318744386103,0.29376236137602,0.429160898128927,0.2230583998661169,0.08847967798777198,0.20739897797893359,0.3984839986621423,0.30906236592462294,-0.18128988959589884,0.05679502595061114,0.5101930753145176,0.6263068810597882,-0.5065692783143364,-0.33496117341411036,0.4639390368588731,0.596366543231887,0.18677919182845676,0.49560260508153553,0.15842455212453016,0.6908453599739535,0.3495424672374198,0.4582955133477951,-0.37364658776544585,0.5125961627463055,0.46743794300364666,-0.37620040540107047,-0.26254165423490494,0.0563061223109292,0.25776176225694747,0.33975237993505375,0.10537283083850507,0.07410894834776954,0.20681299749279156,0.2686304511968502,0.43122742088343013,0.2895801359848697,0.657814095788048,0.14602949216414313,0.578089536089194,0.5689479175166723,0.739580106310579,0.18015081335894206,0.5438805374841259,0.4052435366992026,0.4306358676081724,0.4103566616714476,0.4072310718880276,0.4752132321929598,0.5511584700757131,0.21534921666467902,0.39429617724855687,0.7896075393334184,0.5472525925239583,0.14643740095491248,0.5022211219154553,0.26436789672697464,0.10667680956973151,0.4723995026999103,-0.058754710432005565,0.21272510374323433,0.6099294856762993,0.08541280069642362,0.47126320935487953,0.446063120162489,0.10123797170013195,0.16448387638112988,-0.2423819707302681,0.22391253076189274,0.46308720040775253,0.6268947289681265
Thal_AV_R,-0.01728539278916925,0.06215640394932046,0.1609703228738354,0.25709956655583915,-0.01260784091890559,0.14071146783181482,0.23494245663034452,-0.07030249592997342,0.2384173972618772,1.0,0.0934269490981121,0.10221695929963301,0.19118879109293324,0.23522182051128965,-0.09176231463462886,0.32711528423906144,0.1968281819572561,-0.0121467826984142,0.124661519373656,0.2775582799677457,0.0161477597182854,0.46295506450367757,0.200428123051397,0.051705433903341994,0.24214456772528226,0.16211800000078283,0.40241249755747754,0.1986813231318195,0.006103429971737993,0.31890815884266405,0.1646163279710442,0.16639351904476707,0.625826017718814,-0.24461113792347275,-0.027166411217927837,0.33465819372737154,0.4503272997426659,0.20201223461190662,0.16866057282249866,0.6540696329960797,0.31287487427763655,0.3104656570731314,-0.11987916878271872,0.7166811455245804,-0.07559609622827351,0.2914617574881555,0.3232627519171081,0.191054521322168,0.11804562897660408,0.10781710978398451,0.20121632732192743,0.11107301480412994,0.16227272145889998,0.023580361121029684,-0.0030673681998144645,0.3589460355686296,-0.06365129501548629,0.3563994160948651,-0.1681657024339092,-0.059852573747446236,0.08511180682179076,0.46871979258071883,0.33616850410865723,0.1060360932867244,-0.12081560232032929,0.45034901674908906,0.316209429138807,0.3420246062995292,0.09857100761368026,0.3594604200684766,0.11972628622056376,0.15157290681084726,0.7409070775824214,0.20761385468120172,0.12044167200089412,0.09729647875478506,0.6034546064044599,-0.018749510094148894,0.31405563037661305,0.6560826604898607,0.09021849899502132,0.07841082127782745,0.13473104531722893,0.06730415717462453,0.6686342932399564,0.16484711001253236,-0.13773760739784577,0.1928382931965994,0.4608905149049165,0.10617946728706709,0.17994442812344605,0.18057065546709294,0.3025179918684986,0.29165434784811767,0.3931915074832359,0.22707065071541596,0.4012223776671646,0.49554809737144134,0.3510138286550436,0.4975589869688078,0.43308920584146726,0.08775680338360274,0.21978450883639686,0.16194053764953267,0.08019515660594072,-0.13131819150287402,0.11955804765905668,0.13605582196042398,0.09396203355716061,0.3521196015754324,0.2573572646933226,0.18916668458218516,0.24072477854965654,0.11854499317274256,-0.018717103688491197,0.40235788485153784,0.07757384403435996,0.2702214205391324,0.40877475695626975,0.11846171185980607,-0.16423251880401685,0.106748845218835,0.12345522968029748,0.1612435412958551,0.148716078022267
