,Cerebellum_Crus2_L,Vermis_8,Frontal_Inf_Tri_L,Thal_PuL_L,ACC_sub_R,OFCpost_R,Thal_VA_R,Vermis_7,Thal_MDl_L,Frontal_Med_Orb_L,Parietal_Sup_L,Temporal_Pole_Sup_R,Occipital_Inf_L,Occipital_Sup_L,Angular_R,Cuneus_L,Thal_VL_L,Occipital_Mid_R,OFCpost_L,Occipital_Inf_R,OFCmed_L,Postcentral_R,Cingulate_Mid_L,Cerebellum_Crus2_R,SN_pr_L,Cerebellum_9_R,Thal_MGN_R,Pallidum_L,Vermis_10,Thal_VPL_R,Postcentral_L,ACC_pre_R,Thal_PuI_R,Thal_VPL_L,N_Acc_L,Cingulate_Post_L,Temporal_Pole_Mid_R,Cerebellum_9_L,Caudate_L,Cerebellum_3_L,Precentral_L,VTA_L,Caudate_R,Cerebellum_6_L,Cingulate_Mid_R,Frontal_Sup_2_R,Frontal_Sup_Medial_L,Thal_MDl_R,Vermis_6,Cerebellum_Crus1_L,Cerebellum_10_L,ParaHippocampal_L,Putamen_L,Heschl_R,Cerebellum_10_R,Vermis_4_5,Frontal_Inf_Oper_R,Temporal_Pole_Mid_L,Cerebellum_6_R,Cerebellum_8_R,Amygdala_R,Olfactory_L,Calcarine_L,Thal_IL_R,Vermis_9,Frontal_Sup_2_L,SupraMarginal_R,Temporal_Mid_L,Heschl_L,Cerebellum_7b_L,SN_pr_R,Frontal_Inf_Oper_L,SN_pc_L,Lingual_L,Supp_Motor_Area_R,Occipital_Sup_R,VTA_R,Thal_PuM_R,ACC_sub_L,OFCant_L,Frontal_Inf_Tri_R,Cerebellum_8_L,OFClat_R,Paracentral_Lobule_R,Frontal_Mid_2_L,Fusiform_L,Thal_LP_R,Thal_MDm_L,Frontal_Inf_Orb_2_L,Temporal_Inf_R,Thal_VA_L,Cerebellum_Crus1_R,SN_pc_R,Cingulate_Post_R,Precuneus_R,Rolandic_Oper_L,ACC_pre_L,Amygdala_L,Precentral_R,Thal_MDm_R,Thal_Re_L,ACC_sup_R,Parietal_Sup_R,Lingual_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_R,Pallidum_R,Angular_L,Thal_PuL_R,Fusiform_R,Raphe_M,OFCmed_R,Cerebellum_3_R,Frontal_Med_Orb_R,Thal_AV_L
Cerebellum_Crus2_L,1.0,-0.08128516164085509,-0.264521107162631,0.10324744516824176,0.0740940856994293,0.13112143965391054,-0.1581016603286719,-0.13356298598792826,-0.18545637592936492,0.14165349537742458,0.21549460924727673,0.09061265615979111,-0.18963106502998625,0.2591856460917208,0.11705769466375199,0.13049962126506015,-0.15509334861219218,0.03973896899604677,-0.24509239715673356,-0.0675356269133041,0.140376105559692,0.0526490581365678,-0.040695579955085256,0.2742479462894519,-0.11633484723845172,0.018934375525789728,-0.1691785916576812,-0.2899064671584433,-0.009438267191660405,0.04154966858362307,0.09927869613499149,0.003281610741937477,-0.05688225564500463,-0.09276722430644727,-0.20296569243699666,0.0675754460804334,0.17097788571208372,-0.06206234785747623,-0.11262846806885693,-0.13964086159993408,0.03240075347993202,-0.07294768886261133,-0.12542638944169796,-0.05691457817207803,0.039577380997983115,0.01569064208618998,-0.07927941019490313,0.03587771134794982,-0.04873226434850953,0.07204187731524334,-0.17669095482449898,-0.24561035956344013,-0.26056660060756975,0.02748838126679918,0.11792997601648769,-0.1284673310528994,-0.04362088647134081,0.3635507656890406,-0.04814912242633014,0.23870651257049255,-0.059147841741960555,-0.210534428088591,-0.0289620094024279,0.008842305759767959,-0.11109555290336022,-0.054023228319748505,-0.1303203670048473,0.007754846844492174,0.27621469669506404,0.31950144800781294,-0.007127589872942295,-0.1264334068686432,0.098774222467971,0.16295317654703,0.03371335269317571,0.120024127033672,0.2521150102815287,0.16860543662931776,-0.06257067295243533,-0.2549978510368498,-0.14431446679682391,0.008841193118663099,0.015947227327546897,-0.01652736366555112,-0.3214390176346525,-0.12374276788929581,0.016350049427487426,-0.22300395745527268,-0.1293237698881819,-0.10757178452821466,-0.18579924111387827,0.04181343699613284,0.07020391116550748,-0.06281724161536151,0.03904624418563776,-0.16806335519027218,0.11424952327523231,-0.26508162754134934,0.1605894766419727,-0.1413166524881233,-0.0751767262850062,0.07849540397418624,0.16852246688988837,0.03513788186689022,-0.06487552299346039,-0.1590160578612593,-0.27997905248993527,0.25485633895417437,0.2704244487830806,-0.0554312508480964,-0.32688520012372535,-0.15006302428027324,0.052247020345046705,-0.03063201535430056,-0.07015376002220604
Vermis_8,-0.08128516164085509,1.0,0.10290950657865766,0.1783398913259925,0.2736067315485083,0.2433568300438185,0.21795416278059493,0.3174811406931341,0.5106646424660379,-0.1659066566955948,0.0485927161581678,0.350498511646544,0.10901577306053165,0.038623416318724874,0.04910019967746209,0.1411553429111209,0.3593937215340465,0.31668419735281267,0.178239405662109,0.28110482032678274,0.0923393178466958,-0.17765821402052018,0.07682472753822066,-0.013323589304011315,0.15735781900302456,0.28454327098022325,0.0033096051980109125,0.32917095528889245,0.25942181012494625,0.36401439283577336,-0.06441031028006337,0.04416625590354252,0.33101092367560525,0.33736509947006993,0.02275656323001624,0.18898158832333747,0.14952097218688276,0.3067382757578028,0.3063319918422295,0.30427821755899487,-0.11964909575418337,0.39530063460795856,0.2791594549928982,0.2481624556213213,-0.09437257195638415,0.12876405675247166,0.11567058640118955,0.5599097780991794,0.09937617865634366,0.28295378354618467,0.0707393564140084,0.3433421811439289,0.4568039441120057,0.2889771517304548,0.3370088134123409,0.20188206548840268,0.24929328072189375,-0.06800476094770655,0.2725554300490004,0.19890071048631988,0.15520096396163247,0.03622575433996101,0.08007247349147589,0.4264494314835405,0.19490496308691035,0.1246887280601565,0.1611306371528078,0.16590884975485562,-0.08570154320959951,0.13062868998854066,0.028327697872782436,0.12842327822856275,0.5112297576085875,0.1037769105956182,0.10917655780794824,0.1473159260760215,0.18891086504165863,0.3483921087002633,-0.1218546421214024,0.0864119662236444,0.2551491907978446,0.4985847196787141,0.21139380809744301,0.014294457776901193,0.1630375385155984,0.18094147939578936,0.27119033869401077,0.47413353862462454,0.15804585551464687,0.40151952540601504,0.10429821047270986,0.25951890582059617,0.1222152776267944,0.3294482507755987,0.06285381786757009,0.10262652339963244,-0.014372875593703031,0.29256181311994905,-0.22373509594528185,0.47288675135545055,-0.2773552988244556,0.17386695699800206,-0.2550106283524016,0.07307707894743207,0.176512027344746,0.32740963230700426,0.3136154805098647,0.18080369826996834,0.19758055200730992,0.26583605316078,0.27546613180957213,-0.009758967581271169,0.027474309569344862,0.17024986136005613,0.3590471036097543
Frontal_Inf_Tri_L,-0.264521107162631,0.10290950657865766,1.0,0.5543565242777503,-0.09489511045858588,0.27407723571582826,0.310306322520355,0.3267255430913404,0.22306182859401916,-0.11775165432327425,0.13144166741545346,0.3355719168352768,-0.016301622221726663,0.16114137914897148,0.1684870578131173,0.01772247456574621,0.5716351351299851,0.21274933113691075,0.319667630004169,0.1243132959745846,0.22022875649303103,0.20327046714128366,0.5850651994323659,0.04889050874769116,0.6204811551147027,0.2652820634810292,0.5732481399908524,0.4781349436262696,0.4994107156387506,0.4347100368562186,0.31620310487449066,0.3167165228773763,0.27489744307680525,0.48708039563301647,0.31333376848208827,0.4045742563155925,2.0556966316920142e-05,0.23089604528929802,0.6388795814916695,0.4765252834771172,0.25190018501590883,0.35121995850708937,0.71173320874378,0.3600909687728687,0.41013403072109433,0.3943925304631199,0.5922073069744981,0.28475428987628787,0.060285968729318094,0.18291655132925813,0.3664789301303171,0.3954946967978024,0.6833713904137125,0.3658456590411772,0.20914562017861207,0.4319241878676638,0.6440232654606272,-0.1167094730262679,0.2709074871230091,-0.12949973033206905,0.3431661000992881,0.3877602039023831,0.18326802389988825,0.3841504268015431,0.5508298286377941,0.5296512379052833,0.4625599166023959,0.3817301181871784,0.4347859396292364,0.06047215802668889,0.5676013204286321,0.8062517430403212,0.29151717751265394,0.29635049778668976,0.38634857829252806,0.2639557508896761,0.48268657786406655,0.4012339588226902,0.4281672016999431,0.23732616353359057,0.7954792287816499,0.2846337009765924,0.4328713590160846,0.17125712039260857,0.6045757343489787,0.4443957058342935,0.5235024146437895,0.44576757344818474,0.5220333233266009,0.3316330265001798,0.4153064358184991,0.05621989289318615,0.4801673579874971,0.5207746058699982,0.3429792799494913,0.5604266384549805,0.09525585119737422,0.37498260454896126,0.15770601927136527,0.5256517743845495,0.13553149472761059,0.48827777542109974,-0.05687190367207517,0.35694255497869654,0.5180573838541861,0.621755560165007,0.5863427529629683,0.13823691071511163,0.4535850301210873,0.3428686352452278,0.5609408783243678,0.1667006624244959,0.2681778726969711,-0.162464560660109,0.27305776997370884
Thal_PuL_L,0.10324744516824176,0.1783398913259925,0.5543565242777503,1.0,0.056188568066209615,0.1005370458622527,0.2782354417829844,0.0411049286691967,0.3483809991179342,-0.07686046991943343,0.23260813750175946,0.4330537342780696,-0.04731789291571526,0.22254041108057399,0.35716859933905454,0.07253666064237901,0.6340838972777998,0.21409783838111585,0.06945380385394254,-0.08948296994454275,0.16062570336987753,0.25228420909467014,0.6167410300312547,0.3334690905859853,0.40129442251354935,0.02749687830270299,0.02724673906783408,0.2636413653921322,0.4806394206339123,0.6360595634983531,0.33599369384730815,0.43707315581750733,0.27948354167959627,0.6157286183917428,0.2512690391204599,0.2993788394828958,0.27655800767180694,0.04927878239552063,0.6447481414419339,0.4517599131435934,0.16110123383503713,0.4171985948314408,0.566492561396045,0.15881495362925513,0.5140535191603297,0.39656275206672964,0.49593363353875414,0.38763829522184007,-0.0019926153327407556,0.024232888226392905,0.4672136038839886,0.23862931880401678,0.4013898823355941,0.3801342515340475,0.12037813242064187,0.25064785197630995,0.5203693316903054,0.047169481197399894,0.02388441009319577,-0.08364733178083812,0.16640015994317506,0.09721019575700822,0.03532350175098776,0.31548412124881126,0.101500050849995,0.6166544062850797,0.47262092484190116,0.24330842491162094,0.5899323851958358,0.25364203858451057,0.34900700926346995,0.5952023390931632,0.44206526320416445,0.2630113354030022,0.3119388290592927,0.2907360267613355,0.5093584636138518,0.6012356765542982,0.10918263246689362,0.04573343280274814,0.5184772773840285,0.2782770892628177,0.37652808095989654,-0.012815002675636643,0.3891380180661492,0.26780870793505124,0.7703842633149891,0.1538930542128822,0.19353696294958964,0.08285688499105168,0.353804798340246,-0.1613374417031426,0.4529085188751221,0.37193491368175674,0.1887148028001261,0.28478818702978487,0.3877353276237253,0.06244723669445313,0.26601349910019884,0.3681219980461047,0.12040615795942052,0.8171577161122612,0.12836710927733216,0.18921800454563079,0.3090308853693348,0.23321547840709636,0.22684138182705094,0.24344342787152684,0.8044818943505342,0.12033110988203971,0.32679031181466467,-0.06786715475896192,0.1397592013189945,-0.017619391106041712,0.4613742601831261
ACC_sub_R,0.0740940856994293,0.2736067315485083,-0.09489511045858588,0.056188568066209615,1.0,0.2683604595187584,0.3983203811592768,0.08528986429570462,0.09604269862435537,0.17924117420141628,-0.19582751481887592,0.2601130662509959,-0.28018972323082875,-0.35249616246778587,-0.26980956523836225,-0.30681329759675824,0.20247500149384845,-0.25266130214314453,0.23016060160391863,-0.2374688271666912,0.06140586152492689,-0.2082693413528996,-0.3141883912925483,0.08618902819255361,0.382345936013475,-0.16097620007722488,-0.007911399532972681,0.3806261337489015,0.16677493862265638,0.35613091266557256,-0.20509068070770722,0.4618641924547419,-0.05860221584940993,0.11117477866332102,0.35794640411673534,-0.061121201570369925,0.2916961891151156,-0.21327217277053218,0.37527259752589887,-0.01878125975328594,-0.24995720123127144,0.40449975257090093,0.275741991224431,-0.10799773149547708,-0.3336108400525384,-0.017516056978757483,0.06829409423118796,0.36522709392181385,-0.4077937421941907,-0.07190081505448159,0.216383188542388,0.17356651224588407,0.3529472250026603,0.21245781652414242,0.07388437924274933,-0.18185483935376748,-0.020413488832904517,-0.00293767016786958,-0.1655762474522439,-0.1477017062690315,0.3663832010592516,0.33786860331803903,-0.30279851025573834,0.17365564126894847,-0.2327396472273391,0.08721731419737533,-0.168151668460251,-0.031671185965711016,-0.00983257350004694,-0.09934678563979767,0.09993920056627131,0.004465722263953254,0.4247339643863412,-0.2432449674034455,-0.1516992738228666,-0.3114436432141759,-0.04819037097653067,0.1700080097579464,0.1847564928193397,0.18446810447972867,0.1580830437061751,-0.04374469624959385,0.36694082051764676,-0.15791506088528584,-0.04216540599537607,0.010192707790146376,0.17093787104887972,0.05767070395695871,0.3401005878330982,0.009601248493217673,0.2571463906586822,-0.1063066872651794,0.00678978864478435,-0.009075552327490237,-0.125534470919747,0.03144929741836592,0.1600231286482806,0.40452156530680344,-0.18856872573824232,0.0957523804938972,-0.058413126580454375,0.28990579712628267,-0.2198156693167919,-0.28238811419699794,-0.08619570349715909,0.37152508381667887,0.1893173175396605,-0.19163811235878092,0.14135004092365253,-0.029770663707811656,0.2959288247877219,-0.37068791707537474,-0.2478450770539,0.08195908923785813,0.0899314048199735
OFCpost_R,0.13112143965391054,0.2433568300438185,0.27407723571582826,0.1005370458622527,0.2683604595187584,1.0,0.5645234999883944,0.3684155474211643,0.20889856912613916,-0.10481718619040917,0.2660268126383132,0.2861629146881982,-0.2550184338386226,0.172914135122152,0.010924492075311527,0.11257768581348544,0.35530318181000115,0.16717337586598413,0.5359438953286095,-0.009113451959853629,0.1887364057186972,0.06760805767498355,0.3099332919157987,-0.11299769857277303,0.3767038685047186,0.32820366166997467,0.27041119024972976,0.5294725461072538,0.3801501623808507,0.3635129499170647,0.21284370850596124,0.2992921948734846,0.028371622374825656,0.23510482610011227,0.41217911081742487,0.4778808214859626,0.06081783801594857,0.09892072213038809,0.44472300256223163,0.2755303534518314,0.20233098210086933,0.4901285244466822,0.5576360411460255,0.3557783016563728,0.13106243118640365,0.37971896462514304,0.4402774707189777,0.3173618769674281,0.14740461517033898,0.2470185063758047,0.37861775509851026,0.6565408744706207,0.49171340903840866,0.24431693466673338,0.6055264313329314,0.4660006077042553,0.5731707249177265,0.05865709042684596,0.33595369950743215,0.11057599498302119,0.5890952752107773,0.5815041465535512,0.205027855721539,0.06674797334051481,0.26655210747449665,0.35926456878027657,0.26893003879911587,0.4811194689456934,0.1325388901941773,0.10306341762801335,0.3469760167786498,0.2994853733852818,0.21627879767518748,0.11365066370007208,0.47156629395350375,0.20845270101983546,0.12518592684032193,0.3415822633407523,0.31406973596615234,0.23426911965566713,0.5778256654678061,0.383639545961421,0.5148917663439149,0.2097861248767317,0.3711874769320136,0.4752479307891758,0.31999817567588534,0.4057274023365401,0.36875195099723673,0.38388112990130213,0.4934172731735762,0.09941055267112771,0.41213901214721577,0.5216921037223745,0.4075866599631844,0.3720723936443632,0.11322044547644274,0.6085439328898022,0.06584338993630763,0.44593517416841716,0.3784067080316159,0.2576945517765886,-0.1966319009673163,0.23328519327725092,0.4999025312406627,0.4443824131747557,0.48040379990987003,0.37097487357108877,0.3055697762207822,0.37459783450162054,0.3505479334333467,0.14680389570829927,0.16715031784179318,-0.11260753922136661,0.241716490756922
Thal_VA_R,-0.1581016603286719,0.21795416278059493,0.310306322520355,0.2782354417829844,0.3983203811592768,0.5645234999883944,1.0,0.45861979797615343,0.3721087150493933,-0.16295722250874314,-0.13268643956853884,0.15608994277598018,-0.2806859598069306,-0.2121400630331571,-0.2730694247137072,0.023567904965389855,0.6443460593145292,-0.18864004699842313,0.5452766545048168,-0.22184060057042604,0.15335365431193732,0.20417519086321734,0.4109679053583397,-0.08786765555684932,0.5508604432155988,0.26560790477439794,0.009598282698392848,0.787155980725141,0.4246303913437361,0.4697641314966521,0.18809331431063678,0.6699919141096664,-0.08149952352436336,0.5291038352952891,0.7160218084181614,0.5047792465097835,-0.026125136812626654,0.0862639347584024,0.6904368865295236,0.5058699895150173,0.2870966260708932,0.6206262094042221,0.8018126476673104,0.3704550815850032,0.17629088899359643,0.5434991622325319,0.6054702475550595,0.3570788821152361,0.23960848564020543,0.1542724946647855,0.5434784389895196,0.6341841803578196,0.6221620629522068,0.1939120061881787,0.5175241599595082,0.6039120203985476,0.5127698547647156,-0.03151712564077783,0.32364634208734117,-0.045876777594062196,0.6021913804846383,0.781988826206536,0.3013903570311383,-0.15902168037380252,0.04456941827301451,0.6919634895357201,0.28283685557372334,0.43911567095239445,-0.1379255099468874,-0.3131736755677445,0.3141368183427437,0.47927638951519386,0.2996582336972989,-0.009331792859441032,0.5331873962003596,-0.09738061726224428,0.0984385343341169,0.2604959897739264,0.39317858622155577,0.5316074885191101,0.6716143313529688,0.3472062217658234,0.6691870770980343,0.2598410009930574,0.6923751874472104,0.6142334394338943,0.40353316022745894,0.37046580441923904,0.4238824224077766,0.40813554447157935,0.8983901313494095,-0.01975527843209222,0.4801352413553822,0.6249373588417172,0.38868298620753017,0.5985706123405488,0.5475978104041522,0.5743961735029279,0.1975808087039471,0.5155176355722643,0.5468723046178271,0.5439651331996918,-0.3883977421590896,0.21717047527385125,0.5576675390426684,0.4408064281784869,0.5728806999606569,-0.14446695416394623,0.31282563106567085,0.49769005227034596,0.6776683613056956,0.04615705128581832,0.2468832887777973,0.08653546760985675,0.5022670265869466
Vermis_7,-0.13356298598792826,0.3174811406931341,0.3267255430913404,0.0411049286691967,0.08528986429570462,0.3684155474211643,0.45861979797615343,1.0,0.31426729831346595,-0.27497700442084666,-0.24081627438241757,0.2677150793570692,0.1893362278827873,-0.013520050748578196,-0.3985192752088432,0.20490402355739948,0.45501463051679397,0.16348658405058386,0.3095506123057906,0.3930805686751714,0.21495382153528586,-0.10052757785585141,0.22061474911691517,-0.12106324880321004,0.5065425965642327,0.6585743861894736,0.14432764295602704,0.5505407849051699,0.21632305960241885,0.407139583157272,0.05779019759324645,0.16309775069923663,0.03885097863229381,0.41785989205309465,0.1943935628141358,0.366592219862427,-0.08111624997239154,0.5411907124015399,0.4251686981779039,0.558354518532097,0.25137561143331005,0.34122741724717115,0.5088654452751185,0.767120046670157,-0.011063884954132224,0.3455090685978756,0.4115933390542412,0.5931261689244173,0.485937047292213,0.7203054017212464,-0.01369015505804631,0.39811543278039013,0.4788717948884867,0.21263344418153676,0.5496997988178474,0.663404977983538,0.49493782360459976,-0.03617781880654945,0.7932412263849273,0.3267821706233606,0.32713337649747504,0.36639373708621104,0.574888070550275,0.13749423916816245,0.512094702828961,0.28632710967329156,0.05449715257004539,0.5916137396307264,-0.12412961961053562,-0.2534224243856131,0.3054731230088115,0.4357034105182083,0.42512204357312966,0.32280490956509783,0.48751503517118105,0.12897468262563305,0.3566599767365263,0.4372629369521155,0.21428511966671815,0.2847200657130746,0.45284731615341645,0.6446490461870599,0.2851301529972253,0.345646932492739,0.4968413003639883,0.6572697010660853,0.11925971190803603,0.4926979463351197,0.38714495731175474,0.7780002597438135,0.494497571315235,0.5719920343666162,0.4224564050323072,0.5407179244236695,0.33297197555965685,0.6071999646484367,0.005164106022096424,0.28265950960548863,-0.06297189508745905,0.6131246777956545,0.11558888477127612,0.04898012347032848,-0.6703763662212568,0.6407434854343317,0.5112897329283038,0.4156568090914719,0.5146374669426719,-0.054613877330417164,0.1253658206333646,0.785117157621051,0.4820679005559569,0.12051065634400075,0.33020689019271604,0.1446955562999067,0.33543429520538237
Thal_MDl_L,-0.18545637592936492,0.5106646424660379,0.22306182859401916,0.3483809991179342,0.09604269862435537,0.20889856912613916,0.3721087150493933,0.31426729831346595,1.0,-0.12500085136597341,0.2261394541106144,0.49900976693173466,0.14499167475007205,0.14575131559958834,0.3093635023175224,0.31393113678351303,0.6103994254229309,0.6124502405293214,0.2659902943240555,0.29419147097732967,0.18614570190358776,-0.0676561909741361,0.37709583334054997,0.08253257208030639,0.07961231052512298,0.4657782945868759,-0.0891801172025895,0.43718560898835235,0.3744453411583194,0.38496566012455197,0.05638340410275952,0.02850456815091726,0.2344262743408849,0.557721392275421,0.10287945736294621,0.32254399672872197,0.19903950715729654,0.49371060929275196,0.3297961840105277,0.6732436487715107,0.006184486523826757,0.6367949139287129,0.46402464441673164,0.4835471197428103,0.09970835018391626,0.34289608890840717,0.27533762353209706,0.5867112491097489,0.3766382269036906,0.44929578318478114,0.3217869281275118,0.5990010345981943,0.5693080747765237,0.34519551794603,0.47640804565193307,0.47991762490762346,0.42305356957693047,-0.16463994535728702,0.4848461707114261,0.09603804659444948,0.2572139724637822,0.07755110649425401,0.2836547032044249,0.3331825210684767,0.2459263823830689,0.34522768817976235,0.5584209359109494,0.27289767222650196,-0.07779739407111594,0.22506370763071065,-0.04171531981081887,0.23376393468333626,0.41881337196665236,0.19123397499099534,0.3898112709166338,0.49666421399043026,0.14665780682848276,0.5190917309189029,-0.21006287644006966,0.2635580798809276,0.44929317413854847,0.6904578021801896,0.30857724742500164,0.1253391918291753,0.4997525366833898,0.44996320772606696,0.4010927785638574,0.7528744111567225,0.15713194876309303,0.6094054517174594,0.3025707994041304,0.36275155833220785,0.13297369736884881,0.5616640749870581,0.23804428014953802,0.22007788549460577,-0.003068191475186009,0.3685495739795691,-0.14762124257948153,0.6854095398097763,-0.002000509890294302,0.29952443707795134,-0.21886670119522864,0.27946650355187586,0.4177801160401049,0.28552161277017996,0.3333737946241853,0.33383602896724657,0.31319249218882944,0.49379036256008785,0.3570325905167244,0.10607362575618906,0.15410094112194783,0.3005034188713519,0.8219556815253186
Frontal_Med_Orb_L,0.14165349537742458,-0.1659066566955948,-0.11775165432327425,-0.07686046991943343,0.17924117420141628,-0.10481718619040917,-0.16295722250874314,-0.27497700442084666,-0.12500085136597341,1.0,-0.12608323613596306,0.08348271136324908,-0.20686816884184295,-0.3218914342621747,-0.045792875067271394,-0.45560674525959793,-0.14581590995726054,-0.0900677774590768,-0.08526488687993962,-0.05070723522310346,0.16832374263667627,-0.2763939509064134,-0.3791132536619021,0.1455406114861755,-0.01048733142271855,-0.32922892271724835,-0.04878930038117281,-0.1903378847162185,-0.2633814792221556,-0.05816289551642201,-0.20665359931140953,-0.08481024525723602,-0.19628636111195424,-0.08027912400005283,-0.006787897277612753,-0.3792026148566359,0.26670215199265523,-0.26035432383174545,-0.19589453610412905,-0.37823737153443043,-0.2913254307486233,-0.00782641473825639,-0.12411963811126969,-0.3113251143701296,-0.21243235120551526,-0.38687722113027545,-0.32328265423722513,-0.21478544082069745,-0.43957267259491783,-0.199298532795284,0.07383634233287897,-0.1522665800807307,-0.07440783797459771,0.028484594889438584,-0.13616976857113405,-0.4638600214606484,-0.35472050312166326,-0.0755473402248659,-0.3182583558652133,-0.2747478565474403,0.12054655404655108,-0.05922546956852454,-0.45285542477455015,0.07877572350815876,-0.27394583634293945,-0.2757494476269002,-0.24382500317180122,-0.4310621531138406,0.05962382638737593,0.08721603883600784,0.008686012796496391,-0.275531762128059,-0.05964458502012592,-0.3166219327441544,-0.36939608555756903,-0.19858932285906686,-0.14490605734485343,-0.012118423883333096,-0.16995414633088676,0.04155872562212673,-0.203921083764181,-0.2681151800383032,-0.07432983445267342,-0.31006696087257746,-0.28497016447024076,-0.3902464994032249,-0.10122326897652704,-0.25936788251675913,-0.010630820753522669,-0.2278154085702758,-0.19111277437624702,-0.022370500029533936,-0.189070432615209,-0.3988526858116594,-0.35563964976980145,-0.35532308884445457,-0.130107258050698,0.15838211541261457,-0.22977105331948527,-0.3900905356729448,-0.03592416111171561,-0.012974518800563247,0.009494425642901212,-0.3214216018819976,-0.3748700317278304,0.026867512532722945,-0.28565982200642676,-0.1403649470396056,0.02805239973707249,-0.3074802938538911,-0.2474646460147269,0.1059138762974042,-0.34151890919662614,0.15013480964643108,-0.018421221820145488
