,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,0.4725259634545101,0.42508533622805916,0.4718116407488168,-0.6258898288090582
Thal_MDl_L,0.4725259634545101,1.0,0.26722638513497377,0.40567999126907023,-0.412910928102045
OFCpost_R,0.42508533622805916,0.26722638513497377,1.0,0.5362744249880677,-0.059825540577759476
Temporal_Sup_R,0.4718116407488168,0.40567999126907023,0.5362744249880677,1.0,-0.031928930249087134
OFClat_L,-0.6258898288090582,-0.412910928102045,-0.059825540577759476,-0.031928930249087134,1.0
