,Precuneus_L,Raphe_D,Insula_L,Fusiform_L,Thal_PuI_L,Occipital_Sup_L,Pallidum_R,ACC_sub_L,Thal_LP_L,Temporal_Sup_R,VTA_L,Red_N_L,OFCmed_L,SN_pr_R,Hippocampus_L,Thal_LGN_R,Occipital_Mid_L,Thal_MGN_R,Thal_VPL_R,Thal_Re_L,Vermis_6,Supp_Motor_Area_L,VTA_R,N_Acc_L,OFClat_R,Precuneus_R,Occipital_Inf_L,Frontal_Sup_2_L,Rectus_L,Vermis_4_5,Postcentral_L,OFCmed_R,Temporal_Mid_L,Fusiform_R,SN_pr_L,SN_pc_R,Calcarine_R,Frontal_Sup_2_R,Cuneus_L,Putamen_L,Thal_VPL_L,Thal_IL_L,Occipital_Sup_R,Thal_AV_L,Temporal_Pole_Mid_R,Cerebellum_4_5_R,Cerebellum_3_L,Frontal_Mid_2_L,Cuneus_R,Angular_R
VTA_L,0.19754104349552687,0.272475842662154,0.6180838359674907,0.021862433645074973,0.38755370895104163,-0.27374084150962086,0.49015816248817096,0.22849571757263415,-0.04063037793361439,0.09395733529563159,1.0,0.5715102104109009,0.39588206141760257,0.4099055197226411,0.6079955690952549,0.17122790301083896,0.014061792563318715,-0.030306590821462885,0.1307717262871934,0.07496264663551626,0.09746949498929924,0.46173034457248413,0.37979925645940804,0.36314626451863646,0.02874183643004178,0.16455113117608258,0.08185472654983401,0.6223584857698174,0.42079703416553166,-0.1771919462120306,0.49480308801445166,0.4126038867505654,-0.0626208851150758,-0.13921029317135858,0.6744963146079276,0.6846588103790492,-0.18885449371558968,0.6519975055212741,0.02939661183097106,0.5409335460283757,0.2671264249988995,0.4809661522650301,0.13327773837797263,0.4724300230094264,-0.15328898805143076,-0.24207834229411976,-0.10535459284612451,0.5535880524880936,-0.17005688114764875,0.22219102416059536
Red_N_L,0.33293647390329023,0.42781995584986166,0.6312666821541062,0.24664219375796864,0.35592200529680573,-0.10608747208267731,0.7893931852176651,0.04124943367330108,0.1517700711640202,0.39011863265344815,0.5715102104109009,1.0,0.4768317093050108,0.7692203916226169,0.7949787437955053,0.2676319652526523,0.027833397778913183,0.20381740221204186,0.24948226488988956,0.4336920220360464,-0.014514740296394869,0.47005618874914806,0.4508388811222012,0.5918652195372228,-0.1695186345730894,0.27666561660583705,-0.01682384075366311,0.5314313245980274,0.4918146304225377,0.1025430464765566,0.5618580248526313,0.4900792591905056,-0.07089079937934645,0.2577623948641292,0.6877925210623503,0.6506850897790925,0.14698194095391307,0.5835544249890405,-0.10281698677229065,0.6451754097293776,0.30126224802178336,0.661468307426271,-0.0004124840140973103,0.5817765232049109,-0.09890435367160483,0.05580124306918,0.21379874948158464,0.4794564571820655,-0.04438922879862073,0.07075376712302554
OFCmed_L,-0.14216635289802831,-0.00797126432413856,0.6135791200231546,0.10339791902329934,0.3116453839834825,-0.15740464933053255,0.4669226020632912,0.2906381994409963,-0.1270884045307901,0.054070236416470394,0.39588206141760257,0.4768317093050108,1.0,0.48807828978267737,0.37102514379675294,-0.025789053805416625,0.041114441293674364,-0.31142702992986365,-0.02588819564073066,0.24030662326783825,0.043788523971445156,0.08658015814756956,-0.03405584809184889,0.6662388706327623,0.0451073107782638,-0.20403568651571877,0.007186768801137094,0.4658762457226624,0.5555106032807118,-0.16844492168461084,0.1039573490000804,0.49741629956183225,-0.05055448535472321,-0.0667049311412887,0.5265467442076093,0.13246682711917654,-0.1458592682394861,0.4101688425662887,-0.18725764439330245,0.5345539968995932,0.10801389345185079,0.2734648872886621,-0.05975578221056809,0.15117423977965538,-0.2635465562783854,-0.16464603668096509,0.15370726743642105,0.3452532387028399,0.07021228923150566,0.09511448145057054
SN_pr_R,0.15368927335734686,0.5093892992658936,0.6441668925343533,0.4522963527802533,0.3129324362542237,0.03477595813039808,0.8327866075148137,0.154487403670155,0.28850657021795695,0.43202329582283516,0.4099055197226411,0.7692203916226169,0.48807828978267737,1.0,0.543662819478436,0.22664704644230402,-0.048087988522148045,0.01154965018383413,0.23438491452970694,0.4394925460882889,-0.1233579312537966,0.4081197892166991,0.14724331256268058,0.6826107644390358,-0.17590343714163958,0.014870825284957258,-0.11133523595690144,0.5837367531939216,0.6018927038979469,0.14362780799267155,0.3983992202249676,0.5334536452820067,-0.05720114935395727,0.3671841279155089,0.6313657032616032,0.5151801175292736,0.22192164081646473,0.5791164975365559,-0.3845998021734318,0.653991001311262,0.25261848464311526,0.6159416128883796,-0.16005717930317512,0.3319585596701483,-0.016936409273423447,0.18686933294734026,0.3726844776077724,0.5151196576596024,0.0820850596512571,-0.14776132860388144
Hippocampus_L,0.4470706520791865,0.43018887135282946,0.5724491855981155,0.2717396527168555,0.46570270112436746,-0.06193969003834358,0.7035938747285158,0.06162415567418011,0.10715704037972619,0.4322519615523853,0.6079955690952549,0.7949787437955053,0.37102514379675294,0.543662819478436,1.0,0.4814798072669456,0.016225815947609582,0.38617832303739524,0.3061803230065613,0.4439031618009857,-0.0025370552201307035,0.46923124291964674,0.38137772597691644,0.3701156238073334,0.008042889746981596,0.48384719245357366,0.05934242309416189,0.4956680133142074,0.34832087345862567,0.22388140201510195,0.6282676476913701,0.46016711381644393,0.14285797783188045,0.2857156723362382,0.6938338830905958,0.7267873536671353,0.26207914588679726,0.580251121915105,0.08824068478055191,0.630712553514528,0.4206079687691849,0.6946776373680761,0.15518589482096648,0.60195049719058,0.02984047482025894,0.19132262554834914,0.22627292477436609,0.48425731558120666,0.030135817622614875,0.06657855689659638
Thal_LGN_R,0.2549621689666256,0.537408222576714,0.15095362298771606,0.3873167518870432,0.41404467227637565,0.4107439459447369,0.43432013311407175,0.18541981791146142,0.6084825526753417,0.7323373707163942,0.17122790301083896,0.2676319652526523,-0.025789053805416625,0.22664704644230402,0.4814798072669456,1.0,-0.15654924206186593,0.6975713858600711,0.7853155525977336,0.45796140953044223,-0.14905550496020162,0.41503504119741985,-0.04130728736526032,0.19767712293478715,0.2638634872824176,0.4415937003246545,-0.08762331255697291,0.2568368408642508,0.0020601756662071064,0.6627823949912166,0.3201052245508074,0.16044688037058422,0.49129986292660593,0.573503356565274,0.26873794249190214,0.43959662176847747,0.6572130355138937,0.22326046438720823,-0.04037006593782696,0.4054528086182665,0.7951999283772118,0.5252033813043326,-0.1585315252732913,0.23926927600385034,0.1269304750005576,0.6041542568687838,0.4397728366364595,0.35827910264022955,0.39796116145667393,-0.37738548958396034
Occipital_Mid_L,0.10740055562173764,-0.10297544870928424,0.0301879732825603,-0.20199807634182007,-0.06079376987577234,-0.010571569395525199,0.017934885004826106,-0.10710131214855634,-0.3006521576843222,-0.13558370985361407,0.014061792563318715,0.027833397778913183,0.041114441293674364,-0.048087988522148045,0.016225815947609582,-0.15654924206186593,1.0,-0.007996777463339903,-0.15584041620769046,-0.07782386723194101,0.1210943774717726,-0.011174309076202996,0.20578303798393988,-0.06060127993296567,-0.06285364242303401,0.04792242942544128,-0.11640134858174321,-0.053923694070559296,0.10958381830590791,-0.07539284397489306,0.03631102217587264,0.099316012847261,-0.007936827381334397,-0.13099371063133186,-0.015496210855918381,0.011013416519553544,-0.044834952939904034,0.08293751512058578,0.2102013657998465,-0.050584275092881686,-0.10937626823431297,0.05605781436699627,0.2981004830986433,0.12300182619207722,0.05571429495421192,-0.15393425955737394,-0.15264892463254037,0.05849884752365751,-0.20839183435219139,0.0450942092123617
Thal_MGN_R,0.42550341237307854,0.39563517109235935,-0.23592310729939853,0.1453360646824054,0.17041285828818778,0.3803782265648676,0.21108885863523463,-0.18822000448473858,0.4360860387032931,0.6208880567596465,-0.030306590821462885,0.20381740221204186,-0.31142702992986365,0.01154965018383413,0.38617832303739524,0.6975713858600711,-0.007996777463339903,1.0,0.5469893730321033,0.36232842188105396,-0.11402976619555533,0.22640275515789232,0.14106227761186863,-0.09734719744467145,0.041949315881387436,0.5900958822817004,-0.05546670761512118,-0.13946914473654243,-0.2644450750805864,0.66363497076973,0.24246849062283726,-0.01879236998301418,0.2668404258524301,0.5862778538429444,-0.016084711785127177,0.30422878775087137,0.7229560376809059,-0.10103086887918851,0.15755264032606284,0.04719246775228738,0.4961131756553047,0.36678963025636624,0.04832407772140413,0.2334169913707683,0.3235984145231883,0.5843459432163177,0.3388644183711123,0.024570742038802978,0.29626994657691447,-0.29065900151964696
Thal_VPL_R,0.11132174830566752,0.5386807611035738,0.15463029880979362,0.33799917570045257,0.44204224480309895,0.4095908206629193,0.3980866742030813,0.20550509682027038,0.7758403164283869,0.647015253544699,0.1307717262871934,0.24948226488988956,-0.02588819564073066,0.23438491452970694,0.3061803230065613,0.7853155525977336,-0.15584041620769046,0.5469893730321033,1.0,0.41176219562705335,-0.20047671056022165,0.49733086806797533,-0.026252284490335984,0.15328791962863453,0.2184519020117358,0.2859336639188982,-0.07459565832531496,0.3169384787568743,-0.07928134274049829,0.5344835393153167,0.3200532532721473,0.09637502418090738,0.41969632173771443,0.45871455000044353,0.21627389571380504,0.36243368417385174,0.48425052104237104,0.18844008928015404,-0.18264070338175356,0.365115842220747,0.8352145407938221,0.5100675470389716,-0.28763069425084703,0.3140863098850873,-0.1033111608766314,0.4475031812890661,0.37458012837274746,0.4496835573688508,0.3436306760881211,-0.35604409152499195
Thal_Re_L,0.10969926622983474,0.4291622889713059,0.21198622402834796,0.5768892186019988,0.2474625756876923,0.25083410115345267,0.5751901148347739,0.08627099048608293,0.4573826792829586,0.6778035695214368,0.07496264663551626,0.4336920220360464,0.24030662326783825,0.4394925460882889,0.4439031618009857,0.45796140953044223,-0.07782386723194101,0.36232842188105396,0.41176219562705335,1.0,-0.18892606141802465,0.14501477236703206,-0.16456322072025284,0.2898279679227438,0.1597241141906342,0.12360934021730675,0.023006940979703964,0.14232472949022884,0.14784126719286378,0.5636396584197619,0.22883060571079084,0.22642548751153374,0.33357167299994406,0.5953756435079527,0.37542878875622426,0.19865144665508563,0.5456601562366782,0.11532200577113806,-0.1921832734042531,0.47717726046367304,0.4042401656069818,0.5106985152293622,-0.2112451684346089,0.30075122524194514,-0.08342070851139699,0.5516542199272306,0.5745517792678979,0.2163905137469593,0.4697852805571641,-0.3634730372778225
Vermis_6,0.2741062092023589,-0.1855344177638425,0.01729161088261077,-0.12677331024012012,0.10278979352132296,-0.2035854492896052,-0.05620344050376516,-0.270801825623141,-0.25568584140935,-0.28019952385257224,0.09746949498929924,-0.014514740296394869,0.043788523971445156,-0.1233579312537966,-0.0025370552201307035,-0.14905550496020162,0.1210943774717726,-0.11402976619555533,-0.20047671056022165,-0.18892606141802465,1.0,0.07596962888202982,0.26167869598246896,-0.12573215595532278,-0.2986191357073406,0.20035783742185378,-0.08025314863489627,0.025174383977553207,-0.014912075107497603,-0.1937132384904444,0.14579087910585664,-0.08192106384930031,-0.23959749148320242,-0.16590313788793581,-0.10108888866184425,0.0374338062413234,-0.15315104661668555,0.10065872005502406,0.3204106762318722,-0.1351057859502065,-0.14016005193734946,0.022237824703139557,0.31086447750592067,0.1726531967788248,0.02332901332438957,-0.19667361883738868,-0.2859699157962945,0.0574579624059797,-0.3123016738422886,0.22711065115450388
Supp_Motor_Area_L,0.4139359163758434,0.5176693947518728,0.39395976438988833,0.0993076384441035,0.383703982087252,0.09989069885991726,0.5271413343840963,-0.0728218178513854,0.366288326815637,0.2944840896291804,0.46173034457248413,0.47005618874914806,0.08658015814756956,0.4081197892166991,0.46923124291964674,0.41503504119741985,-0.011174309076202996,0.22640275515789232,0.49733086806797533,0.14501477236703206,0.07596962888202982,1.0,0.4249567575570471,0.24656582232003948,-0.2526081051510124,0.402622671256337,-0.009606113484331982,0.5898320325806847,0.12741575575139927,0.17237059937186205,0.7588757743544295,0.20407939566686686,0.009082761422568818,0.1358961990339436,0.35974799436482596,0.6738907629733297,0.14546062680812794,0.6609040252763893,0.048689687163553694,0.33824562140827286,0.4495204662043348,0.5844338836088558,0.050661692800736,0.6144734341480639,0.02422200750365232,0.030385818873036274,0.04235451630154444,0.719968097828811,-0.10881104778944797,0.05860987403060447
VTA_R,0.5781671901171542,0.02334164314547932,0.16623724899214903,-0.38948015742183495,5.922348101850723e-05,-0.299725841174063,0.18258540072516355,-0.3403559299696593,-0.12505337177094922,-0.18475979177673024,0.37979925645940804,0.4508388811222012,-0.03405584809184889,0.14724331256268058,0.38137772597691644,-0.04130728736526032,0.20578303798393988,0.14106227761186863,-0.026252284490335984,-0.16456322072025284,0.26167869598246896,0.4249567575570471,1.0,0.03836285519309333,-0.492947115148034,0.5241287741777555,-0.11700437658196368,0.15592310449833185,0.07440553663209663,-0.2810764028382708,0.5460872720678668,0.12107469046137605,-0.39046090280165735,-0.2581419287823351,0.1446496885233619,0.4579245055797826,-0.1852720333816342,0.30999911674712793,0.2672707084993524,0.04463661803962315,-0.07585711295075302,0.3024875402906842,0.38808144851656956,0.5087413760940975,-0.009763902045351977,-0.39170921063939323,-0.4099880077550446,0.2039404643035359,-0.584504578014485,0.4116376154259565
N_Acc_L,-0.020149733830192577,0.2661870089633202,0.5510992204129096,0.1508585234227294,0.29222798922961,-0.03702820753309856,0.5799642960732305,0.3498827793791092,0.15406644932518498,0.3486545610385023,0.36314626451863646,0.5918652195372228,0.6662388706327623,0.6826107644390358,0.3701156238073334,0.19767712293478715,-0.06060127993296567,-0.09734719744467145,0.15328791962863453,0.2898279679227438,-0.12573215595532278,0.24656582232003948,0.03836285519309333,1.0,0.053155637519170074,-0.07201751128343455,-0.09170211206004238,0.49798398161018137,0.7325082516770637,0.03747648350579208,0.18293869503855587,0.6642854794791687,-0.06816857671437852,0.20340005224463784,0.54529893305494,0.26632124098126225,0.06954845128918512,0.4478248240250235,-0.19723203960044997,0.6596298734657888,0.31477503088066294,0.3165735374977047,-0.14171775583570154,0.11798175979752507,-0.22758664568524686,0.011000349227259029,0.26006765102676843,0.3431156789889102,0.15437441301130309,-0.07396590410068603
OFClat_R,-0.5496756735429943,0.10270104013157821,0.14932139276164935,0.20507175475802275,0.14444158472454893,0.19786379357330186,-0.018181864131032836,0.7104059667588313,0.1644574640316727,0.2691680135560704,0.02874183643004178,-0.1695186345730894,0.0451073107782638,-0.17590343714163958,0.008042889746981596,0.2638634872824176,-0.06285364242303401,0.041949315881387436,0.2184519020117358,0.1597241141906342,-0.2986191357073406,-0.2526081051510124,-0.492947115148034,0.053155637519170074,1.0,-0.369122722367945,0.11299841085641849,0.23070169396887508,0.172740652836054,0.1169830848076469,-0.3401459778276853,0.17774872226508492,0.6399974346291449,0.07051567026094448,0.33408048648116395,-0.040662343811621496,0.008238756003855405,0.09905842690919409,-0.15489485565671696,0.3483171001689529,0.3993554845504749,-0.08487273724185743,-0.37442577810365574,-0.17744465572347162,-0.1772433587748021,0.17613640119266033,0.1017159271756457,0.11048909587904218,0.5138679495209748,-0.2190857123694383
Precuneus_R,0.9206398833897325,0.19329180724460018,-0.11577089023133527,-0.02266080372550343,0.15962054720108032,-0.10856172017017869,0.1440109195734004,-0.4155642802350436,0.1697595024458061,0.24927673016562482,0.16455113117608258,0.27666561660583705,-0.20403568651571877,0.014870825284957258,0.48384719245357366,0.4415937003246545,0.04792242942544128,0.5900958822817004,0.2859336639188982,0.12360934021730675,0.20035783742185378,0.402622671256337,0.5241287741777555,-0.07201751128343455,-0.369122722367945,1.0,-0.09554780500448554,-0.08703616045322726,-0.1550170890533435,0.3461416943328758,0.6966009586202954,0.014485860875061663,-0.12669522813756495,0.2500253694412424,-0.030950064463837464,0.39339273282930937,0.39381007420733494,0.04465556292283613,0.5419993211369349,-0.007587826961573559,0.2449275351099623,0.411839586166902,0.5589747467882653,0.39340995410098184,0.13188152720794355,0.2250794556154507,0.03743009973079998,0.06602251551079989,-0.2695224702462331,0.2057276393131244
Occipital_Inf_L,-0.11177612318816384,0.04384448337660918,0.047064373830697316,0.04149836392234502,0.10041404646749294,-0.12294851450484286,-0.0469987347926212,0.05474943139779263,-0.08073260236587812,-0.04504072075624634,0.08185472654983401,-0.01682384075366311,0.007186768801137094,-0.11133523595690144,0.05934242309416189,-0.08762331255697291,-0.11640134858174321,-0.05546670761512118,-0.07459565832531496,0.023006940979703964,-0.08025314863489627,-0.009606113484331982,-0.11700437658196368,-0.09170211206004238,0.11299841085641849,-0.09554780500448554,1.0,0.003024327656905739,-0.02218168330032269,-0.011393262403416024,-0.03131763293186626,0.017850068614883516,0.10609527497560411,-0.04650213486176444,0.024063502666268673,0.06851755577434097,-0.09470160062006787,0.030906545305208973,0.10322941708281118,-0.004770085633650357,0.0034905100878752657,-0.05247305805544827,-0.0082336534972571,0.09398793854417781,0.0642296968893789,-0.0006242712841447431,-0.037126685018696974,0.0007094030261620455,0.0918764879444436,0.12391620475423155
Frontal_Sup_2_L,-0.0527942531578649,0.34031289999028985,0.8173030444749326,0.2448046093862363,0.45603022214979494,-0.04159036200393134,0.6628386100546738,0.5080423176685975,0.20376467095720516,0.17893436154770223,0.6223584857698174,0.5314313245980274,0.4658762457226624,0.5837367531939216,0.4956680133142074,0.2568368408642508,-0.053923694070559296,-0.13946914473654243,0.3169384787568743,0.14232472949022884,0.025174383977553207,0.5898320325806847,0.15592310449833185,0.49798398161018137,0.23070169396887508,-0.08703616045322726,0.003024327656905739,1.0,0.5173940489258946,-0.14301344549575895,0.4145579531566446,0.45665354746992076,0.1664533234977491,-0.0489349990004319,0.6924717641953557,0.6164263596571168,-0.18606005386672037,0.9068330571138806,-0.23922598609476273,0.6999951050481555,0.4220845543963372,0.5076337645359932,-0.1705803415400104,0.4057943756402742,-0.16017660249193294,-0.12950313221538817,-0.014372850831235028,0.886320124337961,-0.027202741327389982,0.13821718773274663
