,Cerebellum_Crus1_L,Cerebellum_8_L,Thal_PuM_R,Precuneus_L,Vermis_8,Frontal_Inf_Orb_2_R,Rectus_R,Cerebellum_3_L,ACC_pre_L,Thal_LP_R,Cerebellum_4_5_L,Cerebellum_Crus1_R,ACC_pre_R,Thal_IL_R,Thal_IL_L,Parietal_Inf_L,Cingulate_Post_R,Temporal_Mid_L,Cingulate_Mid_R,ParaHippocampal_L,Frontal_Inf_Tri_R,Lingual_R,Cingulate_Mid_L,Pallidum_R,Cerebellum_7b_L,Hippocampus_L,Temporal_Sup_R,SN_pr_R,Thal_LGN_R,Occipital_Inf_R,Occipital_Inf_L,Occipital_Sup_L,Raphe_D,Amygdala_L,Frontal_Med_Orb_L,OFCpost_R,Fusiform_R,Frontal_Sup_2_L,Thal_VL_R,Thal_PuM_L,Cerebellum_6_L,ACC_sub_L,Olfactory_R,VTA_L,OFCant_R,Thal_PuA_R,Cuneus_R,N_Acc_L,Thal_AV_L,Red_N_R,Temporal_Pole_Sup_L,Calcarine_L,Temporal_Mid_R,Vermis_9,Vermis_3,N_Acc_R,Heschl_R,Thal_LGN_L,OFCant_L,Temporal_Pole_Mid_L,OFCpost_L,Supp_Motor_Area_R,Frontal_Inf_Oper_R,Angular_R,Temporal_Pole_Sup_R,Thal_PuA_L,Occipital_Sup_R,ParaHippocampal_R,Thal_PuL_R,ACC_sup_R,Calcarine_R,Thal_PuL_L,OFClat_L,LC_L,Postcentral_L,Rolandic_Oper_L,Heschl_L,Thal_LP_L,Lingual_L,Temporal_Inf_R,SupraMarginal_R,Thal_VA_L,Supp_Motor_Area_L,Thal_VA_R,SupraMarginal_L,Cerebellum_9_R,ACC_sub_R,Vermis_10,Cerebellum_10_L,Cerebellum_7b_R,Vermis_1_2,Vermis_6,Frontal_Inf_Tri_L,Frontal_Med_Orb_R,Precentral_L,SN_pc_L,LC_R,Thal_MGN_R,SN_pc_R,Parietal_Sup_R
Cerebellum_Crus1_L,1.0,0.1365648839871806,0.049206432221938066,0.0698910819007263,0.17591553031475124,-0.16461961835808708,0.16500267075244984,0.0889543229516741,0.24238624850081095,-0.03542283131532474,0.17048571685313077,-0.07407486839246648,0.027018494707822638,0.08242868993318178,-0.20133277596018037,-0.1501741515479301,-0.09691920749607934,0.22271918922099218,0.16397874022636547,0.07456910907108039,-0.1844512723423131,0.0028889047775099586,0.02964786741680921,0.2676955309211345,0.3760634715034808,0.022859676731001477,-0.10659491394279146,0.21637808373083836,-0.09443967317235592,0.176405598924693,-0.027176276261544653,-0.1552140535076991,0.039254637822014014,0.12540784353373433,-0.08226339503331138,0.32938226019689143,0.12460975526203111,-0.06307998150615346,0.12730182866231637,-0.03199524150754932,0.13918529612590297,0.23917163794206447,0.0868582972403565,-0.10974500564720811,0.10757098936444548,0.011766669826849848,-0.11556042085612785,0.16053638019989097,-0.09766347646332452,-0.11613799337659272,0.2573246462051059,-0.05392120160743784,0.06196089619417018,0.03818229350792549,0.07073616287928679,0.2614709243660403,-0.07673656924559052,-0.05827833403484814,0.03454106850468751,0.04621098312614572,0.1743357118201858,-0.07666836007734268,-0.00858731564594264,0.06429406032393392,0.09576831178984045,-0.03401604169646825,-0.17212155478740193,0.043342508252963936,-0.1582999434035433,0.06896119243016975,0.040530888507250604,-0.0833770795390034,0.162896059358036,0.10716419502017435,-0.1996692846791139,-0.08921201893467678,-0.0730139200278215,-0.12585128026426953,0.04187984408967011,-0.025540445979225213,-0.08023933741269366,-0.10999603834864712,-0.0710743703294029,0.25451749708622445,0.008612778050583124,0.2319047520229625,0.09573869544448241,0.26796928422875516,-0.03130053192923791,0.07429907765078184,0.05169740749742182,-0.01965781395884934,-0.14772090977095537,0.035681930728031434,-0.04904383658009634,-0.19207519595074107,-0.013600409680314948,0.030575835600232727,-0.02109752329350943,0.26030904043159464
Cerebellum_8_L,0.1365648839871806,1.0,0.021155579677059274,0.4945124992752893,0.2277571054664222,-0.047311460807388656,-0.30552622487833,0.10820914578484413,0.14285807545618295,0.3768591196284888,0.3977448715054321,0.2672299050226356,-0.3058786475596793,-0.1135720398345935,-0.26516126787236083,0.0351148371685213,-0.03981579583495685,0.33055815475546746,0.16357252878840392,-0.12919333450440326,-0.0909986601745308,0.3542401324117527,0.18448206271393686,0.2851645751351642,0.24479682230251426,-0.09794686073445542,0.2472355783509002,0.529558418818756,-0.12424109179112033,0.27783541664661987,-0.056085912492530206,0.0883423439968482,-0.046579514415724166,-0.09634980039598777,-0.264206748785557,0.1841290066548894,0.08802147770247741,-0.34934197229378616,-0.11743768899881993,-0.251645459104627,0.567310542825479,-0.4036920096006059,-0.3196986468230702,0.2684766802504417,-0.05726105594100485,-0.107037362720627,-0.06521730128310474,-0.011723784870626234,0.3651225485394097,-0.3225068371503042,0.29249414532381796,0.43369741128773515,0.21319599780965262,0.4840644819145821,0.08376788074710527,0.062489209654561,0.025907065059577516,-0.042467838008595424,0.06368748858743785,-0.445292475112395,0.25413274860505203,-0.01580183435112766,-0.05562047638159774,0.15207311466145682,-0.12634924733298858,-0.08047465931226078,-0.17341276124355284,0.0320909700328198,0.1784898574941744,-0.2058769467154002,0.49912824107696646,0.25891837005824275,0.17361073814871356,0.30574122959145233,0.021490901943181862,0.2269060584584575,0.11017756310076902,-0.36772717317284365,0.46624415192724994,-0.11287128210421402,0.24897077684705654,0.1311341767325506,-0.03815429422301948,-0.11035990577530339,-0.007538583316403805,-0.10003477418667059,0.4385369024938131,0.14323650738943164,0.29143370895934784,-0.2121442613101491,-0.06760820967606049,0.2725935542304555,-0.11341123396508414,-0.23283056594059356,0.0018756027815147586,-0.08392087946235353,0.09570566649866624,0.014691487683505868,-0.3748135193576326,-0.045727645068260506
Thal_PuM_R,0.049206432221938066,0.021155579677059274,1.0,0.06798949750766718,0.13736665208095922,0.1498031608894483,0.1255242321803738,0.09471072041295721,0.23734007571312757,0.3559882801473939,0.14275661053216357,0.22423101539052825,0.10129463847872815,0.7590704816526239,0.2630221007080228,0.05122998961425745,-0.0425637733026993,0.004986866234331058,-0.14204924767257834,0.010124783442419929,0.06874389349603358,0.11285865412012856,-0.21390173021120099,0.1742752207539581,-0.020728680837429406,0.03380241486552046,0.2906238992042858,0.20530399976252076,0.38410879894680694,0.005621248898082847,-0.13518663331122285,0.15486578630348843,0.03688334462917176,-0.05964809661649467,0.20337590703924843,0.17126806674720937,0.21040331914648525,0.08346059391594778,0.7733335388704831,0.08855323319916865,0.19010358139173028,-0.07042833802749673,0.1726813154879879,0.1289914498183031,0.08807899359752464,0.8017162466735602,0.18099655574368947,0.09639005377558647,0.15690316820095895,0.3614001093041902,0.13208132606531311,0.08013779843258653,0.2237705000930444,0.11533893813239882,0.09395831154669111,0.12411123809138598,-0.034771561569557914,0.17529663836466955,0.10857039697046546,-0.15171887551631408,0.39128989642786915,-0.22287688113166554,0.12229115666383089,-0.03141052564885241,0.3257473583454543,0.21032791323618544,0.10849187713540996,0.17574501168515,0.5800794657251833,-0.036979340712137036,0.06807236564189326,0.37055762139684534,0.1271912616826045,-0.06561612665672271,0.19322133991586685,-0.21064519347651672,0.26623901984440707,-0.17505221099013518,0.02238761190657215,0.05550018298801757,-0.275637544288844,0.057310548955808824,-0.2702808776363418,0.4614928180194762,-0.07661015250720823,-0.06979659640336379,0.07638602323154527,0.10321648858278401,0.2812816889004954,0.12006114295320489,-0.05255882161356524,0.18020807942518552,-0.0652099435420044,0.2651387378646188,-0.10855839495855843,0.15619278305989218,0.14091159527857258,0.6581957554045901,0.05322180561166043,-0.08337878958978892
Precuneus_L,0.0698910819007263,0.4945124992752893,0.06798949750766718,1.0,0.24851685983758545,0.21159468821491267,-0.343885735235975,0.4501574440828264,0.05978224796654274,0.306801567227001,0.681022177645285,0.15137533778395365,-0.07475053766160994,-0.03605751994861072,-0.24545229663790044,-0.027256409818058915,0.2522510682483508,0.29646029658140516,0.4918540551117441,0.19367925854172463,0.07253675994253349,0.7180228447894551,0.5487450079845835,0.4055493524453642,-0.10277488185266635,0.2323452167353042,0.36426455460497076,0.6082034702583081,0.21197093265246342,0.1416532641361469,-0.05049511505045329,0.02716978840949325,0.3442645924265267,0.19181448993513828,-0.364679770333399,0.18823513684473908,0.36161107147476496,0.01824192365311377,-0.09079692734389685,-0.06537518722626282,0.5995159396015577,-0.36433159719262964,-0.2510701406379847,0.2777771492435635,-0.17570432642960102,-0.12190478377697672,-0.22765331901290747,0.14662145533916449,0.527915661386208,-0.022229769435457333,0.08031283594893564,0.7385877969261844,0.36094314688733753,0.05785012300933603,0.26434771281168695,0.04971079825657732,0.27640634564840105,-0.11156313527602368,-0.14631280961913595,-0.2689794958161703,0.16693113306699547,0.37962385843194374,-0.07595883837300883,0.28110305768090876,-0.026697989347662397,0.03711980002087429,-0.3186193217597967,0.26116871810751613,0.20818906798726955,0.057560265438888564,0.8181646040697039,0.07752265937270364,-0.011499710071696116,0.222560419422774,-0.014800576148999127,0.5392572482758683,0.16473895225178264,0.070999445558573,0.8137667728964827,0.08683510617824561,0.48155901135930534,0.4167176991650117,0.31584562657953696,-0.17516486766514291,0.24390817110467264,0.09480804918107448,0.5060731438529905,0.20145960039824162,0.5214729638779705,-0.23281379395525634,0.19668977414422714,0.0964405599363391,-0.011961332002109535,-0.3307259882643107,0.27321598980600487,0.11745457067869176,0.1334874763885019,0.14484383333060277,-0.186038369508385,0.21654360504967163
Vermis_8,0.17591553031475124,0.2277571054664222,0.13736665208095922,0.24851685983758545,1.0,0.09467558702440643,-0.009671721875316657,0.13561371506668643,0.017632452492443378,0.11690385265428611,0.32598332986663603,-0.03178676940145483,0.036008077188723876,0.2663976272314296,-0.2752129490944823,-0.23059895514054446,-0.08016892053897309,0.33188060890049526,0.11683361067750249,-0.07380840458290996,-0.06372364992037839,0.3067651820942831,0.11664006760840849,0.11737179987000046,0.3342136316065796,-0.09629936341796004,-0.002577825398877029,0.15809184438265145,-0.10879097352677738,0.2980857022673697,0.00967594675399543,-0.17109030036349177,0.13607573791511518,0.08219056603712029,0.04527918981186791,0.15914341446592858,0.04618751538967941,-0.07585258772103246,0.18313631784440354,-0.13055229032167026,0.4693068501933728,-0.08676176809073315,-0.14112052469906688,-0.13046395225096558,-0.03725486261652837,0.1171536305049989,-0.1664634090166027,0.042796178277963566,0.14693292133344574,-0.06972978794067339,0.29584878034119894,0.07685019647847252,0.1593197562877994,0.06949133098609099,0.07493975676109708,-0.02154565584217463,-0.15028959804594344,-0.34247439576022604,-0.05885810460666559,0.11025334170834697,-0.015813263869452723,0.06344953821918838,-0.09027930715792302,0.22693475319947495,0.06967696001172892,-0.1982936793102531,-0.3342784032279678,-0.012773389931521634,0.03590567164939384,-0.18876759620939568,0.36228456588199315,0.06545074223862463,0.26307190956556475,0.3588696853477602,-0.27206657972422005,0.05292397413587559,0.07238180303058503,-0.15262776774261452,0.21551728511245072,0.06431347536359658,0.08843154961628868,-0.05154421101275747,-0.041984535300928626,0.15536655254486673,-0.17160290014336127,0.035044887915739426,0.2345320168803669,0.2854052490047173,0.3549317900932649,0.09796134923862336,0.16841688815407868,0.17462263135720116,0.0734322800331297,0.019862051488608187,-0.16945284282904308,-0.021143739223727226,-0.128450773685095,0.17521493837379262,0.07707759103555367,0.13350073033850166
Frontal_Inf_Orb_2_R,-0.16461961835808708,-0.047311460807388656,0.1498031608894483,0.21159468821491267,0.09467558702440643,1.0,0.15224522842826582,0.11257116528431764,0.1202171949442797,0.17198897770093893,0.33789389252993796,-0.09608230769464031,0.22320108649015308,0.09219623167389265,-0.009831873458949234,-0.0947629988763436,0.24613767861936112,-0.07182688755982641,-0.054207451826684586,0.3776449369957563,0.5159856993424938,0.3682368745579579,-0.04321701473334864,0.042913857351398174,-0.2791396466859421,0.45866168562034404,0.32013693256175474,0.046387783353961085,0.2810975985683393,-0.056498524617291955,0.049523475811694806,-0.09079086917804559,0.09103746984679288,0.3923552755792402,0.2615402443103138,-0.11211991584158194,0.41705384376222665,0.5383053318656643,0.15888926104907752,0.2933372843562201,-0.04054949181287315,0.06370131583814909,0.41477043526699187,0.20784682361510487,0.31942084484767347,0.10991292149962728,-0.15191084464494028,0.43533192098272094,0.035546182031473424,0.4061232389888536,0.052860541244469976,0.04117245171339505,0.3305544743143615,-0.17138501994487962,0.3827191780319995,0.10020110056079137,0.2934121953778758,0.21120537724846775,0.22019430425389178,0.07319875029426244,0.20176127854999013,0.10421467747194528,0.16472073774818194,-0.042963815753548004,0.4620291458842925,0.16541028264495886,-0.1006154796403862,0.569676642835491,0.22632503982230492,0.2196298871236575,0.05461991555423135,0.13108750309193376,0.24247996787447818,0.00780627994523807,-0.07188599454951787,0.13011879803845852,0.08547555525392636,0.2856471491131732,0.20765852542438792,0.2045776784953618,0.1303522379017379,0.24977427163157084,-0.03067417473346672,-0.05281905201654363,0.01741466667047138,0.11546225686444513,0.07423544340720878,0.2752232821412327,-0.013308492282331635,-0.11180662916751007,0.2896557116691797,-0.16648988352417401,0.37749592484341105,0.4299412733517702,-0.045164917727683926,0.5359944497412745,0.22264744365326422,0.3006641662033319,0.25953742487340337,0.0769293420218457
Rectus_R,0.16500267075244984,-0.30552622487833,0.1255242321803738,-0.343885735235975,-0.009671721875316657,0.15224522842826582,1.0,0.05629225009582154,0.31418432991040235,-0.27394742888173235,-0.012460808736708382,-0.31139060390026774,0.4221423240979624,0.1974340128766942,0.16247405033673154,-0.1578326739991791,0.01303517419201433,-0.06306090962095899,-0.1564315081966069,0.3716666091973594,0.037865919859204254,-0.20472696991443298,-0.2857283794086009,0.15946484820469037,0.11402161372864097,0.2731719093219297,-0.20604821931933617,-0.21418242113141928,0.127097863487462,0.013953493008365339,0.05333117733014565,-0.1311086002263685,0.030121459048084574,0.39705161400808303,0.31892516330984216,0.14912946060448284,0.3387788405026991,0.3379311465235701,0.304518274994736,0.2704415200175934,-0.318706394966571,0.5628939960095096,0.753111128740101,-0.18664279129492645,0.5855360585053159,0.20756781089754575,-0.02760676816069054,0.419502833268642,-0.391484575752041,0.1487775099517321,0.13758653065538276,-0.42832139498634764,0.0356830451489728,-0.30399436056333584,0.08522965652640921,0.3679951381914351,0.05101164582687353,0.03768385123045651,0.37479592516441906,0.5861031384524917,0.2503327349106163,-0.09829591727999937,0.02639813636497621,-0.15748474828535763,0.40055206588491876,-0.01826300915825965,0.01811491085680889,0.31315663047870645,-0.14621862723047155,0.3175214958615636,-0.43113260626983685,-0.034537096916680006,0.21855025917934792,-0.22445982008390114,-0.1679657216627366,-0.3645058024712,-0.12769463487734467,0.22063269886533082,-0.2827140221470903,0.3132501487226664,-0.23077333241851444,-0.17699256823709125,-0.13068647084023585,0.42516703812292145,-0.18367122042284828,0.208027898427668,-0.26504822753864865,0.25232310921740797,-0.2746489003445889,0.23080973298189872,0.22412401917815336,-0.297146222054687,0.015922639258647713,0.4893503482541621,-0.19616726170818108,0.02611494820410367,0.0033440086001352,0.20995369908742925,0.3943871100135501,0.053308244681774725
Cerebellum_3_L,0.0889543229516741,0.10820914578484413,0.09471072041295721,0.4501574440828264,0.13561371506668643,0.11257116528431764,0.05629225009582154,1.0,0.17457984979038288,0.17066429162704055,0.3984335074851558,0.15865811539589264,0.3513784732788849,0.171531411192236,0.1413290043931141,0.1349687456464209,0.010534911955859608,0.1782667595080246,0.36467982974626734,0.23572629926294136,0.011146964833081696,0.2659102626604476,0.2772321401370642,0.5300306603102388,0.11729495602954952,0.15823370760755076,0.20884793033511623,0.16708587106056907,-0.029641481086566106,-0.007674697761529556,-0.0823439260863499,0.07717816949269511,0.5845397607334776,0.07163807784055393,-0.19784693017261684,0.31916118808485117,0.5248181012780406,0.06002257286682842,0.08792273010463617,0.07500355698238743,0.30521377901842955,0.08991721633744353,0.013414099293576039,-0.06583380902678744,-0.17509052292789434,-0.12343350861846598,-0.04293349601365701,0.04385150337520969,0.45497467442669465,0.11081352333766462,-0.1337400340434985,0.49710065190749403,0.17559125893459207,-0.12549309151096608,0.00911460201211825,0.28331118097184516,0.1453242151686278,0.022209632312614167,-0.21844779853433002,0.053392737518896005,0.246517667634637,0.20874400629361628,0.06260308328348842,0.1804617277755765,0.06836622368951611,0.26917700263182986,0.02266788783266882,0.29084196531343637,0.02884216760963604,0.46558079196272373,0.4506410299954339,-0.005521986260804545,-0.03674791944397398,0.0456076623492203,0.17434883991386635,0.2837671932134089,0.049726837927585824,0.12452786341306075,0.2777944215883125,0.1686475011090717,0.2719962107958702,0.24441049574500304,0.19254730302370895,0.16490864284054782,0.26345539235425663,0.11728277887360766,0.018559560463876836,0.05417825441292702,0.3689918592169964,0.22859258006986694,0.023650789165527066,0.013961377108321937,-0.041697181012258284,-0.1887765475053658,0.2388570107612872,-0.12771216773741312,0.16376051453334337,0.05191693987058448,-0.008293097329897673,0.1099658542945991
ACC_pre_L,0.24238624850081095,0.14285807545618295,0.23734007571312757,0.05978224796654274,0.017632452492443378,0.1202171949442797,0.31418432991040235,0.17457984979038288,1.0,0.08755512907981797,0.3398208015427161,-0.04496775420907724,0.1239936563326299,0.18456657215621178,0.14700953478581427,-0.20055103739102,-0.034992763261115015,0.30196124914809247,0.10804894211288425,0.415761807245088,0.1272003039171315,0.03424618403312077,0.08176375234564252,0.4557065440101484,0.16087752579060366,0.2830762956237258,-0.04853911148203996,0.2586812933224065,0.15578284989229277,-0.007195488809828806,-0.02025349168757291,0.047024974336574425,-0.11080051211273409,0.40433688983937655,0.2024379971043657,0.350299113236331,0.41535123295678855,0.23138119470255483,0.2690187650564497,0.36703407531292687,0.09636719528785655,0.2339683361640011,0.3529951447913459,0.13732694387256056,0.2094896426206227,0.1644407767134901,0.024237024121996707,0.22521103776097934,-0.06720803988570996,0.10935482965653937,0.3309851168198452,0.08403272283200415,-0.016352405734340297,-0.050433186528635085,0.3185284455458709,0.38018737975833966,0.20970719925732942,0.1655968732496619,0.10072640318591854,0.08725813837077696,0.40388891011166167,-0.14544549620948932,0.2108372486131467,-0.12305059128804362,0.19175571041499817,0.07765183564007849,0.028867273557085307,0.4229937125326434,0.00504399591862681,0.21983097072058458,-0.05007866291832079,0.252022402120785,0.28332819876145937,-0.0012062854912731956,-0.052117711257974715,0.03149492633870894,0.030985933570637548,0.12156753348120414,0.1804512177839256,0.06744098414911068,-0.2510144997939845,0.21048569904506567,-0.06311980511695511,0.25754647898663413,0.05431052320088696,0.2372092388510445,0.0741359768062428,0.27916648652373394,-0.03973563612579984,0.054589719016227514,0.19519737825059366,-0.09335078792844194,0.11405584162842103,0.2551231308399776,0.04122413344773191,0.0157940006153567,0.07476366880742237,0.24877638923777592,0.014405403412287103,0.057137655206965225
Thal_LP_R,-0.03542283131532474,0.3768591196284888,0.3559882801473939,0.306801567227001,0.11690385265428611,0.17198897770093893,-0.27394742888173235,0.17066429162704055,0.08755512907981797,1.0,0.3473333733455077,0.3698524484164838,-0.09019733898023505,0.2184426166850597,0.23700712604219432,0.26113487414782643,-0.021440000184402338,0.018264721721892745,0.1245798011428555,0.07211753466615065,0.1421387818319487,0.3675976531152399,0.2076311038828268,0.260204355604391,0.027887951110034743,0.16957753473582501,0.3257285384644125,0.4177018221708648,0.07591708280277404,0.02140419952628072,-0.006785710588316229,0.3222443670442893,0.1515637814700335,0.0410298256384401,-0.1784233656150229,0.3452416054152317,0.2748935978153716,-0.029134988805987933,0.09383857211225438,0.015486919723637735,0.3678691245437709,-0.23088722379309073,-0.09647642125861564,0.4813924696871658,-0.01240547420720054,0.21396119583287165,0.19702949022460023,0.12653160688579843,0.4761440954181894,0.08394517115438195,0.045281328976819614,0.4649088351742972,0.2801005191414402,0.26914816508944184,0.1975859645957685,0.10546690611237307,0.12810430108726326,0.2694037996871972,0.1260789810190903,-0.4674300849303207,0.576035184286249,-0.03375314674165132,0.18960179621083967,0.1485781113101107,0.039047526453396056,0.25596204496171526,0.07891044592703343,0.31861536383073813,0.3841705486972372,0.012521226737147494,0.4037455372754565,0.16974395782432639,0.01874284820331791,-0.027720616641877957,0.343030888627741,0.15702657666671774,0.2771053521115626,-0.23026845482593797,0.3599004316395931,0.04642437927209171,0.033557366176577876,0.08022249716433942,0.042304214508260024,-0.09432214420513696,0.03680349298274004,-0.2172684520309524,0.4112855110895786,-0.008145274510899594,0.31982629850721145,-0.15813643301636207,-0.10396179597186084,0.330219887336069,-0.08017233778935244,-0.16059261262542118,0.1760413723223467,0.1653047740338989,0.2417453863003424,0.2710802485568301,-0.15280594447586632,-0.24938798257580003
