,Frontal_Inf_Orb_2_R,Raphe_D,Insula_L,Frontal_Mid_2_R,Temporal_Mid_L,Precentral_L,Fusiform_L,Thal_PuL_R,Precuneus_R,Thal_MGN_R,Raphe_M,Vermis_6,ACC_pre_L,Parietal_Inf_L,Heschl_L,Thal_MDl_R,Cuneus_L,Insula_R,Thal_VPL_L,Frontal_Sup_2_L,Cerebellum_9_L,Lingual_L,Temporal_Inf_L,Putamen_R,Thal_LP_L,Thal_PuA_R,Frontal_Med_Orb_L,Cerebellum_Crus2_R,Thal_MGN_L,Temporal_Sup_L,SN_pr_L,Rolandic_Oper_L,Calcarine_L,Lingual_R,Thal_LGN_L,SN_pc_L,Temporal_Mid_R,Thal_LGN_R,Thal_PuA_L,Precuneus_L,SupraMarginal_L,SN_pr_R,N_Acc_L,Cuneus_R,Occipital_Inf_L,Cingulate_Mid_L,Temporal_Pole_Sup_L,Fusiform_R,Heschl_R,ACC_pre_R,Supp_Motor_Area_R,Cingulate_Post_R,Thal_AV_L,Thal_VPL_R,OFCmed_L,Cerebellum_Crus1_R,Hippocampus_L,Thal_VA_L,Thal_PuM_L,VTA_R,Postcentral_L,Thal_MDm_R,Olfactory_R,LC_R,OFCant_L,Vermis_4_5,Parietal_Sup_L,OFClat_R,OFCmed_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,Parietal_Inf_R,Cingulate_Post_L,ACC_sub_L,Frontal_Inf_Tri_R,Temporal_Sup_R,LC_L,SupraMarginal_R,VTA_L,Frontal_Inf_Oper_L,Cerebellum_9_R,Frontal_Inf_Oper_R,OFClat_L,Caudate_R,N_Acc_R
Frontal_Inf_Orb_2_R,1.0,0.09103746984679288,0.709872053328564,0.41388516468846287,-0.07182688755982641,-0.045164917727683926,0.15113923348377326,0.22632503982230492,0.25552768116551294,0.3006641662033319,0.189058044069825,-0.16648988352417401,0.1202171949442797,-0.0947629988763436,0.08547555525392636,0.08803231069157927,0.10715933613867161,0.5988869376170223,0.28884279032027327,0.5383053318656643,-0.05213025748431624,0.20765852542438792,0.3326305390884672,0.337226444693744,0.2856471491131732,0.10991292149962728,0.2615402443103138,-0.3712581577617358,0.08884172047953834,0.403863684810625,0.406328542498699,0.13011879803845852,0.04117245171339505,0.3682368745579579,0.21120537724846775,0.5359944497412745,0.3305544743143615,0.2810975985683393,0.16541028264495886,0.21159468821491267,0.01741466667047138,0.046387783353961085,0.43533192098272094,-0.15191084464494028,0.049523475811694806,-0.04321701473334864,0.052860541244469976,0.41705384376222665,0.2934121953778758,0.22320108649015308,0.10421467747194528,0.24613767861936112,0.035546182031473424,0.3505328756103798,0.03775867522836934,-0.09608230769464031,0.45866168562034404,0.24977427163157084,0.2933372843562201,0.40304454107841364,-0.07188599454951787,0.1280558944537541,0.41477043526699187,0.22264744365326422,0.22019430425389178,0.30032091721425,-0.0640958767192668,0.28815764619817413,0.31967994079528045,0.10813096017621764,0.2348895167437914,-0.08253644988044155,0.02114889002103085,0.06370131583814909,0.5159856993424938,0.32013693256175474,0.00780627994523807,0.1303522379017379,0.20784682361510487,0.0768077991675381,0.11546225686444513,0.16472073774818194,0.24247996787447818,0.2953725791486663,0.10020110056079137
Raphe_D,0.09103746984679288,1.0,0.09161791438674625,0.260434133618795,-0.12633769486183188,0.3626101281836702,0.0027331931075509903,0.1459359730684659,0.24917709739679147,-0.0213233228474753,0.17464395589583004,-0.16409936374550105,-0.11080051211273409,0.1277296108141997,0.0373769370140823,0.14164953623962073,-0.09309702620000065,-0.015898825412527455,-0.0061653207727358226,0.13646422367290698,-0.14969262917348014,0.18265160999150568,0.09069806985327312,-0.05135281752789395,0.12193029935229253,-0.12317115682657534,-0.10651304985645621,-0.034733232860787736,0.15720558391575667,0.06316148672908085,0.27604081316720747,0.3225427289316432,0.365970373027854,0.24963115312057818,-0.010656534089588107,-0.0865167390088655,0.23066121572755113,-0.019922522665768706,0.2146756185085074,0.3442645924265267,0.3278257756471167,0.17626861434710273,0.06334715736094254,-0.13134859767530294,0.12390909303241916,0.3637356783062696,-0.40956844805029075,0.3533795083020278,0.15478573516719338,0.2940757128639973,0.4323436306595943,0.17087555363961632,0.3922819558680315,0.04148718519196275,-0.08161090710168875,0.009642313541615417,0.16399246820691382,0.22796274683388384,-0.04021115288617467,-0.12907229823846594,0.09488331594200922,0.07434807375015097,0.0516045707710766,0.15515532322548695,-0.20315749999778332,0.26941046190164836,0.000622557451900277,0.08792986329139067,0.08658549384529768,-0.0998180815579019,-0.02820332470578609,0.2714051133990176,0.32086670241362797,0.05625040713004606,0.09492451921220897,0.24331652990193875,0.005003167401420346,0.38991061320386194,-0.1515247637098204,0.07052086093649401,0.007105083268427164,0.0822111403545986,-0.301053349224986,0.1180830690679628,0.21817434724503085
Insula_L,0.709872053328564,0.09161791438674625,1.0,0.6224942725334695,-0.06110038404964617,0.055889218545082,0.37247313231910717,0.2707098958912417,0.1643173491085649,0.35539075827326455,0.28778199275529404,-0.17460079991797225,0.22225124252106226,-0.10631702872956938,0.2481575583042189,0.15928738797052372,0.13776186264627657,0.723048791703559,0.31017813026442126,0.5041728526946274,-0.04515650994621926,0.12528352400316445,0.3637767798688561,0.4315174905227695,0.3743379379841605,0.046102019700993736,0.21481003702475757,-0.21420243826472674,0.15915087608838016,0.3227675175414173,0.495512287079646,0.1919478558483825,-0.034240048983396804,0.22121266985428578,0.3194086453318462,0.5244546898198245,0.4215669861945867,0.28706271585385557,0.2412744016567091,0.09508749708589938,0.0793276628033922,0.12593307563627198,0.2638440974328376,-0.06954004040874708,-6.991370359469523e-05,0.09834779560387585,0.04927395471566654,0.5075869195393935,0.5225889694942651,0.1552053608665407,0.07206679367876657,0.3338582211080713,-0.043554874310293035,0.26625835731786246,0.22327592929546558,-0.047753625068978636,0.6412036002448325,0.23432275257175403,0.53203839992548,0.42866673544753103,0.01829532852760718,0.27715455755665713,0.4334969782466938,0.362774793915215,0.1668033795007667,0.23917736069111656,-0.12353772992295965,0.2673857191585259,0.15953678163240598,0.33372578333380837,0.28129321446844524,-0.0024271472391607777,-0.026659016051844914,0.16370341867987956,0.720986525222434,0.4223497687656664,0.08166732710105794,0.1771420925810771,0.27854981854998784,0.2450110377128572,0.09059611197740586,0.529743665182493,0.20960849857429426,0.4845428060142582,0.3243321857806379
Frontal_Mid_2_R,0.41388516468846287,0.260434133618795,0.6224942725334695,1.0,-0.10650010164486998,0.22528020740352767,0.5043509940816892,0.17708600138656622,0.2874819838499472,0.192186525771413,0.3126748846497609,-0.32137698104234025,0.17198948210850282,-0.16605079141930756,0.15709347697793813,-0.16336724425283375,0.13460706500978895,0.45283562032114294,-0.008123272067804077,0.4022655613595959,-0.16597212207342438,0.34169632355923196,0.5093525204343652,0.11086201110257762,0.6069829292084185,-0.26534490588736775,0.1180403366662501,-0.1737562495204933,0.09455871583593357,0.13499480381018233,0.5007307888927214,0.46782548218017156,0.10451847622013645,0.28714248621466076,0.09045574924605024,0.36226574235809306,0.4284317411808057,0.35392756681312976,0.06600432552889124,0.27983639679395345,0.059465665074277106,0.25689756505349165,0.13198412877295457,-0.06704320935528679,-0.02580696534799371,0.4744893751749654,-0.1683695323155346,0.4572733311708176,0.7879289009926532,0.18788926513613502,0.4044426960537968,0.5567392453068676,-0.08496955290024405,-0.013752825957682869,0.18954747154133827,-0.22950724633330635,0.6370723804020707,0.2396296657326779,0.4927297686581578,0.18659445552855114,-0.058851458223473783,-0.04767740618123606,0.2847987444532066,0.16837763655901433,-0.11865847044204449,0.3219256547843316,-0.1210361305493291,0.05186357494895821,-0.014791181645234684,0.28442714645856204,0.22494324789139394,-0.050543111150741026,0.3393073666537543,0.1441831493669333,0.6691096280172344,0.37726840044615545,0.17126442496665686,0.5271289158294961,0.18847629325411355,0.23044392979099376,0.06054090434688856,0.519376273175875,-0.05702332071747578,0.39260065532896127,0.3087299003791534
Temporal_Mid_L,-0.07182688755982641,-0.12633769486183188,-0.06110038404964617,-0.10650010164486998,1.0,-0.4028328316944763,0.36010873920536934,-0.26640414640697113,0.29614073082217535,0.0337476410517079,-0.07519843858308052,0.22500725524161327,0.30196124914809247,-0.30997869317172794,-0.09387486071125703,-0.005590241141548726,0.20967276400400459,0.05598982732680585,0.2725434880119294,-0.26434667138400253,0.3478606506786732,0.2534424338696302,0.029753094166514015,0.08021288708547536,-0.23716343029655768,-0.07160975035554995,-0.17064675088858994,-0.11267565958351751,0.05304773025337197,0.415162326125085,-0.24549726358129503,-0.15803878561852172,0.15503477566564827,0.21663825609910795,-0.31149764387341145,-0.15277781947482952,-0.021367387820347715,-0.22152727208868994,-0.26502505527187104,0.29646029658140516,-0.09139347238527823,0.07648871902306723,0.05380756437217451,-0.19878297173300555,-0.11745728874678768,0.06888408394211204,0.7740391919290345,0.035713632211452066,-0.23754544106843128,-0.19544031960099562,-0.23711792201943654,-0.16950055237577127,0.06386955993204799,-0.016416077632716873,0.16762961015490335,0.04716495264328095,-0.07135120817657999,-0.010420677073405814,-0.03808397666192156,-0.05077423656227389,-0.3020550883024147,0.07597487571706925,-0.15381137494961789,-0.14191925345337117,0.06035804149060014,0.1256260219365096,0.005989636679708164,-0.05725253516383037,0.07452981340581366,0.4061669612191195,-0.12839343406345657,-0.34428961366819877,0.1258210076758144,-0.14189328031367035,-0.2072768646659995,-0.07836355724695489,0.35409828125739456,-0.06149805416550676,-0.03203137885600499,-0.26347844726362746,0.30227739300451656,-0.11935721873513158,0.5340499089660732,-0.05275092190819693,0.00945968810499218
Precentral_L,-0.045164917727683926,0.3626101281836702,0.055889218545082,0.22528020740352767,-0.4028328316944763,1.0,0.05748329025521905,0.14275315606519903,0.09576134306356218,-0.2018838528638987,0.04569171311364052,-0.15480381665155596,0.04122413344773191,0.32304495067457534,-0.020855930884721544,-0.09066118388378923,-0.1173826751536691,0.15909220616370096,-0.4545064882103275,0.3641788891031431,-0.4404649719485791,0.2833872770868409,0.18009247325331593,-0.05625313950185828,0.24363495900702453,-0.18710509901528752,-0.17979464213325586,0.042991331300159696,-0.10758405210228485,0.006132591577124766,0.43399229970752784,0.7508822388798413,0.4242882291051859,0.15132618359246808,0.2687245099888874,0.07040345092863728,-0.07632152640908796,0.09597867832614478,0.28784064654601255,0.27321598980600487,0.436994426513325,0.21723172588665696,0.10089918110407826,0.028808500750318444,0.053951657504179074,0.5382683345683077,-0.5829530417864385,0.12380356352802856,0.3263693578469037,0.18012883624203607,0.41358973945853283,0.03977740115113517,0.26127062662809514,-0.2248131388718425,-0.35128403427866317,0.12735307948013092,0.21551423816603035,0.4660428977030794,0.05928828476691761,0.06659469629485984,0.44946099570949344,0.03512023114904423,-0.006686832985804876,0.07601081548738622,-0.19410051526764988,0.2083143686281537,0.1863476073883021,-0.05985466271697637,-0.1894916705541755,-0.0708691305672685,-0.17023474883207193,0.4165833836378399,0.4542149985213113,-0.08243137833079246,0.3020508222755557,-0.040798216994574976,-0.23772221929155835,0.08014348318673203,0.2250114247774985,0.7357994763031164,-0.1347721070234545,0.328974229553651,-0.5469707056322637,0.028806997417631403,0.02220265767516216
Fusiform_L,0.15113923348377326,0.0027331931075509903,0.37247313231910717,0.5043509940816892,0.36010873920536934,0.05748329025521905,1.0,-0.04494636198764845,0.36157189396714373,0.16801806823567023,0.2293561101779471,0.10902725722815229,0.28504332949945416,-0.165222624700848,0.11539391017673979,-0.034025407153860834,0.25741132464233224,0.4610288504050441,0.10642009599204572,0.14288847944269767,0.06137665419134542,0.641680585314411,0.5319849961420782,0.10991544332762852,0.39951457281950997,-0.09559131679080862,-0.11446790637347229,-0.05838037703369531,-0.07040649155474134,0.2734523690697431,0.2796416844703856,0.3412976546817082,0.269661689110556,0.45040112069315347,0.015104944612950368,0.2282570207539165,0.4385091242132116,0.1909630023003331,0.016415343042131936,0.45414298311096957,0.04396878772749598,0.41070526109403643,0.1376301065552801,-0.05972233324167462,-0.02429114303000333,0.49932947987208737,0.41468919128389425,0.4746211388095752,0.4803147773841633,-0.10416998272804273,0.03092059949810955,0.17240216765623181,-0.008131527144333956,-0.07649542094050159,0.20403330524205723,0.10721660172554272,0.6388415787386855,0.10440282934881173,0.43521759224411655,0.17596725245177355,-0.0889624602619261,0.08748924883168806,-0.009106958711393559,0.1687723125283974,0.0966450626068132,0.41461554783837506,0.009163251106541367,0.05585314895969726,-0.0044673248560993225,0.4547342356189084,-0.08406091766256439,0.018947559194379314,0.5214003431737083,0.0141275438969226,0.42243920903640725,0.07487627580759386,0.39896631509596225,0.1766845496037239,0.393390429932355,0.13403038752787927,0.09480433084387194,0.353729973686266,0.12884930421973453,0.20387964371775646,0.09869789489723454
Thal_PuL_R,0.22632503982230492,0.1459359730684659,0.2707098958912417,0.17708600138656622,-0.26640414640697113,0.14275315606519903,-0.04494636198764845,1.0,0.19374862105867244,0.4893027087521839,-0.04909950362281005,0.007313555337547854,0.00504399591862681,0.17030302870219832,0.48058167235618593,0.3322301354308592,-0.23248415681972517,0.26058227634698267,0.13488881842549216,0.051052012653240705,-0.2923033952008497,0.10558942848009625,-0.07215416054411493,0.2346344271522784,-0.05870580341347775,0.36695234402749427,0.05566790840664652,-0.03503325089266824,-0.1605470441024275,0.06553902019213405,0.2860144050225827,0.1672173976844231,0.2336447498021443,0.1654751557315955,0.28040244926955477,0.2434472548513817,0.23530174735481177,0.4347769215373055,0.2075706963368944,0.20818906798726955,0.11477387511402067,0.3499186512266451,-0.10007073809627264,0.17047196459486147,-0.04971633371880204,0.017301032571645808,-0.2420871783128024,0.13374459525347054,0.2858591736350975,-0.034957938323170595,0.11192612232527943,0.3508418697493929,0.29928901141760506,0.581605079676705,-0.12440951555731809,0.16983507947378185,0.04194516179415581,0.2179093038896678,0.014551969205755756,0.13645204342139627,0.2292836790810288,0.4075055392366102,-0.005469220174176194,0.20066225515341793,-0.10384590414022833,0.3275225181645821,-0.03450136892820619,-0.019210872243302486,-0.15934139367501432,-0.06750557095989797,-0.18919960950996778,0.17738906882010652,0.11230155406893666,-0.23182983926253864,0.17470919950418662,0.5737089977793678,-0.07382243602466863,0.1960253673941325,0.2217766166267721,0.12027123099443719,-0.1935912999645131,0.08622862712533257,-0.19514227776044718,0.3895511348733041,0.12847489647398133
Precuneus_R,0.25552768116551294,0.24917709739679147,0.1643173491085649,0.2874819838499472,0.29614073082217535,0.09576134306356218,0.36157189396714373,0.19374862105867244,1.0,0.2509151812785701,0.07865365265825512,-0.035642930397057584,-0.009291978283709592,-0.22194232395392738,0.29809958209913945,0.03779873997210937,0.17118807463546062,0.1077364180195522,0.04388577400845934,0.08683201531621638,-0.11253346511036234,0.6159350422964034,0.29824875721570043,-0.1611503946977002,0.007358878995833212,-0.16018122913549362,-0.2149880809939531,-0.39082597993340706,-0.14210937901895615,0.4917054191494211,0.25404196234225235,0.4132489651491794,0.48643059038826136,0.7923958434448148,-0.3201738518689225,0.19466118840703253,0.316156901284483,0.1077086350906523,-0.0952595370560707,0.7853823984550208,0.19211082899864745,0.5488292825796512,0.11866519597498705,-0.3600189268912814,-0.0729270509462001,0.5760652448921565,0.07201798733924934,0.23780683945100922,0.19425183376611993,-0.19010340529998998,0.5663707893441808,0.44792934141452373,0.4018227913630308,0.2631094803292545,-0.22926697593497855,-0.07411218461959776,0.1442341504979811,0.3741525207241871,-0.13709958528324184,0.16544969482183894,-0.27777997600401283,0.10805429956526882,-0.21132018027237087,0.07877402033637093,-0.10882890216620428,0.6651916584354911,0.07535090271057954,-0.11066513898479784,-0.1236452396556224,0.024964691713666,-0.273803728157751,-0.16708734878641687,0.6719000406739608,-0.32739063677472546,0.11436624782734621,0.47107650074659835,0.18881635345674044,0.5488023081893544,0.20838926012439746,-0.1523173451758949,0.2287377783536896,-0.11438808511302623,0.06543989115875287,0.04750094735308728,0.04318330463688153
Thal_MGN_R,0.3006641662033319,-0.0213233228474753,0.35539075827326455,0.192186525771413,0.0337476410517079,-0.2018838528638987,0.16801806823567023,0.4893027087521839,0.2509151812785701,1.0,0.021306550085723616,-0.0010802797183421997,0.24877638923777592,-0.24749285487430203,0.3130797489717812,0.49508756991967867,0.029728470354797292,0.409575157826944,0.3157433817681997,0.1648453226941608,0.0957495973814532,0.1387240718331244,0.2759443076217315,0.26430802062112807,0.04117182585802709,0.4741346486299789,0.18536649230312616,-0.23632917358495598,0.031466754256022335,0.20157659372781633,0.13226243661557366,-0.13219382573128147,-0.00879208673521451,0.27731916656318806,0.021831048901517085,0.28413652684388846,0.29870961131396506,0.5336064263424034,0.001569864451773405,0.14484383333060277,-0.15565770573540139,0.31577102790491507,0.20885642164393511,0.03299734769998013,-0.2083104313017391,-0.06344628281632891,0.13645424916312904,0.2853305221155018,0.2344397156731226,0.03029168550277531,0.018921444038647373,0.3088626412284457,-0.0011429339901884222,0.775191145451719,0.28327149209293273,-0.07830751780170253,0.19557696198166682,0.07038817390307381,0.14034434529038609,0.1114588894939424,-0.11808991228615255,0.5553180775946316,0.3128370180196241,0.08279673252289516,0.09098867713026618,0.2755474038857004,-0.07991750228377595,0.09385002996721707,0.2480209684107508,0.1531042221675229,0.073310813197446,-0.09201799511976726,-0.014879737178706711,0.002301137479896732,0.22496613155134035,0.34766697926787443,0.08169251598560974,-0.01685646063794771,0.17231338215651995,-0.12728308213969344,0.04687402676345539,0.09195480114030426,0.15947789957068376,0.5484628718467698,0.2948286289796287
