,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,-0.25509282467369565,0.14980790170813696,0.11772514507431592,0.2062760371595399
Thal_MDl_L,-0.25509282467369565,1.0,0.05791938185757269,0.5254566654197795,-0.05530168066327326
OFCpost_R,0.14980790170813696,0.05791938185757269,1.0,0.5870661869994142,0.25495208980810563
Temporal_Sup_R,0.11772514507431592,0.5254566654197795,0.5870661869994142,1.0,0.08228184652199856
OFClat_L,0.2062760371595399,-0.05530168066327326,0.25495208980810563,0.08228184652199856,1.0
