,Thal_VPL_L,Calcarine_R,Thal_LGN_R,Cerebellum_8_L,N_Acc_R,Frontal_Inf_Orb_2_R,Frontal_Sup_2_L,Thal_VL_R,Fusiform_L,Cerebellum_8_R,Calcarine_L,Thal_MDl_L,Occipital_Mid_R,Thal_VA_L,Cerebellum_3_L,Cerebellum_Crus1_L,Thal_IL_L,Olfactory_R,Frontal_Med_Orb_L,Rectus_R,Postcentral_L,Thal_MGN_R,Frontal_Inf_Tri_R,ParaHippocampal_R,Cerebellum_7b_R,Precuneus_R,Vermis_10,Vermis_9,Cerebellum_Crus1_R,Temporal_Pole_Mid_R,OFCmed_R,Thal_PuA_R,Cingulate_Mid_R,Parietal_Sup_R,Vermis_7,Insula_R,Temporal_Inf_L,SN_pr_R,Precuneus_L,Frontal_Inf_Orb_2_L,Vermis_4_5,Thal_MDm_L,Supp_Motor_Area_L,Putamen_L,Temporal_Pole_Sup_L,Postcentral_R,Temporal_Mid_L,Amygdala_L,Cerebellum_4_5_L,SN_pr_L,Cerebellum_6_L,Occipital_Sup_L,Frontal_Sup_Medial_R,Supp_Motor_Area_R,Rolandic_Oper_L,Thal_IL_R,N_Acc_L,Vermis_8,Cerebellum_4_5_R,Caudate_L,ACC_sub_L,Red_N_R,Amygdala_R,Frontal_Sup_Medial_L,Thal_PuL_R,Paracentral_Lobule_L,Occipital_Mid_L,Thal_MGN_L,Pallidum_L,OFClat_R,Heschl_R,Thal_MDl_R,Cerebellum_7b_L,ACC_sup_L,Cerebellum_6_R,Angular_L,Frontal_Mid_2_R,Hippocampus_R,Cerebellum_3_R,Angular_R,Parietal_Inf_R,Cerebellum_Crus2_L,OFClat_L,Cuneus_R,Frontal_Mid_2_L,Rolandic_Oper_R,Temporal_Pole_Mid_L,ACC_sup_R,Thal_AV_R,LC_R,Caudate_R,Cingulate_Post_L,Cerebellum_10_R,Thal_PuM_R,ACC_pre_L,Occipital_Inf_L,Olfactory_L,Thal_VL_L,Occipital_Inf_R,SupraMarginal_R,ACC_sub_R,VTA_L,Lingual_R,Thal_PuL_L,Fusiform_R,Temporal_Inf_R,Cerebellum_9_L,Thal_VPL_R,OFCpost_L,Cerebellum_10_L,Cuneus_L,Putamen_R,Occipital_Sup_R,Vermis_1_2,OFCpost_R,Cingulate_Post_R,Frontal_Inf_Oper_R,Thal_PuI_L,Temporal_Pole_Sup_R,Frontal_Inf_Tri_L,Red_N_L,Vermis_3,OFCant_L,Frontal_Med_Orb_R,Lingual_L
Thal_VPL_L,1.0,0.32713921156063375,0.4797028282253674,0.14405789256090426,-0.1932076706703397,0.11583452936563753,0.35192164965292316,0.809481177839197,0.37752315303157796,0.036769768159640205,0.4703627475411544,-0.13438362395250406,-0.22014118314410125,0.7951263530524825,0.34798923245109703,0.24140724076137385,0.6872361196861388,-0.17024224547561492,-0.14782031427420217,-0.42047478885250095,0.5266635812261419,0.416230270737757,0.35774364522240354,0.47680159074005257,0.10400393422459761,0.5371251601566005,0.5886169985021916,0.2369086601391345,0.0031268869672150864,-0.19035929929663054,-0.17913185405107218,0.8289210842984631,0.38689026444069835,-0.044184606910759455,0.4012730723310106,0.2788599177086274,0.15452914224757722,-0.21299293366607666,0.5100681355191843,0.27197548210668093,0.34248614726309223,0.48591388326555646,0.5468000404922355,0.04771358041780237,0.13873590958116214,0.35278283257802584,0.3857625770465033,0.4288862476342037,0.34361276442102645,0.01544848828902472,0.48637998746400474,-0.11157475828362877,0.4338491201626397,0.46466171222380936,0.33327049851742263,0.3977818448855524,0.12496857370192348,0.28204996633895874,0.337492078506574,0.45012603537197987,-0.006272039371568722,0.05871562793390115,0.1041770140028461,0.3409045773998056,0.197651531809707,0.20468601639918754,-0.1604230880521343,0.3725670065263177,-0.28546702399534285,-0.19559122231667533,0.4315702196580276,0.42742321668555966,0.18631445747812045,0.2959038370790593,0.4170427627595663,0.29633168807736127,0.44909698300753753,0.2574556756258819,-0.004913203580056283,0.14362008777994192,-0.11811975276088688,0.14135790417286342,0.21012713021348012,0.30738943499314436,0.40538520254723776,0.47872826034561056,-0.1892614072336422,0.29440763185505114,0.6366977720382697,0.4133759575035609,0.22504392248391977,0.5421665322193288,0.20872151598810168,0.11811607574071922,0.16104008387708535,0.5297523098422676,0.09160449963976258,0.8065733201490393,-0.21668667579062972,0.4888653259470456,0.16444980774588347,0.07777234782117806,0.49048220489380623,0.39920598680671987,0.3554165338727636,0.029023591124396234,0.2568320914400889,0.8773727484001348,0.5863268169050089,0.22501369824419618,0.13736320577938624,0.35511943664619455,-0.09575138740670804,-0.03979317452599357,0.5150006492188194,0.5102325821132443,0.6062907736527198,0.36400494455860105,0.24772676906338756,0.3529407995603759,0.6392666496499994,0.09262738512263417,0.13990918328423732,-0.18578435993373127,0.552194193749906
Calcarine_R,0.32713921156063375,1.0,0.2578336090669143,0.22070365301003075,0.3524482707467378,0.577684257574572,0.17271583978022598,0.446612054075912,0.5071381287556187,0.5074664694807856,0.8842297188104294,0.15898579139941202,0.46052228497778075,0.2965200366540937,0.4762633482202369,0.12265347155176336,0.3233184843873326,0.3792047913340649,0.041295172696697864,0.0923643505527684,0.32901854470227104,0.6137506556249729,0.43391324688460015,0.5773263109842267,0.2106302180683814,0.7427158122611545,0.5423981166439704,0.49455180139679983,0.38201969293732435,0.31607417114286673,0.20671183838825866,0.3514948317009918,0.6444041341113913,-0.023895948552459374,0.5497501618530365,0.5912483744015566,0.3328514527799985,0.3063221847957722,0.7294992223854984,0.2743711560122947,0.6331665110067561,0.49764961064226726,0.31545553667542686,0.1813201434531527,0.3205784404852374,0.309218732913954,0.3740187104007078,0.3730920356460685,0.3916405559669162,0.3500619482441565,0.4754731820981999,0.5031212668817109,0.34293413298310654,0.37643311845804994,0.33751119812613345,0.43639556591455675,0.37306151835628276,0.4773479532735621,0.6163393657129971,0.31342981206650344,0.25219639143613953,0.4671097792192527,0.19935010603919776,0.41025868801942794,0.3559510878967502,0.3893984737471102,0.4622620085095429,0.40425429200119417,0.16990371890597497,0.3017782865980086,0.608098069019845,0.24268917930672979,0.12683069111527565,0.4335434567820008,0.7875433880488648,0.21172813331925203,0.21535344471707926,0.6264419655261809,0.45040943625982655,0.4008667200339144,0.11562311253868471,0.0366149825309069,0.3304460211687758,0.6101557629476542,0.18863127306545954,0.5693314882595651,0.011244934982862633,0.29996502991723606,0.26641687610154746,0.2952299832449844,0.4923667325560021,0.5869038393949447,0.7219983453330865,0.24027380710608312,0.23184950505469967,0.27113324831051583,0.3940787623812755,0.4204963279811535,0.5615709512547189,0.2681027410423804,0.25741019346137894,0.41147388563155896,0.7751935008080036,0.3479863313621013,0.821290310463871,0.7262165464245465,0.5913677268208893,0.4387268236458106,0.28881661291319644,0.504187553175957,0.6657701604734586,0.40762167849783704,0.520974930879906,0.3793922481143392,0.49336484034209593,0.5153062266242481,0.6575065170054398,0.17766304368725713,0.5004204587436895,0.30381398096532763,0.46043376456895696,0.35667387717600363,0.21765572301315272,0.17047419544198247,0.6309069997276984
Thal_LGN_R,0.4797028282253674,0.2578336090669143,1.0,-0.3252511020230522,-0.34558738388121457,0.20068108176257593,0.3453818985906213,0.6816099666417267,0.1025972695732268,-0.25080683438397944,0.3479664705231824,-0.06470559381207548,0.1218580849620378,0.651173207762071,0.13264860518822427,-0.2397917339374202,0.5279837699305611,0.02355587658908804,-0.012518519540557762,-0.22315598646328597,0.5284271775082532,0.6135401466284992,0.395517323052284,0.416688058060588,-0.031486195337639786,0.6197319047181634,0.5663942018668611,0.04355740819009685,-0.2687069459405021,-0.181308658306114,-0.16469165077845768,0.4200631491111721,0.2881494601173491,0.2173135739906059,0.08269596483008834,0.20048877704950327,-0.23669680881534322,-0.18047970879269903,0.5534765796378283,0.047217251589162915,0.12560036825796722,0.44710146319104294,0.5901436279582962,0.007262788589644721,0.10302563881911751,0.6111324083032466,-0.016635245394607343,0.16193329425976832,0.09098034813825172,-0.37273894421041387,0.1578995395219076,0.19892041631123167,0.40701733593942113,0.5725064424524705,0.12993296942648994,0.4684722971834678,-0.21038866159508862,0.015773224173881457,0.10770798188840237,0.42023313080819147,0.10724321338350337,-0.04010464783009424,0.10643340604713589,0.2879090367571401,0.11482192606554342,0.5244337332772934,0.11691872828429119,0.800944354088886,-0.2933596932563252,-0.024616354301735043,0.22733980433869863,0.714026891326506,-0.2156577400554474,0.20373943666851313,0.3148444539474186,0.530043338284304,0.41207228518065253,0.28486984107893726,0.02835945914439935,0.2541985592227115,-0.08915679244354655,-0.25173765263829967,0.0917425891655591,0.566452784338672,0.32564521531797946,0.6351157743126599,-0.3413166097535079,0.22970240417616528,0.4661560144167515,0.2394843373458729,0.3576638685429238,0.3628544288802644,-0.08612238465732476,-0.13362666637264406,0.04002724672562862,0.19692634628250558,0.18604274082752242,0.7395117516508141,-0.05220951424502299,0.6554115806784044,0.2418117799586218,-0.18970605685084252,0.47557644776174046,0.2806797431435281,0.37966675236556924,-0.01299263192721106,-0.08437599477850291,0.6731982984400378,0.455181509111062,0.12291632042148277,0.3184968453856786,0.3744334587061028,0.21127068923778913,-0.2844402734795999,0.3718032339302488,0.2927004321068948,0.5536836579153285,0.4496811271717358,0.20847085847396285,0.20105804934145374,0.43894220170410103,-0.0696017062577153,0.18561177703128454,-0.036500988755769806,0.44568509602721895
Cerebellum_8_L,0.14405789256090426,0.22070365301003075,-0.3252511020230522,1.0,0.2808209197451849,-0.0008838647883825255,0.17690552686010327,6.021928417315388e-05,0.5497310816939347,0.6353424723305805,-0.0013422619495142116,0.3189327230188759,-0.4229384872269422,-0.15405929810560023,0.08792590025682485,0.8771834685420016,0.009434990659953738,0.08777846564058284,0.08801962347852028,0.007777332956931701,-0.3241592816906874,0.07737593849213818,0.20157870204301703,0.11071721875625724,0.34302884276536466,-0.11364672907135433,0.023956596412186584,0.24212313673667352,0.5409460908620822,0.18963064019665604,0.12528856305471767,-0.023177472016789248,0.19915414269957676,-0.31380347371231965,0.6247384530790667,0.06430187391558152,0.7135731532152852,0.13111576886647125,-0.1331121658870421,0.25957038919302944,0.41413127092455637,0.11517966895723204,-0.0031660178898382557,0.325176602957042,0.297823766239828,-0.33780790276006983,0.5745830266773947,0.0855807520078851,0.503854525255802,0.49755038885345076,0.5789390167809557,-0.44988596273089004,0.24161557180748072,0.03612269076253357,0.32844771718578414,0.03285666566619634,0.47613997799558316,0.618085234776473,0.4445484147709793,0.08346467282503577,0.1076046164595423,0.4233343355445266,-0.005456583460433219,0.24508109866928696,0.15359806233451484,-0.2856536996211736,-0.2937346945515196,-0.20102556649719572,0.2933245702073504,-0.10924016441161698,0.1589430739243058,-0.27184962766347986,0.8332973027736518,0.21163392476030551,0.3217133158102807,-0.5337400465328819,0.25961867813898,0.12797363215546864,0.3995943902137836,-0.08135978755390073,-0.207795122150213,0.7832129140022733,0.12468854301253003,-0.45850290833728413,0.12524701917828143,0.014509932571505572,0.4503933020060412,0.2653510383479852,-0.1848137161613321,0.14778536656721739,0.0642860042670472,0.2684653617181475,0.36084075924890574,0.3853708131414823,0.2089188707817416,0.3609183160655558,0.13127244789855533,-0.048328965550060395,-0.12829104937351185,-0.37838678710857937,0.09666711760723468,0.2408211295348571,0.09047308076603329,-0.06327488964980721,0.2291236681251034,0.23401785200828112,0.7483476537450501,-0.009647317043404153,0.051763760645082,0.3251024662344626,-0.3376515636604376,0.03013787078446843,-0.4554842124241416,0.1923124632623957,0.2021244475200811,0.3294179966787157,0.14346052076316576,0.24560013728828756,0.0829955029925037,0.2803295504468908,0.18665106530006653,0.26400228196797765,0.12270507023548247,0.003308249865531548,0.13701574603640548
N_Acc_R,-0.1932076706703397,0.3524482707467378,-0.34558738388121457,0.2808209197451849,1.0,0.670027325835435,-0.26133120439961804,-0.23130964526092024,0.4698424787687332,0.3871334459266983,0.28642506142392665,0.436748062807218,0.043758336936083636,-0.3736885783794187,0.41474544473503305,0.07491081557914248,-0.19835664564848998,0.744206367048523,0.5432745803127698,0.7026706233226989,-0.3817744031205857,0.0646146809516092,0.3108019090055449,0.29893914571464675,0.15083982595940665,0.14142750858024603,0.09688184392234062,0.5635418750850616,0.1724794405610442,0.7147357317931521,0.7729997021410308,-0.19568558750307324,0.4754791591746392,-0.0747084492026187,0.20829226245563573,0.49183817220463755,0.5249683669854945,0.7270736240394273,0.2074632092079633,0.6378861747577339,0.5780304608205019,0.19600276628993565,-0.3105083615111881,0.6386807644015021,0.5085502433268406,-0.19840373571703596,0.45855206863493164,0.2548202307470213,0.4174360270451141,0.7935112974280584,0.34520949837038545,0.08079680262204517,-0.0982708773854684,-0.2846801618562411,0.40554142981108876,0.14968100737881573,0.7852103974585681,0.38924248730537714,0.48341788537450087,0.13226738160511733,0.5838896774990676,0.5389864034834645,0.294637714841647,0.08891288907660268,0.11839879109303332,-0.06699422861214673,0.12915423605352486,-0.1627533731319376,0.7696277797133105,0.6690828492809481,0.36406345552424696,-0.5332229796820017,0.18585520069645975,0.44068398690633165,0.4672288271985844,-0.1364627093406469,-0.32441362622800163,0.5581947422784278,0.4377595345186624,0.14751917697467448,0.29757319724936904,0.010666107230844551,0.47434286118667035,-0.04794662972196027,-0.3534559693268484,0.13807180796441468,0.6395978353218583,0.49528695592735505,-0.3648745989216221,0.1954406108134244,0.36760637881664987,0.2896264724961797,0.6917457572931013,0.6339133645648798,0.5520679483905083,-0.02206551081215114,0.5276559757967267,-0.24148154008884107,0.14427022526434857,-0.3308399140793056,0.3727833148063503,0.6308318957265218,0.3680168521206701,0.10052402276451826,0.44145760808731366,0.6072834629522255,0.6050678563135672,-0.2912509713368458,-0.03271189942286585,0.5992445387633749,0.07014384008971837,0.28034681298929404,0.04818291425330977,0.6090367058198598,0.22492774364944243,0.3150294801231811,0.11581166166593958,0.05558616868675614,0.5199012665273683,0.24951280137254733,-0.0982044446303902,0.5676139111842304,0.4839013530870065,0.6587282489162367,0.33828083523307617
Frontal_Inf_Orb_2_R,0.11583452936563753,0.577684257574572,0.20068108176257593,-0.0008838647883825255,0.670027325835435,1.0,0.08688101295356167,0.25973557572371114,0.5113668833772669,0.2050061488348348,0.5898329011041641,0.3860671194351759,0.28570297155563623,0.13611610025182197,0.6028166792605709,-0.1414118299364103,0.12964672794044274,0.7870794214442098,0.606526754153058,0.5541679915830913,0.053582932291786636,0.477933608356053,0.6956031783778375,0.6515969676895116,0.08276116616374393,0.5766294876730639,0.4791728372389735,0.650505667739293,0.07472082371687988,0.6623195982845349,0.636515604393439,0.059844250094022056,0.7462538448047731,-0.008223544290022278,0.20181737040191478,0.8011961498171862,0.3212397443909894,0.6596633799437662,0.5864900551852653,0.6818024049577803,0.6565304914177154,0.4877590137698009,0.09708010155454955,0.5784251717481357,0.6628663537349402,0.14179825396354004,0.42036830735094033,0.42250697076498817,0.4591357850382273,0.4755112630962047,0.41610345762861145,0.3525882275093881,0.3634621311794573,0.13705033952745874,0.5457009995421916,0.5847570146409173,0.5345861443073635,0.43112564063742825,0.6195938219367613,0.5169060091550634,0.7152989540792454,0.5535340582989745,0.47632296303064187,0.45120033426247613,0.14882257097584428,0.2882623772253614,0.34721844982869093,0.32393484660094657,0.5898421971811992,0.7711182474171202,0.5669018669459492,-0.06782473206839316,-0.06020762001636485,0.6615951959092548,0.6814429968192242,0.20936174538758362,0.031106955742132313,0.8227443504897002,0.5222328848533013,0.22959365531268497,0.22611204108720265,-0.23930023469559092,0.7031728165945881,0.34681127407128165,-0.012474914008676183,0.6147713496565022,0.3309325487030192,0.6993849709417289,0.02429811882118926,0.25609805180251927,0.7482405894904509,0.5485936050838613,0.6553482288044373,0.5448873083212082,0.6313767230741306,-0.011328050501692367,0.6610415681189233,0.28919655423503626,0.2545045125527205,0.030167264335368055,0.6592271217669506,0.39589220965795047,0.6210428660741041,0.335494157149786,0.7315632778315865,0.7022892749762425,0.5049404110297053,0.1296496370835749,0.3852571808725753,0.6494099757806595,0.4455891364689176,0.6180567594043981,0.3252272457466387,0.5228278336550585,0.6229138847221595,0.5496260867921109,0.5662781201014784,0.15807588311691836,0.8193819217965512,0.47145641302195684,0.09261763982010442,0.5592768570487976,0.638811925785851,0.6904930993485845,0.5439591083929092
Frontal_Sup_2_L,0.35192164965292316,0.17271583978022598,0.3453818985906213,0.17690552686010327,-0.26133120439961804,0.08688101295356167,1.0,0.46194124903631745,0.18766472025272757,0.3463246994133539,0.1726292716002596,0.1490661906357432,-0.014591794452163083,0.4834058158968286,0.17587135233591025,0.3458559256427142,0.4134145289477831,-0.07243935468434393,-0.062306331996161264,-0.46345685322362573,0.5340589396173204,0.28517136289092826,0.42562035215776417,0.22293228108899116,0.38641602112509965,0.20583834184671498,0.393970162012822,0.1761567895449711,0.41287304155554244,-0.12193640007743863,-0.28570478237784264,0.3015246504884248,0.16657099239509257,0.135626597305264,0.35890889536142034,0.2566405118580395,0.007938950891967781,-0.14306165120149172,0.14827520132072325,0.10640233223823228,0.2641161133134309,0.3081168548709242,0.5899028684920451,0.046427809907694934,0.10026401871739542,0.2861462560663108,0.18216221394435075,0.1736355071658086,0.37042189163791406,-0.16616300258291036,0.3979768785295291,0.045515900877629245,0.762265147340854,0.7084806867738132,0.25828712565739476,0.4735803646539013,-0.03276802721644076,0.5231591463224131,0.339228833967734,0.38656588204914955,0.06393760848434922,0.19639841462219132,-0.07200158608196826,0.8068421020989931,0.12655083724187732,0.3119654500779629,0.12022325034314202,0.3889034280674001,-0.1135213665027253,-0.2864410377875886,0.24141101795952222,0.5611260009168334,0.2604250274312148,0.3223791584089913,0.37520777600576016,0.06605655939536642,0.8233281594800956,0.20826287020582668,0.21826042287751252,0.13008506930513122,-0.15708157863767477,0.3429076186723114,0.20610245062320412,0.06414978547986161,0.956850707275962,0.4184291260185069,-0.21912367390303303,0.18286796562657123,0.4352477444654881,0.1370395899423501,0.3082831329154533,0.30971934906685555,0.10711059350192419,-0.04391122054293177,0.2042829260222289,0.18812559989976216,0.07096380902196628,0.4908391764888299,0.13404129336678175,0.2669407673752608,0.28781259235637996,-0.2650268473619053,0.24376064197265793,0.21866644553080034,0.2841188406140993,0.14042590852810805,0.1417586913815584,0.40722692899665297,0.5066574385841861,0.15434458569775672,0.11596049055193408,0.19002150126488201,0.015527780372895553,-0.08606186645465802,0.48091881805110676,0.1677754651773424,0.3918708403685564,0.33009213858460806,0.09528581143413395,0.6631561109632975,0.3481948081367875,0.11714080404959287,0.06824124916614119,-0.1799314976884723,0.280532445688543
Thal_VL_R,0.809481177839197,0.446612054075912,0.6816099666417267,6.021928417315388e-05,-0.23130964526092024,0.25973557572371114,0.46194124903631745,1.0,0.39404460952903253,-0.02080533669433361,0.5254496146818348,-0.02630090134059492,0.04260790166348407,0.9082380697284461,0.4455194147142024,0.023376898396642202,0.5928005657478647,-0.013379583269448096,-0.11531258074194499,-0.3464308179812083,0.616932644563728,0.6857081577413867,0.5420293650598812,0.6983618794303136,-0.007894021472749283,0.6842929039470383,0.7104961630938141,0.33307016910274817,-0.03591975634187124,-0.18706451503822713,-0.16781679549101303,0.7649073885294367,0.5364025045427577,0.034112162334698104,0.30853194535400646,0.5000588308517006,0.11430520851655308,-0.014356256223076397,0.601629213840257,0.31747900126556317,0.41419815061058296,0.6162108886836063,0.59268864850549,0.11465056593311646,0.22800881475117235,0.4429987648286565,0.29447809588014573,0.510801898245507,0.34943447931152694,-0.0007126228770657707,0.4352446708630113,0.1389739975113583,0.5969487484346653,0.5555824939486409,0.41776152262091243,0.6299055328690915,0.03260756799397079,0.29757777039595806,0.4438491456119231,0.6884341948519108,0.13470234011036716,0.2361235280184062,0.3067430000319137,0.5657764469145855,0.26641553971388804,0.34655749199117136,0.02672552375732245,0.5327696858896492,-0.16933237686155,-0.06554789557549237,0.6236505098278013,0.5667454015939445,0.01761788574453124,0.49968454121325906,0.5276406760866598,0.32056213121118793,0.535197597124501,0.4529198849723174,0.14565382456519696,0.12839797202721556,-0.0831029593369394,-0.07248109607885285,0.3642703517366324,0.47075171739251587,0.4887504939515279,0.7318692528331258,-0.31511601608700923,0.3676583460372207,0.739202101094309,0.30949824644845775,0.5209678223514261,0.6516893688803703,0.22660471842645508,0.10042786540926357,0.30051957763661236,0.28590302177726673,0.3095497753635939,0.9281360774461153,-0.01569067309334724,0.535033032131104,0.33265154545025943,0.01257354811408332,0.529131437349474,0.42149938577911594,0.5538023298325396,0.1386375445966802,0.22304116416146264,0.9116189784739076,0.6735182135232586,0.23319471821738402,0.3201060408080657,0.5614968762399842,0.16396557653106617,0.03283554253247289,0.6627821574052906,0.571757210224993,0.7883993419208917,0.26127313245984524,0.38954151450301183,0.48160550919491496,0.5576914460836073,0.2557797091827344,0.2466052458641106,-0.099586428142257,0.5007836798846697
Fusiform_L,0.37752315303157796,0.5071381287556187,0.1025972695732268,0.5497310816939347,0.4698424787687332,0.5113668833772669,0.18766472025272757,0.39404460952903253,1.0,0.31956983145130097,0.43456982060893984,0.5403259252725786,-0.3103859220017665,0.22366829050478226,0.5401285918066758,0.35833759944145394,0.1756670701977414,0.5371145974199472,0.42452539378079013,0.3035674781825063,0.07621160378464845,0.5732652490699416,0.5758595896050599,0.7365795071902436,-0.014449165805441777,0.5161165656691411,0.43199526174699515,0.7146658215501418,0.1051276673062692,0.3568696655542117,0.4933855261924336,0.17906647618215246,0.8095825079217969,-0.17561521060129606,0.528573288491213,0.6189816238310308,0.808570212405611,0.501797186954474,0.4855771610054295,0.6868050139602694,0.8606802620940758,0.6100779817086823,0.17125557207636544,0.6734674151864318,0.7551331996507185,-0.09213201617527074,0.8239978994426814,0.45552246720920636,0.8528315171735029,0.5707001655627734,0.8628893694347616,-0.24267577497381473,0.41701294968865005,0.20301235953874314,0.8336818432028845,0.5747416047128182,0.6533084189258715,0.6474909906182872,0.7608796719358549,0.6081884033241746,0.5840238452731228,0.7243797266697115,0.44978463354221954,0.519863142614967,0.2360298578698576,0.06593154058050525,-0.2215958019700438,0.2978866504689681,0.5688906590643724,0.344874432144516,0.5872685817675289,-0.100624960567903,0.45364659936394747,0.7157562975031118,0.704931586715653,-0.058120172837193236,0.1439751470200082,0.7133646911283582,0.7453507641155479,0.07483514217709891,-0.013788736715038337,0.2522999136629697,0.5992030328182467,-0.037660711252631804,0.113302069423874,0.5652049551708291,0.3695061813146038,0.7339688962337347,0.07553701435280806,0.18808197261806958,0.5938244444599711,0.8537494553645373,0.4856654177089319,0.6098570024171106,0.5965453038155473,0.29044933059953193,0.6483323273804973,0.4258498150860798,-0.18786510810123097,-0.1344940804765197,0.5510481277615651,0.32481294563778385,0.575072483841213,0.3504310972837149,0.7146018727146868,0.4225771514724994,0.7291854623404518,0.2668870668925612,0.4387702880465127,0.6899173071204933,-0.04249753987219138,0.5804668003822366,-0.24141251335959701,0.5024758856068275,0.645257846505485,0.8534105943010193,0.5681818674174347,0.35051169548115196,0.6078327674667333,0.6295789707544089,0.19407509625167552,0.7081662487233684,0.5520293987554505,0.44556955372640794,0.6324239696924213
Cerebellum_8_R,0.036769768159640205,0.5074664694807856,-0.25080683438397944,0.6353424723305805,0.3871334459266983,0.2050061488348348,0.3463246994133539,-0.02080533669433361,0.31956983145130097,1.0,0.2923489904891762,0.2721894566902391,0.09137750721988985,-0.13141348417951423,0.14519580932229353,0.651314857292343,0.2058041599433806,0.18911874069795773,-0.010313508112238967,-0.012677836526309147,-0.03966014999302563,0.03656034264532705,0.09755296294846298,0.028246805996168408,0.7341836651996458,0.013961131143930553,0.15169486617522346,0.2163680479272938,0.8905625445970239,0.3075421792015612,0.10577806465260858,0.029190379886509073,0.10755341585524543,-0.0737588689592561,0.6576503673167555,0.18122112385614877,0.3571743089357365,0.14708509670061937,0.01684689071504207,0.13487119908213402,0.38059115755525685,0.0984617386916634,0.07241501471478115,0.1334894289777531,0.1368742626998123,-0.07745294854533265,0.2704727404614812,0.09121027448976465,0.4006226889987159,0.3500170376017502,0.4260725324916711,0.09931464482322946,0.2057440669767668,0.15171484740523186,0.09505724956121635,0.13443873368275858,0.4006340351649922,0.7167698914454652,0.48759278019457936,-0.07612678778827574,0.041296956120145854,0.3619418656729153,-0.25551284486664255,0.3158898274964827,0.29447173638964835,0.015856138214783197,0.21343323122630892,-0.028094703956112195,0.2012606775634229,-0.09120244307134233,0.1927152136229261,-0.004446180415461156,0.5638797374576178,0.13567854927426176,0.5273710529863712,-0.28866446974890875,0.2419194434320233,0.1890230561568349,0.36113216087702393,0.11189842034392539,-0.02317751441798188,0.6276728880721978,0.049410453279813964,-0.05685013655284307,0.33314553977858147,-0.0012647518441463142,0.25151089822007167,0.0401059870703298,-0.05474043422915944,0.18054446001634172,0.08763733510081223,0.13217904568184877,0.6202104148693472,0.1805533101881658,0.12623901981834346,0.2611967712765795,0.07770751740717612,-0.05866030508987306,0.4809728518624399,-0.14612479359170344,0.026350605912483838,0.2111327517178437,0.3168229189000581,0.033407867733012846,0.3938603180427864,0.6109763900444247,0.5912047893223545,0.00907800794933201,0.10637899188426657,0.3343917067911393,0.15303436719523686,-0.1228221637295452,0.08158178662061594,0.1552112155451058,0.19719009183590522,0.08866949181670962,0.10301286743069737,0.2430148245126366,0.08528579980922424,0.283012341924723,0.3560329107473284,0.2024447916740258,0.023086534879721555,-0.01721481332179601,0.2738371884811791
