,LC_R,Rolandic_Oper_R,Occipital_Inf_R,Cerebellum_3_R,Raphe_D,Precuneus_R,Lingual_R,Vermis_6,Frontal_Inf_Orb_2_R,Thal_PuM_L,Temporal_Pole_Mid_R,SN_pc_L,Paracentral_Lobule_R,Frontal_Sup_2_R,Parietal_Inf_L,Heschl_L,Thal_AV_L,ParaHippocampal_L,Precentral_L,Parietal_Inf_R,OFClat_R,Temporal_Inf_L,ACC_sub_R,Rolandic_Oper_L,Hippocampus_L,Raphe_M,Angular_L,Temporal_Pole_Sup_R,Temporal_Inf_R,ACC_pre_L,Calcarine_R,ACC_sup_L,Vermis_9,Temporal_Mid_R,Thal_VA_R,OFCant_L,Hippocampus_R,Putamen_R,OFClat_L,OFCmed_R,LC_L,Thal_PuL_L,Heschl_R,Frontal_Inf_Oper_L,Calcarine_L,Frontal_Inf_Tri_L,OFCmed_L,Thal_PuM_R,Insula_L,Cerebellum_9_L,Thal_Re_R,Supp_Motor_Area_L,Vermis_3,N_Acc_L,ACC_sub_L,Thal_VPL_L,Cerebellum_4_5_R,ACC_pre_R,Frontal_Inf_Tri_R,Precentral_R,Rectus_R,Thal_MGN_L,Frontal_Mid_2_L,Cerebellum_8_R,Frontal_Inf_Orb_2_L,Vermis_7,Frontal_Med_Orb_R,Thal_PuA_R,Occipital_Inf_L,Caudate_L,Red_N_R,Thal_PuA_L,Lingual_L,Vermis_4_5,Red_N_L,Thal_MDl_R,Cerebellum_Crus2_R,Occipital_Mid_R,Rectus_L,OFCpost_R,Thal_LP_L,SN_pr_L,Precuneus_L,Cingulate_Post_R,Temporal_Pole_Mid_L,OFCant_R,Fusiform_L,Thal_IL_R,Frontal_Mid_2_R,Thal_IL_L,Angular_R,Thal_MGN_R,Parietal_Sup_R,SupraMarginal_L,Paracentral_Lobule_L,Cingulate_Post_L,SN_pr_R,Amygdala_R,Amygdala_L,Cerebellum_4_5_L,Temporal_Pole_Sup_L,Temporal_Sup_R,Thal_Re_L,Cerebellum_10_L,Thal_MDm_R,Frontal_Sup_Medial_L,Thal_LP_R,VTA_L,Thal_PuL_R,Thal_PuI_L
Temporal_Inf_R,-0.00018576680457877437,0.31406267014936845,0.5663839599977725,0.42588061759648693,0.20184013116463062,0.35058461134591595,0.42689534672113083,0.6892733822234869,0.12390897234907691,0.3662971926655955,0.5073174104527368,0.23281579066340558,0.21876302723148197,0.25325781082840926,0.2202675768365292,0.05770370107637496,0.1786268407574757,0.38391057721980343,0.34624767479859386,0.08012196110844773,0.1122745478706219,0.2695523329517194,0.1726100330074799,0.390219876447042,0.44659784386250956,0.23401073385449844,0.20638078250516476,0.7580238052738683,1.0,0.2003655005561905,0.3425770248468903,0.30307546814078445,0.4124300702270621,0.7468477625532458,0.20400338021648184,0.07121710417620444,0.4555985741152423,0.15816421480837412,0.08857721303572282,0.1048683357194148,-0.07347968458387863,0.37123956415544074,0.25540129958912766,0.3478731439776306,0.33489284083276105,0.3572257975281495,0.15426293694289234,0.26640610970424466,0.4036759778485213,0.26859554450941425,-0.08986362591262724,0.3615026342614864,0.410051802165469,-0.0008205924019423583,0.17913433181828597,0.30473679020198957,0.4954732064294043,0.22845555606820384,0.30736235295311637,0.24012936669755908,0.14534635015367375,0.34518671769497233,0.2785474448680786,0.734383836632274,0.1545992957305916,0.5768500952179609,0.07338839420235474,0.21057608539393893,0.3182199249336049,0.31003718955248166,0.1995910880056958,0.256005928755944,0.5167835230646615,0.4517546468037417,0.07757885514703927,0.26679365811174044,0.5849372197949396,0.3501188483705437,0.14523179750735457,0.3100114837181164,0.22712581441923413,-0.007256889706901403,0.19716094063195555,0.1946220493467655,0.16593974513308685,0.0682530070613346,0.5293775628808798,0.1677471755427959,0.3046253726937572,0.19916773446555253,0.18025615246404972,-0.04484141985697216,-0.025586872708573644,0.3167694834650218,0.24807396876635304,0.1027211841614909,0.04845053162008223,0.3784287023926868,0.41868177502815535,0.35027994791229816,0.41442498763026087,0.48304651206560884,-0.06587025398736764,0.2741454709530307,0.3343451131956784,0.2838755560473418,0.20489598033384226,0.035923578175457674,0.3742375631905462,0.23724957770351238
ACC_pre_L,-0.13123207428377281,0.4356951240567272,-0.16981389660807938,0.5458897210250839,0.11338849087116783,0.31995861670207787,0.29377482347108963,0.1970769513095397,0.6102766221651962,0.6141578450211848,0.3771093398213777,0.39391967621156504,0.3188557789008736,0.7056861567365267,0.3527362010699071,0.6359013086076207,0.7092844708061801,0.6664259150245193,0.4304464197483294,0.18525613163432425,0.616612998326261,0.4848718021379594,0.8592485237753834,0.5304167390386957,0.7385621429350356,0.26445239395021597,0.11089707694426672,0.26042377651838905,0.2003655005561905,1.0,0.07843747785693463,0.6570344338564654,0.6116016411011502,0.15283290635711816,0.5553318734423802,0.4660366135222065,0.6597884321090446,0.796230724335521,0.7317696564753299,0.5174907116738195,-0.2520202417476053,0.6387669770259177,0.4414423341205655,0.5101964192473366,0.02313699670704209,0.7312898643270067,0.438254300131618,-0.03092045135449426,0.4518090001965287,0.6276603814443862,0.28944503922910514,0.5500479313916332,0.7182514108428764,0.025895103433138746,0.8486840705748568,0.6596190814346753,0.48371992408805503,0.8357008974504446,0.6497534285605049,0.38103844927877545,0.6561561132971988,0.6293858206927068,0.7448117644846743,0.025339940469299434,0.7461178570885822,-0.06440773099911078,0.4776597331199791,-0.09193359614980957,-0.3265950849746279,0.8322175804765404,0.5815327061097211,0.4876113582375736,0.22851003140727558,0.49881789892082967,0.39664089414220144,0.38751933997842264,0.2166410048947695,-0.22482382728484757,0.6842636648125707,0.5888851656281774,0.6447622513480206,0.2919524345442839,0.27798376963555066,0.42267260870992557,0.7874393941356874,0.799178759358766,0.518412082072508,-0.017952186845126936,0.6365980049420692,0.7078552952557483,0.02779394548392528,0.3804864634424822,0.10088534196107264,0.45325867479147836,0.3139924220956966,0.2526868328729058,0.5153877931027557,0.6064131650878614,0.5534375299420111,0.5917965465887427,0.6248787549517646,0.4779449087543281,-0.04826990125153279,0.5472707140952332,0.2705117322063016,0.6162943624851265,0.5665170219255364,0.2848654076991594,0.5835201318474463,0.5595329030874978
Calcarine_R,0.4772539289546778,0.44019004449418253,0.5292291171585701,0.22180728134018785,0.41362923266686547,0.6542874446790511,0.9144948371465043,0.6742580778589305,0.192459663020541,0.3495102417405012,0.219362395709801,0.08322875542299014,0.46673102472853745,0.4094420190883055,0.5995213928908085,0.25455712621209,-0.17293792244943415,0.24965312186787897,0.5141422448674925,0.5353046666250396,-0.0817170809259263,0.10678425988107283,-0.08827089916260239,0.40851014692388743,0.31791770110810125,0.014462532672706651,0.6696310719138929,0.5689459639563405,0.3425770248468903,0.07843747785693463,1.0,0.4282140624193873,0.2973601896117349,0.6593901418489415,-0.1951058977076895,0.006338646479631984,0.3550249548876296,0.01670728916284693,-0.12858144227008,-0.0955815887933223,0.2702893997674367,0.3514425148631514,0.40246984463212815,0.43072200956682305,0.9640608916947266,0.5267559580829643,0.08271057056901442,0.6289367058496068,0.4383903291846957,0.2522627930922749,-0.00833198446846126,0.45995586024369844,0.033432197902732066,0.22828343306232574,-0.0774858888728795,0.37843768740490774,0.6618954629913686,0.3096865953077886,0.40417474863198133,0.5083464618058359,0.07910861620113009,-0.11750076187735313,0.4669769632788,0.49595332497882233,0.25804316662983734,0.3441820960138756,-0.037407969777646655,0.4751513992307256,0.692300785054153,0.3048833680464151,0.15678900587507727,0.46007850705857345,0.8605627585642828,0.6939974994540726,0.14687010054219576,0.14337773131473106,0.3573967740695521,0.7487251004288062,-0.011617593710954678,0.2594272229760341,0.35226646974533676,-0.08114100955637092,0.6854214951691675,0.26163953798138334,0.14881891948599774,-0.09320948486819987,0.4240285604064262,0.36399914937806543,0.5562009569714849,0.04652486853586414,0.6276732909606895,0.28978927963278084,0.5462259500206088,0.5036977737380842,0.4784736930773897,0.31241395051187404,-0.027703784266986265,0.02490934005910041,0.2221806601011879,0.4950251976811891,0.480319840757499,0.40631086929650895,0.11390033394786643,0.3441774066328607,0.09247851321449738,0.5504625782124917,0.21153512393267562,-0.21101039170174227,0.1731175978410254,0.29226316956059023
ACC_sup_L,0.2223337017738728,0.7346434399271088,0.03392793810860718,0.6996660465329437,0.44063065054701905,0.6192555410511266,0.5700923374113149,0.34219106694487694,0.597825395166213,0.8789218858927151,0.2470532078332333,0.4710023540619182,0.5268043924070456,0.8061114221175129,0.7960120809778509,0.6231329989886466,0.2955945727784265,0.6400790062520528,0.8825964199835715,0.6698575174148468,0.5050266106635878,0.4897209993557143,0.4400590415056373,0.7535251382224861,0.74863660071733,0.2541428503016971,0.6374053144538272,0.3719977893654251,0.30307546814078445,0.6570344338564654,0.4282140624193873,1.0,0.7363597334778182,0.5120099704986367,0.38150675934282174,0.13761610123457055,0.7995174316877696,0.6189896529692291,0.41112769005167665,0.3755706622021455,0.16570665727114917,0.8528135742856962,0.7560366893736419,0.7753571364033627,0.42435633692224506,0.8709216002676311,0.3145605022363796,0.4641110475003911,0.7256659377512991,0.7501792307558677,0.0784891592285571,0.7706856046965737,0.7509121080011602,0.32912970369362643,0.38929840626320367,0.9000604832944343,0.7675373146518235,0.8531040853237428,0.7652531532019186,0.8026136054432429,0.4651216284522965,0.3218684582326243,0.803684691397267,0.2854075336283553,0.6196599551823205,0.127187961727185,0.11296280556203,0.39714623507624774,0.05454343192417724,0.7147496776373307,0.5947958957644768,0.799727318167165,0.600197894745065,0.7047609136302663,0.5197374561944144,0.32541102204981576,0.4403244399412507,0.29374272366311843,0.41208226017371063,0.5603672637040873,0.8092980474489524,0.19713680668235287,0.6776756787989865,0.5885705434802084,0.49464466576153715,0.4791663631341427,0.5813421580400624,0.4214283808458367,0.7837973985694021,0.49992209478395516,0.5342553045140991,0.2983705445070009,0.5344691908417326,0.8209114511507862,0.7584286912639153,0.35828215512329686,0.2527933032035284,0.448891583086585,0.32861836795090904,0.7483042458212885,0.5958055147231779,0.7811261300718313,0.047511770600707166,0.684067456288842,0.3293103317573089,0.8184790632085611,0.6612803922943603,0.03342078963205108,0.7211736985803918,0.5426280951733111
Vermis_9,-0.05925375611199874,0.4621832592106783,0.05353308548038705,0.7115384860692116,0.113486764600969,0.5294077782279702,0.5121839590112732,0.4551392060387535,0.4618098247157386,0.7902670840631759,0.2685547047014386,0.3089125083669344,0.46107101794205313,0.7401223433235091,0.5447481500336341,0.49304041685538197,0.5339226158501089,0.6281940982208034,0.6620734014969817,0.4003875096493645,0.5080279795806454,0.5721587502676665,0.44713521858034705,0.6014273730112623,0.71768937482868,0.3622496112714174,0.33913779236522296,0.3025622438830808,0.4124300702270621,0.6116016411011502,0.2973601896117349,0.7363597334778182,1.0,0.4589060356740563,0.5715318347783669,0.10930697374012925,0.6987151230848868,0.7278930891089682,0.5699937354510317,0.4394257094391297,0.08618940093399219,0.7682047720112429,0.612771505815617,0.6015521623982946,0.29102127759181545,0.7845342580252735,0.2645370082781203,0.28889690383923833,0.4915053839014956,0.8697482721985249,0.06260616801367669,0.7197336130451354,0.8142654998993422,0.07154716187414109,0.4810238285323628,0.7976541405312016,0.7797334370251452,0.7193712597611033,0.7131900125768322,0.6697388714800164,0.468306219530415,0.48208343961689676,0.7410344668557621,0.25857244404809304,0.4458140124771861,0.2458278178295265,0.12842174911033338,0.2516158978869036,-0.004743573432634427,0.6842654114062682,0.5276322947695322,0.607547908487769,0.5660463972077767,0.7370201315924674,0.22269445447960845,0.49307772936832117,0.29050353354465996,0.10147639023493184,0.42287725162375855,0.4952451375974038,0.7030659257180754,0.10541541188651272,0.45343062607819806,0.5284174612740646,0.5759311334978074,0.49721083438639835,0.693460070755588,0.2961106755941615,0.7341398709035506,0.3840199198455227,0.2672073372119942,0.4097945986107601,0.2840130417798112,0.6120728960782684,0.5686681424000554,0.1751967873845383,0.21205188235011313,0.4159843924625187,0.31426607126620903,0.8223879252589676,0.6087639258200953,0.6711066854196348,-0.10557860260565238,0.6404463692743281,0.4442896248397178,0.5613989658489721,0.6506358698827435,0.13122642497634812,0.7408885048869972,0.4270751186234299
Temporal_Mid_R,0.2811889354226808,0.5880317330512951,0.47366942546079016,0.5078734946416819,0.41267883058191157,0.7173903764185267,0.7020205097809262,0.7265412160685492,0.29356068410863406,0.5262550507419994,0.41244303371628266,0.3034488497352709,0.4846034315708029,0.4882111946502102,0.5870351413962902,0.15064789095277492,-0.018407972931011842,0.3971359088984874,0.6027842206837422,0.5160077471679371,0.1134241950780874,0.2528988240838667,0.029856538499000745,0.5377817483822825,0.47880680279318205,0.23605459152727704,0.5788924963169196,0.7114485637911386,0.7468477625532458,0.15283290635711816,0.6593901418489415,0.5120099704986367,0.4589060356740563,1.0,0.08578484659099428,0.04505696969617629,0.5841621750385495,0.15575398634298404,-0.020458340830675194,0.012481288311582845,0.16590903542863114,0.5246672632428379,0.5358735352725313,0.5663316117494629,0.6833521505801675,0.5507570076755763,0.14262826995939296,0.5715346659123528,0.6055820752203148,0.42325082313311657,-0.06602946857202062,0.594528569578185,0.3684005039087385,0.2211273886350187,0.004681626360153856,0.48198938112499834,0.6763605892791332,0.3363140765487581,0.5282975921447574,0.5877370766300494,0.11313484317785027,0.15291023799735592,0.48854625315473865,0.6588931925520036,0.28631325534653107,0.5095663217419861,0.025040292685731595,0.49917365328114827,0.4913283391982802,0.34927400368518996,0.2073992319202532,0.5347620630456106,0.7839224214536991,0.6894796069189016,0.12879436961361135,0.23857169949841947,0.5862493531359567,0.6880381096951709,0.1034640167500903,0.3990085915555094,0.4495116872307459,0.03901284127824921,0.5964356035620421,0.36152161050401,0.13667722685417932,0.02579860255882165,0.5501589784832915,0.46517413546634806,0.5850934040166578,0.14835227519871758,0.5917313954281455,0.05133126495280915,0.3950882836710926,0.6111402152628397,0.5109074475096892,0.26296432305236117,0.011439648145642321,0.33551336223511674,0.35897996186810305,0.5683268776876604,0.44396982300791976,0.7167302133478934,-0.00499358318446766,0.4891041080212827,0.18366315544604161,0.5076057947163112,0.4251490214796477,-0.15589930940856606,0.49050831511836035,0.2835953223624625
Thal_VA_R,-0.273953073644219,0.16664507184427033,-0.3265660545285182,0.3834665528938693,-0.3672858050691816,0.1640295830276041,-0.06824599861010315,-0.03448388081568052,0.2197257946384481,0.5010203166342972,0.06143757992639372,0.2635490955189045,0.3056093492879297,0.48459815192994327,0.24214478509277823,0.07238899443103011,0.6387961511711547,0.3721856565194557,0.2999061281441244,0.04546486206001456,0.7143866132405612,0.4183421078683523,0.6347753031913559,0.24802894388431035,0.39721080242067464,0.3571543161828763,0.009496145746342081,-0.022668686422957288,0.20400338021648184,0.5553318734423802,-0.1951058977076895,0.38150675934282174,0.5715318347783669,0.08578484659099428,1.0,-0.03833352741291154,0.3749813350646376,0.6906821798561744,0.8594773898359783,0.7638919358616136,0.05597365376279176,0.3799693464786841,0.42107438227664995,0.3394975129988504,-0.14438830266693709,0.40247703492040227,0.1976861237329186,-0.22761712106568327,0.20054047620588022,0.508741068758208,-0.05371530000725127,0.44505636069911253,0.6520062862207301,-0.13489333583530277,0.6397001068874336,0.4490537659050325,0.25694885708531834,0.5926923786711064,0.4344258695296874,0.3647329698041787,0.4292034213581746,0.3679180982937119,0.49968699116668064,-0.009313085914770784,0.2430735187639665,0.09515179316065052,0.28619420686915553,0.14622698075452936,-0.37032352085662057,0.4320054809456086,0.4689082255544035,0.14398857853459246,0.09387985340276264,0.25848644446655816,0.2710326091155315,0.27599359485020886,0.2246285359165271,-0.39558075661588404,0.5573230269336231,0.3338353070207135,0.34177129348174423,0.16929420461551373,0.09956947965657618,0.3938074928223642,0.648668291704436,0.7254789548330932,0.25736227935350237,0.1554697261218557,0.350886834256423,0.17397342171493702,-0.11026106824831353,0.17236785656390918,0.02978337289194288,0.3584067675037033,0.2930472610187696,0.08987397107927647,0.006569170521417611,0.4386367914572458,0.16699803419664333,0.39976508183001236,0.4552220805217558,0.4293903526478195,-0.02775318086363781,0.34558135436891674,0.4916198115472252,0.2816932836157863,0.45702799951019857,0.24028432311339815,0.617770827390436,-0.03314879839973595
OFCant_L,-0.16761789758842907,0.161742501989522,-0.07564847612492162,0.103787782224412,0.34012792725511687,0.10434653609879706,0.11852354872103094,0.15281811408772017,0.2928004842900649,0.14427912923812303,0.6506864396801256,0.026684404913283066,0.020260109629159435,0.34948389590216317,0.041537171956127036,0.48457078905006573,0.4215738715960745,0.41000311958837876,0.08748305920300647,0.02577788851260145,-0.05512356756006101,0.10713819721364727,0.3038960831202926,0.13581466128165992,0.39787077788981806,0.06714996687084122,-0.03285558719173453,0.20719483595186322,0.07121710417620444,0.4660366135222065,0.006338646479631984,0.13761610123457055,0.10930697374012925,0.04505696969617629,-0.03833352741291154,1.0,0.24849422101886226,0.3537758201758396,0.14988723601223133,-0.01611266172897004,-0.6502344431146355,0.27693047747785043,0.07985807351562779,0.06669521345871772,-0.0837888938164385,0.28619698927934045,0.0974674768563817,-0.02826992493870113,0.053757345622212405,0.21734773194635773,0.430244567735087,0.23515514779249377,0.21814375436791197,-0.24440521266343715,0.44705807043375434,0.16696839870240207,0.09784609441304333,0.2162420197569285,0.169717676279807,-0.024365256424151875,0.0995190062277294,0.5848317019699802,0.3008360154003738,-0.07119041100041755,0.4286554244537221,-0.37688650655772205,0.46323578474967136,-0.4667629532067162,-0.34051148575416623,0.4230458763382267,0.10109067275682203,0.3878593773667122,-0.09495165455458165,0.2022385723959088,0.05590258699535434,0.29850319906416634,-0.12072841463195427,-0.09321682604278013,0.13953600986359457,0.20845582507838362,0.2598267799680368,-0.04849959631044014,0.04065950009424346,0.04374477783472856,0.40884896333687765,0.2983740023498782,0.23881008130715844,-0.355405215330894,0.29824266819337203,0.610667127245175,-0.012291820654590944,0.2722406685339886,-0.06849311381978476,0.09733259995129645,0.01647454082588928,0.10637039850264214,0.7062387208595613,0.3010125225486111,0.45774722144693447,0.15333429913143237,0.12734906675847454,0.06687802306169775,-0.06436454838935164,0.3436880584965167,0.14126468497266256,0.2430159877334349,0.28434183024027887,0.4770741708593779,0.16459895275113118,0.6421780892221114
Hippocampus_R,0.06443776430497031,0.6834473673362724,0.11079089298337855,0.7982761007649263,0.3718244136175024,0.6245319014869591,0.5541625983845739,0.4923405745247574,0.6314333795105443,0.8241309018422283,0.4029939578615828,0.5285761189084242,0.4630827090165798,0.7020256123891022,0.6346288079172142,0.5780538771092121,0.4100018113934888,0.822707328994583,0.6843388877947869,0.4782784033018484,0.5184194787937924,0.6443237588144559,0.4940798537944765,0.7329356411280287,0.9046330437351047,0.3298161389952776,0.5030134108736186,0.4872505871716532,0.4555985741152423,0.6597884321090446,0.3550249548876296,0.7995174316877696,0.6987151230848868,0.5841621750385495,0.3749813350646376,0.24849422101886226,1.0,0.5892316319269253,0.4223218220369537,0.4255227298930018,0.050550932241508556,0.8062074619233199,0.6164724224891974,0.6561951976457867,0.35868725616181785,0.7684442416958511,0.4341232935187594,0.4473804995049164,0.6890891675843958,0.6690801365248935,0.19512707830511877,0.6795019920301647,0.8095479952406346,0.34563221840147806,0.4151770153866488,0.82529772928912,0.754916068078828,0.7459747606215665,0.6883181240119229,0.6253839235897262,0.48494513472040907,0.43529992395961864,0.760183134942111,0.35919885616015335,0.6875034999586709,0.20255697798399303,0.29790918344665,0.4091690560328656,0.09696716658740802,0.7724976612512316,0.5632610559246688,0.716913126540675,0.6069926706812491,0.6884970112312205,0.49596956685586324,0.34668299672318237,0.39457018101684094,0.23220458426298046,0.4753059199355587,0.6731794709741967,0.764222617069212,0.32101842977038025,0.5743850434091055,0.6237813440356558,0.5260821817155631,0.5406733110578974,0.7481602329914256,0.3382989728499227,0.7356379123540983,0.5064822907183766,0.38053745494046104,0.18154204720354417,0.33001162840236375,0.7335510084045268,0.5364986400388588,0.42826210071985465,0.36663428151025873,0.7369317753398525,0.596956733759925,0.7761132205999599,0.6325745237078135,0.7523178166571773,0.011229267182401635,0.6482523642073591,0.2899390346825445,0.739914616203261,0.5996079496366349,-0.08847168503968307,0.6940706774033273,0.5911510972319348
Putamen_R,-0.22888050249366673,0.399182713696153,-0.27880611121665333,0.5362796519556063,0.04066975357783131,0.32263004477461366,0.2375285067639551,0.16593297917217986,0.484056521903632,0.5966590423672834,0.19484024652424575,0.38391682721477943,0.39363581138891457,0.7061079309721872,0.35177711391846006,0.5212076591931241,0.7158481777456248,0.5415155587073911,0.4795815018115794,0.20445288468205203,0.6285339065815467,0.4297369099098267,0.6719107834094403,0.43166974652385987,0.6714201960291876,0.259490039149407,0.061338840159566754,0.06899555371771492,0.15816421480837412,0.796230724335521,0.01670728916284693,0.6189896529692291,0.7278930891089682,0.15575398634298404,0.6906821798561744,0.3537758201758396,0.5892316319269253,1.0,0.808846064345816,0.6399907755891119,-0.22523844455004655,0.6092711885645287,0.5151315128709816,0.5162009145397405,0.0031559478986890573,0.6842604544280522,0.41134003404142866,-0.1338344163728003,0.35121480494872015,0.7167597786198207,0.3374878032056511,0.586536941934612,0.7545596831018355,-0.09759012421272435,0.6888009022216501,0.6499742430756138,0.4869479610561818,0.7399709976746336,0.6448741587192838,0.484866329545763,0.5492995156856502,0.513932104657903,0.6711135080629358,-0.051919205304244986,0.6153279621902608,-0.12507419794621966,0.28213074421941214,-0.08562376434355347,-0.41025815886708805,0.7212446256499946,0.5925464968792344,0.438215653687855,0.22488324518278388,0.5477052478720356,0.4077784384469669,0.3233451203935905,0.1680950270082178,-0.2842020974892862,0.5445757469079122,0.41431552008969863,0.5888394720691361,0.23807979968245452,0.24820561749290368,0.44273818526492864,0.7899096235559436,0.7534995998622817,0.43604801290072304,-0.04135930198927649,0.5949808110944432,0.5772601811375492,0.01666938418825235,0.3672713781541388,0.10958870193511087,0.48938528342928284,0.37122643704583047,0.15024373417783884,0.5045165810814514,0.5361956675669708,0.3159395803603588,0.6352243288287944,0.5694607560477787,0.5172152073036189,0.041973718945570886,0.5559009590072571,0.33901958917767416,0.5013594224479222,0.6119707645046254,0.44677206243531065,0.629986868340777,0.4363249011691906
OFClat_L,-0.31343924709350945,0.17828941443188162,-0.3769814803846417,0.39519065858699404,-0.34393392444553667,0.1965581218486545,0.021538304245242813,0.0007688845276337155,0.3460956689943193,0.46570831495278325,0.03556422636252331,0.29820903466776044,0.37128002070218363,0.514156079592133,0.2535488644074409,0.2775382375532029,0.761824049178711,0.4477257936337364,0.2725642569659969,0.022149111227202405,0.7701985887428294,0.44745926941113207,0.7830352033926633,0.2615661825677966,0.49986508626662224,0.2709942285519375,-0.020059804391098265,-0.049667991155509225,0.08857721303572282,0.7317696564753299,-0.12858144227008,0.41112769005167665,0.5699937354510317,-0.020458340830675194,0.8594773898359783,0.14988723601223133,0.4223218220369537,0.808846064345816,1.0,0.7634736193904945,-0.088330700741704,0.40118833908690493,0.3479828603667278,0.3647371468837458,-0.11951202441747348,0.4928101579136853,0.4038476349127135,-0.28962302215079766,0.21307590427531506,0.5381897130045011,0.1188888764669655,0.42766428730019723,0.6506111321788046,-0.09146394549759453,0.8024134387409874,0.48748075923936895,0.2690448032934988,0.6549081920563903,0.45127745964087007,0.2947422480045909,0.6335572172547488,0.43752781475588415,0.5935470489362742,-0.08283364564250548,0.47681811373229244,-0.06703857514393265,0.3441577760871847,-0.01007525778242607,-0.42151200219134916,0.5699945258263366,0.5617294693791902,0.13859320776471995,0.08384961024051182,0.32529094023688765,0.3645382719689658,0.2544622420202936,0.12569717159665864,-0.45179995428895087,0.68457810612531,0.4155021902295762,0.41634997418366926,0.2582204850982882,0.13487403855203578,0.4606551300659712,0.8266746312333855,0.8391850897803514,0.30001948908987097,-0.036979861244012584,0.3867270776207981,0.3853836555412318,-0.14751087332728025,0.32014535127912325,0.03736133795476228,0.3601106718485022,0.256125010361275,0.20467701142938374,0.2090819013394665,0.4870401215157855,0.22622341866248924,0.461040219512302,0.5878653793477466,0.34530995396712105,-0.016415785536223682,0.3576311418608623,0.37941743913561327,0.35196827327530555,0.4460473220381915,0.30745621501578496,0.5444195381132597,0.1319383112646704
OFCmed_R,-0.20802414720185697,0.1992516327498228,-0.28355407884961753,0.3089818328089767,-0.17019637687451353,0.17663887904337586,-0.013363978010239665,-0.06834529819162022,0.3409806458692933,0.37661816389928704,0.00039780602904056613,0.46257718098353523,0.3248719718506236,0.45789206218167056,0.3184144761165991,0.0885795128641398,0.5204710673963874,0.39639882790896536,0.30998479609064367,0.12261776676565429,0.6666002175984249,0.3123517607050328,0.5898568831872232,0.2474697213259899,0.4584453917402793,0.18959008959326135,0.11351840047113844,0.001251364046711261,0.1048683357194148,0.5174907116738195,-0.0955815887933223,0.3755706622021455,0.4394257094391297,0.012481288311582845,0.7638919358616136,-0.01611266172897004,0.4255227298930018,0.6399907755891119,0.7634736193904945,1.0,0.08108185257076968,0.2692011735132876,0.3495331763033256,0.37098166845725067,-0.04806998192117533,0.39786842408389533,0.4910380897625898,-0.26224194117663796,0.24241363547624128,0.3193846908350452,0.10309853475280802,0.3305758393867027,0.5093910672910145,0.0328470299986466,0.5062643715137091,0.36894404585649165,0.20278467602284783,0.5983229483465874,0.3530624965832014,0.31622523049152323,0.45384119484613206,0.2159439378635092,0.4897670024901566,0.005530309229925722,0.4653748304119821,-0.029815557637958966,0.3020102351554071,0.1139467350481383,-0.2903106031954696,0.42367855701847557,0.5666934303615951,0.09277677657153577,0.08967855469983715,0.20082683118910988,0.5686660735405497,0.07924653332199535,0.25060763649345724,-0.30893090816997015,0.46860219067233544,0.36825488540335,0.2721703847191736,0.1924095941516225,0.18433561095907736,0.37567034621684137,0.6680594884590704,0.717215372254786,0.1508792740101315,-0.022593640544547232,0.32874443231673,0.28411750499020016,-0.025225250625924595,0.12734111101978354,0.11725928281576292,0.3930314121726601,0.28198265199108585,0.16865294602946723,0.16866423430891975,0.5393578877900799,0.22239576018818724,0.2856233240800967,0.5127310097868651,0.3427302895015757,0.05918075247708591,0.2332204385787586,0.38192023143238324,0.36690859521924246,0.29198717292062326,0.19436934037548328,0.40764747989530836,0.02108177454797524
