,Putamen_R,Thal_MDl_R,Thal_AV_R,Pallidum_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_L,Supp_Motor_Area_L,Pallidum_R,Paracentral_Lobule_R,Precuneus_L,Angular_R,Vermis_7,Cerebellum_10_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Thal_VL_L,Thal_PuI_R,OFCpost_L,SupraMarginal_R,Red_N_L,Cerebellum_3_R,Precentral_L,Temporal_Mid_L,Angular_L,Thal_IL_R,Parietal_Sup_L,OFCant_L,Occipital_Sup_L,Thal_AV_L,OFClat_R,Temporal_Inf_L,N_Acc_R,SupraMarginal_L,Raphe_M,Thal_Re_R,Cerebellum_6_R,Olfactory_R,Parietal_Inf_L,ParaHippocampal_R,Rectus_L,Rectus_R,Vermis_8,Vermis_9,ACC_sub_R,ACC_sub_L,Vermis_6,Cerebellum_6_L,Frontal_Mid_2_L,N_Acc_L,Heschl_L,Cerebellum_8_L,Cerebellum_9_L,Postcentral_L,Frontal_Sup_Medial_R,Vermis_10,Thal_LGN_R,Thal_VA_L,Thal_VPL_L,VTA_L,Occipital_Mid_L,OFCant_R,Paracentral_Lobule_L,Calcarine_R,ACC_sup_L,Cerebellum_9_R,Cuneus_L,Putamen_L,OFCmed_L,Postcentral_R,Fusiform_R,Cerebellum_10_R,Cerebellum_Crus2_L,Lingual_L,Frontal_Mid_2_R,Cerebellum_4_5_R,Insula_R,Cingulate_Post_R,Insula_L,Raphe_D,Precuneus_R,Caudate_R,Parietal_Sup_R,ParaHippocampal_L,Thal_Re_L,Cerebellum_8_R,OFCpost_R,Thal_MDm_R,Thal_MDm_L,Frontal_Inf_Tri_R,Thal_PuM_R,Cingulate_Post_L,Vermis_4_5,Lingual_R,Cingulate_Mid_L,Red_N_R,SN_pr_L,Rolandic_Oper_R,Temporal_Pole_Sup_R,Frontal_Med_Orb_L,Thal_IL_L,Precentral_R,Temporal_Pole_Sup_L,Amygdala_L,LC_L,Frontal_Med_Orb_R,Thal_MGN_R,Occipital_Inf_L,SN_pr_R,Thal_PuA_L,Thal_PuL_L,Cerebellum_3_L,Thal_MGN_L,Thal_VL_R,Cuneus_R,Fusiform_L,Caudate_L,Vermis_3,Hippocampus_R,Amygdala_R,Hippocampus_L,Temporal_Sup_R,Occipital_Mid_R,Cerebellum_Crus1_R,Heschl_R,Cerebellum_4_5_L,Frontal_Sup_2_R,Frontal_Sup_2_L,Frontal_Inf_Oper_L,Vermis_1_2,Thal_PuI_L,Thal_VPL_R,LC_R,Thal_VA_R,OFClat_L
Putamen_R,1.0,0.3233451203935905,0.37567950180831783,0.7929512600865044,0.6842604544280522,0.5013594224479222,0.586536941934612,0.7655446745566312,0.39363581138891457,0.24820561749290368,0.01666938418825235,-0.12507419794621966,0.5559009590072571,0.6153279621902608,0.7899096235559436,0.484056521903632,0.8108087301631535,0.030485276598841312,0.7005084253317891,0.38164871367126885,0.4077784384469669,0.5362796519556063,0.4795815018115794,0.3059539926497338,0.061338840159566754,-0.04135930198927649,0.06712178706230401,0.3537758201758396,-0.1668544869205249,0.7158481777456248,0.6285339065815467,0.4297369099098267,-0.2358737370606568,0.48938528342928284,0.259490039149407,0.3374878032056511,0.2186174009032629,0.5963221864747557,0.35177711391846006,0.6734884825001873,0.5445757469079122,0.5492995156856502,-0.02926176815556095,0.7278930891089682,0.6719107834094403,0.6888009022216501,0.16593297917217986,0.5319482436724499,0.6711135080629358,-0.09759012421272435,0.5212076591931241,0.46306143908973124,0.7167597786198207,0.43518958855539674,0.6470257863328205,0.6992761689065582,0.1543908891480552,0.6585482916371092,0.6499742430756138,0.44677206243531065,-0.21878985930857192,0.7534995998622817,0.37122643704583047,0.01670728916284693,0.6189896529692291,0.5359777649725026,0.02635757738935351,0.6276653661103517,0.41134003404142866,0.47905112775063413,0.2635850021663241,0.35369315843550614,-0.18120412533730756,0.22488324518278388,0.5949808110944432,0.4869479610561818,0.4764385326894651,0.44273818526492864,0.35121480494872015,0.04066975357783131,0.32263004477461366,0.7731983578189314,0.10958870193511087,0.5415155587073911,0.041973718945570886,-0.051919205304244986,0.41431552008969863,0.33901958917767416,0.6176919458664457,0.6448741587192838,-0.1338344163728003,0.15024373417783884,0.5477052478720356,0.2375285067639551,0.3013962485278934,0.5925464968792344,0.23807979968245452,0.399182713696153,0.06899555371771492,0.21502504024893082,0.5772601811375492,0.484866329545763,0.5694607560477787,0.3159395803603588,-0.22523844455004655,0.28213074421941214,0.3672713781541388,-0.41025815886708805,0.5045165810814514,0.438215653687855,0.6092711885645287,0.6798037941081143,0.513932104657903,0.834372170291173,-0.16535381431207952,0.43604801290072304,0.7212446256499946,0.7545596831018355,0.5892316319269253,0.5361956675669708,0.6714201960291876,0.5172152073036189,-0.2842020974892862,-0.000893512274810775,0.5151315128709816,0.6352243288287944,0.7061079309721872,0.5486702253740856,0.5162009145397405,0.3631122410066481,0.4363249011691906,0.459247299648341,-0.22888050249366673,0.6906821798561744,0.808846064345816
Thal_MDl_R,0.3233451203935905,1.0,0.3731037861851738,0.23871839760332475,0.4430560830761421,0.3376745985375638,0.4875029057136876,0.35012662763144586,0.2155206505028442,0.19889298864681465,0.1189043141503995,0.21821172470304318,0.4482939875776814,0.04041291945395179,0.3433907661701319,0.11779977774924513,0.5460290402079746,0.42034276650455293,0.250719773071135,0.2646062546346943,-0.20493921402710127,0.3378387142627954,0.283196422650105,0.3238073073575669,0.11227530664154599,0.3130847109494755,0.11485925349047856,0.29850319906416634,0.09347975593298648,0.5244520880664327,0.20690106108546139,0.5035962880858109,0.0527702882724995,0.28548749979251165,0.37320742888459996,-0.12614684001529797,0.44150735674451264,0.1210874701948787,0.21084170172162536,0.3923691653131904,0.3090129842821735,0.24705304704501704,0.23600790289108783,0.49307772936832117,0.3258674608923479,0.4070657807567707,0.4543271120962468,0.5087923286859936,0.4344977226878959,-0.1433836609744893,0.41272044536506974,0.5369393074812198,0.49419689589774796,0.2637393817576937,0.3554879721057384,0.3749608332391167,0.5585560853281804,0.36418916263074064,0.4436408543307776,0.08492190510780646,0.04531144697877223,0.2807764657436885,0.17268354605957129,0.14337773131473106,0.32541102204981576,0.4816568616913302,0.11841021378116943,-0.014477262148416726,-0.18253585401097866,0.3214599549010036,0.432010789030449,0.39029626932517153,0.3514810689834689,0.2735782145304834,0.4907716852198432,0.4324253273219895,0.3341589224857424,0.20206176561753714,0.04838596703968004,-0.02619217227777191,0.3185181864399846,0.5357581597213782,0.0320695112468678,0.5045329680854093,-0.2965377440359639,0.24225696088467785,0.3678452109533372,0.5775076834088991,0.6830759689045257,0.36051088413304216,0.39633454823019704,0.11179638858480055,0.4596115429092204,0.30309879592517663,0.25355312517827877,0.010488115547453544,-0.13269428929458818,0.17258284887978098,0.3309302091380111,0.15008240519778263,0.26224342241803267,0.3651332278055536,0.36504906856802016,0.36665216077538193,-0.04595571009663501,0.3480724562743369,0.5836026737849627,0.07770755390982335,0.07906801921698123,0.41172784560130143,0.46990571160290223,0.2595904998915539,0.606499195514816,0.5013565442474747,0.1840184709165182,0.6179698601752629,0.567323716351201,0.42393878541940067,0.34668299672318237,0.1930363326790086,0.4330343355074816,0.21801254792832978,0.04494664107295815,0.3099590959559933,0.14250369987451972,0.4771060968427034,0.4730721230473373,0.4333605843488889,0.16669194469381934,0.1629849670255829,0.4597432134688006,0.5453560461108686,-0.08176127663777112,0.27599359485020886,0.2544622420202936
Thal_AV_R,0.37567950180831783,0.3731037861851738,1.0,0.46078432221642995,0.3271369395169766,0.2519149276624548,0.23555693714467657,0.2920524056889405,0.14067800266034872,0.08935584538747758,0.0893062837541802,-0.31825673758808803,0.3182601234491486,0.4435113724174257,0.34594498844462684,0.3133171256579286,0.4347244372654177,-0.04500029503316166,0.11584596654690062,0.09486990277223074,0.12094067759558538,0.14730824242631754,0.15972884691985623,-0.07233685445759941,0.0035067400113165063,-0.22132438225002304,0.06370524138837967,0.7680242169562875,0.012806661281908797,0.40885817543063163,0.007238177434999286,0.106762134327326,-0.1758693463028873,0.11989233616818876,0.02116514021262859,0.48615205438851744,0.36234494945133894,0.4377980543856865,0.09501334705770714,0.3889528940322254,0.2037277214165622,0.20582327349150992,0.005315301677650316,0.1742699451534452,0.2799992199613059,0.34486240860773065,0.28194876688896153,0.27033199824679593,0.2671865012989079,-0.15530361063304565,0.5574064167807128,0.3165877186095235,0.23255495540682009,0.17199784302904128,0.15725509843358243,0.07128948652146803,0.3368505764288683,0.2964916665887701,0.22854240281910496,0.42022324328580973,-0.028094848471293222,0.23658596192152284,0.0817497441904814,0.12534494283213685,0.24256598822912445,0.1820568079879626,-0.08507522726531518,0.16199556915525515,0.2041454684494822,0.10176144054881509,0.3963264374147701,0.050340455261108565,0.20355863687188389,0.021006770338020772,0.3074752289679297,0.20525300651825332,0.1258689725557665,0.03743499220910813,0.10672291987483018,0.4156911151008669,0.1748253337400139,0.39377898738140665,0.00966242784664411,0.35068654223081885,-0.04596180152733056,0.005582063410937162,0.2680252737439415,0.0962270140095856,0.39431580007414785,0.21874419244504598,0.06927577566713901,0.07946676449888883,0.31589424505367125,0.2592356415149604,0.11139189661688698,0.05447181594817624,0.04435613318155442,0.18747183974590304,0.2180924682370594,0.15106292255719816,0.6586573853304185,0.061149825229010295,0.19501920534974593,0.35715467072284246,-0.6321554250693759,0.24275544264737828,0.3702844095543127,-0.20646511949643412,0.7228872378956285,0.417224819358992,0.328939231761183,0.18675979262390452,0.533722501465609,0.26243418106088084,0.11823516124992714,0.30059588875744614,0.45950791170415306,0.21664943039977821,0.2769745357280938,0.25503691762654807,0.4164234257991103,0.051991657162953835,0.014667628224331094,0.04978628610657658,0.00152189394942778,0.22414494966268123,0.3370618221229459,0.28326425043359216,0.11356890349679007,0.1129468766582416,0.6885215172982596,0.08763978689177757,-0.15451814544415,-0.12423751847218811,0.10134201739283458
Pallidum_L,0.7929512600865044,0.23871839760332475,0.46078432221642995,1.0,0.524463896748403,0.38236854900717804,0.4718172383771944,0.6960230123728594,0.28706836008420417,0.14978452425067965,-0.0065494624282795245,-0.20118195408755324,0.44844969467401324,0.5119812286050027,0.7767497987358174,0.28634733136937746,0.7084437449337081,-0.07973293987921387,0.5726974681195883,0.21561310349266066,0.3649765994599212,0.27628980676938564,0.38365405521927515,0.1293424280927238,0.0493523048456434,-0.23775158515030712,0.03220391987619076,0.5120045198424804,-0.15624274009608408,0.6941908422603429,0.4239385426690526,0.17999163435851454,-0.40006970192721125,0.363267513937574,0.16213192931685358,0.3661645609141126,0.2707793944981754,0.47538529154344483,0.25672794404252613,0.5459673198205499,0.439574810086189,0.45962222248921913,0.013696718059133304,0.4943039697141012,0.5702682870423693,0.6454741518691031,0.15081640645738134,0.4571597798228861,0.5465346278757758,-0.2961589331445676,0.3822895592595039,0.394718082654737,0.4917290184362573,0.30941435586700483,0.48683808366767645,0.4644800905643247,0.10531242696053042,0.6322367233223956,0.41364090857087216,0.6117002858032102,-0.17943978558201776,0.6067807505021544,0.2830906544894429,0.05343541109216027,0.4202356797751227,0.38051667035871417,-0.0077025734320269185,0.4049761421508973,0.35979630205119284,0.2990524018459035,0.20313307749565082,0.12358542438916066,-0.13095648625987835,0.13068673642004866,0.44389538174865306,0.30712584949002075,0.2002446716753887,0.27731089720310975,0.1896111814283163,0.05107829200586747,0.22461755452266766,0.6397016343377987,0.045941224772773556,0.38673733459709536,0.023838429374673478,0.028986600391258468,0.27393413013334983,0.3620618739363033,0.4620265503307729,0.4127201263162684,-0.2326282984428115,0.1345743729992192,0.4000453109237955,0.18381996557955793,0.14120679853050466,0.5044104200015537,0.06422502716969897,0.26280102296477487,0.14207902387560883,0.17547617433178597,0.5885438664609374,0.29493167597789427,0.5285628851374571,0.3232998781012349,-0.3856763218255787,0.26079104957381183,0.34554447092465934,-0.4107687751729312,0.5166008414674168,0.3002120917119567,0.40183834396884827,0.4357169724868126,0.46061725881015797,0.6635916373930547,-0.12287456091495697,0.22780335991773334,0.5680817421861227,0.5100346877655881,0.36726100440949355,0.3827803774029554,0.5022300001744788,0.31973714199571135,-0.2238407749720799,0.011967445137831993,0.35512188914039716,0.40059183373014007,0.5747013510354623,0.4519691130568466,0.3982699424070811,0.2412153768947389,0.4369004002840008,0.22782397795802697,-0.19580664782239732,0.5645136428002363,0.6899616644378795
Frontal_Inf_Tri_L,0.6842604544280522,0.4430560830761421,0.3271369395169766,0.524463896748403,1.0,0.8467798055468808,0.8319552922531135,0.6847321256710194,0.5537820209697385,0.6517243794427935,0.4801200704556775,0.18325951406469027,0.6621435578870846,0.7055389426916627,0.6350504077273834,0.6350553133239054,0.7308358649988107,0.4164435144502271,0.5874818647367929,0.6312674325147999,0.4026237569119049,0.6690770322270484,0.7890002212763384,0.6197498107228626,0.564866312466954,0.32023222197900186,0.5513644431292608,0.28619698927934045,0.4203234611687235,0.4173693697922482,0.4434180110759807,0.4843040095265333,0.17107337387187102,0.7808216353250692,0.27041593773052564,0.13199665510314015,0.5929623167470771,0.60038001337468,0.7411073927014198,0.7900499763803941,0.4421041544684031,0.531013410653096,0.43539685643737863,0.7845342580252735,0.532365443172346,0.5134937245479138,0.499031083970713,0.7787765098332491,0.9144416841160464,0.22438505923384716,0.6335625788231507,0.580634349668426,0.7835782462276897,0.8061570164613306,0.8695453142477733,0.6341295615623006,0.4179967512369275,0.5250308104642095,0.8492576854050841,0.07033110571971171,0.385419008292067,0.5289889730141243,0.6705249464583256,0.5267559580829643,0.8709216002676311,0.7988626449375145,0.5107696540497886,0.5521788660771036,0.37026720045980643,0.783240546943407,0.6298110014958344,0.6929301313474983,0.25662349137154405,0.6727908396232449,0.8989045186187675,0.8135159592833415,0.777358411810485,0.543050881567145,0.660635376886869,0.3788087827651107,0.6669226672354319,0.8913599926397002,0.4869559697331277,0.6983785842332558,0.006704172871309701,0.30437117745707126,0.5928556551154546,0.35317169075605565,0.661848700352498,0.8493102960118841,0.4299312744813723,0.3126530507796067,0.8119100189479448,0.6811984669987307,0.6557318003580423,0.6065331076866267,0.17136206518633293,0.679204874519347,0.45420219884291424,0.1311087000236728,0.5356347145921008,0.7635756681164415,0.7260562751679842,0.451210542995804,0.11530770555393369,0.20994716372475805,0.4004085955983107,0.10928669353713694,0.33059592290454903,0.7618538020937935,0.8146891700049371,0.667275450898021,0.4276066614753138,0.7542586043525775,0.37596537630758453,0.6529212021251128,0.8215214764762834,0.6962548395457001,0.7684442416958511,0.481387648424573,0.7931080465554341,0.744704590267586,0.2870571016548633,0.3514500378650114,0.7257001344841878,0.81789538919164,0.8838833529603477,0.8588363279383218,0.7885297903661677,0.43224957778556067,0.5986826855335877,0.7559222549092487,0.12736909403547053,0.40247703492040227,0.4928101579136853
Frontal_Sup_Medial_L,0.5013594224479222,0.3376745985375638,0.2519149276624548,0.38236854900717804,0.8467798055468808,1.0,0.776654563193032,0.4383281992824353,0.5669204740767059,0.7295445435118105,0.4890845453991028,0.12241019983659428,0.6389065013802685,0.6381626163897036,0.5428859093323082,0.5501231564700018,0.6281873874724199,0.40251127390310354,0.43117852965944475,0.5888075957720325,0.5036817964383083,0.6180561282599119,0.7837699104513614,0.6868717493535276,0.6829323438277901,0.32181264680853455,0.6388494906067289,0.2430159877334349,0.5333420633223043,0.27052960817570076,0.3406952408754255,0.4747682401380691,0.1380882844983788,0.814811577306197,0.16711008066612443,0.09083361156565294,0.5560357916321306,0.45039092791576907,0.7788397542981961,0.7031984520773101,0.27951247993098094,0.37746732778308173,0.4302503531912692,0.5613989658489721,0.4548458292482798,0.4076720559116962,0.44307275786013345,0.6438249830971249,0.850276909960249,0.2586533758807337,0.5632037246280572,0.414821778836155,0.6075497863537306,0.7941442401324161,0.879495415754862,0.5711160106461011,0.35592740989378774,0.44787158679925626,0.7632093222847939,-0.01904235597249575,0.49667092505111604,0.4443230497615332,0.6660815219078573,0.5504625782124917,0.8184790632085611,0.6923162617481627,0.5372140462353177,0.3710430757930348,0.2527464013644731,0.744038668693308,0.6090814791004523,0.6305159025956841,0.273479741960119,0.6358336528322118,0.7755219729197731,0.7403762891727149,0.675180698806345,0.6922202771179793,0.6750401226930831,0.464105695678026,0.6480141322184718,0.7677033699371704,0.4826023406844923,0.6576454417707639,0.07723552088009382,0.33719769205033145,0.48012236734991265,0.3957381730983665,0.5823249378983139,0.6950806394095451,0.503211253328487,0.632019507226213,0.7605110061754616,0.6358416180507294,0.7426178377899207,0.6035867823310204,0.09948873207191664,0.7607099490106396,0.4899403693187868,0.3851636767569744,0.4406992817081883,0.7333764233584094,0.6377406805187049,0.463111276045523,0.19168212087881192,0.3787835470742475,0.3342646403826658,0.17863743828814962,0.24296786546669885,0.7184283771967,0.717557387782882,0.5351160328105128,0.26790464704685185,0.6611794280937565,0.4037697120111629,0.5420410700106543,0.7626410317829492,0.579362699231473,0.739914616203261,0.43355459155107934,0.720566508013176,0.7094180367298768,0.29597079711899005,0.37140572098971875,0.7097212207767163,0.7011291668625423,0.8072150795826807,0.927488909174666,0.730162039428398,0.3659557558678442,0.5410962246659838,0.7516788989023698,0.35040212578615726,0.2816932836157863,0.35196827327530555
Supp_Motor_Area_L,0.586536941934612,0.4875029057136876,0.23555693714467657,0.4718172383771944,0.8319552922531135,0.776654563193032,1.0,0.5612885073813655,0.6305087487110715,0.6755234049840984,0.488552206359315,0.19875056750029862,0.7220253372821753,0.4720512006861941,0.5457344193896717,0.47875943873094523,0.6354257991306386,0.5057589426757525,0.4965068099522394,0.689997121918508,0.2739577441296961,0.6294450723350308,0.8301295563039949,0.6304230821462163,0.575068643943152,0.4028600676267853,0.5614960055214133,0.23515514779249377,0.42746078717830527,0.3732777826330163,0.37385880189943,0.5194693914984423,0.1415910695938367,0.8008959428967543,0.34076331805871546,0.058079360769203246,0.5897621798765464,0.43551553209033916,0.737257225760193,0.7057489703026298,0.3434385500781345,0.3131095474214663,0.40219230848774506,0.7197336130451354,0.37765634414396504,0.41096626645437134,0.49535884548023545,0.7737586703727253,0.8189305992456947,0.12005312627245093,0.5167733404364127,0.5905309052071797,0.7922298439819719,0.7871906963378872,0.831531039526881,0.6401626149743742,0.4339916793614559,0.5629271809395555,0.7858645140668931,0.05037923095958746,0.3676627177717589,0.44778775777351204,0.7424915846635144,0.45995586024369844,0.7706856046965737,0.7697701059511906,0.529070163108356,0.43309342866613515,0.13760025480177296,0.8274360680808319,0.5678955479671892,0.6306257618954066,0.24522012415589722,0.6284706994364813,0.845276873081999,0.7468574801693834,0.6750145901924535,0.5302093715067003,0.5914689428548418,0.28237034986165677,0.7227628218393098,0.7972788797752444,0.4917388737400742,0.6038256234450745,-0.0020733742319120983,0.3049687454865695,0.5153915384600983,0.4653515012654435,0.6209367785764539,0.7758574944118292,0.48650181500415834,0.33560413361231056,0.7859854707861297,0.5838066445015296,0.7014951218231771,0.4694358928510016,0.037007354553155465,0.6778796864457203,0.43261565301786425,0.20188103950262767,0.3592330529433667,0.8496273041210067,0.5786546850380077,0.35073240123731697,0.14576584640187984,0.2833247299271724,0.3620465708585994,0.12481144521453229,0.20332580531635847,0.7285112743750128,0.7808590753544479,0.5907412794344217,0.40186752097935646,0.7077469036970265,0.3492885285001235,0.6067533601241824,0.730713498531944,0.6622850866128661,0.6795019920301647,0.38929613360748516,0.6771989166344481,0.7569189338412936,0.3097834368357076,0.3784518900614315,0.7424960604609528,0.7742256971873703,0.9023970784589649,0.855147269315745,0.704675203552376,0.4187443053683361,0.5098302172440838,0.7838042702496891,0.19226973953544071,0.44505636069911253,0.42766428730019723
Pallidum_R,0.7655446745566312,0.35012662763144586,0.2920524056889405,0.6960230123728594,0.6847321256710194,0.4383281992824353,0.5612885073813655,1.0,0.30982513639482084,0.3276080640456945,0.12994111400550418,-0.03462136604383715,0.3796506231428269,0.5396737470940113,0.6663096480674642,0.3927406474880084,0.6774693080266273,0.10647182933633204,0.5511309716132461,0.25906403925965826,0.2704693805791859,0.3466380775004106,0.4536013515054649,0.2182230905187314,0.1023192224682848,-0.015938456665803038,0.17936146798924518,0.3384040927872191,-0.011542043778101897,0.5359625631098405,0.41690604657092395,0.26235083871556175,-0.0869894231130721,0.39018238732996396,0.21935279889853618,0.2214813213889295,0.2973823682975408,0.5301111014937085,0.3517281674300398,0.5872446346647548,0.45291305396479475,0.4961089219138782,0.10432946431663606,0.6312939135109977,0.5437985404835323,0.6005261624114443,0.2659710444741265,0.5269865569898478,0.6571649300797816,-0.07614210896284097,0.37498848286060216,0.38609753836365057,0.593496750677415,0.4356154670154712,0.564235470504489,0.4977876413509357,0.20361875305094787,0.5408373313100717,0.5205585531385384,0.34696787243787935,-0.012601407250948845,0.5658546971813541,0.3375459856231388,0.20562183832883682,0.5000085711450619,0.45080678026612153,0.17821393065330657,0.432577615453987,0.33816934656060477,0.45311399930584595,0.2852696813354564,0.2930709416100726,-0.10337329897478181,0.31184433753080715,0.6273585196670423,0.4326565997368523,0.4579433038083201,0.21801499840067276,0.22776920591298086,0.06226150815177288,0.40338102926081193,0.7620985813454464,0.22229885307667396,0.45591364031937875,-0.1498517935475233,-0.01692884442980723,0.32985425465316215,0.21271289127166582,0.49605612577457886,0.596208881662553,-0.05188073335461487,0.042602224004741236,0.5232411014440437,0.36409949946986137,0.29190389057964305,0.4879802928432826,0.17372560986621963,0.2801690114533583,0.07909377378523279,0.04941122185615589,0.47660321608714307,0.4695517181181222,0.5142585762204908,0.27927465767334114,-0.10307320918841203,0.17155824406283546,0.3909502918771572,-0.25622215600194836,0.349077354919351,0.38845857651714727,0.44136549035720724,0.5413331325595153,0.39620044918217023,0.6495500700635249,0.09145773484177629,0.41152854809762557,0.6045819185197944,0.5406266545949155,0.4426147439010695,0.4035561633472715,0.5261476250596981,0.41726020444297607,-0.07664271488078525,0.09210195693533944,0.44767536101429944,0.575053597704238,0.6402305655427082,0.5002261222739661,0.4932314712554474,0.2238854097180653,0.3937415555267404,0.3402892303102529,-0.21327871552055525,0.5306507013790281,0.6204538998791058
Paracentral_Lobule_R,0.39363581138891457,0.2155206505028442,0.14067800266034872,0.28706836008420417,0.5537820209697385,0.5669204740767059,0.6305087487110715,0.30982513639482084,1.0,0.7537593978650294,0.5918521935710175,0.09082473812292532,0.495343508717648,0.39278604214707774,0.3255307545058613,0.43618625755395934,0.3491447207585906,0.30128450347119584,0.46672063617745874,0.5919004922862295,0.3657301898814159,0.43152630016634574,0.6620596531287075,0.49534545249463074,0.5693223487911343,0.3902350268024567,0.6623472263514038,0.020260109629159435,0.4555717352663433,0.1850940118869794,0.39247647445854167,0.32128917545417474,0.18694117033204458,0.6552103469982219,0.16373840704951198,-0.01213873888901469,0.4106799093307202,0.3343089371783266,0.7322797286404724,0.4577150829841229,0.2787719429464793,0.27204540056404297,0.34812011384684455,0.46107101794205313,0.2724386996840474,0.1797233889806822,0.42149990982694824,0.5805824642441582,0.5851385191506921,0.26846548974107,0.3214237138331214,0.3772393414909342,0.5717465639317656,0.6913801197920778,0.6002027090549127,0.49249558376284536,0.1829682747890897,0.36392909984215505,0.47441370173553754,-0.11864345771375812,0.3934270078354359,0.3758975146971118,0.7615542384796997,0.46673102472853745,0.5268043924070456,0.5054842440456708,0.5793719723348519,0.48208839420754684,0.19261692777369885,0.7114310650076937,0.4123484919058328,0.4785120160143344,0.16186139640839237,0.4888968335451797,0.5505439014045327,0.5466346139160494,0.4994546167808521,0.5909329821629637,0.5587700105573963,0.1528806999677915,0.8212745331621126,0.43011949717431813,0.6476547967534095,0.347177484818715,0.09406783007485166,0.1699506403675065,0.40761411747586074,0.21380568371003558,0.4012455250080146,0.5537413217583855,0.3205739980886187,0.4382776514018284,0.6692798635555923,0.5005131224766834,0.5773098085347661,0.3710046570970017,0.19272871649614315,0.500221553350584,0.2317488842786788,0.0834243343093411,0.2504831987097578,0.7313640548606899,0.37318027016898603,0.044332321479064955,0.23436134558378724,0.14454627993547725,0.37128041537174034,0.14499470584410298,0.0481028551004599,0.36637315015129324,0.4607841466781345,0.3460158099133355,0.09437787279112893,0.4427229050985442,0.35942304952910004,0.3331818285170653,0.40974977034874155,0.3670475998430253,0.4630827090165798,0.3148824263966614,0.3708640013739655,0.5492556309814696,0.3585278581955499,0.38978047763297646,0.4512601911774797,0.6002199657194245,0.595387809672458,0.6375800024263399,0.5623503727072044,0.3776276160582493,0.16640636431253839,0.4613777531931681,0.16255301814622083,0.3056093492879297,0.37128002070218363
Precuneus_L,0.24820561749290368,0.19889298864681465,0.08935584538747758,0.14978452425067965,0.6517243794427935,0.7295445435118105,0.6755234049840984,0.3276080640456945,0.7537593978650294,1.0,0.7794907798579933,0.0994354517349328,0.4813503262851043,0.4340647848597877,0.24033504431224872,0.4515072491440391,0.3301474088405681,0.4161586613666214,0.3122794747631681,0.6191833192343728,0.458582304003665,0.4096733079191858,0.7845541032060065,0.571990236107621,0.8175824476344659,0.4554686743814796,0.9341844582992571,0.04065950009424346,0.7767752343913055,-0.04166026266474768,0.22795393453043866,0.29530906634079174,0.362579366566423,0.7382235893990206,0.11617467457326336,-0.029902446510239652,0.502682776496546,0.28412412619063243,0.9127086779849123,0.5188461060892843,0.12658334522580003,0.16848954513905426,0.459311064053176,0.45343062607819806,0.14579613219940732,0.08838026042849632,0.44336013104249916,0.5728467421410837,0.7107044020407424,0.40851838808507884,0.35031255213905527,0.24387442660596592,0.5169612425534564,0.858661752493351,0.6399780267419459,0.47606836657151386,0.20000457982865494,0.2555058604340757,0.5940771088272662,-0.2019650833479698,0.7389381009589133,0.21984874989054945,0.8029404892277151,0.6854214951691675,0.6776756787989865,0.5399538551165183,0.7929904880093147,0.35383578301325075,0.11889422164882141,0.809021507442579,0.531530541405314,0.5943237609805758,0.23343211969910346,0.6584778143722892,0.6943176021165856,0.6377170431442623,0.5828311375290471,0.5686535727240059,0.6121880190460044,0.4143997175241721,0.905995270690393,0.5221915020942014,0.8230187637309612,0.4333575506442724,0.09555902194621829,0.22614395028925607,0.39053070261770734,0.18599974883000134,0.35561000669629445,0.5291917532802424,0.5795902944498987,0.5195203724644766,0.7159576270702245,0.6954530975313266,0.8153181560246748,0.4022623636399408,0.08548726460329369,0.5829203849912642,0.3300479021875643,0.10837945427004642,0.20472554144089192,0.7744167453895069,0.3841586442821812,0.12737889813935305,0.3857916687432203,0.10234347650689922,0.36202291238490886,0.315034249457927,0.008790894669289158,0.5918496310583092,0.5363276592705247,0.2983614173886575,-0.02561165733951809,0.3895949874121343,0.63509319948531,0.4005743896378126,0.4382366580936124,0.3231709145167027,0.5743850434091055,0.25818203126313305,0.4405481040416543,0.5865573430888329,0.6214413535793993,0.3804079955912855,0.5695603265797585,0.6020852233687985,0.6417232773334605,0.787963972090985,0.5970762214236834,0.2604990454973961,0.32551767919674274,0.5900147787441276,0.36181430781257723,0.09956947965657618,0.13487403855203578
