,Frontal_Inf_Oper_R,OFCpost_R,Cingulate_Mid_R,Cerebellum_7b_L,ACC_sub_L,Vermis_8,Vermis_6,Cerebellum_4_5_L,Rolandic_Oper_R,Frontal_Med_Orb_R,OFCant_L,Thal_MDm_L,Frontal_Sup_Medial_R,Cingulate_Post_L,OFCant_R,Thal_LP_L,Cerebellum_8_R,Calcarine_L,Angular_R,VTA_L,Temporal_Pole_Mid_L,Amygdala_R,Temporal_Pole_Sup_R,Occipital_Mid_L,Occipital_Inf_R,Heschl_L,Precuneus_R,Parietal_Sup_R,Thal_MDl_R,Putamen_R,Pallidum_R,Angular_L,Supp_Motor_Area_R,Cerebellum_6_R,Cerebellum_Crus1_R,ACC_pre_L,Thal_Re_R,ACC_pre_R,Thal_MGN_R,Postcentral_R,Cerebellum_10_R,Cerebellum_3_L,Cerebellum_8_L,Occipital_Sup_L,Insula_L
OFCant_L,0.2712650794902548,0.4485124139311017,0.19330533072913858,0.023392355478974017,0.10604536792512381,0.141689825026043,-0.14986455842704538,0.07414079462653127,0.23302252474788535,0.5558896998672163,1.0,0.2764452460314174,0.27817233604765124,0.14064587621582267,0.3909055202266644,-0.010574071728216642,0.20241764865564912,0.014339659284133506,0.21213350541764403,-0.038365929037032,0.030761194028557703,0.12373520348715884,0.40251314811598415,0.0714236237346494,0.22850411124558306,-0.03508363671119178,0.3178702143179559,0.43060701497767273,0.2672857282070944,0.0019682036402846395,-0.26919242660840365,0.2048976544593594,0.12193810176581193,0.026610252273937693,0.12451266749753166,0.08213714463251907,0.20602223189538257,0.5745468824792711,0.07172495095613973,0.2341189861929756,0.07942654020303203,-0.11693702708352523,-0.16719753802467238,0.044378281221091435,0.16930651241225966
Thal_MDm_L,0.4278279968939174,0.4364476455509193,0.28839033330591707,0.05074899130563708,0.3322170798023662,0.24305285682781144,0.32454370110048075,0.6118697976019478,0.4456444680699875,0.5391345067289665,0.2764452460314174,1.0,0.13170631636842925,0.38128338162113923,0.4324844552937346,0.46114539018757994,0.15022844813371475,0.2301113713900765,-0.2379335385391643,0.06756946885901835,0.24816120130587785,0.3062136046091435,0.48947610730371127,-0.19289329288466123,0.04562668626986331,-0.06660007046651606,0.20431208819552005,-0.02966673733087543,0.6090692343066771,0.514564684178063,-0.016981402458423146,-0.14829094181606484,-0.021707201617543442,0.17515004299989262,0.13795707283157288,0.35861353423706427,0.22949606507734996,0.47830203747696154,0.30176973783591615,-0.20291846832646035,0.33917381068707736,0.0825044433618994,-0.037210078266066385,-0.1908993792951339,0.5819842499138428
Frontal_Sup_Medial_R,0.4132581180546009,0.5094814478997521,0.3544528231506,0.650136347285542,-0.5753539882435045,0.7164863770611224,0.06997684133008292,0.2824247516988959,0.17866374554556566,0.11350150841174415,0.27817233604765124,0.13170631636842925,1.0,0.282986013537524,0.02913033897251771,-0.25759021354783435,0.7615154765912406,0.3535138953317264,0.30996111740263865,0.1819133112735429,0.20887243295368785,-0.3846392205942216,-0.22508464175383855,0.08971160501579012,0.44227521746801934,0.150508154535795,0.17905763820116383,0.4211560701354407,0.4676850546356904,-0.3586738434002011,-0.20388109279499772,0.06965789479391561,0.8320397190118131,0.4751131982512948,0.606725448411287,-0.5660642735021334,0.02140534328862331,0.33764908761821244,-0.05146957220818218,0.5061449686935754,-0.08611411366586152,0.3022543035173193,0.11105477007390352,0.04293016400562684,-0.1044813727756713
Cingulate_Post_L,0.2909980976671921,0.3242957307581371,0.49405430468447853,0.2480669346951931,-0.2242121711825966,0.14309901108223208,0.1996950113820374,0.43001845331825134,0.3083927715205001,0.17154259519741122,0.14064587621582267,0.38128338162113923,0.282986013537524,1.0,0.22774481310126507,-0.0346057827019363,0.2895855252119025,0.5842676174292323,0.20605779864228768,0.35240328704903623,0.2632830410801602,-0.1014895993042843,0.04527981348489183,0.0693975272147656,0.21357579135554702,0.13038536613601587,0.5128636203172608,0.30552928029663745,0.5474850058625242,0.15479865488632738,-0.03723612248590776,0.2215994215852932,0.3386558311877544,0.1460294982800991,0.24933235614930496,-0.13691777970178334,0.20668206339599746,0.22783113620630221,0.11906502741704206,0.19222466114172262,0.1285038967010482,0.35065157929493956,-0.02378182538114744,0.07132190381425738,0.11843516616274259
OFCant_R,0.2623720652280885,0.383210011475175,0.12059989205566653,-0.10143068469287422,0.3396300659394886,0.006716486390771955,-0.05502673043348736,0.16187616342968122,0.4058908679574498,0.7120466826792174,0.3909055202266644,0.4324844552937346,0.02913033897251771,0.22774481310126507,1.0,0.22307036094466196,0.017878858827553912,0.095951305859979,0.017695292841371148,0.2509670053810735,0.06836014748351746,0.26532565776564726,0.5181368897613993,0.13055958461805225,0.20348733465545044,0.013737082593568066,0.16397790195063308,0.17098703754616035,0.22475277811172042,0.2888130484966556,-0.12194358690355403,0.22012914527469318,-0.19686298807228028,-0.04347598120208158,-0.04341468182711201,0.43184849978129763,0.21043517512089363,0.6208591587128299,0.1957380938755608,-0.016246001703096903,-0.010309353492174997,0.03827273466277073,-0.19163162727617108,0.14053124266150516,0.2851967227184927
Thal_LP_L,0.17348750770504032,0.09999427971257704,-0.33821871915530005,-0.2245221250784336,0.5149623742120443,-0.2763505539630629,-0.037054083074301705,0.02933489348563248,-0.03799494220415533,0.22513042756893537,-0.010574071728216642,0.46114539018757994,-0.25759021354783435,-0.0346057827019363,0.22307036094466196,1.0,-0.37086827694913954,-0.32635023931528206,-0.642629394069312,0.09940196110235515,0.08648997107154556,0.1736446590934888,0.21802724667955786,-0.37826239210680274,-0.41314973323046683,-0.32541849928181854,-0.3825719982132671,-0.5306285318309982,-0.056745968221775446,0.6104510449922717,0.056712252573952834,-0.2987950815126981,-0.5031886358381433,-0.3497791798177781,-0.39824421645698593,0.6444691598353129,0.05387775512161471,0.17948184686963792,0.232047625765157,-0.684463199796355,0.32266500752874583,-0.0628009784993987,-0.10097090267311551,-0.4798593038027489,0.5258782460800211
Cerebellum_8_R,0.20021181025415424,0.3427432441868515,0.21060287483531984,0.8483732753947495,-0.5541963054262884,0.7842793480063799,0.11637166188520286,0.3115492830139871,0.20936211029013316,0.1788493349442935,0.20241764865564912,0.15022844813371475,0.7615154765912406,0.2895855252119025,0.017878858827553912,-0.37086827694913954,1.0,0.6223744392638271,0.2944937790211308,0.26081980752745304,0.2827716902555155,-0.18087148654185317,-0.1596416737706992,0.18325506268946049,0.6081318172706559,0.18280630590327807,0.28405165593782467,0.440275278109672,0.42795945535144847,-0.24846050553419766,-0.1576362055640442,0.06830419515032882,0.6916951151900502,0.7413562397079195,0.9348605874426484,-0.5375256299141735,-0.022278838730017972,0.13773239786760613,-0.301022716360184,0.3204965765153202,-0.14058321739397153,0.3079757084563301,0.29235230023628944,0.22118617578671484,-0.05375130850002437
Calcarine_L,0.08823605449554624,0.07970673881730615,0.40312070435828345,0.524630440756489,-0.2786871013892911,0.43769425250347477,0.38826812931594834,0.5095398737574431,0.3986584199398992,0.09488792548578742,0.014339659284133506,0.2301113713900765,0.3535138953317264,0.5842676174292323,0.095951305859979,-0.32635023931528206,0.6223744392638271,1.0,0.4049544797093521,0.3582772156577647,0.4012090006758109,0.05083135896569836,-0.014606259503542187,0.2873526175686117,0.5129036109667605,0.18475118533374682,0.44030964435993863,0.35734590144901884,0.4267326319904622,-0.03711609301806831,-0.04054637413998146,0.2551807801456175,0.4298699769391658,0.5720465920636725,0.6652945910072925,-0.26295474409455727,0.1690901389704774,0.077192013348788,-0.14039544663521372,0.250083601853403,-0.182290596210044,0.49981282666661053,0.32532113919879857,0.4216655676773827,0.04164543129876896
Angular_R,-0.13717274784781236,0.14188154663232366,0.39307555217938467,0.23385312359974358,-0.3609206973399886,0.20809846262894183,-0.0027286908381685643,-0.04128819295934075,-0.01198495075675105,0.04360791264161323,0.21213350541764403,-0.2379335385391643,0.30996111740263865,0.20605779864228768,0.017695292841371148,-0.642629394069312,0.2944937790211308,0.4049544797093521,1.0,0.04009412068303203,0.04681248446400009,-0.2129728097892272,-0.16679687848558666,0.5537323890705972,0.42899637312843997,0.296934239501928,0.6304649524421314,0.803936742035143,0.09744726190762475,-0.41508424909482233,0.028319672751347568,0.556032764061474,0.5027159193297811,0.12270335747829422,0.2296996182111095,-0.41137591135745716,0.03386290438299376,0.07280009711503337,-0.16168236838103286,0.7728620176848926,-0.2887746431814604,0.29370310814805967,0.0377605668193255,0.6519181036271122,-0.1804531191597315
VTA_L,0.17261383672067354,0.03724633179820584,0.14536366046461263,0.27902651742499973,0.015029652684697305,0.10960695196220713,-0.009471654164399546,0.026065313126796774,0.2676476538276546,0.21321312633079234,-0.038365929037032,0.06756946885901835,0.1819133112735429,0.35240328704903623,0.2509670053810735,0.09940196110235515,0.26081980752745304,0.3582772156577647,0.04009412068303203,1.0,0.430869048090319,0.04239810317806249,0.030354008955632027,0.0779616116713274,0.08997897156126763,-0.06717637171945479,-0.07501306083423896,0.019528289262909202,0.13474011570577507,-0.03001816795015044,-0.32357997063413846,0.012113188230137443,0.013808517961850588,0.015304568783035119,0.19443527899106713,0.13940945897224008,0.30685906831770715,0.28863015213964544,0.08501114288601047,0.008819677533860109,-0.19393642512908219,0.2990702845261396,0.2175115750627639,0.042927611599406994,-0.023252869800898007
Temporal_Pole_Mid_L,0.08036035125011091,0.1322203721638321,0.21373738821310456,0.18086232212860376,0.08640627481923678,0.11748518387182627,0.04925967801737894,0.18601616863867848,0.1844801435668488,0.1638442359343184,0.030761194028557703,0.24816120130587785,0.20887243295368785,0.2632830410801602,0.06836014748351746,0.08648997107154556,0.2827716902555155,0.4012090006758109,0.04681248446400009,0.430869048090319,1.0,-0.03543503902057883,0.06242588367796011,-0.09623251002644274,-0.002402527220603174,-0.3145265735172588,-0.074839937145575,0.10031379431482161,0.2876723999749036,-0.14994031469874256,-0.3150044492041379,-0.17511289889769097,3.588882933153835e-05,0.14462403485329775,0.24828515038926322,0.044694368327754454,0.35161972320931373,0.1697427263339274,0.049558868197150004,-0.016956169241318094,-0.06615224511287716,0.3323465233798908,0.040101619657480936,-0.05871376244642693,-0.1214222993152962
Amygdala_R,0.03277475008515345,-0.20424549061632857,0.08334303947125875,-0.28870508415072343,0.5946074307837764,-0.060920920407507684,0.12227518872609897,0.19838372219091943,0.41995231124176075,0.4041009767668256,0.12373520348715884,0.3062136046091435,-0.3846392205942216,-0.1014895993042843,0.26532565776564726,0.1736446590934888,-0.18087148654185317,0.05083135896569836,-0.2129728097892272,0.04239810317806249,-0.03543503902057883,1.0,0.7157767765716851,-0.027463401331900863,0.1361316667322394,-0.21326290039905627,-0.09011570263703501,-0.2590969590353436,-0.03404117094715964,0.25655062956234537,-0.1751180765030606,-0.10801522122463156,-0.4991303457094313,0.133818162820659,0.020173778024926172,0.5101605374994026,0.1808688795826851,0.30415424570282207,0.21951999321185475,-0.2988614430493129,-0.09201475771236779,-0.21820055136372268,0.15477744573900346,0.05426408629707124,0.3429193742488556
Temporal_Pole_Sup_R,0.20378531025945104,0.27435152123234324,0.21133623976334873,-0.3363048930922333,0.6411224051093815,-0.146084286747492,0.014775862261223034,0.24795110223065586,0.516925203202797,0.7256620187242827,0.40251314811598415,0.48947610730371127,-0.22508464175383855,0.04527981348489183,0.5181368897613993,0.21802724667955786,-0.1596416737706992,-0.014606259503542187,-0.16679687848558666,0.030354008955632027,0.06242588367796011,0.7157767765716851,1.0,-0.15603680297662356,-0.03278433720698865,-0.21377064646665608,0.14228294555397925,-0.04930918193880519,0.2700055201606621,0.21541955887197783,-0.43605599064002387,0.07363611953711954,-0.4164163931140683,-0.029268410644727245,-0.052493967679840124,0.5066064536646009,0.3201747012291795,0.5544510417542498,0.3474277293957821,-0.25173174226380507,0.1873649554027548,-0.3970726545197334,-0.132083287295312,-0.08906497836993248,0.37153226192913924
Occipital_Mid_L,-0.21632889276730535,-0.06731586744903283,0.07168501802164934,0.22491708309708647,-0.24613612117794104,0.3456744363512179,0.08483155232787154,-0.060626869707935266,-0.07061936201091853,-0.006473426125809526,0.0714236237346494,-0.19289329288466123,0.08971160501579012,0.0693975272147656,0.13055958461805225,-0.37826239210680274,0.18325506268946049,0.2873526175686117,0.5537323890705972,0.0779616116713274,-0.09623251002644274,-0.027463401331900863,-0.15603680297662356,1.0,0.5165580849073894,0.3125021515190344,0.34798649557975697,0.41813545656963164,-0.18448448856425945,-0.13124828938986358,0.41047844912583864,0.6065954978708913,0.21868673570343367,0.05643022345868144,0.15908035877916457,-0.12269934941422819,-0.16912882462105852,0.10466511141636119,-0.4645314145262809,0.4181725888537662,-0.6809391591191772,0.6165336459897521,0.4816711741849075,0.925365801047668,-0.17851299806681442
Occipital_Inf_R,0.1053151872830229,0.126879272914481,0.2252320971265283,0.47654973154197133,-0.34351068734586526,0.5651447108964838,0.18763761292539655,0.20360416479443755,0.21361639418629247,0.24341576020511846,0.22850411124558306,0.04562668626986331,0.44227521746801934,0.21357579135554702,0.20348733465545044,-0.41314973323046683,0.6081318172706559,0.5129036109667605,0.42899637312843997,0.08997897156126763,-0.002402527220603174,0.1361316667322394,-0.03278433720698865,0.5165580849073894,1.0,0.21118887787830198,0.3265436319799687,0.4616704028566463,0.18950201522462948,-0.09747003316929766,0.1191520954479507,0.2686561873050071,0.42756037697597343,0.611051508436694,0.6477085997316914,-0.258694224072703,-0.14125185696955467,0.31103718977927597,-0.2968872088368967,0.4080004259092585,-0.3219914799343315,0.34652396582946515,0.28236492600355745,0.5486890264037007,-0.004652449314671622
Heschl_L,-0.1889669271184779,0.2502168229846045,-0.05171137151884463,0.14890008056981932,-0.43494866704102486,0.17346258818353782,0.12215853074940797,0.08793559846922189,-0.04268708958153582,-0.11676728837598625,-0.03508363671119178,-0.06660007046651606,0.150508154535795,0.13038536613601587,0.013737082593568066,-0.32541849928181854,0.18280630590327807,0.18475118533374682,0.296934239501928,-0.06717637171945479,-0.3145265735172588,-0.21326290039905627,-0.21377064646665608,0.3125021515190344,0.21118887787830198,1.0,0.4172414825290307,0.3916111736950959,0.024543351127838658,0.07356583015001246,0.38327355590230056,0.46049540752129914,0.40347964310244167,0.02974488955637213,0.17133220773106198,-0.29678957250186827,-0.2945014523940395,-0.21943211884008235,-0.19889304177433936,0.20172599696552018,-0.04821097015033067,0.1792110686734151,-0.017692824119486132,0.38597941792668633,0.1741445700154517
Precuneus_R,0.08144969733299437,0.4353288199112594,0.4145167623797934,0.20318920352010628,-0.29000159470021936,0.174745213121624,0.17632620174186628,0.3290765233722617,0.1696542800927217,0.22712788387601898,0.3178702143179559,0.20431208819552005,0.17905763820116383,0.5128636203172608,0.16397790195063308,-0.3825719982132671,0.28405165593782467,0.44030964435993863,0.6304649524421314,-0.07501306083423896,-0.074839937145575,-0.09011570263703501,0.14228294555397925,0.34798649557975697,0.3265436319799687,0.4172414825290307,1.0,0.7282872448849547,0.43489169780506187,0.040197386493954726,0.11624217443427802,0.5875735239039103,0.46655501044829056,0.149008555019763,0.26786327307118774,-0.3026494719519682,0.02777883224505696,0.09617065748138609,-0.055569711487458415,0.48215726873182824,0.06001252278653399,0.14209311910258676,-0.09105116025466806,0.4306489873698528,0.15939305648199434
Parietal_Sup_R,0.00411247667341585,0.46463921262853836,0.34378106218194715,0.2757421285079955,-0.4030807453638412,0.23151719510303895,-0.07987238022845843,0.01634071723935663,-0.003512881455299387,0.2551016148303227,0.43060701497767273,-0.02966673733087543,0.4211560701354407,0.30552928029663745,0.17098703754616035,-0.5306285318309982,0.440275278109672,0.35734590144901884,0.803936742035143,0.019528289262909202,0.10031379431482161,-0.2590969590353436,-0.04930918193880519,0.41813545656963164,0.4616704028566463,0.3916111736950959,0.7282872448849547,1.0,0.2962355322393884,-0.28624753681392207,-0.01660345640173142,0.5679336142847415,0.5482992337630639,0.11932760976589439,0.3348593572404804,-0.41848851034138074,0.04883100367527401,0.18812184302279653,-0.15636242778713458,0.6877411999188008,-0.06541504039719469,0.2092400026592399,-0.1483926261378438,0.484384803464127,-0.06805792932638381
Thal_MDl_R,0.5030956965698462,0.5063600868122887,0.4969540088533103,0.25340495095215904,-0.13938393492910342,0.33254137085572694,0.37048769379073954,0.6213453671977597,0.5146146698258204,0.3494795681173716,0.2672857282070944,0.6090692343066771,0.4676850546356904,0.5474850058625242,0.22475277811172042,-0.056745968221775446,0.42795945535144847,0.4267326319904622,0.09744726190762475,0.13474011570577507,0.2876723999749036,-0.03404117094715964,0.2700055201606621,-0.18448448856425945,0.18950201522462948,0.024543351127838658,0.43489169780506187,0.2962355322393884,1.0,0.1059546759630602,-0.2022023000698263,-0.022259813254163374,0.42166217424693336,0.365350510988007,0.37030998502835233,-0.17136605494749374,0.3208761768324668,0.3880595980120606,0.3218107468730506,0.21123724196603505,0.2642222525704612,0.0836795745944919,-0.12132996120812051,-0.15527230590937202,0.2181129939056755
Putamen_R,0.24945588036459979,0.06306661108773873,-0.14723456879303395,-0.18367519383469696,0.3826123288892569,-0.1770644515099813,0.24836495563870079,0.24373180028816033,0.16225931214233094,0.2311068085403385,0.0019682036402846395,0.514564684178063,-0.3586738434002011,0.15479865488632738,0.2888130484966556,0.6104510449922717,-0.24846050553419766,-0.03711609301806831,-0.41508424909482233,-0.03001816795015044,-0.14994031469874256,0.25655062956234537,0.21541955887197783,-0.13124828938986358,-0.09747003316929766,0.07356583015001246,0.040197386493954726,-0.28624753681392207,0.1059546759630602,1.0,0.4337628165537813,-0.05935401577107805,-0.3483260385676287,-0.11237972967629485,-0.2180547040186549,0.5622943720371009,-0.046946344842459464,0.12084779688170301,0.11053466040320054,-0.44290600337710084,0.27495290324594673,0.02376562828551691,-0.06571958075745292,-0.15627468682882498,0.6492834609252304
Pallidum_R,-0.18319180039867244,-0.2148774005506513,-0.2583546922857205,0.011839565596096589,-0.19584890542856973,0.03586288461476363,0.2943863676604586,0.03479715677605874,-0.31883030081906644,-0.3572859318264935,-0.26919242660840365,-0.016981402458423146,-0.20388109279499772,-0.03723612248590776,-0.12194358690355403,0.056712252573952834,-0.1576362055640442,-0.04054637413998146,0.028319672751347568,-0.32357997063413846,-0.3150044492041379,-0.1751180765030606,-0.43605599064002387,0.41047844912583864,0.1191520954479507,0.38327355590230056,0.11624217443427802,-0.01660345640173142,-0.2022023000698263,0.4337628165537813,1.0,0.1520973089438704,0.05213627981760931,-0.050731149773869416,-0.14509332509878575,-0.02492129528397456,-0.35576663664272973,-0.3128205947065465,-0.27010305527119677,0.010951179524854178,-0.15199723229277004,0.38992073779938596,0.1721623301050463,0.3226735492932726,0.12655414642673618
