,Rectus_R,Heschl_R,Raphe_D,Supp_Motor_Area_R,Thal_PuL_L,Putamen_L,Cerebellum_4_5_R,Vermis_4_5,Thal_VPL_R,Thal_PuA_L,Paracentral_Lobule_R,Frontal_Sup_2_L,Parietal_Inf_L,Caudate_L,Thal_MDl_L,Pallidum_R,Raphe_M,SN_pc_L,Thal_PuA_R,OFCpost_R,Temporal_Mid_R,Precuneus_R,ACC_sub_L,Angular_L,Heschl_L,Thal_PuM_R,Temporal_Mid_L,LC_L,Vermis_1_2,Thal_IL_R,Cerebellum_Crus1_L,OFCmed_R,Precentral_R,Thal_IL_L,ACC_pre_R,Thal_VPL_L,Putamen_R,ACC_pre_L,Temporal_Sup_R,Cerebellum_8_R,Olfactory_R,OFCant_R,ACC_sup_L,Temporal_Inf_L,Hippocampus_L,Parietal_Inf_R,OFCmed_L,Calcarine_L,Olfactory_L,Frontal_Sup_Medial_L,SupraMarginal_R,Thal_PuM_L,Amygdala_R,N_Acc_R,Thal_AV_L,Thal_PuL_R,Calcarine_R,Cerebellum_Crus1_R,Vermis_9,Parietal_Sup_L,Cerebellum_6_R,Thal_LP_R,Cerebellum_9_L,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Thal_MGN_L,Postcentral_L,VTA_L,Vermis_3,Precentral_L,Caudate_R,OFCpost_L,Frontal_Inf_Oper_R,Rolandic_Oper_L,Thal_PuI_L,Cingulate_Mid_R,Cerebellum_3_R,Temporal_Sup_L,OFClat_R,Thal_VA_R,Occipital_Mid_L,Insula_L,Cerebellum_8_L,Thal_MDm_R,Cerebellum_6_L,Temporal_Pole_Sup_R,Frontal_Sup_Medial_R,Thal_Re_R,Cerebellum_4_5_L,N_Acc_L,Frontal_Inf_Oper_L,Cerebellum_Crus2_L,Insula_R,Frontal_Sup_2_R,SupraMarginal_L,Lingual_R,Cerebellum_7b_R,Red_N_L,ACC_sup_R,SN_pr_R,Rolandic_Oper_R,Precuneus_L,Thal_LP_L,Cerebellum_9_R,Frontal_Med_Orb_R,Frontal_Med_Orb_L,Parietal_Sup_R,Temporal_Pole_Sup_L,Vermis_10,Angular_R,ACC_sub_R,Paracentral_Lobule_L,Thal_MGN_R,OFClat_L,Cuneus_L,Frontal_Inf_Orb_2_L,Cerebellum_7b_L,Supp_Motor_Area_L,Thal_PuI_R,Thal_VL_R
Rectus_R,1.0,-0.15287791113384494,-0.46754917342387536,0.4412297042766491,-0.17528851502846604,-0.10962034031271752,-0.6381157475353558,-0.7947276443026214,-0.15661944482172888,0.34236224611768246,-0.069451847262843,0.14784581706979086,-0.35085561535224336,-0.16872584618024672,-0.44759875962836804,0.036575621787131016,0.024219658156794395,-0.19075773895649592,-0.6603386757444107,0.6805756522489325,-0.3990321836599443,-0.7809169292167348,0.29190735046435556,-0.13958918079202834,-0.7256668824454253,0.06303807363088534,-0.22095103083256332,-0.7848297429563494,-0.8209066634046455,0.3418896909624107,0.415460946761902,0.8344311838804452,0.18445174481873672,0.5343616706678425,-0.10315012908969577,-0.13260984049877264,-0.2903189454585463,0.34239029642785535,-0.7174157066492204,-0.3323734799238095,-0.24220038185433068,0.4666896665472794,-0.05006015573885284,-0.48961595739496905,-0.6779819422967103,-0.25680009902983025,0.5555598395473317,-0.4519378165085126,-0.2740689156005278,-0.028728004003519655,-0.45289995417444145,-0.00816624892981319,0.16294470781445206,-0.17393000836973108,-0.26774309490633824,-0.2658499724753134,-0.7004855203248905,0.36736820914082924,-0.13782668297091374,-0.4478004818361885,-0.5370251539202151,0.10417578859248897,-0.561908554309774,0.00623260791612834,0.0510953381627828,0.07025415723572583,-0.14642125046911647,-0.5454626595311352,-0.7132080308096764,0.3220632780019844,-0.08032270632335263,0.6152934474962616,0.20003954940743723,-0.47379571172479334,-0.1786240545211627,0.1113917594709635,-0.3914619117627826,-0.5790045145818993,-0.12615371503605982,0.43982823543571,0.0,0.05341460531476192,-0.41249921184792554,-0.24349816421926865,0.420367494991139,0.5597760144452877,0.05178196594059828,0.5531135929352391,-0.7822257986979713,0.028070996142458737,0.050589674411731914,0.1894376937237728,-0.03696803662495319,0.13398532498126947,-0.007705874061698291,-0.699207491152304,0.42594530639325384,0.29338153567728426,-0.07726719572472555,0.005893065819514564,-0.24750262005484172,-0.4142847316491877,0.1744631225568374,-0.2612725793288626,0.6008441770412091,0.6039245760940386,-0.49150511526360147,0.390019972837684,-0.12450981153571435,-0.515935213076726,0.4100118440521523,0.31712989608516984,0.1509539960783569,0.4957384172414127,0.0,0.3109209497970082,0.11950872351429537,0.328044367123937,-0.4254712110623816,-0.1267358425698893
Heschl_R,-0.15287791113384494,1.0,0.6066304887610552,0.3618477356844755,0.7707101783624257,0.7117385833552863,0.232214767170468,0.12397305691477196,0.6996604026122827,0.46840805467321706,0.23233931002616168,0.5942837729256596,0.1328918432535133,0.6113793908216786,0.7237585461869602,0.741342787339066,0.4437490063868296,0.4184647047363135,0.507228060688631,0.21430947864553457,0.4380886737124018,-0.01425841967766234,0.4975844737022442,0.09201480697040354,0.024394335199136183,0.7051337353250076,0.15624771207056978,0.11858958823345125,0.02071283156656307,0.6141892914752939,-0.105836708442667,0.024988449751258687,0.3659667421889977,0.3461484214672862,0.5469590514191147,0.8363388116480747,0.611587598722369,0.5625075067744619,0.44431614949639797,-0.13930331246937433,0.58762269372496,0.2570055877761221,0.6226582672100388,0.1587043072963766,0.4620699867217743,0.017654602641058514,0.08198628301352547,-0.1656122436722982,0.640584832837516,0.5319304996897336,-0.16675223640738626,0.8047052610902965,0.5583860727557078,0.6202740645364226,-0.19348120296159657,0.5166109251414698,-0.09896057533682553,-0.09663754573048476,-0.06200657444950758,0.20834620901561418,0.12183993218548161,0.21447081953802574,0.07967596592318722,0.6395813681024445,0.6543355880511618,0.6106652002254779,-0.19228676627775498,0.2486819579072866,0.2724950141937117,0.07069545878756953,0.5663862995629163,0.16405361358082074,0.6485757983838174,0.1225516218546935,0.6214651562135021,0.49064703011105554,0.23253888189132566,0.27176525292935566,-0.09209062697296133,0.48891728331877704,0.0,0.7711258713746832,0.10466494853838296,0.7704194704013947,-0.198983639971025,0.5037113396541193,0.5287393552873713,0.43607056384343085,0.16219179861500221,0.5980586792816791,0.6919920801930631,0.09324680771459203,0.6881868859611023,0.5923757203715759,0.07964337497282077,0.15454362475837652,-0.12489828527744172,0.5896084210886029,0.5757953733246791,0.4182887310090784,0.7086132976349835,-0.08199677960079528,0.5029471241645264,0.0933260309462413,0.13379780773963257,0.1854459278509512,0.06972279451740183,0.4144958320545119,-0.14865019208627606,0.15843670341316402,0.4106947492290594,-0.29045015872627256,0.5006630135785434,-0.08156932293537138,0.0,0.2988836551840238,-0.05504885609221579,0.4085783095548641,0.6098278874072436,0.673420489773241
Raphe_D,-0.46754917342387536,0.6066304887610552,1.0,-0.07157090019641246,0.6029778954406092,0.41997115125245377,0.6181588017566492,0.5306343898971556,0.3933546852134469,-0.06181700215078464,0.19195761184109533,0.17509619571845322,0.3926202311799009,0.38329212924209644,0.7121837935744368,0.32887484620044855,0.2551812048337662,0.3984587561319136,0.7394882635605984,-0.32392730827472593,0.38951899358726505,0.36071357163264917,0.28315383710820186,0.24052648363159881,0.39980746046544724,0.3006463364391992,0.34898863828932536,0.4875622383815111,0.38922005359938,0.06868584130084086,-0.3219478305352188,-0.3376953369033955,0.09904173951466122,-0.06551156430238121,0.3204782870855853,0.5424875196714303,0.5065992866638742,0.1865919103454401,0.5245356091037042,0.03659242956209861,0.5452279854992413,-0.21514789391025507,0.3501937877451793,0.5029493684441916,0.596624789803017,0.08299505427857845,-0.17287881115193043,-0.20188372611932062,0.574675121764901,0.22790733371685545,0.11729879890086034,0.44478652079969966,0.14459678493594763,0.4639171758442374,-0.09890414047154988,0.5035580376228703,0.17072169108431856,-0.3171735126566374,0.1190467979851293,0.4027922223541257,0.40705618205976335,0.05881994540697544,0.2885058678878872,0.2059506380166468,0.33056566074864296,0.37300158617523493,-0.13753018476402168,0.30072102843424714,0.48498565407856525,-0.3193042262135694,0.35752393640761065,-0.17227270447565576,0.2187416990850898,0.2993021061718231,0.4150025207598386,0.18069420675290582,0.4462802124898234,0.5422742956722925,-0.143959537557552,0.17079242134507425,0.0,0.3916013659502657,0.4539648013198237,0.539996982832669,-0.4332894332762444,-0.06280316946437892,0.16435703758308187,0.05948209125467103,0.57602173798738,0.3819297098327145,0.39221331296700457,-0.10572272212710686,0.3448515731099441,0.2007328735913532,0.10839622491903876,0.4065269416796721,-0.5097545368377127,0.47311264079362453,0.3647358512203143,0.3321882149219895,0.5400394372931407,0.09873109128448544,0.31662932391771387,0.2899429567162101,-0.23341353549757982,-0.29814426374456826,0.35988364608592494,0.2456953490389577,-0.05436203383811786,0.4368579805292587,0.2342426516431458,-0.4933781690515528,0.20856562160147693,-0.35208990296551385,0.0,0.18175887481917796,-0.09710168808902846,-0.05711990802050085,0.6455973527711706,0.39075835314216056
Supp_Motor_Area_R,0.4412297042766491,0.3618477356844755,-0.07157090019641246,1.0,0.27707632052295267,0.4244495741967515,-0.6041117154611726,-0.5255625292502439,0.5746811437994416,0.6666157030861928,0.24809777659080692,0.7718322494830261,-0.23478865393846196,0.3562790806938493,0.11633123650987255,0.689820444495417,0.03362755386765489,-0.08032500536049389,-0.41022580748505,0.5869045562166119,0.017405855967840028,-0.362447639973336,0.5681906946317724,-0.10919386646485658,-0.4306615626099841,0.6379165424143988,-0.2113172953324931,-0.4775839207285562,-0.6014508359764087,0.6928997565345438,0.18376071364777768,0.41081512513138363,0.7355430340081737,0.8256430761099559,0.3465096384670594,0.3959401154401061,0.2049847727692279,0.5838441007668981,-0.13270543430530082,-0.11118698774693062,0.2524001189981414,0.47160790619489484,0.42038697890507093,-0.37832349425552353,-0.09871194633215426,0.020521791066747206,0.5409328980430669,-0.14938520808700165,0.38400167646766703,0.49184995575070656,-0.041750252948408735,0.5513094034650994,0.7640151024567907,0.3763223313076418,-0.21038322439502302,-0.08353263804366622,-0.43506172074165816,0.34568569237330876,-0.2695416521786987,-0.25202280261237814,-0.38857201858194096,0.41990657113153534,-0.30532220577353814,0.712164708685742,0.6421422675174183,0.2556169614028644,0.12833366647398603,0.18170347046402147,-0.38199800322730465,0.7378064001451824,0.4744312993718423,0.4760248028113797,0.6879389377543695,-0.0003692676510786489,0.2376270056173543,0.7720297219810137,-0.3066387857923051,-0.2973834996147438,-0.16161640180511064,0.5820940389402387,0.0,0.6223116501925285,-0.4132331748100474,0.27734776611335155,0.36015387505513563,0.6394838108444361,0.51572144994252,0.33698775366457934,-0.5931826672951532,0.5557903369910565,0.644939568197146,0.04248286867734519,0.5042118189482766,0.7504794617150446,0.03397489258593664,-0.48112006006234054,0.3361265251307721,0.4434942586379388,0.3893810505936988,0.6262745932433764,0.2706707448174015,-0.04131030100959654,0.5603357063898612,-0.2817370696995004,0.4072083867597556,0.5150084205192605,-0.2604642979220306,0.45443133318103923,-0.06524269266827504,-0.37208775905019564,0.5438891706749145,0.5599462512042899,0.5630437964982766,0.31004226330036927,0.0,0.2889264885965988,0.04785939678921765,0.9061161636325772,-0.12217192530374178,0.5828184649287762
Thal_PuL_L,-0.17528851502846604,0.7707101783624257,0.6029778954406092,0.27707632052295267,1.0,0.7358789932300405,0.30720787276053296,0.054239788874467,0.507937680744833,0.2571545713269356,0.23764147285267861,0.4677001097529307,0.2741238284419623,0.5826766791166552,0.7185405701327076,0.5655443010233172,0.3246313086829714,0.3927532290785912,0.4796638901372798,0.07910823767847132,0.15207239393264596,0.050682776108161035,0.3966450194656372,0.24622286759633824,0.16072624653053968,0.5311656860038412,0.4084696225714856,0.04425958749251435,0.044400420532846784,0.4966724986894531,-0.25150064993696947,-0.11239531193349785,0.45592727821945706,0.20095137775243452,0.503484330985977,0.7936586875390231,0.6427955065752667,0.4837159149913866,0.2795222891399414,-0.13823142390566476,0.6219489538380408,0.1176932061870777,0.576671863904446,0.40889670872449996,0.49884717788005356,-0.08281039105597149,0.13330656979545474,-0.24984318658491678,0.6310538755193524,0.4921390790269869,-0.07092104455153916,0.6936856202596562,0.42492668988834664,0.520315931980733,-0.07714777573237264,0.36354104833065926,-0.07127685120539282,-0.28365909214435475,-0.03227963240663766,0.11475912018953127,0.028980093606614788,0.16618626978915255,-0.0710062778650684,0.4849721800587196,0.5866435043713476,0.549997224113739,-0.11194852189502336,0.24333370124507167,0.11541261417748105,-0.013641213804007317,0.6012414500898061,0.2936518222909105,0.5897387201208139,0.24923822531991563,0.5778091649576214,0.45913595802170754,0.29741297694777696,0.44612385649058767,-0.09693762765870596,0.5658947732419105,0.0,0.6827433257670511,0.22046244010532484,0.7597429459597068,-0.21148924194680377,0.270666690493319,0.48566445159028615,0.31489635354274104,0.18188189176860062,0.5573364948733422,0.6373244546730599,-0.013206053913890469,0.5676650491009193,0.510334617210437,0.22928793822649618,0.17577320142454075,-0.17465987109110848,0.6232499438336239,0.5279093898569106,0.3001782250480313,0.5772347650028176,-0.19675487310853532,0.5224803071734322,0.2779368172290975,0.08239842028628232,0.1709513895260989,0.13999816851790553,0.614835340380427,-0.23464649862463532,0.1660292579351496,0.3062790796626092,-0.3466654659020036,0.2690502894757915,-0.08725618747394008,0.0,0.4662100313114713,0.08595327783558179,0.3007454746198685,0.5200630342340564,0.6079118821276658
Putamen_L,-0.10962034031271752,0.7117385833552863,0.41997115125245377,0.4244495741967515,0.7358789932300405,1.0,-0.00029992078827205767,-0.09528842569131564,0.5677953847534591,0.5182422955664759,-0.05274196487610981,0.8052119014564294,0.046674256468127055,0.9294104011041453,0.6412767960353295,0.6712027256275773,0.08622769264151102,0.4135350254256148,0.36893812551530275,0.329191230675494,0.10465426978182989,-0.08709815000214116,0.6208732154316323,0.12894261013684308,0.0468972390312393,0.6856888004303724,0.12860745377738592,-0.07375331220425235,-0.1567167071891706,0.7439087838380539,-0.018466591875928806,0.07719123285240301,0.5735630378048463,0.26914818270583263,0.8617295207756318,0.7627683760730681,0.8976582153956134,0.6859173446042913,0.17003287492935393,-0.12430059546027142,0.8288035161366228,0.29775723030989093,0.9313713989278238,0.1859931981287966,0.3290044974667347,-0.05151406008677481,0.4248338036987362,-0.03883636415383624,0.8388626245323678,0.9083836429642754,-0.0697805466884256,0.6635988671759904,0.5051963072616095,0.774992642649353,0.05297773584649403,0.16720442860147,-0.14326190349971787,0.06777874741487962,-0.05217477889941653,-0.03794228127107714,-0.08526102603661163,0.4177589910862282,-0.0803526699110538,0.7463829338471838,0.7069093461028504,0.5370144511468811,0.11810658483289518,0.30593130960962966,-0.03252955492668057,0.303872005566441,0.8940039258579632,0.3681005595271488,0.8451596264958045,0.37603366091871626,0.5392030759449661,0.7290166553824639,-0.04690780691122482,0.2275286285451346,0.0369513768602896,0.5737985956295452,0.0,0.8761356431297331,-0.007166240069049802,0.8968917795574146,-0.07001164086688587,0.510533389232888,0.8978137845285102,0.33671303204872605,-0.061049517274778364,0.6498361671503715,0.8023556130465881,0.07431255941479313,0.9019824469600695,0.8299512546053244,0.057472277401663975,-0.06755900943833185,-0.011547131131974402,0.5022556990338123,0.8799417664115006,0.28349037283507905,0.596491189733934,-0.09099879926892966,0.5670474586293649,0.07875779348331165,0.2646474298723984,0.35268462461983235,-0.044850333277707204,0.574104024646983,-0.13227380852648332,-0.015454423959629638,0.4320634713652878,0.0037347821018151616,0.4760752669931726,0.09716565155387735,0.0,0.38944873732015833,0.16302810178104413,0.6164730166458677,0.3778982793846438,0.8901735876491258
Cerebellum_4_5_R,-0.6381157475353558,0.232214767170468,0.6181588017566492,-0.6041117154611726,0.30720787276053296,-0.00029992078827205767,1.0,0.7373637621770469,-0.08034033945103691,-0.5911797467982512,0.23287157394733635,-0.42277277390240176,0.48860221691614497,0.026996640464899406,0.48419177621034704,-0.11874697650718635,0.3225249162193388,0.28819230820438385,0.8289947230958941,-0.691842858653082,0.3730974291035665,0.6913627108499826,-0.3347573310634514,0.17743536858068898,0.6801173122858533,-0.26393100848535356,0.4129838040148643,0.6696809898487615,0.7825013424246977,-0.44706572399287475,-0.44694621850242433,-0.6394681710167543,-0.2662725403498492,-0.5484551317276072,-0.06107553323551452,0.0943162270251542,0.24389043450010184,-0.33564071079628266,0.6194442342117131,0.18694380063989355,0.17178044284921426,-0.4118496696408718,-0.09775535996936663,0.6340321147843664,0.5652766146639113,0.04725484570325835,-0.5499750661925971,0.10070353202699561,0.12768734037419757,-0.2091527371130517,0.24644686257300838,-0.08587425304299849,-0.3181673649129495,0.058517839755568436,0.183863604738341,0.5407329152300413,0.5926004160270019,-0.5687077900663454,0.2899448004080488,0.4676925103148676,0.6032156864785202,-0.2078466551467138,0.37865805669601804,-0.33368895045203245,-0.20328882989191366,0.025100018897242993,-0.09947890425570997,0.07254479988294303,0.7099971234990635,-0.6587738484637676,-0.01143917571501079,-0.5386753158743866,-0.3000896367793876,0.2947026059026824,0.14948376903912253,-0.26986005214695385,0.7973109132637801,0.6467506665406312,-0.09850259398333414,-0.26626380199353633,0.0,-0.16942507045756477,0.5769055452223828,0.21443656396293326,-0.518811075546304,-0.5070548862492272,-0.25221460768695453,-0.2227544844970455,0.8885225502211423,-0.06442123408473009,-0.16219881322496416,-0.2166454406097617,-0.13173787008287652,-0.3573154498966103,0.13159474939681712,0.8359968866726799,-0.5661162970030461,-0.049514843788313036,-0.04929005257141426,-0.077926927570785,0.3578729292190176,0.12082416623664334,-0.14101236071157577,0.41462238503862936,-0.634696697957036,-0.687384340478249,0.4790780624601785,-0.14447349683788596,-0.044554346864175996,0.5978200866887963,-0.3597856716029342,-0.7024364212328639,-0.3608017846320419,-0.556886050839143,0.0,-0.22828616780353905,-0.05439989208993345,-0.6096045567657626,0.5371754426163174,-0.11050448142730201
Vermis_4_5,-0.7947276443026214,0.12397305691477196,0.5306343898971556,-0.5255625292502439,0.054239788874467,-0.09528842569131564,0.7373637621770469,1.0,0.051680486097772836,-0.39947678117032226,0.15786924639303013,-0.32606773872531974,0.39652480137240526,0.008691813638694678,0.4017041346547195,-0.08877562223294562,0.11423619929148485,0.07748731887058698,0.7302653026108918,-0.7014486344079388,0.5549527401861147,0.7612212936802957,-0.361546579314417,0.09580763046451105,0.6451111461411483,-0.13010742327283725,0.2712421461265062,0.8963174842793269,0.8163784795229188,-0.4820160595991737,-0.4721328414069652,-0.6857904568238264,-0.32225984616114056,-0.4709467235341543,-0.05902702292790249,0.06032152434400439,0.10347366118246164,-0.4460072809076377,0.7618613228793282,0.431386816738729,0.04406415133309994,-0.44109916218167833,-0.10545993265140742,0.42956052980137427,0.6301869336123808,0.25754269372557653,-0.6577638011640191,0.19009911396128848,0.06688550262497556,-0.1777828271237737,0.4381965440817004,-0.007496675756284356,-0.20032648019171015,0.00029324173284121563,0.20473358792305177,0.32082292636673865,0.592829478321984,-0.39640222112705953,0.15156243777171435,0.5534714202011219,0.7230318410709267,-0.21862354856094882,0.6669653753609447,-0.1375159348162438,-0.16121946674752796,-0.09340584211499782,-0.01906455089839007,0.38409911928504514,0.860424461735836,-0.44213803583990735,-0.08793069327853043,-0.7714619585832668,-0.401604886129727,0.3067188883814311,0.1522245496908231,-0.2884953141659328,0.6032785587667175,0.5620410268509234,-0.014367080423533525,-0.4674590359603753,0.0,-0.19692207036110404,0.5365826585924842,0.06297797224276687,-0.5100551372705125,-0.5674764015267675,-0.22588627889170837,-0.43973603267098565,0.8792562681586175,-0.17313637304744872,-0.18834284717153363,-0.2040508382075546,-0.10546404304038418,-0.32183976453961927,-0.08351521621946341,0.804938266607592,-0.533907012674052,-0.27322287236419923,-0.019116442539833117,0.07646812081674861,0.14064505990776457,0.5105324846613793,-0.22394813583428885,0.2503949153882173,-0.7124784496047863,-0.7441058252944315,0.5369815238308269,-0.4926977394860367,0.21513122472689217,0.5838500717133748,-0.25833049131846525,-0.4068167396220069,-0.13332042998858126,-0.5792615469296816,0.0,-0.35129075116006564,-0.2202390271157422,-0.4817725689866269,0.5005437162541394,-0.09812684397785724
Thal_VPL_R,-0.15661944482172888,0.6996604026122827,0.3933546852134469,0.5746811437994416,0.507937680744833,0.5677953847534591,-0.08034033945103691,0.051680486097772836,1.0,0.6144609520139186,0.28562615667395,0.634145018252132,0.09889729784433633,0.42890169039142595,0.6700908919521742,0.8169707689776547,0.3127473727289508,0.3432406027004574,0.15282148193046774,0.18238715379253573,0.2964525833636116,0.007472374841974605,0.4052813216232577,0.06707948512757747,0.057901051672509786,0.821149698586195,0.11546543249508573,0.08162009804436922,0.00023962085526084697,0.6503852908988808,-0.1631345308323245,0.024445421112455297,0.3499511546058611,0.4906486633221184,0.3701064838280347,0.737018314455462,0.3909882077411794,0.3958232755191483,0.33084442336664005,-0.09425064903956229,0.42365203737200857,0.1458421183879846,0.4678552213022952,0.0701975136441184,0.5101326055062171,0.19463012995162027,0.09994266326213769,-0.04683620689641251,0.5615575365038878,0.4654599223481615,-0.06450231280528552,0.8084571655298844,0.6937991854307914,0.46048150744926103,-0.11873986575289305,0.2694861748449548,-0.09665951050168137,0.00656043979338927,-0.24250143059580676,0.1927916974166211,0.023704704431070145,0.319355186473454,0.09126773116267589,0.7790341060511924,0.7618754520027972,0.44777145240993,-0.036260031108631775,0.5950022653117251,0.21106898730417362,0.3155506409350286,0.40859905083411097,0.15153086432168592,0.6257057991124053,0.2380939633769444,0.6080701958647903,0.5444086988080694,0.0056426571496660215,0.20055670382719326,0.0407679307087647,0.44828366076245085,0.0,0.7470753352780842,0.03935371943300577,0.6614083461096041,-0.08800486293111803,0.3352949039861587,0.43770613937708935,0.20226251772747994,0.008354677836032132,0.5978569530673762,0.6931726412505685,-0.012926255244549417,0.5557620152579077,0.5722460891939388,-0.02172951768429148,0.023106460456596662,-0.03169315957456723,0.49907557254430746,0.39969454655209075,0.5490369738182329,0.4669059254853375,0.0822027484424955,0.5294263189913256,-0.015725183722719364,0.15355018189257671,0.23608943865586887,0.04441393437202045,0.2919972905293996,-0.079200144765102,0.07883849284330793,0.3611044213235569,0.02315920860223793,0.5837382001782033,-0.07962356773347062,0.0,0.26634872601910836,-0.12351188907345294,0.577510947728144,0.5438249297975517,0.743504783051496
Thal_PuA_L,0.34236224611768246,0.46840805467321706,-0.06181700215078464,0.6666157030861928,0.2571545713269356,0.5182422955664759,-0.5911797467982512,-0.39947678117032226,0.6144609520139186,1.0,0.005591781060675015,0.7145547890717692,-0.2381557631309095,0.4508847069034771,0.14796939970598602,0.6578376365837403,0.19614176532334784,0.1537231895789332,-0.266914401459451,0.7582503924078496,0.13027582223604073,-0.5697438111017014,0.6143323541144105,-0.08979520726617383,-0.5998010295488994,0.7855889526581699,-0.17282161189673587,-0.317799591975437,-0.5144428865221121,0.8576522013850331,0.22464062351917027,0.4415234886864024,0.4137491033732831,0.6827405897568944,0.43006164608560093,0.6022544287467361,0.21817690235776147,0.6166085156512595,-0.08620848529547899,-0.29482006012979245,0.2577420505769259,0.5629111844144182,0.5574501743011836,-0.40751246832706994,-0.06149733996251953,0.028560418167755057,0.34295570961290783,-0.2561560093356759,0.30645754775279493,0.5517274296885598,-0.28466011173969297,0.706764822411896,0.7191659036172781,0.39679786195143363,-0.2213798385482666,-0.15761083162518844,-0.5000883426509907,0.3146807386923572,-0.2780169571766162,-0.11722481830740428,-0.3343581053631418,0.32692252277027983,-0.16658260731256838,0.7221856501576807,0.6202584525795292,0.43680046520094457,-0.26329712921614656,0.16970589430974126,-0.26052104065990933,0.4298734311975278,0.39188363482914285,0.43483800624381036,0.7218125455890463,-0.2939952754406023,0.41662889555573057,0.489522286156196,-0.41755018929064314,-0.3608611290496591,0.14336160456885924,0.5783494177179309,0.0,0.7151619863035622,-0.2831936598373215,0.427797112435487,0.12880322567079053,0.7422569264759551,0.5955653306734214,0.46983157140048004,-0.5156555578456644,0.3934136283615861,0.5464658394765404,0.1935113116962899,0.6576560508195137,0.6981887206026345,-0.12192076117114564,-0.47538380751772774,0.3195950500685834,0.4287325183141439,0.48073080394365447,0.36763772671912504,0.19958536304965152,-0.1502895712506753,0.43341408688420463,-0.2386655534392406,0.5087394311662822,0.6701240125463462,-0.2679211488375581,0.29779510502733664,0.07417344652373073,-0.25487321681450603,0.5542535454206385,0.24681402717276069,0.6658192505082615,0.3536347325540746,0.0,0.32467233581247357,-0.05032284176880564,0.7276948921207002,0.12791972521614375,0.6044787480660944
