,Precentral_R,Frontal_Mid_2_R,OFCant_L,Vermis_4_5,Temporal_Mid_L,Vermis_10,Insula_L,Parietal_Sup_R,OFCmed_R,Cerebellum_4_5_L,Thal_MDl_R,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,Rolandic_Oper_R,Thal_PuL_R,Caudate_R,Frontal_Mid_2_L,ParaHippocampal_L,SN_pc_R,OFCpost_R,Cingulate_Post_R,Thal_VA_R,Cerebellum_Crus2_R,Thal_VA_L,SupraMarginal_R,Cerebellum_8_R,Thal_MDm_L,Parietal_Inf_L,Rectus_L,ACC_sub_R,ACC_sup_L,Cuneus_L,Fusiform_L,Cerebellum_Crus2_L,Thal_MDl_L,Cerebellum_7b_R,Temporal_Mid_R,Paracentral_Lobule_L,Cerebellum_6_L,Putamen_R,Cerebellum_6_R,N_Acc_L,SN_pr_R,Temporal_Inf_R,Thal_Re_R,OFCmed_L,Temporal_Pole_Mid_L,OFCpost_L,Frontal_Sup_2_L,OFClat_R,Thal_PuM_R,Red_N_L,SN_pc_L,ACC_pre_L,Cerebellum_9_R,Angular_L,Thal_LGN_L,Temporal_Pole_Sup_R,Cingulate_Post_L,Postcentral_L,Temporal_Sup_L,Thal_LP_R,Thal_VL_R,Thal_PuA_L,Thal_PuA_R,Red_N_R,Hippocampus_R,Supp_Motor_Area_L,Frontal_Inf_Orb_2_R,Precuneus_R,Lingual_R,Cerebellum_8_L,Thal_LGN_R,Frontal_Med_Orb_R,Precentral_L,Thal_PuI_L,Paracentral_Lobule_R,Thal_AV_L,Pallidum_R,Thal_MDm_R,Hippocampus_L,Putamen_L,Insula_R,Fusiform_R,Cerebellum_9_L
Thal_MDl_R,0.2584004229081277,0.5003407793216438,0.08386178867418684,0.3975897869842312,0.448393568920477,-0.0948257274651841,0.6448872458395509,0.23066430718204248,-0.26889298288627483,0.37605321064932523,1.0,0.5715542450514896,0.4489136388584415,0.5058923762795023,0.3296180713959282,0.5096317873546858,0.5778879536564441,0.5637809511517551,0.20544945533293726,-0.12176411330278213,0.3592846760418383,0.3263946948705121,-0.1627660710041348,0.5625730414586632,0.07807928757330324,0.0001969146014257492,0.8126475125461825,0.3004239858220491,-0.1598939320126584,0.2029797625514386,0.5277436548885627,0.0,0.4456769979361293,-0.06986847573255132,0.8330961629515534,-0.2911524623802615,0.29172320498001086,-0.2990392831402316,-0.34924622354621737,0.626126712614004,0.2094460237980872,0.41090233631320044,0.2503001503433164,0.11967771094689426,0.06158900476209572,-0.05133318436189781,0.2481820366328596,0.04963784486499965,0.4226763306686158,0.09840243299822182,0.607185416555355,0.4470185516496913,0.47609908524995936,0.23177035014520553,0.29600780449862435,0.2619816772222678,0.36870029567960944,0.035486630536735404,0.15934624202677294,-0.040067108818685845,0.5649848461667187,0.1524544858605011,0.646495532404374,0.2671007319348535,0.6236832536436467,0.2787363318342846,0.6470116333571775,0.2493933678447917,-0.06314665363352845,0.26997887508292456,0.40702409849600146,0.34257655106102064,0.14170301081513864,-0.1188702366645543,-0.04140349459452146,0.6956570592036724,0.19175455964393073,0.0945928422952065,0.5913092583146813,0.8167267479599856,0.7226208504456508,0.6719880532833791,0.5343354346351196,0.37448935933136174,0.11674053429713158
Frontal_Inf_Oper_L,0.507926423906399,0.8602393377096547,0.25260828517700884,-0.18834284717153363,0.13216973529098017,-0.19529644347275574,0.8624865183935073,-0.12593779844722028,0.24983132148702317,-0.1594728904392413,0.5715542450514896,1.0,0.6956740220825661,0.4167816305617095,0.16571191407857291,0.6947195505840691,0.8652362880879281,0.0848629966584928,0.6234857815938283,0.3223353026763943,-0.12083305482422765,0.6572802092395962,-0.025056752783025653,0.670497082452189,-0.2869286017002117,-0.09408144186570722,0.5797214690480741,0.052375837319924276,0.2873127755460978,0.4998860467286222,0.7378060527753637,0.0,0.037927358205527034,0.05438330123035029,0.6332162239338757,0.07247887844069699,0.050802200523667095,0.06342345016831186,0.06970049192917993,0.6205279782295402,-0.126234890486644,0.6800654813800073,0.49914484901636097,-0.05605628341762324,0.4576263404657227,0.3982406933012436,0.4556611900947022,0.4149865130497514,0.822476779915808,-0.01632340138605682,0.7918870383293594,0.5782653113543749,0.32158594096717497,0.7109180143031382,0.0181378373697304,0.07601868635227821,0.45107307578798506,0.5324844065222162,0.140897158315687,0.20769229557532604,0.21914447991047395,0.3794917802743319,0.8026232366049085,0.5464658394765404,0.14514990040350917,0.684716879342962,0.7765165309418878,0.717868838011177,0.2905841007762679,-0.16421647748056817,-0.16484152867591514,-0.05277832550588008,0.6732087607677143,0.3663193608855585,0.5119288261594472,0.55755035498517,0.0725497564155259,-0.14383450819592059,0.7483402001608017,0.7375043138782893,0.3415007606945598,0.8023556130465881,0.6927028149636673,-0.18327169457632556,-0.03113910439499894
Frontal_Sup_Medial_R,0.6348098292720713,0.880117305126504,0.23381017740872437,-0.22588627889170837,-0.13015409401874278,0.015961009790339122,0.7788852699665915,-0.1905606334224841,0.22445954286287037,-0.3084971207590119,0.4489136388584415,0.6956740220825661,1.0,0.5160784296458766,-0.008046819859392517,0.9024691655748079,0.7235696760965231,-0.14349483923606166,0.550147335345843,0.5322712787713059,-0.14502890472256316,0.5098338441696335,0.10553445057628859,0.3325361075787772,0.007565579050234025,-0.03728444566484268,0.4801884244567959,-0.16198708380130972,0.35993298790925304,0.5209321511473766,0.9521356959990537,0.0,-0.13576461309069357,0.13323846492349511,0.36586064075554636,0.1582041756637294,0.10956426690439205,0.3149317554910855,0.10018390575705052,0.83170205048087,-0.19164540565053229,0.5528560507893757,0.2574619314094164,0.17974523689709584,0.3011698225493914,0.5800623326791107,0.43996278299091296,0.3832092088790865,0.8691022354150032,0.1290613874506301,0.5888537694241389,0.3378205363795659,0.18586802767179017,0.7166747341292693,-0.11217907525499696,-0.004249879791112412,0.18142646578460062,0.6415373943125131,0.1458953010661318,0.19230844800200222,-0.10259644908794584,0.4980596038903728,0.8364982778722378,0.5955653306734214,0.15726199070134536,0.7022091092655436,0.5415799107738439,0.7374628492330555,0.45454517153783625,-0.20303092437117654,-0.2660348021225071,-0.22027817478784148,0.5205117760294629,0.37275392533759905,0.4995253000389137,0.341623599704067,-0.15717574901371972,0.0594425476008678,0.5882071784510824,0.7055679903886356,0.022450920749945782,0.8978137845285102,0.9304875493269071,-0.17497839440451424,-0.15088244665941558
Rolandic_Oper_R,0.4817066727108124,0.47451761506344164,0.4401298297583038,0.14064505990776457,-0.014571446959555593,-0.08111735412557529,0.5674277498337705,0.19440443657664921,-0.19816266530490312,0.20310626321084216,0.5058923762795023,0.4167816305617095,0.5160784296458766,1.0,0.5396267401416941,0.6586937297353755,0.330985427788684,0.32819709586937906,0.4022323240798252,0.09246765516794443,0.17919481571430287,0.345345274991154,0.0020910203272735428,0.34605427026810803,0.28032655391537964,-0.1123453494845751,0.6691867808111563,0.1776202508726123,0.014387320457570886,0.273869610713221,0.5949534520366172,0.0,0.21901762383314036,-0.02577238452574227,0.5382882637587751,-0.18476545586386978,0.4707056116332131,-0.13120202570832432,-0.20249410935806814,0.7027290427608188,0.09400728411706616,0.4892393449454936,0.4073581896568017,0.4396981641717096,0.1332057898251358,0.12517063213785265,0.20502571272462672,0.0011768077848495905,0.4756762899908931,-0.08632020103442369,0.3117370781540902,0.3758546919547674,0.2751267812655624,0.4145037268431442,0.13267432105743218,0.06797864582151955,0.1951424181891829,0.3213227881977385,0.012676520201420157,-0.05377283915587073,0.09293807623531804,0.4624591394638226,0.6489553979560203,0.19958536304965152,0.5284277652220727,0.3947531284479171,0.4977276791797052,0.29508745607521064,0.11220330596426074,0.22568042256533252,0.23250532637227686,0.08211393906625043,0.2047550450644733,-0.0787824435286362,-0.026223148284121648,0.29830058593522785,0.3668261427280688,0.07348452532207794,0.5336560371272466,0.6077819191330198,0.24296707968584833,0.596491189733934,0.6712149910250585,0.39508326694968054,-0.02793570401048394
Thal_PuL_R,-0.02638797449341071,-0.01696549940136684,0.35306223129195813,0.32082292636673865,0.03239970751835634,-0.16417989434325736,0.17717755682136163,0.1990809674662762,-0.17588773374349587,0.45535085759474786,0.3296180713959282,0.16571191407857291,-0.008046819859392517,0.5396267401416941,1.0,0.09142003442500896,0.052786741703612784,0.48149538731358266,0.15193337957324962,-0.2566288105407676,0.2856780591217189,-0.03462992276558307,0.012920420733297562,0.2761127668936611,0.02792014178700784,-0.01250587997543806,0.41818691573366484,0.20576304971264023,-0.25827689996912145,-0.04281400259535711,0.09413724933010875,0.0,0.3790231070399637,-0.021202197126617018,0.4077517426474875,-0.30506262782471927,0.4364516243228985,-0.4026748928960011,-0.21567203252869935,0.28513480948550846,0.2724919856166449,0.30418540180503195,0.20414506885575223,0.28605049952560135,0.15201423916349638,-0.22219042241533135,-0.007262234849008369,-0.28190494004319755,0.03302665523429529,-0.24061208246171398,0.1715464876176852,0.239988324208661,0.3084199114671685,0.0696438857763997,0.0998866437388574,0.11502316977995301,0.3657445737438634,0.02279681627015727,-0.016238443325612778,-0.13731819151186564,0.3443755824039079,0.037475839382002364,0.17558830855912502,-0.15761083162518844,0.5707831279903953,0.022920918215518442,0.2398010945750646,-0.12849450049944436,-0.020899377497786413,0.28222790828409655,0.3705464226552133,0.14516689690899665,-0.02748818823852509,-0.21366486477908025,-0.2752886748454733,0.2825339481937694,0.23697992360317346,-0.07879591816354697,0.3081416098154712,0.3284836581472581,0.3424051807972513,0.16720442860147,0.1519266195794959,0.48585767653408485,0.21340076355307752
Caudate_R,0.6732419688618,0.8333633866228689,0.2930262825401849,-0.08793069327853043,0.006284913280950377,-0.07035219563406497,0.7520562573474249,-0.029078641547425337,0.031264608523767494,-0.11014011481306171,0.5096317873546858,0.6947195505840691,0.9024691655748079,0.6586937297353755,0.09142003442500896,1.0,0.6220729157587512,0.07812224635381378,0.5204188776079092,0.31501392917242166,-0.0049728011383768185,0.530907727215995,-0.012890926888819638,0.40620733975199547,0.11803769475944141,-0.03375035532585813,0.5612627591467646,0.018140498243269156,0.2347367332391808,0.47500682212413364,0.9197450929183372,0.0,0.11373861816437397,0.026843470204916068,0.4991056163472317,-0.015782379954484737,0.16691484116127797,0.1755168005416659,0.002900310845342103,0.8939238171432051,-0.09776424861520204,0.5701669965369214,0.3542608781746729,0.1816431729341349,0.21411940436184707,0.5008286994041523,0.4789679501660956,0.2932182846244192,0.7904720283167384,-0.010818728471185271,0.4944183376922349,0.38066535652580497,0.20717836442287815,0.6839090353363083,0.020672038404795996,0.040728898379280065,0.24140268016814076,0.48980648507709545,0.13399497512730213,0.2376344278304246,0.07665889433168188,0.5715885664859068,0.8342039314892411,0.39188363482914285,0.3251172183839651,0.6651984157469566,0.5509121083946207,0.6230222197536053,0.23484797759748252,0.00026069342493463933,-0.08719220344559965,-0.08396994970681278,0.5079963974966041,0.1782096341723695,0.37159693632976876,0.3102626718709476,-0.0036372380994755555,0.10386945972749322,0.5746318645190926,0.7230628446122235,0.14671362777767938,0.8940039258579632,0.8798858621422853,0.028469016006513727,-0.12907215704025538
Frontal_Mid_2_L,0.51647946084077,0.8736271798365524,0.11276103813523605,-0.1375159348162438,-0.03989217427533306,-0.04949880816521664,0.8605104647166407,-0.1629401407751625,0.2288219869134703,-0.23672467934326658,0.5778879536564441,0.8652362880879281,0.7235696760965231,0.330985427788684,0.052786741703612784,0.6220729157587512,1.0,-0.017824387054678672,0.5029962627743833,0.43233942483182247,-0.03073532755763425,0.5195985882597178,0.17753536933535707,0.49318406120013014,-0.15681078564018577,-0.0004472706196142534,0.5388768517082825,-0.11111596728623646,0.26928562736438544,0.48880931569752945,0.7114396215993078,0.0,-0.17607607732383454,0.0970785175037713,0.5106567707776074,0.17320067696258878,0.20101273235869493,0.2758125279752341,0.12521909787542154,0.5218237312690026,-0.12487117313228531,0.5722960746402407,0.5053075682223923,0.11058012685105237,0.33202576314057625,0.3328773888519835,0.22814246892068238,0.3256543220060705,0.888001751974796,0.07550585143137438,0.8719327979301977,0.4024382569394434,0.21467558837276474,0.600986031849348,-0.14636505420567486,-0.01541821670417565,0.41276293504311884,0.5822929984735877,0.34774540009163574,0.15848203285845427,0.06286390187284761,0.3514247039308139,0.8129746970964209,0.7221856501576807,0.03599343585136947,0.5426021847833434,0.8164048230287775,0.8225824398061361,0.3611533732210143,-0.16704098984101548,-0.17439695276904693,-0.16402314671623966,0.5266421419794302,0.3171086063612024,0.6478805996156445,0.5848687999543022,0.05330143765563308,-0.14092516276252887,0.7971298592033074,0.6809945431908916,0.3244377167149577,0.7463829338471838,0.7291883246713674,-0.247249020032645,0.06211350864163328
ParaHippocampal_L,-0.18956835647449208,-0.14647050401668996,0.13128460436844902,0.8054585127410717,0.5118590014867899,-0.0039938935191249775,0.05870406300806981,0.6061135995607988,-0.6743155011639792,0.9398590316494085,0.5637809511517551,0.0848629966584928,-0.14349483923606166,0.32819709586937906,0.48149538731358266,0.07812224635381378,-0.017824387054678672,1.0,-0.2816099674961382,-0.7072376092828088,0.6706524910775366,-0.16640186605289295,-0.15137338363872307,0.2878309806369509,0.24926368298668433,0.18411222628043367,0.43695380109088394,0.5724778373872892,-0.6259781071384287,-0.31091559956108455,0.014818891146104103,0.0,0.8072162668587839,-0.20838060982716017,0.6809111208220151,-0.5518412288467986,0.4004467089570706,-0.6534774491621541,-0.5926479698390288,0.25985789118160557,0.6664832866498647,0.13184961518862987,0.17465522668563205,0.20525292510137916,-0.23611188120854065,-0.6012406670117293,-0.18188535564145183,-0.5707054937876628,-0.22153764053230912,-0.1550982765712465,0.0414933329740032,-0.0064428678795087424,0.3747403253287311,-0.23927127303156764,0.401764169086333,0.2279523427937797,0.48327857359007464,-0.4835279589267416,0.12191677992622763,-0.0775277163957496,0.8173957197202176,-0.1274063598818316,0.11715287160238763,-0.3382780357526305,0.7600390577158097,-0.29406131985649725,0.23339133340193713,-0.40384818913642845,-0.5546706507088325,0.7105867936270343,0.8314862382694308,0.6400126297266191,-0.32583976463960596,-0.6092385975252882,-0.5159544600864227,0.33380868077663445,0.32136261116095116,0.16871116796112381,0.14701962707457528,0.3422964326243753,0.8612441337810196,0.15659183639433735,-0.005813500963181097,0.8413900763429257,0.585011410179559
SN_pc_R,0.4625881308678943,0.6673671395792777,0.41461454103306417,-0.6288960024606077,-0.022350386151496468,-0.29617973378408397,0.7148571776218151,-0.32637335260134165,0.5286520162393124,-0.4862549194955654,0.20544945533293726,0.6234857815938283,0.550147335345843,0.4022323240798252,0.15193337957324962,0.5204188776079092,0.5029962627743833,-0.2816099674961382,1.0,0.6404398772603053,-0.6156646420528537,0.7549146222287219,-0.07913657699625457,0.6265406908248994,-0.45181140495881805,-0.5381349786009967,0.3491829589111042,-0.11746197525413565,0.5487422917982917,0.49145647710388096,0.5724253725205636,0.0,-0.2001285543914453,0.20012715575531917,0.24563829376359894,0.26243738922108517,-0.10797370068783813,-0.017656626100839533,0.14507416023297326,0.39384361767620335,-0.432421439613343,0.581149387906033,0.2280116339599183,-0.13664866090522448,0.6866108722791118,0.5328454899965175,0.6300122707105594,0.6750940139723869,0.6374325177097231,-0.11823223890075774,0.604806368768436,0.6985167496184488,0.39913674333232607,0.7877113205465595,-0.055654103355648174,0.0496490341530611,0.020336374360086014,0.7563182689126469,-0.3744864048076605,-0.18955910260279887,-0.17454724948542286,0.4136505408607415,0.5913236042840231,0.6476213441375653,-0.13251886389318543,0.8474021428308142,0.5757334745270362,0.5754699199289192,0.4868189850251373,-0.6161464067881188,-0.5027084820499521,-0.26809747612001517,0.7204853562053423,0.6235497134267701,0.23933445967101968,0.3258675087959998,-0.011277843137709494,-0.2411294592141141,0.59664933567828,0.524361377064294,-0.14912217510502337,0.6010833311321031,0.5977859771802979,-0.4482344026499195,-0.41729460084434555
OFCpost_R,0.38266305027054615,0.5480780059772562,0.18593532821011133,-0.7014486344079388,-0.3818315433688626,0.07294933527087061,0.4703271704637936,-0.506135552170653,0.6806460183799461,-0.7978298852252405,-0.12176411330278213,0.3223353026763943,0.5322712787713059,0.09246765516794443,-0.2566288105407676,0.31501392917242166,0.43233942483182247,-0.7072376092828088,0.6404398772603053,1.0,-0.6915832994372274,0.5354168937057842,0.2839385787307033,0.14387791875878705,-0.38312147340953895,-0.30671785722461903,-0.015155218872932532,-0.46447638259976903,0.7798904430465874,0.5672145466831858,0.4352010934484634,0.0,-0.710065745983351,0.3324815368581077,-0.2535037197444862,0.4372699993474977,-0.04971117852575653,0.40201784695431414,0.37267852803716495,0.11771020488380103,-0.5335080044556961,0.22127624907310728,0.08569175997203327,0.07963242360544735,0.4780007861722066,0.614322025578824,0.3147668190404431,0.6467167832382483,0.5801829898939935,0.2564404480583687,0.43283190833210017,0.3249804053380965,-0.10168279556186222,0.6305076093053962,-0.4013892975801832,-0.1928068495717369,-0.2825584861226614,0.879812904340335,-0.20478046044235787,-0.21424474198946766,-0.7043932055283955,0.2817325511712637,0.316037256888066,0.7582503924078496,-0.4646823010129818,0.5774974843575953,0.31751243303765475,0.6477513678355072,0.726540339744914,-0.7525505907001574,-0.7049314100148703,-0.515103018497933,0.4866218246219141,0.7257641597185992,0.5120020615296005,0.08505179019194156,-0.11413094908407331,-0.22089827630781866,0.35749151477143903,0.15524007949043547,-0.533894248720814,0.329191230675494,0.500140713336082,-0.6544307419185031,-0.46279983225926935
Cingulate_Post_R,-0.0842343520862672,-0.20802580736675474,-0.13054713149825817,0.8338134934860112,0.11888472224438955,0.19407843990529935,-0.1866712701731117,0.4173536168234368,-0.6453514775996947,0.7223970116938969,0.3592846760418383,-0.12083305482422765,-0.14502890472256316,0.17919481571430287,0.2856780591217189,-0.0049728011383768185,-0.03073532755763425,0.6706524910775366,-0.6156646420528537,-0.6915832994372274,1.0,-0.5382777045740699,0.12045954930985533,-0.243460313235356,0.6605788908437294,0.5311384210328038,0.18271993210556253,0.2593054913840895,-0.6321531219713289,-0.3067652391685474,-0.0935247338406664,0.0,0.467933535561348,-0.2615570935904588,0.34581237615733174,-0.42998123476623984,0.49931809626400414,-0.031726524710020305,-0.3335827155450058,0.16629928310262376,0.5970299301606172,-0.011250379280508227,0.17894916930384247,0.3955936054102395,-0.5798164433059266,-0.4716133220404034,-0.45387964758023386,-0.7045901342637342,-0.17350593640811507,-0.1147350370738994,-0.1283637486686167,-0.34035520093631666,-0.015139563786461396,-0.45050922727888365,0.09767719509791455,0.051646023641135144,0.421247614448077,-0.5396083016013243,0.6831950065469894,0.2908325779160648,0.5068928583123324,-0.16429883832353412,0.011564126987171007,-0.4306268770951192,0.5513011566307426,-0.5128463089589521,0.034412461853177236,-0.2485424177150314,-0.46922352809159174,0.8702638170481735,0.718289996768947,0.31902080352883905,-0.47703839112591534,-0.6582733538722901,-0.11633557443867697,0.06428614922070412,0.17877587075924176,0.2140241137324344,0.008748779327481578,0.03139170628864288,0.6073609094146072,-0.07379471042892362,-0.08675872176829734,0.7171685447768855,0.5770012961788198
Thal_VA_R,0.43214414074704005,0.6615208080209849,0.2167795086826391,-0.4674590359603753,0.25095187189762036,-0.2045387548966926,0.7188093712797538,-0.21405577858477962,0.3994029337855315,-0.39966866476988455,0.3263946948705121,0.6572802092395962,0.5098338441696335,0.345345274991154,-0.03462992276558307,0.530907727215995,0.5195985882597178,-0.16640186605289295,0.7549146222287219,0.5354168937057842,-0.5382777045740699,1.0,-0.15096032694197584,0.7763805890291195,-0.417878541065666,-0.3434012939304724,0.38648010339702454,-0.00206300485964957,0.6214305443482298,0.6199756829863807,0.5384087894016678,0.0,-0.06069872392700229,0.11076951789163565,0.3694607723137448,0.19747060157493626,-0.19050777502532998,-0.0595566745699622,0.08498407865057005,0.33148328305538904,-0.34434012180900064,0.41655174890800095,0.3683226384572834,-0.23305649890187102,0.6459338463654953,0.4567625533878837,0.6263162519006243,0.6622470612534366,0.5655046179643644,-0.038632804807981334,0.5680198569442099,0.705275522454885,0.2615487706548146,0.6704873649273405,0.03561951683771251,0.05384864177656453,0.08423048874793122,0.5880157735757555,-0.28518517912706215,-0.1396675895141718,-0.05745340351482284,0.5320436496982592,0.563529134418868,0.5783494177179309,-0.09978507363445505,0.7180380028768023,0.554194935437997,0.5479067060026174,0.3761994572811556,-0.5084230978992603,-0.31174587646295127,-0.029624860818377622,0.7097280981480275,0.4481884217637424,0.2439957138310768,0.3640734305008036,0.16387458996578746,-0.12477457740052489,0.5642349976925144,0.4916613860461754,-0.02638363212400054,0.5737985956295452,0.5029989713865356,-0.3846680512400554,-0.37589004075435933
Cerebellum_Crus2_R,-0.12727770271059596,0.006651893602903848,0.16148361584883109,0.04153772449428957,-0.5129498290852931,0.5518886809209619,0.03554089905486666,-0.22354217234555904,0.10739410668096537,-0.09408603232194893,-0.1627660710041348,-0.025056752783025653,0.10553445057628859,0.0020910203272735428,0.012920420733297562,-0.012890926888819638,0.17753536933535707,-0.15137338363872307,-0.07913657699625457,0.2839385787307033,0.12045954930985533,-0.15096032694197584,1.0,-0.25646765192313864,-0.04068109598775697,0.3272339548934888,-0.09548182315157042,-0.3720113236656318,-0.0281647454965159,0.13707944806202907,0.08431333335612151,0.0,-0.4026451429518987,0.2176719382417594,-0.1909101895642298,-0.06024249324792761,0.40026734498026534,0.3050873464704996,0.20408442079768255,-0.02409396068116297,0.1621150609667247,0.055333064917441735,0.1370945199589741,0.5064762123838032,-0.017710576986322436,0.04837038078884645,-0.37575850418690404,-0.21473948056089273,0.16316053016923615,0.1565159332431394,0.07830262119014011,-0.22659380624497474,-0.2403423233147694,0.07629814280299474,-0.8202319255359893,-0.3584741462437182,0.15866313511633642,0.37292845968580873,0.3398164896125492,-0.013110797884433645,-0.38762507008939656,-0.025894802675904084,0.049199472110373864,0.21355694529404545,-0.11939901458351618,-0.1571356589765296,0.029981009320049257,0.18228850087931814,0.4619080049667365,0.009578786775986932,-0.10444441359128086,-0.29521967683495154,-0.11465145174671482,0.10441320905892648,0.3218720065999139,-0.08578298774790476,-0.10407644799328475,-0.26557037178255,0.16649707730128716,-0.09995064149612502,-0.12885024953796032,-0.04574038922617254,0.14619034542654052,-0.01555438621325632,0.3514080702036853
Thal_VA_L,0.2398284393311724,0.5148785460819156,0.24768604750954565,-0.11628722978043542,0.4949330492371068,-0.2752943937960364,0.6751443076240692,-0.018261568938813876,0.18772695299124864,0.04197004831804862,0.5625730414586632,0.670497082452189,0.3325361075787772,0.34605427026810803,0.2761127668936611,0.40620733975199547,0.49318406120013014,0.2878309806369509,0.6265406908248994,0.14387791875878705,-0.243460313235356,0.7763805890291195,-0.25646765192313864,1.0,-0.43084135444038263,-0.29598966697569334,0.5256313840346974,0.22276765170415438,0.2788244131620612,0.39094736291840676,0.4265520026104218,0.0,0.3436237241934635,-0.009654818429930608,0.6718340567573032,0.0174220930336761,-0.06504705112143479,-0.41491359958578755,-0.1654099155639388,0.3447976309421706,-0.01894567279814222,0.46746205041340055,0.3251416207193567,-0.23549045515760822,0.5781001228147172,0.14799510460400164,0.5496323448444776,0.40060943705243446,0.3942468549109898,-0.18820102083440524,0.6354500046115203,0.7035714494705811,0.5140603104419332,0.5144056083533131,0.252895608735846,0.14456392923597228,0.35741251466770074,0.349028795662055,-0.2439602677690496,-0.2309770090969973,0.3962705129228791,0.3251640449613412,0.5182276320774651,0.3914413668930129,0.2271153976492862,0.55874387582261,0.6473138950522507,0.3152569959178286,0.14218076651881295,-0.24590324502125413,0.041339229220444695,0.2612948290073747,0.5493690542527729,0.22173150825260657,-0.03598413949579099,0.5666851397225278,0.16252551675463042,-0.1470164627812134,0.6160761835766475,0.6162265553669889,0.396394698536606,0.5628257204627416,0.39220457158416855,-0.050136788206653626,-0.09094917860611335
SupraMarginal_R,0.3687859434250415,-0.09147244002236361,-0.13474719555000586,0.4381965440817004,-0.08523371443364598,0.20644691677846744,-0.21925636610258442,0.3724210862376638,-0.5562901257250242,0.31069218926124087,0.07807928757330324,-0.2869286017002117,0.007565579050234025,0.28032655391537964,0.02792014178700784,0.11803769475944141,-0.15681078564018577,0.24926368298668433,-0.45181140495881805,-0.38312147340953895,0.6605788908437294,-0.417878541065666,-0.04068109598775697,-0.43084135444038263,1.0,0.31585360202298635,0.012060740559734738,0.11792191166546277,-0.3199116519683553,-0.18473690825203848,-0.03689134410254209,0.0,0.18320198910329383,-0.2577350235950272,0.00986313798589569,-0.23936911247800988,0.29974581155478053,0.30225504081702875,-0.18367918105356879,0.1588515045818617,0.22255128092125062,-0.07834795005573553,0.2035767321989804,0.25476170217639654,-0.5614059507164726,-0.169349204330527,-0.28713909116015046,-0.4537580996880024,-0.06459437772068034,-0.22417923664072842,-0.28672135822848077,-0.31221911699700466,-0.18520355758488435,-0.38312900394178484,0.13666312661775984,0.018364836180540505,0.0771097056390021,-0.41266524880277433,0.5617271406393207,0.2326997824604323,0.10347220968646853,-0.0014553965133088968,0.04144344970362877,-0.28466011173969297,0.25070537935850257,-0.2824635398423526,-0.10830141100653862,-0.036276994394029545,-0.4878353229376137,0.6294329227191431,0.39494733251124453,0.06702900224498345,-0.30335142651196545,-0.5863081874981683,-0.05731194563192315,-0.17242380990969633,0.2728594485709304,0.31596529558002406,-0.120427072623705,-0.09758702369270945,0.15095900409623256,-0.0697805466884256,0.03976545670301325,0.3876223123509853,0.11920288568952872
Cerebellum_8_R,-0.07805993408554605,-0.12377873533747909,-0.20952217884582366,0.431386816738729,-0.05900501234310925,0.27771479058389015,-0.21326962872104538,0.014298031918943268,-0.2905105434093468,0.26948043574192615,0.0001969146014257492,-0.09408144186570722,-0.03728444566484268,-0.1123453494845751,-0.01250587997543806,-0.03375035532585813,-0.0004472706196142534,0.18411222628043367,-0.5381349786009967,-0.30671785722461903,0.5311384210328038,-0.3434012939304724,0.3272339548934888,-0.29598966697569334,0.31585360202298635,1.0,-0.20142180516413014,-0.09015902715356937,-0.2416010642382324,-0.14705692217054636,-0.09686962066837836,0.0,0.17524172359970053,-0.16902262131540027,-0.008789125607693234,-0.050732924062285786,0.24771344021624264,0.22391313822736322,0.040587706410798306,0.0177371699798151,0.43902445939679363,-0.05934385659071823,0.10611383223945654,0.2298403693449532,-0.3055729204338968,-0.20235625816172564,-0.36421485620769095,-0.4559502447594039,-0.10690077975575303,-0.004753885470042076,-0.1225048934950904,-0.3660783612333307,-0.2442579973957443,-0.2614517623558905,-0.22806804915839934,-0.21214221680998313,0.3721875012970595,-0.27973321814646884,0.5852628773774424,0.27697549733852617,0.11280988166070774,-0.10216331028882861,-0.1299647050797739,-0.29482006012979245,0.13838351081016387,-0.3798797970487869,-0.12650492192211837,-0.028230951337822646,-0.14698247961941838,0.4994008944994469,0.3782361843309164,0.14286877909470364,-0.24175712145797154,-0.3743712824435641,0.16073532047217215,0.043259231159298785,-0.10450662515665074,0.107901293920664,-0.05737538015928198,-0.1924452579850589,0.22696600900070532,-0.12430059546027142,-0.13420371770390263,0.2962257900884841,0.42988965243014227
