,Thal_Re_R,Hippocampus_R,Thal_IL_R,Temporal_Pole_Sup_L,OFClat_L,SN_pr_L,Frontal_Sup_Medial_R,Lingual_R,Hippocampus_L,VTA_L,Caudate_L,Precuneus_L,Rolandic_Oper_L,ACC_sup_L,ACC_pre_L,Frontal_Sup_2_R,SupraMarginal_L,Temporal_Mid_L,Lingual_L,Frontal_Inf_Oper_R,Parietal_Inf_R,Thal_VA_L,Thal_VPL_R,Thal_PuL_R,OFCmed_R,Amygdala_L,Thal_MGN_L,Thal_VL_L,Fusiform_R,ACC_sub_L,Cerebellum_Crus2_R,Calcarine_L,Precuneus_R,Thal_AV_R,Insula_R,ACC_pre_R,Vermis_6,Cerebellum_8_L,LC_L,Vermis_4_5,Frontal_Inf_Orb_2_L,Vermis_10,Supp_Motor_Area_L,Thal_IL_L,Postcentral_R,Paracentral_Lobule_R,Cingulate_Mid_R,Thal_LGN_R,Angular_L,Parietal_Inf_L,Thal_LGN_L,Red_N_L,Putamen_L,Temporal_Pole_Mid_L,Cingulate_Post_L,Frontal_Inf_Tri_R,Cerebellum_3_L,Amygdala_R,Cerebellum_9_L,Temporal_Inf_L,Cerebellum_10_L,Heschl_R,Cerebellum_7b_R,Rectus_L,Frontal_Med_Orb_R
Thal_Re_R,1.0,0.30148385406246686,0.5510043459872659,0.5367722481159575,0.3168170890980173,0.21594202753400582,0.3011698225493914,-0.3278386373275821,-0.18990865839224597,-0.3851080892417977,0.22389637145338062,-0.4118959083620218,-0.2132294058075246,0.3329139972147598,0.601896436640165,0.3332274077085298,0.130592069076291,0.09043284690619788,-0.3937092702911918,0.4777966823455997,-0.17145907652295236,0.5781001228147172,0.20226251772747994,0.15201423916349638,0.596577033239287,0.443272188730549,0.4522710425550133,0.5309750920109976,-0.4044779489060189,0.37056725934153695,-0.017710576986322436,-0.3854669276132117,-0.6117738995101314,0.5745033095871738,0.32030940406971137,0.2720795259012367,0.0,-0.11755039865962298,-0.3791701571582007,-0.43973603267098565,0.5300233498218081,-0.19784258674961608,0.3283327433105011,0.48475749288395037,-0.15900323081872897,-0.06610729814542153,0.21203431993699196,0.5450707792481583,-0.014509447687248841,-0.12266113769108815,0.17082421425222358,0.5096548803196815,0.33671303204872605,0.47588646876583746,-0.3325824540567107,0.36130902828412825,-0.3717433954809862,0.29588572256951556,-0.20128567297860184,-0.07129972287595954,-0.07773762773005556,0.43607056384343085,0.21215066677268707,0.5930852428892426,0.4435392867378936
Hippocampus_R,0.30148385406246686,1.0,0.7719360981242337,0.43383601745922434,0.0016580916585379507,0.776465407139348,0.5415799107738439,-0.0010494587675836287,0.5005307054329657,0.4543738486150697,0.5424030350338576,0.0019743767655383566,0.14054719311357522,0.5880627091055555,0.5401001566380841,0.676092588286358,0.03534269517005126,0.13059895470226093,0.0073421257741120355,0.7333552763973121,0.1096243023131011,0.6473138950522507,0.8399710717956463,0.2398010945750646,0.08170237284179929,0.7767784729866887,0.5562414227763759,0.7650595854189095,-0.023649021530230185,0.49448562664709944,0.029981009320049257,-0.12721702138129667,-0.07293302902385386,0.5782737222028376,0.6631043197737561,0.43559777896067714,0.0,-0.01003638384278648,0.02492838270807919,-0.024684173032143313,0.35861897862672826,-0.10160559026566231,0.6477144233833179,0.6322032460803025,0.1466489928325368,0.2836717310397271,0.6345762593186133,0.49321472913872993,0.022258472773113408,0.059071258819203505,0.45878712052907294,0.5823840013343604,0.677715108080637,0.2227898668910508,0.20853486042376537,0.6315103832305218,-0.05638561526056382,0.8550839763473653,0.0513379740725455,0.027313006372416744,0.023884874835831613,0.7712289642190076,0.09329132398691095,0.22661879283228947,0.1995583687231253
Thal_IL_R,0.5510043459872659,0.7719360981242337,1.0,0.5742811854249074,0.32457400066847103,0.6078764555737596,0.7160449770224222,-0.4328396353700957,0.05959671667422278,0.15351744429293837,0.6078661172549984,-0.2818460467448558,-0.0434505800763298,0.7045655293375798,0.7438045005928154,0.7777327777715423,0.02116431655554272,-0.029777698721173293,-0.43973029396526675,0.8841812335902722,-0.04347273999159132,0.5836455576585942,0.6503852908988808,0.021351869956977482,0.4781649550433362,0.7647042658719138,0.5639092067065931,0.737388024576067,-0.43690662338533853,0.6519356815187215,0.03975226817840406,-0.1685668234887581,-0.530757694168877,0.7560288054458342,0.7453868477032017,0.5555853347929164,0.0,-0.27219274347144523,-0.39646696680719057,-0.4820160595991737,0.4697337030689342,-0.14435034351716414,0.7649708097871244,0.6479764304972795,0.013309189722845588,-0.0236455129896767,0.6429100494141565,0.6479805379287134,0.022995362958396975,-0.1778720523520608,0.13066939718140305,0.554590225126936,0.7439087838380539,0.46459467367816387,-0.09862915529714764,0.8029762360969449,-0.4905977517645946,0.7475968311481878,-0.24610488877966236,-0.1814914860881294,-0.25416675782979775,0.6141892914752939,0.3295017250958127,0.5111799001642473,0.599359192955189
Temporal_Pole_Sup_L,0.5367722481159575,0.43383601745922434,0.5742811854249074,1.0,0.25467187985475465,0.3069634626646399,0.43499656862154634,-0.31710437207635533,0.03812040360208255,-0.06804809957545266,0.37308043277263253,-0.5657910484616284,0.16531451679514195,0.4540258554238437,0.5802927541381901,0.4713889148154928,0.3599245906319665,0.374010274603714,-0.27688363314268694,0.6559022740107209,-0.22010536357467214,0.6888636012873336,0.2919972905293996,0.033381451947692195,0.38624590854826235,0.4504732941949179,0.5706287519127612,0.6173145862563068,-0.38404040103459036,0.4346714496555221,-0.40615900172409203,-0.4590299047935046,-0.449187341383408,0.4682382109711503,0.3820151237916087,0.3596860627264871,0.0,0.02205791749790482,-0.5571456579374324,-0.4926977394860367,0.8120153446567858,-0.43502962921863864,0.4168244706934048,0.3308456562644835,0.07198850754871464,0.021057008687690996,0.5082965431228258,0.7191491977266243,0.21295608136675814,0.007196876756802623,0.034676393973822064,0.7757088383668673,0.574104024646983,0.8932541471682764,-0.30320030832848777,0.5219348770315666,-0.46184041213785443,0.29357818001205166,-0.5418810527987757,0.3039577560893207,-0.0795140314010041,0.4144958320545119,0.09312580979305074,0.44558156815071126,0.44870008503696507
OFClat_L,0.3168170890980173,0.0016580916585379507,0.32457400066847103,0.25467187985475465,1.0,-0.10117121209454498,0.23959849877062916,-0.5033795191295127,-0.4247540423369447,-0.2810330556964582,0.08304159238966213,-0.16811520894875093,-0.18133973663259786,0.1416656817794923,0.2980019412214516,0.24269530811702736,-0.07269719663435882,-0.2286410283451633,-0.571544274219415,0.2193486405506517,-0.14855738797814397,0.009289648250643497,-0.07962356773347062,-0.18085639755021204,0.4205216929712846,0.21773067551124692,0.05315091208862476,0.08401728781085621,-0.5833543359069969,0.22144766739683183,0.10848045785840332,-0.1286828120317628,-0.5231050016123276,0.374122325807898,0.13914244568181217,0.12268571200263467,0.0,-0.37641798975790614,-0.5200706431664303,-0.5792615469296816,0.2555178077361046,-0.04662788026823469,0.34366624074440366,0.2954308543134994,-0.001199338364645986,-0.17086720784372098,0.20675223521517735,0.33095651683926125,-0.06073611295661941,-0.24377265521771713,-0.13886447542364783,0.1033486848848864,0.09716565155387735,0.27563420062066896,-0.09728741086410915,0.23874246887866585,-0.5586740808015662,0.14382037322913563,-0.28443417221861955,-0.3277624953476397,-0.44269005595964206,-0.08156932293537138,0.29569392299594716,0.44211799393556406,0.41187129186910443
SN_pr_L,0.21594202753400582,0.776465407139348,0.6078764555737596,0.3069634626646399,-0.10117121209454498,1.0,0.44032530630303957,0.07691223681882976,0.5610931221052958,0.5126517121448233,0.46200767132355247,0.05140110400303237,0.23072751553371462,0.5022412275707167,0.4172371446665503,0.4999912946186709,0.05020658912079068,0.23384155104890414,0.1330213146540659,0.5839793349668166,0.07660165257379846,0.563147732358391,0.7483291697362554,0.24989559628989017,0.056369811274156675,0.6154009872978345,0.5712578020773095,0.650749029972706,0.06010897262020698,0.3589707078531363,-0.008786773861638855,-0.0672393327989271,-0.007486142800752535,0.35912367722799143,0.5453016680552039,0.3963398590783448,0.0,0.14281435031841086,0.1489584630282238,0.1119098010404111,0.22870752189692234,-0.02234039258018733,0.4805424109229992,0.3688996963483006,-0.01349213394719225,0.036372814116015624,0.4365553349871955,0.40967993016461196,0.07329863314283282,0.12553187839687538,0.44691213001363456,0.48484929008484995,0.6029742781909212,0.20247374292600256,0.15854858420856482,0.49144114092227026,0.071706266082571,0.6215374867685747,0.12766825661630063,0.1875942522146574,0.06151777860839896,0.6472782885980255,-0.08430895984048507,0.062128385843678975,0.16554994461909928
Frontal_Sup_Medial_R,0.3011698225493914,0.5415799107738439,0.7160449770224222,0.43499656862154634,0.23959849877062916,0.44032530630303957,1.0,-0.2660348021225071,0.022450920749945782,0.1976035992343225,0.9372896467734778,-0.025992421417789468,0.23923669179708792,0.9521356959990537,0.7166747341292693,0.9046007079206645,-0.06963069315072916,-0.13015409401874278,-0.23242261207307643,0.8075750391263871,-0.05602645422278532,0.3325361075787772,0.43770613937708935,-0.008046819859392517,0.22445954286287037,0.4111559238275934,0.340579671568461,0.592421458855183,-0.17497839440451424,0.702606428930923,0.10553445057628859,0.008066549665644506,-0.20303092437117654,0.6636740114862997,0.9304875493269071,0.9309748752252622,0.0,-0.22027817478784148,-0.2135437768230527,-0.22588627889170837,0.24522852722295926,0.015961009790339122,0.7374628492330555,0.3434541739937162,0.24900608317105752,-0.15717574901371972,0.7850875034277397,0.5205117760294629,-0.004249879791112412,-0.16198708380130972,0.18142646578460062,0.3378205363795659,0.8978137845285102,0.43996278299091296,0.1458953010661318,0.9123870387411751,-0.30915766691721885,0.46282480155049965,-0.15088244665941558,-0.12973114468469688,-0.21920753786084943,0.5287393552873713,0.1582041756637294,0.35993298790925304,0.37275392533759905
Lingual_R,-0.3278386373275821,-0.0010494587675836287,-0.4328396353700957,-0.31710437207635533,-0.5033795191295127,0.07691223681882976,-0.2660348021225071,1.0,0.6861732674538963,0.3011386297465086,-0.03562453232382945,0.3928639024435434,0.3606073109423703,-0.1621752215923446,-0.4927193311442002,-0.34915121910438535,0.06638367175211395,0.4291159706161488,0.8995548001902179,-0.3500013513453869,0.17049270827013732,0.041339229220444695,0.023106460456596662,0.3705464226552133,-0.7144344314102354,-0.3698354004963942,-0.11923365115229966,-0.07959171249864162,0.8612065521273432,-0.5353671110435516,-0.10444441359128086,0.2997011974291584,0.8129711332815494,-0.4820477355950068,-0.1851574491765847,-0.14851717816143606,0.0,0.5821904188078444,0.7597537204999409,0.804938266607592,-0.3124701911670983,0.08247616991586502,-0.47730236580700247,-0.4257386509405364,0.09772514858370261,0.34355953911403475,-0.24025156723049446,-0.5171497069410781,0.13651354671174923,0.4595661895867341,0.3164570581282905,-0.25086282025508344,-0.06755900943833185,-0.3492139099341977,0.1888474973276016,-0.3140441583283263,0.8508777491215074,-0.18807338288818506,0.5357036719820395,0.5654111895352777,0.5947071701100635,0.15454362475837652,-0.39671716378781885,-0.5506243267839401,-0.7702597674130943
Hippocampus_L,-0.18990865839224597,0.5005307054329657,0.05959671667422278,0.03812040360208255,-0.4247540423369447,0.5610931221052958,0.022450920749945782,0.6861732674538963,1.0,0.6681048184402374,0.18557399077864326,0.3067827565376362,0.5440356818507024,0.12942243197660877,-0.13385590600136524,0.000336454563789541,0.0861181914641092,0.5272719979373285,0.7698069486181707,0.07610472081081696,0.20213698080584797,0.396394698536606,0.5101326055062171,0.3424051807972513,-0.5306049450386687,0.15984893825089577,0.2789246305860897,0.31132990825764506,0.5796589676657612,-0.22792272812729117,-0.12885024953796032,0.2128860342146812,0.5855009223184512,-0.24867631554532546,0.10879424343876827,0.06537493425481045,0.0,0.5342422659093438,0.6571138136667117,0.6301869336123808,0.09032051478715701,-0.05305976892404696,-0.08406306441303335,-0.13815268260970512,-0.04988685492761474,0.2560362663840298,0.04806616275128215,-0.1172862962545616,0.20512658576840861,0.4415907094515225,0.5745932842890208,0.11017878447203827,0.3290044974667347,-0.07849297562763231,0.2775254411232232,-0.009500019527985093,0.660119555062404,0.2323794751161509,0.512056589083609,0.681242131900963,0.49779805503603225,0.4620699867217743,-0.37798950402467824,-0.5310514491634355,-0.40082497265103306
VTA_L,-0.3851080892417977,0.4543738486150697,0.15351744429293837,-0.06804809957545266,-0.2810330556964582,0.5126517121448233,0.1976035992343225,0.3011386297465086,0.6681048184402374,1.0,0.2300434853301064,0.3993050386150473,0.4856784156696816,0.21819028132296606,-0.10353357303744447,0.231845099649686,-0.08743607537419242,0.20593582271618352,0.3744524590523181,0.19523674984379494,0.23029438663381852,0.09050708484286288,0.5950022653117251,-0.037075389184546635,-0.3426201674810889,0.2667701282714289,0.06952788430294742,0.18876354879023519,0.21762485039719393,-0.01913138641544199,0.037289865040362094,0.24719688606853576,0.4198136831484955,-0.06828774007815913,0.22638603602040908,0.1640223531724763,0.0,0.20770473348620352,0.391898936488036,0.38409911928504514,-0.011085891694427693,0.12361981687340669,0.2582365018564875,-0.013899851979637865,0.05439629540448226,0.1561432108846062,0.23904503119899861,-0.02951043269549201,0.06806354814352056,0.21414803062071103,0.3299038211371022,0.031209614675199466,0.30593130960962966,-0.15347421683104379,0.4974237762677806,0.1710967159153365,0.2624654889470049,0.27352978927478466,0.28856385329223966,0.2601300276465344,0.11948032272373917,0.2486819579072866,-0.21428747471653525,-0.3432403163805843,-0.1619839009768293
