,Rectus_R,Insula_L,Thal_LP_L,Vermis_6,Precentral_L,Angular_R,Thal_VPL_L,Thal_PuM_R,Paracentral_Lobule_R,Thal_PuM_L,SN_pr_R,Thal_AV_R,ACC_sup_L,Hippocampus_R,Fusiform_R,Parietal_Sup_L,Thal_MGN_L,OFCpost_R,Temporal_Mid_L,Parietal_Sup_R,Heschl_R,Cerebellum_Crus2_L,Thal_PuL_R,SN_pc_R,Olfactory_L,OFClat_R,Cerebellum_Crus2_R,LC_L,OFClat_L,Temporal_Inf_R
SN_pr_R,0.005893065819514564,0.46938354855528397,0.4493110959417018,0.0,0.36156899018308086,0.1237006704851486,0.3603199912773212,0.4763914308451891,0.5629669861539305,0.5165507700492056,1.0,0.454339086758337,0.28039512667607597,0.6150672978809524,0.010035730401471455,0.175792640167962,0.10383732836716912,0.08569175997203327,-0.07629366260874618,0.12435116561018693,0.4182887310090784,-0.1721773113435165,0.20414506885575223,0.2280116339599183,0.3326782958697327,-0.3425136385805613,0.1370945199589741,0.12902934843783115,-0.078243405190398,0.17558949921939596
Thal_AV_R,0.44715292710875226,0.74418941337072,0.6671009901195232,0.0,0.40074144092515007,-0.20200626257194737,0.44295453925588163,0.6148751238181799,0.0663323055700607,0.5241707088779397,0.454339086758337,1.0,0.6506789616283195,0.5782737222028376,-0.4351280807155746,-0.2062153572185338,0.39100613858861455,0.7413471991155648,-0.19221126840665564,-0.2972302945030816,0.4584901340684083,0.1792583003616377,-0.04861624563794737,0.7409283090739799,0.37326585345406643,0.018630482337808122,0.12006652553666888,-0.4166847948251945,0.374122325807898,0.08815627933735182
ACC_sup_L,-0.05006015573885284,0.8196257547684209,0.5654253007224124,0.0,0.36559278915026044,-0.0800436892561231,0.6235887228910983,0.6134138041123288,-0.12691033415030914,0.5416453955080941,0.28039512667607597,0.6506789616283195,1.0,0.5880627091055555,-0.03642925060930312,-0.056255031642341934,0.402029296566839,0.4352010934484634,-0.03689971434520878,-0.10661081726212292,0.6226582672100388,0.10741680030265853,0.09413724933010875,0.5724253725205636,0.8041635308076115,0.10951362903991267,0.08431333335612151,-0.08520033417132862,0.1416656817794923,0.22475996644892474
Hippocampus_R,-0.03998924124495378,0.8254941854021013,0.5962326936363468,0.0,0.3498078346989254,0.04534148157489417,0.8242346664904275,0.8820480343995518,0.2836717310397271,0.8835422186406157,0.6150672978809524,0.5782737222028376,0.5880627091055555,1.0,-0.023649021530230185,0.1248960782315057,0.5562414227763759,0.31751243303765475,0.13059895470226093,-0.008068567520951737,0.7712289642190076,-0.020187840400113226,0.2398010945750646,0.5757334745270362,0.6002583406520722,-0.05135247400866122,0.029981009320049257,0.02492838270807919,0.0016580916585379507,0.1591437730351622
Fusiform_R,-0.7536978237737415,-0.17769883545337703,-0.13419431534990303,0.0,-0.5227703775850284,0.6273877842589692,0.04612742404904458,-0.23943096525547816,0.2665241896774933,-0.10572835190236846,0.010035730401471455,-0.4351280807155746,-0.03642925060930312,-0.023649021530230185,1.0,0.574561400837541,-0.11662231453157518,-0.6544307419185031,0.2347686482985824,0.5343329733847484,0.20535200541263274,-0.23502133284784002,0.48585767653408485,-0.4482344026499195,0.16654121859175294,0.0013647447902483687,-0.01555438621325632,0.810450022117045,-0.5833543359069969,0.5487596550270167
Parietal_Sup_L,-0.4478004818361885,-0.0243727212036514,-0.020565395077624393,0.0,-0.34246687337496573,0.6704798631683425,0.11627589204196294,-0.02330435320723064,0.3962675272657847,0.09897845301939223,0.175792640167962,-0.2062153572185338,-0.056255031642341934,0.1248960782315057,0.574561400837541,1.0,-0.13315397887070343,-0.37764301925910626,0.1295748874668466,0.6932910834515773,0.20834620901561418,0.011475999479327313,0.3118981349880681,-0.2396322112607889,0.12672819042430616,0.034967839170307886,0.11181316418896578,0.6826044191693842,-0.3209990079526128,0.35150318253360063
Thal_MGN_L,0.07025415723572583,0.6130897996679489,0.29068459819140835,0.0,-0.05030621893711289,0.009076514074693192,0.719493332721294,0.6320465627291079,-0.09526104442761332,0.6906036818988059,0.10383732836716912,0.39100613858861455,0.402029296566839,0.5562414227763759,-0.11662231453157518,-0.13315397887070343,1.0,0.23571271367261754,0.2889083611941264,-0.12010858286537507,0.6106652002254779,0.08937543989452587,0.2689351618466189,0.5379218586156473,0.3791095342701619,-0.017481890479234412,-0.22597566737900382,-0.2073781313779942,0.05315091208862476,-0.23019926417760997
OFCpost_R,0.6805756522489325,0.4703271704637936,0.35826341271232504,0.0,0.5120020615296005,-0.5690559932816008,0.23316059642116785,0.43283190833210017,-0.11413094908407331,0.3026255915789247,0.08569175997203327,0.7413471991155648,0.4352010934484634,0.31751243303765475,-0.6544307419185031,-0.37764301925910626,0.23571271367261754,1.0,-0.3818315433688626,-0.506135552170653,0.21430947864553457,0.3324815368581077,-0.2566288105407676,0.6404398772603053,0.09875835617905712,0.2564404480583687,0.2839385787307033,-0.6428450630992452,0.5238214386909407,0.07963242360544735
Temporal_Mid_L,-0.22095103083256332,0.10287802505114978,0.08428708533767473,0.0,-0.4418384830871561,0.35574458798519143,0.32748713803066204,0.10952268841942417,0.15910604197571507,0.22426850175516308,-0.07629366260874618,-0.19221126840665564,-0.03689971434520878,0.13059895470226093,0.2347686482985824,0.1295748874668466,0.2889083611941264,-0.3818315433688626,1.0,0.27497181909656215,0.15624771207056978,-0.09930685098957028,0.03239970751835634,-0.022350386151496468,0.021280972040561275,-0.06158641524361401,-0.5129498290852931,0.20467916231053818,-0.2286410283451633,-0.40072146091218397
Parietal_Sup_R,-0.49150511526360147,-0.14464636364258315,-0.05469755517798785,0.0,-0.3958466857274277,0.6844909629110992,0.0302694270539415,-0.17181089086469484,0.44005158292296004,-0.016762902736268136,0.12435116561018693,-0.2972302945030816,-0.10661081726212292,-0.008068567520951737,0.5343329733847484,0.6932910834515773,-0.12010858286537507,-0.506135552170653,0.27497181909656215,1.0,0.06972279451740183,-0.0858619795132112,0.1990809674662762,-0.32637335260134165,0.1286059158611753,-0.05148791237835237,-0.22354217234555904,0.5592960128550093,-0.36129165621575676,0.11178110189351535
Heschl_R,-0.15287791113384494,0.7711258713746832,0.5029471241645264,0.0,0.07069545878756953,0.15843670341316402,0.8363388116480747,0.7051337353250076,0.23233931002616168,0.8047052610902965,0.4182887310090784,0.4584901340684083,0.6226582672100388,0.7712289642190076,0.20535200541263274,0.20834620901561418,0.6106652002254779,0.21430947864553457,0.15624771207056978,0.06972279451740183,1.0,0.09324680771459203,0.5166109251414698,0.5374775547841574,0.640584832837516,-0.09209062697296133,0.04252124757104781,0.11858958823345125,-0.08156932293537138,0.2679758545699547
Cerebellum_Crus2_L,0.1894376937237728,0.1432407719706657,-0.0200108258639689,0.0,0.043417292855703754,-0.08911347741766958,0.038829211520477865,0.06554640694829161,-0.1137130393923661,0.0462884392321005,-0.1721773113435165,0.1792583003616377,0.10741680030265853,-0.020187840400113226,-0.23502133284784002,0.011475999479327313,0.08937543989452587,0.3324815368581077,-0.09930685098957028,-0.0858619795132112,0.09324680771459203,1.0,-0.021202197126617018,0.20012715575531917,-0.03001126242102862,0.1352706718219965,0.2176719382417594,-0.16464049961893312,0.3275369180348916,-0.02258274507374738
Thal_PuL_R,-0.2658499724753134,0.17717755682136163,0.1913099434249305,0.0,-0.2752886748454733,0.31542329117669005,0.28870230423974386,0.1715464876176852,0.23697992360317346,0.2662435123823334,0.20414506885575223,-0.04861624563794737,0.09413724933010875,0.2398010945750646,0.48585767653408485,0.3118981349880681,0.2689351618466189,-0.2566288105407676,0.03239970751835634,0.1990809674662762,0.5166109251414698,-0.021202197126617018,1.0,0.15193337957324962,0.27363411387317316,-0.24061208246171398,0.012920420733297562,0.3034050463607814,-0.18085639755021204,0.28605049952560135
SN_pc_R,0.5065316492039051,0.7148571776218151,0.5779497572509985,0.0,0.23933445967101968,-0.2259740097605779,0.5501049116929309,0.604806368768436,-0.011277843137709494,0.5690390125450606,0.2280116339599183,0.7409283090739799,0.5724253725205636,0.5757334745270362,-0.4482344026499195,-0.2396322112607889,0.5379218586156473,0.6404398772603053,-0.022350386151496468,-0.32637335260134165,0.5374775547841574,0.20012715575531917,0.15193337957324962,1.0,0.45215519026934936,-0.11823223890075774,-0.07913657699625457,-0.552018727607579,0.3856434624332964,-0.13664866090522448
Olfactory_L,-0.2740689156005278,0.7126194590867639,0.5097260476227292,0.0,0.2476861901639624,0.06383206644719377,0.6066301940850843,0.5244487163675169,-0.006530031864164772,0.5231801746111047,0.3326782958697327,0.37326585345406643,0.8041635308076115,0.6002583406520722,0.16654121859175294,0.12672819042430616,0.3791095342701619,0.09875835617905712,0.021280972040561275,0.1286059158611753,0.640584832837516,-0.03001126242102862,0.27363411387317316,0.45215519026934936,1.0,-0.016315816826202048,0.03356432821165253,0.09588622937757289,-0.09495805530461957,0.1533645825376499
OFClat_R,-0.12615371503605982,0.03654462925171551,-0.04350640455823117,0.0,0.08611005761785895,-0.14887262891091319,-0.02646948922614479,0.015104666698743682,-0.15766208257636738,-0.1121933223345947,-0.3425136385805613,0.018630482337808122,0.10951362903991267,-0.05135247400866122,0.0013647447902483687,0.034967839170307886,-0.017481890479234412,0.2564404480583687,-0.06158641524361401,-0.05148791237835237,-0.09209062697296133,0.1352706718219965,-0.24061208246171398,-0.11823223890075774,-0.016315816826202048,1.0,0.1565159332431394,0.01621320247827527,-0.004410052412319102,0.16775421205949603
Cerebellum_Crus2_R,0.015257709085998562,0.03554089905486666,-0.03301343353486101,0.0,0.3218720065999139,-0.21535684460588989,-0.0747588277132173,0.07830262119014011,-0.10407644799328475,0.009611343771688726,0.1370945199589741,0.12006652553666888,0.08431333335612151,0.029981009320049257,-0.01555438621325632,0.11181316418896578,-0.22597566737900382,0.2839385787307033,-0.5129498290852931,-0.22354217234555904,0.04252124757104781,0.2176719382417594,0.012920420733297562,-0.07913657699625457,0.03356432821165253,0.1565159332431394,1.0,0.16196197616714095,0.10848045785840332,0.5064762123838032
LC_L,-0.7848297429563494,-0.15158394673022835,-0.169593690870837,0.0,-0.40013182563193767,0.6206248444649802,0.06999281981546819,-0.08485663509397133,0.16721883765915022,0.015926887418749723,0.12902934843783115,-0.4166847948251945,-0.08520033417132862,0.02492838270807919,0.810450022117045,0.6826044191693842,-0.2073781313779942,-0.6428450630992452,0.20467916231053818,0.5592960128550093,0.11858958823345125,-0.16464049961893312,0.3034050463607814,-0.552018727607579,0.09588622937757289,0.01621320247827527,0.16196197616714095,1.0,-0.5200706431664303,0.45439860668774823
OFClat_L,0.4957384172414127,0.18043175779444967,0.13530406717626298,0.0,0.32811609815921616,-0.3893952226334453,-0.0218749085418776,0.10694171410000325,-0.17086720784372098,0.05083385241318278,-0.078243405190398,0.374122325807898,0.1416656817794923,0.0016580916585379507,-0.5833543359069969,-0.3209990079526128,0.05315091208862476,0.5238214386909407,-0.2286410283451633,-0.36129165621575676,-0.08156932293537138,0.3275369180348916,-0.18085639755021204,0.3856434624332964,-0.09495805530461957,-0.004410052412319102,0.10848045785840332,-0.5200706431664303,1.0,-0.19085857676312257
Temporal_Inf_R,-0.32434189797206153,0.04722440123069294,0.03578172627067958,0.0,0.0715550456178324,0.1662914959423579,0.023500740160606225,0.015917900548212096,0.18934953346091937,0.0025132250915605226,0.17558949921939596,0.08815627933735182,0.22475996644892474,0.1591437730351622,0.5487596550270167,0.35150318253360063,-0.23019926417760997,0.07963242360544735,-0.40072146091218397,0.11178110189351535,0.2679758545699547,-0.02258274507374738,0.28605049952560135,-0.13664866090522448,0.1533645825376499,0.16775421205949603,0.5064762123838032,0.45439860668774823,-0.19085857676312257,1.0
