,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.6643803659546238,0.9030670925468999,0.3872218763388049,-0.15538797369089238,-0.14274524613847106,0.22183065408355793,-0.451945601209749,0.24475376583627864,-0.6119294207698516
Thal_MDl_R,0.6643803659546238,1.0,0.7708221709464422,0.46016741636418085,-0.35235136558127217,-0.03550309504384243,0.44352789816749544,-0.24871614502564635,0.1816305520444669,-0.5266335732338195
OFCpost_R,0.9030670925468999,0.7708221709464422,1.0,0.47457619096170206,-0.3768383274981239,-0.18830286908692026,0.4042086183347735,-0.30907665433704834,0.30424879237752733,-0.766048880261722
Temporal_Sup_R,0.3872218763388049,0.46016741636418085,0.47457619096170206,1.0,-0.10257399336336137,0.33785745605204665,0.5131880792134621,-0.04664277631611094,0.12124399896291982,-0.30948645424335497
OFClat_L,-0.15538797369089238,-0.35235136558127217,-0.3768383274981239,-0.10257399336336137,1.0,0.23478338686814115,-0.2767856233668207,0.032740434533712885,-0.1312432367604067,0.5468532816583591
Heschl_R,-0.14274524613847106,-0.03550309504384243,-0.18830286908692026,0.33785745605204665,0.23478338686814115,1.0,0.1627551641752038,-0.3222761015911314,-0.6967890274531086,0.03337238229736873
Cuneus_L,0.22183065408355793,0.44352789816749544,0.4042086183347735,0.5131880792134621,-0.2767856233668207,0.1627551641752038,1.0,0.05322306399742103,-0.009297336564804403,-0.36259751660176504
Occipital_Inf_R,-0.451945601209749,-0.24871614502564635,-0.30907665433704834,-0.04664277631611094,0.032740434533712885,-0.3222761015911314,0.05322306399742103,1.0,0.4176307553224287,0.34528428686723783
Temporal_Inf_R,0.24475376583627864,0.1816305520444669,0.30424879237752733,0.12124399896291982,-0.1312432367604067,-0.6967890274531086,-0.009297336564804403,0.4176307553224287,1.0,0.12318448354734071
Vermis_8,-0.6119294207698516,-0.5266335732338195,-0.766048880261722,-0.30948645424335497,0.5468532816583591,0.03337238229736873,-0.36259751660176504,0.34528428686723783,0.12318448354734071,1.0
