,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_MDm_L,Red_N_R,Precentral_L,Frontal_Inf_Orb_2_R
SN_pr_L,1.0,0.6643803659546238,0.9030670925468999,0.3872218763388049,-0.15538797369089238,-0.14274524613847106,0.22183065408355793,-0.451945601209749,0.24475376583627864,-0.6119294207698516,0.6608493897476074,-0.29686079579450264,0.3921178703780329,-0.7484130397237911,0.5995871704154092,0.5038409515433682,0.4135915142647958,0.5552763590844586,0.40323907444424795,0.8619961629642136
Thal_MDl_R,0.6643803659546238,1.0,0.7708221709464422,0.46016741636418085,-0.35235136558127217,-0.03550309504384243,0.44352789816749544,-0.24871614502564635,0.1816305520444669,-0.5266335732338195,0.8174382958284461,-0.05968053082854023,0.5117919755248254,-0.6258760900478393,0.5942337069445044,0.5587024058314936,0.6460709969127051,0.5372292722444653,0.4444889475492217,0.7474125943518677
OFCpost_R,0.9030670925468999,0.7708221709464422,1.0,0.47457619096170206,-0.3768383274981239,-0.18830286908692026,0.4042086183347735,-0.30907665433704834,0.30424879237752733,-0.766048880261722,0.7197354354203902,-0.22345621850596345,0.5192354695229804,-0.8438517993711774,0.7486193408915401,0.5258318020006051,0.5678504728279915,0.45969864773435726,0.5105402240142671,0.9593400219639313
Temporal_Sup_R,0.3872218763388049,0.46016741636418085,0.47457619096170206,1.0,-0.10257399336336137,0.33785745605204665,0.5131880792134621,-0.04664277631611094,0.12124399896291982,-0.30948645424335497,0.27329395722849603,0.0986078692309448,0.5342825237799742,-0.29830104472815794,0.5374569990338667,0.44159774085720616,0.7475896583223233,0.3117394670654604,0.34442218203701114,0.45456139991383987
OFClat_L,-0.15538797369089238,-0.35235136558127217,-0.3768383274981239,-0.10257399336336137,1.0,0.23478338686814115,-0.2767856233668207,0.032740434533712885,-0.1312432367604067,0.5468532816583591,-0.3475036409272749,0.16303654195583706,-0.3426062981499345,0.538914635631794,-0.3675888306249272,-0.12770980587283698,-0.25129448935577386,0.14760792706951234,-0.2861211714362877,-0.4312890399049074
Heschl_R,-0.14274524613847106,-0.03550309504384243,-0.18830286908692026,0.33785745605204665,0.23478338686814115,1.0,0.1627551641752038,-0.3222761015911314,-0.6967890274531086,0.03337238229736873,-0.32021552076245874,0.19159688869747007,0.3907842003430097,0.07972314711041223,-0.297209675529123,0.3925523946718227,0.03684540971043987,0.13019985498463008,0.14019685399005974,-0.2572241103758861
Cuneus_L,0.22183065408355793,0.44352789816749544,0.4042086183347735,0.5131880792134621,-0.2767856233668207,0.1627551641752038,1.0,0.05322306399742103,-0.009297336564804403,-0.36259751660176504,0.19830743156684608,0.24746151748029466,0.6369845902579344,-0.32529379511971485,0.4375412989622172,0.6755963397604702,0.4426263610628612,0.28104245862913774,0.6180216361623249,0.2697906088052856
Occipital_Inf_R,-0.451945601209749,-0.24871614502564635,-0.30907665433704834,-0.04664277631611094,0.032740434533712885,-0.3222761015911314,0.05322306399742103,1.0,0.4176307553224287,0.34528428686723783,-0.13697418101126932,0.15250984286625124,-0.30145872112388566,0.43181907565271826,0.04486340843783883,-0.4489885750075754,0.01616623660058488,-0.33176836199308457,-0.20072443898204834,-0.3133712082765934
Temporal_Inf_R,0.24475376583627864,0.1816305520444669,0.30424879237752733,0.12124399896291982,-0.1312432367604067,-0.6967890274531086,-0.009297336564804403,0.4176307553224287,1.0,0.12318448354734071,0.3891886640921082,0.008419921116210956,-0.3209123567662078,0.06385390204070815,0.6063889363195453,-0.27558074353386375,0.3320909343051709,0.14266832960499368,-0.028272756001852733,0.39109165775226545
Vermis_8,-0.6119294207698516,-0.5266335732338195,-0.766048880261722,-0.30948645424335497,0.5468532816583591,0.03337238229736873,-0.36259751660176504,0.34528428686723783,0.12318448354734071,1.0,-0.39510195386385216,0.27317957625276174,-0.7017242186913808,0.9317246610894421,-0.47856333434319936,-0.47722221930281655,-0.37825229916565317,-0.05297853029771166,-0.5818069843488881,-0.7277779235016876
Thal_AV_L,0.6608493897476074,0.8174382958284461,0.7197354354203902,0.27329395722849603,-0.3475036409272749,-0.32021552076245874,0.19830743156684608,-0.13697418101126932,0.3891886640921082,-0.39510195386385216,1.0,-0.24755437933884963,0.22114795118100203,-0.5450514719163466,0.5451101270777771,0.25929555344245514,0.42503594073860423,0.3978273618767654,0.07487174055790162,0.7333200702031186
Thal_MGN_L,-0.29686079579450264,-0.05968053082854023,-0.22345621850596345,0.0986078692309448,0.16303654195583706,0.19159688869747007,0.24746151748029466,0.15250984286625124,0.008419921116210956,0.27317957625276174,-0.24755437933884963,1.0,-0.049851553263509256,0.35318229942181206,-0.006026491243260448,-0.0474540064352663,0.10197309736269371,0.1441101292144374,-0.023814843334412885,-0.2183656195076654
Paracentral_Lobule_R,0.3921178703780329,0.5117919755248254,0.5192354695229804,0.5342825237799742,-0.3426062981499345,0.3907842003430097,0.6369845902579344,-0.30145872112388566,-0.3209123567662078,-0.7017242186913808,0.22114795118100203,-0.049851553263509256,1.0,-0.6447176773909428,0.29028580754589545,0.7084212093122472,0.3557396431063701,0.24767698481094805,0.7374157016837134,0.42121829740086325
