,Supp_Motor_Area_R,Insula_R,OFCmed_R,OFClat_R,Thal_VL_L,Rolandic_Oper_L,Angular_L,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Thal_LGN_R,Insula_L,Amygdala_R,Temporal_Sup_R,N_Acc_R,SN_pc_L,Thal_PuL_R,Cerebellum_6_R,OFCpost_R,Vermis_10,Parietal_Inf_L,Frontal_Med_Orb_L,Cingulate_Post_L,Frontal_Inf_Tri_R,Temporal_Pole_Mid_L,Thal_AV_L,Thal_MDl_L,Thal_IL_L,Angular_R,ACC_sup_L,OFCant_L,Caudate_L,Vermis_9,Raphe_D,Fusiform_L,Temporal_Pole_Sup_L,ACC_sub_R,Thal_PuA_R,Occipital_Inf_L,Cerebellum_Crus1_R,Temporal_Inf_R,Paracentral_Lobule_L,Paracentral_Lobule_R,SN_pr_L,Occipital_Mid_L,Thal_PuA_L,Cerebellum_6_L,Frontal_Inf_Tri_L,Cingulate_Post_R,Cerebellum_3_R,VTA_R,Occipital_Inf_R,Occipital_Sup_L,Cerebellum_4_5_L,Thal_Re_L,VTA_L,Parietal_Inf_R,OFCpost_L,Hippocampus_R,Rectus_L,Cerebellum_4_5_R,Occipital_Sup_R,Cerebellum_7b_L,Thal_PuM_L,Temporal_Mid_R,Thal_PuI_R,Thal_LP_L,Thal_MDl_R,Parietal_Sup_L,Precentral_L,SN_pc_R,Vermis_1_2,Rectus_R,OFClat_L,SupraMarginal_R,Cuneus_L,Thal_MGN_R,Lingual_R,Thal_MDm_R,Thal_MGN_L,Thal_VPL_L,Vermis_3,OFCmed_L,Precuneus_L,Thal_PuL_L,Precentral_R,Pallidum_R,ACC_sub_L,Red_N_L,Rolandic_Oper_R,Frontal_Sup_2_R,Thal_VL_R,Fusiform_R,Precuneus_R,Lingual_L,Temporal_Mid_L,N_Acc_L,Red_N_R,Olfactory_R,Frontal_Med_Orb_R,Frontal_Mid_2_L,Thal_LGN_L,Vermis_6,SN_pr_R,Cerebellum_8_R,Thal_PuI_L,Cerebellum_10_R,Thal_LP_R,Frontal_Inf_Orb_2_R,Cerebellum_3_L,Olfactory_L,Hippocampus_L,Cingulate_Mid_L,ACC_pre_R,Caudate_R,Supp_Motor_Area_L
Supp_Motor_Area_R,1.0,0.40716713082128214,0.13658055365774108,0.12181274947638429,0.42953445755883446,0.34684141629976545,0.2786351204381194,0.23988220556455547,0.5635619374436074,0.4510418194263253,0.40192019796216427,-0.008203096302237294,0.5160676477361924,0.2599845520055871,0.31078667991473,0.530134333270704,0.2690089497681433,0.19835055248141795,-0.148381575390911,0.6074195828905807,-0.004225798490726372,0.6731865540444844,0.26867994922541416,0.06700916011903162,0.5258222123465095,0.4315823791019313,0.47784483490623264,0.5716782233721159,0.41981305425024595,-0.003845147096853823,0.3767648469251603,0.2200012621858413,0.50263991851581,0.34860471926105757,0.07909097957294624,0.055162818905269674,0.5330236925915164,-0.07604292527335518,0.06592604778894896,0.10113380702658258,0.8544172317462612,0.8183651134733185,0.22477291073481653,0.027283968332724604,0.3704245778505564,0.2557140795444613,0.5376533149546214,0.6497945547398806,0.45324187146044576,0.025350827582842492,0.18885033164635687,0.4248707428874688,0.43760259942117075,0.21920785681092625,0.3630886264916309,0.7503431530080779,0.16696919938436625,0.3452348900219219,0.2673972779114948,0.17732126333735868,0.42032307159723875,0.14206508316468044,0.5502292988923052,0.3578737423257768,0.5412123091279858,0.017814262807615475,0.5704105626638534,0.5868355213593532,0.8195246213148821,0.44805625418333195,0.37201849541221355,0.02450062168241364,0.20432871401116695,0.7972804835340044,0.4578512548454977,0.15239206679750808,0.309661177177208,0.5836487410425564,0.5281392325843212,0.5832805839437072,0.5644038857123175,0.08214950450632617,0.6801412595037697,0.5848764234110126,0.8617134286734158,0.047651884124559944,0.24247964506641884,0.4086348291721565,0.2091414954049919,0.8391722441341531,0.5593154609306884,0.1268109875861932,0.6368228262438053,0.32021537216757184,0.1484695347055858,0.34196109470357666,0.2541124376807074,0.18942169390794739,0.14255152253119244,0.6579151253937208,0.40522715505481444,0.1588940407240112,0.3078839426420587,0.525978385585158,0.6435661916224906,-0.06395299129671896,0.32247515038048696,-0.04587555283872392,0.5727056340132202,0.27179551637146543,0.5610703147208045,0.8139830739658379,0.18273271108297232,0.3007090823779022,0.8250685557078316
Insula_R,0.40716713082128214,1.0,-0.18204194459677217,0.03603532426565715,0.5269165823329767,0.44323769211495984,0.015754252843861363,0.34015946431051053,0.7046104422227666,0.3631493477445596,0.5228845449968689,0.1851628543528945,0.5385208714283172,0.007014112657422146,0.3354413551308995,0.2910028532304049,0.5150669602661385,0.6039155518869909,0.04839555451800255,0.1670730844483301,-0.18182014200942398,0.2757664153888496,0.7130105936265329,0.14431683797528408,0.5068550901966375,0.533476285127531,0.5777339288687695,0.2911767781432716,0.5369987359374382,-0.027827111166355042,0.6611869896530067,0.013319712703345086,0.6369121668700807,0.19399179964662802,0.2685990164335403,-0.06399457260517774,0.475372434579318,-0.16152407541807337,-0.05353528576901452,0.1554793275880755,0.47482256453559746,0.37420268200615914,0.48397483682533116,-0.11478886030601136,0.3604217096561028,0.2430109412832121,0.5807843041602516,0.31769519174444066,0.49789814468880067,0.2979433167360439,-0.029268507729675815,0.10922099832185352,0.18974422103478422,-0.009828681134004147,0.20481319126463865,0.4262839039012992,0.47709505223707743,0.7208691782381654,0.03149242568975356,0.2789761969761387,0.07116351613566751,-0.012248085880614783,0.2942788046717362,0.2414022326193967,0.34960519156933023,0.05017503348599171,0.21476554804605333,0.1383831784754439,0.44992147750691885,0.5481361825519051,0.27443715526787626,-0.09716766119902812,-0.06662755427977964,0.41990608615462804,0.20730118370563788,-0.08512338635510185,0.2440995833970228,0.4170908934544119,0.448502230331374,0.48809621965862765,0.32359302616254976,0.4592606977394709,0.23915475932288746,0.2999631467764106,0.4569991518286083,0.6408863359587804,-0.17594816079487216,0.21693446387772264,0.7022787303263196,0.619675864335084,0.7470735881222816,0.3176152982492097,0.2600501811791626,0.024653513738186878,-0.05392359076170292,-0.020970417858787154,0.46932787041921814,0.3038786112079713,0.2959476541374156,0.5393457138672477,0.4024353393226789,0.06213832876256826,0.5392862384460737,0.4489647507159319,0.5094582095395048,0.007973813339044705,0.46093869025241657,0.6422511314684834,0.34643227637328694,0.30112709213728356,0.5271681356210766,0.5976492424772119,0.5290384983850533,0.6148309313006015,0.3885023198601181
OFCmed_R,0.13658055365774108,-0.18204194459677217,1.0,-0.46361120310401194,0.10757471438620986,0.12767489157626555,-0.03259670221033555,-0.009874651498738486,-0.08439438366967263,-0.1123667012522384,0.19345988797612904,0.019691763142651437,-0.13659261613312412,0.22288369094616758,-0.030748165871702433,-0.009681640836207367,0.26261950792233246,0.18005121804304677,-0.05251223782218855,0.16765446634066303,0.09587057261669005,0.11941037645118088,-0.04451689071726437,-0.10214393990197732,0.2272656714851641,0.005459373485602395,-0.1275528045223644,0.08491525788929184,0.060318680838999154,-0.42113579884411095,0.13469895736990495,0.4857857653172796,0.18943517638657287,0.37459699401871094,-0.16885700681775428,0.12352700940328448,-0.08193907055103399,-0.0006304722694336648,-0.23716870606009774,-0.04310668251734373,0.11247101682284014,0.16426923637926877,0.20198080613482944,0.08951658352537928,0.09079168777129946,0.29165536202767106,0.10006927804917838,0.0037362709838802757,-0.16488097196734372,-0.02841897915291949,0.2872248191963077,0.009246231257011406,0.24885715772952846,0.08495784887694471,0.0958348322370981,0.10796000803763363,0.05748878617133795,0.14819084836620527,-0.1852177099899585,-0.2630253593916532,0.07085232231494257,0.2223232883224262,0.10042931793574077,-0.23603151133037936,0.18554689634866228,0.16263791168744976,-0.05399347053242325,0.15214808133945754,0.10341922931205355,-0.05320498482495667,-0.01967159702042658,0.6800809178144724,-0.36952449838819396,0.06998286681659184,-0.04534358654309792,-0.01995506469435779,-0.12002751699738219,0.1718307810769197,-0.045071879295694,-0.0013198537917033194,0.18755790407870443,0.2999379653010756,0.12801466544052797,0.10866527850058504,0.1646362230955181,0.09116161634651443,-0.06570588954454568,0.20476305577116877,-0.4290877102373294,0.07674776341089103,0.12738320185477148,-0.06873602626639642,0.10960684885380641,-2.3776968072904097e-05,0.045602812955600085,0.1428626890300929,-0.036563271017042744,0.031398553841427514,0.1974051991272542,-0.039007308633000344,-0.06889234579189381,0.041848881755782524,-0.18380815914340504,0.3289755391542449,-0.021009218286262912,0.10525365186351895,0.267910459589143,-0.4873614962018127,-0.12748153406846569,0.1502058831769349,0.44839919488082114,0.060306588318552165,0.11146981049584728,0.0231271367967773,0.019936424292170574
OFClat_R,0.12181274947638429,0.03603532426565715,-0.46361120310401194,1.0,-0.1362849555985274,-0.038105842885222396,0.10157399958296037,0.07198343077969205,-0.08358146409806962,0.16395907943614307,-0.054218112937182684,-0.13967499540056272,0.10330464317633187,-0.14658747537854006,0.1784179622034395,0.16910164572845915,-0.23411995828729698,-0.22134162424763273,0.002199111650829865,-0.041372094816897347,-0.19354508956219169,0.01019216368548336,-0.09808753406571644,0.06795640345707171,-0.09032980041967549,0.13311606409851154,0.12277617838474317,0.01470747646933747,-0.07097934289777803,0.47854968686895477,-0.27430382086675775,-0.11458103534035019,-0.13871882116380885,-0.12305512681443302,0.3183587153060093,-0.06802755284389539,0.05701081101376687,-0.06309542129329784,-0.06646856413574141,-0.10242756983798242,0.15136678312014207,0.05552087421357991,-0.21253942052391148,-0.017717656003544663,0.0024554648934050605,-0.19608968969398088,0.11521355690765014,0.09667347931716698,0.05038747975363518,-0.16719215826401232,-0.12442372026202493,0.1827275684895538,-0.1243961801477104,0.23839243761661177,-0.08146516209124849,0.05937221328222388,-0.20124088462515335,-0.3331400181367787,0.20987341018748887,-0.06455082004488064,-0.01714283615480618,0.0209334950563464,0.10856422696647426,-0.0014830124724309374,0.0031288139281607187,-0.08295037283184055,0.17248699496027287,-0.07983515398918499,0.13988942118720277,-0.12450116266224945,0.14083940560986086,-0.5074789557462633,0.5101635600572139,0.1755959028227275,0.1776358729376718,-0.019263405768973833,-0.025816153041889025,0.06343532745133794,-0.03743451449580831,0.08198380865789197,0.1264691611604507,-0.40052062472508904,0.06688618163782706,0.004951647755899774,0.10568671687739548,-0.2560006213803382,0.13759368507087177,0.11706268021500024,0.2023899585541994,0.20210211708906214,-0.1734045153341618,-0.1469085371459079,-0.007337983678752267,0.05101355864004131,0.04452070177400484,-0.07232140756007352,-0.05779283296356916,0.06689462646105278,-0.08953045436321262,0.1785934969392327,0.04707110067888453,0.15075704607685167,0.05965948096487654,-0.17055531329039095,0.13224388715565322,-0.0682604349013529,-0.21462586306970455,0.3548877711113167,0.10436951441430406,0.26823386675762617,-0.24255644215111408,0.07572995490468382,-0.009350518208215136,-0.16156724210398163,0.08598449624740082
Thal_VL_L,0.42953445755883446,0.5269165823329767,0.10757471438620986,-0.1362849555985274,1.0,0.3893094022042843,0.23820716099364633,0.444077778367483,0.6682022497203809,0.4015751231441149,0.47524974978154577,0.052002130034838674,0.6551089692575454,-0.07852385991837109,0.7008163791513597,0.49041832745002195,0.5478620936898949,0.3403428358155016,-0.06361677202852638,0.4383861344567126,-0.05724018989379174,0.6494766314513348,0.6537392011450368,0.19114397764191365,0.42429126529710437,0.3441502146280405,0.567993130945783,0.5807531601219607,0.6152815268446036,-0.09551586969197033,0.7382166871455961,0.033000771994002503,0.6550490789165168,0.4126556102293539,0.322270907757646,-0.06204021451231711,0.45428151757895446,-0.002141061636770978,-0.03296873179077923,0.252703380163085,0.5377434234068968,0.5724472308301028,0.5199531506420623,0.19071708936830722,0.5285456830406778,0.471017185239534,0.5409266907127475,0.44630531110256594,0.5988040654919948,0.4843474113490359,0.25422856136580874,0.25000435249953823,0.4467221031845517,-0.03224384038144982,0.4333451476034782,0.4619475687749216,0.20861205347192713,0.592105149637334,0.11168262360506465,0.33179135381506136,0.35246546323530037,0.028513029235310242,0.7287711337345592,0.290375372523729,0.4861706007570026,0.43390344537327435,0.054874135029434494,0.4589523478717412,0.6397732158277881,0.6157964699924166,0.43341137128389523,0.08525121954103286,-0.05652303721700707,0.5857784807173213,0.3457417899952968,0.0035198268395867853,0.5187276388551093,0.1654974396597706,0.3149044524693217,0.788309460356127,0.5993555400475633,0.12225366706914839,0.5843717312931052,0.694314160018653,0.6486629049827939,0.48852450177175033,-0.19820209886923187,0.4422530675591144,0.24222419910539061,0.6040607714253019,0.5912859823431097,0.5429701293836586,0.6379311230578799,0.4024083291903965,0.1089110287362961,0.0008606175154161745,0.4701970921323981,0.2036212585486301,0.1662921524107535,0.6591392913957497,0.601325435023162,0.07914582193806546,0.37404786148043784,0.3259472286959942,0.5931961688863608,0.2899367012206099,0.5854517771087713,0.051736296320284425,0.5410886609344292,0.07621826985061192,0.6259796285953095,0.6680103742795694,0.12103325807884653,0.761355026689332,0.6337896639329518
Rolandic_Oper_L,0.34684141629976545,0.44323769211495984,0.12767489157626555,-0.038105842885222396,0.3893094022042843,1.0,0.08883377787015435,0.6615306821232211,0.2090412856634508,0.2935293455758277,0.7550594380781398,0.07243072721869181,0.29552598262940843,0.20312569118639598,0.43601869537777355,0.3361235087087148,0.23137505469024092,0.35675104182021483,0.12566519158342007,0.236555131297291,-0.19867810500796876,0.443754293498366,0.17711396737643145,0.10709042606585266,0.4953256921383492,0.5573395639100396,0.5932727895097201,0.25805843922439475,0.3255195659559276,-0.02784886373448566,0.521517716715404,-0.1584580663193677,0.6052467524242827,0.5408526286286172,0.16803436751294332,-0.13984119541472992,0.25652965116520093,-0.01214653724696937,-0.251053672112594,-0.026608355102329246,0.5975736949416981,0.3793027103818858,0.2879154789284096,0.4271339891412486,0.40591185913682193,-0.04696552564553156,0.6116072329767818,0.45268966567945823,0.2554648928407203,0.08756859072615308,0.2809302577209495,0.12156452267341772,0.5665693754177621,0.16509908157566577,0.026142786586590982,0.36809902117010257,-0.08319695169508366,0.36134130082439553,0.059829506478775406,0.09064919576648492,0.06964366715257425,0.34020312778401374,0.48568016689736737,-0.0011748103045125867,0.5607290461802568,-0.03346604977273976,0.19065050878811451,0.14602040916050973,0.5971811681110366,0.06429709540057608,0.45429234472091706,0.02162243255684072,-0.024925876888778873,0.32480442693426287,0.22783002649352307,-0.05642014833435973,0.26103909653498786,0.6717277898113273,0.23527028109465276,0.5236271433611716,0.5948694331370341,0.06421224414321244,0.4627675375434588,0.4014477986445914,0.4844979888645617,0.4638500999935223,0.0510726079188794,0.3288589645545331,0.04698356296524896,0.4361819531047846,0.6467129027955285,0.17928821824607283,0.36707228905433537,0.4730304115488787,0.2995021018444931,0.14045224709511323,0.20611002578580742,0.23145352968848545,0.33490673724951575,0.4276488379445702,0.5157693612082282,-0.02434033095652754,0.2168582851422313,0.15595003556598216,0.6068587186281806,-0.013060816851068219,0.3134506689453463,0.12362221332191489,0.1594940176242825,0.13129053604208965,0.5613779814115345,0.5200715589778098,0.24188095709783752,0.40041605050527895,0.39719029818988694
Angular_L,0.2786351204381194,0.015754252843861363,-0.03259670221033555,0.10157399958296037,0.23820716099364633,0.08883377787015435,1.0,0.3284539777648887,0.1404705595495773,0.3957169934861307,0.2622405705325181,-0.17361057041624864,0.17299480630966102,0.10577467205626598,0.3127267017293573,0.3782292198538235,-0.1537214892614724,-0.047838108443007454,-0.005483353785118545,0.5235222502860013,0.09844848904962981,0.35060002165239756,-0.1721603890766821,0.02571772708963882,0.1698419593990447,0.15558792451575723,0.08432648185494972,0.5253778409662436,-0.11254519295871901,0.023605362544952168,-0.04238870835732548,-0.09544845644031817,-0.007441673281305637,0.26936284739540256,-0.08086666431491957,-0.07524894267058517,0.3116763867126422,-0.07591442555532309,0.4346357758093497,0.13456222777169718,0.2204116223267755,0.3069787874886089,-0.10135533613483838,0.6141948873946907,0.1653497875189275,-0.042256754868550565,0.2877993183517612,0.307409759518046,0.35248987450117675,0.15784783787102427,-0.20592481470541582,0.6092512813574371,0.4682700730082188,-0.004710540594137846,0.15765034078416204,0.2437762326350629,-0.08619761081393561,-0.11279855946127262,0.29364671780687013,0.39250888590855754,0.6588690888427262,0.2633434575877304,0.321791538681475,0.39068615883477503,0.195295569932451,0.11404459598086748,0.14423073647364212,0.4247583994734902,0.3784036890492771,0.15628013350392603,0.5599607192317363,-0.1792342227162993,0.005214073441548968,0.3743597894813379,0.45705800351674647,0.1446169538122967,0.32679042957239607,0.16892189986107187,0.05950773525260045,0.3264097207320267,0.40491553769087985,-0.20383018754741442,0.47039862878829464,0.3650026001702602,0.2324088892863693,-0.08459352283730016,0.16835740858533654,0.23088564716618595,-0.05780887729869322,0.06395437442713263,-0.0035767059852449853,0.1374865898380301,0.40474870211115993,0.4842557661478449,0.5771222468932391,0.1193790995103787,0.06615407758316087,0.2737020211271465,-0.15322162574808978,0.18526069999689104,0.19834285370616797,-0.1746379681109594,0.05994784747958393,-0.06220384877843725,0.22046734196494489,0.05844317642352291,0.08076245255004735,-0.1532919094528602,0.2638097295205894,-0.018378903617509292,-0.007781019607804028,0.18736684573349788,-0.1059517876578515,0.0002817494206388139,0.3646607337815616
Frontal_Inf_Oper_L,0.23988220556455547,0.34015946431051053,-0.009874651498738486,0.07198343077969205,0.444077778367483,0.6615306821232211,0.3284539777648887,1.0,0.20393204293577138,0.34625542698912554,0.7840103720598183,-0.04964534775776918,0.212417289727881,0.008544640794322236,0.5710825685125317,0.4487270237825976,0.22627156583687125,0.15189705228794084,-0.022457954057351442,0.3771753858820343,-0.267730072932149,0.39653770380401965,0.20542402121094938,0.20542100381870937,0.28232801203970437,0.49490427753917765,0.49420216869557704,0.2264979215625852,0.2646371414049172,-0.19277357196426528,0.4438641308016595,-0.13056447166192633,0.523517890754934,0.5819310399425819,0.22731527571569093,-0.15845032665881914,0.24296751751456383,-0.05325230199333739,-0.07591469515022407,0.024559925656733456,0.47225852978815663,0.3366119545541712,0.2176008246590955,0.5389265403027789,0.3133339641516161,-0.0010467444128336998,0.7864270759924235,0.303166941508445,0.34848356130136643,0.18720228601734087,0.18722260145340006,0.4096165408836392,0.7297204784658912,0.20872720460735789,0.14749111312867272,0.3415811441995367,-0.16613502123346596,0.10749403555502775,-0.002649874049746531,0.27393202607013717,0.3505199302663514,0.5020819613433049,0.4740441906465652,0.06151967377798142,0.41390577438794757,0.10019330143455132,0.12153384184930331,0.17240744117487264,0.5617963326375419,0.13214862413140518,0.5788454861105431,-0.14553882515760302,-0.17383470520705097,0.263886269252203,0.4777817245355375,0.011888883396924382,0.2788535748250095,0.46495831247144903,-0.01576712543857481,0.4700629847116715,0.6307182600535015,-0.029632714579910516,0.4080552103853274,0.29021025618962876,0.4070214800837767,0.37188819331034756,-0.05274856182616013,0.4048319547994872,-0.040403174619627856,0.2763475347074314,0.34106294227846995,0.287535602273163,0.37103874474487025,0.6206267747943488,0.5597408021248002,0.03217372451215503,0.25536065723356255,0.3560695143719739,0.2749151793719809,0.3478152783311222,0.4750726115164987,-0.15415265128245545,0.29638447938136747,0.06921696855828714,0.45668296304468786,0.1275316601703565,0.2912410696795748,0.18735022934383377,0.11069091783418818,0.0865522074684848,0.36745223425342705,0.4431254735490918,0.24814801548127105,0.37425179312384016,0.3642948682092156
Frontal_Inf_Oper_R,0.5635619374436074,0.7046104422227666,-0.08439438366967263,-0.08358146409806962,0.6682022497203809,0.2090412856634508,0.1404705595495773,0.20393204293577138,1.0,0.40464968592455547,0.32763011506720446,0.04070378616873941,0.6114918949854469,-0.0010316947077494963,0.3881152131337016,0.48587619392419423,0.4899127114832056,0.3965636002406478,0.006538710393101975,0.2868779313932851,-0.06041987615409222,0.3966131519517227,0.7683943207231352,0.04701091723701956,0.3471435256960468,0.2376449999304108,0.5551465861432875,0.47464537799044765,0.6483460978972231,0.006901923943236543,0.5532398483559559,0.07796074690962132,0.5684296804210031,0.12891206440153657,0.09929584009293772,0.04422693827134424,0.5587236996707147,-0.13298248517180924,0.12344912025662622,0.10548441706913797,0.49750887975772123,0.4639370988368055,0.450629259264633,-0.15898895105038963,0.24020717456243737,0.4428195471548211,0.4142858903226794,0.3055639690375582,0.5835234084253704,0.364885850442459,0.047305154785633186,0.15804729209968216,0.20529359442371206,-0.03945878527562344,0.4724227767822088,0.4963739201250247,0.4974537626841305,0.6059571653645035,0.04212014769865549,0.3528083218473303,0.27930032042405784,-0.10222771124728117,0.3405821888848561,0.3912337142954613,0.3871578731776205,0.05795406622505404,0.20826028526343832,0.3003268135347034,0.5601210074664902,0.7108817914443682,0.19667486786498867,0.01699940156820622,-0.019968906282103436,0.6310603977425433,0.18991303380446142,0.046403339865781934,0.26496031358403405,0.19054849082724146,0.4837439391373789,0.6191605052732267,0.3105255717110697,0.31030385341105876,0.34554773594570637,0.4963574053755629,0.6254543457365722,0.31066471644893445,-0.0776525774193428,0.18005633699498763,0.5934277283284743,0.6651654989536073,0.6055388381511385,0.30996783729952765,0.4078681314934006,0.09425626029217492,-0.020959776461198402,0.19205971537101058,0.49892304107394636,0.2526400922229184,0.1513157314125793,0.7186646115281615,0.461682043761125,0.05189161793581175,0.4710734104791245,0.5059517302156022,0.5005759436750669,-0.05165932871453661,0.432063408448063,0.31474134335640824,0.5474500854681765,0.11121763638770718,0.4709472329969713,0.6274091722197596,0.41499182997451356,0.6827274540922784,0.5433205958150515
Thal_LGN_R,0.4510418194263253,0.3631493477445596,-0.1123667012522384,0.16395907943614307,0.4015751231441149,0.2935293455758277,0.3957169934861307,0.34625542698912554,0.40464968592455547,1.0,0.35438334591218196,0.189031084178532,0.4395279028609946,-0.0027412281660488098,0.42238288555205755,0.3029546830140499,0.16450683458151108,0.09389153001493612,0.15265375147527555,0.38736264402814385,-0.014089947390703754,0.41054334346273763,0.30121337532982606,0.2657064520295587,0.14392638398480742,0.3436148391948361,0.40660232451444506,0.47386118168571534,0.08035045511843794,0.08252353878145574,0.25254860363592574,-0.1384106318297764,0.3668173184614889,0.37596404270657846,0.30114790010393094,-0.1625229357336543,0.5154448608740133,0.08353731638043048,0.24197323604276327,0.21260758151870712,0.48736932393830273,0.42533162055919504,0.05024551953001589,0.24402880727501172,0.3837999631261979,0.13784755618097397,0.3870840294160119,0.33386035340450865,0.6485277446495996,0.14102731586173858,0.0005396556280235999,0.32042249443705983,0.45181772484435384,0.07335090683304939,0.10390890965666442,0.4424026290936707,0.03666633456827772,0.2532672659442934,0.2174785010761684,0.4525803078656683,0.42548557620980954,0.19042064432128164,0.48500420378182424,0.3610453964783969,0.4084453741166982,0.23679989577976746,0.360104826650012,0.334611061025654,0.5141545757790702,0.2889766999962132,0.6046376559759777,-0.22436331270588533,0.16919149424542307,0.469299432486448,0.35950770941321125,0.29420124032158557,0.4581868602837145,0.3040865969105301,0.29725334653784496,0.524888732453956,0.5338609676154761,-0.14539489168331646,0.46443690677533467,0.41568945025444193,0.46918721278321,0.09803410824430632,0.06140876156513989,0.4122562133353765,0.30727616555220777,0.4523237866070704,0.2633259715411417,0.385078809595423,0.3862359051773091,0.4105052527651313,0.20853970381683334,-0.06801984029921249,0.22794764014742835,0.25961581488342983,-0.061648588753646864,0.4199758962548702,0.4768086782244742,0.0027563535560718756,0.2422884966416347,0.17987990121602004,0.4510659974061326,0.14603522954327053,0.36140439721602247,0.1154834924463037,0.5996464837678609,0.0242585397337503,0.22767938558731057,0.5457923921877189,-0.0438435711839579,0.23042392908523396,0.5447720014478337
