,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,0.14471433164305364,0.17941400800733726,0.45932961656639415,-0.03145185407069364
Thal_MDl_L,0.14471433164305364,1.0,0.2819605945865124,0.44190680776127644,-0.02760088085317733
OFCpost_R,0.17941400800733726,0.2819605945865124,1.0,0.21815208379312645,-0.013352454986147991
Temporal_Sup_R,0.45932961656639415,0.44190680776127644,0.21815208379312645,1.0,0.17680488042684728
OFClat_L,-0.03145185407069364,-0.02760088085317733,-0.013352454986147991,0.17680488042684728,1.0
