,Frontal_Inf_Tri_R,Thal_LGN_R,Frontal_Inf_Oper_L,Cerebellum_8_R,Putamen_R,Amygdala_L,Cerebellum_Crus2_R,OFCpost_L,Thal_PuM_R,Supp_Motor_Area_R,SupraMarginal_R,ACC_sup_R,Temporal_Mid_R,Hippocampus_R,Cerebellum_6_R,Angular_L,Fusiform_L,Precentral_L,Temporal_Pole_Mid_L,Lingual_L,Thal_Re_L,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_R,ACC_sup_L,Thal_PuA_L,Occipital_Sup_R,Cerebellum_Crus1_R,Thal_PuI_R,ACC_pre_R,Vermis_9,Occipital_Mid_R,SN_pc_R,Thal_MGN_R,Calcarine_R,Temporal_Sup_R,Cerebellum_9_L,Angular_R,Cuneus_R,Heschl_R,Thal_VA_R,Thal_VL_L,SN_pr_R,Parietal_Inf_R,Thal_IL_R,Occipital_Inf_R,VTA_R,OFClat_L,Cerebellum_10_L,Cerebellum_7b_L,Vermis_6,Postcentral_L,Caudate_R,VTA_L,Occipital_Inf_L,Vermis_4_5,Thal_MDm_L,Thal_PuL_L,Amygdala_R,Rectus_R,OFCmed_R,Occipital_Mid_L,Raphe_M,Temporal_Pole_Sup_R,Thal_PuM_L,OFCant_R,Putamen_L,Frontal_Inf_Orb_2_R,Cingulate_Mid_R,Postcentral_R,Thal_AV_R,Thal_MDm_R,Cerebellum_4_5_L,Precentral_R,N_Acc_L,Cerebellum_Crus2_L,Vermis_10,SN_pc_L,Cerebellum_9_R,Red_N_R,Calcarine_L,Rolandic_Oper_L,Thal_PuA_R,Caudate_L,Thal_PuI_L,Cerebellum_8_L,Thal_AV_L,Olfactory_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,Temporal_Inf_R,Thal_IL_L,Insula_L,Frontal_Mid_2_L,Vermis_3,SupraMarginal_L,OFCmed_L,Thal_VPL_L,ACC_sub_R,OFClat_R,ParaHippocampal_L,Parietal_Sup_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Temporal_Pole_Sup_L,Cingulate_Post_R,Cerebellum_4_5_R,Thal_LP_L,Precuneus_R,Cerebellum_7b_R,Lingual_R,ACC_pre_L,Frontal_Inf_Tri_L,N_Acc_R,Temporal_Mid_L,Vermis_1_2,Paracentral_Lobule_R,Pallidum_R,Cerebellum_Crus1_L,SN_pr_L,OFCant_L,Thal_VA_L,Frontal_Sup_Medial_R,Raphe_D,Thal_VL_R
Frontal_Inf_Tri_R,1.0,0.30121337532982606,0.20542402121094938,0.4590819091747957,0.4180102233580021,-0.09453964466356037,0.14788778930099408,0.5598952010154238,0.39672410625476495,0.26867994922541416,0.3796834838105831,0.5480584848790153,0.08942746197238904,0.685935388753279,0.6968697750431864,-0.1721603890766821,0.15667336199615128,0.3056513893688557,0.12375493662512858,-0.08386305217064532,-0.06013262433369958,0.6546012639288453,0.5281532595852564,0.6223204013988047,0.6264897309329386,0.22665442564677113,0.06450366127004757,-0.16272931013168873,0.21238056988255893,0.3563627649595626,0.07354673440572843,-0.06788795384116178,0.5975701407192054,-0.09098940470186498,-0.09268182766360436,0.5188262513721876,0.23925680133354144,0.22500441427891232,-0.13253702922811375,0.652132594217196,0.34056623065148967,0.6537392011450368,0.5086288098148715,0.3097679266343967,0.11317872342971916,0.18942162824767145,0.3894716886703574,-0.039166810424966225,0.1534364234145426,-0.025477810705707978,0.14604614219606224,0.19790843123221405,0.7684561618099865,0.30459702546035483,-0.17025415583726092,0.009234373096525073,0.5463880890301552,0.30424191562859587,0.25072417218184057,0.06692870551255935,-0.04451689071726437,-0.328374368505595,0.4134642828263007,0.42428145404675965,0.27751188816485267,0.21985236308402753,0.492054603285841,0.455760267112984,0.5196373274640529,0.47346461412836377,0.14919542931787758,0.09558740669106733,0.07657161078392231,0.4098967242497093,-0.13032974911519699,0.03801686590132411,0.03358909376628692,0.4208825826472671,-0.16380875611869142,0.5855327472511708,-0.05268019655378321,0.17711396737643145,0.35978943453786827,0.6515805913189092,0.339800083812627,0.3809225540393242,0.14232392924869544,0.20612392598384663,0.7683943207231352,0.5428080398175599,0.12173024498466271,0.4403586335551814,0.25609695145949046,0.5940693869295149,0.2146115827284719,0.09058467162061921,0.41159849678126526,0.4483557970122923,-0.04368468902044814,-0.09808753406571644,0.36223724879475466,0.19988026157692773,-0.1789096714034285,0.3055646620362343,0.4088650253389929,0.04477066503539989,0.1812683798052596,0.2507005768476409,0.2579877477929262,0.21038733396743042,0.20197832400384674,-0.17022022061360564,0.37285983849847953,-0.16350797988275553,-0.28750901678916385,0.09394677009679016,0.3168928987797039,0.5555330402352816,-0.028939795193702104,0.5974336424961432,-0.06925220773558764,0.23949170105986703,0.6191169159320344,0.6350182648252223,0.5344769616089994
Thal_LGN_R,0.30121337532982606,1.0,0.34625542698912554,0.17987990121602004,0.1997717576844455,0.0069099710057385615,0.27334758088635286,0.03666633456827772,0.5377680046349825,0.4510418194263253,0.469299432486448,0.04757205106807731,0.3610453964783969,0.2532672659442934,0.16450683458151108,0.3957169934861307,0.37596404270657846,0.5141545757790702,0.2657064520295587,0.4105052527651313,0.07335090683304939,0.34864927585667643,0.4523237866070704,0.4155761840914657,0.08035045511843794,0.3837999631261979,0.42548557620980954,0.24197323604276327,0.4084453741166982,-0.0438435711839579,-0.1384106318297764,0.31164382334363294,0.2889766999962132,0.29420124032158557,0.456147352840978,0.4395279028609946,0.09580336484658739,0.47386118168571534,0.36910175877594337,0.23567199124174956,-0.0629931015233853,0.4015751231441149,0.2422884966416347,0.4424026290936707,0.12180532926056882,0.0005396556280235999,0.14102731586173858,0.16919149424542307,0.05698137823113342,0.19042064432128164,0.0027563535560718756,0.5508654538668076,0.23042392908523396,0.10390890965666442,0.08353731638043048,0.4539141998855916,0.42889144909739135,0.41568945025444193,0.189031084178532,-0.22436331270588533,-0.1123667012522384,0.24402880727501172,0.19741955757197646,0.21377386200748957,0.48500420378182424,0.16245853482354408,0.1708508137849415,0.1154834924463037,0.4198256664038789,0.5305979869818088,0.05713283968367421,0.3040865969105301,0.45181772484435384,0.46918721278321,-0.06801984029921249,0.2842705056028502,0.15265375147527555,0.42238288555205755,0.11985553283364125,0.22794764014742835,0.4488151202515367,0.2935293455758277,0.5154448608740133,0.25254860363592574,0.4510659974061326,0.24278071462542575,0.14392638398480742,0.25961581488342983,0.40464968592455547,0.30727616555220777,0.21260758151870712,0.40660232451444506,0.35438334591218196,0.4199758962548702,0.5338609676154761,0.48693180134004205,-0.14539489168331646,0.524888732453956,-0.1625229357336543,0.16395907943614307,0.2773947716934139,0.441585373209236,-0.014089947390703754,-0.061648588753646864,0.30114790010393094,0.33386035340450865,0.4525803078656683,0.23679989577976746,0.3862359051773091,0.2541996972861347,0.4581868602837145,0.11381893320235047,0.3870840294160119,-0.0027412281660488098,0.20853970381683334,0.6046376559759777,0.42533162055919504,0.09803410824430632,0.3069176768621082,0.05024551953001589,0.08252353878145574,0.31322796610783055,0.3279197493656484,0.3668173184614889,0.2633259715411417
Frontal_Inf_Oper_L,0.20542402121094938,0.34625542698912554,1.0,0.06921696855828714,0.2793537721981253,-0.001242074860232116,0.02531495998629253,-0.16613502123346596,0.4686220275741582,0.23988220556455547,0.263886269252203,0.3918492933761885,0.06151967377798142,0.10749403555502775,0.22627156583687125,0.3284539777648887,0.5819310399425819,0.5617963326375419,0.20542100381870937,0.6206267747943488,0.20872720460735789,0.23890347322638864,0.2763475347074314,0.47208826846300034,0.2646371414049172,0.3133339641516161,0.3505199302663514,-0.07591469515022407,0.41390577438794757,0.24814801548127105,-0.13056447166192633,0.2867879157657441,0.13214862413140518,0.011888883396924382,0.40932882907681317,0.212417289727881,-0.261719317222297,0.2264979215625852,0.4131471185508253,0.08912075064539622,0.21006290259124497,0.444077778367483,0.29638447938136747,0.3415811441995367,-0.18308963116026122,0.18722260145340006,0.18720228601734087,-0.17383470520705097,-0.06716531363316124,0.5020819613433049,-0.15415265128245545,0.6196208553343889,0.37425179312384016,0.14749111312867272,-0.05325230199333739,0.5984525740563675,0.4633370487981451,0.29021025618962876,-0.04964534775776918,-0.14553882515760302,-0.009874651498738486,0.5389265403027789,0.3876779156109049,0.2569670810246114,0.4740441906465652,0.21777238240015717,0.6375065142691438,0.18735022934383377,0.4360999486216728,0.3508483232699888,0.24362157385984184,0.46495831247144903,0.7297204784658912,0.4070214800837767,0.03217372451215503,-0.1392872829536573,-0.022457954057351442,0.5710825685125317,0.32417309452616516,0.25536065723356255,0.6227438030962422,0.6615306821232211,0.24296751751456383,0.4438641308016595,0.45668296304468786,0.3948421195702181,0.28232801203970437,0.3560695143719739,0.20393204293577138,-0.040403174619627856,0.024559925656733456,0.49420216869557704,0.7840103720598183,0.3478152783311222,0.6307182600535015,0.5540730461827624,-0.029632714579910516,0.4700629847116715,-0.15845032665881914,0.07198343077969205,0.47765806646376396,0.30694288235396294,-0.267730072932149,0.2749151793719809,0.22731527571569093,0.303166941508445,0.27393202607013717,0.10019330143455132,0.37103874474487025,-0.047198036268241074,0.2788535748250095,-0.0026025303605381176,0.7864270759924235,0.008544640794322236,0.5597408021248002,0.5788454861105431,0.3366119545541712,0.37188819331034756,0.556173062950067,0.2176008246590955,-0.19277357196426528,0.3404865383726286,0.2480261335427918,0.523517890754934,0.34106294227846995
Cerebellum_8_R,0.4590819091747957,0.17987990121602004,0.06921696855828714,1.0,0.3759602663296293,-0.06228026359106187,-0.13255723222053756,0.48398788904107887,0.1903524468945878,0.525978385585158,0.35463536312664434,0.3815914056148496,-0.04030031855579179,0.5168508213655091,0.5788040439307734,-0.06220384877843725,0.19471457516997415,0.32657831607600074,0.006837528732010601,-0.196581052681677,0.09380758915574325,0.49522013313573177,0.5069259086260093,0.4587602027871936,0.4876167086434727,0.08631545238798212,0.020196036422172686,-0.18806443838041398,0.24913164840244398,0.4669060731754138,0.43735949543089625,-0.14619971539597645,0.3805890386968563,-0.09194624181638349,-0.1443914337613679,0.2684011816669268,0.2870959768504428,0.13541322423710564,-0.0294620587988819,0.2887275942278069,0.3239313962407087,0.3259472286959942,0.1503317427374511,0.32499210629514186,0.21112657980981978,0.250806576478253,0.19455067448250735,-0.1421744908587644,0.35696713961344734,-0.02641961294443955,0.18805961660941833,0.24234525250170305,0.3601032574522255,0.29096966328565943,-0.1361067973664484,-0.10704350626217005,0.24512045906249474,0.22741521429507525,0.02085659397440744,0.34691317331505456,0.3289755391542449,-0.284209180518263,0.27545668493435654,0.3430505468764818,0.0898705542978845,0.15499875064367502,0.38375136851315167,0.06770122445281893,0.2947316135794116,0.4193740708467419,0.44959431139380607,0.32258075706964545,0.0642367675446777,0.4502698425411653,0.2178149332280207,-0.1708970630098905,-0.06064085063090699,0.13540870974675237,0.17820121071121053,0.2734816572703847,-0.09756247393236407,0.15595003556598216,0.2630323678292341,0.3890489180486722,0.24608575237080096,0.6691198533149426,0.3724317748119746,0.07483194382017021,0.5059517302156022,0.15634053934664324,0.0821187120907535,0.20494117111018273,0.35981488994750643,0.38705171597994253,0.17772314262982936,0.1061251734119174,0.4998947672828355,0.2518790715483243,0.01407651375243428,-0.17055531329039095,0.5057880448905474,0.2122429780679519,-0.14895848663239994,0.2864893030219489,0.07282546923975572,0.10049595090508555,-0.13984442150639648,0.044507428600172844,0.15203216592923938,0.23185661471392519,-0.10424181411535675,0.14521561670083283,0.35787501029464264,0.23924800479746058,-0.08726374812982655,0.001055781041174478,0.3602664009487675,0.2704394382440053,0.03647439625691422,0.4742952688373284,-0.27852099286977255,0.20418509447003053,0.5664468582670684,0.4310139594426274,0.45876763616254884
Putamen_R,0.4180102233580021,0.1997717576844455,0.2793537721981253,0.3759602663296293,1.0,-0.08318406100481235,-0.14004862350306216,0.22792801387355877,0.4503829308181804,0.4386752897311565,0.4103511355669151,0.4943596359025525,0.2190141432322426,0.6945110738722498,0.4561729413603761,0.00908276940482518,0.2554812166052708,0.4627531072001438,0.11888436681939264,0.12139920905029386,-0.043962094998077586,0.5065975888312269,0.5466112010722475,0.575735026843576,0.38632357886611046,0.38227010436612907,0.057150885521304456,-0.11194673988943409,0.38096127280189673,0.3325355078883944,0.10825002381731832,0.01718560059522855,0.40574321400416496,0.00799530284693925,0.11714609620881401,0.49587144153722856,0.16669716148612462,0.3077242799377232,0.1544646956550888,0.4950485713611971,0.6902434586588913,0.46235595779750066,0.25920262743521594,0.44672527620620167,-0.3218327824903101,0.09318777812724476,0.2244707776048155,-0.06370265939942385,0.13524722181946544,-0.011815005731396645,0.1680921675750045,0.3387485492279458,0.5201146757504338,0.10036570693179649,-0.10231493388538794,0.21756039349507672,0.4103210214570294,0.3342484947413132,0.2529399750417721,0.16957587022545093,0.05816743997192426,0.04205735912509166,0.3782733747012055,0.21138729798119663,0.3780948221811758,0.10072072378884449,0.5522104167770477,0.23126745563273288,0.5915480279455356,0.492267698037185,0.5389405630401786,0.5397102114146122,0.2720584594392648,0.47365838659203724,0.021926668252846348,0.04319723647778833,-0.10055596929711459,0.18136888917386895,-0.04072563380402705,0.338706623479373,0.08522073987406999,0.517617343414034,0.37319433388101425,0.7266820705173921,0.5075048638257592,0.24186148312119599,0.6921588850962884,0.0792880842968802,0.4362750855270682,0.38471566868359725,0.2554701197701426,0.4439469339776215,0.5241569744850398,0.3808146077057058,0.33308698825719124,0.1970677751048934,0.4135609636268784,0.39344878161455865,0.009818058489459743,-0.19523675522342723,0.6003508183536471,0.38463376475992755,-0.00931598111737954,0.2610500280915995,0.14236981911862218,0.4856241059342542,0.12003226842847596,0.08597372778446974,0.37654109566061167,0.029318113399774352,0.34888290682445333,0.3851032544513478,0.5151426130024515,0.19272156558044093,-0.03707389435092815,0.21373988633595414,0.4732036192574578,0.6913904969391091,0.009251517892357933,0.393279822986454,-0.13991685545635074,0.2679755752878453,0.49177509751707554,0.5680791012659794,0.8290225717013835
Amygdala_L,-0.09453964466356037,0.0069099710057385615,-0.001242074860232116,-0.06228026359106187,-0.08318406100481235,1.0,-0.009362545862731754,0.0587149918436032,-0.0044137444336929356,-0.09723450146125599,-0.04103057375357106,-0.12869077926853925,0.29704051493826067,-0.1063003666064176,-0.13619736915045239,0.1519699773613879,-0.1501487064381029,-0.022980045092246226,-0.14385722840069692,0.11561609776374279,-0.1093968649522198,-0.14245328287059986,-0.1647514217707682,-0.09117340453418103,0.06365021368666696,-0.12736356490613956,0.0715236494787152,0.21198864026917702,-0.05381388775444028,-0.11585350372492632,-0.16002956168250837,0.200294417869699,0.04009115927432065,0.0014209799425441763,0.1082027880529091,0.06540242618621787,-0.030514004841249758,0.06903632903028828,-0.014901119350406757,-0.06884899281155092,-0.02041085997725782,0.004342478774972974,0.06876246456112955,-0.03292339424011869,0.20185462242193938,-0.15914977299209387,0.12520064787179983,-0.13876382508167098,0.141577729461026,-0.0999695151031589,-0.21959758742770413,0.028047542580044674,-0.009754343974558486,0.0933928038816832,0.13268796568303728,0.10471223115734746,-0.018496063721024046,0.045109693487745045,-0.19911113038099665,-0.07858501658288412,-0.23326104335773315,0.16085023958341665,-0.1190068728007857,-0.15207843617230432,-0.12747232911676365,-0.16234712546687896,0.015811791153432,-0.08814203387328083,-0.004717517840186028,-0.027705442966542423,0.010921624633577365,-0.23447611449977468,-0.0351933156720742,-0.1085487913947305,0.20566737464725895,-0.15337071337453767,-0.0810088967308575,-0.005924144647034349,-0.16053382755421447,0.01138409294627868,0.0814990435204345,-0.1282473473992074,0.04541391056281314,0.03828011764034186,0.032219590499835346,-0.1339819903628751,-0.1717624100459976,-0.037689302451480416,0.03556509002176748,-0.021837193906473054,0.05574112483156937,-0.047806326186958154,-0.1090271471407647,0.049273159442083415,-0.10870067099967347,-0.034518857689651385,-0.012470635543601184,0.04864412760144912,-0.02140122314978345,-0.09639905484355561,-0.2564349667895011,-0.0448179513979788,0.0648932393508314,-0.10190673310334948,-0.20975594507572448,0.08907928976092479,0.21796579931581955,-0.26489717693948694,0.022524728415803306,0.08605157312995569,0.04581883819090528,-0.15801579828103463,-0.11397390630893657,0.03979772381318926,0.19921878889215347,0.005266121838270579,-0.08186244580759698,-0.05975372554620575,-0.08266106306061645,0.014182777810827676,0.023386157656914767,0.17192896452665674,-0.1769079085666065,-0.12306292688259064,-0.0401939473609102
Cerebellum_Crus2_R,0.14788778930099408,0.27334758088635286,0.02531495998629253,-0.13255723222053756,-0.14004862350306216,-0.009362545862731754,1.0,0.16629805206088427,0.1914821334601231,0.08272241598472595,0.17282505544448779,-0.2604801274435412,0.3813013479538864,-0.005172013131947408,-0.1737697895570156,0.3257883219947148,0.14072992953837107,0.09622501303679566,-0.15114837024386962,0.23467325500423034,-0.15588884884031437,0.057625763681070995,-0.010833885521856908,-0.02257623113814377,-0.04269377396383468,0.1351448884227081,0.35480110469365145,0.5172016643858629,-0.0820773190045686,-0.21537553023717654,-0.21320789213038208,0.334960513494763,0.3019617307893386,0.15960525654063198,0.2034982674011421,0.2917871544839598,-0.0340276702456505,0.3804196838783226,0.16682275102222688,0.10968674371605859,-0.28646985929376206,0.1604935569143407,0.25269656733414836,0.08818011903730023,0.2446827916401497,-0.09824929527950588,0.280448498908814,0.029038416176780095,-0.033749216260445455,0.13829935550849978,-0.21078166979773255,0.1969611890949689,0.03322355455006467,0.18172972796303696,0.09895032954572137,0.23325092263296388,0.20659345990644837,0.15574845797204193,0.024828286197338498,-0.23644292851491672,-0.23621880884635812,0.17951934281368392,-0.0698814469198587,0.06614027557974543,0.11840808867310391,-0.017014737200155974,-0.1803151742029177,-0.04577433631150494,0.12520293143431502,0.14467851120713598,-0.2789146208794666,-0.16698501835392227,0.19032341850051457,0.030020819854827012,-0.1148728062019086,0.2779610552904597,0.1641796682430897,0.14966581901161488,-0.18159156454652284,0.24336655933718007,0.14795693326009673,-0.11053016194076323,0.2446723761321681,-0.025211632176194883,0.010966849010636473,-0.15545579868721546,-0.16113170480195974,0.18343134445246917,0.19116415785741744,0.28215356330396524,0.2056981059035582,0.04925867321006016,-0.21165855173689488,0.14144539541141868,-0.03727028235580953,0.09555308318607034,-0.12778528370929793,0.17017955397275272,0.014631770865657978,0.0571147715705476,-0.14773058709928752,0.15327103982230206,0.1293700814023491,-0.1881403052905949,0.11541555567925027,-0.015914255412642287,0.5190212857954991,0.14911688799529454,0.10406876167474156,0.46742111254095003,0.335461779813515,-0.1107829280085186,-0.1046635815758628,-0.21941894185992641,0.06025732353853981,0.03588826213233571,0.035770142586425406,-0.126889215591884,0.13730028993455973,-0.11074822768067998,0.30340763636647056,0.1362717226145989,-0.0033812744504623294,-0.05289771388176579,-0.1615726368758942
OFCpost_L,0.5598952010154238,0.03666633456827772,-0.16613502123346596,0.48398788904107887,0.22792801387355877,0.0587149918436032,0.16629805206088427,1.0,0.07853940249135767,0.16696919938436625,0.15563444544758528,0.3077946097237368,0.09008184828073182,0.4620616284241652,0.38407635024399817,-0.08619761081393561,-0.015941201720769252,-0.0070635802503102975,-0.07286776071030641,-0.30311108283362737,-0.08949490401062771,0.3666922942843458,0.19943068654297366,0.25245335530793606,0.3399672974397673,-0.020756639273750446,0.05229498540639509,0.06744466220530307,-0.015296158855989478,0.3659148482735597,0.1674303803091116,0.022976739432495574,0.3790517756916004,-0.15365565763047448,-0.2395888023921494,0.18295069574902117,0.21861588858022735,0.09812688443082614,-0.13220863684562947,0.22087880109928118,0.29742872908034845,0.20861205347192713,0.40807381187347885,0.20850690006263647,0.18943576976472704,-0.02177932029017206,0.28051670533554296,-0.1699779158074635,0.16758090430333458,-0.0419845391836416,-0.03666916165130701,-0.008180718790677421,0.28957957266625445,0.18937674361433968,-0.13286223055759894,-0.2295627259623195,0.14597148424656742,-0.02349207450426638,0.09166245723827288,0.23426319966975936,0.05748878617133795,-0.32920787251804506,0.04222908864063013,0.3969034203948665,-0.1600498420236765,0.09802047795530586,0.19048587986364085,0.25624919948860614,0.11615392043242279,0.14002258071226345,0.14779887652193813,0.01112754353208933,-0.09273682357523878,0.06421872851424308,0.0408650803706833,-0.11906320735735498,0.05209915129982267,-0.07391152525208,-0.23708729845244753,0.4070796434225582,-0.2081074048475344,-0.08319695169508366,0.18575646858097658,0.26644002227244906,0.02039043147031532,0.28128392589905804,0.08143061351792,0.27481869317361673,0.4974537626841305,0.40739932436083837,0.036526310960247596,0.09589175873167718,-0.01616466818066218,0.26620938319325865,-0.11561771664550177,-0.14041827435156434,0.6554198433091917,0.043197444498889105,0.09404879425486405,-0.20124088462515335,0.14355020937854712,-0.03312838206180663,0.0351879225052403,0.25539224105387737,0.057690606031353196,-0.1313669427065622,0.14495285266543154,-0.018953112019748402,-0.024082865534315885,0.2471783165888669,-0.10233193045152032,-0.007638878421823329,0.07377884586872972,-0.008556968621577569,-0.2791853777956509,-0.2055146226493366,0.0808324595835943,0.27237518779218733,-0.14385230754340667,0.38965362241355334,-0.16458186054675064,0.16709694756345395,0.35976894005758053,0.282892785781031,0.26376528284476297
Thal_PuM_R,0.39672410625476495,0.5377680046349825,0.4686220275741582,0.1903524468945878,0.4503829308181804,-0.0044137444336929356,0.1914821334601231,0.07853940249135767,1.0,0.6119433225807654,0.6698096348438992,0.2770530750979982,0.49457943840749324,0.4816432586797036,0.1596681518282746,0.26921636803258725,0.41080390436436637,0.7678705670949976,0.11645090552655699,0.550074665711212,0.034368200755582425,0.5849589572020863,0.6479542720738001,0.670188020121013,0.46703529579162406,0.6099093378906904,0.40357276309776546,0.19740050378446755,0.6904795703937237,0.07976205416294145,-0.2263269457401702,0.2681226778123394,0.4462202556553274,0.1518695944358931,0.6050505169669639,0.6712289881380545,0.2170901598070174,0.6018335877733223,0.3300188340454896,0.3670695989701807,0.11250049063786942,0.6387911548619883,0.4802851048768481,0.6189576018260683,-0.008627464715950094,0.01024239954396768,0.11765831027466689,0.06415526334751141,0.14537969756619717,0.09581847828770301,-0.04914370898959268,0.7386970664721472,0.44522002132772903,0.22612200784095016,0.0010641696815381074,0.64721092078629,0.7669430360087047,0.6076751581238499,0.12163154634519047,-0.15844772102405374,-0.12796246530462574,0.27806770981568857,0.3621518467508122,0.1272195945417388,0.6848494805553317,0.10209507848380828,0.48110487459559864,0.19264459389490565,0.7598244312958926,0.8067256071435895,0.27346230170431535,0.47063933429316496,0.553611053640703,0.7070037016745306,0.08755808926099447,0.10092926546006348,0.12880112795984666,0.5690322324066254,-0.06784594509215934,0.30029834903567043,0.5723699790532945,0.5592745475482908,0.6967775809930656,0.5400801423087488,0.7435945216148843,0.24934395222816527,0.4804507332274966,0.2874222005721714,0.6247890130499055,0.46977201703298155,0.2374201781887437,0.679146525214932,0.49142645498066445,0.604237174080248,0.6402737623730976,0.5588177205615897,-0.04297462178111445,0.8124855641451159,-0.05101804061974122,0.09494970540257264,0.4488495526634891,0.6453574910035201,0.01674501599818877,0.005295897915087357,0.15662625732060748,0.6825796529162451,0.5600750837565349,0.140792596036404,0.6068379388485036,0.2575094080267508,0.6000901783081174,0.07402351915589148,0.5212077031049955,-0.08368536298123957,0.23314924593734657,0.5106072090440046,0.628896448018508,0.23776531983901786,0.20830906971851768,0.23763506814857535,0.0984111832044849,0.5359397801124045,0.45981983227569306,0.6295907585339214,0.6302417276956649
Supp_Motor_Area_R,0.26867994922541416,0.4510418194263253,0.23988220556455547,0.525978385585158,0.4386752897311565,-0.09723450146125599,0.08272241598472595,0.16696919938436625,0.6119433225807654,1.0,0.7972804835340044,0.08835168609001602,0.3578737423257768,0.3452348900219219,0.2690089497681433,0.2786351204381194,0.34860471926105757,0.8195246213148821,0.06700916011903162,0.32021537216757184,0.21920785681092625,0.708729177618992,0.8391722441341531,0.7024845389472739,0.41981305425024595,0.3704245778505564,0.42032307159723875,0.06592604778894896,0.5412123091279858,0.18273271108297232,0.2200012621858413,0.28102907921935116,0.44805625418333195,0.15239206679750808,0.4807109758593705,0.5160676477361924,0.2707911993447676,0.5716782233721159,0.489051656147912,0.2671013472484898,0.0802717324894591,0.42953445755883446,0.3078839426420587,0.7503431530080779,0.16719164153870705,0.18885033164635687,0.025350827582842492,0.20432871401116695,0.13383599649377956,0.14206508316468044,0.1588940407240112,0.731468304055988,0.3007090823779022,0.3630886264916309,-0.07604292527335518,0.4074521463952104,0.5265227417741819,0.5848764234110126,-0.008203096302237294,0.02450062168241364,0.13658055365774108,0.027283968332724604,0.45350124041487805,0.3594245572579773,0.5502292988923052,0.18479785258529033,0.3003694148714303,-0.04587555283872392,0.6559785256857521,0.8179412300992644,0.5002562721277184,0.5836487410425564,0.43760259942117075,0.8617134286734158,0.34196109470357666,0.18840468335715826,-0.148381575390911,0.31078667991473,0.18862930670598282,0.2541124376807074,0.5100054970432736,0.34684141629976545,0.5330236925915164,0.3767648469251603,0.6435661916224906,0.4798047816212744,0.5258222123465095,0.18942169390794739,0.5635619374436074,0.2091414954049919,0.10113380702658258,0.47784483490623264,0.40192019796216427,0.6579151253937208,0.5644038857123175,0.5856522797205036,0.08214950450632617,0.5832805839437072,0.055162818905269674,0.12181274947638429,0.5186440722481431,0.6698669312931539,-0.004225798490726372,0.14255152253119244,0.07909097957294624,0.6497945547398806,0.17732126333735868,0.017814262807615475,0.6368228262438053,0.2573282099521101,0.309661177177208,0.29742337985105505,0.5376533149546214,0.2599845520055871,0.1484695347055858,0.37201849541221355,0.8183651134733185,0.047651884124559944,0.24084184436585196,0.22477291073481653,-0.003845147096853823,0.4428414676845903,0.5740078493010183,0.50263991851581,0.5593154609306884
