,ParaHippocampal_L,Cerebellum_10_L,Thal_PuI_L,ACC_sup_R,Temporal_Inf_L,OFCant_R,Pallidum_R,Vermis_9,ParaHippocampal_R,Thal_PuA_L,Thal_PuA_R,Frontal_Inf_Tri_R,SupraMarginal_R,Precentral_R,Temporal_Sup_L,Thal_VL_R,Thal_AV_L,ACC_sup_L,Cerebellum_Crus2_L,OFCmed_L,Red_N_L,Precuneus_L,Occipital_Inf_L,Cerebellum_7b_R,Cerebellum_8_L,Vermis_10,Rectus_R,Thal_PuL_R,Paracentral_Lobule_L,Temporal_Mid_R,Frontal_Sup_2_L,Insula_L,Lingual_L,Occipital_Sup_R,Frontal_Inf_Oper_R,Cerebellum_4_5_L,Occipital_Mid_R,Cerebellum_4_5_R,Cerebellum_9_L,Supp_Motor_Area_L,Angular_L,N_Acc_L,Frontal_Sup_Medial_L,Raphe_D,Cerebellum_3_R,Cerebellum_Crus1_L,Pallidum_L,Caudate_L,Cingulate_Mid_R,Precentral_L,Temporal_Mid_L,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_L,Amygdala_R,ACC_sub_R,SN_pr_L,Hippocampus_L,Thal_AV_R,Cerebellum_Crus2_R,Frontal_Mid_2_L,Cerebellum_6_R,Occipital_Sup_L,Frontal_Inf_Orb_2_L,Cerebellum_3_L,Cingulate_Post_L
Red_N_L,-0.04523888676285349,-0.0027878346797852818,0.6373418485052051,0.07505240018763418,0.4905524398665573,0.6447761120313157,-0.1921300685247232,-0.05090494786623446,-0.052712569681820365,0.6202629152423056,0.2518771695143499,-0.23067263628350518,0.07899842539011283,0.08633339716532218,0.376212092004743,-0.08638188360298107,-0.3912721378461463,0.4341598250099506,0.36667222569364505,0.31955834467536914,1.0,0.3262231177848441,0.585140335678229,-0.2094897255709893,0.0604324753420609,0.3165584281779368,0.17878073285189058,0.44173158891137926,0.1920929382567945,-0.12845412165979864,0.141670595378814,0.2325833772772027,0.6050251475916187,0.5160945675948513,0.0336146241559955,0.3562667867628047,0.37645585808128196,0.244678076189253,0.09736881405553485,0.15613498796546058,0.4835886097694619,0.019480155261344615,-0.06731393812858427,0.2638554492494341,0.12073307596917748,0.5698437996823658,0.2346322145331753,0.03437268351093011,0.39406225611848006,0.13733543209205185,0.6068079081990521,-0.4867799933405393,0.2342946562950969,-0.2655510206149161,0.03631484010407081,0.12673769702050466,0.2758599832641786,-0.0202814392509162,0.13707223684913802,-0.09954610109390821,0.17405794737237792,0.46663813822812045,-0.06406223068629575,0.35370677450047944,0.17378200982464906
Precuneus_L,0.2312469455913783,-0.4201808170990759,0.5990238914032723,0.47847277498413326,0.4606237062800116,-0.05659320418497613,0.3634502740188458,-0.0043964108449116995,0.6174232348924809,0.7057822110058166,0.6744349786590756,0.5406068923317845,0.5842649628472485,0.6623578169262069,-0.08466685243905189,0.6169294798363507,-0.09715145105386437,0.2840717055168988,0.2685082095255014,-0.1962642601442509,0.3262231177848441,1.0,0.43509012779968353,0.014450260021085121,0.3734447481250452,0.17048234047021424,-0.25166624353556244,0.4119188354629493,0.9028904048075854,0.3572457654973625,0.02630016554570236,-0.07163279510356375,0.4883386509012548,0.6464617373758798,0.6965683356416227,0.8408736188122934,0.3959564658740161,0.7065358552274184,0.1952382730746889,0.7200285222630705,0.6410364989635032,0.25759786586687916,-0.046881336988853155,0.4666385069312884,0.3435623797568313,-0.20070646076809473,0.48695210894311314,0.30036816556256835,0.6149837791964426,0.7714168507066655,0.1059424019065649,0.21758607885709866,0.06523930400214607,0.12488269324066033,-0.19270230929960086,0.07777142023785741,0.619721816798478,0.2387645858803782,0.3220451005219103,0.47734747764192575,0.7671364229212699,0.48583381134604003,-0.20170784811272355,0.37828613916210596,0.6926856894760453
Occipital_Inf_L,-0.24156488713394653,-0.2667342837585928,0.4541219557256994,0.18703517576787837,0.3986727669755518,0.22819298377620792,-0.16987187150443978,-0.04475999333602829,-0.06501232860975745,0.5557510087235046,0.3534748014128926,0.08787735309954492,0.11334417515383016,0.08682961195299028,0.044546154744103734,0.08693733494949489,-0.22574841303373513,0.14558977768077677,0.338636836272193,-0.0053830202952238684,0.585140335678229,0.43509012779968353,1.0,-0.045921732093857255,0.11154218070403768,0.4235681746000751,-0.0917624992183546,0.17639632562990262,0.38810851879869646,0.08082498677943645,-0.12523830044685966,-0.14176143964111176,0.4579894757010835,0.5982400588690284,0.3023404873823864,0.2793131585068736,0.457756955125757,0.1364197331480466,0.24064289974058173,0.16588710877330123,0.5588132427210585,-0.11009465778884693,-0.196611372391127,0.1975404330798509,-0.21682730127318517,0.1678237731306898,0.1555069019862883,-0.021562183815163716,0.17342177439473686,0.2174833798575271,0.40038882862105935,-0.16712380448176106,-0.021733703679137,-0.2209906856598411,-0.10111885681224166,0.04047431399667639,0.1474309597215213,-0.19989621012647277,0.28065179935314893,0.0017465447433649406,0.5064213221583296,0.4689890223102823,-0.2260641692321538,0.07287502833430062,0.10615193460403681
Cerebellum_7b_R,0.23567837605092723,0.12250630227870027,-0.0957315422138199,-0.1515359016100696,0.105397873566563,0.060696228888656965,-0.00324072908226827,-0.035782686200217344,0.09652416036766834,-0.06649868624804131,-0.15361605398617406,-0.00045710357972820884,0.34192296023518676,0.1672905337444239,0.1191665068130072,0.16421014362631114,0.3906821457266856,-0.1120768991439408,0.29269286946531514,-0.03013719208749661,-0.2094897255709893,0.014450260021085121,-0.045921732093857255,1.0,0.715329062916585,-0.018699652449157115,0.10750294914541096,-0.17558587917398222,-0.07538640464223505,0.12288870366105835,0.2560490637634381,0.146739154886927,0.20102763404368731,0.04855174168988864,0.039061448444829644,0.1497429331356061,0.08550944238855075,0.19732121822650703,0.19508125984004518,0.19442703104289186,-0.015353338828519261,-0.16740079670518188,0.24909055945716563,0.18403693248946731,0.14970277770076534,0.09742734550684165,-0.057249169098772576,-0.15505830769613746,0.35248705092831123,0.10856190903188936,0.045947834705998135,-0.005341910469312772,0.16602275619007656,-0.06645422128908499,0.2220166029936217,0.13824816575729068,0.17709138111779607,-0.13723267103161998,0.1998871142624232,0.20869361026531064,-0.008000302650024325,0.07523608660736536,0.3002167568869012,0.10682271598376028,0.1396293228108263
Cerebellum_8_L,0.4352580670763716,0.030285702575240676,0.2508714349775195,0.16293822009566142,0.2625929867515486,0.06195208900305359,0.2213045753539038,0.013353627818576212,0.4579285283345978,0.21111991532237553,0.1262483002738238,0.2586651723858563,0.4634457031371999,0.4786521618938792,0.17363298578857583,0.3742959378519062,0.1889484126633046,0.13808153768413317,0.38163729942278046,0.02663592884967864,0.0604324753420609,0.3734447481250452,0.11154218070403768,0.715329062916585,1.0,0.06779951741079314,-0.003851489597488815,0.16758826734473276,0.27028068231734365,0.26098984726583674,0.39817607233124264,0.23989358720262877,0.4927474902578268,0.3071897333181281,0.36716630894979,0.529925959006574,0.20319894724054244,0.5698400960697382,0.2240596882334114,0.5140335378298865,0.2615008139055417,0.11332471583784626,0.312716725010089,0.45285852764771306,0.4402483296662158,0.027670500808893463,0.2510898578598373,0.07764584503059313,0.6346967560091318,0.4736035199868293,0.12150650272132642,0.16526153107578884,0.23386016263013668,0.036124117101014895,0.0954534135114302,0.1203900323210434,0.524087141591482,0.07160587883095802,0.4617235843660739,0.4757565177165733,0.2943580803504076,0.31797805284073793,0.3651452331685385,0.32744639458034003,0.37515511686743636
Vermis_10,-0.45183467972015784,0.1379214805589741,0.28107595429913196,0.12122225224831192,-0.06504506775236613,0.06833172785323995,-0.5303339141596572,0.6581938641528824,-0.14096200095821315,0.1631510163277337,-0.048353886850757886,0.1389868236506393,0.29395064620421646,-0.1616132231688404,-0.11096006200132028,-0.16117444125967045,-0.2402703251979505,-0.027932752695614658,0.5096367363491383,0.01442890912567234,0.3165584281779368,0.17048234047021424,0.4235681746000751,-0.018699652449157115,0.06779951741079314,1.0,0.02091749174707157,0.2072057195503728,0.15931157296299536,0.5251228842195306,-0.11626651987579122,-0.13402166158388037,0.6007547361666362,0.7238597004440033,0.42794671319464045,0.04893661314460182,0.8263418586789918,-0.06046035823225375,0.45230149906083533,0.0048944453560455905,0.44360795727588603,-0.3593854761203979,-0.16640386362695495,-0.036769481578296896,-0.24307466189483595,0.22783007324283477,-0.2290014145956581,-0.2951140971189114,0.06953977307684632,0.031102751715506013,0.2010868335271104,-0.1647802292332404,-0.0881061980261309,-0.467890676341844,-0.04968468692896513,-0.2553856151603014,-0.25686131230883014,-0.5509449388919139,0.5494194119485689,-0.05415126087780813,0.4491679410098874,0.7134922105343369,0.1866587253787001,-0.3712218681583809,-0.22143892422964379
Rectus_R,0.16822497270570028,0.4535519821155925,-0.13389237185582104,-0.25133654092372726,0.21669205793302337,0.6204946522013468,-0.2765860589490767,0.0004231203839945516,-0.1623783402315325,0.029799600079399503,-0.14438656459414542,-0.4428292683335891,-0.17893279274204096,-0.08916886456043202,0.48064193807480465,-0.06682328623924012,0.10568786019669599,0.2619210430103364,0.14819141974653827,0.6075899713400552,0.17878073285189058,-0.25166624353556244,-0.0917624992183546,0.10750294914541096,-0.003851489597488815,0.02091749174707157,1.0,-0.003174691600411263,-0.27728548414705945,-0.27755830926281144,0.3474578111262124,0.4340560951237445,0.16173975053276363,-0.039874328704223395,-0.391063325306719,-0.0657078706407569,-0.006560763829982381,-0.03376801054823255,-0.07352813722116976,-0.005851217957698541,-0.03479104240881862,-0.20825234850328345,0.26706065873647783,-0.018762745566696395,0.11698384541053221,0.5196286322601125,-0.23547479981209968,0.0489570373016266,0.07810510337210548,-0.21083898697641335,0.4053906134515075,-0.35799075351640236,0.42289152361890664,-0.2720914664134175,0.30604574037871124,0.23898630734199092,0.014584827561715644,-0.09580243839044715,-0.03929316863310116,-0.16817818318900635,-0.36440701672814146,0.08607568988505501,0.1516401931166696,0.15277893876734808,-0.25350544618962
Thal_PuL_R,0.21379708044291074,0.0993167143034816,0.4383916373453968,0.37855136464943595,0.20222949181883357,0.18689845160029428,0.15410645339652207,0.11189071623495415,0.436668117993677,0.3687640701881519,0.30789771669690724,0.22222042993370084,0.1282532725355819,0.24186320113603205,0.17351868289769104,0.14270285652867468,-0.4717445776592934,0.4013186484104259,0.04732581804734468,0.16407586964000828,0.44173158891137926,0.4119188354629493,0.17639632562990262,-0.17558587917398222,0.16758826734473276,0.2072057195503728,-0.003174691600411263,1.0,0.3014898641726208,0.17152294683541994,0.3124786966439126,0.3035252472437669,0.48185034180757286,0.35310523502311614,0.374877783401477,0.4473111460725785,0.245244822774033,0.46344867686589175,0.05595794774147926,0.37005368781891185,0.40820694609426705,0.3390770065629689,0.17116825533515082,0.25713230774902646,0.45700844341305413,0.12719725581843097,0.4035429423246866,0.24952928637284286,0.4325523906164946,0.34093874018313164,0.24056194870293807,0.004994312619978125,0.2356010127871048,0.02322851813912399,-0.1753279363966264,0.07082400488933603,0.41349944225226193,0.2100640927579298,0.13682649889429307,0.21051389949565924,0.30052418982427226,0.5197041470743083,0.1509819326128954,0.34174376385438315,0.3035854353717535
Paracentral_Lobule_L,0.2354716887036561,-0.43049940682513865,0.5500887850758824,0.5249730193867864,0.3409600329501788,-0.20669557802760458,0.430129325002554,0.03002695835067058,0.6520362202676075,0.5916799528825709,0.6542304633477973,0.6600800073465224,0.5112754143649307,0.7119419828713289,-0.1865314725999716,0.6493326134633062,-0.03272590360057749,0.2132899115740218,0.2012635073392587,-0.21449080232426931,0.1920929382567945,0.9028904048075854,0.38810851879869646,-0.07538640464223505,0.27028068231734365,0.15931157296299536,-0.27728548414705945,0.3014898641726208,1.0,0.39224033470744335,-0.018730762274842966,-0.15854054016753197,0.349943234209762,0.5253558855753194,0.7126568627616667,0.7604909493965031,0.3022960851119036,0.6785489638851063,0.1991932386555371,0.7022037103244921,0.47806887630268935,0.2840372375490114,-0.035194551349549595,0.5039612681938944,0.28719378693280695,-0.36144427460717166,0.5092429362513328,0.3877925415371191,0.45299387109198735,0.833931052626042,-0.06631406261149118,0.3841139213969865,-0.01553750477562547,0.201869757184745,-0.23514932489374896,0.014813808393876839,0.5552471319712337,0.28399126316369994,0.303846512069763,0.570724873423813,0.8089862039812499,0.3218663144962226,-0.22122330685486447,0.2688211735709989,0.5920791981209971
Temporal_Mid_R,-0.16319400306462392,0.015707893995893882,0.2668084579118397,0.5210171996116478,-0.48551617177958734,-0.4600249342732831,0.17906426751993104,0.6470568419916755,0.27418969220647454,-0.042834233515823515,0.14151014703983442,0.6960317367771238,0.6836331426982141,0.19346593682584953,-0.5708707729754698,0.22147790136377576,-0.11906041275879121,-0.107730462793925,0.06861633228914778,-0.18729864481632144,-0.12845412165979864,0.3572457654973625,0.08082498677943645,0.12288870366105835,0.26098984726583674,0.5251228842195306,-0.27755830926281144,0.17152294683541994,0.39224033470744335,1.0,-0.08666430844386837,-0.3145977172564334,0.35570042104704525,0.4369618064543469,0.7318360260625969,0.17188663411376617,0.6579035261174206,0.21788745839069898,0.6399610876460615,0.18376505741550692,0.0552133360364126,0.04512433164017494,-0.06854709076008662,0.1995532873357092,0.04920089650938693,-0.43287130170387783,0.0873235457724728,0.042882381990269836,0.14470699666174763,0.3745183397648197,-0.518706964629775,0.4420367388660428,-0.2747994760788956,0.2250208454364776,-0.2565413365788448,-0.28479504318747956,0.04813400934233964,-0.198829079701737,0.5343147494458116,0.4185824634623639,0.6378019079728536,0.31989063992723277,0.33370318062005794,-0.4830109806399125,-0.03793882650014091
Frontal_Sup_2_L,0.753065395146987,0.6643529374719254,0.017057144182290516,0.1081494421723144,0.3024082409559699,0.3989364290108258,0.23258028451384302,-0.07444042581191505,0.3931300777503187,0.04814071338615543,0.01944247204359079,-0.04341724991639123,-0.002520255542538933,0.5057087473792459,0.6824502226878539,0.18107425610096387,0.10970022276638827,0.5776480683941023,0.05719572100257807,0.39567966329558,0.141670595378814,0.02630016554570236,-0.12523830044685966,0.2560490637634381,0.39817607233124264,-0.11626651987579122,0.3474578111262124,0.3124786966439126,-0.018730762274842966,-0.08666430844386837,1.0,0.8367585236826869,0.460465132694585,-0.024584922790368335,-0.0010657410481634583,0.3531502986042,-0.130383150176118,0.5028099662392507,0.15351246841640312,0.5145614143345719,0.10106309157182246,0.08713185617362451,0.8868032474474423,0.3759085718385262,0.6171313237439987,0.38324755287287915,0.26241994844614136,0.4256513758436118,0.5635841325642613,0.42220599120167773,0.40774402477524724,0.0782111424150217,0.777704543173642,0.12550076544869393,0.24859986523003372,0.4593208036423863,0.5961250153191049,0.3016928798784711,0.019121028323204496,0.40507813215692834,-0.19994199046918174,0.18856833654478627,0.5615952787151323,0.47603793594951593,0.1558143717831164
Insula_L,0.6306674875077144,0.6651241410952086,0.003282903832451125,0.06031743398740354,0.3746952522798196,0.5345770323279934,0.09332660913481099,-0.13067666061760885,0.16322556620623585,0.043491200473764015,0.06946652888030674,-0.2860256737744326,-0.12863648420433685,0.3026087406832424,0.8505778956225118,0.15120589864363596,0.015139383653438851,0.6081699884991275,0.06585443776109637,0.5220524178696243,0.2325833772772027,-0.07163279510356375,-0.14176143964111176,0.146739154886927,0.23989358720262877,-0.13402166158388037,0.4340560951237445,0.3035252472437669,-0.15854054016753197,-0.3145977172564334,0.8367585236826869,1.0,0.38255891139055764,-0.06568664639136873,-0.19682386680920572,0.2683505633527554,-0.18659901531446074,0.3439743895121423,-0.03544917102358008,0.3109797668435432,0.07320491109425056,0.08380300993336642,0.6970206501019091,0.2761957016637054,0.5375273100273609,0.5683095891070435,0.17642980650104478,0.3742714847957562,0.481343350720649,0.18585832658705184,0.5826942849911464,-0.19768229680729138,0.8315154177332241,-0.05390831913071492,0.2210227704000176,0.5963961808949073,0.4763065095224584,0.24490169078340557,-0.12213572268685781,0.18026091560900429,-0.3803777043411693,0.14635108227649424,0.4747993724272741,0.546046770083681,0.08777040645293331
Lingual_L,0.19580048463378447,0.2751700908401967,0.5459604625451435,0.28443827082601963,0.3645221145715098,0.4160207265307185,-0.11667338686052214,0.33946608445305043,0.24215370925194227,0.5108534376050169,0.27906408100970215,0.12265556306598706,0.46698946254389995,0.40064414001208826,0.3748439060845784,0.16660275439434508,-0.1909276468377879,0.46446896898578455,0.5785089951844468,0.22244268065397546,0.6050251475916187,0.4883386509012548,0.4579894757010835,0.20102763404368731,0.4927474902578268,0.6007547361666362,0.16173975053276363,0.48185034180757286,0.349943234209762,0.35570042104704525,0.460465132694585,0.38255891139055764,1.0,0.7531104778038007,0.4611291098182115,0.5848162216805033,0.6544749214612263,0.5225922726558037,0.45914955159086723,0.5233395227948754,0.6119652838970153,-0.05605324679282627,0.29118037052505485,0.4247260426027612,0.3558757708352061,0.45094615375323277,0.19823891945008504,0.08412818254385071,0.697718495830201,0.47113692351269737,0.5177785630560356,-0.1654855210426961,0.4307494506095927,-0.1824810679617306,0.07197506060923418,0.1975248907068366,0.47098358872142687,-0.1556402054866433,0.5265943315248879,0.27339517383307926,0.38767325942153746,0.7894602570679023,0.40042955362359783,0.2560248748582536,0.2527613151976917
Occipital_Sup_R,-0.16054978183497579,-0.12537908111955753,0.5250040514684907,0.19670338893930286,0.3701390680506329,0.17588082348547152,-0.27822373866088573,0.33504555599425495,0.1537310913502377,0.590180444766929,0.30753412517893014,0.19243621465406754,0.5278954902995122,0.1874826884794317,0.01602328428058723,0.14880961074036198,-0.17226995087552163,0.1235260470231526,0.5709201902225411,-0.049418743653574904,0.5160945675948513,0.6464617373758798,0.5982400588690284,0.04855174168988864,0.3071897333181281,0.7238597004440033,-0.039874328704223395,0.35310523502311614,0.5253558855753194,0.4369618064543469,-0.024584922790368335,-0.06568664639136873,0.7531104778038007,1.0,0.5622285228442543,0.5299428336850984,0.8679728827960098,0.3409817441896724,0.3509697032963879,0.38748707935083565,0.7421922283358722,-0.149423177888597,-0.18451713874986478,0.20838348196278436,0.023762733739217848,0.21560525953895152,0.04800349240140826,-0.15407474363697027,0.42849021362249784,0.37696312227071405,0.3895181897358253,-0.22905281319774715,0.022474827841566326,-0.3549264420261529,0.008231831361023926,-0.07799412117742134,0.18960424528799125,-0.32709612839854535,0.5549293736640873,0.1463113555649867,0.6539882077886102,0.8510275082114369,-0.011172959671573935,0.035895197214119164,0.2024006116638794
Frontal_Inf_Oper_R,0.10047348938155458,-0.24792111228083813,0.393838469500832,0.6842933642328195,-0.05416049370626331,-0.4090037379830165,0.3337037057509054,0.3765659359870604,0.5595064106010773,0.2716199706937644,0.48145439825764863,0.8618440162059398,0.6366805607213414,0.5461611005409645,-0.3205185862365067,0.5326946732208607,-0.10945784073552633,0.12787590883052213,0.14195353955874462,-0.2251211167135815,0.0336146241559955,0.6965683356416227,0.3023404873823864,0.039061448444829644,0.36716630894979,0.42794671319464045,-0.391063325306719,0.374877783401477,0.7126568627616667,0.7318360260625969,-0.0010657410481634583,-0.19682386680920572,0.4611291098182115,0.5622285228442543,1.0,0.511072731842093,0.5181004264066168,0.5043479161349648,0.35449717754436505,0.5379355708405652,0.4259032632833167,0.18710632986158587,0.013513789815355481,0.39798984926799535,0.2130093474500875,-0.460491535153854,0.3076815527143951,0.31298773752355596,0.425421714267434,0.7016320467214863,-0.21883244678295277,0.5439435280974539,-0.0789736191665659,0.25140865567715837,-0.32756640497563855,-0.07498708359872283,0.40716376044744407,0.002860842069209126,0.5025297592364325,0.6400507689890891,0.7666157862809387,0.49736010649275497,0.12059755350061649,-0.011352318821987825,0.3164180974557572
Cerebellum_4_5_L,0.5413618072237258,-0.15663831121120422,0.5757451832575743,0.3802417083643728,0.6253257400184145,0.1557863832451137,0.38423038880810634,-0.06981578175887304,0.7399000884735432,0.6657099814236991,0.5955005260094683,0.37805657193510545,0.5303507867536755,0.7646595607059308,0.2557383267701939,0.62090480593835,0.04090882257449287,0.44441144759782303,0.35097319933046045,-0.0437908605637589,0.3562667867628047,0.8408736188122934,0.2793131585068736,0.1497429331356061,0.529925959006574,0.04893661314460182,-0.0657078706407569,0.4473111460725785,0.7604909493965031,0.17188663411376617,0.3531502986042,0.2683505633527554,0.5848162216805033,0.5299428336850984,0.511072731842093,1.0,0.229201784326237,0.9161803735932644,0.10037830269933012,0.8098010287849354,0.5906295500994264,0.28392879550320305,0.2446031474453015,0.5388867794161714,0.6325284370891606,0.03563847550729798,0.49620592466052255,0.34971371417711183,0.8113206268647339,0.7982089034305071,0.28368723381936023,0.1463581866248748,0.3376775763820557,0.12078801720685926,-0.00957330953113727,0.2148787456913347,0.7890780738426608,0.3484668999652249,0.31144854923127246,0.5313023600402494,0.5666189500794305,0.45872145167940415,-0.0005876715029777793,0.634670554885796,0.7100163192943876
Occipital_Mid_R,-0.3669214406110456,0.025644793001321095,0.38987018906892457,0.18556109807522278,-0.020396859631427598,0.10101878091274366,-0.3626736896677284,0.5659108816447427,-0.05275265639908327,0.3220547920654461,0.10887367481620865,0.19716225779771496,0.6050078133513407,-0.05537469904756295,-0.19650696663087536,-0.013685689151529639,-0.17882011883064308,-0.02917979529819414,0.48199381681751396,0.002539391835430586,0.37645585808128196,0.3959564658740161,0.457756955125757,0.08550944238855075,0.20319894724054244,0.8263418586789918,-0.006560763829982381,0.245244822774033,0.3022960851119036,0.6579035261174206,-0.130383150176118,-0.18659901531446074,0.6544749214612263,0.8679728827960098,0.5181004264066168,0.229201784326237,1.0,0.10440653185112621,0.5315047974238859,0.10626091304678763,0.4722654267366717,-0.25798293204521117,-0.26537594660501307,0.08243433095535727,-0.11804274701359783,0.15442376729752588,-0.14668477400720822,-0.2674395302175143,0.23564698696167846,0.1451377061331278,0.1289325526529297,-0.22019354363461704,-0.13100891496603223,-0.3251544437654025,-0.010724727852573192,-0.2013802356408728,-0.07320878598775771,-0.5083615904031338,0.5729588502228685,0.0698146445375928,0.5532592447025849,0.7291250018995512,0.1367018149809581,-0.31683217094154476,-0.08017597254865394
Cerebellum_4_5_R,0.7065018774878881,0.006902801930578792,0.5111281282048534,0.4286916022149208,0.4784301092006207,0.12127984915717267,0.5253630583606267,-0.07649579919361212,0.8382266281484928,0.5270852005360055,0.5162779004586369,0.4455838215234105,0.4966173957513547,0.8289864971451862,0.26726004727660657,0.6158841912103834,0.06028075088075845,0.5028639730843711,0.21358565627772869,0.02760433331644787,0.244678076189253,0.7065358552274184,0.1364197331480466,0.19732121822650703,0.5698400960697382,-0.06046035823225375,-0.03376801054823255,0.46344867686589175,0.6785489638851063,0.21788745839069898,0.5028099662392507,0.3439743895121423,0.5225922726558037,0.3409817441896724,0.5043479161349648,0.9161803735932644,0.10440653185112621,1.0,0.17677435291051977,0.8247332123128293,0.42057660956593673,0.3414988627926235,0.4166205474255301,0.6233989689509507,0.7605639716461011,-0.023501745912408598,0.5596666467074536,0.4614460156904506,0.7980937920120357,0.8303595518563137,0.1504517378650173,0.2869491722694028,0.39675963683715676,0.29392775553944656,-0.03870366810942876,0.243790957785184,0.8522268869327351,0.45731550129867804,0.26387118313672364,0.676928525280274,0.4751396472496503,0.33483237721702547,0.1309948720483478,0.6266779415631216,0.6526419696756047
Cerebellum_9_L,-0.064492101028925,0.35010602727630524,0.22385293028513248,0.28393043493993353,-0.2321984829775015,-0.008973926234226173,0.05898724006736356,0.5192517087000792,0.006828790179879668,0.05934844535193922,0.051549577895373545,0.2595292385386259,0.4286356292551994,0.13767867353760332,-0.1672166635591144,0.07327586685122296,-0.08054664828486081,0.11452282840852285,0.04805398169264273,-0.0644777208882629,0.09736881405553485,0.1952382730746889,0.24064289974058173,0.19508125984004518,0.2240596882334114,0.45230149906083533,-0.07352813722116976,0.05595794774147926,0.1991932386555371,0.6399610876460615,0.15351246841640312,-0.03544917102358008,0.45914955159086723,0.3509697032963879,0.35449717754436505,0.10037830269933012,0.5315047974238859,0.17677435291051977,1.0,0.12400010098540441,0.07932898306511502,-0.13450851608316258,0.15287251094655827,0.3238609839918293,-0.04985365841924921,0.05837185294762874,0.15178381557116588,0.05388989976653497,0.18684760493670968,0.23594840986557178,-0.1413673730111451,0.13617785734928717,0.029496108632888905,0.16939457965638158,-0.07378577843002514,0.01763827784037025,0.08876277759535639,-0.22697259811500334,0.3682269785556005,0.23498473607471995,0.4364913214784902,0.23518316778107917,0.3454876501459783,-0.3437728438718535,-0.031575467262206086
Supp_Motor_Area_L,0.6015573300873538,-0.04605868389182774,0.35555044047116424,0.31032973497629845,0.47115437676592875,0.05387613359602943,0.40336097120783293,-0.04873891339247774,0.7694143011176995,0.5226355187996309,0.452566316908467,0.45123713316483405,0.4031369620852221,0.8777405288562001,0.27799791054426864,0.6076813928808436,0.15867346411003774,0.4428351415003125,0.2630100865623627,-0.007369554745251125,0.15613498796546058,0.7200285222630705,0.16588710877330123,0.19442703104289186,0.5140335378298865,0.0048944453560455905,-0.005851217957698541,0.37005368781891185,0.7022037103244921,0.18376505741550692,0.5145614143345719,0.3109797668435432,0.5233395227948754,0.38748707935083565,0.5379355708405652,0.8098010287849354,0.10626091304678763,0.8247332123128293,0.12400010098540441,1.0,0.5587921376742507,0.2162980391601842,0.48054885625748966,0.5436687630157391,0.6094031364518749,-0.08352766395961522,0.4274555470333131,0.4337747400544327,0.7378623638529773,0.8777601056019506,0.2162960911271641,0.3348755143399789,0.48003215663573107,0.15470189583144614,0.055452949695657554,0.25744188356069275,0.7350938162679056,0.3744929830742448,0.23908579700917595,0.6761532459849505,0.4665495063904882,0.43094441035177583,0.12419570260700145,0.5319486093918411,0.6296702245634773
Angular_L,0.0021292834660594706,-0.14398069864627533,0.35387819791813785,0.07574546763302292,0.5626321980861777,0.2622308807128415,-0.21768649640077276,0.12408626426842245,0.263222068891496,0.6243062074358443,0.34186055410405924,0.10092296192025008,0.2194664820324401,0.2997658858397913,0.28714231555602177,0.22753298743482162,-0.06517647118999104,0.2875504794891086,0.45301677545199315,-0.012859131484531806,0.4835886097694619,0.6410364989635032,0.5588132427210585,-0.015353338828519261,0.2615008139055417,0.44360795727588603,-0.03479104240881862,0.40820694609426705,0.47806887630268935,0.0552133360364126,0.10106309157182246,0.07320491109425056,0.6119652838970153,0.7421922283358722,0.4259032632833167,0.5906295500994264,0.4722654267366717,0.42057660956593673,0.07932898306511502,0.5587921376742507,1.0,-0.059497504108006666,0.007684551483496146,0.16607365515148256,0.09738833028773536,0.23316917615917804,0.07469303677725005,-0.034249846793505304,0.46524045537947134,0.41456437833770193,0.5892881450678769,-0.12061888175611994,0.3044177525750011,-0.34565309541444866,0.06926424399379573,0.11155923809874053,0.2684702721944321,-0.11293487669702375,0.34009827615764826,0.14694772357121608,0.5222665980525041,0.8113043146181491,-0.11184934317071231,0.2944320703986692,0.4026674692307338
N_Acc_L,0.32835146865668186,-0.17675488660946473,0.2484741242789017,0.3943745305927289,-0.023938935161952786,-0.21132597792463897,0.517928413956446,-0.19951511630611066,0.43984096045303567,0.07034199328049044,0.2985841142077545,0.3641550939372379,0.052744456755686966,0.3257513250681556,-0.07216885267465602,0.23010495280349993,-0.2587714526289891,0.14923155836870192,-0.29314708773236536,0.015788636805377884,0.019480155261344615,0.25759786586687916,-0.11009465778884693,-0.16740079670518188,0.11332471583784626,-0.3593854761203979,-0.20825234850328345,0.3390770065629689,0.2840372375490114,0.04512433164017494,0.08713185617362451,0.08380300993336642,-0.05605324679282627,-0.149423177888597,0.18710632986158587,0.28392879550320305,-0.25798293204521117,0.3414988627926235,-0.13450851608316258,0.2162980391601842,-0.059497504108006666,1.0,0.049008802424839015,0.28420965969854367,0.37647973289886605,-0.31178224128017684,0.5732258227806805,0.4132024638182117,0.13023922675513,0.33243159993991356,-0.21118174560284955,0.35625804535087224,0.007373258598006979,0.5835203646805524,-0.24365549461011965,0.11737422798221021,0.4430002410132358,0.5061739992039761,0.07355303219871417,0.3314194273385839,0.1840931480061734,-0.15000923296128105,0.08941256018103151,0.29934325692907426,0.2703662963268462
