,Cingulate_Mid_L,Rectus_L,Insula_R,Thal_VPL_R,Paracentral_Lobule_R,Insula_L,Caudate_R,Thal_PuL_L,Thal_MDl_R,Amygdala_L,Thal_VL_R,Temporal_Pole_Mid_L,Amygdala_R,Frontal_Med_Orb_R,Red_N_L,Precuneus_L,Putamen_L,SN_pc_L,Frontal_Sup_Medial_R,Thal_IL_L,Frontal_Inf_Oper_L,Thal_PuL_R,Cerebellum_3_R,VTA_R,Frontal_Sup_2_R,Thal_AV_R,SupraMarginal_R,Temporal_Sup_L,Occipital_Mid_R,VTA_L,Raphe_M,Thal_LP_R,Frontal_Inf_Orb_2_L,Vermis_3,Occipital_Mid_L,Angular_L,Frontal_Inf_Tri_R,Thal_VL_L,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_8_L,Cuneus_R,Thal_PuI_R,SN_pc_R,OFClat_R,Heschl_L,ACC_pre_R,SN_pr_L,Cerebellum_9_R,Frontal_Mid_2_L,Thal_MGN_L,ACC_sup_L,Thal_IL_R,Rectus_R,LC_R,Parietal_Sup_L,Cerebellum_6_R,Supp_Motor_Area_R,Precentral_L,Supp_Motor_Area_L,OFCpost_L,Cingulate_Mid_R,ACC_sub_L,Olfactory_L,Vermis_8,Cingulate_Post_L,Hippocampus_L,Parietal_Inf_L,SN_pr_R,OFCmed_L,ACC_sub_R,Thal_PuA_L,Thal_Re_R,Cingulate_Post_R,Vermis_7,N_Acc_R,Frontal_Inf_Orb_2_R,Occipital_Inf_R,Cerebellum_8_R,OFCpost_R,ACC_pre_L,Thal_LP_L,Parietal_Sup_R,Cerebellum_Crus2_L,Pallidum_L,Frontal_Inf_Tri_L,Cerebellum_10_L,Paracentral_Lobule_L,Temporal_Inf_R,Cerebellum_6_L,Rolandic_Oper_L,Thal_PuM_L,Thal_VPL_L,Cerebellum_4_5_L,Cerebellum_7b_R,Lingual_L,Thal_AV_L,Cerebellum_Crus2_R,Thal_LGN_L,N_Acc_L,Postcentral_L,Cerebellum_9_L,Temporal_Mid_R,Frontal_Inf_Oper_R,Occipital_Inf_L,Frontal_Sup_Medial_L,Occipital_Sup_L,Thal_MDm_R,Vermis_6,Cerebellum_7b_L
Cingulate_Mid_L,1.0,0.03216274489883116,0.30200663389833493,0.6196619584746079,0.6252021886018568,0.5033108707992443,0.4320380015455362,0.2520670761271601,0.5157722039084814,0.24710246375092193,0.5883580573901765,0.12588611003263578,0.1404267651619186,0.029684136845172807,0.33775354494698173,0.6535174248544658,0.595079692777444,0.46630808704293353,0.5944045765268737,0.5455367710152278,0.5788373168326575,0.48171854250388974,0.7198841834428354,0.24798881835205278,0.6673659372419494,0.2734016440134416,0.5265907464443933,0.42218348983897835,0.18183691893880394,0.1916550159047176,0.564934583732587,0.25244649899391364,0.2529348298923988,0.7434854983872698,0.30021425100725374,0.4981256630323581,0.31690050241014034,0.5363322865920509,0.15738974317618196,-0.050375641311108714,0.5438577877199324,0.4156357519648075,0.26947486749453525,0.30179032518515925,0.2440918666675711,0.5354398511024442,0.031833718824483374,0.3611541200651023,0.3245947051725585,0.5417713037662407,0.45902091406589796,0.5371714351344198,0.49012104662122585,0.05667276519385332,0.5080675090736378,0.4545124865419882,0.3043558055501061,0.7336748886884188,0.7005544816668609,0.7629923961015096,0.045744196333726485,0.9526120530738534,0.01365852049345693,0.0546014911033506,0.08403227150146875,0.6180313866302705,0.775221492540984,0.5722245686613405,0.3632548851007464,0.11311210524015351,0.07087980168334031,0.49502888426723834,0.07363570955767178,0.7144270591262006,0.2128358348148663,0.14664004284103146,0.1351102231654388,0.04962622562827568,0.5746670480439524,0.18549269143306646,-0.10730009636389859,0.4582000900313442,0.4992596966405302,0.2939458776740049,0.38544627176233803,0.5297005246475003,0.10809861076428293,0.5046393224263644,0.050031342959998955,0.49747751919530164,0.4321687279352018,0.5079994793605256,0.6041606622830851,0.8252347453533205,0.24389741659536252,0.6423299344371068,0.058197729828658305,0.23645173319088195,0.7415551299347474,0.191806800634987,0.6421373963142468,0.134993034673011,0.14730678673170053,0.47545289062889,0.1502030194479533,0.48878424243401325,0.45824617253864175,0.6407629323053877,0.09096229074545559,0.3655501451276434
Rectus_L,0.03216274489883116,1.0,-0.52476250108837,-0.22621334480664446,-0.3805775682597213,0.6558772231286613,0.05860843519092175,-0.1145232912143717,0.12222921965279078,0.2902362672695524,-0.1645164523835778,-0.2938698924604721,-0.19973722600061114,0.837983215518039,0.21961519995541368,-0.4102540980720526,-0.013458965599604729,0.40171762830592567,0.41894966325661825,0.34675162781122637,0.5117828209577797,0.07654932505002374,0.10643292286909198,0.12572839358451926,0.23691117287111532,-0.000819110111552336,-0.410893393672541,0.679534878516103,-0.21176259614451698,0.11605789015754998,0.17787947772754412,-0.3008804577760882,0.23372147040950747,-0.02751227120210052,0.1443441165723225,-0.09470863417666647,-0.560319608182455,0.03230448629705601,0.5884686050564549,-0.4699972583179751,-0.17123158920615444,-0.23131085795284512,-0.3025942088417653,-0.26939611760940935,0.47034516890320793,0.40472440016073413,0.1655974252655917,0.4607802388894633,-0.28117388612866406,-0.2034225292132733,-0.3223586993921073,0.3808628226634641,-0.24080044239678544,0.6927427282718255,0.03960981119113578,-0.4491283256635002,-0.6045274088281085,-0.28358658010625426,-0.28360488256601046,-0.09326531922609285,0.5725410533810767,0.014280022341561192,0.7762843408105851,0.29926183326405015,-0.1668259053556367,-0.2975338250712807,0.03324375004018014,-0.29907398010721703,-0.3133839903940089,0.696445473937064,0.32518469508506026,-0.11734062210023598,-0.3596213817957914,-0.04757380781133477,0.3806476752767147,0.24871682816778656,-0.3755822914819657,-0.5187686262918367,0.243063296179016,-0.3765315633927312,0.7093371776982164,-0.008242116918701489,-0.07471512405238571,-0.017558849452490404,-0.24100275532658028,0.5614638083605883,0.5835772329756231,-0.4623308942533809,-0.4962630173798328,-0.02599402556891781,0.6593536636364552,0.16784853508387296,-0.08429568034904608,-0.16717845342192753,-0.09187731536515817,0.06426362114235966,0.028594338005975006,-0.25068097961125174,0.16267296205013457,-0.12812204124678195,-0.341054657322485,-0.21109322632465216,-0.47867394331361296,-0.526967884918778,-0.1677303088986235,0.3652852235675001,-0.022131765140758555,-0.09253794104244975,-0.36339484125563376,0.22421201270499866
Insula_R,0.30200663389833493,-0.52476250108837,1.0,0.663339661008971,0.40786144188635964,-0.23639428023897766,0.39556511832545715,0.12488323588101964,0.028013471183183793,-0.20576397135548902,0.41603155633936806,0.14249476352557008,0.40959968830356025,-0.5432577083190222,-0.19446113766228468,0.45932987178214585,0.23672686051747444,-0.25450783630357066,0.10530805577410636,-0.12272574485139047,-0.10570402322996404,0.2626035175422778,0.1590809142572003,0.02761847200031806,0.21903905361108392,0.039244236988030444,0.507127413891385,-0.47784197844061244,0.3350460889998101,0.30754390032772566,0.20672178888606996,0.4607734107947597,0.27331673693284914,0.428763452609428,-0.033337005290215944,0.13382083937161413,0.9117873821943956,0.1812278122997429,-0.6018394447593738,0.7971813408848123,0.3210109600152306,0.36941562369590975,0.4819259300295385,0.6812938867641568,-0.5478904123839637,-0.2686652323421622,0.16962568797677713,-0.14679643391355873,0.22945531383655374,0.6200031038583974,0.4381524100411625,0.02912216614829637,0.7219189358545234,-0.38631213637078393,-0.017336855884290993,0.5325657703633556,0.6763194896520281,0.40457676563851275,0.5930229694731932,0.38894027542519755,-0.1297015463564161,0.24563389259556548,-0.46937292615488824,-0.3234179089339013,0.33130391961922034,0.18629555307953063,0.28755594444210525,0.48190899167321005,0.7135009002696698,-0.2509348252862398,-0.39167712988531467,0.0160865440901274,0.29205914855108306,0.04592350650647546,0.007685425785659507,-0.16470968187372592,0.7758752855638519,0.7221841041407681,-0.3506168256705559,0.6572096395078668,-0.41907376750613723,0.13285623356428983,0.06524159881490942,-0.045504364229406416,0.3307168017027349,-0.19060624376278648,-0.10215050562030951,0.5494763571212056,0.8752983897560119,0.1221436240132471,-0.29031478720891785,-0.022243740122174838,0.33511333216759925,0.3110373645118188,0.06615751656270222,0.2603713096878484,-0.08319661681041447,0.4368545524907459,0.0007238783987465713,0.2331282014388366,0.5986758659106103,0.46104117230236286,0.8006955976687397,0.8534207575513195,0.1340872106116549,0.14230088081916664,0.25103417022695235,0.23881842693005356,0.39751238621010176,-0.2503003095713243
Thal_VPL_R,0.6196619584746079,-0.22621334480664446,0.663339661008971,1.0,0.609912569492328,0.09408264602923685,0.4052647535174071,0.30392120585777554,0.3743609708725127,0.15079136647539396,0.571085435862556,-0.01976114060782076,0.3228775852736339,-0.25452734605050303,0.21014068835520497,0.6792900683702943,0.4008561793913229,0.1581958708774274,0.2540866316289077,0.18575831035279303,0.2762986676815161,0.49622839439701877,0.417205521630291,-0.009540207014437202,0.4451840394541833,0.19872816397224868,0.5811907284516611,-0.07735727092768173,0.44302620049589225,0.29498709778030224,0.35053991852053523,0.29997878701610253,0.22347378567765203,0.5652152069632235,0.18896145732574796,0.35639656721196367,0.6656951543647804,0.5543295495299828,-0.20840479480074642,0.4092171943567135,0.308056078294989,0.5797504874884234,0.6195511129366539,0.6272663525112471,-0.17517703666876647,0.14727024748817977,-0.05750580547221726,0.12115871787100704,0.2962382140690901,0.6143687008740252,0.45542592479640015,0.4624687343116259,0.663422050069952,-0.14420163498898428,0.23128719689688013,0.6040275400560005,0.6006949321019995,0.6170934523268669,0.7111302217836478,0.5734312024682336,0.0970290038704557,0.5475859375020721,-0.3113002108644242,-0.07569398635987616,0.3749354446095895,0.3686611020416633,0.5891092056963075,0.572827852782669,0.4979089629412236,0.009533996418608581,-0.2242500901493291,0.4023061831468818,-0.01986316350362512,0.40791375939856694,0.18029846393819338,-0.19816204418219033,0.39581720085612987,0.4960494348403945,0.11069469208309335,0.3387260864682813,-0.329832787987895,0.3044866047979768,0.4050230579092712,0.14737225145198957,0.36331313957885436,0.14210239334245126,-0.007278797418475078,0.6701713293561367,0.5383619506915601,0.4161031767222047,0.03607851010426878,0.3978673825018937,0.6486719846610768,0.6402642505551193,-0.04230516540174283,0.5684550921316469,-0.12358150473799263,0.4149664100966999,0.42885371996836563,0.23612980156007035,0.6530256441350917,0.37104482036692044,0.6135671719518421,0.7670184248688935,0.22282274100020763,0.21561763880722848,0.43124458063450766,0.5740045303321557,0.40394766439409063,-0.02169570587898023
Paracentral_Lobule_R,0.6252021886018568,-0.3805775682597213,0.40786144188635964,0.609912569492328,1.0,-0.02819406997505457,0.4422739575458693,0.21990299711816705,0.3747146294707391,0.1779814409605385,0.6953752666953383,0.1720114867249743,0.20373900501652972,-0.39432170979971115,0.15901713032206435,0.894406927426446,0.5140019439902656,0.18309223297285945,0.16246884921063998,0.2230966490942097,0.24778262510040483,0.2921993600210373,0.4077555052460034,-0.07074761513199508,0.3630325186567468,0.3462456929645766,0.4571085706923819,-0.02379384831191968,0.13799523212915868,0.11468966354905612,0.2232039271863438,0.3237907460619117,-0.21531718693602336,0.661693194680994,0.14301249178626985,0.5264357108944876,0.5503115689071127,0.6631771823666252,-0.29495076024661515,0.047137076258012424,0.3008259120338465,0.39011322059082143,0.3817804482057784,0.34745979003413113,-0.0838248593083384,0.27765715105787947,-0.05841720085176215,0.10656390809122827,0.4623035283925496,0.5447986906638849,0.5227415791118332,0.2657489009040857,0.41896844270474454,-0.23641260103445713,0.37945300478260174,0.6788371245819738,0.6574386167931845,0.6934101450445178,0.8142711568245414,0.7563062917349287,-0.21081746250859362,0.5583124315124856,-0.47155808620094175,0.051620275635023284,0.184894192484344,0.7248998476223459,0.6209730519392042,0.7051115251776086,0.3581567125316459,-0.18682440368500333,-0.15668312422632485,0.5866463932952665,0.11086452887186232,0.6465104676536935,-0.06167952736255669,0.00911323185182966,0.33929500815785485,0.2196022832515805,0.2104148197605274,0.36645009448766636,-0.45292664550271505,0.3254321252456534,0.31954307238660906,0.17930519592773841,0.47106057648589855,0.11835411993579206,-0.40724686643430835,0.9163508690334868,0.2454623998230877,0.4037499399292246,-0.08995310591690588,0.5113969040044072,0.46747830699158427,0.8281490032281581,-0.03521291065782309,0.31926330045141926,0.05739140245845619,0.22507544983110483,0.5008692367795332,0.30254657786247047,0.7935063225943686,0.044467391588017456,0.21560554476614724,0.6159558746511994,0.2704974852827673,0.029949265339240323,0.2932254436701303,0.5546870491566858,0.2586504949339294,0.19356667604448574
Insula_L,0.5033108707992443,0.6558772231286613,-0.23639428023897766,0.09408264602923685,-0.02819406997505457,1.0,0.3590490145269672,-0.05976904911080255,0.38584438259570547,0.34555205444211573,0.15120589864363596,-0.1201519604262927,-0.05390831913071492,0.641805469947262,0.2325833772772027,-0.07163279510356375,0.43071528897041184,0.45378754130100185,0.7285576587518326,0.510367940603791,0.7911757068568626,0.3035252472437669,0.5375273100273609,0.2994711494256195,0.6175551894557725,0.24490169078340557,-0.12863648420433685,0.8505778956225118,-0.18659901531446074,0.22423968252203344,0.5285868581628257,-0.1139591370316605,0.4747993724272741,0.41453996618687206,0.17350953216395226,0.07320491109425056,-0.2860256737744326,0.21157612722878283,0.5683095891070435,-0.33820139387861503,0.23989358720262877,-0.05150811177271734,-0.13105563851700627,-0.14303883768968945,0.4403583555498005,0.5947618016635526,0.26462821682701626,0.5963961808949073,-0.12118978611609914,0.18026091560900429,-0.024866537205312168,0.6081699884991275,0.07857777251899163,0.4340560951237445,0.28551787427749337,-0.21724788082449958,-0.3803777043411693,0.0999038804960517,0.18585832658705184,0.3109797668435432,0.3997544863503033,0.481343350720649,0.6117877602830712,0.27812161487722664,-0.25834603767176323,0.08777040645293331,0.4763065095224584,0.009231681370378254,-0.008170573365831442,0.5220524178696243,0.2210227704000176,0.043491200473764015,-0.13029791659820666,0.31205303681077745,0.31215786988133803,0.30625390882461806,-0.19768229680729138,-0.3742077338262343,0.48302482825795395,-0.19363465694832344,0.5802468946863353,0.22455771512047876,0.10615296151998803,0.06585443776109637,0.17642980650104478,0.8315154177332241,0.6651241410952086,-0.15854054016753197,-0.3717715282292094,0.22822763043228347,0.8922163624404024,0.2496401518011282,0.22609624841124715,0.2683505633527554,0.146739154886927,0.38255891139055764,0.015139383653438851,-0.12213572268685781,0.5175934315197124,0.08380300993336642,0.06633591432675634,-0.03544917102358008,-0.3145977172564334,-0.19682386680920572,-0.14176143964111176,0.6970206501019091,0.14635108227649424,0.26283105084234104,-0.275351945091644,0.39832855216675667
Caudate_R,0.4320380015455362,0.05860843519092175,0.39556511832545715,0.4052647535174071,0.4422739575458693,0.3590490145269672,1.0,-0.16147422499909975,0.4534880614467903,0.3722369071618126,0.6193196547629357,-0.11371604629818353,0.5017462503290167,0.03460219512609298,-0.10149026718406076,0.3183689742376939,0.6203031910262002,0.0789406397366855,0.6300990080829777,0.2027062366521283,0.5548887661587005,0.20723960326134486,0.42488595817273167,0.19334352964639553,0.6754145830533338,0.6336129995484956,-0.007296784904023883,0.20825099156388602,-0.3785930308607303,0.3957262928388444,0.5094570455864064,0.19642351717718987,0.142088003144977,0.7508953268778311,-0.2302987632556848,0.029432886502806888,0.5094377563599826,0.5993092702530279,-0.24984279153655065,0.09265219464952214,0.19754878566673983,-0.1780268727258889,0.13404049915445962,0.20195824438712398,-0.1700583930129417,0.24471580796038392,0.4825374503321281,0.44967523323802044,0.10442723281764581,0.6487456879620213,0.4374308026794075,0.5564413120077842,0.40808523055704615,0.020732332573455116,0.023239982752450126,0.09346211179979956,0.17007064023392407,0.2778595984564869,0.6221029981350473,0.5484221861449804,0.22508050861045373,0.3326031273540031,-0.02029727207774364,0.19592896293426787,-0.06637673773649871,0.36214694938177494,0.6557264978599419,0.29017883372492115,0.5568969032264686,0.12830029597435394,-0.11094208301973901,0.14736644249696818,0.011499031790804387,0.267644930161477,0.12776789104882558,0.27717133618055373,0.6273037967294065,-0.047554915922899885,-0.0036530904627050643,0.3325881789705726,0.31796431182114443,0.11707684580702955,-0.2454998729301459,-0.24666879274020959,0.5462027087093355,0.4344498660312518,0.1027413668452603,0.40629820206543904,0.28581157293944376,0.01432275182190188,0.3004766224487013,0.3409456359233043,0.135016211184298,0.4076969417443075,-0.004530502219896673,0.034157269851961734,0.054673108213240576,-0.06967240774782418,0.3101471032715554,0.43089703590885425,0.5176983586265167,0.05327537385283119,0.015609654296235318,0.30159375283667494,-0.04919212680780116,0.5885624882598102,-0.14031599629059405,0.49237517370356343,0.003230826914605467,0.407454350524604
Thal_PuL_L,0.2520670761271601,-0.1145232912143717,0.12488323588101964,0.30392120585777554,0.21990299711816705,-0.05976904911080255,-0.16147422499909975,1.0,-0.03847971323819319,-0.20698549845342873,0.1793760078703914,0.2502089080124973,-0.21264402686837444,0.013271221436962213,0.3931678949412944,0.3450043865938891,-0.1664301572963892,0.3345120200286911,-0.10165893251677431,0.3336758919547759,0.02784928141118254,-0.08347063242951384,-0.15546256198839306,0.3012391550412236,0.03559789875455931,-0.42616527246297886,0.4576615117766974,0.11428551212011885,0.637101267865377,0.014633408201526208,-0.005260585358279975,0.5451534762940474,0.01005435994406393,-0.04377226947431788,0.45105777809003844,0.4514429750395203,0.0020519921921296636,0.07980950016817771,0.31115278078042197,0.11120698568743517,0.2890982569057952,0.5537898913652487,0.07468430999080908,0.0885174195341895,0.38138205845163287,0.1072564886815825,-0.31512839408768145,0.15903833134750395,0.4383183585613763,0.10238665628785662,-0.07363453208133774,0.15655390821421783,0.30402003620500173,0.12442321476526196,0.11361216256422633,0.3851214001835439,0.3758491929729217,0.25054514013754225,0.19782549543943817,0.2079041870033214,0.1473202886014143,0.34014356741918944,0.009988556306687024,-0.4391155430433193,0.33314333382346273,0.06455100089647786,0.11959532890083374,0.31274396083700784,0.01826299422016535,0.031909393394465885,0.07494879907861936,0.4208217828796682,-0.027209270063021988,0.4530158221753606,-0.2744181761801121,-0.09333767809684422,-0.22774779897169484,0.3904902883858298,0.2791811511594547,-0.30313906248906536,-0.1885101358709853,0.34265062385538614,0.5247216267757284,0.520245781700212,-0.0937342573709889,0.10535019785463806,0.004814143713166564,0.28003197060123103,0.0709665014825953,0.6257544140191296,0.04686887482071527,0.22735439078051856,0.567149771202435,0.2654556150160651,0.24994337924990986,0.5839042227155032,0.1422445297759884,0.43630993550774577,0.3740139847362519,-0.36020027971052676,0.1924292084316901,0.5119756044716047,0.28158935658540785,0.3134459934109534,0.5204288752808223,-0.10635099057581417,0.44920616728358437,-0.07697643570027381,0.38461806470801513,-0.16008352721768795
Thal_MDl_R,0.5157722039084814,0.12222921965279078,0.028013471183183793,0.3743609708725127,0.3747146294707391,0.38584438259570547,0.4534880614467903,-0.03847971323819319,1.0,0.5867960553504907,0.5295657266566853,-0.40302420521083776,0.46442195842535583,0.007322852009382451,0.16569327330461592,0.30693656691771554,0.7156112701648519,0.39719944109638416,0.38929853979000634,0.0465655001844084,0.45069097770045674,0.28524990598397443,0.4716067010421794,0.02816312200518643,0.45949978943227954,0.5145671438539491,0.1115109071653507,0.3175156624736238,-0.27856158670287823,0.3249571844162025,0.4777410487358463,-0.0530325087383071,0.060591604486208366,0.5145764758904933,-0.1895643889754953,0.010693170220494722,0.1724617899023362,0.6579628012936288,-0.021723081029768408,-0.2910272656004413,0.11878327624153735,-0.0814250166975485,0.16378809137674594,0.1125658134839515,0.06767981948773129,0.45691730372372547,0.092699267578572,0.4813796390594569,0.06985364619811775,0.33310346343077335,0.34602832681588924,0.5763308931476675,-0.01784479013427302,-0.035037533828720054,0.09360119933545223,0.00819152886482432,-0.011375006865842606,0.3971678462801903,0.38473306332402785,0.36561584011670645,0.18342464119105992,0.4550366475200804,-0.05070482940731288,0.28370032019524755,-0.14883325219009705,0.4010428550683946,0.6319002017991898,0.07506120080773995,0.2983748283112448,0.10126673069280627,-0.12963750382241482,0.22918133641985072,-0.22430082631466197,0.33059245370022916,0.3206864782221332,0.09815581875684354,0.14576310780607546,-0.31393630937836214,0.4256335811977366,0.05229132956986572,0.08450524794469014,-0.15556170076215622,0.0636800395061806,-0.1940594716948111,0.47322581814886744,0.3577868291187874,-0.03133628110985981,0.26821287267266725,-0.1206092265436678,0.038754029294644846,0.32464788008926315,0.261856797238806,0.3209764066824254,0.4433492393719824,-0.06386864273505496,0.11884044932634215,-0.040400515175967294,-0.07218734549406167,0.3910228294883619,0.40127117368088405,0.2337370211830356,-0.15373120234616164,-0.1519848646974158,0.12721655745095775,-0.02716155090435194,0.2630444504692688,-0.15289972295424567,0.8094632367817108,-0.09899918208045393,0.5597248485350178
Amygdala_L,0.24710246375092193,0.2902362672695524,-0.20576397135548902,0.15079136647539396,0.1779814409605385,0.34555205444211573,0.3722369071618126,-0.20698549845342873,0.5867960553504907,1.0,0.10738285421516752,-0.5132667484467313,0.44722203211907285,0.18750663381973634,0.42709553406567047,0.13817788293158148,0.44749951158821255,0.3372560549907395,0.28337660145215204,-0.0031404312634854036,0.4804964441185867,0.32512639105441526,0.3484267862957931,0.07117991798331302,0.3840824812081101,0.5160559357622395,-0.24278508590940429,0.359927433931762,-0.4063962363896714,0.31186143958518825,0.4578629763212115,-0.3734695418140932,-0.0646089609257091,0.2887813322444887,-0.11509717594857628,-0.0023288750995719702,-0.08952241383793046,0.5643242141466291,0.18027905017331822,-0.3577388609845246,-0.14235953441036647,-0.19448092283384805,0.08002936049395111,0.05225764380584043,0.20902425483603904,0.4784591776743371,-0.1482845165447672,0.3243885285255393,0.057413322623212665,0.09616412122438303,0.21117056687335337,0.5222612869492935,-0.2528492705927129,0.03884604061328661,0.11414156485300374,-0.1023579504015286,-0.1678532497742747,0.07776743790848752,0.17278383005986056,0.1446944357640028,0.2990030567266496,0.21542086246936712,0.05489041534698904,0.5658989979703437,-0.14309973840659657,0.316199178192286,0.5265557732338618,-0.012148466568338727,0.04192297969518691,0.1799750335146813,-0.16909369687302941,0.2836351083199032,-0.5558688878751614,0.2677070513837514,0.2585461739340601,-0.08044033589851135,-0.025688219939661718,-0.4185285680195506,0.35128722690453557,-0.19722108685572154,0.19839441232226293,-0.2211667594120819,-0.07346541119892813,-0.2624106517778253,0.5172334101029221,0.27178666817275976,-0.017731754308821193,0.08831789995202186,-0.326531236520423,-0.0415957872626765,0.2775714937809687,0.1749542880740236,0.2034466930827429,0.23201629709898194,-0.38861435160459873,0.01288000331360467,-0.261878126409815,-0.2984895347286281,0.2513852566944218,0.47462936740673,0.09546722594142483,-0.24645183969967885,-0.41922151731721,-0.1303009050586946,0.05167319236101215,0.15826333755372715,-0.19820159394416323,0.4655747198734615,0.08166926307643174,0.6155445165032666
