,Temporal_Pole_Mid_L,Frontal_Med_Orb_R,Frontal_Sup_Medial_R,ACC_sup_R,Thal_PuA_L,Precentral_L,Insula_L,Putamen_L,Occipital_Inf_R,Frontal_Inf_Orb_2_R,Thal_MGN_L,Olfactory_L,Pallidum_L,ACC_pre_L,Paracentral_Lobule_R,Vermis_10,Raphe_D,Heschl_L,Cerebellum_6_R,Cerebellum_9_L,Cerebellum_9_R,SupraMarginal_L,Thal_VL_R,Hippocampus_L,Rectus_L,Frontal_Sup_2_R,Paracentral_Lobule_L,Calcarine_L,Rolandic_Oper_R,Cerebellum_4_5_L,Thal_LGN_R,Red_N_R,OFClat_L,Putamen_R,Rolandic_Oper_L,Insula_R,Thal_VA_R,Temporal_Mid_R,Parietal_Inf_R,Lingual_R
Thal_MGN_L,0.13309910537800654,-0.37309693327313787,0.1850707183554276,0.44468769171231104,0.36986323110286795,0.587619365997712,-0.024866537205312168,0.4477701877808356,0.20999441590473422,0.34718813173121515,1.0,0.017108715158681575,0.5805129431925442,-0.2658395886724352,0.5227415791118332,-0.11574294705064914,0.41454913920778624,0.18542650364346755,0.46474195814183505,0.0061857408350367805,0.2384993246968528,0.17747075221418326,0.44407309835321745,0.5579797004405411,-0.3223586993921073,0.3625234735225841,0.5617784149008651,0.3985517685934574,0.49759936181485814,0.582297960890572,0.6389101919630484,0.3210147099751782,-0.11873880260285435,0.5014816493358005,-0.1162453793637637,0.4381524100411625,0.35977327708605245,0.30577745958745084,0.2613502986530676,0.3795532177073747
Olfactory_L,-0.25354775310899563,0.21047305096173696,0.2589199300525798,-0.07460493134424982,0.014013936963844951,-0.00676531826986419,0.27812161487722664,0.37142370576992145,-0.5654434807435452,-0.00010922630663882193,0.017108715158681575,1.0,0.04406125408514822,0.25360553457018453,0.051620275635023284,-0.5091843136348982,-0.029111323762061422,0.2626126296681207,-0.34115179227895515,-0.5074148906054275,-0.1848745681664525,0.1155604509933792,0.07898425209259421,0.23760296383279572,0.29926183326405015,0.19266757357563466,-0.10030125093000054,-0.22920585870284801,-0.12419440620382427,0.08888314729024163,-0.2120432755399206,-0.3138909650170227,0.1826866237304264,0.2985277000531189,0.20524297483421594,-0.3234179089339013,0.33834692736507355,-0.48790927240188203,-0.23488800585673414,-0.31595523982974283
Pallidum_L,-0.0613584225538729,-0.18389600220220415,0.2640374694289099,0.4982898341080052,0.3636105376689765,0.5572865717459528,0.17642980650104478,0.5663408730689055,0.12276937767929795,0.3040591281137434,0.5805129431925442,0.04406125408514822,1.0,-0.1377206578295875,0.47106057648589855,-0.2290014145956581,0.5297455957791477,0.28109297906797054,0.35286882709084594,0.15178381557116588,0.33361372170109277,0.21100176372314258,0.35610101188425175,0.6609006439792693,-0.24100275532658028,0.4877840029551108,0.5092429362513328,0.2927237904223751,0.3010768690916351,0.49620592466052255,0.5782567180520081,0.2402499387027952,-0.06445443349779292,0.6243060784184155,0.03857176821461726,0.3307168017027349,0.19004105032870866,0.0873235457724728,0.11242204411076033,0.32343771062108223
ACC_pre_L,-0.1885277424597874,0.7256208678517487,0.5211608851277506,-0.1890219060902806,-0.26826184467087355,-0.25002274346364894,0.5802468946863353,0.07222040266595771,-0.525966288114481,-0.10540572796858472,-0.2658395886724352,0.25360553457018453,-0.1377206578295875,1.0,-0.45292664550271505,-0.32943003335011756,-0.020412713544657207,0.2121948620555974,-0.6698336498780653,-0.17098248051023793,-0.35873776287895354,-0.0655586538645772,-0.05865306573339285,0.03637511909464613,0.7093371776982164,0.3272973142364458,-0.5190555167811711,-0.3857395911300266,-0.2909401826954358,-0.29525630505145606,-0.10771148081260273,-0.4615330059271748,0.33524854616376976,0.1102213685922735,0.6539774218266318,-0.41907376750613723,0.23212045079981486,-0.49154926704683666,-0.35149167053068164,-0.3283616986829869
Paracentral_Lobule_R,0.1720114867249743,-0.39432170979971115,0.16246884921063998,0.4496217091312244,0.5866463932952665,0.8142711568245414,-0.02819406997505457,0.5140019439902656,0.2196022832515805,0.33929500815785485,0.5227415791118332,0.051620275635023284,0.47106057648589855,-0.45292664550271505,1.0,-0.000915520817845553,0.4576005006293068,0.27765715105787947,0.6574386167931845,0.044467391588017456,0.4623035283925496,0.6325512623008135,0.6953752666953383,0.6209730519392042,-0.3805775682597213,0.3630325186567468,0.9163508690334868,0.6606680203032956,0.5656141479335104,0.8281490032281581,0.34778925703302405,0.3019795641251009,-0.1949228320508146,0.4345881919600856,-0.08995310591690588,0.40786144188635964,0.3646984344523497,0.21560554476614724,0.37489149575466263,0.4288699492738161
Vermis_10,0.3632071175247001,-0.06471810692057578,-0.23424971117416282,0.12122225224831192,0.1631510163277337,0.031102751715506013,-0.13402166158388037,-0.444011566554082,0.7030988770622097,-0.1647802292332404,-0.11574294705064914,-0.5091843136348982,-0.2290014145956581,-0.32943003335011756,-0.000915520817845553,1.0,-0.036769481578296896,-0.09422670792221562,0.4491679410098874,0.45230149906083533,0.3029444334073789,0.17837051683645788,-0.16117444125967045,-0.25686131230883014,-0.16948100814202602,-0.2155785047526124,0.15931157296299536,0.4951735144592411,0.07024608135298842,0.04893661314460182,0.12987763528599439,0.6019594900192109,-0.025496176763396838,-0.34489458436139464,-0.10665721800428872,0.31988991305064846,-0.6104159546324509,0.5251228842195306,0.3444985852536495,0.5948730718744688
Raphe_D,-0.004786262808225467,-0.017263517535031497,0.40316763360022667,0.4463158374240286,0.3704935489007102,0.6354997447096377,0.2761957016637054,0.49866578970488157,0.15204056029280277,0.28967916355920403,0.41454913920778624,-0.029111323762061422,0.5297455957791477,-0.020412713544657207,0.4576005006293068,-0.036769481578296896,1.0,0.35097808980623785,0.3325914129237665,0.3238609839918293,0.2723699006591296,0.2749634337912057,0.46684573930954454,0.6922852270011643,-0.052692923646056544,0.5851166301522466,0.5039612681938944,0.527237646943751,0.38176638004343794,0.5388867794161714,0.5176710134388811,0.2536888684097578,-0.0663781625779898,0.5395772981192973,0.25928350380542337,0.36774006796034386,0.2912598368732184,0.1995532873357092,0.23642753541959555,0.47974933237255235
Heschl_L,-0.13616848823726496,0.3574271039065722,0.41155650906411945,0.11109393884514102,0.4855697261870738,0.29387900019814567,0.5947618016635526,0.3594276079219187,-0.32223944474348115,-0.255845023669024,0.18542650364346755,0.2626126296681207,0.28109297906797054,0.2121948620555974,0.27765715105787947,-0.09422670792221562,0.35097808980623785,1.0,-0.043262026313957626,-0.13810318915285988,0.14742950294186002,0.4813994215853823,0.21258179430452442,0.5241885366177153,0.40472440016073413,0.45254387374459615,0.14866636962763552,0.28264504277087954,-0.08561096321158349,0.5248439021543181,0.2986916172550643,0.16123964757745912,0.2620866750374443,0.3233168376606792,0.6143870755562476,-0.2686652323421622,0.2039242712473551,-0.38868848742500917,0.26366338355047025,0.1591958479353857
Cerebellum_6_R,0.29350056788784845,-0.5293119159997852,-0.18695806926835193,0.5003237793677009,0.45052593446431854,0.6247116276237575,-0.3803777043411693,0.05162474112003315,0.7421469632570373,0.36313218314398044,0.46474195814183505,-0.34115179227895515,0.35286882709084594,-0.6698336498780653,0.6574386167931845,0.4491679410098874,0.3325914129237665,-0.043262026313957626,1.0,0.4364913214784902,0.5793528586569064,0.40296049318750676,0.4387800725987098,0.2677270265827954,-0.6045274088281085,0.04024578493462181,0.8089862039812499,0.6551600919358469,0.6048182996192947,0.5666189500794305,0.37750976917143936,0.5496450919015325,-0.3317464222351717,0.12054298965531195,-0.4244273041393245,0.6763194896520281,-0.0949147093923966,0.6378019079728536,0.32228235067891375,0.5893187893905667
Cerebellum_9_L,0.15067930579102598,-0.04645774769874635,0.01775328893218127,0.28393043493993353,0.05934844535193922,0.23594840986557178,-0.03544917102358008,-0.20709286093616136,0.5797940397410082,0.13617785734928717,0.0061857408350367805,-0.5074148906054275,0.15178381557116588,-0.17098248051023793,0.044467391588017456,0.45230149906083533,0.3238609839918293,-0.13810318915285988,0.4364913214784902,1.0,0.24399956194940847,-0.008857450229882177,0.07327586685122296,0.08876277759535639,-0.21109322632465216,0.14450573941590192,0.1991932386555371,0.3589043543806228,0.22029192861766553,0.10037830269933012,0.3573159266610863,0.39990008405825905,-0.11759244576921785,0.02088103841936921,0.058915882052453766,0.46104117230236286,-0.28490150306043066,0.6399610876460615,0.2946058407698944,0.45600855154539943
Cerebellum_9_R,0.2523446501962907,-0.11382845883859459,-0.0540406622947746,0.26398002769770795,0.5770212326567317,0.3812871273562323,-0.12118978611609914,0.023156698317131873,0.38425295705795437,-0.041696852293259416,0.2384993246968528,-0.1848745681664525,0.33361372170109277,-0.35873776287895354,0.4623035283925496,0.3029444334073789,0.2723699006591296,0.14742950294186002,0.5793528586569064,0.24399956194940847,1.0,0.4719454976459654,0.2756408824565226,0.35205823882601983,-0.28117388612866406,0.1388622485515178,0.5337186201905839,0.48641195163191264,0.19182875972940933,0.46929139107125173,0.31009961802117997,0.345693333331562,-0.33809466323519427,0.046484656617704144,-0.15371046842240288,0.22945531383655374,-0.14711934235146906,0.1145849777639338,0.3277559543789051,0.4232733171139731
SupraMarginal_L,0.25048788252674264,0.12046128733760492,0.31574072708091533,0.14254765824855054,0.5359858363791069,0.5885908242055492,0.3029604733459939,0.27422727152790793,0.11471171564951708,0.005716528439598461,0.17747075221418326,0.1155604509933792,0.21100176372314258,-0.0655586538645772,0.6325512623008135,0.17837051683645788,0.2749634337912057,0.4813994215853823,0.40296049318750676,-0.008857450229882177,0.4719454976459654,1.0,0.41030846349504446,0.4636770555698599,0.058793222664879075,0.33454355562739846,0.5490362358367622,0.566654049802363,0.2717414793061913,0.6364574698567078,0.19394747765787126,0.22188821991795535,0.08525208991832058,0.2242184401514071,0.274183441419167,0.07843145911459515,0.12841813278464187,-0.10453392096514721,0.23624364740515652,0.40004418292241484
Thal_VL_R,0.002238728497288333,-0.24541076743486384,0.3080430273507345,0.5772269883605935,0.33830081144807184,0.6850292059913093,0.15120589864363596,0.6516345777195613,0.0450963746065689,0.45507078039421095,0.44407309835321745,0.07898425209259421,0.35610101188425175,-0.05865306573339285,0.6953752666953383,-0.16117444125967045,0.46684573930954454,0.21258179430452442,0.4387800725987098,0.07327586685122296,0.2756408824565226,0.41030846349504446,1.0,0.6333467229943486,-0.1645164523835778,0.43216575518781886,0.6493326134633062,0.4624409809731828,0.6029486624507638,0.62090480593835,0.28415193533473604,0.023778616910325307,-0.13381350671468087,0.5367660989708412,0.1225029208654369,0.41603155633936806,0.5668070396317322,0.22147790136377576,0.21473127016325888,0.25599252973104697
Hippocampus_L,-0.014913407266684917,0.0481673010018798,0.6195959923423318,0.5225470669961183,0.49783872212568564,0.7749614175646179,0.4763065095224584,0.7569526955943877,-0.018410002292192924,0.276429391945578,0.5579797004405411,0.23760296383279572,0.6609006439792693,0.03637511909464613,0.6209730519392042,-0.25686131230883014,0.6922852270011643,0.5241885366177153,0.2677270265827954,0.08876277759535639,0.35205823882601983,0.4636770555698599,0.6333467229943486,1.0,0.03324375004018014,0.8114566032380225,0.5552471319712337,0.5732736235313348,0.37478379808195983,0.7890780738426608,0.5796299052719631,0.21988787860244569,0.05827211128708095,0.7636351032188783,0.40238181568892273,0.28755594444210525,0.4718510889713588,0.04813400934233964,0.36886928109170347,0.4834671783036174
Rectus_L,-0.2938698924604721,0.837983215518039,0.41894966325661825,-0.23861843754557818,-0.11734062210023598,-0.28360488256601046,0.6558772231286613,-0.013458965599604729,-0.5187686262918367,-0.3755822914819657,-0.3223586993921073,0.29926183326405015,-0.24100275532658028,0.7093371776982164,-0.3805775682597213,-0.16948100814202602,-0.052692923646056544,0.40472440016073413,-0.6045274088281085,-0.21109322632465216,-0.28117388612866406,0.058793222664879075,-0.1645164523835778,0.03324375004018014,1.0,0.23691117287111532,-0.4623308942533809,-0.27296404394126406,-0.46887215375387237,-0.16717845342192753,-0.0695228063563541,-0.2009629368639376,0.4308174455294352,0.037165440147615365,0.6593536636364552,-0.52476250108837,0.060426789675631816,-0.47867394331361296,-0.09397902993922477,-0.2643334018103601
Frontal_Sup_2_R,0.040598775998997895,0.31467303097583593,0.8515039445369575,0.3155817941551971,0.29307224168973134,0.6731572434954939,0.6175551894557725,0.6199955508242296,-0.046983704460042706,0.3007580414989666,0.3625234735225841,0.19266757357563466,0.4877840029551108,0.3272973142364458,0.3630325186567468,-0.2155785047526124,0.5851166301522466,0.45254387374459615,0.04024578493462181,0.14450573941590192,0.1388622485515178,0.33454355562739846,0.43216575518781886,0.8114566032380225,0.23691117287111532,1.0,0.3258732717383941,0.4293742532406274,0.3000567398949656,0.5914431242659841,0.4825747257509918,0.12941605930745612,0.30613275140155166,0.7201627022975207,0.5798257969759602,0.21903905361108392,0.3956447292735284,-0.005831797153061932,0.23085093463140116,0.41830861947341835
Paracentral_Lobule_L,0.19929667762302167,-0.43646433182328,0.06344157185000883,0.5249730193867864,0.5916799528825709,0.833931052626042,-0.15854054016753197,0.3824855101187809,0.4435700016904032,0.3841139213969865,0.5617784149008651,-0.10030125093000054,0.5092429362513328,-0.5190555167811711,0.9163508690334868,0.15931157296299536,0.5039612681938944,0.14866636962763552,0.8089862039812499,0.1991932386555371,0.5337186201905839,0.5490362358367622,0.6493326134633062,0.5552471319712337,-0.4623308942533809,0.3258732717383941,1.0,0.6900675272556072,0.6006854071816081,0.7604909493965031,0.41720648505100527,0.4348186932571582,-0.2786750095536699,0.35120864776359,-0.21148194852907434,0.5494763571212056,0.22744174158705374,0.39224033470744335,0.3609830308421603,0.5194515747493588
Calcarine_L,0.3069553173745428,-0.18646898883447233,0.22622378017604544,0.47603841718849466,0.5625784861476629,0.732256695153607,0.12886869860127995,0.2887753683674359,0.5751688380441943,0.16411777686947232,0.3985517685934574,-0.22920585870284801,0.2927237904223751,-0.3857395911300266,0.6606680203032956,0.4951735144592411,0.527237646943751,0.28264504277087954,0.6551600919358469,0.3589043543806228,0.48641195163191264,0.566654049802363,0.4624409809731828,0.5732736235313348,-0.27296404394126406,0.4293742532406274,0.6900675272556072,1.0,0.4699337951214183,0.7590417166965697,0.5365555964496854,0.6518081719234987,-0.09093422310779166,0.3098556180914182,0.08042329870599667,0.5221712536698362,0.01550733340414696,0.5028026422076899,0.5925256656345895,0.8687614274757062
Rolandic_Oper_R,0.11417941184880682,-0.5281423238194295,0.21925460501423966,0.6033707617224028,0.017129968176524065,0.7022256842003644,-0.16945424965398276,0.3668694472854579,0.4564170557514539,0.8308134873756673,0.49759936181485814,-0.12419440620382427,0.3010768690916351,-0.2909401826954358,0.5656141479335104,0.07024608135298842,0.38176638004343794,-0.08561096321158349,0.6048182996192947,0.22029192861766553,0.19182875972940933,0.2717414793061913,0.6029486624507638,0.37478379808195983,-0.46887215375387237,0.3000567398949656,0.6006854071816081,0.4699337951214183,1.0,0.4270022267758533,0.3247731329037154,0.1999338675937333,-0.10045955165314077,0.4433542430144972,-0.14583018594936004,0.824080605193337,0.3130319117327057,0.5703299826639442,0.018379429196520296,0.4924903409687675
Cerebellum_4_5_L,0.2626026537671978,-0.11165970397520719,0.3842485588819098,0.3802417083643728,0.6657099814236991,0.7982089034305071,0.2683505633527554,0.5621771722100821,0.15982850681559266,0.1463581866248748,0.582297960890572,0.08888314729024163,0.49620592466052255,-0.29525630505145606,0.8281490032281581,0.04893661314460182,0.5388867794161714,0.5248439021543181,0.5666189500794305,0.10037830269933012,0.46929139107125173,0.6364574698567078,0.62090480593835,0.7890780738426608,-0.16717845342192753,0.5914431242659841,0.7604909493965031,0.7590417166965697,0.4270022267758533,1.0,0.5254125538452296,0.4446248142567806,0.055787499353931826,0.5138597924079807,0.18970877017499285,0.3110373645118188,0.3063152418464974,0.17188663411376617,0.5946669333391669,0.5686109207751261
Thal_LGN_R,0.11848956825313249,-0.04629977565422751,0.2583298442481719,0.4581851211052213,0.41366001473293074,0.527653725674728,0.20041122526192381,0.23387416289209853,0.3367450876479175,0.132713150106294,0.6389101919630484,-0.2120432755399206,0.5782567180520081,-0.10771148081260273,0.34778925703302405,0.12987763528599439,0.5176710134388811,0.2986916172550643,0.37750976917143936,0.3573159266610863,0.31009961802117997,0.19394747765787126,0.28415193533473604,0.5796299052719631,-0.0695228063563541,0.4825747257509918,0.41720648505100527,0.5365555964496854,0.3247731329037154,0.5254125538452296,1.0,0.5659336914569538,-0.08742314332398696,0.4052752474098738,0.13559974840698194,0.3921942897383117,0.08558771998570175,0.3865434100592688,0.3871948353693128,0.5811642796972346
Red_N_R,0.082329622570752,-0.15129219293271318,-0.05391726341740541,0.35469346751063074,0.4419299445343647,0.3796626868595074,-0.029821862000429127,-0.10159926410854263,0.6255119839887778,-0.08140243670839553,0.3210147099751782,-0.3138909650170227,0.2402499387027952,-0.4615330059271748,0.3019795641251009,0.6019594900192109,0.2536888684097578,0.16123964757745912,0.5496450919015325,0.39990008405825905,0.345693333331562,0.22188821991795535,0.023778616910325307,0.21988787860244569,-0.2009629368639376,0.12941605930745612,0.4348186932571582,0.6518081719234987,0.1999338675937333,0.4446248142567806,0.5659336914569538,1.0,-0.051077272776498595,0.05550253493899212,-0.07321998799955177,0.40576133682380305,-0.36032576193166915,0.5459198818878176,0.5438461517802867,0.677603824082463
OFClat_L,0.009789762711671922,0.43282351529272245,0.5205423309086654,-0.12086168626012073,-0.3050745905466143,-0.006872831945732754,0.643941747484576,0.2017420213110404,-0.25971991414261386,-0.08189515390680357,-0.11873880260285435,0.1826866237304264,-0.06445443349779292,0.33524854616376976,-0.1949228320508146,-0.025496176763396838,-0.0663781625779898,0.2620866750374443,-0.3317464222351717,-0.11759244576921785,-0.33809466323519427,0.08525208991832058,-0.13381350671468087,0.05827211128708095,0.4308174455294352,0.30613275140155166,-0.2786750095536699,-0.09093422310779166,-0.10045955165314077,0.055787499353931826,-0.08742314332398696,-0.051077272776498595,1.0,0.2254644868271234,0.599805163479046,-0.13897160423339858,-0.019438853458131452,-0.16863122862628874,0.019110843049087518,0.032707604912770104
Putamen_R,-0.143819136018948,-0.055129702276573496,0.6458071818548458,0.5608749666233452,0.16997509438039185,0.5970660892420979,0.4478864612146001,0.8210624868829735,-0.06287635658057099,0.5228236641179881,0.5014816493358005,0.2985277000531189,0.6243060784184155,0.1102213685922735,0.4345881919600856,-0.34489458436139464,0.5395772981192973,0.3233168376606792,0.12054298965531195,0.02088103841936921,0.046484656617704144,0.2242184401514071,0.5367660989708412,0.7636351032188783,0.037165440147615365,0.7201627022975207,0.35120864776359,0.3098556180914182,0.4433542430144972,0.5138597924079807,0.4052752474098738,0.05550253493899212,0.2254644868271234,1.0,0.31570966425112995,0.40200700887056173,0.4775061736166564,0.10914534239281616,0.04864613155008137,0.3366384792645704
Rolandic_Oper_L,-0.1338524266719706,0.6726237788926702,0.7069163009962113,-0.0015486073698308676,-0.00705460712139727,0.1417451794149529,0.8922163624404024,0.30152555692992317,-0.39619161394379154,-0.21887151016297327,-0.1162453793637637,0.20524297483421594,0.03857176821461726,0.6539774218266318,-0.08995310591690588,-0.10665721800428872,0.25928350380542337,0.6143870755562476,-0.4244273041393245,0.058915882052453766,-0.15371046842240288,0.274183441419167,0.1225029208654369,0.40238181568892273,0.6593536636364552,0.5798257969759602,-0.21148194852907434,0.08042329870599667,-0.14583018594936004,0.18970877017499285,0.13559974840698194,-0.07321998799955177,0.599805163479046,0.31570966425112995,1.0,-0.29031478720891785,0.1873588670418884,-0.3166054864658563,0.15702088300005662,0.08526933407506462
