,Frontal_Inf_Oper_R,Thal_PuI_L,OFCmed_L,SN_pc_L,Cerebellum_6_R,Frontal_Inf_Tri_R,Cuneus_L,Thal_AV_L,Rolandic_Oper_L,OFCpost_L,N_Acc_R,OFCpost_R,Thal_PuA_R,VTA_R,ACC_sub_L,Vermis_3,ACC_sup_L,Temporal_Mid_L,OFCant_R,Vermis_4_5,Olfactory_L,Cerebellum_9_R,Insula_R,Thal_PuL_L,Temporal_Mid_R,Heschl_L,Temporal_Inf_R,Thal_VPL_R,Thal_LGN_R,Thal_LP_L,Cerebellum_7b_R,Cerebellum_8_L,Thal_VA_R,Fusiform_R,Thal_PuM_R,Thal_LGN_L,Paracentral_Lobule_R,Postcentral_L,Frontal_Mid_2_L,Temporal_Sup_R,Cerebellum_7b_L,Cerebellum_4_5_R,Pallidum_L,Calcarine_L,Cerebellum_Crus2_L,OFCmed_R,ParaHippocampal_L,SupraMarginal_L,Occipital_Mid_L,Parietal_Inf_R,Cerebellum_10_L,Cingulate_Mid_R,Thal_MGN_R,Vermis_6,Thal_MDl_L,Amygdala_R,Parietal_Sup_L,Thal_IL_L,Precuneus_R,Frontal_Med_Orb_R,Frontal_Inf_Orb_2_L,Temporal_Pole_Sup_L,Angular_L,ACC_pre_R,Cerebellum_4_5_L,Precentral_L,Pallidum_R,ACC_sup_R,Lingual_L,Frontal_Sup_Medial_L,Caudate_R,Frontal_Inf_Tri_L,Vermis_10,Amygdala_L,Putamen_L,Occipital_Inf_L,Occipital_Mid_R,Thal_VL_L,Parietal_Inf_L,Cingulate_Mid_L,Hippocampus_R,Rolandic_Oper_R,Frontal_Mid_2_R,Supp_Motor_Area_L,Calcarine_R,Cerebellum_9_L,VTA_L,Vermis_9,Postcentral_R,Cerebellum_6_L,Thal_PuA_L,Thal_IL_R,Red_N_R,Cerebellum_3_L,Precuneus_L,Cerebellum_3_R,Thal_MDm_R,ACC_sub_R,Paracentral_Lobule_L,Raphe_D,Lingual_R,Hippocampus_L,Rectus_L,Temporal_Pole_Sup_R,Insula_L,Thal_MDm_L,Occipital_Sup_R,Cingulate_Post_R,Rectus_R,Thal_PuM_L,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,SupraMarginal_R,Vermis_1_2,Thal_VPL_L,Frontal_Sup_2_L,Thal_VL_R,Cerebellum_Crus2_R,Caudate_L,Thal_VA_L,SN_pr_L,Cerebellum_Crus1_L,Supp_Motor_Area_R,OFClat_L,Frontal_Med_Orb_L,Thal_MGN_L,Temporal_Pole_Mid_R,Red_N_L,Vermis_7,Cingulate_Post_L,Occipital_Sup_L,Heschl_R,SN_pc_R,Cuneus_R,Cerebellum_Crus1_R
Frontal_Inf_Oper_R,1.0,0.7335529030616315,0.4232869160984099,0.5576725960039767,0.39584514900370954,0.8374312997778242,0.35117590548266897,0.6850685619309823,0.9063384169932591,0.5673507801951952,0.6029639847878783,0.5767493325214982,0.5651134948461997,0.0830917328503889,0.06631598549207686,0.6833970698865807,0.5165938068719496,0.8137813790207983,0.46374954161978804,0.7800088229006236,0.3184336603723866,0.6896538289212906,0.7687909263520512,0.3415950885940188,0.750629677190921,0.5750302525507203,0.7019084250484472,0.7781517243146332,0.6418138051224436,0.23967700890495916,0.2664635948991295,0.36144358036267715,0.573255440247297,0.7607411240593479,0.5161243884111342,0.527317520584478,0.024627174936609923,0.550699800301322,0.5314548112111864,0.8529018517796921,0.2512902795931066,0.6750343507715749,0.6087174043453482,0.5304862599458064,0.15398315047363167,0.16121361381142463,0.7797659793687594,0.1897834109038784,0.0410130267379771,0.023688588391694257,0.5836602837514899,0.7874947916282055,0.5322174163723893,0.46168583698266796,0.6400716377639325,0.5317349125708003,-0.10398510494192,0.5961076547293859,0.48613372806502836,-0.22700533308993137,0.6253143396433323,0.5294583859441664,0.08238550700775361,0.4725491748532529,0.8263658427795858,0.5561489303408422,0.5532090348344261,0.5369712955692001,0.73413647629413,0.526600871238992,0.8001987414498786,0.7167433168342916,0.6483136821675174,0.4110916278431947,0.7407107450132918,0.1699798824922276,-0.050838328302068046,0.7613205777840277,0.08667884150375478,0.750381610021916,0.7796801025890606,0.8174767897897602,0.705438645859337,0.3964479965931076,0.6496986563515156,0.6441296438802694,0.31621081205045964,0.48492010413299746,0.5872815312583771,0.5412536734351645,0.6811290739420451,0.6911545398946419,0.6085967002800993,0.5912168843974197,0.43197944002971833,0.5730069713893533,0.5878180012723326,0.20951991540933473,-0.06776897671550938,0.04872584918566705,0.7181647608984233,0.8054371642289728,0.0023758066331550035,0.6600142039668794,0.8747804965370847,0.6436611395162285,-0.014611828918001587,0.6491560044205116,0.0674204051607805,0.2902485641534164,0.8482594383645669,0.48935294165789117,0.4901063207721618,0.47878193734133107,0.6722051825967457,0.4920051561266353,0.7728623289304835,0.2603565765522264,0.7848271148908496,0.6918616937594021,0.7348996239598313,0.3601833229702081,0.5930032370975068,0.297752567581211,0.004107727355326099,0.40471723632765066,0.1112833799571806,0.6425265252542631,0.07481296790770826,0.5826156337404697,0.09412831323765036,0.6280914271522833,0.44026863604172983,0.2685185396952601,0.16418371034036564
Thal_PuI_L,0.7335529030616315,1.0,0.2755682569702265,0.4445377722092635,0.1988375770493019,0.6443964893883225,0.3440011661768922,0.5977344986161978,0.7311979870715084,0.38865468490051047,0.4490302916223227,0.3121195486831479,0.7415853910996129,0.0193030213196744,-0.02121878264569038,0.5615243198322571,0.5327681617222227,0.6704121733644681,0.2957152491796687,0.5809719190244135,0.24186698512226432,0.4736571210914702,0.6710146519894326,0.4704390437241824,0.5917130380397624,0.24370303802552057,0.540929024749504,0.816416089172189,0.4934902563774492,0.1909237862552609,0.14045706660056223,0.15306354046528167,0.5774475500063136,0.5665385694012914,0.6319773209644449,0.4918066988027959,0.2571521620321259,0.5063478642431106,0.28235446839670586,0.7564975817140442,0.18916356916262314,0.4430116751906346,0.42422988196050837,0.38196688662438183,0.0767473648905491,-0.008239768314383833,0.8066089739261462,0.27644118700746917,0.133994861440492,-0.03721308896499687,0.3364237529895038,0.5752312912603696,0.49229231694507103,0.26589267507457004,0.7203659776658009,0.34090899981844913,-0.10474886747728702,0.6830367356568355,0.4118183121671591,-0.25897564828339514,0.5124421781396075,0.417849083722202,0.2046564252524529,0.394958421521414,0.7574594060205037,0.3607038042819984,0.3526462347290405,0.5186886007216677,0.5295340613021667,0.30033492675752216,0.7868320272518613,0.47623570035754315,0.4624842360359742,0.5547252250691823,0.6197303669985844,0.18322039281200792,0.049663856876111113,0.8235863676977702,0.195675133630518,0.5347618052196245,0.7599624012559762,0.6068297639269791,0.39870449553560766,0.14821910520650797,0.3914936735581195,0.3945573683015399,0.45478404011443524,0.2685450189489184,0.4906421595549833,0.2898905174238996,0.8363510543921613,0.6687405819111808,0.576450387338029,0.5419147694495955,0.3610570174095127,0.32193792319790393,0.7514066770336526,0.1101879580172043,0.0675540553137333,-0.019666528054181297,0.46215223889595053,0.6861292986378277,0.049222391418659237,0.5268635970085958,0.7023768352777215,0.8288175797702354,0.13604003462565153,0.46672732007950374,0.08258261514103897,0.47699993564959614,0.676005758490081,0.2830466266198925,0.47434399094038937,0.5892399663375121,0.7901960485362457,0.26794870033251067,0.7969815960786629,0.10481500026849042,0.832410814896756,0.7036996038507156,0.5323904526579399,0.17881708329021032,0.340088821756719,0.06250271996478046,-0.06796552866224462,0.38208456634853466,0.10814889524716462,0.5440341132995812,-0.06746720371616344,0.42604128311515405,0.22643644287891293,0.5208294231349608,0.419728718975064,0.33023042002676944,0.0254262464622724
OFCmed_L,0.4232869160984099,0.2755682569702265,1.0,0.4713140169194999,-0.03836281620430619,0.426050582168218,0.052438581024224024,0.22375983576238728,0.38991381082717297,0.38525507322714575,0.3453362210428798,0.5743109827268196,0.17682729169983025,-0.28977916102253487,0.19976664089689064,0.424178245132913,0.25719240458075787,0.29799488371790517,0.25194968321964084,0.4068654764131895,0.24180320476825412,0.2359475347508165,0.44508917434354034,0.22089725907059515,0.178496584778726,0.22711199445350194,0.23701550724934742,0.2975102717441443,0.19138251318021818,0.16893691568122163,-0.16533998209762824,-0.07261296140881905,0.17546893630158325,0.3650343391872006,0.148867036655071,0.22793425712128065,0.12475007804318461,0.29630578511796885,0.22924853878086857,0.35282447686394625,-0.19256672560402957,0.4140860448105878,0.3215523314971691,0.0903954212374573,-0.15134250410244868,0.3157954246228847,0.43347021369201943,0.05304950413186783,-0.2718922235468312,0.09860251541898887,0.2856415164784554,0.3495228390179263,0.18689504899799703,-0.07995609335122747,0.20368091640491434,0.06897740761735946,-0.0446414402703155,0.1672743412390962,0.18692085248885768,-0.13645137303733176,0.3507089889717457,0.2838108312865281,-0.0010166918105461173,0.12431738116009995,0.3987385073496052,0.24978655395478247,0.283962286569903,0.2025405937772664,0.17428429538339474,0.15014403359409267,0.30372294322173216,0.3904871438322666,0.3493629207246658,0.21063952897532603,0.3510547379503623,-0.12769702082166332,-0.11961439569102456,0.29864099673467165,-0.013861446526727318,0.3102290463980963,0.34307068288393183,0.43005584117552326,0.290847830675217,0.08749752904301049,0.18231111828632607,0.19993977498254875,-0.12192590797348435,0.16647369130227613,0.32621584730015035,0.026353627323612974,0.30898209914168523,0.1943823701671442,0.24945214343350822,0.3848234504431666,0.10057159273931202,0.2971139494418661,0.17698304715247662,0.14373685724463975,0.02326977869678036,0.054389410810798115,0.20872614583540008,0.3528535537892391,0.06255239198703223,0.2810665846124907,0.39955258161118584,0.22576246797643584,-0.0012100510493105374,0.2716003010140566,0.1147119327513585,0.01998451733995854,0.432986065791153,0.1670846426644139,0.27355315162559246,0.41173912908416427,0.35157372586381447,0.18736022288896373,0.2926655112339549,-0.16742541907028752,0.3226028774612474,0.3023167378406277,0.4923391348892173,-0.11942114708120469,0.2480304995807301,0.26856632595027313,0.20952900554758583,0.30067510084465493,0.07450017863784368,0.45703647130043856,-0.2840181057977418,0.2285153534267982,-0.0912484901402304,0.30921434651355517,0.19140078637003025,0.1413232370729523,-0.2232621808487527
SN_pc_L,0.5576725960039767,0.4445377722092635,0.4713140169194999,1.0,-0.030524608765145927,0.5532515082833469,0.22515021027631665,0.5476255049381332,0.5858030794511755,0.2532314532927084,0.6682060239646843,0.38555320002534355,0.13113372193409215,-0.167209870666629,0.4437480762555385,0.5900717989506437,0.3764196949099823,0.4769544050015849,0.4761623465014738,0.6045621206984386,0.4089916310149042,0.27436289984181333,0.4472061548734042,0.27296939121050695,0.4184488958114391,0.5485551373725014,0.34867708411424186,0.4889659586060542,0.624202285245488,0.15295261959249362,-0.144528760018963,-0.028595131893364843,0.5571856364641803,0.49189136425733476,0.2695106699641755,0.5905506518783071,0.2014852729642675,0.3818610116527188,0.2518387309620897,0.5108484445246138,-0.16246631982295032,0.48242968906447875,0.7015011949955967,0.22500417776833972,-0.26603393119287355,0.5196981834992842,0.641450414974012,0.15157943419560305,-0.32507575147389967,0.17806606699515934,0.3986262629824153,0.6040750454270221,0.4274285537955233,-0.023360929555831318,0.30579834083292334,0.4378637829665809,0.12121973191334008,0.4280308701219262,0.38218770953639,0.01877083914172437,0.643669143208542,0.40431979668492996,0.14434622095495767,0.2665233894961234,0.5849474866594526,0.30071134918794257,0.6634779531680616,0.37791827647388465,0.26995425615808033,0.20840195847885212,0.5692003445758337,0.419253029577045,0.29165655850636224,-0.012716665527805295,0.6263182174383868,-0.35629411438808495,-0.04634699173748299,0.5565852594082402,0.07229997919513566,0.5090720184919731,0.6580107448044984,0.5526516232726394,0.4329925799140413,0.29363680081920357,0.3097609623448629,0.4022737710780276,0.06410676129757496,0.23812727867267916,0.49551898097555247,0.06594355899519676,0.46781281513209316,0.563950391474209,0.5867199992595387,0.5572175267218946,0.3153347529101598,0.41751562056452357,0.31701674340614944,0.2737858096317218,0.1261437830119255,0.03343007696612607,0.3460020126964865,0.607733962949053,0.21863546747744314,0.4745591289946966,0.42127917019801653,0.27520962084847955,0.1020125167624129,0.41913747490188036,0.21724557542822476,0.02876808736642188,0.47158094278953344,0.20846604508320546,0.4395696155394657,0.6065655306181122,0.5500502397233795,0.22474695685779547,0.5858630620983856,-0.15056817172935857,0.5298300177376719,0.5639183731043369,0.6671420099666101,-0.13008929039520797,0.44365664290123646,0.43160240761718677,0.3197725460339947,0.6283683375608465,0.17573153349920764,0.77004802112233,-0.3175787523857494,0.35869035481374967,-0.008089707891377508,0.35679388808758894,0.21179006344557216,0.2364422064451319,-0.2878254547711593
Cerebellum_6_R,0.39584514900370954,0.1988375770493019,-0.03836281620430619,-0.030524608765145927,1.0,0.3533575048176967,0.34032502521784996,0.3045969265700117,0.44068510872726385,0.31495119647755737,0.12328027050915628,0.27163039779400194,0.2992256368951326,0.19647759269160214,-0.18216409406090175,0.27525577962002884,0.18774671028851897,0.5349187952536192,0.0525414740199082,0.42016703280226464,0.16177277576856688,0.7707274640678293,0.30126520044762894,0.11173731893414232,0.5572516843284814,0.2641196372894738,0.654306753134968,0.2871784973453473,0.21587217960721852,0.10370663603034648,0.701022368198181,0.8256519734043027,0.17540325948047464,0.5372774503267832,0.21335213011295678,0.1524102722020515,-0.1961173548145211,0.35026485952343356,0.41799821377843427,0.4166753523449396,0.6884928083931005,0.6616081443979613,0.203664440298888,0.7097363682277715,0.3918186560511228,-0.15275490753079504,0.2338122433470148,0.1863546733431762,0.46551465833508926,0.11677293228690591,0.6355781192948372,0.4306153610038711,0.0865439734751136,0.857488879996481,0.25765041102596137,0.30685074169570997,-0.06670992155722358,0.15808183941757067,0.38221938258244886,-0.06480555241767978,0.12292113806135964,0.2974937112213771,0.11037328530889194,0.14866723329047157,0.3613411272785317,0.3787216660133287,0.15823768599622526,0.2715340267442029,0.7511561219547789,0.43560979781833403,0.2703468391843719,0.386836894073831,0.692044737124158,0.3175242932363289,0.2864487711111696,0.5727233189008076,0.14801300361811173,0.22288339546952032,0.2507375197318019,0.5230645420899314,0.22380031674735693,0.3899193629585862,0.3957781595613752,0.36059245709819604,0.7387711572512276,0.7827759528101619,0.42129142284817206,0.8392625188150535,0.26752702091349995,0.8096369819126606,0.15159473159243717,0.20658526679463943,0.11958674452220606,0.29291589019548997,0.42887500506824494,0.637801367090991,0.2614046356310412,-0.042326993969467874,0.0004314172503418529,0.06585445835379657,0.6802868210390991,0.3576295217625638,-0.20883618540493878,0.2919819932945478,0.5195299513183754,0.27580454299929813,0.05888524299706604,0.44435932697706654,-0.10975317564751765,0.1860023565597238,0.4064849095242953,0.3470946729047138,0.30049086835464467,-0.02745234150776143,0.09995315215808491,0.3481287881180342,0.21606164095911998,0.6868081625604131,0.2707143623366584,0.1984002713115312,0.26708918863972014,0.7855809778877532,0.44048561411936604,0.029884279901020452,-0.2738270369835531,-0.1412796013700627,0.0589764535321431,-0.03590794482951102,0.8074200493287288,0.3908625563607882,0.2729664888084275,0.25466423398665866,0.24585098109575906,0.2321630356137633,0.808234010982328
Frontal_Inf_Tri_R,0.8374312997778242,0.6443964893883225,0.426050582168218,0.5532515082833469,0.3533575048176967,1.0,0.27179920283865244,0.645657064326878,0.7927974247466991,0.5685870577529443,0.7448373038280703,0.6277828949317298,0.3332674685090402,-0.06710235774271703,0.28147419881581376,0.7111101850181223,0.523135049733079,0.7078672058997751,0.40479644891137945,0.7179833822071197,0.26884828527213506,0.6184434587493042,0.7156423013175255,0.29106816957519893,0.612184999017647,0.5727990608100273,0.7016720635214688,0.6603048947558744,0.5804448066080874,0.13606984715931605,0.2837933534483387,0.3783341609345667,0.6236294966884931,0.7259389042186996,0.2173367783417469,0.36857769369775334,0.00950046249163717,0.5472189494961205,0.5593917871274713,0.7877100817171541,0.1756040749734766,0.6564235391776135,0.6954712653205576,0.41761678615892794,0.06817862540153596,0.25450706406742085,0.7376855936070075,0.0858772096501491,-0.026112795025201346,-0.006825054037487042,0.538991189535762,0.6917765971016052,0.6309749114875536,0.34627116423136506,0.45310042338610007,0.35250111146261315,-0.20293772127214912,0.6754851302144066,0.40387853679685876,-0.013227110374059332,0.7370005795739799,0.6981223644646047,-0.07828796831462873,0.4217389744023899,0.7204468284016516,0.4889925923665026,0.581475340351605,0.5956315710290275,0.5815494262718429,0.5468699728408288,0.7397301578673858,0.7519087394093819,0.6445806123660663,0.37793525135148087,0.7232740445126059,0.15111483399136402,-0.2244715439905442,0.6740104452436607,0.1881071255834976,0.7304637866304331,0.6416007124184266,0.788927632282873,0.6482765337552542,0.29458797137910636,0.49568710910272346,0.5809703559992262,0.16350551354179696,0.4620324743995555,0.5009100303691775,0.4261993967507394,0.5538269969556491,0.5580736322112528,0.5949610634662581,0.5481403582585235,0.37184471067645664,0.577687163896812,0.3949162871215922,0.27027598087484633,-0.04197786402645981,0.020448546371017867,0.5293567946000352,0.7202212215518319,0.14718902949071982,0.7568666083124634,0.7644337945468341,0.5473491053677103,-0.1289028140416051,0.5428562992081478,0.32507598848573804,0.004594379724681463,0.8412366244412111,0.43407472993769025,0.47149551033753323,0.5379256347432636,0.5756182759125423,0.4500730283959324,0.7454407042058121,0.23880791696058076,0.7666802897662408,0.7606868161456052,0.6558579916101803,0.2806941708711943,0.521466032483974,0.2153216968693217,0.052215484478932706,0.4439476480266474,0.35798696707013367,0.6667349740205379,0.05918676792988986,0.5134514968153128,0.004834347286166814,0.43379303545226583,0.2650136980037145,0.06299299863427597,0.16261338168253223
Cuneus_L,0.35117590548266897,0.3440011661768922,0.052438581024224024,0.22515021027631665,0.34032502521784996,0.27179920283865244,1.0,0.20920297619146777,0.47199883896561406,0.2677211526695761,0.2639146654821399,0.2993178589129344,0.41066239099368024,-0.019454696465486,0.19295174134800183,0.45095295390237283,0.6578792094608625,0.5213026261097222,-0.11840222342599212,0.5463379951064586,0.2811559072048597,0.2667201092148152,0.35209118294520564,0.2086527867910784,0.5488185190814666,0.08665271011705655,0.39809441386829897,0.3499400333935239,0.24419347583455137,0.03067275094878171,0.09137630568639381,0.12672760492165075,0.4614383394636012,0.3303034515160685,0.5789898862132596,0.2863351523008515,0.5149906703236024,0.4106390795703909,-0.2642376225360522,0.5224151709484709,0.14967208545216512,0.4821981251577713,0.30253175443227587,0.7963301189590599,-0.18808375831181348,0.18659735054772467,0.4394602697445517,0.6647144625320741,0.07134338597280097,0.5906492215583568,0.29949053755079535,0.6812441756296448,0.0889710248345754,0.2936803315329206,0.48147852699035304,0.3218515143350625,0.22875098819958956,0.1596743418867334,0.8824846809153786,0.2134374178537899,0.20971949759241004,0.3952743084734503,0.7403031394033601,-0.3194846141997261,0.5260705553210792,0.09609614529255892,0.4226464707241082,0.5871587646471267,0.47756628708289717,-0.25698099141676983,0.40676687994779226,-0.04585736768280432,0.4414018124292152,0.3042731045998178,0.5676542410642423,0.07335342585401573,0.5696747056600017,0.44905065335752153,0.6407256332053836,0.6649449267132846,0.4569963420164604,0.38293817710707556,-0.08929159063116154,0.23934466778115338,0.48773213564151247,0.35238735584163194,0.3180656872538926,0.3951247637839909,0.6002500294754937,0.07702043735979729,0.4182810899741359,0.3136589475590479,0.32478866683952773,0.5584464391222542,0.900769059620125,0.46941069209409514,0.5301598020084081,0.13947780173018576,0.4365555568019029,-0.11529876301661302,0.44154136949470124,0.4580357806557752,0.12966512820842188,0.49528438169161626,0.4068847749991617,0.4608398396615552,0.6701337747568756,0.767708799234426,0.2321834636132971,0.5896203185565662,0.17207572389824285,-0.29222883655689214,0.7429846482622832,0.5018749389493514,0.3483241050362229,-0.2608105268384596,0.3503566206112102,-0.02698161515931779,0.422318879828154,0.26060928150482243,0.4555383216398529,-0.0041177092114890465,0.39112188451632685,-0.1618785848365059,0.2279611133227747,0.08702098724015105,0.2799193657570343,0.2726250364953542,0.07100500776056956,0.7658153278623083,0.6865967967723507,0.3920787439929532,0.2547241009845172,0.7832210513267005,0.08329775960176503
Thal_AV_L,0.6850685619309823,0.5977344986161978,0.22375983576238728,0.5476255049381332,0.3045969265700117,0.645657064326878,0.20920297619146777,1.0,0.7245233823945004,0.3560730234465109,0.6621619295173363,0.30300487913802476,0.3498080206900051,0.16971133834101707,0.2933731770654338,0.4821366398033834,0.4563082299518514,0.6353655043934534,0.40640996380456124,0.5434319734929557,0.3069716568627945,0.5531843939540082,0.49484596346670784,0.12404055366849924,0.5921306279444523,0.5875001425969784,0.5396553263593092,0.8279862553229684,0.7975821829641311,0.15001280210818946,0.2805137348656857,0.3204646349108723,0.5554290375972998,0.5699798870108967,0.27071991034298376,0.5018294011389901,-0.012165781352505291,0.36312310305111734,0.3681781561442585,0.6147343491221865,0.21022147398980773,0.5318401324100117,0.5320987278333208,0.3585856916559462,0.03222937847532152,0.4090973066450332,0.6739568359895207,0.17479821364170475,-0.010171535950929822,0.035649603611350555,0.5380951481501979,0.5629171718925325,0.6146727593509942,0.32808690336650326,0.5796494852195822,0.4691459804279945,0.006316002162389337,0.6461447302188604,0.2820981437069614,0.13187846246438537,0.6695852817882914,0.5515374853376092,0.03720466876160128,0.33075818000486956,0.6638036209731412,0.33707481154091323,0.529026544886946,0.5339721515978927,0.4810258029404627,0.36523110334163783,0.8388005276310104,0.459300451722273,0.46887897439764886,0.044719042316924064,0.574840864232054,0.02306369469638033,-0.04052159538852771,0.6533094887759905,0.06252916630871405,0.5104481589435225,0.6826213143349783,0.5273960406753246,0.5043577858152153,0.30655849187382533,0.42230675018016645,0.5702312539951319,0.29502533189785735,0.4617811257320783,0.49083431114023646,0.3672720171837156,0.6723588708256422,0.8271144802765432,0.7039636311522792,0.4515535115721237,0.24019562575856648,0.46111562870977135,0.49382659592365374,0.26425255831092276,-0.03461083759165925,0.020861842811043665,0.4898852147063092,0.5690851593000203,0.12157456748200916,0.5688565001598543,0.5397629688896692,0.5596839876767886,-0.008231154393160977,0.32994448505260665,0.09786447032163233,0.09760564132907344,0.6290707628084948,0.289227356051012,0.3587106613676774,0.4595527932567477,0.45493880442829787,0.3279376994390331,0.8276144696150095,0.2476303418307596,0.7610609674597838,0.7564775576996927,0.48092103774656475,0.2463828000699516,0.36327479098385873,0.2985889796596484,0.25111255672262367,0.346782975777343,0.2747657120913829,0.5981242209811598,0.05585088981895584,0.30135091731632146,0.03961618621199336,0.2593297922367116,0.383214888327862,0.16874157679929216,0.1261831657069739
Rolandic_Oper_L,0.9063384169932591,0.7311979870715084,0.38991381082717297,0.5858030794511755,0.44068510872726385,0.7927974247466991,0.47199883896561406,0.7245233823945004,1.0,0.5517012519419345,0.6618200312018667,0.5658328936161792,0.6037079420439088,0.08163354177278141,0.12646063516141665,0.7340318265528024,0.6284715399527384,0.8713174991044208,0.4023574723296705,0.8001275783303783,0.3128350475867537,0.718377345187633,0.7360010782545454,0.3266462452675069,0.7923572219442047,0.6293592537059371,0.7493747256164475,0.8255546881724427,0.6575634442857438,0.18987141561689655,0.33743945630064265,0.4089912243077672,0.603744547276362,0.7819619332211499,0.5471424422843996,0.5114014285603992,0.10242752858131363,0.6215093816671962,0.4290893399589528,0.8687356804312026,0.2880904488778175,0.716548856120011,0.636974819503159,0.6198243384827616,0.13190545486691962,0.219965307019771,0.7767278359240711,0.3072808950772585,0.06300472442167755,0.14543793207882,0.6093653644456677,0.8416597185830245,0.5326737501064891,0.4660349189421815,0.6458518717606963,0.5564395677705186,-0.05452913616697505,0.6083057782237615,0.5741194733743482,-0.12399260710117765,0.6251572405061006,0.6090855227479349,0.20779149494925755,0.28472158754146815,0.8457712422379615,0.5256188375126479,0.5844708775452437,0.6411691841356754,0.7527505579239081,0.4081722741108104,0.8296120326007337,0.6530806065029786,0.7111820461423456,0.41801509599495207,0.7836617715789845,0.20497853612845232,0.06069079378112524,0.7664878585264955,0.20115492722732337,0.8222098632150231,0.7692612355345053,0.8535197521103011,0.5959300847922865,0.39881063213707985,0.6937046458012811,0.6813919659988336,0.31962296374623295,0.5513660854100767,0.6630229261722161,0.535423466032103,0.730731647654961,0.7133373249485486,0.5981598930325678,0.6321365282351468,0.5456221478662171,0.6261357758085633,0.6152178737498271,0.1887373715558588,0.047381750505415016,0.031355072107430604,0.7209735728028109,0.8151836029869514,0.04360731891484553,0.7245555231586495,0.8748863953247538,0.6870005111234815,0.12439618691172011,0.6898601089920781,0.12560083471659478,0.34202610636795594,0.8289129947254058,0.3716044829177134,0.5869633146742763,0.5135207856667229,0.6397646732007668,0.38872937921928064,0.79405613545704,0.2858061176982025,0.8199989469503512,0.7128498245152282,0.7533655993536843,0.3639914218099264,0.6209570701800271,0.2618719969305475,0.07665273217914502,0.31501398417449505,0.1818981356676762,0.6190495334222582,0.1257166208558208,0.6461043079217251,0.18122188489209798,0.6476605445210449,0.4351794336788518,0.3964328236051696,0.21760869123918558
OFCpost_L,0.5673507801951952,0.38865468490051047,0.38525507322714575,0.2532314532927084,0.31495119647755737,0.5685870577529443,0.2677211526695761,0.3560730234465109,0.5517012519419345,1.0,0.34539177415230804,0.8226519436285231,0.3581320066122489,0.20033594607871924,0.03113681794284722,0.4398772627765157,0.3913943123194212,0.619793412261051,0.369210535475712,0.49459286808605946,0.45041840738567523,0.5492652794306343,0.7410375629098992,0.1491977257540851,0.5623415977773993,0.42397458642361807,0.48768759960991476,0.4819071957930444,0.4708076763955743,0.07678487644222118,0.23028991026922346,0.2915171368815259,0.44554590007042083,0.521557500477927,0.36190032248456117,0.3006818075209098,0.01625170012015298,0.32236935622069923,0.28226953398451426,0.6663284671879046,0.20051304925942628,0.42278463271912414,0.43620467216908704,0.3010731391447614,0.23267335277861104,0.17378228441938204,0.556820135710321,0.13041301374196937,0.10732378476545448,0.08743823149283689,0.37864239917129794,0.4710927282821258,0.34562759668695425,0.40340487313829493,0.3386500354095645,0.4862048577926953,-0.1684819396184696,0.4302183239677665,0.29029088184587837,-0.014238824951326794,0.5098669860045818,0.5552188136922355,0.09191818815736841,0.1915682958997131,0.5323057041165553,0.3300240835427069,0.44247243055206775,0.4244213581087307,0.4451692795974119,0.27759555680492365,0.5169333558041215,0.40595275628063066,0.5098107677588336,0.27842621898591935,0.6090174000936284,0.29547048865402864,0.027427433232251996,0.5302638642720371,0.11857192944843382,0.440884117099956,0.5487276363600754,0.5517709069830152,0.3682456583505273,0.25216126136103323,0.3086703601359195,0.41250107180207035,0.14069031676940694,0.3141726623488184,0.29255448241966286,0.38824278153112696,0.3522278649637373,0.4085052715455804,0.39213617763042596,0.3704840023321825,0.2602092038568474,0.39420395207168546,0.4185189863826235,0.24817248460345412,-0.0534979737355889,0.06505396722378161,0.43560084708802366,0.6393240203248323,0.14807470195757902,0.6008301502996177,0.6970962443437894,0.3491062764552482,0.013243966631046777,0.4260241620161347,0.14230606730353362,0.15081535363343632,0.4927990500547415,0.2021364644608694,0.2834648533680237,0.15783206920668175,0.4381807503580135,0.24787334315101112,0.5014201174132241,0.2881537230037647,0.48912184163140354,0.4806651024156281,0.5037978316451874,0.3241074446127595,0.3819106387736568,0.107603379905418,-0.11379434028745734,0.304370833812157,0.17499830936864708,0.3797045864844541,0.15193654332593862,0.3680930176593054,0.10298978409114926,0.4647207748036072,0.287091028899738,0.14500518456784053,0.2049149762549357
