,Thal_PuM_R,ParaHippocampal_R,Calcarine_L,Postcentral_L,Cerebellum_10_L,Fusiform_L,Frontal_Inf_Orb_2_L,Parietal_Inf_R,Frontal_Inf_Oper_L,Temporal_Sup_R,Supp_Motor_Area_L,Caudate_R,Thal_LP_L,Cerebellum_Crus2_L,Thal_VA_R,ACC_sub_R,Cerebellum_7b_L,Lingual_L,Temporal_Mid_L,Thal_MDm_L,Frontal_Inf_Orb_2_R,N_Acc_L,Thal_VPL_L,Cerebellum_4_5_R,Frontal_Inf_Tri_L,Thal_PuA_L,ParaHippocampal_L,Precentral_L,Vermis_10,Fusiform_R,ACC_pre_L,Cingulate_Mid_L,Cerebellum_7b_R,Lingual_R,Thal_MGN_R,Parietal_Sup_L,Thal_PuL_R,Occipital_Inf_R,SN_pr_L,Rolandic_Oper_L,Thal_IL_L,Thal_PuI_R,Amygdala_L,Thal_VL_R,Occipital_Sup_R,Temporal_Sup_L,Thal_MDm_R,Vermis_9,ACC_pre_R,Putamen_L,Postcentral_R,LC_L,Cerebellum_6_R,Cerebellum_3_L,OFCpost_L,VTA_R,Cerebellum_6_L,Raphe_M,Frontal_Med_Orb_R,Red_N_R
Supp_Motor_Area_L,0.6409288687449524,0.5864870099056215,0.47020801287336705,0.949936864112165,0.19196709163533,0.35500485134235715,0.39045755762867307,0.65450794825747,0.7905741326365704,0.8182753856876563,1.0,0.5999364519761726,0.39657796773255966,0.18433783822724395,0.45713230485280626,0.14839913731721716,0.3674887909359167,0.4528049699834228,0.524088555615475,0.664029107207379,0.36104572206061597,0.30467730664619436,0.7329379963618058,0.4364939354626529,0.7920125907887704,0.405043763895397,0.6145816198976395,0.9068779913492485,0.06291836237640222,0.37152541039667825,0.3292945129456859,0.7643681435877846,0.3780566003492547,0.4606723111515466,0.3417788992167619,0.7192362629833873,0.4626687819919604,0.4227630801322798,0.43387307556093635,0.6728056374354355,0.5319121284034598,0.6018526707459766,-0.1406609596293013,0.6939014108634689,0.38753431513051945,0.7954003229376291,0.4246708516558886,0.37275515676470145,0.3461786081566665,0.6021821715756048,0.944633041095046,-0.24503846457315984,0.35102464097800967,0.44539817721706976,0.3481404580935562,0.6256796057080709,0.23373439097532703,0.332064424790687,0.0014421224322436654,0.3611662796176644
Caudate_R,0.4017742181564755,0.5490642333069093,0.33658700766056976,0.6122151615565423,0.02037560217732667,0.20570900063121939,0.21955675033416314,0.4398743423359869,0.5497378673091663,0.5308700143862174,0.5999364519761726,1.0,0.1766187218532338,-0.02844445714979491,0.574005702398969,0.10052157978123111,0.1770818735916091,0.3314616040246606,0.31502860374922415,0.6811644973317843,0.05201780709715817,0.19901108569822396,0.5533727434722663,0.3621770450749478,0.7197433390476903,0.13165430783989293,0.4452311206707031,0.5647078395697654,0.012195394800514306,0.2849042213860224,-0.06258471064283218,0.5496692270620454,0.2942247807227672,0.3460405653669284,0.05140601937852192,0.4646745811739869,0.657075049757942,0.2609912958619196,0.44930120093709364,0.3732027137966138,0.3297454888354451,0.2526064950933925,-0.17837387961139956,0.5923262701120882,0.20489449818000616,0.49784202948139356,0.2567319630196118,0.23316557235734378,0.3409466979925831,0.3084248596250164,0.5752260737736518,-0.2633955242437402,0.3709524992573791,0.2367919160873261,-0.006382697922130167,0.6229196844964141,0.13706741173696674,0.2141967315729136,-0.05230731074951502,0.42022334629399727
Thal_LP_L,0.15932281450338645,0.29700614623945465,-0.015248950823089321,0.3256134928059974,0.4470573845494952,0.3600769384340496,0.06122837284797665,0.19660577584394953,0.19435959199796274,0.33861434101563703,0.39657796773255966,0.1766187218532338,1.0,-0.0779305770697751,0.6355227384965291,0.18659006857249968,0.14455764981729224,0.1525303868897376,-0.13250309095667415,0.1359209431376723,-0.043217705928416505,0.16197035685608072,0.272769570240522,0.006845274629144598,0.30012884064915685,-0.06551811122203646,0.4509531538975121,0.2843985560417521,-0.0330727058883642,-0.03178245491459373,0.4995210353631234,0.33898447891113265,-0.03454968461827374,0.01689059035439158,-0.022019045778585114,0.2651257426173714,-0.11409121592224332,0.2861643753634438,0.12141506560628597,0.03672107202022912,0.03651453812328156,0.18829956128416153,-0.2523665571804147,0.6198028402943554,-0.10793551934748023,0.3360909274141155,0.693508288060648,0.41432299211530116,0.3986396001202851,0.14257003723713524,0.3086622003330871,0.0429263621558781,0.0793622943225052,-0.04783814478211969,-0.007712206511391846,0.2746948489458477,0.016475574753811846,-0.13420916611370207,0.2719360021428994,0.10611025838485626
Cerebellum_Crus2_L,-0.03982714527780921,-0.292179833300151,0.17570632852121562,0.2724831528336135,-0.10191311816819341,0.244128970120665,0.18133223282176594,0.33438312553870364,0.36429098086925327,0.2305544084032634,0.18433783822724395,-0.02844445714979491,-0.0779305770697751,1.0,-0.4236588373948336,-0.20041924240010459,0.18659311461707417,0.2770568105490356,0.48196688337630167,-0.19529214181507673,0.08030166621972902,0.18253519452712597,-0.08973375509908348,0.08651384884629704,0.15929005244280478,0.06643428215224824,-0.23197686234467468,0.3188060788853922,-0.0378871198202921,0.09433758802879404,0.042243735830014645,0.023753241233358688,0.10197722367169028,0.14896267061942228,0.4912629865141809,0.406059127022661,0.010389252065906324,0.17619583601073735,-0.13233287399774896,0.18901978703505543,-0.013883962418939244,-0.05825142349326571,0.1940137974543303,-0.041590001440666685,0.43851463082179226,0.07317789442264842,-0.11635724017841755,0.09677193836125994,-0.0971390541765611,0.2983839132214367,0.2605908230565687,0.410273772251279,0.1144874466030838,0.13087736392354585,0.2962337545204715,-0.1468275287746665,0.4453940610251244,0.33681384450960883,-0.050292293435798795,-0.3639593392110604
Thal_VA_R,0.33431442362751207,0.5796941335983236,0.06315799220080874,0.38023346635219785,0.29491083563198406,0.3150691949278037,0.048565097918239125,0.21778938110540058,0.21258896073359848,0.3459707815292329,0.45713230485280626,0.574005702398969,0.6355227384965291,-0.4236588373948336,1.0,0.2866236233863634,0.14771112079990067,0.13421650698940726,-0.13836374240170965,0.513034215141747,-0.06034828060329842,0.02055271530682228,0.42152042498018466,0.13545822306275965,0.4250670550702672,-0.015686330691514126,0.6199128086204663,0.30191270784047175,-0.06222502145810366,0.043730750822023275,0.19790708992141653,0.4705248184580383,0.08565886992143178,0.09571245040137485,-0.22563180912190378,0.22007151793045218,0.30472650389335315,0.1889742087900483,0.33160497771476993,0.12264104554534543,0.2511537531440022,0.3048595755778149,-0.2603632587638895,0.6260274313593274,-0.15596515435295294,0.4194946955986901,0.5918601457730347,0.36633523073023705,0.40793671967779793,0.05856293853933955,0.3650448260649006,-0.26965033018293155,0.159840462675958,0.020084391299798915,-0.20445287363589046,0.5041461122195251,-0.07326093985671803,-0.13788911720187522,0.07059486168070424,0.4444841033782017
ACC_sub_R,0.06653260325533017,0.13047335549931996,-0.10737438141027596,0.11707721668085455,0.2487355628092762,0.018766564269487696,0.08970451072278272,-0.14560194797200962,0.02381211380485611,-0.018265310712418333,0.14839913731721716,0.10052157978123111,0.18659006857249968,-0.20041924240010459,0.2866236233863634,1.0,-0.07398454560630763,-0.007869117168260735,-0.11639138191810061,0.154646743577042,0.18803555015414217,-0.011802684839428727,0.12196143178338796,-0.01362638865465396,0.15532360361867995,-0.010296890647373992,0.17444950095110318,0.14555139200191092,-0.06456160939123737,-0.026048252948139398,0.17003265696513964,0.05084286291186706,-0.12118221047979176,0.009558580719098759,-0.13056980992069173,-0.032453283068979995,-0.09482817386513834,-0.05271924787364968,0.06450516442252277,-0.005790380228879244,0.054545139786349575,0.015800658050927854,-0.15432539157119837,0.22147477903752086,-0.11933855193609895,0.0882294549521463,0.15487657978897912,0.18194948917169104,0.24604702311489507,0.07981823737637253,0.07931181045969683,-0.05677059953583871,-0.01749727468231252,-0.01121610046071354,0.006133686221067364,0.05104247975092562,-0.004481295891852195,-0.15105728226364626,0.15699034635663553,0.17366981249331606
Cerebellum_7b_L,0.2887142976085762,0.5081526674093771,0.24898070871116587,0.3316495131042524,-0.07810426170170925,0.6246075338789155,-0.2154075122800945,0.4971343418209906,0.13970142328412874,0.38430480689682744,0.3674887909359167,0.1770818735916091,0.14455764981729224,0.18659311461707417,0.14771112079990067,-0.07398454560630763,1.0,-0.05951593303678059,0.3459964545988248,0.14216401967028297,-0.05170356459369701,-0.12337716565213308,0.3003014684652357,0.3532554425887741,0.03968988724577865,0.07347688040185635,0.5656286943623925,0.27080917367191726,0.17536313644839005,0.3103664244648466,-0.10762705653497458,0.3718780197283288,0.6866962164251861,0.04573498910181879,0.2459212618542244,0.39410073716302596,0.08025203084811466,0.2101732730079393,0.09247088891542289,0.2970285410223292,0.2438412978966944,0.38702037666446987,0.1415268648514078,0.14563690717618546,0.018137141667035964,0.4283649812756254,0.2909082863691874,0.23099505732444942,-0.2914173286642026,0.12023419914965865,0.45670340379256213,-0.3792082596254013,0.2904145883910483,0.23285150176248998,-0.083879676360356,0.3444927502626585,-0.24394744337173876,0.07239543397855266,-0.1765345862532749,0.02171606709082765
Lingual_L,0.4668547222677945,0.3002586790088787,0.7573272582338126,0.48379359943828065,0.04917187469790911,0.29698533302960844,0.21901949179683844,0.6956162583746769,0.6591684484065911,0.6495229135411599,0.4528049699834228,0.3314616040246606,0.1525303868897376,0.2770568105490356,0.13421650698940726,-0.007869117168260735,-0.05951593303678059,1.0,0.5862552968667086,0.33307641808101196,-0.1877567245205514,0.21755048424860238,0.4700040325318857,0.5886163664248992,0.38453678549405235,0.5102619142758366,0.19078128183954104,0.33101651793066944,0.12078016771790366,0.5811997730803624,0.03076096397632787,0.5854869860082029,0.22629703280093078,0.8932786844747763,0.6065691991292227,0.48964356537986037,0.24753497748328682,0.5033434117841987,0.5884697571348805,0.5406153825349417,0.2506008197302792,0.2914324199989174,-0.020490702705678158,0.4147166831224313,0.7776078313016402,0.3763809576392341,0.04636766091910589,0.10314058271848646,0.010177685718504362,0.4027531425663319,0.46236834676234145,-0.04177747652906725,0.45759934411890785,0.5332671811521266,0.3724780810171201,0.2753220545411255,0.8282517889084242,0.6169831644346854,-0.04355281425982327,0.13732560619258488
Temporal_Mid_L,0.5403020882278098,0.28730411469018785,0.7773653190234702,0.6195040917626147,-0.20714943593253296,0.34123457376012617,0.4052965863434208,0.6400977825534059,0.7265536299525721,0.6733715996497308,0.524088555615475,0.31502860374922415,-0.13250309095667415,0.48196688337630167,-0.13836374240170965,-0.11639138191810061,0.3459964545988248,0.5862552968667086,1.0,0.392756599502338,0.21537386252424418,0.23395190895407814,0.47952344096924143,0.5427377683933164,0.4444983614513498,0.6123579756661269,0.20090817119822585,0.562516358800355,0.2011447571262753,0.549889567984865,0.06045655320522639,0.4648274027300165,0.4322707081858525,0.611950711751948,0.6532446171866213,0.44489000298275727,0.3274663774206705,0.32896839538986794,0.33440799658204934,0.7731105465040893,0.4105493995900974,0.45935802588158975,0.0852224269870246,0.3031053649697941,0.7103747919040776,0.6340274694760066,-0.04291891849023968,0.006551835093005297,-0.011615907754561077,0.6580741556787933,0.6502301336781633,-0.17112403706489604,0.2508609387503809,0.7514644403200209,0.5774502754360852,0.3030652959626726,0.45931364350254295,0.5729900773395336,-0.19526130726838992,0.09898182445822747
Thal_MDm_L,0.6946861589174976,0.6377830080818885,0.45189920072433853,0.6402747606776741,0.07429695180794338,0.254698067529469,0.37791251888983796,0.4181762960252849,0.5666783273093087,0.5669085422710253,0.664029107207379,0.6811644973317843,0.1359209431376723,-0.19529214181507673,0.513034215141747,0.154646743577042,0.14216401967028297,0.33307641808101196,0.392756599502338,1.0,0.3911000168216541,0.19835073963186983,0.806507144998362,0.31295716662643036,0.6831006486828217,0.4335872287290486,0.5382451488396387,0.5846274294582863,0.1332476456677385,0.25659862719519966,0.16405125075103563,0.6335799508408274,0.19329313740066154,0.37863700751320667,0.14145710255666386,0.35102182738029075,0.6123138685258203,0.3169396714478384,0.5449887122484337,0.5697341723778294,0.6446536482194657,0.573484813234887,-0.14249478665980875,0.6352419312199967,0.19194536517251326,0.6968447390439838,0.23341076096535027,0.24391108863827463,0.37076305941620574,0.5429959106005515,0.6371132019093176,-0.41155169083829,0.0927749721108328,0.48306487776530643,0.2377188616505951,0.6571360398876175,0.12427005271571205,0.23539528400802484,-0.06806199203195383,0.6149097150602847
Frontal_Inf_Orb_2_R,0.3550197605509908,-0.008787460141251773,-0.10589992959785015,0.3673613272555263,0.07644662555161603,-0.06749081152522646,0.6762855249863391,-0.13913356950170322,0.2897321291403523,0.06840569152667672,0.36104572206061597,0.05201780709715817,-0.043217705928416505,0.08030166621972902,-0.06034828060329842,0.18803555015414217,-0.05170356459369701,-0.1877567245205514,0.21537386252424418,0.3911000168216541,1.0,0.3101171390857718,0.319590954721044,-0.2371766808673687,0.45808150299665823,0.24599647869750702,0.04674401283163746,0.48582827094509945,0.05827660981067289,-0.25286450689321477,0.5649449384687187,0.049689606518092524,-0.2537719323696065,-0.18746039300508077,-0.06147717532520806,0.039398084110537725,0.17264523730009165,-0.054584143870738754,-0.031216420740962533,0.36830362992593013,0.38777858240054597,0.3468029328147629,-0.0911268450767829,0.24103970302887961,-0.1163429646863532,0.4456471688227503,0.1324995421532882,0.1250621121730373,0.5453147129810906,0.6405013406213614,0.3285122401968555,0.032397126805178415,-0.40996432340363875,0.22046836495502012,0.581870137486988,0.1990809239677603,-0.15807783591065397,0.0034245643638581933,0.08394644249454969,0.21415085766717357
N_Acc_L,0.2744913039707396,0.05100869249479282,0.15651131666794074,0.36803590519687834,0.3304508174082887,0.11041383526977071,0.572546200046848,0.1700715430595531,0.43529348728621753,0.30647789823569227,0.30467730664619436,0.19901108569822396,0.16197035685608072,0.18253519452712597,0.02055271530682228,-0.011802684839428727,-0.12337716565213308,0.21755048424860238,0.23395190895407814,0.19835073963186983,0.3101171390857718,1.0,0.21724468508309489,-0.01393930412288741,0.47677646151151293,0.19573832433369723,-0.010740306782887274,0.3600491780713913,-0.1313687779338179,-0.02207825183093131,0.3403614273166468,0.21885132773487617,-0.1963904729330445,0.13276483078332496,0.12997942653220232,0.1469608718628819,0.16372545807152666,0.27502501126902495,0.0816593977689756,0.34110886802573354,0.23986152007781877,0.19603964246314998,0.04195291917381654,0.3277302272974435,0.17165331871987685,0.29631762821565233,0.3825266016978374,0.05821949835323561,0.4158090351921435,0.39248979524781236,0.30777462803414135,0.13921477524927536,-0.10106426395361301,0.1507656026437651,0.47785708577251224,0.09190675195581446,0.27974462896494173,0.3002094584708428,0.08108079431404516,0.029988158990649768
Thal_VPL_L,0.7899329911812318,0.7073014170146191,0.5788125561545838,0.6827425541310823,0.1104303423196877,0.43592956762113927,0.33147585541043345,0.5850218027678775,0.5683915056384862,0.6884893078938797,0.7329379963618058,0.5533727434722663,0.272769570240522,-0.08973375509908348,0.42152042498018466,0.12196143178338796,0.3003014684652357,0.4700040325318857,0.47952344096924143,0.806507144998362,0.319590954721044,0.21724468508309489,1.0,0.39798104287375496,0.6042029782151047,0.5621561390425769,0.642162318920921,0.5768716238634618,0.23008694386144946,0.3513065047222074,0.2061518095327321,0.7573838816008773,0.3050531288400671,0.4997480831948842,0.2832564941863301,0.4627319748750212,0.45124101356017676,0.4360958971610123,0.6010513565896318,0.667162181069035,0.6653712314864213,0.7166257219461698,-0.12558066778334856,0.6556290401807192,0.2791484057012876,0.7698009825535991,0.277832361033327,0.3044920260072407,0.21909465687120475,0.573504859952205,0.700063933024237,-0.4123368422003971,0.16955068793063569,0.5724936655865812,0.31970171386296553,0.6627614387581362,0.20811463536005848,0.30049436240836935,0.05874786257125288,0.5053372266849105
