,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.30044832288623735,-0.09673621946654731,0.5201817694975541,0.37576356687216417,0.42359698878584734,0.45520823095899265,0.3910470571233836,-0.006133316770409962,0.19839419985902587
Thal_MDl_R,0.30044832288623735,1.0,0.11716144698154399,0.16124331670292133,0.1840857086803682,0.43681090236099696,-0.04065336834036871,-0.04229120231792534,-0.15944040166600884,0.3050938195999757
OFCpost_R,-0.09673621946654731,0.11716144698154399,1.0,0.06780332748952278,0.2276736976228956,0.2488998633287689,-0.15345022697899316,-0.04560106156985403,0.0607050361681865,-0.16573636417082963
Temporal_Sup_R,0.5201817694975541,0.16124331670292133,0.06780332748952278,1.0,0.5862885572212643,0.7150086211245492,0.5648409917000319,0.5569769065376114,0.1124070616141514,0.2651673202845131
OFClat_L,0.37576356687216417,0.1840857086803682,0.2276736976228956,0.5862885572212643,1.0,0.4626308379469508,0.36517353985370704,0.3099762384911592,-0.0738946362011184,0.3165681175752436
Heschl_R,0.42359698878584734,0.43681090236099696,0.2488998633287689,0.7150086211245492,0.4626308379469508,1.0,0.12921664715899767,0.33754221026767856,-0.07709482879581304,0.436460945277353
Cuneus_L,0.45520823095899265,-0.04065336834036871,-0.15345022697899316,0.5648409917000319,0.36517353985370704,0.12921664715899767,1.0,0.40468411532635606,0.4542387587058591,-0.1475502616113784
Occipital_Inf_R,0.3910470571233836,-0.04229120231792534,-0.04560106156985403,0.5569769065376114,0.3099762384911592,0.33754221026767856,0.40468411532635606,1.0,0.09388785120176159,0.15163840926290675
Temporal_Inf_R,-0.006133316770409962,-0.15944040166600884,0.0607050361681865,0.1124070616141514,-0.0738946362011184,-0.07709482879581304,0.4542387587058591,0.09388785120176159,1.0,-0.4483452291944151
Vermis_8,0.19839419985902587,0.3050938195999757,-0.16573636417082963,0.2651673202845131,0.3165681175752436,0.436460945277353,-0.1475502616113784,0.15163840926290675,-0.4483452291944151,1.0
