,Hippocampus_R,Thal_PuM_L,Red_N_L,SN_pr_R,Thal_LGN_R,Precentral_L,Cerebellum_Crus2_L,Frontal_Sup_2_R,Supp_Motor_Area_L,Thal_IL_L,SN_pr_L,ACC_pre_R,Thal_VL_R,Frontal_Inf_Tri_L,Fusiform_L,Thal_MDm_R,Thal_VL_L,Caudate_R,Cingulate_Post_R,Vermis_8,Temporal_Sup_L,OFCpost_R,Vermis_1_2,Cingulate_Post_L,Thal_MDl_R,Temporal_Mid_L,Caudate_L,Temporal_Inf_R,Thal_PuA_L,Frontal_Mid_2_L,Cuneus_R,Vermis_10,Thal_Re_L,Angular_R,Thal_MGN_L,Thal_PuM_R,Lingual_R,Calcarine_L,Cerebellum_10_R,OFCmed_L,VTA_L,Frontal_Inf_Oper_R,Frontal_Sup_2_L,Thal_VA_L,Cerebellum_10_L,Precentral_R,Frontal_Inf_Tri_R,Precuneus_L,Rectus_L,Heschl_R,Occipital_Mid_L,VTA_R,Temporal_Pole_Sup_L,Vermis_7,Heschl_L,Parietal_Sup_L,Postcentral_R,OFCpost_L,Raphe_D,Cerebellum_4_5_L,Temporal_Mid_R,Thal_VPL_R,Hippocampus_L,Cerebellum_3_R,Temporal_Sup_R,SupraMarginal_R,Temporal_Pole_Mid_R,Raphe_M,Olfactory_R,Cerebellum_7b_R,Temporal_Inf_L,Insula_L,Cerebellum_6_R,Postcentral_L,Cuneus_L,Thal_VPL_L,Frontal_Inf_Orb_2_L,N_Acc_R,Thal_AV_R,Frontal_Sup_Medial_R,Amygdala_R,Frontal_Sup_Medial_L,ACC_sup_L,Thal_LGN_L,SN_pc_R,Cerebellum_6_L,Supp_Motor_Area_R,Occipital_Sup_L,Temporal_Pole_Sup_R,Thal_IL_R,OFCmed_R,Calcarine_R,Cerebellum_3_L,Cerebellum_4_5_R,OFCant_R,Olfactory_L,Cerebellum_8_R,SupraMarginal_L,Occipital_Sup_R,Thal_LP_L,ACC_sup_R,Thal_MDl_L,Parietal_Inf_R,Frontal_Med_Orb_R,Lingual_L,Frontal_Inf_Orb_2_R,OFClat_R,ACC_sub_R,Thal_PuL_R,Rectus_R,Thal_PuL_L,Vermis_4_5,Amygdala_L,Vermis_3,OFCant_L,Parietal_Sup_R,Parietal_Inf_L,Cingulate_Mid_R,Thal_MDm_L,Occipital_Inf_L,Paracentral_Lobule_L,Cerebellum_7b_L,Rolandic_Oper_R,Frontal_Inf_Oper_L,Cerebellum_Crus2_R,Vermis_6,Insula_R,SN_pc_L,Temporal_Pole_Mid_L,Thal_AV_L
Hippocampus_R,1.0,0.933434672761597,0.5577734274555078,0.29964842053421625,0.8218403391833055,-0.6285385634137253,-0.5280567150010667,-0.5875824855984635,-0.536444978712581,0.39750368707232664,0.28524429879685415,0.5584920402308373,0.8466916026705277,0.7290531422323291,0.7654948011427292,0.7925818291698897,0.848073988132423,0.7834409604740745,0.7394977688845665,0.6209997463237523,0.6820154058524841,0.49619868660650496,0.7464296902720396,0.2921008903474771,0.6333264828242374,0.6688651472296776,0.8524781500194807,0.6618019945335046,0.5913338254977881,-0.27856676766277283,-0.5061912753216367,0.3548003584637272,0.5835665159122861,-0.4884537331376346,0.18219890985863224,0.5248056886850766,0.10307982438656173,-0.24504249348125193,0.7437935825140669,0.6981808711761444,0.6260358064462391,0.33040260328950116,-0.2960981228110193,0.3244137121594395,0.4942107459459462,-0.7095445370492455,0.41555966834038033,-0.42631276661458,0.09446525519533604,0.36698438377666964,-0.5759352176025246,0.5637704138668532,0.7118727677728334,-0.19319476018781104,0.9360886479942389,-0.7466645993625527,-0.6899604762247367,0.621947407359666,-0.15983370841781883,0.4442934311951244,0.26132787231393934,0.7146007086674908,0.8620789814256032,0.3087885349815883,0.746093848090969,-0.366243624453483,0.394498661783485,0.18041770908426416,0.8004641058187362,-0.5327050038882686,0.7984318414017182,0.8643025626350251,0.8095316358625114,-0.6018397351677276,-0.2505298541913798,0.9014928453456741,0.743619279424759,0.8072945246925646,0.8436278042782023,-0.01913803381283158,0.7098406521321236,0.2374964217254297,-0.44690614102637694,0.6173972100341748,0.14890714395897428,0.5123510655971469,-0.5563019664455205,-0.6548737166423183,0.7040462426088419,0.8702413957299436,0.5425325524655896,-0.26285415498705794,0.5789280846416379,0.5972364841825241,-0.626773157550214,0.8586232598116244,0.6807063120783432,-0.36376548015127125,-0.5945661077696245,0.6113685634155148,0.20674640300402278,0.7059759232973336,-0.7448209159589186,0.6306763351527681,0.03202657594312069,0.7417270367686206,0.18089049233140464,0.7370152375356287,0.434710260830127,-0.382642533369823,0.7240301214568385,0.7987050117508393,0.7064195269051996,-0.1476731855791717,-0.48379957568301685,-0.7624839396875817,-0.6199262835829634,0.18264833663735894,0.5206603922430212,-0.13381972282925397,-0.6535834377406736,-0.5253189819561115,-0.048858617413212624,0.20175852624519877,-0.27360636657847204,0.6595008005849535,0.7397272262075686,0.7114093553247712,0.5956031166177123,0.33350396703903207
Thal_PuM_L,0.933434672761597,1.0,0.4031855273186501,0.21612239246625337,0.8252745144282634,-0.5647466702061616,-0.4380570210336956,-0.5519546576065724,-0.5185444819046803,0.3309330888593123,0.30824411741064817,0.5417055951031,0.8440931640898888,0.6975180838606546,0.726301186659623,0.8031595353121294,0.8314718045678876,0.8853049180780279,0.7989455201057916,0.5214920711702147,0.7017788254137329,0.3530528242320794,0.6243114128449656,0.4277674505701986,0.6001264993547336,0.7019942868232438,0.860124012861074,0.5995405008352734,0.7201267348914074,-0.252918810640286,-0.39532483860394096,0.3852068387173142,0.46914636636391155,-0.30143506977414936,0.07751615695807694,0.6986284949971372,0.16864280207614632,-0.12793501280463482,0.605787001482904,0.5662600784253645,0.5518271669681216,0.4308189254422558,-0.25831686556293426,0.33140246624246683,0.3828198590092286,-0.6488093424742047,0.3725591085492992,-0.31397474053399166,-0.007884627190920587,0.4030101716268187,-0.40905386578722647,0.3849865178219872,0.6208368552041952,-0.21481701650518104,0.8894122298903042,-0.6538738867523514,-0.6063737967964176,0.4803658543630053,-0.06332163350796796,0.3805275422059117,0.3080663178109395,0.7126290264936342,0.8087734840661147,0.3293280971086442,0.7457867131893059,-0.2119467495749305,0.4008147727182767,0.19942941510764223,0.7244763519549138,-0.4542926449032666,0.7066368419817403,0.8699997635870705,0.7160023285152919,-0.46256344237890973,-0.06608503019542573,0.8805136644610907,0.6270942804328986,0.7187205749467843,0.7602430853836334,0.0146912163495178,0.6025446610578099,0.23166919114137943,-0.3534231876556508,0.7596244624742311,0.13728057300423205,0.46045282690962414,-0.5144153647772933,-0.5369258878852742,0.6122652719476595,0.8039428019800193,0.4493545674574448,-0.13260074076506176,0.5036106540037821,0.5058599553105111,-0.5528737382222776,0.756135413101723,0.5997974573493686,-0.1574902162999033,-0.4357521750355833,0.6152281741944945,0.26632570011683593,0.7242577547231852,-0.6240439282997637,0.546539579094452,0.06378556079364929,0.6443561089208437,0.07143179407716732,0.6442956501773316,0.5364057897776473,-0.4082894715066284,0.8736910485842598,0.7608619335274407,0.5874991737233558,-0.047571358316994876,-0.3853378090809452,-0.6902848280685429,-0.42870525448490593,0.29327320367905046,0.5181905200924193,-0.03636345047483938,-0.6360224947317904,-0.48162171706517065,0.0632056154871735,0.3084155913507198,-0.18375056756768368,0.6034523117791125,0.7685972575473823,0.6231343221744251,0.5250019004802042,0.31949827446533946
Red_N_L,0.5577734274555078,0.4031855273186501,1.0,0.45138210872308765,0.5670842278397658,-0.23630792183941104,-0.5358133227887855,-0.11381269646292409,-0.03321784563053511,0.5720761489811372,0.4538491462430905,0.4449877002418852,0.5634406809212615,0.6627575581997188,0.3922170746522696,0.5302165597222679,0.5726180359570362,0.3512116396731407,0.4510598210227246,0.5515492200389236,0.4546706489447215,0.59865211255156,0.4062019517630768,0.22722778376676678,0.5035431362274889,0.2650180213141753,0.5932314448257899,0.404607780423959,0.3631687714225825,0.14916382336633105,-0.34209932818612304,0.017714935283265332,0.32128673509311745,-0.48730559393978823,0.12393279879485777,0.12357869868315413,-0.13617243397844622,-0.2718528072924671,0.6717412660769809,0.4878789804374468,0.4144074890150111,0.43086036095634034,0.1344964274915232,0.4377729128519164,0.5711258817605219,-0.2891387829660221,0.5354770145131289,-0.22639171956730297,0.30314256119018107,0.38464402699185807,-0.5761002002465928,0.5913875815208449,0.37258507306066585,-0.03302354606174492,0.5099851415391373,-0.5119589495140515,-0.3372243890239338,0.5420561344349777,-0.15576308278039366,0.389921556806918,0.05485001885872932,0.5580392734824716,0.570556198981979,0.09415045360628654,0.4598858455519468,-0.21011117635903115,0.04013189858947567,-0.07527964048056104,0.5082837736681322,-0.4905879507124108,0.5157139459131321,0.5204663275493372,0.4956201842124638,-0.3261961955717673,-0.3352075264762485,0.6050981221935484,0.6320241903582202,0.4826612323584755,0.48025125445353356,0.3264501038568532,0.5463690311578044,0.36628527196453586,-0.11535702919245013,0.2374014775109776,0.3153225894643918,0.3285300275293634,-0.10733974071038996,-0.5159180452609337,0.39862484599186604,0.5750966209502121,0.4473243543440825,-0.3161934915983964,0.32268695726112984,0.4814033612637222,-0.41182426451536863,0.5866283534483798,0.3806595995721752,-0.42233194128604457,-0.47769665543910805,0.14819599754501714,0.36460540940299074,0.5351111526277266,-0.4623503452188299,0.34300028925944487,-0.0615226664213927,0.5941370094236174,0.44450466095203245,0.5014888347366669,0.031438354119431744,-0.00514474881600039,0.19026931220220078,0.5566897794529755,0.5252390540751815,-0.22962705722377588,-0.30203153782852055,-0.4691538439353329,-0.4671222697121967,0.24209091447924105,0.5344727373601438,-0.4540330338707872,-0.21876120001226296,-0.38569481870647304,0.1461529427825512,0.22857908994080123,-0.3251776182285634,0.37283442547723966,0.5059160377470286,0.7145060953502972,0.33399462548301395,0.40259718533840066
SN_pr_R,0.29964842053421625,0.21612239246625337,0.45138210872308765,1.0,0.33053412601334864,0.014096337493317153,-0.2808999308497352,0.12919641146111266,0.20620159595492693,0.627536278226024,0.6690593798364562,0.28072211185270163,0.3659464109920603,0.3095854606552084,0.2543934188855262,0.23476277500529957,0.41595690659233703,0.1541002764231515,0.37734725775813077,0.41068073008312916,0.38847996304806515,0.5538243573069723,0.3476970600843826,0.33141496666828624,0.4471371594272849,0.2269151539440336,0.3222251190570076,0.3992678870762111,0.3369031701605691,0.28397878176613695,0.09783742802895164,0.10330367613565294,0.008580454583918021,-0.11235821609737803,0.0997758496512759,0.2542573213426699,0.004288471113811963,0.07719643139763657,0.5022011605279897,0.046146965330019905,0.11519590783790412,0.28467434565980015,0.18780558218314455,0.5383431487341656,0.5586335946260617,0.05463617977353246,0.4291415699682426,0.08771674234144722,0.4416542332399689,0.21834621772467938,-0.1705570723220077,0.49203723232268626,0.11959704661684636,0.2921169568699772,0.13988139262835111,-0.09689247290058832,-0.005574857192343437,0.28203537472951373,-0.1923678943596528,0.36992117693693627,0.253527827782738,0.5344931131081024,0.5025339101283095,0.05224470002241774,0.29870417666552135,0.10139772563909276,-0.16631629838918538,-0.02740444175534771,0.2500400127267977,-0.1901497343595721,0.3392930573440126,0.09393794088516512,0.3187566141799972,0.03585780076925244,0.0017697294011759684,0.3743395038801462,0.1940804803596799,0.10097055388748943,0.06813037058021235,0.33027880413409527,0.4430900137396934,0.08024229083833338,0.24642091381841164,0.07807196703619843,0.6387108445111078,0.3827587803059667,0.18440011991511426,-0.1237834961625409,0.09903499257984157,0.07361141615779047,0.08067143056782482,0.038370191204086024,0.3940152302465832,0.4507725138046715,-0.14303341631878602,0.31609250924179316,0.20827657847630404,-0.11755029819426514,-0.06754328751216189,0.20983311407050192,0.23758420033870223,0.3464666557069464,-0.1006601560884297,-0.08415742702009023,0.16514685929308795,0.25092538020312716,0.4799198622478629,-0.007694462364490002,0.1908207912435275,0.22619663898825476,0.22718475477117958,0.3944363121532862,0.39820588418423825,0.05398781202895658,-0.03635595386933749,-0.0511491829315606,-0.09194173139892638,0.3961530877700067,0.5490448184416025,-0.3981311325959882,0.10950661495615466,-0.03114345042831979,0.16731341715249182,0.3091393957742309,-0.31346840745301735,0.25358599803695203,0.3032818376668739,0.563437868469341,0.22586484604625565,0.512536732270528
Thal_LGN_R,0.8218403391833055,0.8252745144282634,0.5670842278397658,0.33053412601334864,1.0,-0.34839071920999853,-0.487322408539345,-0.35936775235708684,-0.30305459270280505,0.5373870765479889,0.4666480486422703,0.5603741777519429,0.9011772928833364,0.8308136012882027,0.5227757147003291,0.8234039394044144,0.8611719533446129,0.7347132664200736,0.6105725344472146,0.4116841657362633,0.6617056273355376,0.5702651802035679,0.43662088629177487,0.3385097879489696,0.7502491251753644,0.44072674972921727,0.9028850313100322,0.40734546447557196,0.7958597987878182,-0.0125754356401448,-0.45906409470899306,0.11382354343291302,0.34007809834231945,-0.47545189267777166,-0.06992374277328722,0.5423833659983147,-0.0858811524330333,-0.30576558478097066,0.6856012495856477,0.6864942059626887,0.5813610659119662,0.4576969890280506,0.015566970084237103,0.3028009492462637,0.5078421786768372,-0.5091167843407673,0.5524719418838975,-0.37374568251050805,0.15937159760397654,0.3659425961922719,-0.5842433672823181,0.5368890259043916,0.6535940901902131,-0.329773622525206,0.7904140980637322,-0.6266564032314551,-0.4664339826737832,0.6344786988060036,-0.23694885928472115,0.26301396198514865,0.0033726024520009143,0.7901281014272146,0.7585342361112234,0.20886327170973634,0.5558487718957212,-0.2547953626984999,0.2858375968048873,-0.009255640320651695,0.8050787131456532,-0.6633402854458109,0.5890048890933788,0.7551478135814704,0.5084505426899651,-0.35587884455419905,-0.26993152348178145,0.9190498064337624,0.804094343485118,0.716027927449613,0.6990759366590698,0.17253550732055903,0.6747397640222966,0.4687749305222269,-0.2272347509196569,0.6997652840798706,0.1728929881439391,0.20596829067871514,-0.4178098514312587,-0.6264853211830478,0.6437727897645306,0.763307347563428,0.46623705481341843,-0.35951149158937634,0.31731708018602117,0.43621545459215577,-0.5393672341307272,0.8264736836231541,0.34830920021856854,-0.33839454643166933,-0.5416708486489239,0.37228510657951924,0.4072045114051268,0.6458152834715208,-0.5661904176679065,0.6049610338681355,-0.1691711941444869,0.7825697752491622,0.4070135224794679,0.7454454595007141,0.2713952020735567,-0.360009140442526,0.6440156260447001,0.6780532115543487,0.6039547437576782,-0.19241218276665956,-0.3777425769268724,-0.6137230103747802,-0.4532972629693822,0.23928558108019027,0.6285771187224591,-0.37416285480836403,-0.42650779655976845,-0.6020199594585182,0.08362008898506224,0.34398291407871634,-0.3496259227568048,0.35605639140054907,0.6603556066947155,0.6659165027015052,0.5657634289378771,0.4490721922742685
Precentral_L,-0.6285385634137253,-0.5647466702061616,-0.23630792183941104,0.014096337493317153,-0.34839071920999853,1.0,0.4257018246895334,0.7912758073115643,0.8532192816507421,0.014615620968738738,0.27656767638216195,-0.14459971382088493,-0.4340973480078126,-0.15299789776637443,-0.3158975062910935,-0.41927315146098554,-0.3938901600630504,-0.3680196205454345,-0.4109008517836276,-0.4587833029895843,-0.06082302322118361,-0.028225538001416056,-0.5784505837261139,0.1654898327212097,-0.21421214611570166,-0.24373432204633028,-0.389855123639235,-0.47018764999556606,-0.11067696977229444,0.678206723597386,0.5987199625000418,-0.16952610101715235,-0.5242146623170495,0.41571439601653143,-0.2260070965692956,-0.09084384853023177,0.30135098229676666,0.5700301449311047,-0.5742651513989399,-0.4671679636095407,-0.5700162089985663,0.14405715481579587,0.7342295128987041,-0.051304245298238856,-0.317505904357579,0.9072548849814001,0.15596174081499747,0.6610672949216075,0.1394166626293808,0.21290462163427745,0.5535562194486552,-0.3098404277963239,-0.3305944449137739,0.1244588064702547,-0.6333771801565492,0.7025808208683982,0.923890210575213,-0.1943599224674688,0.11971112373495717,0.09911854687107588,-0.057072585037471014,-0.2213594004741109,-0.34140327396585013,0.11679144114482017,-0.20521636340176486,0.5402639214725221,-0.10255801380382841,-0.022348663164859214,-0.4973680049066513,0.46306163250419935,-0.5287375353979817,-0.4117467876257463,-0.6083140876396275,0.8777002977954468,0.49107743935611176,-0.42577184986982114,-0.36841852619952237,-0.6141007225491355,-0.6634516220012601,0.526779012450101,-0.2949809623245125,0.2852867344426008,0.6682008052366181,-0.20897824750722563,-0.02133590073174035,-0.411545435426271,0.7902562052256518,0.6447900035292375,-0.27191922969301513,-0.6521152917644099,-0.5037936032340791,0.5079779059416007,-0.16069843698107253,-0.02386511025807877,0.4416521760968244,-0.5386695253558057,-0.6074887418770101,0.4006447629741687,0.5448764798361274,-0.30478420085178926,0.20785632155462508,-0.4349449357160805,0.7718281240108366,-0.44699522765911975,0.35371111364071117,-0.4036323945804243,0.1933270139055004,-0.487370792621921,-0.07326471812653239,0.42532747892071066,-0.34608941909853314,-0.22675281470967504,-0.4026021254161038,0.45970342944273335,0.3253682302996335,0.7107605165157346,0.6773230343310743,0.26028271230819955,-0.11521403420630542,0.004139128490518613,0.8489144740286783,0.4212752559370652,0.5527094144138571,0.45713311268872814,0.21955776500288934,-0.42783461604912876,-0.14967109993367655,-0.39129494619542077,-0.2687506015761898,-0.024919973688137014
Cerebellum_Crus2_L,-0.5280567150010667,-0.4380570210336956,-0.5358133227887855,-0.2808999308497352,-0.487322408539345,0.4257018246895334,1.0,0.33502265551947324,0.17213481500783848,-0.5838241786401358,-0.15788169539671332,-0.35973727545132145,-0.596052658796468,-0.4193283087525311,-0.20210795593445055,-0.5338405479555458,-0.6155006037280973,-0.30531540223696685,-0.4108735943606949,-0.632161403087963,-0.4371556583781692,-0.5602509006598277,-0.4071027278903439,-0.12317027571235793,-0.5698052422915251,-0.3629366719067362,-0.5462795831616779,-0.5657944514417012,-0.4467931615985553,0.09386586407024596,0.23860382287348492,0.17849590422585337,-0.22319545616122252,0.42988707961388556,-0.19794113029539614,-0.2549646632469236,0.33835277488684024,0.34856688649376527,-0.7228507678405395,-0.40044689333647054,-0.2949125621394279,-0.15001618424891228,0.18401123292031152,-0.45977589779652867,-0.36165050296925183,0.43491147587290074,-0.3221671639542908,0.3684253803775322,-0.3854524234844796,-0.26589932127770805,0.4884261846171637,-0.6147542670676125,-0.3895325853143944,-0.20261102127515385,-0.4898134135221031,0.520966602528981,0.46697440094271647,-0.4922535923600215,0.4413723859799202,-0.06968835607929758,-0.19645291928365302,-0.6016982789981298,-0.5278058401030141,0.20215167441569978,-0.3571524573556908,0.25193085526808834,0.15310568441868985,0.0825945708852266,-0.5594038943515974,0.5981430603932059,-0.6273197493859048,-0.3611256255463457,-0.5425088309515025,0.40326313451464835,0.402202204988499,-0.5898124252431489,-0.4542740911598921,-0.41995327859963977,-0.38841551422965026,-0.0683865329687403,-0.5907199423336628,0.032779750653947955,0.12714978487639342,-0.30354439509832465,0.03406551463975167,-0.44295267716988374,0.25759342868641344,0.5355095782811207,-0.30759955366765224,-0.4654527936150659,-0.34034758333105464,0.339182097527907,-0.2330355417811031,-0.29296522227000193,0.3728498602964731,-0.617484016314599,-0.4194237169274396,0.37844482585614286,0.38775601588905195,-0.11593669800117526,-0.08756651770666946,-0.4981333891064858,0.5179769876860462,-0.2733559175642792,0.21788839610026917,-0.4232844751071725,-0.39627732990407993,-0.3986091687133867,-0.05223808597935232,-0.0071933133806238005,-0.30177590202981563,-0.35825356352962273,-0.6432785881011771,0.39012149958152226,0.2885783055108692,0.45026706327679616,0.48294974760685827,-0.21396450374595202,-0.5865390989960072,0.3839581124483264,0.2516664513268722,0.6257397588215091,0.13401704689358288,-0.023543171006919442,0.5759699669273797,-0.4407896966552335,-0.36559535889801287,-0.4550877316473309,-0.36528526105455505,-0.5513814811991596
Frontal_Sup_2_R,-0.5875824855984635,-0.5519546576065724,-0.11381269646292409,0.12919641146111266,-0.35936775235708684,0.7912758073115643,0.33502265551947324,1.0,0.8862829407998407,0.02565451255960549,0.31158970670251124,-0.24866351173439932,-0.4507828310699859,-0.16149293964716754,-0.2442177541146072,-0.34264435144457656,-0.4478829734243004,-0.381596754504157,-0.2009842961216555,-0.3586484864032979,-0.19921840659366588,-0.06990876606130196,-0.4895103367759687,0.3036471674773428,-0.25630517419241244,-0.2524786158822575,-0.41424970517334636,-0.37571262161504365,-0.14080869933097603,0.8292837138596707,0.6091048600888336,0.03901939250551966,-0.5398976736579756,0.571180820028172,-0.1908257970506771,-0.0921469428141813,0.22837785918702638,0.4794385586291706,-0.4641873672363102,-0.5821838723269146,-0.457554240324033,0.34206881168796055,0.8266880723192636,0.12843440422125202,-0.008851727457660372,0.895484055128103,0.19119887865189736,0.7270086842124921,0.11618156657313011,0.14616953519127687,0.5415194876644719,-0.13490250601553455,-0.5578664429522348,0.24697846747227128,-0.6853225443844492,0.7293562403281385,0.8365641929280511,-0.34265331423463063,0.23893204650549196,0.09067267151475886,0.10591258233514095,-0.25001732666202114,-0.34161653015432364,0.1414670573299446,-0.253855779412549,0.6996551781299922,-0.22021686567159185,0.040242198940223614,-0.6267581458791878,0.4648965572786449,-0.5360503480798522,-0.4182479712874196,-0.468770667959682,0.8100002200541047,0.46183550404578955,-0.4629255483513339,-0.47977876414479775,-0.6328854419152253,-0.6977498345960174,0.6380581888768063,-0.4034863393398933,0.28888670993627963,0.7765106916454805,-0.16138623968553717,0.0716044894432243,-0.1919188597946212,0.9002868970490571,0.6733194250210299,-0.49209574657098565,-0.6209388898614411,-0.43728377171821214,0.48418738860544874,-0.09319913456492168,-0.031466121249855934,0.5116889670786633,-0.6061375619163889,-0.4530989393554498,0.5175838277748319,0.647152279094034,-0.361586898629423,0.40948497739838413,-0.24951795693589363,0.7874428798188332,-0.573164831834116,0.27792344898750626,-0.49248829472769945,0.15894374113504756,-0.5969355119641462,-0.1151044665255187,0.4992394578473543,-0.327353059205899,-0.2785937105830437,-0.46689500511763304,0.5101967539585578,0.4256917310011068,0.7202378199271854,0.7332254303821719,0.3738496123660384,-0.08922697977301296,-0.14509647648837895,0.7829824664759336,0.5236843888852551,0.599393820391117,0.4014704260331056,0.3322758767995366,-0.37447115162021605,-0.16729991261392166,-0.23399458182181537,-0.5033130631300189,-0.026127378623341208
Supp_Motor_Area_L,-0.536444978712581,-0.5185444819046803,-0.03321784563053511,0.20620159595492693,-0.30305459270280505,0.8532192816507421,0.17213481500783848,0.8862829407998407,1.0,0.25459549625855366,0.3914422709324745,-0.1601422122348711,-0.3258172223385008,-0.09977962284503242,-0.22596344262482151,-0.2676629846494736,-0.28541984499401896,-0.40063080489432623,-0.2115341204003295,-0.13112675666515486,-0.012008713000777405,0.13102333027471957,-0.4220775992591874,0.27944121838743435,-0.07762967427459441,-0.12153370803576011,-0.31960793337160937,-0.19308630483029618,-0.03390228103914683,0.8540452289432844,0.6615202869665708,-0.12114379583415824,-0.4774690923734549,0.407845520049355,-0.07512054581483221,-0.044295564523759226,0.20033765510588283,0.5187737043228137,-0.3209080764550971,-0.5248826659644784,-0.5445154731658137,0.2892392681118057,0.7935034729662385,0.26546682016838824,-0.051608866996896464,0.8852169656641152,0.24275937916008422,0.6655809956031271,0.2934139721000105,0.28801369257090437,0.4664197202056688,-0.05320902730153029,-0.42364876216227754,0.41222134981796454,-0.6116642751892467,0.6096128907810475,0.8171250890217545,-0.18915831036557926,0.022654669326149353,0.16886822399363302,0.18205524872479972,-0.07070191878175365,-0.21422178499431044,0.04404303042373408,-0.14954590320199526,0.6071591307999086,-0.2956786830006526,-0.014203737267507453,-0.5102887032402966,0.3893712328644632,-0.31621668514572765,-0.41188650230831136,-0.33637501668654585,0.7849165104059134,0.4212052490423178,-0.3432171920116447,-0.4209760043919119,-0.6343426274164641,-0.686550825909562,0.7069166805368442,-0.2093956971599933,0.1912052277655894,0.8027367816614921,-0.1629790913992588,0.03332392533072533,-0.062191473323859596,0.9342300426584117,0.5661292653418117,-0.3863328850652717,-0.5853053862952928,-0.41638355831612184,0.4939216331888687,-0.024341266097716113,0.09475133024835301,0.4436967063657207,-0.47366028573934915,-0.3268699929039931,0.3702119291152934,0.568408771734957,-0.40181463053147254,0.3353069398943062,-0.19052711401553885,0.6824953206590024,-0.585269692411923,0.34635062656317706,-0.44403728709981427,0.32189810770598104,-0.5678779505687671,-0.16759063238989425,0.5969749180002318,-0.3086001511679235,-0.16303671778975135,-0.24822344482539538,0.4058393087451633,0.37362706180655714,0.6344867803604582,0.6090057238753134,0.4581246705778555,0.10390724519354655,-0.13541514394903426,0.8619322203541815,0.345734191822702,0.5641391946967086,0.4763765720481198,0.11110624292863593,-0.18595430699490728,-0.107659052255872,-0.20952192664388125,-0.35359989335879216,0.20417641029539413
Thal_IL_L,0.39750368707232664,0.3309330888593123,0.5720761489811372,0.627536278226024,0.5373870765479889,0.014615620968738738,-0.5838241786401358,0.02565451255960549,0.25459549625855366,1.0,0.5622325932151657,0.5495082358026674,0.6778337855737545,0.5292985828173984,0.2000305272097333,0.5628143226018709,0.7299606763085439,0.29172796220706954,0.383157472783652,0.621115213681743,0.7048093554281786,0.8483556118452973,0.23212895340113868,0.3625876431711223,0.823187282298506,0.44444518273580996,0.6038846600537493,0.6126137099218468,0.6410488267047397,0.24807354173463197,0.16226176439722467,-0.2551331390962243,0.07426088371874406,-0.29655725352578066,0.12272908826585352,0.44538963199026543,-0.15476795959131912,0.011392987315031468,0.7144494126162957,0.2073758400931722,-0.05079057700344271,0.3266760794090257,0.1607673213217842,0.7356387794772518,0.5076384778349847,-0.05182575748153898,0.7063922753407351,-0.06046299133872217,0.7482257210669885,0.5580466118654283,-0.273096466111967,0.628741580148134,0.3906826253442597,0.45125962190727875,0.3004252207923227,-0.264341989368937,-0.08790320279305977,0.640291588924165,-0.5990937428802453,0.27129184309769916,0.36242467889157387,0.8543298178055646,0.6947413696752248,-0.17875987644197958,0.4520556500892266,-0.015365601296669872,-0.18736168761779207,-0.137310083833105,0.4934595420134271,-0.36423697969843716,0.6032316931837706,0.2622582127435906,0.43571847097364685,-0.018311534927345517,-0.13764018778626,0.6302604233321674,0.37619174739982164,0.15104404451728928,0.12666338334542124,0.4656116636300234,0.7655808066151242,0.1693206251527321,0.26731493901861764,0.2858378939448456,0.19620137449119932,0.47668663581516924,0.12227085967957747,-0.3006514639563204,0.3376166962569747,0.24619766853495553,0.16457704306172385,-0.022148168919396555,0.27731246417229855,0.523418124478343,-0.25741539270774366,0.5539292871207078,0.3177387524226781,-0.3005897717566482,-0.14147842739448435,0.06131732003812953,0.18897561214389924,0.5284904028993723,-0.2606265339275736,0.0777978646698333,0.08732313414035614,0.3558333484025204,0.7440688102434443,0.21741642243312706,0.0847618676205394,0.3735794334266756,0.3182962678178623,0.46269616011656317,0.7585184205999873,-0.12919482263761425,-0.17102722471035012,-0.16355644548046852,-0.24189945517339043,0.5264795648065745,0.9076146443627762,-0.48878966347632674,0.17506663518166005,-0.3695765130286563,0.11928970619293455,0.390439987779427,-0.6461783560282736,0.4333090449999691,0.4564638566175759,0.44292990034328944,0.5102793870295771,0.9031853688516972
