,Precuneus_L,ACC_sup_L,OFClat_R,Vermis_7,OFCmed_R,Thal_LGN_L,Frontal_Med_Orb_R,Thal_PuM_R,Parietal_Sup_L,Vermis_10,SN_pr_L,Hippocampus_R,Thal_PuA_R,Cerebellum_10_R,Temporal_Pole_Mid_R,Occipital_Sup_R,Thal_PuL_R,Cerebellum_Crus1_R,Cerebellum_4_5_R,Red_N_R,Vermis_6,Temporal_Mid_L,Cingulate_Mid_L,SN_pr_R,Cingulate_Mid_R,ACC_pre_L,Insula_L,Frontal_Mid_2_R,OFCpost_R,Parietal_Inf_L,Thal_PuI_R,Thal_AV_L,Thal_VA_R,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Frontal_Inf_Orb_2_L,Occipital_Mid_R,Cerebellum_Crus1_L,Temporal_Sup_R,Thal_LP_L
SN_pr_L,0.224336218885712,0.26687212325841825,0.11561781748222245,0.2782819720904393,-0.15614300642110024,0.17396732640586304,0.6951257529341983,0.2551145554010398,0.1710018079459773,0.27519646391586494,1.0,0.6622943193135228,-0.17658599840099706,0.025634063180001776,0.12018891068070506,0.31146997487097106,0.025656562635471215,0.3537249714045842,0.3736177607480962,-0.06005537307542397,0.06903102007786117,0.37098607696728386,0.2133924572197991,0.1656590666568179,0.171180771904523,0.2713361965942073,0.431236443580943,0.21680080172136065,-0.492953236540572,0.15735591420698336,0.3904796938760726,0.04762171287628118,0.498750098327131,0.06547763373265032,0.339430991758155,0.26864519388490055,0.23862125602324719,0.3125824549446036,0.29515540246828714,0.2619245136830993
Hippocampus_R,0.4387104429086612,0.4719938704687425,0.08872191440465418,0.15592231198334514,0.09939987747388634,0.4463440246317607,0.5396054044916232,0.1324994545953608,0.3560199301576086,0.6551905625900866,0.6622943193135228,1.0,0.12600927026811168,0.4425409443167753,0.4701433630900745,0.3282292022719286,0.34038711590513204,0.5019682869100333,0.6195082252855831,-0.0868354129636611,0.36418369326538613,0.26831684497179714,0.3180424980768311,0.3616799343152601,0.2871346118293281,0.44960143196976426,0.5148438906393984,0.5465226676303571,-0.020830101021346577,0.3645685777935887,0.5720570181552774,0.263849970556544,0.34024867107454737,0.28957793855826536,0.44698579321534915,0.5488887454051509,0.25456416030690726,0.20906647278052418,0.7418407930472405,0.29615909870273865
Thal_PuA_R,0.5287952876345792,0.37170653062330267,-0.31994303033631855,-0.3042221523497739,0.3485568970573902,0.3877061835044126,-0.3152129839163221,-0.038012257105263514,0.3454090859358512,0.2747885809680249,-0.17658599840099706,0.12600927026811168,1.0,-0.07632992586666659,0.12463297174189508,0.34272215286839053,0.08984311483704398,0.14863576850353197,0.2703155508416118,-0.15080636861944938,0.4412605719067758,0.17770723280654557,0.28101600753975564,0.4027112549617782,0.33987057538953674,0.14842995860392982,0.053106667845153444,0.09433764894654699,0.2809205980766691,0.24876370412374646,0.6003454516037696,0.04444268868995981,-0.4717426773057783,0.5417187944939162,0.19844367151517905,0.5672525465373275,0.2711956531724395,-0.26222222135157214,0.1711375864209583,0.249465133556473
Cerebellum_10_R,-0.060372871147046335,0.00051973047115184,-0.002897773755658441,-0.010496692285516382,0.2571795807168876,0.28624482635897297,0.21503941449998618,-0.2630750561424464,0.07783972127794829,0.3464536608511179,0.025634063180001776,0.4425409443167753,-0.07632992586666659,1.0,0.6266596204137729,-0.16965860836065244,0.5822471201630594,0.14117694451781373,0.09840010785322748,0.06606453740641907,0.25595745247121265,-0.14779418335923747,-0.1282888495488601,0.21936537371530132,-0.13069632371864612,-0.013454389578376368,-0.02671152411023514,0.19324682899093684,0.29553564763370843,0.07322343869019421,0.08890321460390291,0.13023666599502157,-0.060362225894539344,-0.11693332546579244,0.043641911518748536,0.028736920949833464,-0.1416261791888822,0.11880215088823667,0.48908881783866764,-0.022954805974323096
Temporal_Pole_Mid_R,0.0750493976515645,0.05992633181291704,-0.16742878251394647,-0.13812847776540063,0.37986260640314207,0.3536360207128293,0.1756546875803507,-0.24198902949269993,0.29728386404054347,0.19565406538344968,0.12018891068070506,0.4701433630900745,0.12463297174189508,0.6266596204137729,1.0,0.014751522597748448,0.48195162797690877,0.44272065025335106,0.17434017634480836,-0.22217771337312836,0.41894539181126156,-0.14092954981281963,-0.18350483774186196,0.10292023722826749,-0.1693221761343594,-0.018711574654041125,-0.1101492450096181,0.23330505470546875,0.1833153396052384,0.19907564877568437,0.2634393766036564,0.0027936652017785317,-0.17844665453368572,-0.0208756336487296,0.08079979844545136,0.1294112429593623,0.10943561325982785,-0.035752600679653454,0.5964873396849684,-0.03172431107303733
Occipital_Sup_R,0.7741504896990385,0.4204353673820271,-0.11743556757945472,0.2906238672954623,0.1492991837763852,0.4816792514102625,0.13464474257938217,0.37081385978665826,0.7522731605552125,0.26884052452240514,0.31146997487097106,0.3282292022719286,0.34272215286839053,-0.16965860836065244,0.014751522597748448,1.0,0.17646647372057378,0.5334961908536294,0.45123367784120644,-0.09291671637133025,0.5461177810696335,0.6459415690448584,0.3754295337469539,0.06612331410064187,0.4474079128359763,0.25621151080651067,0.33986919756451883,0.3357179145338193,-0.27110972573713726,0.5579281773579021,0.5116772834990451,-0.06552500912355015,0.10557902878400245,0.3666859630576712,0.44165770421077405,0.23225964127980303,0.9516168199954259,0.28411184348879825,0.32777298794531723,-0.10243594996225969
Thal_PuL_R,0.06656531115466202,0.086023368258697,0.12303133088254184,0.3625380456167667,0.24831373009578006,0.45455522222722616,0.0483848875882591,-0.02890245932432925,0.21748459325998054,0.13767126373803057,0.025656562635471215,0.34038711590513204,0.08984311483704398,0.5822471201630594,0.48195162797690877,0.17646647372057378,1.0,0.4413391863767176,0.06920983413231631,-0.12398855379912137,0.45823562584797417,0.2867781444807008,-0.17971848363560444,-0.11000164698819372,-0.05662999551478908,-0.008808161785253591,-0.08727343655343074,0.20246156291990386,0.21351306290812344,0.05457589984048324,0.3364101125194828,-0.031146124874132354,0.015759987727798144,-0.09272231705920245,0.20836880535220473,0.037104847480189204,0.22559220814615355,0.3912732303324259,0.4669345457054685,0.13020168687239583
Cerebellum_Crus1_R,0.4081580363294899,0.1959846450206188,-0.302681067003459,0.2795404606079005,0.247439799550021,0.5299764087383411,0.22078268805516618,0.2229447622384978,0.5696145325261857,0.31540394357826795,0.3537249714045842,0.5019682869100333,0.14863576850353197,0.14117694451781373,0.44272065025335106,0.5334961908536294,0.4413391863767176,1.0,0.4698895752595751,-0.3142100006849374,0.741433950834717,0.375054555332734,0.22083063563735036,-0.12511877072412303,0.22844075834009384,0.02696512573727973,0.0771954131821882,0.380859652795347,-0.2532940631134357,0.4449267594799201,0.45902073460032844,0.10208030691118959,0.15036300672647424,0.2852557018761045,0.11261702071703486,0.12097396728414345,0.5837354309841872,0.44850703905278205,0.5388514522136776,-0.06696469876657149
Cerebellum_4_5_R,0.7148351009940022,0.7624764064802314,-0.03860353992797451,0.049140869961595175,0.10721104653344274,0.36405332730600576,0.23917769932131594,0.44666604971457713,0.48629831921742406,0.7603412922174604,0.3736177607480962,0.6195082252855831,0.2703155508416118,0.09840010785322748,0.17434017634480836,0.45123367784120644,0.06920983413231631,0.4698895752595751,1.0,0.15796844385325554,0.40054748842647636,0.2611494673286798,0.7650791644205905,0.41051420636207747,0.7197795591383457,0.668867212630368,0.5287347545398738,0.8511541316653882,-0.05434018620297767,0.6727141348429091,0.4703807322634266,0.44113120450829496,0.37090586632587047,0.7567562830177027,0.4917944855650269,0.5587318332623268,0.3349796417822307,0.0011907689811482124,0.6898811892011405,0.3099034555239899
Red_N_R,0.05115644536100822,0.19428860905158948,0.20407919465383642,-0.04221259298221168,-0.11088554765780224,-0.038217149598083464,0.04881019801270751,0.01160027099738217,-0.13287725421989785,0.19969162354711148,-0.06005537307542397,-0.0868354129636611,-0.15080636861944938,0.06606453740641907,-0.22217771337312836,-0.09291671637133025,-0.12398855379912137,-0.3142100006849374,0.15796844385325554,1.0,-0.18689176421473488,-0.06238940107234177,0.22485657422409697,0.43020642149620686,0.16760845767928037,0.30891395186588316,0.3244502454923478,0.17467910547525548,0.05437679744719777,0.05382343886240304,-0.16717253399744858,0.15766350997095727,0.1570165538019921,0.09874333592090444,0.14541358413651154,-0.054003741239179455,-0.17407804265657897,-0.051184333536802684,-0.06518497387596565,0.10645712792303139
Vermis_6,0.5366985632866764,0.2068588069781857,-0.38121003909444734,0.06671709337903403,0.44861517008419727,0.6433125554052109,0.006078772083143952,0.10990979873927992,0.5450184577550929,0.3278935010753386,0.06903102007786117,0.36418369326538613,0.4412605719067758,0.25595745247121265,0.41894539181126156,0.5461177810696335,0.45823562584797417,0.741433950834717,0.40054748842647636,-0.18689176421473488,1.0,0.4101520280914012,0.1386021479401327,0.04762187935834816,0.25731473159749896,-0.0008115659897961297,0.07466330757576274,0.283008877387899,-0.03021224995694092,0.3711769125081179,0.5055564400257736,-0.008729207148510764,-0.2311176718212314,0.31535311528882454,0.09983900360121406,0.11510989487399532,0.5645368843016656,0.3769911446127064,0.5388020078726053,-0.0866181693608335
Temporal_Mid_L,0.43754280904989773,0.31026043111424934,0.2273145364240783,0.5194829280111781,-0.011980017938633836,0.4343476835383205,0.09918974361780783,0.3113317876519511,0.2508445644414289,0.22739539301018818,0.37098607696728386,0.26831684497179714,0.17770723280654557,-0.14779418335923747,-0.14092954981281963,0.6459415690448584,0.2867781444807008,0.375054555332734,0.2611494673286798,-0.06238940107234177,0.4101520280914012,1.0,0.20749505388329537,0.029052069144677308,0.34626778464066577,0.20184135819617316,0.4868703279901175,0.18490982733852018,-0.13056117688856794,0.12887503880444542,0.5441577916419652,-0.09842101026747715,0.19610155060383638,0.1786620533911127,0.45851485331939046,0.2495538420717837,0.5700229879016189,0.547210018919116,0.17646389296743803,0.2587094806627305
Cingulate_Mid_L,0.6646764395357475,0.7262429847339008,-0.03251548075164182,0.07083082176673795,-0.14203313027862302,0.13239384042421024,0.13286011357862204,0.48209372031163134,0.39449394633270785,0.5918897987455443,0.2133924572197991,0.3180424980768311,0.28101600753975564,-0.1282888495488601,-0.18350483774186196,0.3754295337469539,-0.17971848363560444,0.22083063563735036,0.7650791644205905,0.22485657422409697,0.1386021479401327,0.20749505388329537,1.0,0.39429055488908243,0.8909693834164895,0.5338970187433106,0.43010869963686366,0.6653138659149661,-0.07865088039896788,0.6721604836586899,0.24668736068378097,0.5083355460888315,0.4032310758797273,0.8345611953770795,0.41364188203831265,0.4820323004547319,0.22837376013012248,-0.08446327419770434,0.3177033535201339,0.23021702340965813
SN_pr_R,0.3657681665326077,0.4798426626886281,-0.025273249455177362,-0.2873174741989436,0.08164563402032111,0.2211593282066857,0.12434321236736788,-0.18413007555108882,0.14381589134587766,0.5190093057395051,0.1656590666568179,0.3616799343152601,0.4027112549617782,0.21936537371530132,0.10292023722826749,0.06612331410064187,-0.11000164698819372,-0.12511877072412303,0.41051420636207747,0.43020642149620686,0.04762187935834816,0.029052069144677308,0.39429055488908243,1.0,0.2921833580771815,0.402131528857516,0.49900803370238334,0.3035436588700974,0.26398319924879426,0.24161356857546343,0.39290817817266355,0.24378304485069852,-0.06758959250318369,0.4492253852122783,0.27611587130783805,0.5730833572185211,-0.06627734173219968,-0.21751422455380903,0.22617943804645782,0.31869034538401514
Cingulate_Mid_R,0.7469738180346555,0.7569322686773982,0.04832222764332457,0.18965307510985296,-0.058969651684255685,0.19531907986656596,0.12337357687755102,0.5410982734092895,0.41944047564818726,0.4884402093875359,0.171180771904523,0.2871346118293281,0.33987057538953674,-0.13069632371864612,-0.1693221761343594,0.4474079128359763,-0.05662999551478908,0.22844075834009384,0.7197795591383457,0.16760845767928037,0.25731473159749896,0.34626778464066577,0.8909693834164895,0.2921833580771815,1.0,0.5596074969555351,0.3689700251417161,0.6646276905218552,0.007247546476565208,0.6256965142653755,0.27023519194081863,0.39429212724900403,0.35762491540596597,0.7910893003442753,0.5421393724000245,0.43354635202869873,0.30592320666582096,-0.007563022055886469,0.3780491991036725,0.28420502344147475
ACC_pre_L,0.5308403871810091,0.8113010175371728,0.3140614947357228,0.07419033453101573,-0.029383303586904986,0.19435885805295075,0.13848114264720593,0.35220754201975446,0.12270164947834719,0.531493587942812,0.2713361965942073,0.44960143196976426,0.14842995860392982,-0.013454389578376368,-0.018711574654041125,0.25621151080651067,-0.008808161785253591,0.02696512573727973,0.668867212630368,0.30891395186588316,-0.0008115659897961297,0.20184135819617316,0.5338970187433106,0.402131528857516,0.5596074969555351,1.0,0.615845256578526,0.705461589396748,0.18601816270653868,0.3147541523350281,0.2722424892367613,0.38172832995393485,0.4560385868557586,0.48322514358159024,0.739592450657842,0.5363811026027994,0.1301305371742747,-0.151218306253713,0.5244492099925873,0.5091110567774181
Insula_L,0.3610064503997154,0.5664364007946442,0.24523541166956,0.13317107329831557,-0.07482844963404336,0.32352574957053293,0.19676710216355373,0.12642178673718993,0.0285319447639759,0.6589504207561215,0.431236443580943,0.5148438906393984,0.053106667845153444,-0.02671152411023514,-0.1101492450096181,0.33986919756451883,-0.08727343655343074,0.0771954131821882,0.5287347545398738,0.3244502454923478,0.07466330757576274,0.4868703279901175,0.43010869963686366,0.49900803370238334,0.3689700251417161,0.615845256578526,1.0,0.4319633512752767,-0.016802238153515146,0.1339515260606153,0.4011835975747726,0.2004036669041935,0.31984662929803587,0.3145545701188265,0.48752790706729976,0.5521509367956193,0.2374178325121479,0.17148432694405563,0.3238710068550583,0.3419724258075482
Frontal_Mid_2_R,0.6206875548365733,0.746751698806181,0.20945128020103163,0.16801994903612838,0.05458856775063693,0.23943041762079958,0.15394356828021483,0.4303465257808232,0.4187414596669717,0.61768905515133,0.21680080172136065,0.5465226676303571,0.09433764894654699,0.19324682899093684,0.23330505470546875,0.3357179145338193,0.20246156291990386,0.380859652795347,0.8511541316653882,0.17467910547525548,0.283008877387899,0.18490982733852018,0.6653138659149661,0.3035436588700974,0.6646276905218552,0.705461589396748,0.4319633512752767,1.0,0.1450022104461029,0.6734756659376699,0.29622904204502487,0.5012408599915568,0.42429850373465455,0.6392314550774475,0.6045615833064045,0.40762270051291666,0.24987171176492048,-0.014610873104545972,0.7616297412386742,0.26062259864772824
OFCpost_R,-0.021194921244714043,0.17508042273306776,0.31074506376711336,-0.0919040172576659,0.06688791156001682,0.010794888977924681,-0.3671270989631827,-0.33173807006593636,-0.16262702412972596,0.10135555298344316,-0.492953236540572,-0.020830101021346577,0.2809205980766691,0.29553564763370843,0.1833153396052384,-0.27110972573713726,0.21351306290812344,-0.2532940631134357,-0.05434018620297767,0.05437679744719777,-0.03021224995694092,-0.13056117688856794,-0.07865088039896788,0.26398319924879426,0.007247546476565208,0.18601816270653868,-0.016802238153515146,0.1450022104461029,1.0,-0.12249400736629167,0.08719021067651266,0.03150466392292981,-0.3159578893168901,0.08341584802148251,0.10209493351758028,0.3011246355008678,-0.29710662639772956,-0.24410353337744012,0.1848913635318088,0.2805698641718108
Parietal_Inf_L,0.7824598530748474,0.5192559192563552,-0.19714196383501012,0.027500873045256505,0.10274405099948096,0.1982309467265401,0.15042812225942745,0.42525497060198747,0.8439059970604709,0.4254735077521394,0.15735591420698336,0.3645685777935887,0.24876370412374646,0.07322343869019421,0.19907564877568437,0.5579281773579021,0.05457589984048324,0.4449267594799201,0.6727141348429091,0.05382343886240304,0.3711769125081179,0.12887503880444542,0.6721604836586899,0.24161356857546343,0.6256965142653755,0.3147541523350281,0.1339515260606153,0.6734756659376699,-0.12249400736629167,1.0,0.2255929274480884,0.3396365177266892,0.18199723913525467,0.6340626416925647,0.3390884565792248,0.21347588044035853,0.4619613012632719,-0.08091899157754699,0.47910694298886863,-0.17059372043536372
Thal_PuI_R,0.5137233115074338,0.42800778530761013,0.008756020168117842,0.08626477363863654,0.25768695654522616,0.565247915945702,0.045150604067856,0.017163678386798917,0.36747448104990244,0.4992271570265374,0.3904796938760726,0.5720570181552774,0.6003454516037696,0.08890321460390291,0.2634393766036564,0.5116772834990451,0.3364101125194828,0.45902073460032844,0.4703807322634266,-0.16717253399744858,0.5055564400257736,0.5441577916419652,0.24668736068378097,0.39290817817266355,0.27023519194081863,0.2722424892367613,0.4011835975747726,0.29622904204502487,0.08719021067651266,0.2255929274480884,1.0,0.05210222044570263,-0.07227818852602887,0.3753634733612368,0.3529548263475042,0.6465462797616164,0.43634705146671837,0.16376869074202957,0.45665822125331845,0.40670971798066274
Thal_AV_L,0.22432576258281414,0.4061660927517085,0.06621556241678593,-0.03870004592161613,-0.08641081370348958,0.011568803405755494,0.03903096546466847,0.18944515292724784,0.07263029221951012,0.42592903528504267,0.04762171287628118,0.263849970556544,0.04444268868995981,0.13023666599502157,0.0027936652017785317,-0.06552500912355015,-0.031146124874132354,0.10208030691118959,0.44113120450829496,0.15766350997095727,-0.008729207148510764,-0.09842101026747715,0.5083355460888315,0.24378304485069852,0.39429212724900403,0.38172832995393485,0.2004036669041935,0.5012408599915568,0.03150466392292981,0.3396365177266892,0.05210222044570263,1.0,0.3792536454469448,0.4607013482108878,0.24173344680574396,0.25784677781964527,-0.13293575833251092,-0.12329980171835722,0.2666623084322255,0.19736095989411953
Thal_VA_R,0.11283916594469799,0.32419565424133256,0.4351742252593467,0.5314381472287703,-0.37339215801457326,-0.11978175038122268,0.5357532262117595,0.5425978412900455,-0.009298928020859876,0.2053256486430166,0.498750098327131,0.34024867107454737,-0.4717426773057783,-0.060362225894539344,-0.17844665453368572,0.10557902878400245,0.015759987727798144,0.15036300672647424,0.37090586632587047,0.1570165538019921,-0.2311176718212314,0.19610155060383638,0.4032310758797273,-0.06758959250318369,0.35762491540596597,0.4560385868557586,0.31984662929803587,0.42429850373465455,-0.3159578893168901,0.18199723913525467,-0.07227818852602887,0.3792536454469448,1.0,0.09761915571823075,0.4441432497434333,0.0035216384820515373,0.031630941389567416,0.2661255123221397,0.24414137212274264,0.16709666668422965
Supp_Motor_Area_L,0.7126664084353376,0.7538864990955901,-0.1916167895515931,-0.1323362376928677,0.07053952197303728,0.2679951788171685,-0.05315391106176764,0.36083995953459985,0.44255834950771833,0.5824011453859692,0.06547763373265032,0.28957793855826536,0.5417187944939162,-0.11693332546579244,-0.0208756336487296,0.3666859630576712,-0.09272231705920245,0.2852557018761045,0.7567562830177027,0.09874333592090444,0.31535311528882454,0.1786620533911127,0.8345611953770795,0.4492253852122783,0.7910893003442753,0.48322514358159024,0.3145545701188265,0.6392314550774475,0.08341584802148251,0.6340626416925647,0.3753634733612368,0.4607013482108878,0.09761915571823075,1.0,0.3052488857784567,0.6308433197124922,0.2239093017396992,-0.20862123584715803,0.3308540668950553,0.36177836129553004
Frontal_Sup_Medial_R,0.5632246395510824,0.7056947518493644,0.37953680322229844,0.33166585875686155,0.007194940123641124,0.2633443324151507,0.24544377969180228,0.3590412516662451,0.25110132332327234,0.3290745973893274,0.339430991758155,0.44698579321534915,0.19844367151517905,0.043641911518748536,0.08079979844545136,0.44165770421077405,0.20836880535220473,0.11261702071703486,0.4917944855650269,0.14541358413651154,0.09983900360121406,0.45851485331939046,0.41364188203831265,0.27611587130783805,0.5421393724000245,0.739592450657842,0.48752790706729976,0.6045615833064045,0.10209493351758028,0.3390884565792248,0.3529548263475042,0.24173344680574396,0.4441432497434333,0.3052488857784567,1.0,0.36227639429354147,0.3406340459094238,0.04285399959527443,0.5130726964987515,0.34649939488829123
