,Cerebellum_7b_R,Thal_PuI_L,OFCmed_R,Temporal_Pole_Mid_R,Temporal_Mid_L,Temporal_Pole_Mid_L,Temporal_Sup_L,Thal_IL_L,Amygdala_R,Angular_R,Raphe_D,Vermis_7,Cerebellum_Crus2_L,SN_pr_R,Thal_LP_R,Thal_MDl_R,Frontal_Inf_Tri_R,Cerebellum_6_R,Insula_R,Temporal_Mid_R,Cerebellum_Crus2_R,Cerebellum_3_R,Thal_MDm_L,Precentral_L,Temporal_Pole_Sup_R,Lingual_L,Frontal_Inf_Orb_2_L,Cuneus_R,ACC_sup_R,OFClat_R,Cerebellum_Crus1_L,Heschl_R,Thal_VA_R,Thal_LGN_L,Thal_PuL_R,Cerebellum_10_R,Cerebellum_6_L,Postcentral_R,VTA_L,Frontal_Med_Orb_L,Rectus_R,Caudate_R,Cerebellum_9_L,ParaHippocampal_R,SN_pc_L,Parietal_Sup_R,Thal_LGN_R,Thal_AV_L,Hippocampus_L,Thal_VPL_R,Olfactory_L,Cerebellum_Crus1_R,Frontal_Mid_2_R,Vermis_10,Precentral_R,OFCmed_L,Precuneus_L,SN_pc_R,OFCant_R,SupraMarginal_R,Thal_MDm_R,Frontal_Sup_2_L,OFCpost_R,OFCant_L,VTA_R,Red_N_R,LC_R,Cerebellum_8_L,Supp_Motor_Area_R,Putamen_L,Angular_L,N_Acc_R,Cuneus_L,Fusiform_R,N_Acc_L,Frontal_Inf_Oper_L,Pallidum_L,Thal_PuL_L,Thal_PuA_R,ACC_pre_L,Cingulate_Post_R,Frontal_Inf_Tri_L,Parietal_Inf_R,Temporal_Inf_L,Cingulate_Mid_L
Cerebellum_7b_R,1.0,0.14724578995990212,0.044331438091784504,0.18892158665862288,0.4284161332702773,-0.05598926234477497,0.21398070805090738,0.0750261251850019,0.1130942681995382,-0.19699323299366497,0.022191243489882034,-0.13102907154503232,0.29783717184068725,0.1518326460743846,-0.0399013707676136,0.061742202614403996,-0.25670821738192073,0.30912370330107874,0.05121789629295489,0.026731356571562413,0.22021063173483998,-0.04122056010591606,0.14498045092238376,0.07164818008045544,0.41740217051892115,0.24070993167574986,-0.07213027652354242,-0.17951281957180837,-0.3670710579767705,-0.1388071960813936,0.5375295507722494,-0.2278791968418651,0.21544169141794514,0.11694986064755589,0.10099936455772593,-0.09206944023282666,0.4105259214057007,0.06830665938761807,-0.13352547615042523,-0.16418213145401286,0.12346158245348915,0.16178458060159112,0.30988262752374784,-0.1910804853099634,-0.10170480062907494,0.22188201496395085,-0.0079112817837863,0.06098974757490794,0.06551586256157207,0.11098417575217526,0.22431380001836737,0.14069378945027225,0.22363350652801395,0.027725748178407287,0.1620025811493773,-0.037401588456186935,0.1319374828521165,0.12260635948429492,0.2694569935421204,-0.06459227832359822,0.03851908103431412,0.08027386717679375,0.16648843164669408,-0.08226131913709174,-0.038567993306240424,-0.005465514874276745,0.11962932664902429,0.41450708409664505,0.16346599291028463,-0.09390421889354951,0.2599363735218196,0.330172884243948,0.09007258688892712,-0.055525235154111306,0.36957069680561083,0.41073499171657085,0.08599674476328696,0.03829656013201393,0.1556186491286009,-0.05916383689478531,0.07917431117267548,0.2610841780932507,0.16113435838999107,0.5537865595134628,0.1327466591724716
Thal_PuI_L,0.14724578995990212,1.0,-0.2038523356126376,0.10584475986882663,0.48728482618971813,-0.19037317139658425,0.47888420341000987,0.6113800532167472,-0.04913870057771135,0.4101105053191742,0.5726452494160221,-0.0007738321638228104,0.05272637679750096,-0.1879364463459964,0.4190138637785489,0.47223067154858883,0.24602687140528604,0.5154983700121624,0.4451371195942625,0.2778137180812926,-0.09658634744514502,0.1406860546778718,0.13404966061808252,0.5961725307436818,0.1202027893209233,0.5079265167784954,0.16263870064506983,0.2562506540645266,0.15331889021228565,0.027118354506781548,0.01927094825835972,0.055872433489537625,0.3762074948437323,0.7257142275956634,0.47520934078883387,0.4622289848892632,0.4555382288397955,0.6914389570520686,-0.07180398936316808,-0.18056723271101072,-0.21600862195664863,0.2978910626451767,0.5352127215149324,0.31662276716197923,0.05518353010808551,0.7052921160183052,0.4144026829336469,0.08813927215202916,0.42436917790746365,0.4423419577192361,0.019761710933352404,-0.17146674470537515,0.5896723157424958,0.5042541255502831,0.6529453143390492,-0.2105386468214115,0.6626089682661472,0.03793822415684389,-0.10682804562234277,0.5692741370952251,-0.0049721717105457655,0.4832604106627656,-0.3500515756801665,-0.15125628560081786,-0.030534421052061347,-0.08243104820533743,0.18758539720046513,0.4317797023429771,0.7588715618870318,0.23628962951712107,0.520152953195306,-0.13125385126447173,0.2847419707147663,0.5458515115792538,-0.005009975691872634,0.5113160024596202,0.32112427844685637,0.02392612695618375,0.3580413736098344,-0.04246091572647581,0.5811267844215522,0.5726974728973578,0.6489837036487803,0.32879495474369597,0.5810191384161315
OFCmed_R,0.044331438091784504,-0.2038523356126376,1.0,-0.3223767946698091,-0.2288606835758745,0.3308840377485549,0.08877707124366153,0.07330082421914459,0.016346952625281127,-0.019382487630652413,0.012306849219420837,-0.0019655182678986137,-0.17266685193398118,-0.10626178598200843,0.030177274039985803,-0.005098612146599589,0.012481868742088379,-0.409539800314347,-0.13537761385237287,-0.3309979732116521,0.38821527770366604,0.09789074185580875,-0.0031012200478135526,0.2556037752440478,-0.312030977456137,-0.16140972904140122,0.25858427640230414,0.16065593814349347,0.06579448620995229,0.4301159343789534,0.10034664428212209,0.08013743936009522,-0.021282072142087317,0.017306625657594835,-0.2397920497324558,-0.36023510595945213,-0.3609661525672417,-0.40331385604399345,-0.1258203650582795,0.9161903004597298,0.9452867201551476,-0.1837141951650074,-0.19247513269419808,0.2052289274200381,0.24594920276384866,-0.3366241679895334,0.0423440820884782,0.22488195855522025,0.05126149468594749,-0.03502192922155971,0.5154371602310749,0.5267853003536656,-0.42000019320047777,0.21964230149676184,-0.42685007612822834,0.9542543299965104,-0.03753779722481828,0.15433175821521009,0.8273406850950694,-0.32657863715073265,0.0792499533224649,0.27761075963317305,0.324409939461788,0.9311213326388516,0.05726724358719998,0.3064242052987636,-0.1873588447279775,0.08513240837030878,-0.28640393699445105,0.3259856357692443,-0.15790637056230925,0.5293151989271935,0.08411371605779665,-0.20422308245248375,0.43451459083659116,-0.2041834826875129,0.23258567882957262,0.26968695279760274,-0.1402578992315506,0.656980907092109,-0.1804908541742267,0.11778498497502018,-0.46867049830012236,-0.3912164687814826,-0.12167078085482409
Temporal_Pole_Mid_R,0.18892158665862288,0.10584475986882663,-0.3223767946698091,1.0,0.38648642530285876,0.390499262643415,0.20570738883969883,0.09671200228462842,0.23204896356707236,0.11194296033991671,-0.11351356839564378,0.22967435641613387,0.36989386247277545,0.3338199336552628,0.043253412161240484,-0.1356483096224098,0.20685544424489496,0.6101992083875853,0.3885578427938127,0.4189490802393274,0.27757392025261746,0.06915182955676526,0.1756237095671178,0.03178499528940812,0.6091573217817775,0.342799165549615,0.123534190418628,-0.02681990606191189,0.1332292940164038,-0.05506048462947816,0.17685895731125334,0.053047770039213495,0.33609836320048564,-0.032104937287767026,0.10878632336063103,0.46724696746756234,0.4953164402630789,0.443747912116801,0.11902779538708701,-0.406949633007014,-0.2471808279633073,0.3352278787772043,0.5047564722520564,0.18722784533496795,-0.05419361507360162,0.4878981547548134,0.030666032276844606,-0.08396577987324226,0.18901896119095904,0.19338689052318123,-0.10443165135675468,0.11415617025568875,0.46197191265121346,-0.10725900865861396,0.40734718097726924,-0.30639957705435966,0.3249609547848135,-0.043088752484971,-0.1110024109268174,0.35764619295139677,0.0714845589723539,0.19176606360306261,0.2917932186224381,-0.3739876092567543,0.113596346344706,-0.049056174777796356,0.40570651343758174,0.23509586351801642,0.33872067436769876,0.011150610196192935,0.4496500049398183,-0.046502606201351625,0.11797744334188819,0.4189612186919964,0.11236143207940542,0.3399962345393818,-0.09919310896569682,0.04478565145018773,0.29738902804532535,-0.240643836010256,0.3401944035993543,0.14888997687820985,0.4355219396993994,0.42917451760840614,0.48130822265308726
Temporal_Mid_L,0.4284161332702773,0.48728482618971813,-0.2288606835758745,0.38648642530285876,1.0,-0.1327743766819362,0.7082230953786323,0.2049587495066993,0.37333790819970525,0.0876490149355005,0.15344260876825627,-0.046136578308449666,0.4130482320408395,0.09522080925780925,0.11317864306296625,0.015001645869923776,-0.20491827046683514,0.7330360245551836,0.2780290524531818,0.2499896409907255,0.17608407566187712,-0.16992078242676703,0.21142219369053306,0.30615121171397397,0.5394158867041327,0.7411930418756567,0.17650073836032854,0.1274420291685892,-0.2977460169289238,-0.09480854788455641,0.5982602620213354,-0.35556525278802137,0.44651692592405007,0.31661303566642296,0.3724193907848517,0.2519771260463435,0.8844970792237444,0.36218245190769194,-0.21134611237106324,-0.3153580610195525,-0.14280810874575675,0.3215332584208303,0.7633207949769428,-0.18023352773325094,-0.2725322029120379,0.6253417299549879,0.010480489794864418,-0.12604337802081375,0.24819886433023147,0.22045552801644738,-0.09831722539870776,0.06669063119950394,0.5284222374453351,-0.04171384489697145,0.4787185882157212,-0.24089182668876735,0.49629290994880143,-0.1296499925074502,-0.02338203795817036,0.16819553334859,-0.003335829392700019,0.30037463628041466,0.09766443401400793,-0.2613316724830853,-0.2039274921053873,-0.3140011994369692,0.4322059176417542,0.3472450575472961,0.4623170647935373,0.034405217370409906,0.8328109486545687,-0.1362252555365072,0.5132964591268954,0.3039377856464011,0.1012456771279302,0.8678039151433827,0.11153082183835306,-0.06194783831977181,0.3200967003247137,-0.16742327917002653,0.4415500968855725,0.5413793668747484,0.5320878411125567,0.8678889137420077,0.49408381793379397
Temporal_Pole_Mid_L,-0.05598926234477497,-0.19037317139658425,0.3308840377485549,0.390499262643415,-0.1327743766819362,1.0,0.06865146153865573,-0.005378051440416978,-0.08619801777265841,0.08107416039907268,-0.34702247491230265,0.2938509065925803,-0.11164102535997839,0.45120265265028253,-0.13019178197702636,-0.22896322961231366,0.22279591535597942,-0.008538691757302902,0.08698253509218172,-0.06565622451016168,0.31432691228024046,0.5052562459502572,-0.03882262753246444,0.12005072289809507,0.28069967816409336,0.010959185220020876,0.3171959200700725,0.08150308133920942,0.477237726755227,0.2821365559224133,0.045360811262906996,0.2288535466325873,0.2916170920039486,-0.13689832205417907,-0.29985098024812357,0.06769884589184315,-0.13201453507125477,0.016302136157995115,0.110825610515009,0.32627048182218554,0.2947240155215868,0.02243306004626532,0.014942022444908767,0.5557443333229368,0.3015134053804675,0.023440092603075672,0.1472515525823991,0.41285286842406815,0.2077792433828368,0.02283443682057821,0.15238980866484755,0.41723095668386356,-0.08502574705225974,0.19296210691007518,-0.01914559900291436,0.3622045221597862,0.12568286324872885,0.15903210567741766,0.2319041983125415,-0.05550297251151841,-0.036578006986380314,0.2694310182353585,0.5029329567274108,0.31989909751857,0.27765637209710475,0.3332465155669425,0.030845612470841763,0.10621185240352488,-0.07220145299463648,0.24382929214248458,0.006729501537289522,0.12477750395434704,-0.07749256135502308,0.100623512456029,0.08406548684400961,-0.13041896563038954,0.07501186915561092,0.40989299794024425,-0.01883890440739719,0.06648602451161746,0.012888685363161794,0.05927893107970554,-0.14999971636690956,-0.17424025284784112,0.3373449162236595
Temporal_Sup_L,0.21398070805090738,0.47888420341000987,0.08877707124366153,0.20570738883969883,0.7082230953786323,0.06865146153865573,1.0,0.5699511099291411,-0.004638792162711129,0.08251132314806871,0.2243374258965444,0.13522889227883905,-0.06069106897302396,0.17485889034950547,0.3918968339805476,0.2641608725539017,0.18221461148490348,0.4636125650654015,0.17333758846373884,-0.1796871325157582,-0.07652731221357317,0.11885202581496203,0.5113431043667216,0.6768096409454935,0.2683700866217222,0.42786326345645154,0.5815928180754192,0.009138653787449273,0.12211861646679806,0.11491000523715227,0.17456016485672166,-0.1549861823846673,0.5963210100196871,0.5054537402046937,0.2752153871082672,0.3071791112775892,0.40591401180705033,0.3847583393362683,0.08477043514621531,0.12522881088847412,0.13836080888822552,0.6411640800456241,0.4427250982132138,0.24767399994739125,0.3082065770271987,0.6223459573071468,0.41575341547131295,0.1108168354416869,0.7245943512005837,0.4661578540589466,0.00366051870247875,-0.0648890734916438,0.6270308335108031,0.34072725753858896,0.5491173334277026,0.13592168863254434,0.7084663485739803,0.2846544143781981,0.1447553987500758,0.23728920398257541,0.396103743432276,0.6629810630186966,0.098631180476134,0.09407973398006797,0.17308934357568792,0.20140683849351482,0.46394033029429127,0.46172613563676534,0.5967996048981046,0.5548324914586135,0.5975559491656934,-0.09426636824246555,0.28332087196566175,0.2832766999332646,0.032794005506175054,0.7419379126554702,0.6101852644862334,0.3057768847668845,0.3856619904731204,0.2546031464475142,0.5873378622894574,0.8417474844439391,0.42578735737037415,0.4216147951793415,0.6159407428603703
Thal_IL_L,0.0750261251850019,0.6113800532167472,0.07330082421914459,0.09671200228462842,0.2049587495066993,-0.005378051440416978,0.5699511099291411,1.0,-0.3078406529271853,0.3508568912219762,0.5833049462275688,0.13721163390244653,-0.3603986212607324,-0.09617521989835116,0.532425165875912,0.6501307379425896,0.5035224884850767,0.25713094220414906,0.33208434110835955,-0.030565889999504377,-0.2227795168194696,0.3121100896157632,0.3591351613485115,0.7562801303075658,-0.038392265916250966,0.1468719967470796,0.40529447578643113,0.11836001174043331,0.34014925900003484,0.1315593080078832,-0.31374347004445596,0.27967499196079804,0.38848975525313395,0.7055923057803071,0.4569709398627493,0.4257386067081777,0.03349751593761087,0.5889869148631851,0.2177016190867454,0.1585163001563951,0.055984671430673,0.5191566773602969,0.25441584780942117,0.5731678819243364,0.5244935808548044,0.5980210967263939,0.7113401637670784,0.14390576996505072,0.7551810731679686,0.6522993842112617,0.08117344213107319,-0.1751402162153421,0.5756905463049472,0.6654898313344263,0.5698671577605994,0.12642423613378873,0.7156626463449237,0.4260361603702501,0.06733214181860699,0.5778376683703296,0.3882925174138308,0.6325820903352721,-0.2504113796489579,0.10763291876269089,0.3598432098888934,0.3431126765231892,0.22473147584967082,0.520513550863732,0.7480501539562003,0.6439509569336009,0.2987108389763728,-0.04215712243652665,0.10378339475292603,0.4811349998898305,-0.016202949336343295,0.33770909350981837,0.6906461200081664,0.3368499597975848,0.3743911379552057,0.37673052805325163,0.5729167246148528,0.7021867904313552,0.4784730042591597,-0.06339505739825527,0.533881521805343
Amygdala_R,0.1130942681995382,-0.04913870057771135,0.016346952625281127,0.23204896356707236,0.37333790819970525,-0.08619801777265841,-0.004638792162711129,-0.3078406529271853,1.0,0.20469236212193298,-0.09865882402580435,-0.05794178637197948,0.46502646441768586,-0.23759635757800698,-0.04882498376164234,-0.4060979622240742,-0.11233077100757233,0.3601545919779366,0.388282648997847,0.4671790594303512,0.47672877201374525,-0.344585983301968,0.023823767881213907,-0.11963335561587764,0.16842457281150777,0.4397799091234527,0.0035439472727843264,0.3074202059389864,-0.22423748865139131,0.0795398237264046,0.5157589454188949,-0.06047989732518528,-0.03889020618278467,-0.22760260544603786,0.07326391976983558,0.004619458340641831,0.5169178842954185,0.012256552118937497,-0.36504562997914625,-0.1344638420261919,0.04800524078377386,-0.17287700771262146,0.4679761714713048,-0.36445330034724277,-0.5731076289651459,0.11925653463047876,-0.43449731675902686,-0.30027453138334426,-0.3723010624374387,-0.14685728901182218,-0.04499880785996112,0.38618938076912623,-0.035415848092215305,-0.29750715028465496,-0.05683698799667252,-0.0369560385575378,0.023990072723886376,-0.5739676176082777,0.1286223103944098,0.04138093494326055,-0.17574814644704914,-0.05323605062830545,0.16112338577348995,5.7800455214297025e-05,-0.5151708567186234,-0.5083295393044073,0.10943401975637555,-0.10447782032781808,-0.09151534117179409,-0.182853901387819,0.3976049488692616,0.09148041173333453,0.5217847858860187,0.13532425856255806,0.11345451028678177,0.287578563569326,-0.430862756551033,-0.15799073581381667,0.13511497397790784,-0.11655571020363913,0.09218935287814152,-0.0703566691041909,0.12998313076156542,0.39328772154979325,0.09148500055379415
Angular_R,-0.19699323299366497,0.4101105053191742,-0.019382487630652413,0.11194296033991671,0.0876490149355005,0.08107416039907268,0.08251132314806871,0.3508568912219762,0.20469236212193298,1.0,0.3510042803135488,0.17308898920701474,-0.031688061297571894,-0.25501633171809296,0.41166661999292226,0.09488075352536436,0.5648675720211364,0.3461566856988966,0.6725825364534423,0.5926975447098969,0.14193045663766915,0.38937869310623247,0.08538805966645133,0.4852698975545108,-0.09507116585970646,0.5202756152702587,0.045847232064232524,0.8362963520046292,0.31050793145400923,0.16521451596736839,-0.0883080225670874,0.29620811362208666,0.09207041190249468,0.3369112076634691,0.492632101943789,0.2539899324267923,0.18119792635031717,0.6039027483117355,-0.15039407501709454,0.008368230383792329,-0.0985342325262101,-0.0019329069111800633,0.4046325421508924,0.42103122282131195,-0.046053610470559496,0.5142990294634416,0.2732405725169197,-0.020294911803351225,0.18715698652026455,0.42822111053599965,-0.1449430132659857,0.19917324543785128,0.2085883596587933,0.46707806706097577,0.4693658662860283,-0.015868120574938194,0.5855478492177877,-0.28532787041039215,-0.06690627987119031,0.7371672659502312,-0.026510579182929275,0.27760729111740806,-0.1336496989696015,0.07284656406777919,-0.16981888495016037,-0.14093824543126837,0.18136046275469958,0.08954209639389958,0.48419405710263624,0.36446338961552915,0.4743668467635321,-0.17442084930922463,0.6334621168555805,0.6569999570048712,-0.15672755452573403,0.07724188516186614,-0.04212410940934993,0.15571160030060668,0.46211034176061877,0.014387965646811168,0.563337625384919,0.2229522702220093,0.5760940276060703,-0.15200003285806177,0.511594247343553
