,Temporal_Mid_L,Cerebellum_10_R,Frontal_Med_Orb_R,Thal_PuM_R,Thal_PuI_R,Pallidum_R,Parietal_Sup_L,ACC_sup_R,SN_pr_R,Cerebellum_6_L,Frontal_Sup_2_R,Thal_VL_L,Thal_PuA_R,Vermis_1_2,Paracentral_Lobule_L,Vermis_3,Vermis_6,Frontal_Inf_Oper_L,Insula_L,Heschl_L,Thal_VPL_R,Cerebellum_3_L,Thal_LP_R,Thal_PuL_L,Supp_Motor_Area_L,SN_pc_R,Occipital_Sup_R,Occipital_Mid_L,Fusiform_L,Amygdala_R,Frontal_Sup_Medial_R,Thal_LGN_R,Thal_MDl_L,Thal_AV_R,Frontal_Sup_Medial_L,ACC_sub_L,OFClat_L,Thal_VL_R,Occipital_Sup_L,Precentral_L,VTA_L,Thal_MGN_R,Putamen_R,Temporal_Pole_Sup_R,OFClat_R,Hippocampus_R,Thal_MDm_R,Thal_PuA_L,Putamen_L,Lingual_R,Caudate_R,Rectus_R,Cerebellum_Crus1_R,Thal_PuM_L,Parietal_Sup_R,Temporal_Inf_L,Frontal_Mid_2_L,VTA_R,Temporal_Pole_Mid_L,Vermis_10,Precentral_R,Olfactory_L,ACC_pre_R,Temporal_Sup_L,Amygdala_L,Calcarine_L,Thal_LGN_L,Postcentral_R,Cingulate_Post_L,Insula_R,Cerebellum_Crus1_L,Thal_IL_R,Thal_VPL_L,Vermis_8,Paracentral_Lobule_R,Cuneus_R,SN_pc_L,Thal_AV_L,ParaHippocampal_R,Rolandic_Oper_L,Thal_VA_R,Rolandic_Oper_R,Rectus_L,Temporal_Sup_R,Precuneus_R
Temporal_Mid_L,1.0,0.05332261499191717,0.21639857987634276,0.3402355151788674,0.5217956921847163,0.01228179087693945,0.32192255281783516,0.4828963719632797,-0.06722716452695074,0.5505623385988353,0.06722899216580007,0.5777652212304206,0.35858430857153734,0.41868269706874933,-0.023700253848240455,0.26962454289051024,0.31292627733102746,0.495660837557302,0.4771630694088215,0.24341405967819338,0.3058587961124923,0.28360762801272965,-0.03136610008675405,0.47370918327090883,0.10332700140704973,0.11278626861811625,0.3412954349928937,0.4104032049264223,0.7756042755275194,0.19853367983816397,0.14835274644325022,0.1644206244964083,0.452828068734908,0.41213384050188206,0.34052446744062564,0.4205961549610282,0.10106563245069469,0.2924901736839613,0.23565296253866924,0.207313305676885,0.1620520285712969,0.06926817329042181,0.7154438640312325,0.3091318856683889,-0.30474100487797406,0.10784171557103178,0.25712789852166956,0.2847668941421928,0.20976957426533177,0.40079719114384454,0.26891341033883465,0.09180205595316795,0.30476330695093323,0.35136228951016285,0.2566533499467799,0.70022317672085,0.37568365114346436,0.04359498916523303,0.39037359564300433,0.48016084349090143,-0.09413007667435894,0.3846292933904794,0.5053420857311743,0.6981362713657715,0.2769575063979511,0.4516230346176701,0.3007678216319868,-0.22244481735154767,-0.023164389891048454,0.37789537166787246,0.6881289866398934,0.011809802613501019,0.5123606525503176,0.16493135557956762,0.08671326050949237,0.42646508381587117,0.4837786766166913,0.4417787800162687,0.39660908636967124,0.3785087690652774,0.3418273728060584,0.2636043130581206,0.13043871746551247,0.07795447636637902,0.4167920736455874
Cerebellum_10_R,0.05332261499191717,1.0,-0.11608729533101778,0.124291442824211,0.3563640334970249,0.1598954544448545,-0.31256398707703636,0.361865916493335,-0.017069410295401072,0.40342131975303225,0.37959599319067,0.36726966941725897,0.3337982725980534,0.555154771949999,0.2565883731556793,0.46509296716939946,0.5337682323989197,0.014404431202754326,0.3927724803059885,0.13140318543655413,0.5628929842924421,0.49178176965622955,-0.10415677666838093,0.34720650437162104,0.30539152463773883,0.4188946498998887,-0.055412327115437705,-0.1816225538004738,0.19277793689904715,0.544768052317101,0.3536342083788025,0.3328501302801675,0.15493509936629032,0.2246865161100505,0.17310692761641203,-0.18366336706741762,0.4120822477545569,0.7095521480800552,0.015749114223013658,0.15679937674983718,-0.14189929807031465,0.22808573164123763,0.06602805909676365,0.44705749474549683,0.35755537367629286,0.4580755399888771,0.32012146174154954,0.5404487855326197,0.41009322416376714,0.6424748572412043,0.19209917819760056,0.06558470132822164,0.42710063103321233,0.46393703232454137,-0.13587171162592743,0.09313786705944238,0.2678999563076194,0.07128719916648765,-0.0007490765840112117,0.05800630997167859,0.27482024350282586,0.3840903770568754,-0.07013207227814544,0.11105650992824452,0.6394224210832558,0.4548808232634846,0.3000132827881581,0.20185716008323326,0.5573459538253437,0.43608473912079193,-0.09488785514061945,0.427521048746784,0.36077088764226806,0.5946190976918985,0.18638774899254776,-0.07086173102952177,-0.020264650708812795,0.3666885061729341,0.2950165615892004,0.310023536052627,0.5228535877914597,0.15407804293927008,0.005161179169363991,0.6448065468741745,0.21234111382834897
Frontal_Med_Orb_R,0.21639857987634276,-0.11608729533101778,1.0,-0.41111320213269237,-0.08295780030631214,0.6038590525417024,0.20008141585234523,-0.12489391396514127,0.1249271508505731,-0.04102746741105694,0.018879134761607935,0.35997443759026815,-0.3407216873021215,-0.20510641756327022,-0.2021978172634738,0.025539783357175484,-0.21670169173937295,-0.22039920335073082,-0.0876775719280204,-0.27714231865812855,0.03100534753363071,0.3671287119528836,-0.578164795521877,-0.0406514143937309,-0.5782236176020872,0.26512292418205846,-0.410116009343961,-0.2846609791445588,0.1806325615574766,-0.4289950139710469,0.40003485126188526,0.036948024711576356,0.4094864447128161,0.2068717680793418,-0.3704992531308567,0.5364783253726053,0.5794438986609404,0.13292116759462977,-0.14611078968977032,-0.48746705980514005,0.3169381492065573,0.30084402753063677,0.23631273587016471,0.4836304750337467,0.3547064107492667,-0.34794640921958636,0.06025900128408269,-0.1006829340727227,0.013638153862232803,-0.19748946210787327,-0.15981439732202937,0.522041086079384,-0.1327141573718516,-0.18513737496365146,-0.14744958916658693,0.5007413079497287,-0.27860353727713466,0.25634414791825666,-0.37774206385324965,-0.10603811454769926,-0.624267816041608,0.21354294277398234,-0.07287987699911673,0.007778256208048711,-0.15317229041785496,-0.24088743690002615,0.07419669424967665,-0.5401670012861496,-0.030189942835763636,-0.3059189697635864,-0.06821755748245316,0.1538360260214673,0.2455286089973992,-0.1569988238486326,-0.3895510652495632,-0.38818076725888284,0.20130217598584443,0.3708853450914671,0.3903055794158411,-0.0229027672735026,0.48640627626367144,-0.14914069181040077,0.5135582778871226,-0.21224369609288724,-0.4362470085601216
Thal_PuM_R,0.3402355151788674,0.124291442824211,-0.41111320213269237,1.0,0.7458030564796173,-0.7341603185652696,0.22648912147164274,0.21793901125288984,-0.09781007163664862,0.41297418805869607,0.1795338313693476,-0.009614212403868441,0.8478031389612436,0.600783243459877,0.6123852687770881,-0.13330251878098265,0.3950244118829754,0.19961439149525922,0.34743560500821613,0.7183455272013388,0.40449021947452585,-0.24930945915894617,0.6271151570514164,0.6415320322183471,0.6196174398344412,-0.2547393742970411,0.8150526813296769,0.7795244514315796,0.19915327122854062,0.6207954511499881,-0.0867722433324465,0.03499191657890779,-0.3320650926182612,0.15031233269851962,0.28330718176759845,-0.45457332554457414,-0.36015965869834,0.12740990454729598,0.7846749503026137,0.6494463509303191,-0.314842744382164,-0.5809068214037845,0.07382261734677394,-0.30694749600698906,-0.16831499632441027,0.3729247125141546,0.04026608950848339,0.57268995078602,0.13787121766758545,0.5391501560166866,0.3710879691193834,-0.6773945331184986,0.5867394924860593,0.724623233651599,0.2544125642019539,-0.22199011838628807,0.2635964394308741,-0.35989891261310064,0.37426010845946556,0.5994153625135306,0.6827393863015118,-0.1604071233421614,0.1265537992704013,0.4654772167111346,0.2061995770151622,0.6585547852973902,0.21511170760638773,0.6112980388081588,0.29683967566431113,0.4765724163858544,0.42899620397430105,-0.384158562415039,0.08222337685560505,0.20243139276865518,0.6107960701208058,0.7778137302851605,0.022278365883115346,-0.17143347166635273,-0.28265410646918177,0.18720777340418043,-0.2655511599852021,0.15671969140797973,-0.6041840972563354,0.48863294473542274,0.5917937865830205
Thal_PuI_R,0.5217956921847163,0.3563640334970249,-0.08295780030631214,0.7458030564796173,1.0,-0.3934722544919906,0.0998624189520801,0.4322535262468387,-0.20351854098535432,0.6188109382529303,0.029638359465828327,0.36573607393591906,0.8262961780620327,0.7325214968838553,0.3869778119336306,0.11372867724108557,0.454377404230838,0.24214329100786688,0.4497599316431635,0.5614161408251829,0.6511930533264838,0.03850261980561239,0.09966853488057374,0.727321955473391,0.34959332480681393,-0.006503181963112258,0.5704884342339097,0.5503324684091694,0.42520143242422387,0.5246083828191181,-0.026621750499588977,0.033802606352115454,-0.010444210458564003,0.4229605676154774,0.17374632636783252,-0.16146961244900812,-0.10394031971979223,0.48947415306984193,0.552215198407101,0.3213052226563966,-0.23678225094892785,-0.3486780435700153,0.3537043109065286,0.08028825024572162,-0.08498963241968205,0.2384960439489607,0.11875921333935775,0.7190119892847222,0.29368590085557217,0.6300839510071852,0.32847684223355383,-0.47365678468514566,0.7549720981940273,0.7479927171050355,0.2593760851974966,0.25371618295770126,0.12138333090182034,-0.27559031448913546,0.35153581763749986,0.5400652297851263,0.3701286128294176,0.005332273124147424,0.2296092348154852,0.4848964501330607,0.3787923225384214,0.6207937125765145,0.3059002660807583,0.26222381745058254,0.3778283799157212,0.4354084787207756,0.577633495573018,-0.20081611296271062,0.3886929622555048,0.2837489867371812,0.24510580886861258,0.5604598802681278,-0.0004212758708364619,0.24234810132773385,0.009716938876781154,0.35334979725788873,0.26418192474138663,0.19670259983216315,-0.4598096633908109,0.5382748902571483,0.3954507849705654
Pallidum_R,0.01228179087693945,0.1598954544448545,0.6038590525417024,-0.7341603185652696,-0.3934722544919906,1.0,-0.0774974521984062,0.09561813476276816,0.307375160410924,-0.08011212409985831,0.0890335706556197,0.4848166545329031,-0.5708467280084087,-0.2678640651138571,-0.4322569111675323,0.38912607580146186,-0.2229613277677074,-0.03561108900818265,0.06885788739199399,-0.4896522261237557,0.0786919466839921,0.5101484847491782,-0.5846919522464555,-0.1841472913753246,-0.4608836058518792,0.5095487113670443,-0.6730702809709842,-0.6854677710938851,0.23832447407680152,-0.33194383927899307,0.323537061456029,0.32398257032021205,0.6984631632019489,0.2713858631397214,-0.13292429452233392,0.5629528839339265,0.6513453481321358,0.34853415543369787,-0.613820296851582,-0.43349012447446134,0.5206819985102433,0.8013349660752174,0.3291693841764368,0.6848491832864647,0.2702377586232685,-0.04082968691573215,0.3502785653125829,-0.19871880544381113,0.19887587052514152,-0.15837656188812058,0.02698809718722808,0.857876989894549,-0.41163368210998064,-0.27492739807942207,-0.337850564299697,0.47463808913976263,0.048877440857607216,0.5918292685418932,-0.40192954804432846,-0.28745639649334953,-0.5685600171843631,0.5386564589931401,0.010107579551727685,-0.07189785378322928,0.10412385186033737,-0.27689724957588047,0.1358244825912385,-0.5101852822528553,-0.05636205960694607,-0.08614364846559425,-0.2723533627626936,0.6547306922782394,0.34802987540449654,-0.05749946629275918,-0.3997089156778766,-0.6325453743646968,0.28451393287213494,0.574872520579612,0.6841445139110159,0.1353094465196188,0.6703996459215587,0.07515916864458126,0.7944981506508482,-0.1729648527646165,-0.33745848681925616
Parietal_Sup_L,0.32192255281783516,-0.31256398707703636,0.20008141585234523,0.22648912147164274,0.0998624189520801,-0.0774974521984062,1.0,-0.06552463003980735,-0.10624183390578933,-0.09386643465450768,0.021244372060454386,0.09111110726853798,0.10119573346183819,0.031541948693066355,0.054698520164394346,-0.16925082114212575,-0.22095519508494943,0.26031287999137803,0.013143278756935986,0.23174184046382737,-0.08575555505943505,-0.10784830191492972,0.13435584167182163,0.20568149788754653,-0.046212297214181026,-0.2937891322046215,0.27550798013466143,0.4924553482022577,0.2587965604495536,-0.09531257807243755,0.04448471022070346,-0.11048226763222208,0.08964778152578527,0.00835764782562533,0.09262877305311311,0.20169244214425683,-0.06608230094478136,-0.19642077690220924,0.2730669779179472,0.18410467528918767,0.08766231839877463,-0.11105914012843557,0.26264353502518006,-0.12580587339951377,-0.2169659290177989,-0.1078655671111487,-0.06061488317748091,-0.11339691545828205,-0.20742778657963104,-0.21444652880921422,-0.023098857571678365,0.04153216045083729,-0.1939525938383433,0.02961778365702703,0.2528050887548131,0.18441123576578863,0.18876170148568444,0.0007706343205222924,0.08574908055634337,0.2793995396842518,-0.09037045248990104,0.054710456274245256,0.19141790099765113,0.43832814775162426,-0.26207815596774875,-0.00706407173549184,0.13906671073368718,-0.11938159055461059,-0.22620506694804945,-0.01891739009567006,0.23639391183230768,-0.23105959385511637,0.11930139439623752,-0.37879677424069796,0.10407499551043677,0.3822338746607955,0.14344198153629173,-0.05781453815880235,0.04900435246928754,0.177768789094927,-0.1742769818110222,0.047602276163162864,0.11609587777449681,-0.27434026094613845,0.14418937843743235
ACC_sup_R,0.4828963719632797,0.361865916493335,-0.12489391396514127,0.21793901125288984,0.4322535262468387,0.09561813476276816,-0.06552463003980735,1.0,-0.031274735801254505,0.538679784685461,0.005163067977838607,0.6011324299648225,0.4187285196224738,0.590829692660177,-0.08725347219859081,0.38099677299656026,0.3113169242862967,0.6399655629956927,0.7431574331738455,0.3002169754022195,0.5609063267535771,0.32322997832383316,-0.07779752731633884,0.5089381718460209,0.3368660914805417,0.2220570312331098,0.331061633702849,0.16552920965489515,0.5649438638846669,0.3127361359529567,-0.0760698926213102,0.2703290098887673,0.43016546408738787,0.5805641632403105,0.6689833395626505,0.3440311322698512,-0.04832012896941855,0.5899564194143061,-0.08362720116568825,0.18505656677084883,0.03604584456693624,0.18440441355508763,0.4809780858441478,0.4124425401366444,-0.4623074517626735,0.38695782053448996,0.3165295780775494,0.4838070059259847,0.5476241525812129,0.4916997844081624,0.617225540507762,-0.0016965725203216247,0.3553841995752034,0.45499516391530515,0.3708588792188202,0.39213336097635915,0.510847724451981,0.05715081616720196,0.5403786667507681,0.4416629788756792,0.28293621849417766,0.4524367827406068,0.7956659244024024,0.5184880670890619,0.44517277381926845,0.39905652532747266,0.43807000355832676,0.02849242617705456,0.19000903860545837,0.621390926377056,0.4895200914245788,0.2501706772010177,0.6126287246769215,0.34219459081356013,0.05608619892000676,0.43300380019241064,0.18713752649959597,0.4918083792399772,0.3366746760701943,0.6117221802433099,0.508190449137017,0.6607827892719141,0.04578223409259457,0.4222759423988334,0.5007325060321557
SN_pr_R,-0.06722716452695074,-0.017069410295401072,0.1249271508505731,-0.09781007163664862,-0.20351854098535432,0.307375160410924,-0.10624183390578933,-0.031274735801254505,1.0,0.11975973997627506,0.4294413037909719,0.16154750972156662,-0.13215630617836324,-0.03726310009448645,0.24966391921523642,0.30993972593231195,-0.01177439471965812,-0.07240356322130397,0.2741778065922909,-0.13481989934953623,0.23086284669202609,-0.00726998901373496,0.33143764298616446,0.03313104387324757,0.25742379670370114,0.41198437057374127,-0.10558604191788767,-0.2712770946382315,0.20025865333748322,0.1769603600939707,0.165040728732891,0.7109146675883993,0.4215854391609688,0.3482984683190903,-0.019384472570673824,-0.1850292906511267,0.23602718596332256,0.2630132193126464,-0.05766593123670739,0.2789084431302051,0.6942454804823238,0.5408999560357456,0.15493021823127076,0.3494787099946608,0.3107101917161652,0.503622881051439,0.6813410154619602,0.03771396134024609,0.43091463829456567,0.14390286883653533,0.45530589935451726,0.3591822999465313,-0.08645287938248276,0.23701277534932258,-0.5311790781930251,-0.11117515640254778,0.30098861956909284,0.5418682557639344,-0.293106704551438,0.016363903120339397,0.2022950883779742,0.2636785016009921,-0.22854581626989218,-0.0036465019087573453,0.3783151114306085,0.3051315892329713,0.06289999225269101,0.37683251179562305,0.1812667924628849,0.3103428346580138,-0.20153560857112338,0.5818442233259187,0.05818278674656798,0.1757469712788056,0.34676320355921386,-0.24319786231408003,0.5075100515177923,0.43326902307514126,0.43141181003131585,-0.025370358009935565,0.2134321977368518,0.24985609647350415,0.3462326362138132,0.26713260299585945,0.24362215378693639
Cerebellum_6_L,0.5505623385988353,0.40342131975303225,-0.04102746741105694,0.41297418805869607,0.6188109382529303,-0.08011212409985831,-0.09386643465450768,0.538679784685461,0.11975973997627506,1.0,0.0839245710375475,0.5239281123149527,0.5202393993235542,0.5619384389765312,0.21238965459057466,0.23397391309093818,0.736276526245147,0.40759305051550415,0.6984206621463291,0.379835023729049,0.5775105408622379,0.39249377820048365,0.07350197297040605,0.546359509334473,0.2975016187077451,0.3364433254208063,0.35413322227517724,0.23600248547295713,0.7001049543490497,0.5106455351479088,-0.043914751012231606,0.3537581664484959,0.3357382254588871,0.5355705482969485,0.2571031384635523,0.055347768334845227,0.05969001192600534,0.5805235287657133,0.2772714854089165,0.257539386629822,0.07010301536122782,0.045936193157845806,0.5368334724662116,0.40601900384851886,-0.08831025720573989,0.44965214407075876,0.42572776885763103,0.613594558996221,0.5898349272291913,0.6841976587706249,0.5016251720225459,-0.06976840120056428,0.7355334141207523,0.6326292383391786,0.08890813556079849,0.422549202888498,0.2979362742523752,0.09117297489322175,0.3900792216752898,0.6139680675507373,0.25629124299451783,0.3564026748688089,0.30264672270629855,0.4876114193810416,0.5699447041657641,0.7090736760844448,0.35538407125763954,0.21023138276701153,0.3425040399447102,0.6780674450959331,0.6780998141557806,0.1893959443620493,0.4935359846773154,0.59248586755828,0.1862133547832694,0.32994349345764346,0.3846084097364988,0.48117967171339515,0.3934902148542173,0.5203580495767856,0.46136351895374605,0.5313996916813625,-0.04779378815568037,0.6617469603268602,0.5633468472150285
