,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.6174308472964685,0.7889453897155542,-0.1546536139792891,0.5803874321525184,0.06581528581409515,-0.39883193834441827,-0.49540328295220115,0.04199753653364292,-0.0350288751553838
Thal_MDl_R,0.6174308472964685,1.0,0.5808113064705009,0.20704076009733943,0.4155306730304607,0.37136035260648426,0.006614716239241512,-0.16300377142123523,0.3998222874366431,0.17823932967781328
OFCpost_R,0.7889453897155542,0.5808113064705009,1.0,-0.06341081819860311,0.7831223137350414,0.059302630154659045,-0.47903643062324425,-0.4203111501176811,0.1262858558435133,0.0833655121696236
Temporal_Sup_R,-0.1546536139792891,0.20704076009733943,-0.06341081819860311,1.0,0.140320095285108,0.2194951897876748,0.41058076253544223,0.5102750579729433,0.7548090498735577,0.727736503295521
OFClat_L,0.5803874321525184,0.4155306730304607,0.7831223137350414,0.140320095285108,1.0,-0.13489855413589089,-0.5232397271864963,-0.2727031592656154,0.23306300412491435,0.19078815830077409
Heschl_R,0.06581528581409515,0.37136035260648426,0.059302630154659045,0.2194951897876748,-0.13489855413589089,1.0,0.19741476038644476,-0.1513360945394645,0.035964314779884356,0.0439229923567848
Cuneus_L,-0.39883193834441827,0.006614716239241512,-0.47903643062324425,0.41058076253544223,-0.5232397271864963,0.19741476038644476,1.0,0.7277554464145339,0.33713315404789007,0.2497179623764183
Occipital_Inf_R,-0.49540328295220115,-0.16300377142123523,-0.4203111501176811,0.5102750579729433,-0.2727031592656154,-0.1513360945394645,0.7277554464145339,1.0,0.48628509099435635,0.4647920909600685
Temporal_Inf_R,0.04199753653364292,0.3998222874366431,0.1262858558435133,0.7548090498735577,0.23306300412491435,0.035964314779884356,0.33713315404789007,0.48628509099435635,1.0,0.6929061326670023
Vermis_8,-0.0350288751553838,0.17823932967781328,0.0833655121696236,0.727736503295521,0.19078815830077409,0.0439229923567848,0.2497179623764183,0.4647920909600685,0.6929061326670023,1.0
