,Vermis_10,Postcentral_L,Cingulate_Post_R,Calcarine_R,Temporal_Pole_Sup_L,Thal_MDm_R,Cerebellum_10_L,Fusiform_R,Cerebellum_8_R,Occipital_Mid_L,Rolandic_Oper_L,Temporal_Sup_R,Precuneus_L,Frontal_Inf_Orb_2_R,Cingulate_Post_L,Red_N_L,Thal_PuL_L,Insula_L,Thal_LP_L,Cingulate_Mid_L,VTA_R,Fusiform_L,Amygdala_R,SupraMarginal_L,Cuneus_L,Vermis_6,OFClat_L,Putamen_R,Cerebellum_Crus2_R,Occipital_Mid_R,Occipital_Inf_L,Temporal_Sup_L,N_Acc_R,Paracentral_Lobule_R,ACC_sub_L,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Cerebellum_Crus1_L,Frontal_Inf_Oper_R,Temporal_Mid_L,Raphe_D,Postcentral_R,Parietal_Sup_L,Precuneus_R,OFCant_L,ACC_sup_L,Supp_Motor_Area_L,Frontal_Inf_Tri_R,Cerebellum_7b_L,SN_pc_R,Temporal_Inf_R,Thal_MDl_L,Thal_LGN_L,Cerebellum_9_R,Thal_MDm_L,Vermis_7,Caudate_R,Occipital_Sup_R,Raphe_M,ACC_pre_L,Cingulate_Mid_R,Parietal_Inf_R,ParaHippocampal_L,Cerebellum_4_5_R,Frontal_Sup_2_L,Cerebellum_9_L,Hippocampus_L,Heschl_L,OFCpost_L,Thal_PuA_R,ParaHippocampal_R,Vermis_8,Cerebellum_3_L,SN_pr_L,Thal_IL_L,Vermis_1_2,Parietal_Inf_L,Olfactory_R,OFCmed_L,Cerebellum_10_R,Thal_PuM_L,Parietal_Sup_R,Thal_PuA_L,Supp_Motor_Area_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,Cerebellum_6_R,Frontal_Sup_2_R,Cuneus_R,N_Acc_L,Rectus_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Lingual_L,Heschl_R,Angular_L,VTA_L,Pallidum_R,Thal_VPL_R,Thal_LGN_R,Thal_MGN_L,Insula_R,Frontal_Sup_Medial_R,Thal_PuI_R,Olfactory_L,Putamen_L,Rolandic_Oper_R,Thal_VL_R,Caudate_L,SupraMarginal_R,SN_pc_L,Thal_LP_R,Vermis_9,OFClat_R,OFCant_R,Lingual_R,Thal_VPL_L,Precentral_L,Thal_PuL_R,Frontal_Med_Orb_L
Vermis_10,1.0,0.47632321009990275,0.5521631558883461,0.6145965512354798,0.14449693447196105,0.1297654051963904,0.6029313959841079,0.3954774945471756,0.2968223681091617,0.5222602358417047,0.5829560707224289,0.45930386713552324,0.5894949589579606,-0.2945099496090669,0.3135369784791168,0.4388016046432401,0.7198700361769984,0.5835247454440479,0.4755499474976376,0.5758505215102669,-0.10558998981128369,0.5531280274834407,0.45089351415329093,0.4795684598051026,0.5693653497116966,0.3402535920522607,-0.07925596702720027,0.3855307263485442,0.14756485746260437,0.3920708757616639,0.5362538806021585,0.6397401921075139,0.3365242508122409,0.2813884968389135,0.03715206669779088,0.4728052481295599,0.3063056283872397,0.5563836347168163,0.6654600426059811,0.48016084349090143,-0.16002218487211994,0.24072141161170402,0.2793995396842518,0.5174900979862554,-0.06189430933370263,0.3243196564265163,0.4593590120375031,0.5272593802625727,0.3437880806115265,-0.01895729813774133,0.3832557898624064,0.14138523319354143,0.5730396916396955,0.3066727321671937,0.2663858797028759,0.30675646847486143,0.4379817439410439,0.5045697856258662,0.35194073731498926,0.275102845126424,0.44624775048389953,0.10473173035566859,0.11784667684092359,0.40219656020342276,0.4625075997268481,0.3278062399630062,0.4687534208742901,0.7314477663850282,0.1321284532541297,0.6616101772235616,0.09799461009680464,0.27409331430366635,0.1201953556485754,-0.03967896455818302,-0.02040565733892465,0.5459130773775244,0.45142327272606886,0.39442623111082736,-0.0005456506076024882,0.05800630997167859,0.6599104548388063,0.36242728301945587,0.6263676181186236,0.23538778069569374,0.5203962673594406,0.17059847777155693,0.65455975611477,0.11386955706987274,0.5869154942935499,0.036658818135384526,-0.2368797986926555,0.42870848010292506,-0.10329710731064876,0.5842019076017749,0.30195711904089273,0.5121781157191779,-0.13012698281307356,-0.28745639649334953,0.5382677467265682,0.20201226580511156,0.040085356079845674,0.6472249025172191,0.002647767236380189,0.5400652297851263,0.21504827909888263,0.2970948977463649,0.5383438359208879,0.3507224146127677,0.38550242952982494,0.30694189547599204,0.3191420956535548,0.2631023358675561,0.08903258133474187,-0.2526046156913703,-0.2749380542322868,0.43041105202018115,0.5217768131606517,0.46501746133765,0.44383235357572337,-0.3202874945281432
Postcentral_L,0.47632321009990275,1.0,0.35274625275848737,0.4459611534835941,-0.20291707627185795,0.13349983996349293,0.6064723871671733,0.00807343002159548,-0.0015754958140030261,0.5862391800527371,0.3591230929452743,0.12755383293516892,0.6816819485145018,-0.15864384137740167,0.12639883534735363,0.3045327453737331,0.4726289879609521,0.20300606623383127,0.5405580860978824,0.5803382328366951,0.03733382224737715,0.30052965798298625,0.3268293636730248,0.7506427057397264,0.49762786697607136,0.09275180168918498,-0.1383449735183818,0.27453471663328516,-0.29736435782844145,0.43801621250691347,0.39237577321168976,0.6497248272243211,-0.049467109483377944,0.6258310845197478,-0.25009004487743414,0.25693983607819965,0.5317359672854632,0.2815050332763458,0.3573141336745222,0.33768847012033604,-0.6246146230919974,0.4347972379963498,0.5191601527079488,0.6553023744531316,0.24122383192056449,0.15822774434151224,0.550020543468394,0.31338936556680064,0.15049667273066644,-0.2740290778729394,-0.20126038016985373,0.016397290389069525,0.31879325092628763,-0.09314113609220383,0.26454458504417444,-0.005225269469706618,0.22224246545347606,0.5244544127526118,0.3697089726935449,0.008428090818275379,0.4212408106034643,0.30329660289667515,-0.14586346880413695,-0.025808843643892267,0.40830767678779645,0.06680351418753845,0.46303453771674835,0.49595306402233935,-0.1512104030933034,0.4430331089543144,-0.06158181077496976,-0.021600886393168293,-0.14088501989688235,-0.08400634447040667,-0.22413236032094916,0.347010619308912,0.8367902864153075,-0.04015550549847386,-0.2743291533904088,-0.1918765465815189,0.4143421323139201,0.18517934208728562,0.18102459300990292,0.5359334465395968,0.3876728768506691,0.0014598235415631037,0.36485959511053795,0.3681592789490253,0.6296691493390759,0.17193146660634204,-0.17431427559818385,0.2349752906546624,-0.20110370790277565,0.47485480311819267,0.486761039852997,0.8226682897824712,0.0920373270543622,-0.37639290777190554,0.16751394186055057,0.15036203504822246,-0.26295595739798205,0.31486891093265906,0.14377253152266029,0.2169864674408837,0.03531488539336285,-0.03925312971598834,0.4256083378781665,-0.04868357267767332,0.3136693449803007,0.49075604851899846,0.1987929912403265,0.5759685595459179,-0.04675315942510721,-0.17607417148477694,-0.026834698384848497,0.09599351487439302,0.1773069778509888,0.8020293864399137,0.46186156196758066,-0.3441668219356233
Cingulate_Post_R,0.5521631558883461,0.35274625275848737,1.0,0.5470229092220189,0.28484970295655343,0.29742675870786617,0.5323127688981691,0.560511732796841,0.5059266814794593,0.2181172369010979,0.7275729484899933,0.5435564300486992,0.48722179010741806,-0.02330691699362199,0.60392841833278,0.4414949062527622,0.8000062665969524,0.5750626565320301,0.3566517330381367,0.6724956704491599,0.06011129597150469,0.603772220099687,0.4704678261568624,0.46549748914437106,0.25351681133903053,0.259129823478601,0.2628634538637716,0.5743485986707721,0.27140478790120576,0.05750483798867892,0.3730179480828246,0.6890269625234415,0.29728516958931805,0.21085265612335488,0.06987283141551684,0.5980805285002976,0.29969018041925377,0.35778980946929173,0.55932825026049,0.5416891102658962,0.11100880261818352,0.09585257422065428,0.08047590490145846,0.49447507937572177,0.046299096419731275,0.6387947845700686,0.45298670713213374,0.489186268902913,0.4132739077314647,0.2572816615421513,0.5019471513845558,0.4233722374595999,0.7067249047353668,0.5618362292153589,0.43625817164133746,0.16931610176051845,0.370120326591839,0.22303133124181668,0.3504528844152312,0.38800706847277505,0.6543264053062547,0.02069358351474287,0.38735908799823077,0.47069404855911606,0.3646774007120152,0.5881325461262222,0.5862630492278877,0.514877601665593,0.11469018970247181,0.6256254441628275,0.32365156668837936,0.335752452202328,0.41549655026899684,0.19665484598839483,0.35612464555726286,0.7614230096975687,0.15999704971809062,0.35144647714115046,0.04531793444501129,0.4201125693113642,0.7014338250635783,0.20505755538613002,0.729871829343624,0.20136284209839792,0.5533144845250111,0.3031587862738499,0.6058141370447291,0.3602153451187326,0.3504727107654251,0.1798003686909356,-0.0321919396567447,0.1731868613546904,0.08992509630945793,0.5897208483022612,0.20648111987651938,0.25837378290863156,0.034114995756964,0.029762633610597725,0.7925878096207345,0.34557669002375235,0.40917589166271207,0.5481875468303459,0.35771499790382416,0.6190449892215751,0.4064442637426086,0.38534375235204177,0.5997391835979714,0.7334116639456694,0.565854397285188,0.158552289778812,0.21038051706825953,-0.05999412618870555,0.3688705100473529,0.0042400779380551805,-0.1050152103036073,0.5855891028336316,0.7883607331378351,0.4288173329531042,0.21402147947841219,-0.03579343231228955
Calcarine_R,0.6145965512354798,0.4459611534835941,0.5470229092220189,1.0,-0.02490914953821129,0.38723631636860417,0.5894658775696736,0.624906913552326,0.6638608627632024,0.5312109689509584,0.33957171989713,0.6083069937273803,0.6466706683791406,-0.2675886175779885,0.23248229065517195,0.5308639609073171,0.6014260729587725,0.5996195316918024,0.629231061356752,0.6067476125289804,-0.04706077095376087,0.5740461662567723,0.589406966450526,0.47925725175721223,0.7687995734807466,0.5216018041671101,-0.22524444394179624,0.43348021931507785,0.5786597660090786,0.35435580806608497,0.6015870511752013,0.5505049866032062,0.5328629164838549,0.4237638404731926,-0.2255060092048723,0.19224786203000932,0.39209946337205115,0.6965716051120642,0.5214930447118775,0.5139760255889836,-0.1522784317793485,0.4724434571818025,0.07378603605084444,0.6896356479851584,0.0563687658716018,0.3380159540961164,0.4453783788238719,0.366479479285408,0.48471533125761196,0.09104701552478829,0.5225699676812289,0.12644220393229313,0.2787943914858856,0.5676183697973068,0.41629442121722765,0.5296635368573513,0.5730735638184095,0.6280309838754025,0.43865796543067176,-0.0063275179667629,0.6792363730706094,0.060965075294321505,0.22447772322374418,0.2719629822680144,0.3021432337210836,0.6224791354638466,0.5199299170867019,0.4606545940369302,-0.08511916130590137,0.6787213848649645,0.08492857579229596,0.33938698064468587,-0.043689365133533525,-0.1448161764943223,-0.1354727930859699,0.5857313640611653,0.3359180759713045,0.09659010615845041,-0.28223783516763107,0.22406658512077055,0.716033644839326,0.03931898699502435,0.5624366220594388,0.4075478998349736,0.47793827037123493,0.015368317070588304,0.8350669132571693,0.18259089064358083,0.6086941586610798,-0.03902075457245673,-0.3992860189124488,0.3110635205203292,-0.162651548039034,0.7875504453948166,0.26955420305969746,0.5392627948991044,0.0668209851600806,-0.40928424069854175,0.5087369979499675,0.3084661723172662,-0.1545527417266129,0.6261717389270636,-0.12860464290121504,0.7485352836211197,0.07035369170006035,0.4853937505508334,0.41720200286913317,0.3669873676663955,0.3831302678160193,0.4638325655502428,0.306085607602951,0.4130285617618966,0.0476111149049818,-0.18018021376951635,-0.33188589215438025,0.6298911323790501,0.32212930998299943,0.4741013547726915,0.5720345895337535,-0.14933207567820486
Temporal_Pole_Sup_L,0.14449693447196105,-0.20291707627185795,0.28484970295655343,-0.02490914953821129,1.0,0.2793335824275154,-0.20121782132344215,0.3772314355529935,0.26928826566524766,-0.21914656675466185,0.3782642046685877,-0.11346590343699035,-0.20419178808027874,0.04020023365660599,-0.19642900241786357,-0.15136399736210424,0.07729434981159906,0.41845199481722484,-0.27750860179860753,-0.10458999625342548,0.35583038204576695,0.6156191061750979,-0.2235710468652613,-0.19400675288227046,-0.18752666984575744,0.08570871172629002,0.3083185563759782,0.5932461484929219,0.22070300429330955,-0.25869599082260103,0.03406816169847695,0.2885238112110208,-0.1580120016401903,-0.4144734313054251,0.8328111379793484,0.6901995426807491,-0.5619085370594963,0.39063819240622644,0.16081007246956464,0.5481919145310675,0.49352493557742066,-0.5959782486485828,0.07341813390135542,0.00704522504753253,0.11473296275668492,0.6221412834833305,-0.33842136769192815,0.29254213406766916,0.6174665981968593,0.405128186519935,0.31126650051889176,0.7380638104059054,0.23541323876237244,0.2167886900526522,0.3660323938256484,-0.20824321443088514,0.23758576506151288,-0.20560495005485346,-0.4143053817003949,0.83204872242212,0.05462085880265459,-0.3754008923356304,0.6438988648971854,0.49874711617490397,0.2680119511403124,0.24338124297084945,0.08306029123848584,-0.23158275580238866,0.7621957990741194,-0.18950501817087134,0.6848877367510673,0.08135269557367016,0.4903942947434705,0.5832330038767507,0.7192426173889633,0.03136830218220558,-0.38398532141853575,0.22837195746119837,0.6403376268495037,0.0797200818918183,-0.07093824913789543,0.17411202792248973,0.019224258107974363,-0.38027495899886077,0.2682971060660729,0.3611309226830477,0.2658948036707603,-0.20691756341440679,-0.08258253758800879,0.34354941249672294,0.5871112582610559,0.2774673292661462,0.6544236251925295,-0.1155662025688456,0.03207045950617521,-0.20448802614783174,0.2724733227030302,0.6001329712904994,0.17402767880042655,0.16094198946291258,0.6460491792267798,0.17659339322080972,0.019965108340172778,0.0111563613141746,0.594628812291442,0.30795695904869347,0.3569718614605455,0.3629451560642184,0.6371801502836513,-0.5899022249508213,0.382129890318514,-0.5683006509437317,0.6520331252729228,-0.2884303683617371,-0.047633926694746725,0.02014798177447353,0.5602305334531732,-0.36642781801002977,-0.5990789326029254,0.32482492696732335
Thal_MDm_R,0.1297654051963904,0.13349983996349293,0.29742675870786617,0.38723631636860417,0.2793335824275154,1.0,0.3011357014980979,0.7198268983874521,0.5348385105748628,-0.13827954217002053,0.20661242552545322,0.4063627572589236,0.23697680037971736,0.3117160264446629,0.12074163567341054,0.20763156438054958,0.17852586295676096,0.6440541068100399,0.5905575127674959,0.3598518702826375,0.6318291668595106,0.5572386974377128,0.40041398536772815,0.016329375938506453,0.15360376984343874,0.27797096925249376,0.2612089690849598,0.44713915422327954,0.24836567858530692,-0.14834342754967847,-0.13749563992808303,0.2531581939136702,0.2629701976779424,0.34590087510684914,-0.01729457837430767,0.14864372971981804,0.09477743569512781,0.0967514864471621,0.0963715108322074,0.25712789852166956,-0.05058157184028227,0.3248783406383905,-0.06061488317748091,0.47443130478610157,0.6112491621006082,0.3577440137408823,0.26064297155671656,0.3111296289347639,0.11051296959762352,0.6075623397633186,0.5072060069606421,0.6978010821684721,0.14903578584289368,0.4553970375314535,0.9383077498173594,-0.1073578967314631,0.7106448646763341,0.04474247020768644,0.19172018460109633,0.08094767818736552,0.6667427314703358,-0.04836717702213831,0.7828382958012996,0.45685899608917946,0.1898083849930529,0.6455177074494372,0.6984744898678859,-0.10407083734415461,0.38101562591032206,0.05316359282249424,0.7311744001629026,0.2720228732302801,0.16637000486965017,0.3300936506777579,0.3320064193124072,0.20660491569355924,-0.08275661826358353,0.15210083900429977,0.30188362765365273,0.32012146174154954,0.42566306127533454,-0.41501034651517354,0.18694700759238989,0.5042899043647117,0.6162760400932586,0.4358642892046339,0.4429183464297865,0.3589710849467827,-0.07823085136259908,0.35624522572926726,0.40874526362156405,-0.056897155920864195,0.4391078435100866,0.2714839256379501,0.5734158669152432,0.01162594880569088,0.6488014103825913,0.3502785653125829,0.4058733992639762,0.834386860035648,0.2680693402514027,0.5980962136763847,0.08615574501556647,0.11875921333935775,0.5740146853572531,0.6531980040092815,0.3766576566262608,0.5490088638915297,0.719515777484186,0.19402013672327495,0.6614563508052059,0.28135789657231924,0.5003046889633375,0.14579549455098822,0.3112668073156056,0.41883250105232916,0.2753213426025913,0.27690093678516975,-0.08242253245146909,0.2849745265212768
Cerebellum_10_L,0.6029313959841079,0.6064723871671733,0.5323127688981691,0.5894658775696736,-0.20121782132344215,0.3011357014980979,1.0,0.3252656068622058,0.3923149168258178,0.508519953221891,0.4380469268692859,0.5383033230612887,0.7384380164219218,-0.27441241059188887,0.3914928799030647,0.616777842471755,0.6777494061805697,0.5068828460320095,0.6560103048063733,0.6605701162967246,0.0059621620912232295,0.36593456438421235,0.5834303307693087,0.47851236003396785,0.5840655768015233,0.294916940860845,-0.17426025367473325,0.23443005030450323,0.025745233251060852,0.39602724069159684,0.3906651776454539,0.5435855296383877,0.43338615890231186,0.5950515436285024,-0.33648555946265135,0.29815195757763946,0.5345175060212057,0.28904307140691793,0.658536222571561,0.2841263149424104,-0.45612425377624705,0.5696908494229959,0.18512195806117565,0.6884759252973355,0.21902874895997532,0.32054621751672147,0.7759307770534348,0.5606528805007611,0.12822336486765853,-0.05786087360118276,0.2765237226160234,0.021107492551850123,0.46576354353548394,0.42886054632583653,0.35989608369057235,0.24810612785562824,0.4891569200429902,0.6055253820825935,0.742797452590618,-0.009736012070348419,0.5872503071344085,0.1719358857015259,0.041251400909552684,0.1642106193634635,0.5456589870798207,0.4860087403379191,0.6662411260347694,0.6604959579037619,-0.11148333279794116,0.6411802736127813,0.0029139625982676823,0.2843710282482774,-0.0767280820216776,-0.23821591491077154,-0.23892308551401478,0.654949338765997,0.5363047287759384,0.1434748003556573,-0.2640391448561953,0.2986025784953204,0.7133635036926089,0.20541203299408392,0.5532979414819378,0.6315500933281196,0.515778207507048,0.03635694351444741,0.5077025721563033,0.4343225475360579,0.6308446377491599,0.021812137125201983,-0.31347257064191675,0.3089067710116878,-0.30919273477860926,0.7214996807310484,0.4895212100936337,0.6279413300578972,0.0006106551638611238,-0.39469241320294673,0.5146238931727054,0.35981063498113874,-0.17944547660028573,0.6319904573094044,0.11480069163116988,0.4697905800436122,0.14962788739933539,0.37141075402359713,0.45556305081094794,0.34379826237392386,0.3077329680031546,0.5526208307874825,0.1889057941936605,0.5540376968536864,-0.07793212315878072,-0.18511471806767776,-0.16338737096819247,0.5027510847233654,0.351870271629817,0.7532967134936042,0.6017653836106351,-0.3755280723123454
Fusiform_R,0.3954774945471756,0.00807343002159548,0.560511732796841,0.624906913552326,0.3772314355529935,0.7198268983874521,0.3252656068622058,1.0,0.8078900797959658,-0.06324088832914869,0.44596538568253064,0.6935683193704333,0.3296166735997724,0.23367181850385293,0.4039547116137514,0.3622284978234122,0.4476716079566187,0.7205783387579333,0.4849947322556795,0.5281246070333274,0.3706350167983529,0.716793498858695,0.5235108764178771,0.14521273628099887,0.2643549024067254,0.6190669543365035,0.3265415733543721,0.5623329643939076,0.6237104199830987,-0.14831885486570837,0.09047487415165506,0.3712742358213637,0.44405136610290574,0.19735791277009906,0.0334227743226501,0.2598386623725716,0.16266037011501874,0.3811203279887795,0.26625963233612954,0.4406938397993161,0.2486130752990389,0.2121201524912755,-0.21287614869627297,0.47681582575748765,0.26787592316699277,0.4712488914277904,0.23799405633096213,0.2946316452984262,0.31540313853272417,0.6315910185187619,0.8382983392040342,0.5809803422080216,0.35624521891461824,0.7555543135697957,0.7051773553014609,0.2836360879678077,0.5752055727584839,0.08404198710934693,0.21424785096614876,0.16064548062758077,0.7402312367737848,-0.07936184305759289,0.7643232986361903,0.7326635794857864,0.08972259919254928,0.8459635906596343,0.6400372454897981,0.1498427428145943,0.32376873720654836,0.3279355453940984,0.6772301874972693,0.5765592266574986,0.4406509558028918,0.32526483742515905,0.3730486757934545,0.4698824462074732,-0.19433944612242016,0.3817406283771468,0.256753511596487,0.5194917683964497,0.6262337230139802,-0.2569841126646245,0.5671772491042923,0.26795509603188444,0.7001373200129455,0.4752828304160172,0.7682445517436522,0.26302955125972705,0.004359104738042262,0.27557758616777117,0.21983501616713133,0.06650401454621666,0.37884321765444234,0.4996123150701708,0.31535495498107713,-0.06828349038681514,0.34551387889688856,0.22282472409987014,0.6594578586618931,0.6790913089268221,0.3882616896480828,0.6912828804639028,0.10310994899727675,0.45947495452972525,0.5315106584605711,0.6832364811031417,0.4648733770642187,0.7507791315540455,0.6446159887279018,0.1620662819336626,0.5474661454205926,0.04539346432002542,0.5817825518631543,0.1959209366478856,0.1553731557604975,0.7255665675616892,0.5263887155396764,0.18214511935453806,0.034426883493059154,0.2861644962113722
Cerebellum_8_R,0.2968223681091617,-0.0015754958140030261,0.5059266814794593,0.6638608627632024,0.26928826566524766,0.5348385105748628,0.3923149168258178,0.8078900797959658,1.0,0.0036188538162732005,0.29168379142161127,0.6442386189051786,0.3306949688873447,-0.0025369487705320325,0.31955664741035106,0.4096121330536269,0.40021770571390963,0.6265505705524544,0.41498272712339723,0.4848103690350631,0.14502487501013547,0.5768986103256022,0.5194171493874615,0.04861544888706765,0.3515014974893779,0.6698553462356576,0.0967016108401363,0.3930616868112962,0.7726557182984582,0.00987184806850234,0.20700641806463554,0.2866667294507571,0.49754749400931086,0.23895582216185618,-0.06855838964606113,0.24565085300466225,0.19532892324038162,0.48222256752208636,0.3672157398770221,0.46479146296616847,0.2230725384281539,0.26081222431890533,-0.2815310425225306,0.5161887302877066,0.2133671363746239,0.490656892001199,0.3624343492720432,0.3088537404544955,0.4333041412327932,0.4101708012594313,0.7466384541889065,0.3595559320938986,0.2017061066262735,0.8631236979787515,0.5469949968370164,0.4598743003137008,0.5119238829528269,0.21966937533418263,0.2928739292796511,0.08796579088809599,0.6700374705785588,-0.11739840378130209,0.5433990093660082,0.5232679699935363,0.2368281345921655,0.9022423994465816,0.47723729854096786,0.10390046638407005,0.17219841868940572,0.3982330954374026,0.392140626201479,0.6633584769388623,0.3028754083030258,0.11642393233911369,0.1685509318660542,0.5199292830882218,-0.22138074176343042,0.2005801735252569,0.016265673168484637,0.5665131286346639,0.5603949991937343,-0.1209703428127769,0.5048600682196807,0.3428342190458805,0.538332771341195,0.2611868012561779,0.699595715080544,0.24768223442122955,0.17657779025570422,0.07836396257181706,-0.015269953528688937,0.2792938281120622,0.1534033955585577,0.5968552857137418,0.18267836578377458,-0.00037770835059974025,0.23266663025830406,0.01767875230232785,0.5550644468475799,0.48361920408148434,0.1806523846073457,0.596130251544462,0.054249508001532804,0.5247795221515976,0.3148192146394091,0.6649980290411621,0.359189359028649,0.6384220847482511,0.45663449448673765,0.1959032955510951,0.3309568188554911,0.0867426886886038,0.40921077714336135,0.016180716556258832,-0.028006346416967826,0.7445450657348806,0.3906996943402384,0.23784546536051795,0.1651170834666542,0.14877974550568773
Occipital_Mid_L,0.5222602358417047,0.5862391800527371,0.2181172369010979,0.5312109689509584,-0.21914656675466185,-0.13827954217002053,0.508519953221891,-0.06324088832914869,0.0036188538162732005,1.0,0.18833684183987243,0.15927887073132377,0.7334951773849034,-0.5382156180040032,-0.006145981967755433,0.49454403175504336,0.42975156834569866,0.1962993182282209,0.3661742122432103,0.3325606498710872,-0.41162177808627315,0.18916034951063498,0.30423942920177965,0.5401484881484058,0.8164906267269532,0.19753264278294036,-0.5284585354248806,0.15809251093962803,0.022412342820850386,0.6390160987722329,0.8069931384552917,0.5251635444816665,0.18763007822706493,0.4397451266394257,-0.16325622193031986,0.1661419658185496,0.3859050546705492,0.5233529667298282,0.4115677400460624,0.4104032049264223,-0.4316410663205925,0.3475598322078399,0.4924553482022577,0.5210064439360904,-0.2972027692212675,0.21803591512063447,0.3871979331137276,0.12002451605810399,0.2867851061674387,-0.4588689658809075,0.01857151590228866,-0.325877804472586,0.04345591031886398,0.03868131284150859,-0.07666227554938415,0.45582959139071544,0.19432110437387978,0.8422694948436895,0.33867617934296795,0.05601608759634483,0.15584988169320185,0.2575051575250684,-0.32342750965428435,-0.12534966006155754,0.33899330190727245,-0.0010171989561985756,0.16533891502707174,0.6007479776079299,-0.3116525443954177,0.6332539361448709,-0.3297329309449596,-0.021097727586922313,-0.32967956120698244,-0.385328807195189,-0.5282560840932802,0.4070790714410353,0.792975277409881,-0.046480892459080235,-0.5120131650430085,-0.1816225538004738,0.4216775824643885,0.4908631273844257,0.27665679243152036,0.2530810645205819,0.0926346367589949,-0.3342093055787472,0.3399582632233033,-0.16319235975951296,0.8308582811095659,-0.04843399190159479,-0.6173889146628663,0.5181021632382776,-0.4191085856122598,0.6383280014315115,0.10218472301910858,0.8404122118043017,-0.29483750150163185,-0.6854677710938851,0.10930042496495376,-0.17062866705424065,-0.5639222722387878,0.25021761011125,-0.30999152215277515,0.5503324684091694,-0.22917828458643524,-0.09019012390299222,0.12625716938981585,-0.15310137222302744,0.04997109733394197,0.42040396109834394,-0.053509182112623024,0.5021483525868908,-0.3800425039843119,-0.42964979948884635,-0.430737537370562,0.22062310005401223,-0.03971684774110038,0.5018711201967687,0.7038767091898119,-0.41273606916336636
