,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,0.23587414389797026,0.15434101103171471,0.4178546085322513,0.2114243666989575
Thal_MDl_L,0.23587414389797026,1.0,0.2614250785014861,0.49678586206263403,0.06989739392095466
OFCpost_R,0.15434101103171471,0.2614250785014861,1.0,0.2485691041525138,0.5674709529546168
Temporal_Sup_R,0.4178546085322513,0.49678586206263403,0.2485691041525138,1.0,-0.04781556853796632
OFClat_L,0.2114243666989575,0.06989739392095466,0.5674709529546168,-0.04781556853796632,1.0
