,Temporal_Mid_L,OFClat_R,Cuneus_L,Occipital_Inf_L,Fusiform_R,Hippocampus_R,N_Acc_L,Thal_PuM_L,Raphe_D,Cerebellum_3_L,Vermis_7,Heschl_R,Vermis_6,Temporal_Sup_R,Postcentral_R,SN_pc_L,Supp_Motor_Area_L,Vermis_9,Temporal_Pole_Mid_L,OFCant_L,N_Acc_R,ACC_sup_L,Thal_VL_L,Thal_VA_R,Thal_AV_L,Vermis_4_5,Thal_VPL_L,Thal_AV_R,Lingual_L,Olfactory_L,Thal_IL_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Thal_VL_R,Frontal_Sup_Medial_R,Thal_PuL_R,Occipital_Sup_L,Angular_L,Cerebellum_9_L,OFCmed_L,Cerebellum_10_L,Temporal_Pole_Mid_R,Cerebellum_4_5_R,OFCpost_R,Thal_MGN_R,Precuneus_L,Frontal_Med_Orb_R,Pallidum_L,Thal_PuA_R,Lingual_R,Thal_PuL_L,Thal_PuI_R,Cingulate_Mid_L,SN_pr_L,Occipital_Sup_R
Temporal_Mid_L,1.0,0.3688845491261407,0.37814691365636477,0.025824502401891682,0.5549255261360797,0.536899095603441,0.09129972572001677,0.5258035384476027,-0.06941787679877245,0.5753769563842244,-0.02959101401436226,0.5986768120120615,0.022126075494964145,0.47472018488373613,0.5407279509700658,0.6276094056190306,0.5750729999055826,-0.054137916149697665,0.10374461781735592,0.07761011190397774,0.31450746936820645,0.6242051419711565,0.6238492704281403,0.4469611673528824,0.22345844239238316,0.5843015819606627,0.4218334274437531,0.0514375602476819,0.6910704800524536,0.2445451299534326,0.28407926271792266,0.2798722440249985,0.32087058088478426,0.6195922156485639,0.5059567486943269,0.4542324447316884,0.12062181328494295,0.21355843504451164,0.2854270223344189,0.25014805727965583,0.23654262259916686,-0.07418400073041409,0.5879683222929614,0.4780344065265796,0.20271468545138374,0.6884311053950831,-0.014429373978068078,0.343377179253421,0.44591069521295823,0.6288157690476089,-0.030397331816624046,0.4466076953213092,0.6241459868761271,0.3773676880000654,0.05479436680756142
OFClat_R,0.3688845491261407,1.0,-0.08783030698587886,0.22602141486952224,0.11364108153147547,0.24511722012845227,0.16108163649638618,0.24382158168859722,-0.022529759834237297,0.20525717779834138,0.03410207845985374,0.14716270554610486,-0.06584722113367425,0.10859636986426907,0.11969029829754473,0.3574556381906902,0.1971327248666192,0.038158197562958476,-0.11395887244652673,0.11871882580703673,0.2889289062379339,0.2999493015900568,0.23832441642802726,0.33981896184296034,-0.09094400768195064,-0.033984211188651754,-0.09549775705515834,0.15863956443151164,0.01178054834033674,0.2698752122062134,-0.04204182221936298,0.16683097493188737,0.20993305122550876,0.2383368019735883,0.24402453057181844,-0.1734393284167174,-0.263829014733769,-0.34053611204734774,0.1621916490607762,0.08178110476947636,0.21347302033801716,-0.17104613495972917,0.06117835973341605,0.18666067915062,-0.2645869726896588,0.16860243011858597,0.0999815918848842,0.18861477919554026,0.14535725159619836,0.03213027838869219,-0.2552898704925749,-0.01581858841603304,0.1612911723641687,-0.02006259431026948,-0.14778804022771505
Cuneus_L,0.37814691365636477,-0.08783030698587886,1.0,-0.16141325880156715,0.6133661788184567,0.3802334007057661,-0.09833217465471253,0.3737611824994163,-0.0559003464870306,0.47079328492666284,0.05508574036453189,0.5464647129410543,0.15420726100045545,0.39837193578624935,0.5106874629101186,0.2000385661911783,0.5122275268941908,-0.015436616297871887,-0.02407520232899805,-0.050517726157071015,0.13615354636399093,0.3382344526905,0.5566731961632858,0.25555314701055376,0.22700497232755656,0.4830909786072096,0.4368826685552648,0.055294862411572256,0.5745232220493597,-0.043438654670288374,0.2724822075127849,0.4467517905413981,0.11026206239320305,0.34509689096826573,0.4257002811179035,0.517031028656923,0.43281452633759254,0.3170439291511228,-0.004200923934974463,0.05809889762163754,0.12557564360291681,0.02761581023810023,0.6845615107055175,0.172451201939102,0.3659392639378464,0.5258682375576746,0.0025543209702111524,0.13661914770273545,0.30265073457859487,0.679903856112594,0.1788332289115391,0.26170380366225926,0.4311495445218231,0.1553933980816483,-0.05986214933250314
Occipital_Inf_L,0.025824502401891682,0.22602141486952224,-0.16141325880156715,1.0,-0.2046046151093555,-0.18724208211749085,-0.030872348092135394,-0.0781028032072946,-0.09353418016295487,-0.1390082638866939,0.015503069443812554,-0.05824404648509838,0.10448769923232518,0.06315908629147383,-0.08126999353925844,-0.0970271036378036,-0.18785843583923065,-0.10555584157417752,0.05611441819038636,0.11737733201512275,-0.13733703894261298,-0.13865843977458323,-0.026941654448879773,-0.09377996926319465,-0.04908700170804726,-0.14980719983678084,-0.16803539993518166,0.07294771664296061,-0.1457744231300025,-0.05209175077218467,-0.06443214813754972,0.08253456968682203,-0.01648280925523296,-0.10527993993886929,-0.04342946826672451,-0.1911449746902139,-0.04738453350863446,-0.09809030511465318,0.14788927561934342,0.07161347280533156,-0.14237321381658485,0.0794290179919589,-0.15439198866010265,0.052263346413797186,-0.20315982090417417,-0.10516198548699092,0.07003044634894774,-0.12258368116394959,-0.05731521427044167,-0.18230492288072694,-0.14189215117328408,-0.05186007202622618,-0.0017940528799357059,-0.282881496398783,-0.13987936546782995
Fusiform_R,0.5549255261360797,0.11364108153147547,0.6133661788184567,-0.2046046151093555,1.0,0.7090127329087568,0.1050787852209002,0.4795387573427298,0.12633036985569654,0.7403254118730145,-0.009384412638701654,0.6231139961164784,0.17148148970681243,0.661476230003472,0.685955831906692,0.45757422965018163,0.7767372793137023,0.16086615691518694,0.04298051276827225,-0.09034905223025835,0.4053049433699065,0.6459541428919326,0.5378897289852269,0.3605619424290409,0.47989684543891215,0.6925191731577466,0.5187840550900523,0.12197434877396678,0.7343900786174267,0.22761493935779767,0.595382624225719,0.589415935395802,0.20032048947638903,0.688242083022977,0.6041413699243346,0.5204465192353807,0.10028297896710435,0.2545224067212353,0.04091879573720773,0.2060913157843462,0.30268277554879186,0.1382362488181959,0.8260448530402423,0.2665299011262867,0.43965245682900106,0.6857585446594122,-0.052563168045952104,0.3907000240860672,0.3536427702817261,0.8467161284005473,0.26511835521756827,0.3724459891014626,0.6237263214751145,0.3482242181458137,0.027706954837560076
Hippocampus_R,0.536899095603441,0.24511722012845227,0.3802334007057661,-0.18724208211749085,0.7090127329087568,1.0,0.4415784301239633,0.7831940823676259,0.38728347823072085,0.8813437627381686,0.055527606429039485,0.7386751620444018,-0.11421894653077658,0.5854086344247877,0.5870664697969162,0.448533265568708,0.8566715985755557,0.36005929812582904,-0.14444595011540529,-0.12419801102673476,0.5257383018756465,0.7995614549979099,0.6879226944497252,0.6237896782003496,0.4864125454351119,0.6219557348276479,0.6555819515826911,0.39205496244797855,0.6244246266460599,0.49919438034574415,0.5603987455028099,0.44777991782677323,0.45825934350065806,0.8204451195575809,0.8327558222962362,0.24712339274134304,-0.06301600292559832,-0.015685120487208302,0.12769806581852328,0.1717207659195412,0.5593795647723917,-0.12076347799955696,0.7193572320672197,0.36070553136526984,0.6174736775084897,0.6790820366679554,0.02062986567447199,0.6920025953930231,0.6381968511370096,0.5890150092923624,0.44314519569112226,0.523140791357882,0.6590467166540354,0.2631800429651348,-0.09371400380253525
N_Acc_L,0.09129972572001677,0.16108163649638618,-0.09833217465471253,-0.030872348092135394,0.1050787852209002,0.4415784301239633,1.0,0.3885499786101443,0.5033853534837937,0.415838000390899,-0.06399715391373183,0.29642178879101005,-0.3464380604204908,0.1600351751236737,-0.03937304105476063,-0.149606697005667,0.33454085037735865,0.26577567006669617,-0.3346061609976869,-0.08142690784877346,0.3983783262648026,0.4065016300514975,0.218072964767533,0.33270243847552355,0.20929369983629167,0.07193392305816425,0.1282573044306616,0.5310091429481699,-0.011616992956832673,0.6952248831540583,0.17741248107599664,0.07043415569702986,0.6776169895961109,0.34405363290457663,0.4829570872279267,-0.29320536155560095,-0.2596373243563979,-0.33824619874949735,-0.17748882797302468,0.02911813247579423,0.3556752323526614,-0.31179467520989385,0.18489297520894418,0.3857934303631758,0.3006776173352766,0.008589048522949175,0.2916726911689617,0.5358902038105136,0.25373880252964887,-0.0762290233089132,0.280357382603954,0.09546408467260378,0.1670931460285741,-0.20392525983226553,-0.0689371042079768
Thal_PuM_L,0.5258035384476027,0.24382158168859722,0.3737611824994163,-0.0781028032072946,0.4795387573427298,0.7831940823676259,0.3885499786101443,1.0,0.173329411015222,0.8090032604431592,0.09852451640908014,0.7496042685274346,-0.14686138363897583,0.49257407934236924,0.47468232427296086,0.41396481227499365,0.7132387387342529,0.28529542505459166,-0.26252369698383193,-0.016773592104972777,0.3021248178107029,0.617411746655315,0.8091989223750211,0.5720626381508063,0.38657817968980684,0.5954283231442402,0.661222479287235,0.4461044754046656,0.5827919782598391,0.3453528769034818,0.4362188346288537,0.35709680591935855,0.4304314388644788,0.6846357273887521,0.8339984036510059,0.07255405365598634,0.010333729030391875,-0.11334502933510453,0.1922231489552396,0.17251526285559438,0.5011045598745385,-0.24924320002492506,0.6787802019954783,0.45542652918368387,0.4388450065504734,0.5939443992709215,0.18848428635074782,0.569051086918654,0.7101923081325344,0.5142898533932003,0.40118421543167976,0.569488612838995,0.6700275191801338,0.10056100441603366,-0.1143876013816616
Raphe_D,-0.06941787679877245,-0.022529759834237297,-0.0559003464870306,-0.09353418016295487,0.12633036985569654,0.38728347823072085,0.5033853534837937,0.173329411015222,1.0,0.32313667139372654,-0.03831825594986638,0.23812549935456276,-0.2459281918139977,0.11908345056286743,-0.1230479858440213,-0.24909976648101803,0.28530113215856745,0.3291387217105242,-0.11456499095681123,-0.19331025630586313,0.45843283698880455,0.3994774763657405,0.040939627085332025,0.3333219821575161,0.19467491549601032,0.07425800358307935,0.18622018270548174,0.5261317106965289,0.0014299941224375876,0.5360265070261616,0.1085035900279144,0.11896106480230328,0.29609300291328916,0.22675347453294134,0.2946238864884604,-0.14998148645778214,-0.23779736132166793,-0.23384644704999258,-0.2940526829543827,-0.08668577154572542,0.3591292205474614,-0.16289361958443707,0.20276866562109128,-0.08629975270379092,0.4528087596710593,-0.012156655398541417,0.008364100852190972,0.5351727741240978,0.22199593590797823,-0.04856479993921229,0.3023401315112489,0.08075910465228826,0.01868431768569369,-0.22871043252421966,-0.16305118539922017
Cerebellum_3_L,0.5753769563842244,0.20525717779834138,0.47079328492666284,-0.1390082638866939,0.7403254118730145,0.8813437627381686,0.415838000390899,0.8090032604431592,0.32313667139372654,1.0,-0.004076297821176345,0.7987574533102061,-0.07485050578328464,0.6672384398439976,0.5839879147350693,0.4501278776944222,0.8575684578073842,0.3096030708646024,-0.13559324965683742,-0.058825966775209515,0.5096439773794934,0.7617395945022382,0.7298278305375953,0.5670922498772641,0.457915634017122,0.6851266207521739,0.653252183438489,0.44998421930684124,0.6840887677051342,0.4674006144766058,0.6253137467755502,0.502634028501286,0.48232388733519116,0.8227603829505526,0.8362538566104343,0.25175967216361783,-0.05798196124041187,-0.012269879359670258,0.07099540729018491,0.22666091108792255,0.605390709432782,-0.1254259644196405,0.8017941597513156,0.3981017392230735,0.5298173150006883,0.6595022332033804,0.09284553144485581,0.6529029857206929,0.6087781743224846,0.6504184862296738,0.41021458715495474,0.5364518052098469,0.7339535893023821,0.21279781320611266,-0.1279326120622174
Vermis_7,-0.02959101401436226,0.03410207845985374,0.05508574036453189,0.015503069443812554,-0.009384412638701654,0.055527606429039485,-0.06399715391373183,0.09852451640908014,-0.03831825594986638,-0.004076297821176345,1.0,0.07204220176153851,0.0827721083714661,-0.039480999873866066,0.056888313718979296,0.044256623649845124,0.05709278181411324,0.07306549806589534,-0.004336682372508327,0.04246798602617719,0.0005297281317057865,0.0607210788889879,0.10923606292350548,0.1026925795702698,-0.02567763511242248,-0.040348902872132615,0.05786861768980452,-0.02284359809832804,0.0007924928961146095,-0.03843052044380968,-0.05367130914110369,-0.004049938672534485,-0.04975146472299442,0.05127648795153013,0.06172116187436273,-0.0021066405203817758,0.03365570037167629,-0.10051847879277631,-0.05713318917038949,0.039807836931078706,0.02321383331025226,0.018351659205943494,-0.003303884566946223,-0.0027805245102327167,0.01495401124945906,0.05461527668289238,0.02796155321862211,0.03865647644460302,0.10446320369994022,0.00440667154731886,-0.07616193215871027,0.021312659657540225,-0.034925261724541926,0.020867797690477547,-0.0834095870000554
Heschl_R,0.5986768120120615,0.14716270554610486,0.5464647129410543,-0.05824404648509838,0.6231139961164784,0.7386751620444018,0.29642178879101005,0.7496042685274346,0.23812549935456276,0.7987574533102061,0.07204220176153851,1.0,-0.0994686699828033,0.6566695222624983,0.6040479677542705,0.36243897379607054,0.7420925711167676,0.36172899140516496,-0.11652402775684018,-0.12129187585649594,0.387231930973908,0.6564834835580671,0.7829453861315668,0.5503769393641045,0.36940715780549627,0.6031408982093335,0.6597398280828349,0.3821880635565692,0.6967880302575463,0.3315456717979553,0.4661883986855854,0.37238135706909264,0.44423436675849104,0.6947568810403302,0.7452226041639669,0.2818415605432724,0.16064137643696483,0.06127108039648285,0.12326544134792046,0.12950358352391977,0.4835615827654882,-0.23774784984748817,0.73886611419254,0.42445675768293417,0.5209656430609819,0.7157648657155133,0.15140408307729641,0.5565240766211095,0.6510961508502064,0.6436508394727735,0.4152296874554301,0.5579685497816849,0.742072392199278,0.18737683698620702,-0.13741296997798919
Vermis_6,0.022126075494964145,-0.06584722113367425,0.15420726100045545,0.10448769923232518,0.17148148970681243,-0.11421894653077658,-0.3464380604204908,-0.14686138363897583,-0.2459281918139977,-0.07485050578328464,0.0827721083714661,-0.0994686699828033,1.0,0.0649581205259281,0.19755478796639578,0.1782299858531444,-0.009008688842831835,-0.15910840855659067,0.06951636199409593,-0.07557531436813987,-0.12521186244452562,-0.11750964967547789,0.018859733226230788,-0.22675191746350593,-0.0387465870418226,0.07591905180719906,-0.018257235032992883,-0.2312643979220463,0.07122192362006527,-0.2728669620954221,0.08171296238471945,0.18270351195565898,-0.2192886140566253,-0.024997438391176238,-0.06504202706482458,0.2513449598067421,0.20190937388249097,0.2790544546910146,0.008867560592897292,0.01186799291892376,-0.08073627546604603,0.35571709090572334,-0.0024159792798497323,-0.03975620545486851,-0.1574977891661955,0.10391117139062564,0.011412336917881048,-0.29863864189150024,-0.15662552819132125,0.20228918500406798,-0.1826161680941073,-0.011710502850015604,0.09892912849168896,0.13099545321006298,0.2031859757038056
Temporal_Sup_R,0.47472018488373613,0.10859636986426907,0.39837193578624935,0.06315908629147383,0.661476230003472,0.5854086344247877,0.1600351751236737,0.49257407934236924,0.11908345056286743,0.6672384398439976,-0.039480999873866066,0.6566695222624983,0.0649581205259281,1.0,0.6860351192881575,0.3768079574730437,0.4727615026257641,0.2279736470182109,0.01056461500344516,-0.0643030791881977,0.2985152605646318,0.5245795783887981,0.5260606117779106,0.31626302999296274,0.496553927430469,0.6983450511872398,0.6015638153437722,0.25965845032240686,0.6761219462691777,0.20603526189258553,0.5526038742378174,0.6407921735577267,0.11892200729844034,0.6567518688893708,0.5076323774050587,0.30778656491084583,0.08451551683226001,0.36899173852231115,0.25332706876790456,0.20033760060553218,0.3468775410035883,0.11505859022737225,0.6477761937541378,0.2485691041525138,0.4269766521087022,0.720800305143976,0.0686793060244677,0.3950862386204232,0.5034622731856156,0.6582302764735222,0.3539590967761968,0.5745708711001045,0.7552984210729673,0.1615368876195967,0.01011827206736892
Postcentral_R,0.5407279509700658,0.11969029829754473,0.5106874629101186,-0.08126999353925844,0.685955831906692,0.5870664697969162,-0.03937304105476063,0.47468232427296086,-0.1230479858440213,0.5839879147350693,0.056888313718979296,0.6040479677542705,0.19755478796639578,0.6860351192881575,1.0,0.5967641264414795,0.6298155193653092,0.23272409684895318,0.07026042898700226,-0.013837139980620439,0.10767506301810391,0.39478761129457424,0.5893616791729133,0.2836132026782977,0.3917973193927869,0.5587221027264527,0.4832933964804339,-0.07512057445963569,0.6594976129869164,-0.004748271931822385,0.444144003536979,0.43297183236671166,0.057588103277643195,0.5961703544325215,0.5246918293418442,0.4735390477775997,0.30367381872075044,0.42260684128406684,0.26787876527249327,0.1986408481820459,0.2594153216075452,0.16640714100519238,0.5816965666127071,0.3502848558203234,0.3136988232860564,0.8694562648429766,-0.002037968393423703,0.2224930120523361,0.41776183445641735,0.7189735810056835,0.1665409233216385,0.4502775990951865,0.6955391666497607,0.46737234475308237,0.12621268247626613
SN_pc_L,0.6276094056190306,0.3574556381906902,0.2000385661911783,-0.0970271036378036,0.45757422965018163,0.448533265568708,-0.149606697005667,0.41396481227499365,-0.24909976648101803,0.4501278776944222,0.044256623649845124,0.36243897379607054,0.1782299858531444,0.3768079574730437,0.5967641264414795,1.0,0.4424019526986163,0.04537920099666626,0.11522458871527742,0.04741360084113877,0.1375995870653309,0.3932106964999508,0.43468711592239123,0.20334977288533507,0.1596682856161441,0.4685126904740781,0.3432477751441154,-0.11307783740602284,0.5215528504293079,-0.017761875467909555,0.3435888819017246,0.1974896317939241,0.07807586401449856,0.5122051855220813,0.36271499894809184,0.382544408600577,0.11704497945989427,0.24230539804445503,0.422725426132771,0.20096198050250533,0.17402520320642398,0.1290001216304894,0.3594176467536595,0.35270766364390743,0.009233291309927116,0.6160592442121559,-0.0846867141094978,0.15742858101328405,0.32285698099392857,0.5272299996694112,-0.08745676434886476,0.36355948444372477,0.5335798492750822,0.6549094494955449,0.11490452319193274
