,Fusiform_R,Cerebellum_9_R,Thal_MDm_R,Rolandic_Oper_L,Thal_LGN_R,Frontal_Inf_Oper_R,Cerebellum_8_L,Cerebellum_3_R,Cerebellum_10_L,Occipital_Sup_R,Thal_Re_L,Supp_Motor_Area_L,Occipital_Mid_R,OFCant_R,Temporal_Sup_L,Cerebellum_9_L,VTA_R,Thal_PuL_L,Temporal_Inf_R,Thal_PuM_R,N_Acc_L,Thal_IL_R,Postcentral_L,Frontal_Inf_Tri_R,Thal_VL_R,ACC_sub_L,Frontal_Med_Orb_L,Cerebellum_Crus1_L,Cingulate_Mid_L,Thal_PuM_L,Frontal_Inf_Oper_L,Vermis_3,Rolandic_Oper_R,Parietal_Inf_R,Cuneus_L,OFClat_L,Postcentral_R,ACC_pre_R,Thal_AV_L,Thal_VA_L,Thal_MGN_L,Precentral_R,Thal_MDl_R,Cerebellum_Crus2_L,Cuneus_R,OFClat_R,VTA_L,Temporal_Sup_R,Vermis_9,Precentral_L,Paracentral_Lobule_R,Frontal_Inf_Orb_2_R,Insula_L,Thal_PuI_R,ACC_sub_R,Thal_VL_L,Occipital_Inf_R,Cerebellum_6_L,Frontal_Mid_2_L,Thal_VA_R,Caudate_L,Frontal_Mid_2_R,Rectus_R,Cerebellum_4_5_R,Putamen_L,Frontal_Sup_2_L,Temporal_Pole_Mid_L,ParaHippocampal_L,Hippocampus_L,Fusiform_L,SN_pc_R,Olfactory_R,Frontal_Sup_Medial_R,Amygdala_R,Precuneus_L,Calcarine_R,Vermis_7,Amygdala_L,Cerebellum_Crus1_R,Thal_MDl_L,SN_pc_L,Thal_PuA_R,Vermis_10,Calcarine_L,Thal_IL_L,SN_pr_L,Rectus_L,OFCmed_R,SN_pr_R,Thal_VPL_R,Cingulate_Mid_R,Thal_AV_R,Cerebellum_7b_L,Thal_LP_L,Hippocampus_R,Thal_MDm_L,Pallidum_R,Frontal_Sup_2_R,Cerebellum_Crus2_R,Angular_R,SupraMarginal_L,Vermis_6,ParaHippocampal_R,Thal_MGN_R,Thal_PuA_L,Cingulate_Post_R,OFCpost_L,Heschl_R,Temporal_Inf_L,ACC_sup_R,Occipital_Mid_L,OFCmed_L,Cerebellum_6_R,Precuneus_R,Vermis_4_5
Fusiform_R,1.0,0.5359017602010899,0.3835613822593681,0.6445880215520909,0.41586405185945796,0.6179153537678365,0.5638837040333023,0.7491633382433002,0.30268277554879186,0.027706954837560076,0.24406984746122715,0.7767372793137023,-0.13410198417745553,0.08066641401175761,0.6438703447213647,0.04091879573720773,0.5449375379583346,0.26511835521756827,0.4533756211075847,0.3367789135118633,0.1050787852209002,0.4861128327902861,0.6217098514910576,0.6386231282705023,0.688242083022977,0.20655162956313752,-0.0014521389385140193,0.20484146541217632,0.6237263214751145,0.4795387573427298,0.5833672359408943,0.8238729308169674,0.6525473164294076,0.30824195127346843,0.6133661788184567,0.10809136284359044,0.685955831906692,0.36014114958412274,0.47989684543891215,0.3331806410118425,0.579345496401842,0.6872302320867871,0.3931915808041645,-0.13169866356209048,0.6001413488997319,0.11364108153147547,0.3139687476001236,0.661476230003472,0.16086615691518694,0.7190135666573226,0.6726998794096012,0.5876484265895486,0.6031265875687375,0.3724459891014626,0.07585869340496008,0.5378897289852269,0.32367259681503,0.5565046737604693,0.647015291649474,0.3605619424290409,0.7647917741734652,0.6914258180228171,0.020301779240276232,0.8260448530402423,0.5445805951954645,0.7662096290102264,0.04298051276827225,0.5883409425982062,0.6601651805423396,0.7579904257631567,0.4927536948794753,0.21780748465620525,0.6041413699243346,0.21533085125451182,0.6857585446594122,0.7478797713985681,-0.009384412638701654,0.30151015419365657,0.33309553891400073,0.35839659079047687,0.45757422965018163,0.3536427702817261,0.34816481093947715,0.638667680967894,0.595382624225719,0.3482242181458137,0.22997822015714736,-0.12559628984618929,0.5423380109588153,0.6169442626100684,0.6454206964973931,0.12197434877396678,0.3419793413038586,0.30811883857313654,0.7090127329087568,0.5672445576300704,0.5150853270742941,0.7628598773612508,0.22852533585046092,0.14548256953026117,0.5026985513075869,0.17148148970681243,0.5681437283189148,0.43965245682900106,0.47144138643881744,0.4174365503474393,0.3867605699208533,0.6231139961164784,0.49716601457513454,0.5494060474060741,-0.1174874443737791,0.2060913157843462,0.8159812251392691,0.7070269850006099,0.6925191731577466
Cerebellum_9_R,0.5359017602010899,1.0,0.11001211275470492,0.4359229077688608,0.2753265199647545,0.3636287336122696,0.3517810628368372,0.5058910974323683,0.18116603369900525,0.08592535249775965,0.18449944437488658,0.4596705620459666,0.042161385390495604,0.09703070493393946,0.4583297175383122,0.3287097978650388,0.248133536654566,0.05771702179309998,0.15300695067088285,0.29449664007367093,-0.09304038026657863,0.3464288214827794,0.46415532368669243,0.42678205216016113,0.4307691884672249,0.0132940022548156,0.09843566810919242,0.26081999970578973,0.5011487141508364,0.4070466064808764,0.35640903497807985,0.5526702797372959,0.43671970717779773,0.31164264279319825,0.5013170644063367,-0.11265811087052034,0.4943415415131598,0.3630259996387126,0.19742512511476776,0.3144841098211389,0.28543490508526076,0.45047150654231694,0.4818396354538258,0.11384387115275968,0.4183784223690614,0.1605752253822659,0.29778233309362623,0.4234140154610696,-0.1202068999102565,0.4169223157760058,0.41213535522528566,0.44715207633307197,0.3542733839916977,0.3091934496914005,-0.15635914300609022,0.5092067407108862,0.20680255332136696,0.42720675226799226,0.41014570447426224,0.21491777206975948,0.45604547644663124,0.49077607896788555,0.04691388335365724,0.5782767540022082,0.2699824588854469,0.48580922666142146,0.07717754738695203,0.31357261350366,0.4232816586525406,0.4850880879664618,0.28254966357681693,-0.010855656662737374,0.44381976545193824,0.0027161690670482407,0.5156152403675281,0.46489443214662407,0.06107493390664005,0.11711065400322812,0.2133579778484381,0.2847545371450713,0.48186594744269107,0.29700265293936656,0.4207844634515547,0.45597774200005525,0.34405058915330244,0.2419060210468491,0.05444784971991388,-0.18599176592052655,0.45334734600655974,0.5051600561595384,0.5087758490871349,0.05260411127768446,0.11990456075860269,0.0093965128191699,0.40673746765280944,0.22094747873945747,0.20879915276713085,0.5156073669801426,0.07821410717488578,0.004207651398894922,0.40349035020283597,0.21119279348815878,0.31875759101204065,0.1373233656687474,0.20795545065396767,0.35721008093578127,0.17417018427451003,0.39601301404558387,0.46374197624215735,0.3578921563674274,0.000811574047855254,0.2111666596822904,0.4728959351430499,0.5371154707797484,0.5100198870053273
Thal_MDm_R,0.3835613822593681,0.11001211275470492,1.0,0.267022038708252,0.5706853103722266,0.22569667444919644,-0.01244835829131415,0.41716757807782634,0.2221404876211651,-0.11924508919129437,0.5839105864802798,0.3675380373341443,0.028827392170332367,0.13688675605891057,0.4179945633220417,0.08136680868974888,0.24423363711686566,0.11004732588201863,0.15336778986956115,0.5934714541324559,0.20067029464395336,0.3949443773032217,0.2724219284491942,0.24806594049873004,0.5891593372323608,0.006083794267973631,-0.44588551291521444,0.07267704492130413,0.2134212130444832,0.366815763505801,0.260324434141867,0.3820930709014517,0.16997775341002003,0.14259453300992936,0.07550274593277505,0.17280112571961903,0.2951813905141813,0.2219291093976386,0.1854847947754479,0.03979505257110768,0.38147875967147044,0.22930673091795067,0.28296363022840193,-0.20252631163254095,0.28487818692244643,0.20319176095339125,-0.05239167612033941,0.3987115116926332,0.1984217571810887,0.2596404704737969,0.3383724992068797,0.11753634744746491,0.3828640723439917,0.37424006766692536,0.2791512826928891,0.298307843558185,0.10976598582626852,0.5090682327035497,0.39790322825704316,0.674163335034277,0.38478725465123315,0.3970653933320902,0.02016430391606429,0.34641726355577035,0.7019316606706384,0.38921830756348536,0.08140019231978218,0.4128492316428993,0.5111931694546648,0.4804226572056398,0.14238308411894202,0.40834376093022934,0.3183488099199029,0.2595651248209399,0.4735800062844374,0.25897020762658635,0.07288564516614057,0.4828396144850171,0.0620815893098579,0.2307867830807895,0.3252594724203123,0.5315929777492217,0.24432328553250748,0.5372827846852014,0.17797920635784317,0.29678119792956886,0.03577353846879486,0.0292710939357436,0.3386878812721831,0.4743985205741676,0.2965958913169471,0.24324340545063877,0.011306575984657532,3.7962261424037874e-05,0.5751683329760521,0.679969227408181,0.42379707119025684,0.43402728718904376,-0.008335371811659683,0.011029149163233063,0.13249011209102118,-0.20527346695374596,0.44661885371673843,0.4990393218858695,0.4647374329099505,0.28162425917252093,0.11808950938972095,0.3876042451543617,0.3705222073484401,0.37699285077034883,0.05234442429211958,0.010596490408005655,0.5429541976193825,0.4034608994844813,0.39490594021855013
Rolandic_Oper_L,0.6445880215520909,0.4359229077688608,0.267022038708252,1.0,0.6368199961875338,0.7460608632182864,0.3965371435791226,0.7699089620191814,0.4148965850531021,-0.0918525178254007,0.2655810473428396,0.7947200387891058,-0.04449331140697535,0.28846305054145144,0.8498103585666198,0.041514315412030045,0.5466216638641642,0.33088471187530566,0.33077761001253186,0.5677838909986878,0.3850756965941758,0.6954220082715508,0.5576539229306599,0.7559279626676683,0.664987626749729,-0.1309875381230721,0.10464831913276199,-0.09832438528464162,0.6276672103203895,0.7466517619916869,0.7788970810469441,0.7236196591263885,0.825207930233833,0.0063573495598318605,0.562115374028738,0.4311753163445606,0.46912510030693305,0.48516076064574276,0.4042261288774588,0.6762866394857188,0.5205044268885379,0.5468618018396222,0.31656591435608106,-0.05474491459280429,0.3708614906088349,0.036709218321392456,0.1045294667776905,0.4826235499321075,0.27459564177466494,0.6823571812996976,0.5596370849938157,0.4497925103106929,0.7533577891603521,0.3847153779849486,0.002202268255194277,0.7359557047447991,0.1407870939520023,0.2313090528792512,0.8068892723003538,0.5310747066092575,0.7314335215691493,0.7978093145478871,0.21839217699110822,0.7594381897986648,0.6437662677829283,0.8183451675506836,-0.13263049119284043,0.6312412582842571,0.7702775565813944,0.5520083576859819,0.47605903175468783,0.23583873258356727,0.7612474608047014,0.37995751369546016,0.5517953014054714,0.4444361963159746,0.022653645642076007,0.384427778023367,0.02143374851758212,0.5800349428305703,0.33332990605490304,0.4932675281570396,0.22940120816255924,0.4803021801760326,0.47122160294551696,0.146932645599265,0.21776141194019089,0.053745649386647255,0.5585362448230194,0.7058130923132744,0.6420973954849687,0.3524925495484403,-0.07156720139798085,0.2819041194507124,0.7508110791563847,0.5340072089479159,0.6182570670772263,0.758887475796256,0.02954395281512861,0.019361983137123777,0.5242170165113872,-0.06808599138479438,0.6599262121699263,0.5430170928278025,0.42353290209172906,0.5564832457689043,0.34000908109589645,0.7736028148605227,0.655896533816694,0.630869699913684,-0.04101896930022633,0.1972480591645444,0.5492733166990437,0.5299478718670463,0.5359145089815779
Thal_LGN_R,0.41586405185945796,0.2753265199647545,0.5706853103722266,0.6368199961875338,1.0,0.5088169553291836,0.039454129225405137,0.6132994749610514,0.4319328816941342,-0.1614568654098859,0.45997015331023233,0.6403768627459915,0.022162354873178778,0.18329247467721355,0.6800793898158921,0.08268275850406501,0.3742958271646147,0.2225564607838541,0.029053407639142798,0.554965436264081,0.28065592115885063,0.6046780730394506,0.46898306109572385,0.49948311398241696,0.6651671872125067,-0.033416823607801835,-0.10844055450626015,-0.154773790196324,0.46094488138300155,0.6275717265493549,0.6134789073163995,0.5429333233620491,0.46121437033764573,0.06622575924884318,0.27084873328754233,0.3441442283112055,0.4055993303907372,0.3762234388972365,0.21818070798542272,0.3644153213940889,0.5659717550729576,0.4733870366969948,0.3576241171589703,-0.06302202392828245,0.3073291430843362,0.21292123908392516,0.14664268829094362,0.38400809082266585,0.3391140748779332,0.5415292858059446,0.5069688952404456,0.27880840127867434,0.6134866381754506,0.3742454877511756,0.2262638547177297,0.5650956178068391,0.037762959835558794,0.35411022393099,0.5987140064139648,0.7056682830654941,0.612505113870837,0.6804852342564688,0.0871297252043933,0.4842440117691998,0.7191622470069091,0.6520314485941268,-0.022903709557501685,0.6171126067860083,0.6862623795934945,0.47503812220343167,0.2540116354931474,0.30223445957272504,0.6001305654687519,0.3891244078786944,0.5679979479380599,0.3390867104104233,0.13822510005357572,0.5087374934321399,-0.09878482496988623,0.3425003193839969,0.38724655497215166,0.4948606913984462,0.18578825334999136,0.4544304344417487,0.24260332899410722,0.3029955791858204,0.0008231288666050979,0.08656003372077907,0.5700462391082435,0.5067743999760373,0.5353814839178996,0.21433130767158298,-0.1113478484235923,0.14843222028263311,0.7303057780499238,0.5669093096682181,0.5592739983031324,0.6816327646519077,-0.07879497566499757,-0.015350981489423736,0.3479372815955877,-0.16639827271443888,0.6064969442479711,0.5147999914853053,0.5082600128563517,0.5500989043834535,0.15153437819719875,0.6296761661561223,0.5270565992534517,0.5205725272431874,0.011800054048590605,0.049782887633218934,0.4355895634075266,0.5057085759979669,0.3458944341718501
Frontal_Inf_Oper_R,0.6179153537678365,0.3636287336122696,0.22569667444919644,0.7460608632182864,0.5088169553291836,1.0,0.3352853447129143,0.5902990886180159,0.36732993833953465,-0.05148294943261193,0.2557167622001465,0.7802732841005267,-0.015680726419410207,0.22839886159461498,0.6942307687216027,-0.01112579925878055,0.5809068067528061,0.330442073282549,0.34957559062139837,0.3838957607573597,0.3375928575118173,0.6129358812749234,0.42300087942303777,0.8988090459466299,0.570935164997687,-0.1312518056527461,0.062275868667719385,-0.06585492320173558,0.5169210648071233,0.5878893534782009,0.8805692149100663,0.5951725730968573,0.8652891993974958,0.028874077733401737,0.5522497119671159,0.3075244577243123,0.5133952300881838,0.38093769312068737,0.384005251850749,0.6218094436880554,0.503918377718341,0.6649833957178177,0.18572305892852975,-0.017195054816954165,0.4374692383772753,-0.014930977662779836,0.038289627458549094,0.48165795401488165,0.28367740001034686,0.7947187134885808,0.5547840178471406,0.5192041242921774,0.6469562622350327,0.18195926804014229,-0.09252738742576071,0.6402411731485843,0.20116708365015837,0.08255543320725009,0.7438967310756096,0.4948905181402845,0.5715565750576667,0.7896936993715477,0.11303916853348063,0.6942500873289128,0.6063741348028527,0.7351901412290343,-0.11577672956689773,0.5440444346339894,0.6470422269647956,0.38568574535117806,0.44445287828787583,0.16664052892004017,0.688119692452767,0.31464812118376984,0.4751940117309893,0.48852821631453297,0.05488919920503925,0.29384843672862826,0.08929739019542998,0.5379733426176679,0.09894632425862962,0.28728854126894077,0.09389463312665298,0.38884779818199994,0.3205382600933471,0.07910134520643994,0.164556666614057,-0.03147190011460324,0.4667869767412779,0.4830988086751736,0.5820909452995013,0.3344042281809648,-0.07465613945843175,0.3269601889991903,0.6649580165783272,0.5182799437363477,0.5784436321496088,0.7058858424878688,0.07556191996819239,0.09510823916292425,0.29823676160006507,-0.03868473691376755,0.5241074955161115,0.5934137557757911,0.2923610590317644,0.49303388278999255,0.3727700514717634,0.7351878562189066,0.4263342786225464,0.5059749176279449,0.002983177229538892,0.06902617620118845,0.48010068835741027,0.46848444751462576,0.36219917068138024
Cerebellum_8_L,0.5638837040333023,0.3517810628368372,-0.01244835829131415,0.3965371435791226,0.039454129225405137,0.3352853447129143,1.0,0.33273582079038566,0.0013603822815321126,0.21257611292961454,0.0640664268954652,0.4013114446614264,-0.009795154111695067,0.08915368715789881,0.34922421300590606,0.011970143190136201,0.31408813534909485,0.09049445271403424,0.2526576952230859,0.061001173250267764,-0.0587233613205288,0.19683080261206828,0.4145166042658566,0.3114284406918629,0.3482734474229913,0.14921302639568965,0.12360431842721444,0.28391597951786124,0.46855903807705407,0.1858581445872625,0.28529115972931823,0.46073380186003865,0.4401456738396514,0.2658946677756661,0.5820335252697442,0.05871409629699283,0.4399309625546649,0.18225582750674083,0.2705049819355895,0.2002105978188084,0.23428869142565112,0.3712742844185364,0.18600013511244548,0.04857089828086253,0.4154917900455834,-0.07191621348118146,0.2892314488309462,0.377472893407935,-0.11944942480508682,0.4051574897309632,0.3989362667815032,0.3474280029589024,0.312076158610682,0.18333154681818153,-0.15727597408651398,0.3219342809520774,0.10192973043889526,0.2632997718676527,0.28580079036922346,-0.046955144777165544,0.4450992303251581,0.323271677334218,0.0004041035726124405,0.4277589595949576,0.1438203761914022,0.3993110845830363,0.13855891638923942,0.13122341980706978,0.26429909122808304,0.448834082681245,0.29312720876638687,0.05701215953111617,0.29940581459676413,-0.1069600594238999,0.3297947064066531,0.5131799175905032,-0.11679544222720545,-0.08388842976393075,0.21659182508296507,0.1789558759225002,0.31878191815400575,0.07896625622750146,0.19440911514701145,0.3901097093857952,0.41851152420958043,0.21341603958347755,0.19981558020946172,-0.020724893961169416,0.2186308815635646,0.4030725967710831,0.43265979187876374,0.02950553443049103,0.3438659993193564,0.25562216085237316,0.23216575842526246,0.10760213063574249,0.16442320776040117,0.3595070659469631,0.2554867259764908,0.1998420043666662,0.4646099588389676,0.2736364927373785,0.1114561946640109,0.12363972997795962,0.1415917265498618,0.1441645905954467,0.1949279664758922,0.3426869651986468,0.2617245497453714,0.22155826332989328,0.02551167344503065,0.19400474055255357,0.41140266989603325,0.4149924181951314,0.4416467184454242
Cerebellum_3_R,0.7491633382433002,0.5058910974323683,0.41716757807782634,0.7699089620191814,0.6132994749610514,0.5902990886180159,0.33273582079038566,1.0,0.47176159692943914,-0.12958733951838444,0.32492036929940926,0.7802424471080183,-0.13039482681221995,0.12453940616910403,0.8387997526838953,0.1033925507973106,0.4638897044326325,0.40100219682825466,0.29943224525400713,0.6806654605971744,0.29181533824563094,0.7218520541866991,0.7678421799836659,0.6614992438510553,0.7007905951983212,-0.12604873099052083,0.0037915764260920606,-0.06101525947580792,0.695660879981696,0.7398936405234979,0.6853962901108227,0.8716813641197345,0.7008174840649164,0.15603867141969335,0.5233445142444967,0.19938618882685422,0.627707084074088,0.49710275681802585,0.4618309730078789,0.5659492347610057,0.5492873048423398,0.5540444444218021,0.4523421006025527,-0.10929309945451854,0.46987388648818224,0.18022553799155405,0.17774839019079133,0.6214713475296181,0.31788010146201967,0.6335085345213346,0.7033535639371599,0.4279839592263655,0.6737407183697316,0.6020958461332552,0.06326180483336385,0.7546020070289668,0.149595357297744,0.501563340881923,0.7774184147682538,0.5227912128915075,0.7691340332285067,0.8376838069053072,0.2174157576242408,0.8602438826698646,0.5833446113219963,0.82366490198984,-0.054649575832262015,0.7645997177965059,0.8591631161856113,0.7201769387864784,0.39645660996115734,0.2007780206291625,0.7825521396626159,0.42113012160405333,0.756146924043526,0.5075475696050172,0.08118254252322854,0.460634146665618,0.05774971269758933,0.5959000899984471,0.4969060660423116,0.6463780792001637,0.27567339582277933,0.6354352638129469,0.49107559658509325,0.23992039779530963,0.12663493644203128,0.022305288591877324,0.6184104946125162,0.7677900895764462,0.7214657509151549,0.3008674174665095,-0.0019645691481296923,0.16933790739911703,0.8203571036662594,0.6986356249129886,0.5482334511518806,0.83416799605482,-0.03511852382451597,-0.05764850941696118,0.5400489800552482,-0.0898589280369216,0.8115551901470226,0.48856310094857097,0.5570391499686154,0.6407508716066949,0.2020160874752248,0.7809285380529557,0.799018471968211,0.750035758708216,-0.07478074291140666,0.25977602938379674,0.7219589086551306,0.7176863922712503,0.7276897314552706
Cerebellum_10_L,0.30268277554879186,0.18116603369900525,0.2221404876211651,0.4148965850531021,0.4319328816941342,0.36732993833953465,0.0013603822815321126,0.47176159692943914,1.0,-0.23706373442923825,0.0974599630836548,0.5079124647559916,-0.15445674199148945,0.01899678173155985,0.4059694788254688,-0.05104451070587463,0.3597850049317944,0.4261613345876534,0.05768139606398832,0.3966468226835628,0.3556752323526614,0.44020757907308977,0.3240345587532507,0.35588944784058696,0.43857547578517136,-0.07128865057371551,0.11986388544012438,-0.3144183231643544,0.42497202735088013,0.5011045598745385,0.38809881867959733,0.4239584621259033,0.3647659089344658,-0.15160908453734312,0.12557564360291681,0.23800986639524818,0.2594153216075452,0.3717249486379722,0.2879492566503569,0.41055181906947885,0.3337340706515645,0.2483787410269048,0.22321553216378245,-0.1695530174397734,0.10060946415406367,0.21347302033801716,0.062273165810080314,0.3468775410035883,0.23833436908718636,0.3441679014165122,0.3872240764727275,0.25650292405302644,0.4466684352459153,0.4085212763093644,0.10675188363726301,0.3893980239745263,0.08692189200589913,0.16715911698041622,0.4497959902696925,0.3658043786874711,0.5765753965173065,0.5081614496081155,0.1784404186718303,0.376430410631509,0.43915501327253803,0.5176781492253196,-0.18345818303189923,0.6909258475040613,0.6107719309516523,0.4145999024688945,0.2979284243020745,0.3060411721142721,0.5791432154862121,0.5802070711942687,0.29649355402796557,0.047495210260672674,0.02321383331025226,0.5329395610784081,0.02379988745448956,0.19433111382860027,0.17402520320642398,0.45993101259488184,0.13767455685466415,0.16843329696953077,0.3869470343410204,0.07142370752803835,0.08469607750401908,0.16067005708194096,0.5148936351219108,0.43156633089506824,0.5193573713618543,0.3636285864133708,-0.023255818550530917,0.08031646923779154,0.5593795647723917,0.4388548698151014,0.5125378952936431,0.5135789065319574,-0.0799992483058326,0.04927514706430408,0.03936754393336837,-0.08073627546604603,0.6410641962502238,0.20200245769207228,0.4656497055773033,0.4620359434750186,-0.04794454121952304,0.4835615827654882,0.4658120296267308,0.5075820659586935,-0.17123612905437935,0.1261028643550335,0.2844580205916274,0.28972768948663935,0.37848284493162454
Occipital_Sup_R,0.027706954837560076,0.08592535249775965,-0.11924508919129437,-0.0918525178254007,-0.1614568654098859,-0.05148294943261193,0.21257611292961454,-0.12958733951838444,-0.23706373442923825,1.0,0.03663765222437933,-0.024987745723836528,-0.044237096587992415,0.17176004393992572,-0.03418111612007512,0.06503123729586831,-0.13223351193092872,-0.05462417798825952,0.1606883644967231,-0.15546984302499486,-0.0689371042079768,-0.15677140799991962,0.10839780815645701,-0.018933045537243336,-0.06566015533365444,0.129936199546986,-0.07184423104412317,0.20442735164336126,0.09380747154309844,-0.1143876013816616,-0.05892467115184945,-0.08389268798844912,-0.006535165587146827,0.24739030311988272,-0.05986214933250314,-0.07608700780191792,0.12621268247626613,0.047496402098164935,-0.032444299672128564,-0.13770425631277614,-0.020950226310365673,0.08660211695910182,-0.08766202133543922,0.04560610447362887,0.10878597188683561,-0.14778804022771505,-0.031768543064732625,0.01011827206736892,-0.031293438674408716,0.08553772778620908,0.11454218673510612,0.03340992323681821,-0.05589053654550826,-0.15972565359730082,-0.043708262073229344,-0.08276015177045577,0.06522274408719642,0.09133760574067534,-0.01645999607180238,-0.21324074741815216,-0.05223387584127976,-0.051698066665807084,0.06815220897775681,-0.07006144889202838,-0.09690664723539476,-0.013367458681565518,-0.008387321803264862,-0.19758673303497565,-0.11183864901814443,-0.028279232822106013,0.05237000895088503,-0.0365829460923562,-0.09299012062214673,-0.20343964244005866,0.06462277924012483,0.08251782406455155,-0.0834095870000554,-0.16914257745347552,0.11418240972690319,-0.030841195770798205,0.11490452319193274,-0.20915780584336993,-0.09648260614050624,-0.004057950826034046,-0.041305720370531214,0.12503004185621902,0.08635341441256902,-0.1888029368812973,-0.1054806508036917,0.019573641270904545,0.04943751736202165,-0.11048519589181124,0.11385584280816272,0.07787166594630003,-0.09371400380253525,-0.2161992253427169,-0.03754039499072161,-0.018860167272780778,0.03611494914239787,-0.054628011266713,0.19093336248579032,0.2031859757038056,-0.22394255166130106,-0.02812430074177979,-0.1173254257000119,0.01665512802325245,0.22408397151379914,-0.13741296997798919,-0.04506160004204474,-0.11641380254371338,-0.05383825677526181,0.04608842426592331,0.10700105451802595,0.11296982916514951,-0.02924504547180656
