,Temporal_Mid_R,Fusiform_L,Cingulate_Mid_R,Fusiform_R,SN_pc_L,Precentral_L,Thal_LP_R,Cerebellum_9_L,Supp_Motor_Area_R,Calcarine_L,Cerebellum_9_R,Frontal_Inf_Orb_2_R,Thal_PuM_R,Heschl_L,Thal_VA_R,Cingulate_Post_L,OFCant_R,ACC_pre_R,ACC_sup_L,Thal_PuI_L,Hippocampus_R,Cuneus_L,Supp_Motor_Area_L,Rolandic_Oper_R,Frontal_Mid_2_L,Cuneus_R,Thal_PuL_R,Cerebellum_6_R,Raphe_M,Calcarine_R,Pallidum_R,OFCmed_L,Thal_PuI_R,Cerebellum_3_R,Temporal_Pole_Mid_L,Thal_MDl_L,Temporal_Inf_L,Cerebellum_4_5_L,Cerebellum_8_R,Temporal_Sup_R,Red_N_L,Thal_AV_R,Pallidum_L,VTA_R,Rectus_R,Thal_LGN_L,Thal_PuL_L,Olfactory_R,Cerebellum_Crus1_L,OFCant_L,Frontal_Med_Orb_R,Cerebellum_8_L,Occipital_Mid_L,SupraMarginal_R,Occipital_Sup_R,Vermis_8,Putamen_L,Caudate_L,Rectus_L,Vermis_6,Temporal_Pole_Mid_R,Cingulate_Post_R,Frontal_Sup_2_L,Thal_VA_L,Paracentral_Lobule_L
Cerebellum_9_R,0.5041767598390077,0.5865629443270353,0.09093744751109543,0.686122094092914,0.3821717341927677,-0.4454655967061555,0.14635998936563213,0.9456974348805003,-0.1177291698915181,0.6111163248238124,1.0,-0.4829230962624832,0.2090397986177455,-0.053595390082256084,-0.3604374405476973,-0.12338482706612075,-0.6604147514041235,-0.33959231043087246,-0.03289182742544388,0.02020755237056898,-0.4399265815596993,-0.02582319716468164,-0.21252874045617257,-0.13225439693646368,-0.3603685889660389,0.1030229122763489,-0.04178128033099566,0.8849255522282546,0.2594213830084141,0.7749659448239035,-0.37922164269032776,-0.3585338263116423,-0.23046500064483047,0.014984722258356094,0.725177618603298,0.09219072257905883,0.26530377821888323,0.24782627063528082,0.9589449122195097,0.01612252920085673,0.09142922053554489,-0.021234892074122727,-0.38350085496087744,-0.3681073207913636,-0.41034363201008084,0.16447021888460803,-0.014793099484776612,-0.5531515687472904,0.9182379561388647,-0.34354469834773294,0.1579135136318941,0.8721555632461568,0.5806647795889684,-0.06553677263414062,-0.1872898631273269,0.8958983948615657,-0.3561948532075066,-0.12504945502265252,0.5419410746270479,0.9075369806182788,0.6470013251824922,0.34002702985001537,-0.2782395067175752,-0.4591686619130766,-0.6551917302783814
Frontal_Inf_Orb_2_R,0.2195803836635916,-0.14476963588813418,0.07352273457070195,0.07334931503395081,-0.31874838659840593,0.5648646899052723,0.3978340593303547,-0.32126901791244955,0.33802836737019815,-0.20026494468634076,-0.4829230962624832,1.0,0.17359316865005595,0.12482396477715914,0.6413709289810572,0.35067997605603823,0.6768067539293987,0.5783902821303709,0.42666223554694,0.23919278787300036,0.6744093602323843,0.021068665819238528,0.23664485809283653,0.23146684123814643,0.7420442115630567,0.11611932596500858,0.22101147598612195,-0.23615805713064608,0.18597338007338365,-0.26888942900268226,-0.058519646732762734,0.2016387199038605,0.3602469693802454,0.5622279857112173,-0.3173509411264803,0.20112094176416337,-0.2784883260948074,0.1619898404019588,-0.4255142738688078,0.3300028973121934,0.282068330548188,0.11322013166508117,0.16935442831605346,0.43492754447905047,0.38488601790478416,0.23886042496392043,0.3650360477945615,0.5341406805933729,-0.47459127380448346,0.6170317133682168,0.362238401206895,-0.210729562136809,-0.31498103326284577,-0.0962951244650834,0.06440958508654489,-0.420494497553494,0.4191043588765475,0.47529152194159924,0.02951405471171964,-0.3177805675497898,-0.11353041385324407,0.034495007034691216,0.7484027071979916,0.6762931627878679,0.14917216496282823
Thal_PuM_R,0.29871645173258016,0.725789062201805,0.4103620564386297,0.5008651393447857,0.4518212387625343,0.09083694339673125,0.8651526429473452,0.20743866419936832,0.40616693350631694,0.3090775391665923,0.2090397986177455,0.17359316865005595,1.0,0.6912394955550805,0.32994026498939333,0.5872814093939398,0.1303933079253186,0.21562311275852825,0.7121334040722109,0.5309629896825363,0.579113492317553,-0.06279095806767794,0.3779087480189919,0.36465645021248316,0.30583684104061115,0.26914825221939076,0.5767870801453967,0.39823099019980535,0.4120519993310733,0.3912766382191104,-0.14592579273005268,0.22465839983102667,0.6761086966861873,0.416724984243798,0.12126621323201585,0.5336887204467238,0.5668422138772616,0.4629034031959294,0.209596926789399,0.4589534394560071,0.6747576391294599,-0.11035390248116174,-0.21055129913650447,0.4804187229738201,0.20249524647056336,0.5906696837083619,0.7831641726341599,0.2926794413219978,0.3400232683900841,0.06226428566175342,0.17945193430373735,0.271765323272089,0.06507408919616098,0.1472066843761358,-0.16348963927837556,0.3615594533331832,-0.023884048420939104,0.6433925792785541,-0.014805534754863795,0.30387634756810716,0.08764720906707481,0.6292017419565527,0.26235896358545857,0.3070884163966776,-0.19173201020462696
Heschl_L,-0.15711715568616172,0.6525911843359561,0.4543019658308837,0.08679151577224002,0.41411937979388896,0.13956541273291495,0.6330718740186637,-0.13985091036770345,0.4855506030238285,0.2766331895936965,-0.053595390082256084,0.12482396477715914,0.6912394955550805,1.0,0.46563599814295853,0.6259749654038193,0.3147805391831523,0.41221233736906804,0.7331856786341899,0.5812960776112833,0.563557254948843,0.002710095481184486,0.5572306918990526,0.6857088368171474,0.40377582282436425,0.2399849222096794,0.3986099209079872,0.008991915982354328,0.19104013080742374,0.23232962943552568,0.2207548813543212,0.29793141792841477,0.664410373456658,0.40614924639146455,-0.17238359942938447,0.5854911220861523,0.6789717627780891,0.5689152169622952,-0.09644437410326666,0.413120541130412,0.5608742738629767,-0.17986017812765248,-0.09561786875177078,0.5998838318520844,0.30509639993627546,0.4805830584302814,0.665175970810189,0.42538300451839944,0.08113935691532108,0.2450317020510354,-0.09845903735552046,-0.09326212169772308,-0.054505413815466995,0.45478246443228804,-0.005718108992762137,0.06435554828805168,-0.01726349999656819,0.7521512217227185,-0.2996713061704099,0.09103320244402822,-0.1979027483253304,0.4065277933697316,0.27825341424927136,0.41873439909228305,0.14319536433379662
Thal_VA_R,0.010006828835840824,0.09572770844488793,-0.04234071564194616,0.0841827585323588,-0.03703343755112052,0.18152110204197688,0.575014428481017,-0.3692307185690994,0.20325383455476262,-0.2410013781489197,-0.3604374405476973,0.6413709289810572,0.32994026498939333,0.46563599814295853,1.0,0.47233437334831435,0.6879236645191508,0.6706894156983492,0.5271678783683522,0.3290167261379324,0.7541268181552752,-0.34329250816679135,0.2615993910721431,0.36190296304477415,0.4581982507753024,-0.19253385938866038,0.04637620098816699,-0.15188001775643806,0.29564765960685685,-0.2618341630598955,-0.18242687715882136,0.3925296690448559,0.46991095700767,0.37971597011096686,-0.39232215865205655,0.33100024816996904,0.16322722521581093,0.1538119021940146,-0.32618793078907254,0.368786179590005,0.40130076306268736,-0.21236973489218317,-0.1315136146791021,0.7111145011006823,0.6294299930526058,0.45832796152790295,0.3685406401147769,0.8162609047358884,-0.3024990914056157,0.506184039427327,0.18299078440465413,-0.3133424629013181,-0.5676543476986152,-0.03479146924463326,-0.3246355180871025,-0.17848590523041516,0.12371113825018917,0.5975548194330822,0.01830652475018415,-0.20620563126433966,-0.1804304860389091,-0.13871607094576674,0.403523453821752,0.8710185017636635,-0.02673178386176563
Cingulate_Post_L,0.17638928977257826,0.4195405412849761,0.4806085104043712,0.2574527484095694,0.17220357495091856,0.43734588088782345,0.5676242079630102,-0.13370565400101803,0.6235746531649837,0.2301017284415687,-0.12338482706612075,0.35067997605603823,0.5872814093939398,0.6259749654038193,0.47233437334831435,1.0,0.2329483877158543,0.24695974783003605,0.5708940124896978,0.46653647562195194,0.6453312206321693,0.016867047290167823,0.6380187724291602,0.5231205105224966,0.5416801143959437,0.2979950130633404,0.45930618779149734,0.0973240213530486,0.31338523648899513,0.22875961428809055,0.13734109621010576,0.38058724330160926,0.7117347076119753,0.5310669155015489,-0.15134494165569107,0.41087067098636487,0.34865626632200536,0.5423824672940166,-0.08462180657592573,0.5654613269946314,0.49980819847769187,-0.017605320219136245,0.06467535086383644,0.500945022996061,0.1971977180149452,0.4729667407144571,0.6199956543091635,0.3804613695502539,-0.02493313076906684,0.18909090912496082,0.06984283494726135,-0.04393778343734581,-0.12583466518575875,0.35161253212682964,-0.011797943892829323,0.021615623196227316,0.31749899706705814,0.5733975730299979,-0.13371259419189183,0.06618914450671559,-0.11770732102957851,0.46692012483510753,0.5379427313457744,0.5578941725457167,0.17403007486981306
OFCant_R,-0.3250059545699535,-0.20224545265947916,-0.1892880972310695,-0.3763117847364219,-0.0586283040413705,0.28971324916652597,0.27372030569682115,-0.6125604709952643,0.11984970567224368,-0.4308414527185838,-0.6604147514041235,0.6768067539293987,0.1303933079253186,0.3147805391831523,0.6879236645191508,0.2329483877158543,1.0,0.8157195789173081,0.3665886205831154,0.21343405922976916,0.6098929900185999,-0.043859082554188425,0.1935917772455335,0.1587987298627117,0.48602653950303787,-0.10040962929715562,0.0014688260506390838,-0.5839332044651954,-0.04801793090779188,-0.5494191693753837,-0.05915268533365884,0.21585459781185917,0.2991609763424428,0.23349812221050595,-0.5102307726011787,0.19350119165572838,-0.018553859337868735,0.008425308102258087,-0.6959283190702925,-0.008128159450869725,0.26675122313170907,-0.31842450126126426,-0.03052316589227272,0.6245686875163674,0.7985255145070594,0.11660685682230287,0.177007855467934,0.8111992266238562,-0.6338905809043452,0.6467786553461207,0.183280714631273,-0.5430420391841543,-0.4652069026866807,-0.11502551631753791,-0.04431559481820069,-0.6015072247228574,0.04655630470718691,0.49305785433764016,-0.2086542318211881,-0.545274005047244,-0.40860359093585935,-0.2700719665859843,0.38660837945605253,0.6598628705573603,0.2721339088697734
ACC_pre_R,-0.22705427431122152,0.008741079988661,-0.17202397612434076,-0.23357469752014184,0.20066858214452077,0.14461805197030667,0.3676861923914629,-0.3417287856025621,0.0726982952551512,-0.19395571209901638,-0.33959231043087246,0.5783902821303709,0.21562311275852825,0.41221233736906804,0.6706894156983492,0.24695974783003605,0.8157195789173081,1.0,0.47088604097306613,0.2843305598247358,0.4706026047250167,-0.0013734357894138313,0.17304891904410938,0.2548528178891657,0.4944323720197623,-3.738172597913937e-05,0.011743162115505062,-0.36423729387197623,0.05077064872834725,-0.25475462844472674,-0.19726871417067302,0.03826227205273601,0.2904942266748093,0.31578815651873765,-0.27561103128942865,0.1659513125432194,0.06780557756305096,0.25993763842165873,-0.39525809335421974,-0.007674289653676119,0.3156194886361859,-0.4250266623556683,-0.27778960397651975,0.5349834655113951,0.7430981827416774,0.10902381132888055,0.27163689619225373,0.6653805013196189,-0.38551218443017865,0.6950412044127443,0.35527956647933445,-0.31031131958641306,-0.20150950221643066,0.02919171969641558,0.006886948319095166,-0.40205958720336843,-0.21037624777074573,0.5213753378527922,0.060162218505581955,-0.19089664920273053,-0.09636599982593953,-0.22113906003493353,0.424698488030914,0.5758605895303223,0.11115125385218666
ACC_sup_L,0.2424132017437299,0.5682738576184708,0.5750267336502979,0.30886726543700727,0.2682458567020957,0.35619756745794495,0.7733847174410743,-0.02815911320663904,0.6154837584862092,0.3449383676154612,-0.03289182742544388,0.42666223554694,0.7121334040722109,0.7331856786341899,0.5271678783683522,0.5708940124896978,0.3665886205831154,0.47088604097306613,1.0,0.5745603177846216,0.7112225976105316,0.19045852054862594,0.6274050466222304,0.6813449485826615,0.5834320822899197,0.3939516434340683,0.579523124102888,0.13213970073508968,0.3024762527839904,0.29889765618743946,0.0987614335085618,0.38182990150117757,0.7058880223929538,0.5882684221342399,-0.04640702530968339,0.6259062153809366,0.31454432616838357,0.6261013405291662,-0.034198964886189905,0.6480331393785191,0.5959158539069208,0.12175425334253412,0.03307573166576847,0.45981522483412296,0.2735890347005398,0.49371353916010624,0.8139978585293243,0.43690952346771256,0.002637611794111215,0.36867218801963203,0.18048779126970707,0.035381557794649965,0.06445375656810066,0.42257254777647,0.1384697315809744,0.032541287068026184,0.2102919267805861,0.7642313492485012,-0.0795258377127031,0.14427926560359858,0.019857680560433577,0.5085104973595787,0.5269600145559206,0.4889154007083255,0.12391531093748588
Thal_PuI_L,0.12725608296197244,0.5282937337778525,0.37488213096925244,0.28115362929834475,0.37322086866664317,0.23223421299613495,0.5482632410853725,0.041156803142731166,0.3890801287062357,0.21265638782592258,0.02020755237056898,0.23919278787300036,0.5309629896825363,0.5812960776112833,0.3290167261379324,0.46653647562195194,0.21343405922976916,0.2843305598247358,0.5745603177846216,1.0,0.4924496022642434,0.017142868711393772,0.3222494676203442,0.39655955789741226,0.3371711689841221,0.26983936578366885,0.1812824610619289,0.1648384932701278,0.24134520553455535,0.2322389365437779,0.0843903374434605,0.16227782982222694,0.32897070251405147,0.5668034335259483,0.040759085623099225,0.4488121465824774,0.35857998139159825,0.47798952157327435,0.0046981465526604255,0.3210581234359537,0.3978140969298942,0.06990743224823,-0.12043854178027201,0.429373695658283,0.12269976500496822,0.35022869899887854,0.5053614800528528,0.23531291418181896,0.1042980194452264,0.12487193470018423,0.03812366244657968,0.11667659901580564,-0.002757017035099753,0.20438798995733687,0.008894165483690882,0.10336714614009578,0.015432478907917673,0.5924795115663236,-0.0914810438822303,0.15322807306234335,0.05784316836033476,0.3968178876605536,0.31513696424017573,0.2534082980877187,-0.029110524235935756
Hippocampus_R,0.16663922215436391,0.22651209006755474,0.3778198332684633,0.18324904867179906,0.01645883165377705,0.5185190746338263,0.6325918086090329,-0.39869679838935623,0.5204023917403742,-0.03737708551709545,-0.4399265815596993,0.6744093602323843,0.579113492317553,0.563557254948843,0.7541268181552752,0.6453312206321693,0.6098929900185999,0.4706026047250167,0.7112225976105316,0.4924496022642434,1.0,-0.06107896555532439,0.5346984445488564,0.5370516208999305,0.5572744930703497,0.15377124841932782,0.37663966571703156,-0.11459656826888914,0.357317974009278,-0.14085366257791143,0.09118184801856513,0.5261535355688642,0.736514619238863,0.5525976593065823,-0.38765360506128127,0.5334118789840149,0.17247371319286467,0.3528823164144708,-0.3865649191546039,0.6431946084817236,0.5896692762900816,0.04577750469956601,0.17716382108941467,0.7116265194072987,0.48552538486162283,0.5430337460567105,0.6568565364389648,0.7320615122505962,-0.3460689989532347,0.3433065173611831,0.15165589923438702,-0.3029412282495786,-0.3948040976082164,0.14283599015339565,-0.06118302844898488,-0.2304029567288009,0.41831544883579047,0.6933827563255599,-0.21245901952696122,-0.264028897848054,-0.27406340180698985,0.2697092705315261,0.5224784416778901,0.7842448944115654,0.21232926202307317
