,SN_pr_R,Fusiform_R,Supp_Motor_Area_R,Paracentral_Lobule_L,Red_N_L,Thal_PuI_R,SN_pc_L,Occipital_Mid_R,Thal_MGN_L,Supp_Motor_Area_L,Cerebellum_7b_L,ACC_sub_R,Cerebellum_6_L,Vermis_8,Temporal_Pole_Mid_R,Hippocampus_L,OFCpost_R,Thal_PuA_R,OFCmed_L,VTA_L,Thal_VPL_R,ACC_sup_R,Cerebellum_6_R,Olfactory_R,Temporal_Mid_R,OFCant_R,Thal_MDl_L,Thal_VA_R,Cuneus_L,Fusiform_L,Cerebellum_9_R,Vermis_7,Thal_PuI_L,Precentral_R,Cerebellum_10_R,Caudate_L,Temporal_Sup_L,Heschl_L,Cerebellum_Crus2_L,ACC_sub_L,Frontal_Inf_Orb_2_R,VTA_R,Occipital_Inf_R,N_Acc_L,Angular_R,Olfactory_L,OFCant_L,Calcarine_R,Insula_L,Occipital_Inf_L,Raphe_D,ParaHippocampal_R,Lingual_R,Thal_VPL_L,Postcentral_L,Thal_MDl_R,ACC_pre_R,Temporal_Sup_R,Putamen_L,Caudate_R,Thal_LGN_R,Amygdala_R,Calcarine_L,Pallidum_L,Thal_AV_R,Cerebellum_Crus1_R,SN_pr_L,SupraMarginal_R,Precuneus_L,Hippocampus_R,Thal_IL_R,OFCpost_L,Thal_PuL_R,Pallidum_R,Frontal_Med_Orb_R,OFClat_R,Temporal_Mid_L,Thal_VA_L,Precuneus_R,Rolandic_Oper_L,Cuneus_R,Frontal_Sup_2_R,Thal_IL_L,SN_pc_R,Cerebellum_10_L,Thal_PuM_L,Cerebellum_Crus1_L,Thal_LP_R,Rolandic_Oper_R,Cerebellum_3_R,Vermis_10,OFCmed_R,Heschl_R,Insula_R,Rectus_L,Red_N_R,Thal_LP_L,Frontal_Sup_Medial_R,Lingual_L,Thal_MGN_R,ACC_pre_L,Angular_L,Frontal_Mid_2_L,Thal_PuA_L,Frontal_Sup_2_L,Thal_PuM_R,Putamen_R,Parietal_Sup_L,Frontal_Inf_Tri_L,Frontal_Sup_Medial_L
SN_pr_R,1.0,0.186776229063861,0.28763725015077535,-0.08027208403221817,0.7006952594778904,0.473212575056229,0.4684838385123043,-0.3401669157399863,0.03821105175432441,0.34451096901454087,0.04920254809529195,-0.14119999343868792,0.13014145572946434,0.07710755945833063,-0.05819033645475443,0.6318932022862399,0.4649229158630391,0.5478114035525433,0.25339182356471834,-0.09610920609388142,0.7010428665824696,0.5493637491253055,0.057088836842527996,0.6056493962547334,-0.029976914237441348,0.4222387955869366,0.5279994625214622,0.5252415145031876,-0.08794613891315908,0.4468012849328166,-0.04828429115449308,-0.0697889022306503,0.4617682733899244,0.06532451107728,0.45979750545917214,0.6316236508692694,0.5484209058870815,0.5814145046706635,-0.07353007793409809,0.4162641696554969,0.26194006288180266,0.6708509140554663,-0.2571459621115366,0.6142959171527822,-0.10261518545586891,0.6757276289809848,0.29138544119549364,0.013325057657413182,0.5049276256830146,-0.11145544147865637,0.5104569217292775,0.48058112164691236,-0.0521289365470195,0.44082946781602766,0.040795066071952865,0.09329402924866116,0.3991129094763543,0.24511702014442777,-0.020132902334752505,0.540055931529961,0.609477254665434,0.36447102922394214,-0.03040080442418644,-0.1237689557191252,-0.28921074159022503,-0.09094757244756531,0.6265195797017497,0.08074841428495196,0.1210151896404859,0.5746766174584546,0.1940378765992482,0.35196381485714423,0.04980061298470465,-0.1106752619483176,0.07768536656718501,-0.13082248188869394,0.40768616341673103,0.5261716207460012,0.07020398126649718,0.4459838126876043,0.040764730201505305,0.06158241944715625,0.11956300648943248,0.39879116405953435,0.2399950194080105,0.40524117737128973,0.05683015640232604,0.5026067692802189,0.2961698472777424,0.5017732294679278,0.38082430890324737,0.33540132089747704,0.5617637347334662,0.534806731403305,-0.059189344945276355,0.4922135886466736,0.16008684138750992,0.37633547251838695,-0.013043429275090751,0.5314991237968771,0.37404751355150345,-0.0013383648816393209,0.2551024675422215,0.35852870196258235,0.1960534467053954,0.5271345739936927,0.11214868230675828,-0.09287690386141959,0.4515170739719509,0.4732593492161049
Fusiform_R,0.186776229063861,1.0,0.22512162368849756,-0.6221818540482109,0.38934923066138394,0.1369017445018726,0.1421857694647824,0.34778724137403816,0.29379427342125475,0.005332374285642976,0.03990143840268382,0.44935039436684554,0.8521006547905225,0.7802411851945337,0.5641192217392706,0.48550596450711714,-0.21133733268743393,0.5803725584811453,0.01028482279723864,0.3633077640647976,0.4163064693746818,0.33598386677442726,0.9306237327163481,-0.18923008512925468,0.8617804617676292,-0.3763117847364219,0.3905567741915755,0.0841827585323588,-0.09972584609445806,0.5970220126695384,0.686122094092914,0.6938620921395218,0.28115362929834475,-0.4087976712737363,0.02013090718734757,0.26001605042780834,0.08928623163030275,0.08679151577224002,0.6197362322553699,0.08043614659182033,0.07334931503395081,0.022547827040709872,0.7287537879248698,-0.10886060285961052,-0.3064463973268484,-0.20883155706470957,-0.18588195010667388,0.6918324832905797,-0.06349417270078156,0.46138367387120066,0.6855715507463412,0.1432078211686634,0.5801007101479988,0.3070425951315278,-0.17713451394688962,-0.11340530121578982,-0.23357469752014184,0.512304367179729,0.10181093476173603,0.29012263394713506,-0.22661678966091994,0.49337585878135815,0.5464870561769536,-0.13995799319719163,0.19513094284975652,0.8135558116371083,-0.13795883984965857,-0.1613882671805234,-0.46440164524396194,0.18324904867179906,0.322356396229585,-0.3862758809183133,0.1841611823039191,-0.3480161400638567,0.22633263201392273,0.0025013550699280935,0.1103564428989398,0.026696102056670442,-0.33501250336759486,0.40047378273688,0.21837519753530163,0.11297685273506052,0.24281760997570528,0.4746176863925548,-0.25682653724424065,0.6987169293982161,0.7002475916676865,0.5368622450280562,0.08677582214782024,0.4268217359635793,-0.02624495454439316,-0.3675278056274302,0.3301371403640375,0.42907928457827577,0.47500474847564483,0.5504176916952515,0.2125193048002985,-0.04308694591522535,0.649611172894729,-0.25496630860626185,-0.34049818222597106,-0.30525941730477335,0.0284251461112151,0.5352664029785221,0.15909233407081202,0.5008651393447857,-0.08250812069269224,-0.45686800130456307,0.4025503700615778,0.027899289883302644
Supp_Motor_Area_R,0.28763725015077535,0.22512162368849756,1.0,0.42413153332060033,0.4068751351326818,0.6142618403556593,0.04334082727462761,0.3841593551229943,-0.08144583760431999,0.8486481965046008,0.07612442822682931,-0.07950175769535604,0.10609843979650836,-0.083405815300352,-0.1446886461991553,0.5820467193759524,0.05575230703186063,0.36511048667847934,0.2533680403641749,-0.03275245939417098,0.48631436218972884,0.5761342687353773,0.0656736309146012,0.110448020335482,0.24822943103163467,0.11984970567224368,0.45511402257428474,0.20325383455476262,0.46592771577466374,0.3937433523162112,-0.1177291698915181,-0.15005056165579186,0.3890801287062357,0.47505238769825187,0.6127281454501144,0.5350936284234336,0.4696404194873393,0.4855506030238285,-0.14057795631495226,0.11797553826267902,0.33802836737019815,0.25231861664508476,-0.09411765972936824,0.2842354106793422,0.5781703932390752,0.18017073220993413,0.1692422006116204,0.336633437721859,0.3497681460398282,-0.12195168599699413,0.12468168572782258,0.5593105531682031,0.2833193089525295,0.5681807432641572,0.6527779480730468,0.5609589099262344,0.0726982952551512,0.6245695114132624,0.5068427416064915,0.5016671079791061,0.38595401043164124,-0.19887096868278947,0.43169814118811706,0.32530311448574933,0.3415477348701001,-0.12817175073001943,0.3569556635302645,0.5373249202645114,0.582278310893486,0.5204023917403742,0.6182873750671605,0.25678692276703524,0.5798144653274641,0.45033440138762143,0.0392556711857251,0.10208604574996231,0.296279928330141,0.3146754273354214,0.6592917679428862,0.7321308770147172,0.6262098710734144,0.6996401159090718,0.49568905696392185,0.3792156268943518,0.4703535676028838,0.506770979926183,-0.07356251204309547,0.4101212051980705,0.6629554497182994,0.6413012355928374,0.49447513133620974,0.1508655190231858,0.456165584389507,0.36708308608265133,-0.2169354024838577,0.1325993670812909,0.5687840744400577,0.5337291989797535,0.26078184178354546,0.19323963544401287,0.015093982327564679,0.4906704353651392,0.6050288233690061,0.2948601384699795,0.6322579586653997,0.40616693350631694,0.532951625347917,0.4054060041183585,0.627100353369198,0.5056608108668619
Paracentral_Lobule_L,-0.08027208403221817,-0.6221818540482109,0.42413153332060033,1.0,-0.15185657022877677,0.3211292807285799,-0.14318483169900184,0.21553317187927473,-0.25838793656484843,0.6098690678112347,0.10087759334766828,-0.389647078799068,-0.6747377044295375,-0.7292820874617583,-0.5033114326616289,-0.09312123242764578,0.18159337145232995,-0.23144338628312608,0.24941497050286268,-0.28085783680256043,-0.10623043069964415,0.02607918949502991,-0.6943750549903928,0.15561469432009375,-0.4053320583476191,0.2721339088697734,-0.009576171632579369,-0.02673178386176563,0.598553474022873,-0.2794373734225242,-0.6551917302783814,-0.6906263069657883,-0.029110524235935756,0.7952052142656924,0.3747567016864437,0.051672859901578924,0.07555801782049405,0.14319536433379662,-0.6503752943924224,-0.08011074069330885,0.14917216496282823,0.06667903023683236,-0.6083439574252095,0.20456020669893998,0.8521602028364592,0.19504694467183548,0.2038445521720623,-0.25696729638299637,0.1816789605223681,-0.4676585874768193,-0.6009729902031961,0.28625594210882643,-0.20732482339088265,0.10408381967489354,0.6727043268845957,0.6043470359422389,0.11115125385218666,0.16145082226911248,0.36955218738843476,0.14310783015559297,0.3592567468502347,-0.5997746792421578,-0.03174425988229782,0.49282572507422234,0.28719728903921726,-0.752201210868808,0.289989544725224,0.6280790945474152,0.8871912638964863,0.21232926202307317,0.27658167599227473,0.43217455690701356,0.34782241918750956,0.6690335299588038,-0.15541281898606776,0.12953213732747626,-0.023607155605982873,0.09616347317713808,0.7721916922756356,0.15863001288420442,0.41446531669661557,0.36332549449606877,0.23534125189840088,-0.09846515223582629,0.6339873097696228,-0.24986241337321258,-0.6862861065790675,-0.24454453313114521,0.4659565198770196,0.10900517071666833,0.41599406190971194,0.4184933305130495,0.019553679834701708,-0.08913622405711644,-0.5493435085059832,-0.42947964537661754,0.2831636133698149,0.4546112351079016,-0.28185259129078644,0.22660985924764174,0.19513588778611274,0.7356465621352346,0.311561482461234,-0.2114997296746764,0.23888732269126314,-0.19173201020462696,0.380504616522898,0.788742661392473,-0.04702468916476392,0.2184234627677799
Red_N_L,0.7006952594778904,0.38934923066138394,0.4068751351326818,-0.15185657022877677,1.0,0.533268723762591,0.33657152683216823,-0.028575327578418547,0.02260987948147404,0.39233049306895096,0.11615817840155235,0.03367964535881209,0.28191925737400236,0.21089538109046327,0.07230284278526185,0.710745394364562,0.3078659746788454,0.6406390635235644,0.18733882852355255,0.006592306832539744,0.6523365312177386,0.6189132248960322,0.24331265485380135,0.4191545169281341,0.2111463187075238,0.26675122313170907,0.4062982050474406,0.40130076306268736,0.016152118511471636,0.5232331399271618,0.09142922053554489,0.07318238262446929,0.3978140969298942,0.051879036119082476,0.41445583018864135,0.514709967729159,0.5231645234187211,0.5608742738629767,0.06332681669782758,0.37007310250276404,0.282068330548188,0.5078973500960419,-0.03479467263011594,0.6305813839732854,0.02806296534208078,0.4622087843416044,0.2826013708930056,0.2123958218085472,0.4303159471402964,-0.00804358083163762,0.6759114334882036,0.5096053816009753,0.11614036166820524,0.53154817617939,0.09826710724723675,-0.04401191752712829,0.3156194886361859,0.3997927086167487,-0.004982090817815196,0.49770705155310263,0.45813086717510426,0.3674870743897031,0.15708642793429123,-0.2560228625878705,-0.1408394425926345,0.08461170211743614,0.4409266183975422,0.1404904658911335,0.0746234908332745,0.5896692762900816,0.25221983785234964,0.3324384572955268,0.27117914148461936,-0.18186338092348467,0.30978177472310564,0.024359215154416722,0.38142940685136345,0.436463779078689,0.10602658058870094,0.5274976444470214,0.21626190079483387,0.23806120573293862,0.17493854099084177,0.34076359241195814,0.17555945373161047,0.6582630642336731,0.19997804701826366,0.6321982665226853,0.31543313334055495,0.562568744951584,0.3562137761788593,0.18882925228604935,0.5718760172979653,0.5660258135905277,0.02528192075729913,0.558635811109957,0.3447732806994329,0.42547684508153355,0.09847637773090766,0.3590293121515797,0.2588165445089887,0.039657749752901775,0.39376458924637125,0.5284392731117469,0.321066187031605,0.6747576391294599,0.09406770537851639,-0.06563075650964764,0.5394936872018354,0.5054318943277574
Thal_PuI_R,0.473212575056229,0.1369017445018726,0.6142618403556593,0.3211292807285799,0.533268723762591,1.0,0.1686174182107679,-0.019473292133088724,0.029768487057539976,0.6713978096223747,0.01926366258339076,-0.05804749886823634,0.012289876279313865,-0.08669636546326881,-0.2715759249127236,0.6183070503807819,0.30991919822444836,0.5012984042058144,0.40527192188706596,-0.23035085310936593,0.6621856413682752,0.6935539440400433,-0.0289085688990305,0.45731838179382883,0.02491112387288746,0.2991609763424428,0.4689939335813956,0.46991095700767,0.11896008129307412,0.43765569428565226,-0.23046500064483047,-0.22196751266958192,0.32897070251405147,0.39532667453419423,0.6079191218808531,0.6254702066476001,0.5766450603227565,0.664410373456658,-0.30904697451556307,0.37401717392384926,0.3602469693802454,0.5509851674847405,-0.32142757351174506,0.5676582347789235,0.3567586069843898,0.41287714765550576,0.18900778912961264,0.14540219213782218,0.4633753534996082,-0.2759908454629195,0.22249490997666735,0.6938766393544753,0.02098014875578565,0.7386364415554787,0.45554154952491144,0.39974713066463957,0.2904942266748093,0.5555119094022232,0.32371767988470873,0.6515827919195007,0.6882754359423204,-0.01422890446270332,0.19475921124787512,0.09730720063405127,0.01307361332844907,-0.23086565907265313,0.4618876132348592,0.44718555243524166,0.4517791659905498,0.736514619238863,0.22732834175542907,0.3479996106260464,0.6606104603497243,0.17163037569291537,0.09643797095886782,0.03135079170569528,0.3738992360289013,0.5595375634145419,0.4772706050191547,0.7235310767705556,0.3470566957599981,0.4029864328369804,0.2330049171009042,0.13014982702058808,0.517477348237297,0.5474017365384046,-0.131020631165078,0.5829748321890722,0.6262872366098546,0.43047408235772383,0.3707876761949906,0.4281893484309058,0.5901334251622985,0.44362015955933237,-0.28176962438828473,0.1778299305052935,0.6705055493029709,0.5659906994998201,0.01603459904895676,0.5664175868717886,0.21352284506726155,0.2921707487514988,0.5117940009612011,0.29805397261924815,0.4667563758354489,0.6761086966861873,0.3217875329781648,0.24599267490585025,0.6027068060942001,0.5621894269822996
SN_pc_L,0.4684838385123043,0.1421857694647824,0.04334082727462761,-0.14318483169900184,0.33657152683216823,0.1686174182107679,1.0,0.033270723726843185,0.20651455932980808,0.18004174902931142,0.47770311106162017,0.264970612011533,0.37833771299697566,0.3000189304902132,0.16797629229431416,0.2363196363659517,0.045353173107666664,0.44026635779436407,-0.08883755235747495,0.18716691391900206,0.21021833807151494,0.2896789854837738,0.27276620291479503,0.04308302211457023,-0.021411788247089992,-0.0586283040413705,0.20615250360064336,-0.03703343755112052,0.09854902106470305,0.5340952997342869,0.3821717341927677,0.3541443380209058,0.37322086866664317,0.1774659789240179,-0.05071150579823738,0.2650871242288709,0.4888735657530196,0.41411937979388896,0.3333970259678016,-0.06698103332771094,-0.31874838659840593,0.17642536691669886,0.17192276473869467,0.2717438138219868,-0.07473519737586051,0.08074389189719733,-0.0924335338216696,0.3662648655924504,0.43943262261289023,0.4482522484548605,0.3950457319480413,-0.07884780586178958,0.3559449938061216,0.08672757871820506,-0.1695622559516012,-0.3028136729942609,0.20066858214452077,-0.024360646046267618,-0.47278037134111234,0.08680521870858908,0.10624988924498505,0.18536766152709042,0.27941590682324424,-0.36525617316655606,-0.3142564887074578,0.23965701758018873,-0.021118646130449985,0.19589317422062272,-0.12428135016228385,0.01645883165377705,-0.03420385944049502,0.030934903680932012,0.0653088688278176,-0.13122824194738772,0.07789106057929973,-0.39268157136243237,0.6292945126621564,-0.06226656134199529,-0.12695928022832184,0.2779214402375123,0.23810607036203532,-0.12777786910090114,0.2803174617687113,-0.15259668869650167,-0.10398230192210157,0.2743578407104406,0.4077127837436954,0.2637890411347017,0.1306025578099414,0.1634503664150752,0.3949004211768628,0.06250487393106932,0.09312808852952988,0.4190380235852252,0.10507304540451998,0.3382863532646698,0.14915212660955318,0.0995859649758893,0.34352679671565195,0.05500262771265602,0.18245073883881235,-0.08151589797238512,-0.12522999654354425,0.3537771698785906,-0.15192320522216382,0.4518212387625343,0.16399613435190394,-0.3294655534267767,0.12756436493874124,0.24514692985692962
Occipital_Mid_R,-0.3401669157399863,0.34778724137403816,0.3841593551229943,0.21553317187927473,-0.028575327578418547,-0.019473292133088724,0.033270723726843185,1.0,-0.11842795756660016,0.2907093160475802,0.33435157594983245,0.13204659647991232,0.30884485202276135,0.16849827172807658,0.3498880341474309,-0.0025153167834932023,-0.39849311498737167,0.19548458545467842,-0.1330753821970425,0.4116402421688516,-0.19455084802501318,-0.007199176266376702,0.3668945512466458,-0.5748442504014426,0.5713343848917651,-0.48547346881700915,0.02029340509572618,-0.4896371046436807,0.7162802784968119,0.1751838437695711,0.3356090430936868,0.2984559422892833,-0.014740017919163627,0.2703803356295297,-0.07227521554180451,-0.12480498339818577,-0.14125824361003864,-0.16711088648017616,0.30957019488397386,-0.45195037415458955,-0.08759357027033413,-0.4473729523909861,0.5226456358605936,-0.2935023947729732,0.5649625285669693,-0.48798363174355774,-0.10167447506788015,0.6158485567617151,-0.09675144697779346,0.4147114676691709,-0.006630649120260971,-0.0809962568407011,0.6648307337766248,-0.06140903172652564,0.27204823156893787,0.20206364165439528,-0.3727581230209637,0.39478849634852037,0.19930174918555862,-0.04419787198863254,-0.46771249431996975,-0.20887286954071846,0.6390574137210444,0.22673924398410766,0.5985428748494523,0.32685960552913834,-0.2559491191942046,0.37956852016953146,0.18675296897493676,-0.17126461889047398,0.5480632445351993,-0.19366141236512335,0.4313396527536315,0.21986485213261445,0.12626545516594564,0.13231536795389673,-0.012105000871352424,-0.4312555483006563,0.2552907051292879,0.18324790064383617,0.7263161330988244,0.3959660878181053,0.5719178884073761,0.2864412235991144,0.04810423220604301,0.25608865489540233,0.2370795158848663,-0.025783356271690858,0.2284145578400755,0.2662620923186551,0.27851974174199884,-0.4254141092526834,-0.1339847266229074,0.1715081867809437,0.15407273483040365,0.12971046013252938,0.33234574013712453,0.1764940795541743,0.6229290756534425,-0.6149623806057083,-0.34614315686083075,0.3941007940326833,0.11349434569887958,0.27742320254193154,0.1870366267860914,0.022418751757989214,0.2064755148723184,0.24122538490375015,0.047089863727644156,-0.020744927115877786
Thal_MGN_L,0.03821105175432441,0.29379427342125475,-0.08144583760431999,-0.25838793656484843,0.02260987948147404,0.029768487057539976,0.20651455932980808,-0.11842795756660016,1.0,-0.06451473864850413,0.02802688797652078,0.21519178283595933,0.25015227260479955,0.21859367718197312,0.21185548816985417,0.278472337715937,0.13768910306255763,0.004011987644653755,0.1401148040142115,0.00818098147439148,0.24655412346411196,0.25504035673392433,0.26131373319385603,0.1162516218834051,0.2043720299010813,0.019162635229655906,0.21388223511962862,0.3142795063882946,-0.3078574525676777,0.22323803624577293,0.16498761387408142,0.15699633951524206,0.34268349692846617,-0.13782959840453715,0.02113079669287122,0.2510646440394149,0.20222876325645484,0.2993676822582513,0.06389466220305405,0.2507507653187165,0.05255592774160057,0.28012475991150515,0.10849492709152193,-0.033618181736677806,-0.20788454243375332,-0.01774409552622849,-0.04444865953140148,0.1704749121973257,0.12246812108684692,0.0547088502278679,0.23135862212632027,0.10860597862083893,0.08986271907659794,0.34379670017556285,-0.05417203921129344,-0.08452370782438193,0.21552770049158493,0.2462170083653332,-0.13767707803903612,0.33095428887404404,0.1321651948394122,0.3091607673022115,0.17649990273689656,-0.1342752794741305,-0.0768311984002264,0.200053674785889,-0.09667568379209049,-0.01157213948675206,-0.16871576439970545,0.20785324249101467,-0.03147191628054063,0.010820254805541515,-0.05611286943834101,-0.023498039165831246,-0.10547297225653411,-0.05975543249492303,0.141233735267348,0.14796048424505068,-0.13246094062067182,0.2415571150826403,-0.026067778193159016,-0.08146134703826692,0.012820336616791965,-0.10725974220526688,-0.07889807744243901,0.2547821916235096,0.176143242772275,0.34683012901683064,0.221606705822036,0.1632802499005374,0.06368754353750906,0.13203455110727952,0.3157275732950307,0.17294424249639156,0.1335798064996809,-0.0929440167117986,0.06768303147840392,0.029485495303891617,0.08753282982069657,0.22919579944918586,0.13526163292361587,-0.21358160755141123,-0.010082786443790666,0.11182046752014578,0.04205385131737225,0.2417586603982222,-0.11508651667211774,-0.2562212307150007,0.17686875409183728,0.11600990116436848
Supp_Motor_Area_L,0.34451096901454087,0.005332374285642976,0.8486481965046008,0.6098690678112347,0.39233049306895096,0.6713978096223747,0.18004174902931142,0.2907093160475802,-0.06451473864850413,1.0,0.27656399702612516,-0.05945329203728398,-0.06492242602278954,-0.19699591850219209,-0.2165441338017002,0.5010719993962052,0.20974269779153834,0.3144130526712623,0.3523496075994696,-0.05121758449703207,0.4416937179947842,0.5555525176718829,-0.12001062620780886,0.2500835691040177,0.03744347177068072,0.1935917772455335,0.43226933235826254,0.2615993910721431,0.4927841521761789,0.35985490496932027,-0.21252874045617257,-0.25101339240722914,0.3222494676203442,0.6985416531488383,0.6248022974641034,0.5143122587984956,0.49781895282259914,0.5572306918990526,-0.24387753949133653,0.18344107936555534,0.23664485809283653,0.3230768235040526,-0.2682645725678635,0.4490000888795844,0.6571616272660881,0.31365651485092494,0.20707922741802723,0.24111104055589466,0.4710621664637412,-0.16366710620726282,0.015254580248315042,0.5227623648659362,0.18682615051819088,0.5369126499921715,0.600487461282813,0.5934466219069302,0.17304891904410938,0.609395044067551,0.4154294207708305,0.5713332380942356,0.5038798731533924,-0.2170230400096965,0.3577281482592265,0.30447135899971883,0.24641679846662531,-0.2955640759893159,0.3913945774890099,0.7098726232940444,0.6744096010477931,0.5346984445488564,0.5505565582079073,0.3758821753250805,0.5930964518928588,0.49848397286642676,0.04205508558622551,-0.009337707321596406,0.3497811336943981,0.3738184853341096,0.6225511808734195,0.6913026082324312,0.5630826169611665,0.5779186956041178,0.47790978450963767,0.20293530744038424,0.5746794141815736,0.4001605082800681,-0.1789571397701772,0.3454746843312458,0.7579204125856396,0.5752571336344284,0.6110763823025774,0.34460649756922557,0.5053913288987503,0.4242738265909509,-0.31752986292230495,0.0025463078519850153,0.5800836024818279,0.653688841747541,0.1313316191288948,0.29149069922034987,0.15533109501449519,0.532456061932146,0.5440281121707167,0.2210245974265644,0.4915350063425542,0.3779087480189919,0.5316020374919173,0.41740412024811335,0.5012590201600037,0.5599078575325249
