,Parietal_Sup_L,Cerebellum_9_R,Cerebellum_8_L,Frontal_Sup_2_R,Raphe_M,Cingulate_Mid_L,VTA_R,Cerebellum_7b_R,Precuneus_L,Occipital_Sup_L,Thal_PuI_L,Parietal_Inf_L,Olfactory_R,Cerebellum_Crus2_R,Frontal_Med_Orb_R,Fusiform_L,Occipital_Inf_R,Vermis_3,Vermis_4_5,Cerebellum_Crus1_R,Thal_LGN_R,Thal_PuM_R,SN_pc_R,SupraMarginal_R,Thal_MGN_L,Lingual_R,Temporal_Mid_L,Precentral_R,Occipital_Sup_R,Frontal_Mid_2_L,Cingulate_Post_R,Frontal_Sup_Medial_L,Lingual_L,Cingulate_Mid_R,Rolandic_Oper_L,Temporal_Sup_R,SN_pr_L,Thal_PuM_L,Calcarine_R,Thal_IL_R,ACC_sub_R,Thal_LP_L,Cerebellum_10_R,Temporal_Pole_Sup_L,Red_N_L,SN_pr_R,Supp_Motor_Area_L,Caudate_L,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,ACC_pre_L,OFClat_R,OFCpost_R,Temporal_Pole_Sup_R,Insula_L,Olfactory_L,Thal_LGN_L,Thal_PuI_R,Thal_IL_L,Thal_PuL_L,Amygdala_L,Parietal_Sup_R,Thal_VA_R,Cerebellum_Crus1_L,Occipital_Mid_L,Hippocampus_L,Frontal_Inf_Tri_R,Temporal_Mid_R,Red_N_R,Temporal_Sup_L,Thal_MDl_R,Thal_MDm_R,VTA_L,Postcentral_R,Cerebellum_4_5_L,Thal_LP_R,Cerebellum_8_R,Thal_AV_R,Heschl_R,Cerebellum_4_5_R,Thal_VL_L,OFCmed_L,Frontal_Inf_Oper_L,Thal_PuA_R,Frontal_Inf_Orb_2_R
Parietal_Sup_L,1.0,-0.7470663953486295,-0.5543358560547607,0.585796828717765,-0.2554181114886474,0.28036171460081083,0.11512988258385108,-0.5745200400540221,0.885062067497855,0.6552482235826246,0.008536849865814282,0.9408688602013964,0.22176547147905606,-0.5017591605150292,0.06000513085605212,-0.4530994850784226,-0.5725158671640136,0.3359002856847651,0.23889364533119242,-0.7437940178803725,0.34830353815983456,-0.18051825784012082,0.12268634947420633,0.27101536509259433,-0.2562212307150007,-0.29645081105289495,-0.29576441302441464,0.374672745404494,0.6500385867046177,0.5736934091689361,-0.005697981024183125,0.3119949091960726,-0.32743888960909034,0.24162935371350613,0.09231804045861514,0.14737715529015274,0.39358530939815395,-0.20069178604770724,-0.3700489230850727,0.3148495469728796,-0.4842012364335671,0.24095588693425846,0.45249957913783223,-0.37321554947862046,-0.06563075650964764,-0.09287690386141959,0.41740412024811335,0.11389926916508673,0.27019454607872034,0.5091198533666236,0.2860333729754549,0.5138634191142506,0.3107240563251552,0.404934151384345,-0.040279027088821424,0.21471555329919367,-0.33166449165296735,0.24599267490585025,0.13891661715180822,0.1362353222077623,0.41473136635902424,0.8812746607116659,0.07475130778634237,-0.783315521162427,-0.022092721095129966,-0.050756530468434216,0.2695663777144172,-0.15060880341544147,-0.2454130974226841,-0.09994313340771564,0.5373318716348559,-0.04636051936872162,-0.4233918882303523,0.38649870364757194,0.12510721284859475,-0.14438043748730936,-0.7176693422968888,0.3173392204103529,-0.0068671779996343895,0.1414452344871678,0.017036161540325993,0.19562084407347732,0.07278923436789361,-0.1383831528481991,0.5556720221389554
Cerebellum_9_R,-0.7470663953486295,1.0,0.8721555632461568,-0.17371964976115656,0.2594213830084141,0.012293070106289472,-0.3681073207913636,0.8735392018517943,-0.6976441305001909,-0.24994044901928178,0.02020755237056898,-0.6233590360281032,-0.5531515687472904,0.6965440293208615,0.1579135136318941,0.5865629443270353,0.9073327057311962,-0.026962086685290626,-0.10386648933872444,0.9410965627582735,-0.6036238696399238,0.2090397986177455,0.11575698462338758,-0.06553677263414062,0.16498761387408142,0.7813745214953967,0.2935557859536093,-0.25710907470171945,-0.1872898631273269,-0.3603685889660389,0.34002702985001537,-0.20704627958905922,0.7735256168727921,0.09093744751109543,0.057370645345178814,0.01612252920085673,-0.5147538291171619,0.3159451636384976,0.7749659448239035,0.09856557044425251,0.5837874181668937,-0.027577830668128113,-0.4773161454854411,0.46469329589945324,0.09142922053554489,-0.04828429115449308,-0.21252874045617257,-0.12504945502265252,-0.36198223381981404,-0.32791983171880884,-0.37619971190196033,-0.33634832697122585,-0.4739540969616569,-0.39989045698722203,-0.07019851400745247,-0.48096839611233944,0.16447021888460803,-0.23046500064483047,0.2597450155611232,-0.014793099484776612,-0.735184250100854,-0.7385926425914834,-0.3604374405476973,0.9182379561388647,0.5806647795889684,0.0356188078220044,-0.13407673493957367,0.5041767598390077,0.32486428508840054,0.01779918250535641,-0.3922508846857827,0.25875321478513647,0.694257911831675,-0.1876672480089152,0.24782627063528082,0.14635998936563213,0.9589449122195097,-0.021234892074122727,-0.11175291269421449,-0.18078152323473065,-0.16521937919004953,-0.3585338263116423,0.10082698111460667,0.30219608916204665,-0.4829230962624832
Cerebellum_8_L,-0.5543358560547607,0.8721555632461568,1.0,0.08490243687082659,0.30992132643110554,0.0035670630799524514,-0.3222912325603482,0.7512626882633432,-0.5668632250219025,-0.0926965945211566,0.11667659901580564,-0.43969702214908646,-0.5616513505951284,0.7305185067368876,0.225022164840721,0.57998641116159,0.8419452088255187,0.10009297426580127,-0.03284891323064746,0.8618722341413662,-0.5181385437064473,0.271765323272089,0.226822278179895,-0.17414889272728568,0.12451540488435554,0.7004696672628098,0.2485554315287493,-0.36956262937416917,-0.15221890147798353,-0.09112310280419936,0.44989447691273166,-0.12319936060631785,0.7410367174872188,0.14909692419877615,0.1024426702780496,0.0650776573625643,-0.38680928485961913,0.4358476846735307,0.7218134233045217,0.20060474633604447,0.49216964738726515,0.041920581148967066,-0.2768320953685857,0.44678000412432817,0.1614315378256935,-0.06693936761634522,-0.1584882940168966,0.001607568084619711,-0.2896296657529284,-0.237104384737993,-0.3793916729546044,-0.11561290925778073,-0.4876858706429189,-0.17227891415516508,-0.09770750853144458,-0.48929817594272546,0.28824421013005286,-0.2073026730587099,0.3048642268389031,0.07027051222926446,-0.7458814713140751,-0.6476738558547191,-0.3133424629013181,0.8779016103338285,0.5304426815035387,0.16966026745635465,-0.030003899067544148,0.6313263496113843,0.3963159913475359,0.02942777106539809,-0.3308846802820012,0.3395844228309797,0.5504727434751064,-0.3185614832459867,0.22445080371905496,0.25731214647125344,0.8329299087147222,0.09424010601087571,-0.09832270746300212,-0.1280227428330052,-0.09898581420155915,-0.4035169106889777,0.2074296048426484,0.3568383896100514,-0.210729562136809
Frontal_Sup_2_R,0.585796828717765,-0.17371964976115656,0.08490243687082659,1.0,0.03961845694406898,0.4856728880363517,0.10421533173459731,-0.15207772075543483,0.6142416602895169,0.5143452687127864,0.24269656458690234,0.668792291019559,-0.028090673884398204,-0.11520459446889465,0.2765617179242104,0.1491488584781639,-0.0922553712242906,0.6406363476230624,0.5157577882725195,-0.21537328956239976,0.25104828048380073,0.14557273940489152,0.34981069920013125,0.42860518411240683,-0.08146134703826692,0.24890715745517167,0.02258509708762747,0.29672740800718805,0.518840511038811,0.8642317634208536,0.3243392151796259,0.5104377900340054,0.16095641174867406,0.5424120377811507,0.45725878787338115,0.3701236870993962,0.2851803057339395,0.259612793850757,0.20216515379813263,0.5954981389755147,-0.16526551436287348,0.4296695907643426,0.4928200194303027,0.10834841852541602,0.23806120573293862,0.06158241944715625,0.5779186956041178,0.3789245007653006,0.3839572308265936,0.5887082725381697,0.18816983121612024,0.38558827032818627,0.03080025546715752,0.383833840846455,0.12412496533443997,0.024898431769582667,0.09807107870846221,0.4029864328369804,0.35199197848395586,0.5002995674538259,0.10943932343911074,0.4577020634571806,0.14212521965652905,-0.1805406444457441,0.22138542535479425,0.3458695220104169,0.5182967180534916,0.23084731588001428,0.017544708762299018,0.1727960789845034,0.4917354968334897,0.24698844566986655,-0.09215902736166032,0.3900107296556182,0.5322603649533878,0.23753748046401643,-0.1437663519791456,0.32115124693041275,0.15772670587256446,0.3550506850042164,0.2871588240886686,-0.0334310755540799,0.5384349808296595,0.16171520176848547,0.5669129345638064
Raphe_M,-0.2554181114886474,0.2594213830084141,0.30992132643110554,0.03961845694406898,1.0,0.1492768552792308,0.22056430821058942,0.20477102070848285,-0.23642260836714865,-0.17533042341961003,0.24134520553455535,-0.15605876859109016,0.16019037530774136,0.3818370371442829,0.14940975884698066,0.3638090298045134,0.2553951115326809,0.34033668346144513,0.271321374591608,0.36597764869813065,0.17911739207097077,0.4120519993310733,0.21609234530782542,-0.02874234687798416,0.32761601007047403,0.16000050112550257,0.07049231803833621,-0.20741976531006068,-0.27667423434595806,0.10950611188348254,0.2284783209851164,0.12368577457740239,0.16392425873547334,0.17965820128448,0.25478964829536904,0.37451288266938987,0.1207552630729161,0.5038941062801875,0.2455359927347701,0.06874917556420249,0.34804787309764695,0.15964573199627696,0.2114446903760717,0.10110563518921624,0.4023991938317365,0.30665089059050527,0.08024455246125747,0.2421984331116803,0.07831492001684819,0.13761771634038472,-0.016725599800546647,0.09421577078528812,0.03483429903030133,0.22815355315120667,0.1054483075234969,0.03545951167645065,0.49436287804895584,0.23265619951052996,0.04588590292257217,0.34405231340458825,-0.003355692693062705,-0.3772906587811749,0.29564765960685685,0.3101792574925809,-0.0704357426140677,0.452854021407981,0.29892072985551466,0.4369853254354378,0.3522675263598069,0.14915022529388725,-0.050868147135275016,0.2658148837015842,0.04373807585673225,-0.23111311763843026,0.2135663076443802,0.4742574133075424,0.32285537989952356,-0.0025272687199112205,0.28857229166827647,0.32022044037516634,0.3260983299441724,0.15061691296990296,0.3302589148571699,0.3631019661673192,0.18597338007338365
Cingulate_Mid_L,0.28036171460081083,0.012293070106289472,0.0035670630799524514,0.4856728880363517,0.1492768552792308,1.0,0.08910340219147313,0.021485138036929363,0.451888596143135,0.5537222411598668,0.31342245131382857,0.4490566300138377,-0.035274962540812235,-0.025210951181721637,-0.040450099518075266,0.4070661602181902,0.03551567405919704,0.6834471220818741,0.5742521196006665,-0.02394846553738983,0.21229413651157428,0.35892408682217647,0.30416460814425694,0.7575897827765404,-0.006934607878637892,0.38803383209332853,0.23082258072231585,0.6692293696712921,0.4934184863405729,0.3453683648243072,0.5894863019668395,0.3117348273804774,0.3516239534745114,0.9167611024576592,0.7035158507877741,0.730327952520876,0.16227107203504593,0.5098646745138135,0.43628975995553965,0.6243500408939858,0.060904367574319745,0.6482893489678507,0.41635106251622234,-0.12411666227038454,0.3042942934472698,0.1516837880385551,0.8053012558399048,0.36037086013273056,0.14726808674019115,0.5224768310651192,-0.19599431267433795,0.0049086796312662025,-0.07507133855128813,-0.031619269874090555,0.3593062007153835,0.034100247817068934,0.13735432125342387,0.588732447399823,0.5950389874595529,0.625828809183847,0.22868717215944162,0.34367699505780663,0.03186316684958378,0.004868103148493729,0.3279381823677786,0.49191190989463474,0.4837476960314912,0.2462880716758265,0.07509695520277808,0.3308801079918603,0.603308823494067,0.5018865184690927,0.1324216200637178,0.5943018684112636,0.6767663908266903,0.3135817847559145,0.06440187556525247,0.49806988267819685,0.4347032001950279,0.5778066073485684,0.27011912752203865,0.4104701908521385,0.6240457418796223,0.3541354636099025,0.06486044862155503
VTA_R,0.11512988258385108,-0.3681073207913636,-0.3222912325603482,0.10421533173459731,0.22056430821058942,0.08910340219147313,1.0,-0.498570054373165,0.2961824126216585,0.028485828880239494,0.429373695658283,0.2006874720525425,0.7279575371414579,-0.21297292369371001,-0.001063836632575906,0.2475099638659004,-0.5015197900430273,0.38866735723793117,0.5131975161698976,-0.3375322691733682,0.7786332152424281,0.4804187229738201,0.15074306782413197,0.02863223569698364,0.28012475991150515,-0.3256591089707212,0.3175476932415033,0.02154076475034554,-0.2236710817595038,0.37773284757758185,0.035215387661756165,0.5501717177180935,-0.2874591410626578,0.06757496300417123,0.46989207482493567,0.2752547642210122,0.6192077714886144,0.3375267317416864,-0.18818136139458272,0.030269752660250303,-0.21551155679752318,0.21386588033398204,0.5970408965766212,0.09764024911078,0.5078973500960419,0.6708509140554663,0.3230768235040526,0.6893544874483051,0.5678587122185311,0.45746849097142805,0.47873063380262937,0.05233327918138473,0.6247969741178506,0.46330664539816235,0.41903659622470174,0.675628559463594,0.41147033302226343,0.5509851674847405,-0.051692058561915236,0.4087963335154623,0.6438218611664565,0.060772247007849195,0.7111145011006823,-0.22383061859512898,-0.40808575108230755,0.5960893696964443,0.32593971947711886,-0.13661871873926093,0.14285419018438286,0.5592028313739786,0.11718028873661274,0.3031979769032866,-0.27940910438907374,-0.047940625571303144,0.2457052831598882,0.5391215024726699,-0.34078766153745393,-0.3450135384579257,0.6974692824372098,0.6937318370062426,0.7129734340729733,0.34003419363165116,0.4338511164140509,0.2590463537907426,0.43492754447905047
Cerebellum_7b_R,-0.5745200400540221,0.8735392018517943,0.7512626882633432,-0.15207772075543483,0.20477102070848285,0.021485138036929363,-0.498570054373165,1.0,-0.6551388770469153,-0.23972890869664007,-0.12423966991318337,-0.47423617558557263,-0.6365307353050038,0.7251910864417253,0.19636362334527527,0.3051085357640348,0.9398651395669774,-0.13664172980604794,-0.2745943616574043,0.9009383957046302,-0.7512472286034079,0.017104599895699887,0.15824184337796388,-0.13081907128347905,0.06986844478361828,0.7221232017679066,-0.025855510584907804,-0.32841991309398966,-0.061990293312231756,-0.40429245568139416,0.3075881713533459,-0.3459743392719849,0.7039518011096136,0.13410833878448467,-0.07562602676202215,0.02103887886121578,-0.6154055188333388,0.19209108154676063,0.6806938064911734,0.15390762464024124,0.589424079876128,-0.04624974139503849,-0.499387301340348,0.2621611637522729,-0.09018101488424285,-0.2773259369334479,-0.2819611289360075,-0.2947404616390189,-0.5860975456967805,-0.40617064700676087,-0.5165576197275071,-0.15112775828470149,-0.5298853122216942,-0.36100383366545596,-0.3475644750386158,-0.6123183492336581,-0.02310161548548153,-0.34381028598079677,0.18770185805161257,-0.09018256474145198,-0.7818034004697153,-0.651938286009921,-0.476517963901173,0.7356205447289245,0.5677821584695145,-0.14769430743168108,-0.17236762804428754,0.5811765672271277,0.22468735826243152,-0.2675450354758531,-0.3342401230499218,0.09935563409710307,0.68539303640629,-0.2265439009252233,0.1312313571998535,-0.017354525294875515,0.9186625994542089,0.12381634130826732,-0.22531952360199992,-0.36408356383961504,-0.3796676618266179,-0.28868390097866636,0.008408506474648551,0.2118983708086185,-0.4295905080990958
Precuneus_L,0.885062067497855,-0.6976441305001909,-0.5668632250219025,0.6142416602895169,-0.23642260836714865,0.451888596143135,0.2961824126216585,-0.6551388770469153,1.0,0.7238643010781299,0.16016659074959397,0.8747607522069817,0.30547657593843747,-0.5866964694624354,-0.04954154502084073,-0.17421375238425,-0.6472723156712349,0.5116891951538372,0.5134655477475178,-0.7749086453641324,0.5395870589491807,-0.011720251745904438,0.1004915008306141,0.5473150252511285,-0.16871576439970545,-0.1936465954879803,0.04230068555239075,0.6404039150455884,0.6747034333732359,0.6330086497849423,0.058728786276671434,0.485652661235589,-0.25098871802002,0.3545087976797532,0.3278485344538655,0.2758947500314503,0.5113028066510984,-0.055700394685889096,-0.21883023260361684,0.40667625738629004,-0.48567652685211116,0.3625638183112486,0.5840868013766298,-0.22484021737135343,0.0746234908332745,0.1210151896404859,0.6744096010477931,0.3293219223021798,0.47297612579664466,0.646547932420323,0.3805246587161819,0.3115467146982659,0.3509619727836874,0.29881035995780725,0.26211450265614883,0.3441197025797047,-0.2124128756598844,0.4517791659905498,0.25658229140244626,0.2797019226142865,0.5585628122236743,0.904157833087849,0.19587962094639214,-0.6902686856861208,0.006890484319463918,0.15945573491548898,0.3288994675710531,-0.25740601955768927,-0.26735859326771094,0.23503458971819208,0.6308488224098735,0.1167057839955951,-0.3601931473630242,0.6220626976350472,0.3663968684691289,0.012801748259809871,-0.6971693141449521,0.22502550797478038,0.22430737760147432,0.4019829405819338,0.24623069592998356,0.22807213386879355,0.22118169897606407,-0.0813561856555011,0.46385651850935955
Occipital_Sup_L,0.6552482235826246,-0.24994044901928178,-0.0926965945211566,0.5143452687127864,-0.17533042341961003,0.5537222411598668,0.028485828880239494,-0.23972890869664007,0.7238643010781299,1.0,0.21878899062121657,0.6993140486948809,-0.06366719015786522,-0.22181414105730846,-0.07769654602114151,0.1528385774855753,-0.1639210193655694,0.557865114167041,0.4534621559483773,-0.3300133265982694,0.17138110720902724,0.14324576686596283,0.2100615514968545,0.4949808302916975,-0.17530664894059741,0.25948073218804957,0.22788620493169803,0.5482390136214167,0.7673436895204415,0.4103797309939672,0.3956477600724694,0.37757047299627783,0.2814536911176332,0.5353752609702448,0.4009178501706376,0.34286084317426313,0.25721649777358085,0.19578943057087445,0.239494688928267,0.507552187610845,-0.30553667102572657,0.45572124381704066,0.3717710987908004,-0.060351305366289576,0.08732982289025498,-0.016964151670778076,0.5840889729692511,0.28859382101716147,0.2404774939243583,0.5198739588331663,0.06400270800557188,0.19631018312565066,0.06955605211364775,0.045248696953759646,0.3163440427053748,0.01651433186284076,-0.14712075228550034,0.3238640738861138,0.6073533766776645,0.27625201755451917,0.09291620190036864,0.669669673027632,-0.14126557441589083,-0.25806509428409935,0.4618764534880985,0.23008948584149863,0.22837053155129575,0.0748324838647643,-0.0019678808690610805,0.27075529245612884,0.49000023455761854,0.3899271214022731,-0.03251463468555027,0.47881376848809615,0.48084825537801473,0.09941770742929562,-0.2808952276131834,0.4151265721310699,0.13936586653965008,0.3066693532232068,0.06258520426583009,0.09066135716273578,0.29932969998478126,0.14338563037220126,0.1874472483935119
