,Thal_PuM_R,Cerebellum_10_R,OFCpost_R,Thal_MDm_L,Thal_LGN_R,Thal_MGN_R,Thal_VA_L,Red_N_R,N_Acc_R,Fusiform_L,Postcentral_L,Cingulate_Mid_R,Rolandic_Oper_L,Thal_PuI_L,Pallidum_R,Heschl_R,SN_pc_R,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Occipital_Inf_L,Vermis_10,Frontal_Sup_Medial_R,SN_pr_L,Pallidum_L,Vermis_3,Temporal_Sup_R,Vermis_7,Temporal_Sup_L,VTA_L,Thal_PuL_R,Thal_VL_R,VTA_R,Thal_IL_R,SupraMarginal_L,Frontal_Mid_2_R,Cerebellum_6_R,Occipital_Sup_R,OFClat_R,Calcarine_R,Thal_MDm_R,Thal_MGN_L,Cerebellum_9_L,LC_R,Cerebellum_9_R,Frontal_Sup_Medial_L,Precentral_L,Hippocampus_R,Putamen_R,Thal_VPL_R,OFCpost_L,Thal_AV_R,Precentral_R,LC_L,Rectus_L,Thal_LP_R,Angular_L,Cerebellum_4_5_L,Frontal_Inf_Tri_L,ACC_sub_R,Thal_VA_R,Cerebellum_8_R,Cerebellum_3_R,Amygdala_L,Thal_LP_L,Cingulate_Mid_L,Insula_L,Vermis_4_5,Parietal_Inf_R,Thal_PuI_R,Caudate_R,Hippocampus_L,Olfactory_L,Cerebellum_6_L,Parietal_Inf_L,Temporal_Inf_R
Thal_PuM_R,1.0,0.3070053743810015,0.14099639362680907,0.21205209596487806,0.3571478468536608,0.36804254586720575,0.3622584676741424,0.20076822072138878,-0.1347128947250608,-0.1430698090361387,0.2093344234128847,0.017788896179746463,0.14803443790349674,0.5003216532267363,-0.39971863404973756,-0.6592865613437799,-0.2308692325780474,-0.44316243491796503,0.501713112196679,-0.45224139179739953,0.046209765222746904,0.12650871552800483,-0.18447295623214685,-0.0919526919784304,0.07849625404171774,-0.5825150471154386,-0.17682415185163552,0.11397254834439152,-0.009594928084621661,-0.06340243816186357,0.15330817495286964,-0.26849224114521203,0.041602828247023,-0.06235832787129244,-0.2371066547095995,-0.046521069007216316,-0.46090038554803503,0.3644055593028401,-0.6525727596613193,0.4210711611680463,0.39881792891783796,0.12924284033762182,0.485617130711163,0.22345439949829177,0.03558430277167753,-0.40003129472510884,0.3963914194001983,0.3319700181669819,0.6380673262479282,0.29650944101137816,-0.3763902722350721,-0.08958628092162045,-0.12943855697781145,0.2458900475461619,0.7486763511934591,-0.04272187146466053,-0.18396078881897152,0.42267646875825826,0.07618088406306438,0.314432752547641,0.40097054595634557,0.006274667099915804,0.6465187327220184,-0.008912712826117893,-0.2550366597558789,0.0508657923001525,0.1131768969983532,-0.06795561645143873,0.7166218643223418,0.3663441828387105,0.2429672694155113,0.28244955904466285,-0.09885513420810138,0.14533197343615534,-0.13944462054575368
Cerebellum_10_R,0.3070053743810015,1.0,0.16376422396230497,0.24611622256749044,0.4241184030951071,0.2837783459814015,0.2747365123133826,0.0593759474039556,0.3892004833209707,0.49759533858855004,-0.02461450274432133,0.29302957434794624,0.20781694920353583,0.22504937202440706,0.4134563220297602,-0.02125139298751015,0.26033242914240473,-0.11115424900811637,0.38826255300709467,-0.09927240294416838,0.559827458107854,0.2352729031313053,0.24289136027531383,0.2634981942962995,0.4522410979897157,0.031563273070021824,0.11978690417135712,0.23504225622053368,0.2710039666795244,0.16045635014284187,0.328994083695992,0.3094466139785384,0.3854096911839355,0.11877171037419237,0.08529743791078734,0.539785685049024,-0.09583810767355357,0.20645067269388087,-0.03318836902142829,0.3869664818541733,0.06470240563490966,0.6602633142557484,0.011164386994016527,0.6894451758367371,0.2377760046300033,-0.1292332449640136,0.611377760009965,0.5536780800121947,0.28153372776442703,0.2768678526649359,0.01795014738680873,0.1412403335801302,0.08287421988314272,0.26279203768057696,0.1357828804555654,-0.12606772600716323,0.32324722392310157,0.32768488402930834,0.22836623138155385,0.04876304365742657,0.44962653731424607,0.6866279553044634,0.499709703361641,0.10041687744033675,0.23822803901974668,0.25786054037540873,0.3516872954330562,-0.22020396754307356,0.3311786695189379,0.565244671853818,0.4724206455655219,0.30763530482734475,0.49856703299226107,0.19057621268877603,0.5540383046934776
OFCpost_R,0.14099639362680907,0.16376422396230497,1.0,0.4140977424834517,0.16668563033144213,-0.07209482879089911,0.2895757116868026,0.45888056435995067,0.31536133940051814,0.1716078378363398,-0.16248358441527394,-0.03917550884666194,-0.5370305074176586,0.35683050396034127,0.054022250435627535,0.18438795630043217,-0.060187382963562214,0.4546192072859826,0.4298726232518981,0.47729200067121186,0.22454546455796504,0.29325717283538194,-0.02226474601363681,0.37874856719263844,0.04005288375440012,0.2996666729899458,-0.12081743327638633,-0.4581705915261537,-0.10809089228723383,0.17114960421880937,0.4303208601885097,-0.023787558146417066,-0.06465712809405727,0.10326534556886444,0.5532636789335491,0.07836903532855825,0.49393421796481746,-0.2383354276426344,0.08051542743030107,0.09519565225040386,0.5421985933966864,0.1728904831504683,0.16235737518966767,0.28076453807725194,0.2886221384671945,0.2953700731157127,0.4298042889491151,0.5219368646640067,0.3105808436712656,0.07231036968444661,0.08023796789537185,0.049444610134459895,0.18341279964949445,0.5315349539952311,0.16679110847047493,0.12282447896543484,0.3094571270725202,-0.28919386859125945,0.2640624836434379,0.2670321518492803,0.2047905498194619,0.24841486870476323,0.3782323006433171,0.29116954594983874,-0.13863082135284074,-0.019823718461079044,-0.30321472163971,0.010347876985660311,0.12663468021659732,0.11941022948201993,0.22011993882086747,0.5933141770455461,0.22162517590193687,0.36316979886631534,0.16454516259387228
Thal_MDm_L,0.21205209596487806,0.24611622256749044,0.4140977424834517,1.0,0.29406463527218485,0.009001156270714647,0.15481992892116514,0.43915755776511123,0.15778417252733784,0.359403432292706,-0.029256018442716674,0.08833869911851602,-0.20784052572685185,0.3389213987247046,0.14819905580744994,0.25342050613076506,-0.03052867849562446,0.17957678941240587,0.24580415818842458,0.18109928867670108,0.27412832471646376,0.04480909623605245,0.11404658414678077,0.4938198618250283,0.2809140975192472,0.40933275192708723,0.13855833376100385,-0.11786228131009543,0.02194126756792492,0.15158354838650653,0.651544530027957,0.34487476677191203,0.35889242476439365,0.14941557501908878,0.32760004119897607,0.4028365868277939,0.2320500978527548,-0.03730164549263245,0.16086848218276417,0.5080577237215809,0.3936878062991386,0.39801739024530525,0.07200006450177077,0.44784856309172977,0.1388899781902795,0.3576572803115249,0.6034210522290597,0.4927465406212309,0.38141199514896396,0.2159655268668493,0.044478897000435696,0.1378366724483297,0.44394889367019696,0.14093396672794878,0.14984260076650693,0.09329414177675355,0.5944666899378684,-0.11560364622453166,0.048061399891474,0.30169983291453917,0.22624323467249854,0.3189925392008467,0.1736329613982596,0.32846453162937594,0.10546834435261727,0.20443893241283354,0.033935427833042285,0.00480818817621392,0.1311118908737534,0.24716822603116967,0.2823045653807338,0.15991736679391988,0.4970743082670887,0.22134436662880164,0.45378494579338186
Thal_LGN_R,0.3571478468536608,0.4241184030951071,0.16668563033144213,0.29406463527218485,1.0,0.4095043670128368,-0.06500691274968945,-0.02442068498089259,0.29269610785039074,0.2988948810057244,0.4060650849417778,0.46946717694686413,0.17287542505847187,0.6333382872294134,0.19300267926133652,-0.20102103430013515,0.19082011968178478,-0.21504303715249556,0.34287385452418684,-0.23542606191260948,0.2892083823685098,-0.09246612256150073,0.09325753827606434,0.1216496306893906,0.1990715734406739,-0.19386436075200503,0.030552218699616374,0.12978636515706687,0.26042306661974063,0.09456771799679925,0.197705719157931,0.33317471382307884,0.5992555446424306,0.14097970758896805,0.005525197322494565,0.39219781106240736,-0.2058981349685579,0.26828907779414557,-0.18121652834516488,0.5916538122849999,0.12875333082799514,0.3318478946562766,0.06555193686504965,0.42021503101205526,-0.0300144987366654,-0.0052995954218581385,0.624939293112164,0.4967988386490106,0.09169334213029158,0.037461148637998716,-0.46783545617610184,0.28833982206367575,0.19244066329311912,-0.06805553049884627,0.1636659831776366,-0.10870982425305752,0.2761699703216447,0.4125872144198292,-0.06412289892111243,-0.11898572082775004,0.43566841719682686,0.3315986312376061,0.3830133131119336,0.47384467724009827,0.3257259535941099,0.11527711478066335,0.38336642441395824,-0.11084307469395677,0.5960910762027001,0.35329967608570817,0.04190663408718894,0.17249336313962102,0.5149480634675767,0.2641265893647185,0.23087284315266957
Thal_MGN_R,0.36804254586720575,0.2837783459814015,-0.07209482879089911,0.009001156270714647,0.4095043670128368,1.0,0.08286228023198748,-0.161179158683143,0.14959962950128433,0.3000143978730026,0.33808559618608824,0.17621901540154272,0.4803097479672489,0.19177501233832978,0.17702228972138634,-0.1608110774213098,0.3375173813548662,-0.4478959082571908,0.36897241463593605,-0.4579733606663476,0.30726123110751885,-0.2523737669720235,0.22699023953539696,0.015761564543502107,0.3895717933972161,-0.1933004778914967,0.053778104471333826,0.46924367962405994,0.3321294404132844,-0.12234613855800987,0.07588289453796711,0.2339157849990463,0.4401167290825988,-0.14160409534912224,-0.38172178259212103,0.37392461052539605,-0.45477758259812634,0.5170946283798967,-0.0637944732010827,0.5366756593828717,-0.0693498477731008,0.2858213461925069,0.15478079032407335,0.27019017504901754,-0.28298902952991545,-0.29753817343407407,0.29300717806715343,0.2239596093763942,0.13984614084685856,0.27626742895164375,-0.19631485927077807,0.140771013972015,-0.004582126419786107,0.07809084444017078,0.12141310521969671,0.06866226761683271,0.12980915914163038,0.4187544282565759,0.1364318805582555,-0.1333455557818094,0.02469304586619495,0.3310081434972819,0.3243246086948942,-0.019324396254481232,0.17624584340079458,0.36794233786500896,0.5176217904857381,-0.12792885592331923,0.31749039930571826,0.4119783266287016,0.23114795724561807,0.1027199897794269,0.3053589431099992,-0.13532037020239024,0.21598025283173652
Thal_VA_L,0.3622584676741424,0.2747365123133826,0.2895757116868026,0.15481992892116514,-0.06500691274968945,0.08286228023198748,1.0,0.37037231420714906,0.03264465160205939,0.17633745374788662,-0.10423002528007608,-0.30422163601351077,0.10107342979210167,-0.10888194046444688,0.04773314438690443,-0.09180635396863351,0.05315461273695005,-0.12168487121904992,0.3065847682419873,-0.01435697671833375,0.35843436287525987,0.1238011532935695,-0.01162278139912679,0.348624988984394,0.351532246558209,-0.05754140867375974,-0.3053522183666447,0.18945579068014087,-0.10604730384410888,0.16569244561830093,0.18252192216882634,-0.059903954446807066,-0.21493241652846354,-0.036100553862095035,-0.16903635318781374,0.18899410427858374,-0.13765473032247338,0.2756263406001316,-0.04927343932969246,0.1329043289421196,0.2029317913126388,0.29063876276504325,0.34269110590676466,0.24911735721366937,0.012370764518483278,-0.017681186290072797,0.24628839989976586,0.27756156297556034,0.6001879822847622,0.567669729913392,0.22535958931239475,-0.29621900883092117,-0.03681432569004045,0.5842380920182909,0.2864833047923818,0.019788532836344033,0.0759694260139506,0.04593456355405682,0.45009226475575315,0.13280622766846814,-0.042653756310406195,0.26838564955811084,0.4994897405122593,-0.33879286650994533,-0.4154830853347003,0.4019358787997145,0.03345110634724809,8.166713755517755e-05,0.11237803802341725,0.3653440101600496,0.5187126265519986,0.455932568759754,0.029023646427320412,-0.11784278384367161,0.28254024382059595
Red_N_R,0.20076822072138878,0.0593759474039556,0.45888056435995067,0.43915755776511123,-0.02442068498089259,-0.161179158683143,0.37037231420714906,1.0,-0.16048629371513362,-0.06473229077505814,-0.15058700778093967,-0.26172029600703794,-0.4268165692757242,0.23514059039300053,-0.22047726717974897,-0.10592073621365627,-0.4981625151054049,0.2884822152565573,0.020268252068281666,0.2650607105112973,0.1087525026852066,0.3465140282225561,-0.36492107177179417,0.35643221557815474,0.058766505591419514,0.06902261289560849,-0.38365987565376525,-0.34957042333068367,-0.4752680118462995,0.012558259128615908,0.3343806733288666,-0.2647707259706635,-0.3683509117934121,0.18385752353385548,0.22590719731779998,-0.045475764072960216,0.2728726541872858,-0.18737281431208816,-0.19453150099792277,-0.05455381649544032,0.5580319472338054,0.11954402407563244,0.34974616851472856,0.14573828659798949,0.28521111426153056,0.2619922568874697,0.4497576048089891,0.3767298209226531,0.5706064058100527,0.1428649619012762,0.03165494108795934,-0.2036659651546489,0.1243512441673594,0.3320641008832034,0.25041599245125257,0.1369505350139864,0.31615570562534623,-0.1983174094494342,0.035466085659759165,0.3610506699835728,0.1945828755215773,0.034051761486898216,0.2888948947614023,-0.059687262144025914,-0.427283194370869,-0.04509283057587474,-0.5962502889299529,0.04284312017027453,0.10033773476107025,-0.03398512229685356,0.2313876448634872,0.22178122611499568,0.04482572867386358,0.2188277474866477,0.1761141587293366
N_Acc_R,-0.1347128947250608,0.3892004833209707,0.31536133940051814,0.15778417252733784,0.29269610785039074,0.14959962950128433,0.03264465160205939,-0.16048629371513362,1.0,0.5104645515160352,0.033619225047137324,0.5084580390266588,0.18092624536774787,0.07883534489397985,0.4548257718557818,0.3081138498197946,0.5828455343275313,0.06886920524499791,0.36805170096436696,0.07398573597894499,0.38138033622823214,0.11653424637780045,0.5191408143106574,0.24812906001137636,0.3366448892983033,0.3058570480846616,0.18140371492676674,0.18083476613693228,0.5405724667312943,0.10805102691942278,0.25939943430381146,0.5355985969671224,0.44869360527055463,0.1159673044054647,0.2440793433522075,0.45360026219225613,0.1026628075431075,0.13347773939980923,0.3271232841538988,0.42210997846857146,-0.08826270182938507,0.2902165319572034,0.01608250199535465,0.3458666433931309,0.23030671363270946,0.1439339397404658,0.446744805661311,0.38918360486710335,-0.08080972267301074,0.25842232000823717,0.21948787990447113,0.21269255392489994,0.27906506762915706,0.35688470915205334,-0.2790291970410056,0.06468330033289599,0.36585162343753763,0.30528778117213634,0.4068819262477165,-0.2074778587975934,0.1076471245338239,0.5737626674230055,0.19819074696328928,0.3653601793113255,0.5927533104543333,0.35907719639593383,0.2466062785223497,-0.19708852395092682,0.06179410106624121,0.5221148510679002,0.1939732907301371,0.6176502407592076,0.46447914177778005,0.08038154731942983,0.4401344964071137
Fusiform_L,-0.1430698090361387,0.49759533858855004,0.1716078378363398,0.359403432292706,0.2988948810057244,0.3000143978730026,0.17633745374788662,-0.06473229077505814,0.5104645515160352,1.0,0.18319378916734158,0.18906028649721424,0.3579900548505428,-0.07788576873888313,0.6608650868652339,0.49953504725038694,0.6573741993829643,0.06250414008957438,0.3448706362176113,0.12208865050886078,0.7448169554048367,-0.2257167022768909,0.6767173580671586,0.49758148501293464,0.7972065818486967,0.4608823750761823,0.2838439091078947,0.46767695122786607,0.5458066330655641,0.2703595365030973,0.37635151749360995,0.7401806556945772,0.614499008724999,0.046794193923670076,-0.06047467964249838,0.8742175822435465,0.06487668862963479,0.32280617633962455,0.6244709549592224,0.4868098132174677,-0.17509850415158182,0.7098202646284288,0.0007400906198508193,0.6583784901604147,-0.14551326669020653,0.1975250891152519,0.473577528606651,0.35227980107015877,0.03887229464607993,0.2815247073974805,0.36084458379817236,0.20601552908449816,0.41410056453892713,0.2722909804250272,-0.36998510629736253,0.13165189384985623,0.772841298261169,0.1050890178590217,0.3058544913581412,-0.11241311400158312,-0.08416748369249596,0.8593609384589191,0.2249789240488477,0.17028771758203423,0.37134554916427637,0.627228802723009,0.5792528457841521,-0.009567500203096555,-0.07029130755415794,0.42192141593510385,0.627454500016998,0.25805596146060933,0.8223351857345973,0.002941207712514442,0.7387432883717631
