,Cerebellum_4_5_R,Raphe_M,Vermis_6,Cerebellum_6_R,Cerebellum_3_R,Insula_L,OFCmed_R,Hippocampus_R,OFCant_R,Cerebellum_9_R,Pallidum_L,Frontal_Inf_Tri_L,Cuneus_L,Cingulate_Post_R,Thal_PuM_L,Thal_LGN_R,Vermis_3,Thal_PuL_L,Olfactory_R,Frontal_Mid_2_L,OFClat_L,ParaHippocampal_L,OFCpost_L,Red_N_R,SupraMarginal_L,Temporal_Sup_L,SN_pr_L,SN_pc_L,ACC_sup_R,OFCmed_L,Occipital_Sup_R,Heschl_R,Thal_VL_R,Precuneus_L,Precentral_R,Calcarine_R,Lingual_R,Postcentral_L,Precentral_L,Occipital_Inf_L,Cerebellum_8_R,Cerebellum_8_L,Putamen_L,Vermis_9,Cingulate_Mid_R,Thal_Re_L,Parietal_Inf_R,Caudate_L,Red_N_L,Rectus_R,VTA_R,Frontal_Inf_Orb_2_L,VTA_L,Cerebellum_10_R,Rolandic_Oper_R,Thal_PuI_R,Vermis_8,Thal_VPL_R,Raphe_D,Temporal_Pole_Sup_L,Cingulate_Mid_L,ACC_pre_L,Thal_VL_L,SN_pc_R,Cerebellum_9_L,Vermis_10,Cerebellum_Crus1_L,Thal_LP_L,Rolandic_Oper_L,ACC_sup_L,Thal_MDm_L,Thal_MGN_R,Cerebellum_3_L,Cerebellum_7b_R,Fusiform_L,Hippocampus_L,N_Acc_L,Occipital_Inf_R,Amygdala_L,Cerebellum_Crus2_L,OFCant_L,Frontal_Sup_Medial_L,Thal_AV_L,OFCpost_R,Lingual_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Fusiform_R,Vermis_7,Cerebellum_Crus1_R,Occipital_Sup_L,Temporal_Inf_R,Frontal_Inf_Tri_R,Thal_MDm_R,Frontal_Med_Orb_R
Cerebellum_4_5_R,1.0,0.014123373631639832,0.4108769676538395,0.8082436137049414,0.8854784932561257,0.5095016565578311,0.08889157506202368,0.7029551440820164,-0.02957294228798146,0.7362770461463746,0.4588805672157858,0.07645196976536782,0.026910591120920167,0.3707731589533421,0.2241489746451971,0.43051033427135094,0.80058127033436,0.2024853874713195,0.28569228095153204,0.02825202976860269,-0.025331552947846104,0.6049702971817468,0.3094862283719918,0.21580050687829844,0.0179052414526285,0.2784367576670287,0.5516892226349909,0.6208157078571614,0.5718795606920967,0.2609889629072702,0.03971422576295682,0.3618297990994469,0.49615025581461114,0.4858853414420934,0.1491896565399174,0.4037201550461871,0.580512030107399,0.13530565678395412,0.12568855941825494,0.03303972279437445,0.01712037864880497,0.4844058728236458,0.6480874051647048,0.7905164399316464,0.12681218119960558,-0.06073895771641224,-0.07620413093896117,0.4806991005350266,0.17202480316674634,0.33290381843121336,0.6016194184395757,0.3892979255716221,0.4563307286910158,0.6107766509984875,0.294617662565888,0.1202542274128697,0.29669519426834395,0.3117899832633911,0.4704025204115456,0.4296529636836864,0.18427249496359957,0.5150974302508987,0.27501329146025466,0.4709889540906285,0.7262561407092997,0.8012114360465166,0.5696133879945563,0.16019721879101947,0.19129948972402297,0.6251286839959282,0.4416816997391074,0.33515363997793246,0.8310732875396373,-0.09154001888180861,0.8149133923276994,0.6622492437231202,0.31500637549176064,0.059037086032957944,0.43230707955592496,0.1309916788628013,-0.029662891018113147,-0.10326888181081763,0.22501572840167236,0.31293399119646925,0.6349339362451651,0.4634168893305304,-0.01702807045726903,0.8968583369008292,0.004192127673462576,0.5452688202511733,0.02708942277094683,0.6993187576832688,0.00435645902121236,0.5171565791629594,0.03740897251392163
Raphe_M,0.014123373631639832,1.0,-0.4066642600596266,-0.016650660111685846,-0.02521342044758382,-0.030080802942100356,0.03064774720244152,0.34271039751182025,-0.029263912105263853,0.052852247669547964,0.13011987968390668,0.13792146633409458,0.019017232137933146,-0.31775738278057575,0.016743721463517408,0.1366867139844477,-0.058188922259905886,0.11328760264272343,0.21501033277937093,0.22326438443694888,0.10426540449689656,0.13604580680953515,0.11899123821796902,0.5118234458368083,0.1641455151114296,-0.08514295512790448,-0.42430154537626125,0.032481416482638366,0.0034841662192896376,0.09243856522749061,0.02355260751821997,-0.29917935759817377,-0.17308391604380383,-0.30984024956096856,-0.009393684260866465,-0.25137676880557736,-0.24059918131644428,0.11948067477050538,0.10695888838238476,0.07910039910487299,0.28259273519442124,0.10962642716249112,0.14492861495652118,0.04667962226578231,0.05174321971722704,0.4554585768099897,0.1697037125147961,-0.010734797755862363,0.004089724841681327,0.18333486320022943,-0.14493561418568016,-0.005333597172460801,-0.3654703996693075,-0.0532704122248202,-0.2572424757438088,0.25338658016302024,-0.01579212865700475,0.215162565827077,-0.07168029057801344,0.31451572203725325,-0.12228945343499295,0.24060398064655664,0.31370464371173756,-0.2394984903002968,0.03693691839904828,0.04003494901667729,-0.007085569427048597,0.13667485563860196,-0.10268617482724107,0.17807589849299704,0.1513767609545654,0.0023448783666883927,0.17469825696028626,0.23159867292613692,-0.028514876375587705,-0.05589751372989661,-0.14208399782708944,-0.15049841375017342,0.1725256966874756,0.0024173878674258295,-0.09946899404563946,0.18018037713020968,-0.37087074836164563,0.22623721981432462,-0.20481399172676443,0.07695850969066759,0.022122120535247165,0.06922527092453815,-0.46960279577208397,-0.09439484511407661,0.051964750895665685,0.1539982972867895,-0.1113802400404102,0.03175120724758073,-0.09815691612471955
Vermis_6,0.4108769676538395,-0.4066642600596266,1.0,0.6740944449320017,0.5906156387984375,0.7416666148096003,0.4379859387131263,-0.020001216967048766,0.28376180082313157,0.3773757750915866,0.24707832520911366,0.06448144845581952,-0.3002576860816731,0.8044523716628825,0.03439596184924881,-0.02868368029502337,0.7130650780963308,0.003070718498831378,0.084309294181081,-0.20441585399715703,0.4092398125892146,0.04381294999609924,0.42853879994852495,-0.45209107826681955,-0.23135145512163302,0.7069954730082326,0.6868895403177161,0.3853548952520689,0.4221184555292853,0.04982613680993874,-0.310978864715533,0.5024237032496613,0.15938354420134793,0.848000794816613,-0.03969393485564978,0.6132331629902548,0.850376967899733,0.06631769626164159,0.05082067769488854,-0.2376014759976112,-0.45963983780210893,-0.06501263710773779,0.25643071424540365,0.33166088348421546,-0.10360726297248526,-0.6323204841533664,-0.0684915899982267,0.31286111157113144,0.4358231373920501,0.25291380288099824,0.6069000897882446,0.3268628208802249,0.5735079442672365,0.24597494380737817,0.2752985210999942,-0.36244553161685256,0.22439035946218183,-0.07703416586371804,0.23061120819531636,0.21865911368209726,0.26892012713979424,0.015098816481078777,-0.44267201419379376,0.7338839980262789,0.4999873444401482,0.5454865236167715,0.5380782442553569,-0.28014089829718936,0.6239229617216053,0.10879630360997851,0.03881613881061802,0.3233377668661172,0.24424455235944192,-0.3153795438006132,0.6337308742864077,0.5549691997747198,0.38521861176667815,0.2931536294703815,-0.036831704098568126,-0.18813114266340922,0.33223785067333517,-0.43399895576218694,0.7484010335754085,-0.25901943271269806,0.7909181134248595,0.09555114850698684,-0.39865056326013215,0.358745124567508,0.3925115523167389,0.5913029407102117,-0.32140611557843957,0.5102185215917358,-0.2057678227304058,0.34343301248702607,0.38255311637332223
Cerebellum_6_R,0.8082436137049414,-0.016650660111685846,0.6740944449320017,1.0,0.8478194439712505,0.6742402184492334,0.14838300157716117,0.5404526604273626,-0.005438910518729786,0.6878654545704078,0.4564730922857979,0.20957409584533007,-0.1408030628706217,0.6023869145879442,0.03310724080896614,0.39219781106240736,0.8078894379705265,0.2518335375570819,0.19944999912411446,0.05764324358628848,0.3129202966374897,0.27758032207019356,0.413931315863579,-0.045475764072960216,0.0759144398978651,0.510204305592825,0.6389200072932381,0.5182649854358272,0.6203671998956949,0.018710375391770243,-0.12345428265567863,0.42361179100460356,0.3442002951236711,0.6194380074054945,0.16761063058529246,0.4835389259983142,0.7607946394248837,0.16406879625701629,0.16862379459689944,-0.09021717551615506,0.009793789424321733,0.3686286718026047,0.5728442858678617,0.6833851870383993,0.24934924683644596,-0.18612643578526022,-0.05473867952623126,0.4492906903393937,0.1591600647813814,0.22343916291011076,0.7569710601876097,0.3140260552858863,0.5285279769894125,0.539785685049024,0.32159174360128856,-0.05417001751942261,0.44788906937512535,0.09034144534917897,0.277006473748067,0.3975473049843011,0.3830939130750392,0.36771783546687176,-0.028389792043683897,0.6433243894997994,0.7166545326357922,0.7524707506702787,0.7822176329222466,0.0676254550365632,0.4321177430633365,0.5193267470690066,0.4028365868277939,0.37392461052539605,0.6877016617611886,0.08031679263391711,0.8742175822435465,0.5573595100160014,0.5269290378216257,0.23882807817642673,0.19423046812708297,0.17271169085488985,0.017967613292964577,-0.1168630810389196,0.3975982813590336,0.07836903532855825,0.7646587737162887,0.4091303882951574,-0.09436010887028279,0.8280059801414381,0.27179773100217103,0.8304546528405007,-0.14358444714288277,0.8055694706595989,-0.029908311399868104,0.5569463034279307,0.09122395325050352
Cerebellum_3_R,0.8854784932561257,-0.02521342044758382,0.5906156387984375,0.8478194439712505,1.0,0.6261263032926746,0.19825340832145877,0.5959308947789766,0.016030703442942162,0.7076883453123344,0.46404237343727317,0.10291066705697201,-0.005055675124594859,0.5082252339532101,0.16812637675340694,0.3315986312376061,0.8179635754897073,0.13959089821959988,0.3564050357677293,0.0169418304777529,0.19668133293269147,0.5431582319046538,0.42846309051408815,0.034051761486898216,-0.03502977734682121,0.4002178747222726,0.6371254716561436,0.5832499135998899,0.5918265372444658,0.20285159188098684,0.01017048033032351,0.4388196000878906,0.4152048347272789,0.5885003465231373,0.14421957747429887,0.5011134085636557,0.6717144064583778,0.043596985194847886,0.1139683160997263,0.032103055221785776,-0.026539418993170968,0.4377285612708695,0.6434684283787334,0.7464223235034293,0.14551603153929715,-0.2078686276439414,-0.11501180967943746,0.5112993169813809,0.2251419289232075,0.4186414098410276,0.6601862790645676,0.46337073000047024,0.5391829478148695,0.6866279553044634,0.3591680670381661,0.027417543886246083,0.4655343976933399,0.1817362540398278,0.3917681504103394,0.5084582348865327,0.2844096693554653,0.418878375879336,0.11682579211906592,0.6299993537796192,0.7226152673217843,0.8209991514109304,0.6625752971944858,0.07562056908713131,0.2981276799097609,0.5481789110781441,0.3189925392008467,0.3310081434972819,0.7171816443722343,-0.05266675158193236,0.8593609384589191,0.7015199169307539,0.4621322378705481,0.19208371088842377,0.39722041705207956,0.15806616435365242,0.04674415165584992,-0.09131931500733999,0.37473338425297276,0.24841486870476323,0.6939176364587232,0.5195361402604414,-0.03160320123915994,0.8265622080602746,0.17721987301041223,0.675165001345326,0.0014128637504969021,0.7476099005462833,0.030937077884868224,0.49415498332647595,0.18317557308804822
Insula_L,0.5095016565578311,-0.030080802942100356,0.7416666148096003,0.6742402184492334,0.6261263032926746,1.0,0.5682475814233322,0.31784351624102175,0.40336097453854336,0.4146622378550264,0.3791116853369229,0.3028769526243406,-0.3981306510752862,0.6195624914770592,0.1341210098143083,0.11527711478066335,0.7946656774877717,0.044902820463728586,0.45162439812300625,0.09747087724312327,0.504003852799401,0.3566562855468774,0.7540280641167868,-0.04509283057587474,-0.13341713298752916,0.7648261386023547,0.5833018562495171,0.43998513779207404,0.6468604049765136,0.2528013956760486,-0.3975788820791391,0.25539078165036727,0.2956497478038541,0.6444460968344189,-0.17609000067689015,0.40477855473573343,0.6717304088222088,0.17772144102851986,0.11489618556426962,-0.2812500456530693,-0.34382248154992845,-0.07828798358275113,0.6377340464454399,0.3722388580542863,-0.10088540571979102,-0.3372399589754371,-0.03904382228871023,0.5599116783237188,0.6041826568814217,0.5349284150032797,0.4844456024747338,0.5463547548716967,0.470485694240628,0.25786054037540873,0.03600889684021186,-0.1316583690219155,0.09792062133422906,0.23948411000337363,0.3626675412305446,0.6500204492971188,0.1306019237393168,0.444733792133245,-0.17471847162326512,0.5504810613124281,0.5159067698908187,0.5950768177103465,0.48011127925105707,-0.27381692663051954,0.6601898296323775,0.3722241466205943,0.20443893241283354,0.36794233786500896,0.4758073292207263,-0.26096737742874015,0.627228802723009,0.7372399671640297,0.3038595286580029,0.1154866933286112,0.30650553796281177,-0.305461799722462,0.45108572864018087,-0.2861219478894554,0.6343947773325228,-0.019823718461079044,0.643946206834378,0.18539171910917798,-0.46084143322170873,0.4358367906140776,0.17683730941244344,0.47539903284594964,-0.3659259832345798,0.5586312718125059,-0.37402594102699505,0.4891069043108448,0.45991320703494787
OFCmed_R,0.08889157506202368,0.03064774720244152,0.4379859387131263,0.14838300157716117,0.19825340832145877,0.5682475814233322,1.0,0.054445384629649006,0.6637515332314121,0.16281989482274473,0.02935485276166206,0.05867937231596359,-0.3997343938440433,0.23307255729206056,0.2689462585468812,-0.20651381689176987,0.4077561237602449,-0.11105637621478376,0.5904151240671508,-0.031899727249817864,0.45771177396947044,0.30379599836399446,0.5832467965728196,0.006900112883724542,-0.14040043143603376,0.5130066584160988,0.11688979680803424,0.17797139691271435,0.22046759773339034,0.5331415246937541,-0.40046304886873507,-0.08099596456336665,0.04200395217212148,0.30971287732481884,-0.29845648404394876,0.06498369064854982,0.24450803595260784,-0.0049219975497068625,-0.04933249896594564,-0.2709949077794699,-0.27672760326713647,-0.2252589774726975,0.1578362426455619,0.05002820218124923,-0.5351563001028282,-0.231941016728978,0.03844868619911294,0.3435233500256296,0.717605492318513,0.813078817967891,-0.046994608537899794,0.578502924482974,0.128186562590165,0.0493478591054315,-0.2857137734013813,-0.0321560463641674,-0.08085718410163006,0.2507374082700358,0.21707945998667907,0.5893509704117749,-0.26588498212864986,0.1831597338478184,-0.18015700438525026,0.17529845602854188,0.23104443173021508,0.22542305149044156,0.04880153527039213,-0.38748714216362,0.4016115369491226,0.012885138896354831,-0.032730720878981795,0.14183013356704496,0.10340025449338218,-0.3263437651991811,0.18305813860268713,0.5626908086444432,-0.16805027238520384,0.03300562124939684,0.19332606340029507,-0.46890570233870466,0.6036871623660173,-0.26866057600073356,0.4656116712678037,0.03284043161377526,0.2076079620759607,-0.08811489607191068,-0.4993504299665374,-0.04635530368906124,-0.08160226491616783,-0.018882245212085196,-0.3857656717816312,0.22374206313485245,-0.48387071916625013,0.1467886040855352,0.6998026150495055
Hippocampus_R,0.7029551440820164,0.34271039751182025,-0.020001216967048766,0.5404526604273626,0.5959308947789766,0.31784351624102175,0.054445384629649006,1.0,-0.16212029017658883,0.6617157614816976,0.4086071718339679,0.29467730339201603,-0.0942153220691076,0.05856560360411111,0.1121902668988202,0.624939293112164,0.44622547059378637,0.4092657056278728,0.5013440346935294,0.3146490651333998,0.03419169506825135,0.6083545644544986,0.32767569471814356,0.4497576048089891,0.21276260601648925,0.10411602359579133,0.1680724731891166,0.45723035212335333,0.5891431641046364,0.13609524689946867,-0.05159597567746992,-0.05640349403439236,0.5495183436685014,-0.021499739965193325,0.14520175820509973,-0.07325952665507734,0.17681022761973197,0.20025748816105352,0.12987400533290347,-0.08579138375685424,0.4302415328477529,0.5434286940289675,0.6210974371198145,0.6323570264176164,0.27483433907763305,0.40980694664130024,-0.07558624607132625,0.48089062614706707,-0.022270968109863468,0.34004598660131663,0.3432899990210119,0.3027129337497095,0.18434337489625346,0.611377760009965,0.018968610786802932,0.47630187070959046,0.25701854035441196,0.40868780930826376,0.27648403551235756,0.5372736152689266,0.19633404551437195,0.6354836025031875,0.5537442688824814,0.10526907943260001,0.5845772415539855,0.5255299663904299,0.2915041913880519,0.37518616399701793,0.060714673780598985,0.7594592592169563,0.6034210522290597,0.29300717806715343,0.7228626718370497,0.2798159990937251,0.473577528606651,0.445154277615381,0.2539627060880661,-0.20924452916133177,0.5745476587274599,0.14897975544151298,-0.17728986084556975,0.15502581785059677,-0.1829671129453652,0.4298042889491151,0.21385915464939137,0.5129122364685483,0.11307224380630408,0.7449455084641308,-0.10555061026703569,0.3177762573006173,-0.05870809170902205,0.6001350632382957,0.01685426316174979,0.642396526236856,-0.08985343348756714
OFCant_R,-0.02957294228798146,-0.029263912105263853,0.28376180082313157,-0.005438910518729786,0.016030703442942162,0.40336097453854336,0.6637515332314121,-0.16212029017658883,1.0,0.00636506495926372,0.08816959430020888,-0.11338006507412873,-0.19835170063776536,-0.13115899527593752,0.47555942933058454,-0.5052858200498319,0.27997157986998006,-0.5046861453160553,0.3350532312324432,-0.060865222436228654,0.260852716135201,0.24281013087667813,0.43835896321153367,0.22250064261482003,-0.15542467974042792,0.2901394390626391,-0.025913175178920292,0.055394599716583004,-0.1202186420233003,0.4356379549173376,-0.20333801614181732,0.016791857107404936,0.02278263439449994,0.22917191047556612,-0.567992572932827,0.056415606407763476,0.07190926801537778,-0.1864875752704754,0.01603112960730018,-0.0927904776068179,-0.36656908361430185,-0.2866869168735351,0.11235892033758699,-0.15072555778516228,-0.617028280679756,-0.4452760119486889,0.07603562676201733,0.3040622464194465,0.7745787638566131,0.4968532975961257,-0.2972639288262212,0.4152009778245299,-0.22771953262334274,-0.05346018928383101,-0.17457638894723096,-0.3718655188531025,-0.31095228195607816,0.3612202976120053,0.378361948668445,0.4430900535958818,-0.48655240283469414,-0.039384646386660296,-0.2633643449058203,-0.027470397363093414,0.0791011720264292,0.10752844315150728,-0.01780307804326811,-0.7022276131041588,0.1941172317350049,-0.3623922888894363,-0.12333985257890447,-0.08577518073455452,-0.08900957526220384,-0.39595528321218854,-0.038268022331658914,0.49566417089715004,-0.35452132743464143,0.1638584504486685,0.07979868400627199,-0.33018940764923116,0.8886055694697396,-0.06386864171028661,0.596928421047315,0.0565525421284675,0.04635190512514127,-0.08357131398061313,-0.31712597321726,-0.1844808836668772,-0.1821233778866392,-0.06207311540634221,-0.2171853691339009,0.11654588615917874,-0.310557573548275,-0.26418193889884284,0.8501314767439349
Cerebellum_9_R,0.7362770461463746,0.052852247669547964,0.3773757750915866,0.6878654545704078,0.7076883453123344,0.4146622378550264,0.16281989482274473,0.6617157614816976,0.00636506495926372,1.0,0.3682224216969707,0.20153766241364063,-0.038989464332062775,0.2533488215990627,0.20484135636286616,0.42021503101205526,0.6397118083202783,0.2604518646932782,0.2621583781859702,0.19641259773272873,0.09644754967427545,0.49724243887868175,0.2788912475432658,0.14573828659798949,0.1622136066555204,0.2349173108701809,0.3240304195365721,0.5701964542228022,0.48120891009587785,0.11402151854880745,-0.0024827576873028907,0.1646530999577455,0.3769921104786008,0.28504516493030874,0.20909243497101299,0.1684324567465182,0.3868694202607188,0.07311497379095294,0.10221984152318023,-0.008833635747951518,0.3706949251305095,0.7774752917867657,0.4683015258472996,0.8264241301916396,0.23364148940067,-0.058656393832223104,-0.06140711516495601,0.5138174687041889,0.12667970070554185,0.32614727365700935,0.4552882199208542,0.3110311934384072,0.32809640588264494,0.6894451758367371,0.1745544728150727,0.2307441754038945,0.41533770091724176,0.27096240189066445,0.28324516801781624,0.3972097209863009,0.29186301302722617,0.41082703550104616,0.21761212495779905,0.3728928074574131,0.9190494832579355,0.7230942998384594,0.49612289046108504,0.1877481456679275,0.17627181371619985,0.5728130136692513,0.44784856309172977,0.27019017504901754,0.6837386640356443,0.16214011225879177,0.6583784901604147,0.5336172656113957,0.3084279714707963,0.018658240190134154,0.38385123028379664,0.1940632056652803,-0.003159842513345108,0.13490253551985776,0.1618004125107525,0.28076453807725194,0.4095297235517277,0.41245940940731596,0.1092016762738899,0.7050528297275162,9.950980059745896e-05,0.49196683648157497,-0.029525732117590898,0.6431936101181874,0.07912781047042051,0.4835201796127443,0.11245972589063362
