,Vermis_8,OFCmed_L,Occipital_Inf_L,Thal_MDl_R,Thal_PuA_R,Cerebellum_6_R,Temporal_Sup_R,Supp_Motor_Area_R,Amygdala_L,Thal_LGN_R,Cerebellum_4_5_L,Rolandic_Oper_R,SN_pc_R,Cerebellum_9_R,Vermis_3,Temporal_Inf_R,Cerebellum_Crus1_R,Thal_LP_L,Heschl_R,Thal_MGN_L,SN_pr_L,Cingulate_Mid_R,Cerebellum_8_L,Thal_PuM_L,Vermis_9,Postcentral_R,Thal_LP_R,Putamen_L,Olfactory_R,Cerebellum_3_L,Occipital_Mid_R,Paracentral_Lobule_R,Temporal_Pole_Mid_L,Cerebellum_3_R,ACC_sub_L,OFCant_L,Amygdala_R,ACC_sup_L,Fusiform_R,SN_pr_R,Vermis_6,Lingual_R,Temporal_Mid_L,Temporal_Inf_L,Thal_MDm_L,ACC_sup_R,Heschl_L,Frontal_Mid_2_R,Precuneus_R,N_Acc_R,Frontal_Sup_2_L,Thal_PuA_L,Thal_PuM_R,SupraMarginal_R,Cerebellum_7b_L,ACC_pre_L,Cerebellum_Crus2_R,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Cerebellum_6_L,Vermis_7,Cuneus_R,ACC_sub_R,Cerebellum_10_L,Thal_VL_L,Cingulate_Post_L,Frontal_Inf_Orb_2_L,Caudate_R,Temporal_Mid_R,Frontal_Sup_Medial_R,Pallidum_R,Parietal_Inf_R,Calcarine_R,Temporal_Sup_L,Calcarine_L,OFClat_L,Thal_VA_L,Postcentral_L,Thal_LGN_L,SN_pc_L,Caudate_L,Thal_AV_L,Thal_MDl_L,SupraMarginal_L,Frontal_Inf_Oper_R,LC_L,Frontal_Sup_2_R,Rectus_L,Cerebellum_Crus2_L,Precentral_R,Frontal_Med_Orb_R,Frontal_Inf_Orb_2_R,Thal_PuL_R,Lingual_L,Frontal_Inf_Tri_L,Thal_VL_R,Parietal_Inf_L,ParaHippocampal_R,Hippocampus_R,LC_R,ParaHippocampal_L,Cerebellum_8_R,Cerebellum_Crus1_L,Thal_VA_R,Temporal_Pole_Sup_R,Vermis_4_5,Thal_VPL_L,N_Acc_L,Occipital_Inf_R,Cerebellum_10_R,Rolandic_Oper_L,Thal_MGN_R,Pallidum_L,Rectus_R,Occipital_Mid_L,VTA_L,Temporal_Pole_Sup_L,Olfactory_L,Cingulate_Mid_L,Cingulate_Post_R,Angular_R,Thal_VPL_R,Cerebellum_9_L,Raphe_D
Vermis_8,1.0,-0.13141747305083498,0.7041395735946769,0.012173914205348276,0.4084021315922872,0.828641054965094,0.3093139043154545,0.4493667206166898,0.6177689296440663,0.4282140019661082,0.5188080760113057,0.39112162483722446,0.24959502321814903,0.2622852670367082,0.30652920996944744,0.37591319707029386,0.8779737520413712,0.06882017766574533,0.3199455538914354,0.21616675080382772,0.48480854552349056,0.3263213939067495,0.7358029074016612,0.4568350824277086,0.6585973112048106,0.12335862823623474,-0.11533874314633462,0.08443579011591684,-0.02669652727675723,0.6869474120576047,0.6101868467653175,0.04279579168544292,-0.5758252740240273,0.5159439809070715,-0.1614774634097122,0.4095776111915948,-0.16025603670827865,-0.10643291802201754,0.5366722128979282,0.2698579138569365,0.7188974481789722,0.6185418078332268,0.6730338118611604,0.49774982340200385,0.34909708277983,-0.13636720924190698,0.6993352361772249,0.22759082021795107,0.22143385667809826,-0.12400677558050795,0.5453734304901952,0.4785573272670683,0.48402611537597173,0.212351193991014,0.43224304542144176,-0.13277618627692578,0.3420797713488035,-0.03322731700807689,-0.18755348875329747,0.13377591057039898,0.7794937904453421,0.7963689823173924,0.523599156087169,-0.06901870084411907,0.49943924293484715,0.17057522564618915,0.30946512065033965,0.04122369863970285,0.13633193373828514,0.6681335914826688,0.039276145289981815,0.21596763057211676,0.26519862379471415,0.7304274331752068,0.5472659973257712,0.5851151697596498,0.0022460607024509874,-0.15085428941861415,0.03618362595237951,0.16953425283674628,0.469473041194808,0.10427178077637399,0.23160968028261708,-0.10319961066744157,0.4206772051913767,0.38220055207834813,-0.27929084888967054,0.29364573538118754,-0.13157590978562556,0.6588905118335936,0.5785041627129112,-0.06158349632056481,0.1449247235258868,0.48836555838122286,0.7586048902245874,0.3043007822064389,-0.2742891181487601,0.030082461443140796,0.1900373114132165,0.5345367915619927,0.10697158629702995,0.5929610000881061,0.2847154046747901,0.7718170092216968,-0.06757677781688715,-0.42493239620121426,0.4878451827836049,-0.1780702893921799,0.07842506564712387,0.7044620421090262,0.5815995364427337,0.43734013838821495,0.18437271447335762,0.15406550834278065,-0.23266525745450695,0.6014132269146294,0.4994117764511074,-0.4488459562890805,-0.09724311633498454,0.2666159650391605,0.4528030927755017,0.16696277430846587,0.5646307230706422,0.7180102687456847,0.2219801429974053
OFCmed_L,-0.13141747305083498,1.0,-0.3627554105826039,-0.16894239496540447,-0.42094713799631583,-0.2602562089072101,0.027705475007802828,-0.17660825375500963,-0.26780017202143624,-0.2337797820911382,0.010611725546624736,-0.1487976616664617,-0.10822684222698352,-0.17253189656521695,-0.19961404592395526,0.1418294430445656,-0.042644014212821164,0.10617855753910456,-0.010906542615155912,0.1335109362550843,-0.43609855860089264,-0.11192258841323954,-0.16944984190415854,-0.1637868078666075,0.18882549403398574,-0.07083681669374266,0.15907338027157644,0.6230645097910423,0.7370089620298597,-0.38395367729189556,-0.36467478758765004,-0.16922570990948926,0.1750506071112323,-0.07558580135768629,0.23462128506957078,0.13939677645506723,0.24082494788311873,0.22765108674795295,-0.05719993970379935,-0.15929018982685336,-0.38475066635211963,-0.2850392834799407,-0.31490531746464095,-0.06585342287510165,-0.0942542654643457,0.2936317321366132,-0.1883280104159102,0.13931328660714012,-0.33090673445418295,0.4406596801087552,-0.04474708230762551,-0.023057257446596927,-0.20140637628099636,-0.0916147673292327,-0.23138753601622422,-0.05138018805130423,0.015746694298196844,0.24439688582655528,0.30470187973053053,-0.04382032545455042,-0.32277257480176896,-0.33997566524217365,-0.4410806534470107,-0.1273033683065983,-0.07935941158202192,0.41589328784709323,-0.18641689194803066,0.04675470680219717,0.4212328530149497,-0.1758488151147845,-0.15826908559421152,0.093402319898674,-0.22450878714431005,-0.20963228167200854,-0.03671063957303801,-0.38770017662263034,0.43367394633488116,0.5765316746510963,-0.09121997514849155,0.2206492597298591,-0.3608753748375265,0.4344830440642918,0.06199418916147934,0.5066798658867557,-0.3006469974033903,-0.12814619169192934,0.15712151454487114,-0.10160245841356026,0.8371287564994717,-0.11630462627466243,-0.09948970952821878,-0.4852288424950022,0.2631037135599094,0.00696673679785764,-0.254771757843374,0.19738707166145508,0.23705085241147905,-0.20629863131317158,0.11576845072401432,-0.1264279999042068,0.046923428430858456,-0.0933051485026283,-0.10319147101248997,-0.2501459941262885,0.7026262761357458,0.4854125803544469,-0.2089597958173404,0.39290269464568456,0.06536792389947209,-0.31106416186874064,-0.1614017597208553,-0.18340230804414162,-0.3437300554885921,0.0006504266725407917,0.8226765771451288,-0.3713105902870151,-0.27950519483861164,0.5767896930737397,0.6694897545312284,0.03693507334433281,-0.12835413571425733,-0.2914032142398971,-0.19827777123037651,-0.14643100392500216,-0.20241370277497192
Occipital_Inf_L,0.7041395735946769,-0.3627554105826039,1.0,-0.14642758796387267,0.6479888552200774,0.8642019955736193,0.05365136783198726,0.4082606004605329,0.5891032222124418,0.34788139285151387,0.45048859581804507,0.2670798000135056,0.020733735868082616,0.2116523498324083,0.2814228049643285,-0.09899642789955189,0.7440732071569338,-0.048404627927617745,0.3497529215474924,0.12435212146577787,0.44194297455343895,0.327524899109259,0.7705248068152656,0.565789669316415,0.21481776927919666,0.049666347860192944,-0.20778263755879403,-0.16271445398031859,-0.3496809648223291,0.8198866182499484,0.7357880039491445,0.003705035262902114,-0.6283346879205439,0.35882298496458387,-0.20887788124394932,0.34996580625920704,-0.4725699824681758,-0.21779438584007457,0.28413359807633926,0.2676190293117475,0.7857355689230867,0.7048991949983061,0.8694256334055767,0.6172147609443727,0.27391678253194435,-0.30662736118676986,0.6237654391678875,0.11021989269341374,0.1985313864872037,-0.2680676382013723,0.4392880203263879,0.5314334236276145,0.43003947569895273,0.2567545114385922,0.44233856748679296,-0.22113389282838466,0.3841297586888644,-0.3612025605944621,-0.3385918093518183,0.031538433671736525,0.923883685800008,0.9201432729779342,0.631930969259364,0.10069380944245647,0.5527993144281973,0.05588469973889224,0.35605587710198827,0.14520881670359273,-0.15129121215541264,0.6223732668970581,-0.05633524537482325,0.07836709930893655,0.3439938723601561,0.7598813807322896,0.5027658219852528,0.7185967300116689,-0.23922196017272662,-0.38040472752803617,-0.09437755964095067,-0.14009313433898188,0.5225330884852885,-0.12138397611632112,0.14797889028672553,-0.4237502533218415,0.5629767913717342,0.25083382576726765,-0.278087998812331,0.18728372637505245,-0.39352380854072666,0.7763277339993353,0.41863211223649144,0.1384253617312905,0.07085814512851839,0.31564160032821054,0.8405663173095598,0.13419188236049065,-0.49879865281443514,0.07597726167719183,-0.014854785591445844,0.38514720591020785,0.05337452549838174,0.6138762409594535,0.21391594308357206,0.9399111939611052,-0.45265715934869727,-0.6805202050229404,0.4539679040256267,-0.4411468557652209,-0.1386579086246161,0.804504895938517,0.6443437498491806,0.3710642315163071,0.34973329324048635,0.09613643153918111,-0.4946420396105444,0.8506022979240037,0.540272215683447,-0.627126610970057,-0.31843477846912754,0.2689293958238908,0.4464916459699096,0.32495683268099024,0.5599903488050026,0.6662041715933533,0.36897984326524796
Thal_MDl_R,0.012173914205348276,-0.16894239496540447,-0.14642758796387267,1.0,-0.15886226538066148,0.0987515194935344,0.508821724648855,0.45314061320276366,0.2676132435388736,0.3517249025746133,0.4511365345730717,0.5241720008411971,0.18003508346982908,0.3456176280123925,0.28859691308947877,0.3954200209368557,-0.04680458989972645,0.268500356987287,0.2323674335428895,0.32632214503808515,0.3955870703070949,0.34712651014591855,-0.18150437548927592,-0.13032149965824744,0.16606094290858572,0.48027128588717505,0.4083392296370363,-0.013348526347521145,0.004129703581234312,0.10424698247065957,0.06228862539064924,0.44586015111889093,0.36184589048096366,0.22413219769795925,-0.03189734599254925,-0.1922764727846335,0.5111291978077802,0.38505751964086016,0.5303364740489777,0.22244216049436177,0.14869233774888965,0.2695049038926249,0.08374391888840396,0.19981030610042652,0.4437695179045951,0.34952832091486824,0.35581095254884243,0.47812662997372835,0.6218923109154585,-0.15200634977516644,0.32467015433849344,-0.0532615676679336,0.456532546809435,0.30428946516170197,-0.05952114698343989,0.1670352917451393,-0.2254079485935912,0.4567646234239897,0.3057377780897348,0.528953820841915,0.016274125960034993,-0.08093266357719273,0.25895337818817404,0.21841718100991167,0.24377014767243185,0.19775359463366413,0.3991630960463819,0.10497097252034421,0.29410359250745416,0.10468441286549177,0.5725219890660606,0.09642537425213617,0.3105161814002746,0.155354018697055,0.32009363416058084,0.2071136064202379,0.20644007553131077,0.3724034696361416,0.6172908145589204,0.40822998068486743,0.3752493136824007,0.21604515313706926,-0.2058213170012989,0.4028670317570422,0.26745502855733405,0.508749879224543,0.269722667722583,0.4407529603328442,-0.19001233409911356,-0.1848381101978704,0.30994510008082526,0.13120877087090002,0.15704382070310788,0.29162821535495276,0.1179761287903728,0.3995154092398821,0.6266769046393795,0.3845101021113763,0.29645603903082207,0.4604395193265474,0.39633051281591536,0.03806910591703716,0.25902273662561,-0.14536698251621324,0.11056838828629093,0.2689359941801977,0.44787668894884325,0.5616053283204185,0.11841415571797752,-0.1850638594614245,0.18308097834598977,0.4768496725178414,0.4605422113819424,0.10728636575198046,-0.16633501007825005,-0.08722508408281866,0.08013453422297483,0.260797194948626,0.1822813160074389,0.30359682713831015,0.2508412553820669,0.19162097265800718,0.22147307126263688,0.18735146676524408,0.038024629407901474
Thal_PuA_R,0.4084021315922872,-0.42094713799631583,0.6479888552200774,-0.15886226538066148,1.0,0.5530770672168996,0.034370166355014754,0.27704788470355207,0.5106912220933646,0.19795520472736333,0.240499627801268,0.19623236758086018,0.121103530779177,0.15995197729030106,0.22251103550636586,-0.019618048378324773,0.39414769167292246,-0.03473748604013196,0.20205767571840413,0.08931841367290073,0.42715605089737646,0.34210798878970533,0.41210974108497184,0.6982759234295466,-0.05238068119148247,0.1804346933269044,-0.07783014125571795,-0.2600553304945725,-0.5480033540754908,0.6214350174662115,0.610495552326702,0.13838040333251414,-0.462125828223536,0.3994719068587699,-0.26938747517499695,0.05439745123867975,-0.380897751555542,-0.04590746747661177,0.2539494566329861,0.26150683662282137,0.5651113972363735,0.48612408852737415,0.5560632599411174,0.2362911230067753,0.39567456618422575,-0.18010700070365102,0.26610888494632146,0.021235969366056675,0.2464889134194226,-0.33926419247769823,0.3028825888017004,0.5738348531961732,0.40483209615747384,0.2981802256787693,0.335903911467407,-0.1290160384204942,0.20904294790851588,-0.2973639206647025,-0.2221970008551443,0.12484597931392395,0.6337798163558717,0.6090180756638797,0.5103927560538095,-0.0451293592956055,0.3412171399849378,0.012710122702996552,0.3099823205161642,0.09972505592452774,-0.37272496677171546,0.5228818331639942,0.08704776184637238,0.05833724888006474,0.3268743395693861,0.4934839006716084,0.2578097586995165,0.611572941511925,-0.47022657739284646,-0.3954697887051117,0.16714849917909985,-0.1817607043492712,0.4096919556340616,-0.30301156873703955,0.18378280637328048,-0.43901865198269246,0.5384220050501115,0.2793563764051844,-0.08224065523168857,0.24999932986085724,-0.4799111357621877,0.4829059173840795,0.4120234593880041,0.16269368631299838,-0.01281949741416184,0.13609536746128237,0.4983999238008787,-0.13225785286950348,-0.3154629040074395,0.29432320896196706,0.21986713009050995,0.2856378745803519,-0.02153875540799892,0.5674057388507887,0.05814787270375529,0.5776389767346505,-0.4924191818276727,-0.48091679989473873,0.3076652407373677,-0.3828806676190206,-0.24629197238071693,0.5901330242893973,0.46548551939374366,0.2703049824187547,0.19967139067896375,0.30283018905430487,-0.5089977868217803,0.7064601248378936,0.27005996909930385,-0.5427804408747872,-0.4745819908497773,0.32676454678465516,0.39194580011132013,0.4315240910589834,0.5533539213253047,0.3616932214174753,0.43577383931407715
Cerebellum_6_R,0.828641054965094,-0.2602562089072101,0.8642019955736193,0.0987515194935344,0.5530770672168996,1.0,0.36530460597441977,0.6373865149765509,0.7025083424226196,0.5501790868662779,0.7136835313696345,0.502492992387965,0.23648538721352286,0.37650012570857505,0.45762592403698354,0.188894863501692,0.8504342855004468,0.04558847855204262,0.48335203584355446,0.3276720079768578,0.5756166894712373,0.5205107642369753,0.7549820114453227,0.5538943921001912,0.4353556848075038,0.285256676144043,-0.029637042596015954,0.020691223360534923,-0.17522760366614473,0.8776501595736097,0.7412312913954756,0.2010575581389544,-0.5695308902410501,0.6114854516499023,-0.2021368262488837,0.35208523279661347,-0.2617420777954506,-0.032681108192226034,0.5994564346012586,0.3090568623831809,0.9008355267988613,0.8681269847463519,0.8679714236438432,0.6889464776958224,0.4813635613011544,-0.09369937168607397,0.7137560825354122,0.3344597651908401,0.41380703170685673,-0.2116265990688628,0.6003719679308163,0.5687916297733799,0.5691384819032427,0.43631689167812066,0.455513678305421,-0.15284903203334224,0.3939470037696428,-0.10551634173669523,-0.20911371253264835,0.24593999216714185,0.9560753906003376,0.9098757127595771,0.7181590308873462,0.03288749408653534,0.6902249709181502,0.2477683571889793,0.5085558926377107,0.21606574901703005,0.028434540917649218,0.7323465125710173,0.1537716606215,0.20248268339870096,0.44067713952707666,0.8856048112004432,0.679047060230081,0.8364849437701152,-0.043678406240607225,-0.16606389899400575,0.1719956110140621,0.06056115420411766,0.6228998756943313,0.042690213649239826,0.22967636720623863,-0.12870067118571105,0.6253749404496323,0.46976972828367725,-0.11291078585219003,0.3918283565085237,-0.2745706110448266,0.7288905368767722,0.644329658768401,0.031075870060962598,0.19646331122468114,0.4606439042165846,0.9281496280460619,0.3591887753220361,-0.2280803988846262,0.20100750589611152,0.19450543107485557,0.6481549195071619,0.20444956098870418,0.7067590547872967,0.36231438040234754,0.8802703686814516,-0.1956882343892865,-0.4753433719131406,0.7195982468250584,-0.1653471244763248,-0.008051516864507979,0.7482865515818986,0.7552887917693429,0.5884034661612206,0.44011328374629066,0.19792707869527826,-0.3735748556238914,0.7906585972192282,0.557148022665078,-0.46526624971771285,-0.1512146363033963,0.45169588335557437,0.5537878510942036,0.366199980156828,0.6852189529964946,0.813305712050638,0.3647775954036936
Temporal_Sup_R,0.3093139043154545,0.027705475007802828,0.05365136783198726,0.508821724648855,0.034370166355014754,0.36530460597441977,1.0,0.7190808329493023,0.4301160614429039,0.4832147569617004,0.6469800071265808,0.771309137018627,0.4907192645003317,0.1658602366841705,0.5883662706877115,0.6869671156416066,0.2979272382686078,0.32026901208873204,0.37237194122827716,0.5139427906795971,0.5614238544479518,0.6420731183968605,0.1434715749712636,0.3312426215053557,0.40155932820066725,0.610534076129098,0.48940880630994194,0.34893917213270315,0.14487176141150387,0.3086494848638336,0.2616532447458122,0.3606132869406949,0.03574886900563704,0.6515636204831692,-0.07987378299250715,0.07659392527362523,0.35331364630685697,0.5606288959811886,0.7918406322866536,0.40956384986066396,0.38547138644558415,0.4256463209555485,0.22262726229466748,0.2870755130660823,0.5077616094542855,0.5114565527475251,0.4803464510252603,0.674757721291481,0.5522218542732743,0.08730110791906272,0.6188428680801169,0.3716836001917966,0.3701380370097887,0.6742939664603097,0.06862338971851785,0.011762412738006846,0.12232724081999903,0.6718811063869284,0.16384061516635884,0.5621476771877222,0.2599836174828958,0.14250776086636383,0.36049691582439375,-0.05116749621682659,0.45777615359903245,0.49882673350073714,0.47066123929819614,0.37573241220543374,0.4086092957862392,0.5095894040585132,0.4979735344745589,0.29309919815115765,0.48899438839194515,0.4112530518721918,0.6611795340366564,0.43113985016490886,0.3169888230334663,0.3806105851250356,0.597989344646182,0.557922932603423,0.41217106784169943,0.3395141044539413,0.09838981754128223,0.43110915534981487,0.4376446968199494,0.7689021671714528,0.20649622153022332,0.6265075738360684,0.005179535183024692,0.12177561765870308,0.6698977236729605,-0.12005906158184533,0.47771236771361497,0.4608927342419127,0.38242880986325756,0.6144225774346567,0.4244596893579182,0.48101103803966294,0.5234728179999043,0.7316762267190716,0.32677320569270785,0.3902840630147297,0.18257048260281014,0.09897509496295591,0.36202586300302264,0.2598188141159788,0.566639171813293,0.47126241527322066,0.23767628775142619,0.15049154769424547,0.3718159267925727,0.6134679355058894,0.21960969034902456,0.3072484128306405,-0.037359493725875305,0.08018523157283716,0.06858728810658216,0.10081286401356065,0.16625394181509595,0.6150633492160035,0.3827794851634108,0.29796117908685765,0.5335783643598039,0.3518919519370103,0.216728239462583
Supp_Motor_Area_R,0.4493667206166898,-0.17660825375500963,0.4082606004605329,0.45314061320276366,0.27704788470355207,0.6373865149765509,0.7190808329493023,1.0,0.5911121804688243,0.5910798243436943,0.7621961710247829,0.728324118079261,0.5417200629178675,0.3724081599910507,0.5510512778264972,0.3790842399273798,0.41456808987739807,0.16878871463043157,0.6474922703654652,0.4075137200428195,0.6565340522396642,0.8068319547939137,0.3911213200016589,0.45319806370438637,0.2995872440747595,0.7584452692478534,0.23592292681567184,0.23123023800192588,0.006588019769346781,0.6443522868495335,0.5742126606658222,0.5361060995848086,-0.1322512213127232,0.7827521945178378,-0.05511881884975729,0.21952671067356969,0.11336066701649762,0.2948365504249978,0.769474660565772,0.33037395563778066,0.6109498545422175,0.6934776549232292,0.5951878370800682,0.6463693764911637,0.6529470199537848,0.22844761576450529,0.6125096080572865,0.6995522972524278,0.7029772789333658,-0.057341751182070654,0.6905779048752905,0.44290028387262415,0.5363026699149887,0.794342741691586,0.26357513076639494,-0.041572380672393286,0.22941038011189835,0.26701263154157756,-0.007455082820321215,0.5375332305708513,0.5723166805862984,0.48959786527761884,0.6716288449262734,0.008258218034416922,0.6509683756783369,0.4671680957647747,0.5492748110604887,0.2955713552425052,0.17158080001489695,0.6223246521917793,0.4967279742100438,0.309785156764611,0.7713510399730683,0.6734462992445629,0.7719033639385678,0.6776018577656184,0.30141747364265303,0.16774938973197964,0.6862673128257558,0.27116152201411947,0.6063790728941885,0.19154258729529822,0.30366412377325924,0.277117766690227,0.6915195775539934,0.6726107973610547,0.15231275114921802,0.5914363025216789,-0.11288705306281589,0.26019928970547535,0.8070731911427147,0.012479327124638022,0.32016592023872914,0.4264358031319944,0.6769938175564654,0.5825581961819731,0.3016854341665372,0.5921823306189505,0.5048377483135041,0.8670708842118425,0.3554518322054299,0.6080915028095761,0.38632459397301744,0.4020091860759166,0.15902192484559705,-0.06458989317652326,0.755523137200632,0.2899722869569097,0.1993039853085303,0.3318096656130091,0.6494011059079773,0.8079273488744937,0.40819726179057547,0.2710902395756199,-0.1388960746995383,0.4257641008172283,0.4113215157940125,-0.053286693414099064,-0.02758025150310501,0.755776910778908,0.48918556601244917,0.5455172365567098,0.6751105880795062,0.6032240386659279,0.27684675598567127
Amygdala_L,0.6177689296440663,-0.26780017202143624,0.5891032222124418,0.2676132435388736,0.5106912220933646,0.7025083424226196,0.4301160614429039,0.5911121804688243,1.0,0.4644194628886597,0.6580030994927789,0.46433052973274297,0.17765189742342885,0.2835639609812358,0.3849894312299375,0.31852282758043604,0.5299147945018268,0.3027419155120552,0.45619648675193375,0.3774833137765165,0.5990671852224043,0.5089944329282671,0.4880676334195969,0.4537905740711515,0.3338588770978099,0.37331822589340036,0.21224911905376095,0.0019742235465337447,-0.288918508710835,0.665053905344937,0.5500221026457672,0.2765418712770123,-0.3359732150063185,0.6295225463417834,-0.21691644702855462,0.23667515979863027,0.12677284663080746,0.13761750391619865,0.6708821038309316,0.2634234863318541,0.7042410873169219,0.6994240278158756,0.6526023504157603,0.5156107845589997,0.48513271874072655,0.05589782469697005,0.6248537219968918,0.4385686587403611,0.5118902068202495,-0.1573268027799527,0.6477717168641739,0.42755666180057256,0.6597007490328124,0.38481626367382366,0.4013154590296529,-0.12259164410854292,0.09017264536963863,0.02030638694569584,-0.2067944548056155,0.44191907067674574,0.7046443040822189,0.68447504959996,0.577369178606352,-0.09778131870684821,0.5297005149031383,0.25799358121283095,0.47017553537651213,0.15630319093419995,-0.052065155269641374,0.574232682698879,0.33897555095767706,0.3064154180283041,0.48935034662851096,0.6851529731223948,0.6120976447336368,0.7132629639613013,-0.16568529112948258,0.030089487961355108,0.33563015748379676,0.23006142677829083,0.5274100716711964,-0.06422524664563177,0.012281273391131864,-0.030652794566999784,0.5753341061808473,0.5264280287234818,-0.05510818120676604,0.4428175333496046,-0.24529417584137672,0.38222298729924853,0.6431332077035584,0.08956928682637955,0.24395152786232796,0.4788903769334593,0.7037481801817351,0.2577237806110671,0.010787602657409268,0.2887418344149795,0.5577649752291566,0.7169648075635773,0.39792664569801733,0.732208489360287,0.15132789453972312,0.5522758140256219,-0.20785653097460058,-0.35150547011613914,0.6719160658684361,0.00917587862937308,0.09505142873922166,0.5843247175025842,0.5962358993927179,0.5906459030460997,0.40799523559797346,0.3783394861768217,-0.2613882319527934,0.5218905236058443,0.40694481311613606,-0.3196919639191778,-0.19748058705637506,0.4109645542225689,0.47170834245623183,0.32387331747662607,0.5717009700213617,0.6227238657708786,0.19735761407806415
Thal_LGN_R,0.4282140019661082,-0.2337797820911382,0.34788139285151387,0.3517249025746133,0.19795520472736333,0.5501790868662779,0.4832147569617004,0.5910798243436943,0.4644194628886597,1.0,0.6120908571390272,0.5134472612931947,0.3477931176546329,0.3659469936186887,0.47234962045187906,0.17786288689268578,0.3667589884574498,0.1287825971589741,0.4903688182424799,0.555661087767131,0.4812059965187711,0.42537637449940024,0.39519399190124,0.22127333606615399,0.36354574685467955,0.35785208481624364,0.0312088130057684,0.1461646917894374,-0.012124214911092304,0.5478077919464622,0.3728631569224845,0.3499422537135495,-0.16949013056029277,0.5448686719127378,-0.1108280956891796,0.32887291741925334,-0.1239471875044917,0.13517372187843182,0.5437831553303883,0.009568093598437126,0.49382234532262986,0.6170811184539865,0.49053855764234544,0.4808817587677676,0.5712683026224821,0.21237600088337363,0.5262535282031018,0.4570085282767037,0.5420755091546913,-0.045563962519246694,0.3947105874007742,0.2558212103891514,0.37800845398195715,0.40979631457115956,0.36464722528429494,0.05052179132458703,0.18578830357120027,0.195458155808153,-0.04944259844665719,0.25204410706702157,0.4764037211916477,0.4368969709958422,0.5142041129622879,-0.034815290728820635,0.43764152588191735,0.17863469869662507,0.5355225272579665,0.2259886159034827,0.12957160081137467,0.3309555759225912,0.27624142620034514,0.1675172409442361,0.3730530571179082,0.56606285256216,0.5541413289321956,0.5552998553011805,0.2232618576971957,0.0565343592420747,0.33066544377283347,0.23104665423049958,0.4139696186255341,0.0992216735192719,0.38925399390053206,0.1944346931271964,0.4283823315636933,0.39775487613257277,0.039431735355215256,0.25450483739702623,-0.13357599027422823,0.18940188197628344,0.4765501872089977,0.09465843550684794,0.3550520249522565,0.4136013203304942,0.5282428619460133,0.517160447176842,0.10717626112170185,0.1848675838796046,0.2864672565927311,0.6449593982258052,0.3834018620791891,0.453694560638709,0.2915797805423624,0.31379447373323616,0.06206669543584325,-0.02705883123341923,0.6661136162627097,0.17949799199835587,0.1806656554441206,0.3040222201832326,0.3968660350738514,0.6218128421177195,0.47920289050934234,0.11185777580552278,-0.180339852739082,0.30191310688957057,0.33958167075878254,-0.12913647557592223,-0.12749358441293843,0.3183687712451172,0.4385554474351679,0.2892402821718701,0.484198088582822,0.50364966255175,0.14246784664079784
