,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_MDm_L,Red_N_R,Precentral_L,Frontal_Inf_Orb_2_R
SN_pr_L,1.0,0.3955870703070949,-0.051222949786088955,0.5614238544479518,-0.026149922408251584,0.4208879206214765,0.34892966164774003,0.37364221255496916,0.39103476337795995,0.48480854552349056,0.062269396973172735,0.27701142318364197,0.1955873577694109,0.3560428428260428,0.13811397294922062,0.6079796849665143,0.5139822531345303,0.5050737377904531,0.5692748285309351,0.1998254360554901
Thal_MDl_R,0.3955870703070949,1.0,0.28682508386169986,0.508821724648855,0.20644007553131077,0.2323674335428895,0.1381545064062227,-0.1850638594614245,0.3954200209368557,0.012173914205348276,-0.2058213170012989,0.32632214503808515,0.44586015111889093,0.16606094290858572,0.5111291978077802,0.32009363416058084,0.4437695179045951,0.22111359774442021,0.397259127000326,0.15704382070310788
OFCpost_R,-0.051222949786088955,0.28682508386169986,1.0,0.30420188552043126,0.22907988823100886,0.019916732756083043,-0.3720399249560237,-0.46372070239307583,0.24888950493595974,-0.36307764242595336,-0.1018271103746488,0.1435545359000347,0.14526526440966356,-0.048018598025386,0.5493981192812799,-0.041943371151739024,0.08556651051314892,-0.19019117109942935,-0.024726111523016223,0.28619427843677914
Temporal_Sup_R,0.5614238544479518,0.508821724648855,0.30420188552043126,1.0,0.3169888230334663,0.37237194122827716,0.21597689672901016,0.15049154769424547,0.6869671156416066,0.3093139043154545,0.09838981754128223,0.5139427906795971,0.3606132869406949,0.40155932820066725,0.35331364630685697,0.6611795340366564,0.5077616094542855,0.47971895091523736,0.5604272394201822,0.47771236771361497
OFClat_L,-0.026149922408251584,0.20644007553131077,0.22907988823100886,0.3169888230334663,1.0,0.4205372886256685,-0.011964534053271038,-0.3112359545441667,0.19967026507370825,0.0022460607024509874,0.32136743328246453,0.11383453448910803,0.21925986010794296,0.24563596419742992,0.13451082179944515,0.29075506321490224,0.19469812089801122,-0.05082193314848209,0.2552029074348021,0.2720197478035744
Heschl_R,0.4208879206214765,0.2323674335428895,0.019916732756083043,0.37237194122827716,0.4205372886256685,1.0,0.35101824680074795,0.12291316566013726,0.0356145935662459,0.3199455538914354,0.2671537076450438,0.2696958909932361,0.37997557434673856,0.2238361383090482,-0.1068301009701529,0.7097010148166495,0.6538986622242536,0.36647498506978443,0.5750280678413123,0.2046528649169256
Cuneus_L,0.34892966164774003,0.1381545064062227,-0.3720399249560237,0.21597689672901016,-0.011964534053271038,0.35101824680074795,1.0,0.5719716446632046,0.02419566300654841,0.4822415101791972,0.24334055725458406,0.03904483735046493,0.6062261600688724,-0.0038922096039054823,-0.22122225906463133,0.38152280569975405,0.3912409902742234,0.5790327704964608,0.6849065942825626,-0.030751438395236398
Occipital_Inf_R,0.37364221255496916,-0.1850638594614245,-0.46372070239307583,0.15049154769424547,-0.3112359545441667,0.12291316566013726,0.5719716446632046,1.0,0.11368213878487658,0.7044620421090262,0.14963622844460117,0.1535801661095045,-0.020709562585828765,0.2709240248243903,-0.3282175452334201,0.32138583322156594,0.19903190604019155,0.46524461390017313,0.2618352947654815,0.18005103521756416
Temporal_Inf_R,0.39103476337795995,0.3954200209368557,0.24888950493595974,0.6869671156416066,0.19967026507370825,0.0356145935662459,0.02419566300654841,0.11368213878487658,1.0,0.37591319707029386,0.000786847332372203,0.2671744842773197,0.17673436881075918,0.5473684336934663,0.5565650060323433,0.3382542136108208,0.29762078898115246,0.24323159252446333,0.346957665956867,0.24378510511515258
Vermis_8,0.48480854552349056,0.012173914205348276,-0.36307764242595336,0.3093139043154545,0.0022460607024509874,0.3199455538914354,0.4822415101791972,0.7044620421090262,0.37591319707029386,1.0,0.23160968028261708,0.21616675080382772,0.04279579168544292,0.6585973112048106,-0.16025603670827865,0.5472659973257712,0.34909708277983,0.4513667079085399,0.36894663981650233,0.1449247235258868
Thal_AV_L,0.062269396973172735,-0.2058213170012989,-0.1018271103746488,0.09838981754128223,0.32136743328246453,0.2671537076450438,0.24334055725458406,0.14963622844460117,0.000786847332372203,0.23160968028261708,1.0,0.07967173248307637,0.12182790696788141,0.21731769550253588,-0.363784562112076,0.19733300816156385,0.32851398804975623,0.04467702680625425,0.3178367748281266,0.054303929426748686
Thal_MGN_L,0.27701142318364197,0.32632214503808515,0.1435545359000347,0.5139427906795971,0.11383453448910803,0.2696958909932361,0.03904483735046493,0.1535801661095045,0.2671744842773197,0.21616675080382772,0.07967173248307637,1.0,0.10228436017384315,0.400405561915105,0.02516107252930201,0.47390629568392983,0.5431164907587603,0.2942030776092954,0.18548596022049027,0.36269673894404747
Paracentral_Lobule_R,0.1955873577694109,0.44586015111889093,0.14526526440966356,0.3606132869406949,0.21925986010794296,0.37997557434673856,0.6062261600688724,-0.020709562585828765,0.17673436881075918,0.04279579168544292,0.12182790696788141,0.10228436017384315,1.0,-0.1200143000940044,0.19772391749751572,0.2775725351623201,0.5208750020880222,0.33580967793698674,0.64619577262439,0.010029800737708833
Vermis_9,0.3560428428260428,0.16606094290858572,-0.048018598025386,0.40155932820066725,0.24563596419742992,0.2238361383090482,-0.0038922096039054823,0.2709240248243903,0.5473684336934663,0.6585973112048106,0.21731769550253588,0.400405561915105,-0.1200143000940044,1.0,0.16081605123445694,0.46841823076513806,0.281385345834969,0.09843092378284438,0.16989124892167193,0.2459179837304155
Amygdala_R,0.13811397294922062,0.5111291978077802,0.5493981192812799,0.35331364630685697,0.13451082179944515,-0.1068301009701529,-0.22122225906463133,-0.3282175452334201,0.5565650060323433,-0.16025603670827865,-0.363784562112076,0.02516107252930201,0.19772391749751572,0.16081605123445694,1.0,0.023494960461698355,-0.042207600318778536,-0.017234579245148936,0.1008049694165712,0.1605646865983875
Temporal_Sup_L,0.6079796849665143,0.32009363416058084,-0.041943371151739024,0.6611795340366564,0.29075506321490224,0.7097010148166495,0.38152280569975405,0.32138583322156594,0.3382542136108208,0.5472659973257712,0.19733300816156385,0.47390629568392983,0.2775725351623201,0.46841823076513806,0.023494960461698355,1.0,0.6145129654002112,0.5606807941615509,0.6398715975483795,0.31645888418308077
Thal_MDm_L,0.5139822531345303,0.4437695179045951,0.08556651051314892,0.5077616094542855,0.19469812089801122,0.6538986622242536,0.3912409902742234,0.19903190604019155,0.29762078898115246,0.34909708277983,0.32851398804975623,0.5431164907587603,0.5208750020880222,0.281385345834969,-0.042207600318778536,0.6145129654002112,1.0,0.43956728562660463,0.6578829375827671,0.23796480546556448
Red_N_R,0.5050737377904531,0.22111359774442021,-0.19019117109942935,0.47971895091523736,-0.05082193314848209,0.36647498506978443,0.5790327704964608,0.46524461390017313,0.24323159252446333,0.4513667079085399,0.04467702680625425,0.2942030776092954,0.33580967793698674,0.09843092378284438,-0.017234579245148936,0.5606807941615509,0.43956728562660463,1.0,0.6096492997545466,0.17278778586771726
Precentral_L,0.5692748285309351,0.397259127000326,-0.024726111523016223,0.5604272394201822,0.2552029074348021,0.5750280678413123,0.6849065942825626,0.2618352947654815,0.346957665956867,0.36894663981650233,0.3178367748281266,0.18548596022049027,0.64619577262439,0.16989124892167193,0.1008049694165712,0.6398715975483795,0.6578829375827671,0.6096492997545466,1.0,0.06920737989442652
Frontal_Inf_Orb_2_R,0.1998254360554901,0.15704382070310788,0.28619427843677914,0.47771236771361497,0.2720197478035744,0.2046528649169256,-0.030751438395236398,0.18005103521756416,0.24378510511515258,0.1449247235258868,0.054303929426748686,0.36269673894404747,0.010029800737708833,0.2459179837304155,0.1605646865983875,0.31645888418308077,0.23796480546556448,0.17278778586771726,0.06920737989442652,1.0
