,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.3955870703070949,-0.051222949786088955,0.5614238544479518,-0.026149922408251584,0.4208879206214765,0.34892966164774003,0.37364221255496916,0.39103476337795995,0.48480854552349056
Thal_MDl_R,0.3955870703070949,1.0,0.28682508386169986,0.508821724648855,0.20644007553131077,0.2323674335428895,0.1381545064062227,-0.1850638594614245,0.3954200209368557,0.012173914205348276
OFCpost_R,-0.051222949786088955,0.28682508386169986,1.0,0.30420188552043126,0.22907988823100886,0.019916732756083043,-0.3720399249560237,-0.46372070239307583,0.24888950493595974,-0.36307764242595336
Temporal_Sup_R,0.5614238544479518,0.508821724648855,0.30420188552043126,1.0,0.3169888230334663,0.37237194122827716,0.21597689672901016,0.15049154769424547,0.6869671156416066,0.3093139043154545
OFClat_L,-0.026149922408251584,0.20644007553131077,0.22907988823100886,0.3169888230334663,1.0,0.4205372886256685,-0.011964534053271038,-0.3112359545441667,0.19967026507370825,0.0022460607024509874
Heschl_R,0.4208879206214765,0.2323674335428895,0.019916732756083043,0.37237194122827716,0.4205372886256685,1.0,0.35101824680074795,0.12291316566013726,0.0356145935662459,0.3199455538914354
Cuneus_L,0.34892966164774003,0.1381545064062227,-0.3720399249560237,0.21597689672901016,-0.011964534053271038,0.35101824680074795,1.0,0.5719716446632046,0.02419566300654841,0.4822415101791972
Occipital_Inf_R,0.37364221255496916,-0.1850638594614245,-0.46372070239307583,0.15049154769424547,-0.3112359545441667,0.12291316566013726,0.5719716446632046,1.0,0.11368213878487658,0.7044620421090262
Temporal_Inf_R,0.39103476337795995,0.3954200209368557,0.24888950493595974,0.6869671156416066,0.19967026507370825,0.0356145935662459,0.02419566300654841,0.11368213878487658,1.0,0.37591319707029386
Vermis_8,0.48480854552349056,0.012173914205348276,-0.36307764242595336,0.3093139043154545,0.0022460607024509874,0.3199455538914354,0.4822415101791972,0.7044620421090262,0.37591319707029386,1.0
