,Temporal_Inf_L,ACC_sup_R,Olfactory_R,Rectus_R,Temporal_Pole_Mid_R,Thal_MDl_L,Lingual_L,Temporal_Pole_Sup_R,Caudate_R,Temporal_Inf_R,Thal_MDm_L,Cerebellum_7b_R,Thal_AV_L,Thal_PuM_R,Supp_Motor_Area_R,Temporal_Sup_L,Cerebellum_3_R,Parietal_Sup_R,SN_pr_R,Parietal_Sup_L,Frontal_Mid_2_R,Cerebellum_Crus2_R,Thal_LGN_L,Angular_L,Cerebellum_8_R,Cerebellum_8_L,Frontal_Med_Orb_L,SN_pc_L,Raphe_D,Thal_IL_R,Thal_PuA_R,Thal_LP_L,Frontal_Sup_2_R,Thal_VA_R,Amygdala_L,Rectus_L,Thal_VPL_L,Cerebellum_9_L,Vermis_10,SN_pc_R,ACC_sub_R,Fusiform_L,Precentral_R,Frontal_Inf_Tri_L,Thal_PuM_L,Cerebellum_Crus1_R,Frontal_Sup_2_L,Frontal_Inf_Oper_R,Thal_AV_R,Occipital_Sup_L,ACC_pre_L,Frontal_Inf_Orb_2_R,Thal_PuA_L,N_Acc_R,Cingulate_Post_L,Occipital_Inf_L,Insula_L,Thal_MDm_R,Cerebellum_6_L,Putamen_L,Cerebellum_4_5_R,Parietal_Inf_L,Heschl_R,Thal_VL_L,Occipital_Mid_R
Thal_MDm_L,0.514375068229531,0.3157128905636719,-0.02466755002493486,-0.14523533310282782,0.2595283398987222,0.39359407047090506,0.4157722198374923,0.05212063362786068,0.24191456196408545,0.29762078898115246,1.0,-0.0968934845413296,0.32851398804975623,0.5286671603766451,0.6529470199537848,0.6145129654002112,0.5678956700494165,0.2826632533191384,0.20716614083557625,0.15801332070252025,0.68833750957813,0.16003072845717822,0.31209122046602816,0.4185992164839663,0.21126391966147368,0.21418532697887757,-0.04284659263007229,0.42039196395901995,0.3911194630533288,0.40135812070967364,0.39567456618422575,0.10710296367757355,0.4510459904203354,0.20335687506730188,0.48513271874072655,-0.1122928688455496,0.4480681787451829,0.4570852079547041,0.4819068787759773,0.39443097988641124,-0.022666898018830508,0.5778245862841881,0.5913907727335742,0.6038285121133113,0.527032671265291,0.2628400189900736,0.581326621556053,0.5450366987456575,0.1869784355448777,0.3575215042375888,-0.08688640971422358,0.23796480546556448,0.5890402959826091,-0.02829321633094657,0.571284236693209,0.27391678253194435,0.377007432894141,0.4669026386441994,0.43268701235355395,0.19945279838066662,0.6231704014673923,0.4271889861630918,0.6538986622242536,0.5208566800440306,0.4560302160202556
Cerebellum_7b_R,0.2005528006500754,0.05101286856915632,0.28421880804154065,0.33398123032957794,0.034703526756357614,0.050812308860120114,0.11661919108046742,0.11298668797546448,0.04007926633432822,0.11126578440873171,-0.0968934845413296,1.0,0.11503260282997421,0.04320234497324004,0.20912211816596504,0.08179663735247744,0.1711282530404844,0.09535523598326776,-0.20545130002346665,0.14983865043291306,0.04477402162485086,0.1784820709463884,-0.010946338382048516,0.14193782985632114,0.44312473864352153,0.03704079130593879,0.17460128705348754,-0.02850360868026711,-0.22510525285776745,-0.11665756352905579,-0.05956435869159692,-0.039329809050466416,0.1045707484535357,0.14377770536325687,-0.0050411782823309645,0.25206156453113027,0.019482584371923555,0.24966464739710748,0.04752831237172898,0.34660171554796754,-0.006573129875002657,0.10853464981956039,0.1388682151970709,0.0005997609627734875,-0.04585830372105942,0.2050977826034385,0.08949374975236829,-0.052769863611853166,0.01227398763130137,0.07744896127381459,-0.1521848742988299,0.06616588653558177,-0.10454636665594148,0.30176312369437663,0.05776539853365948,0.028520153505958053,0.18221311738535792,0.09984933502303253,0.03601442846482749,0.317978172567171,-0.022601793281972603,0.1482759506074515,0.14736971529288845,-0.15343845784626262,0.10730730759543125
Thal_AV_L,0.22342473451378156,0.001619841892318198,0.19011612704591324,0.17767528155040818,-0.09572581983644002,0.06301526912328571,0.22191962163601817,0.041438076059980115,-0.07273884184359554,0.000786847332372203,0.32851398804975623,0.11503260282997421,1.0,-0.10109885121499633,0.30366412377325924,0.19733300816156385,0.3539514607188208,0.1295536216793862,-0.12888606713468026,0.07872391215918953,0.18318639936585954,0.24299648428120232,-0.015105500171737462,0.2112158709696849,0.20836227011879446,0.3801017383651728,-0.06884756522508555,-0.08084564246230877,-0.025931768337399533,-0.1664639359305474,0.18378280637328048,-0.1700698581738038,0.12040178330636374,0.2553589698871279,0.012281273391131864,0.19077471239646643,-0.05562575775730204,0.2492099733755523,0.25184599395298674,0.3933195956624338,-0.21044014519784895,0.33070564108763556,0.3334203157044801,0.26434122869283994,0.19462824495247938,0.22929885248519222,0.16600495551089808,0.10439792801493375,0.2062264121954395,0.1345093196070613,0.10375704847555076,0.054303929426748686,0.3069853353621563,0.007425907438693132,0.053860159129394326,0.14797889028672553,0.22245668177524597,0.12662050554762141,0.1975078505978974,0.20235176495175605,0.13762351421347044,0.13243295486766488,0.2671537076450438,0.0215687687337008,0.21110523140113394
Thal_PuM_R,0.5159599249663867,0.009741876723074626,-0.17490907725725283,-0.2434021597106834,-0.045070715638265896,0.13183140359079829,0.5847841781629898,-0.14826470225473223,0.08599932861792059,0.2593630163134388,0.5286671603766451,0.04320234497324004,-0.10109885121499633,1.0,0.5363026699149887,0.5213954226494703,0.4383247908560068,0.233572226941351,0.31029852853124823,0.12706815926534262,0.39048584188423385,0.09441401229080056,0.10753618823029593,0.4600684226948652,0.3135688471766409,0.2989911869549086,-0.019523061946486304,0.6004748858593562,0.3273703452954408,0.3469010031409411,0.40483209615747384,0.17430194785482614,0.41620563046697806,-0.12321072122602221,0.6597007490328124,-0.2229716778331793,0.19673833334891797,0.52079826064591,0.3091757925638927,0.1870153272052831,0.0481991371719218,0.5738442795569506,0.4746895502458224,0.27796472568676733,0.45251555694356116,0.42191704446953776,0.5128489907539476,0.42156204142248743,-0.08984122273155935,0.48354367101334755,-0.050369611940703884,0.09901045155837608,0.3707218252544567,-0.2766334800011656,0.6997844878388483,0.43003947569895273,0.11307092206777662,0.5803680480576124,0.5472285141819443,-0.03031510483707977,0.5546825461128576,0.3861225185975098,0.4993636802246305,0.3529275325482322,0.5344991246222376
Supp_Motor_Area_R,0.6463693764911637,0.22844761576450529,0.006588019769346781,-0.1388960746995383,-0.007455082820321215,0.277117766690227,0.6769938175564654,-0.06458989317652326,0.17158080001489695,0.3790842399273798,0.6529470199537848,0.20912211816596504,0.30366412377325924,0.5363026699149887,1.0,0.7719033639385678,0.7827521945178378,0.4249558029397599,0.33037395563778066,0.24303573842437787,0.6995522972524278,0.22941038011189835,0.27116152201411947,0.5257874358918251,0.38632459397301744,0.3911213200016589,0.1291080281153242,0.6063790728941885,0.27684675598567127,0.18313648701237162,0.27704788470355207,0.16878871463043157,0.5914363025216789,0.15902192484559705,0.5911121804688243,-0.11288705306281589,0.2899722869569097,0.6032240386659279,0.4243448120984563,0.5417200629178675,0.008258218034416922,0.7541401314488643,0.8070731911427147,0.5825581961819731,0.45319806370438637,0.41456808987739807,0.6905779048752905,0.6726107973610547,0.14469664799239093,0.4308093682688598,-0.041572380672393286,0.32016592023872914,0.44290028387262415,-0.057341751182070654,0.5492748110604887,0.4082606004605329,0.47431978680267084,0.4970169387850996,0.5723166805862984,0.23123023800192588,0.6925551099601974,0.5921823306189505,0.6474922703654652,0.4671680957647747,0.5742126606658222
Temporal_Sup_L,0.7886257546832559,0.3002663371324158,0.025155566438148824,-0.14688958667660282,0.08076376608915291,0.35012382199247927,0.7001361624925808,-0.17955297658835556,0.2967565776400857,0.3382542136108208,0.6145129654002112,0.08179663735247744,0.19733300816156385,0.5213954226494703,0.7719033639385678,1.0,0.6492684291308658,0.07945495541154135,0.2978882726472831,-0.11930794050436978,0.6922685419085437,0.21917032670712985,0.4269153049425657,0.3612847021109576,0.2431502603648681,0.5029202685720624,0.036708922419067605,0.5615182725694672,0.3099985873920694,0.1278197858510128,0.2578097586995165,0.3271836578892575,0.5575364092762969,0.23282320507304533,0.6120976447336368,-0.08722025562475025,0.2763514191049946,0.6934434308847071,0.5034491459464246,0.4702034597857424,-0.04768860993360864,0.8119105241553989,0.7385223129700772,0.6781819304377649,0.4559394005620813,0.511927350038402,0.7827987145203221,0.5559621169428599,-0.024790954035142032,0.25665228180063604,-0.11351650149573667,0.31645888418308077,0.5882170028084763,0.06595525751646317,0.5835749376634006,0.5027658219852528,0.5652880335856575,0.34646390940803157,0.6398253961878178,0.2503862570999289,0.630277452832867,0.27159844810306505,0.7097010148166495,0.5206765428038997,0.4307783883604347
Cerebellum_3_R,0.419168872526568,0.2021400677005602,-0.017166554716959673,-0.04647021830267322,-0.07580924127667144,0.17818894012487135,0.5989625043000706,-0.05039254429353172,-0.02627287308410745,0.41482250378003366,0.5678956700494165,0.1711282530404844,0.3539514607188208,0.4383247908560068,0.7827521945178378,0.6492684291308658,1.0,0.4292069915038654,0.2227286158780834,0.2668657542585153,0.5169627058406396,0.22911666667833777,0.1397192684273853,0.4752328246827055,0.26737213299834467,0.38831056272928877,0.06933943061675792,0.44890123009843746,0.3062192136482513,0.14152840439097147,0.3994719068587699,0.10322079283461393,0.4878186909323759,0.12816102871912857,0.6295225463417834,-0.03272703800569599,0.08942509130582672,0.5866030082437073,0.47038670546956773,0.5205892491477163,-0.19099277509424897,0.6913669010693629,0.7914054891370689,0.35477289756647834,0.5721119011326701,0.41838971147185655,0.5682813372960969,0.5999789075181866,0.03205108180217104,0.4611245253043247,-0.06588422895434394,0.3208830197848825,0.44248785746960273,-0.05815088336837082,0.4338168642349287,0.35882298496458387,0.37345659050277763,0.3303687211409139,0.5450233386485299,0.2277815119205515,0.73403391714102,0.5498833180223544,0.5596682597260703,0.40368305481871564,0.5473236454095166
Parietal_Sup_R,0.020369019232193673,-0.1838514195802651,-0.1334910412395572,-0.1795469567026186,0.021892097404923556,-0.11183487692457168,0.11124424172748187,0.15317416380860344,-0.1338064282546026,0.06721940497613625,0.2826632533191384,0.09535523598326776,0.1295536216793862,0.233572226941351,0.4249558029397599,0.07945495541154135,0.4292069915038654,1.0,0.2554899222626427,0.907165512064074,0.12318458452524512,0.02836585045341998,-0.39891142547053815,0.7053114479045594,0.3404922709706651,-0.11030108515791506,0.02897380677532686,0.278453868234416,0.4403999008932059,0.11769157915807403,0.20504875822053706,-0.3284655851239118,0.007089808289394286,-0.1693674284969205,0.14470248550095263,-0.1791728170387567,-0.10929945259342674,0.12960458101649946,-0.09692083799656777,0.11998027831367467,0.12556542916656388,0.1385467114552006,0.24820444919659004,0.03046187221975004,0.35852713375637796,-0.16679737883157283,-0.09134849874059042,0.3601041776419379,-0.1122232203871236,0.6461071438315297,0.11041382207480102,-0.06087866734941672,-0.04922704005327249,-0.3454702161858886,0.19176692234564288,0.017540443845988844,-0.0477077706277468,0.43896371083286106,0.08629269170079888,-0.14420150664241102,0.3141173137555628,0.8561986262995589,0.19536520587789152,0.15980857079986072,0.5279479200987278
SN_pr_R,0.025863426009465975,-0.13179328722687642,-0.11847149016897612,-0.3934094622194524,0.036643464166601705,-0.14874750950694998,0.35158714625996296,-0.18242218663844903,0.23860367462934262,0.36160906373257806,0.20716614083557625,-0.20545130002346665,-0.12888606713468026,0.31029852853124823,0.33037395563778066,0.2978882726472831,0.2227286158780834,0.2554899222626427,1.0,0.2955050039630444,0.18253131898489502,0.04097152288736798,0.048419627559052617,0.45324483222740813,-0.08041531589742616,0.1258120530812009,0.05162515912047637,0.503944188675288,0.5139452230348472,0.10351214437873231,0.26150683662282137,0.00036054021203680707,0.3800915307087131,-0.07658158701052048,0.2634234863318541,-0.31909592570301126,-0.03926794519302568,0.13313831565050493,0.246802218750892,0.050621048496371876,0.2203254579110166,0.3276732041061939,0.42940694800636475,0.15666382998088813,0.4302217659618934,0.29539484943034555,0.3201413158561101,0.5910499090463724,-0.1593423049396121,0.40192473730637635,-0.15406627700093492,0.03596289586998291,0.3644467096634858,-0.2803195993027876,0.18063148817777702,0.2676190293117475,0.16462499763983032,0.2572256971695968,0.3496303081085235,-0.1049397443007548,0.26255591006820345,0.4684337692840019,-0.08215706424502943,0.3113493249733099,0.4402329236230279
Parietal_Sup_L,-0.22953833500123005,-0.16764918103006007,-0.04990894383126952,-0.0658150849070613,0.0853036207361394,-0.09960788539120202,-0.07754861701114583,0.3209961786441571,-0.10020612540671132,0.135064737727727,0.15801332070252025,0.14983865043291306,0.07872391215918953,0.12706815926534262,0.24303573842437787,-0.11930794050436978,0.2668657542585153,0.907165512064074,0.2955050039630444,1.0,-0.0009329793690291556,-0.07717404131384266,-0.3964228938794535,0.6169566005101162,0.27180567128970656,-0.27313329492308136,0.05799309502894915,0.14912058012469684,0.35596713549871745,0.10854160806348453,0.11708596993241496,-0.3505937282652818,0.017761933130701266,-0.10528291001727311,-0.05099742355499667,-0.09006156582090874,-0.05740809326181602,-0.08793743380803769,-0.1603978131721996,0.1013671079982707,0.11261539926213837,-0.07487157347644198,0.13890340250111863,-0.09915562358532855,0.24500226073197523,-0.26748704915692934,-0.21474907561909087,0.30279111190029495,-0.0674452933770727,0.5606849161379857,0.12427861174184127,-0.1102558357855302,-0.16078706222884104,-0.3133965436187369,0.11205016394499512,-0.20368794369196805,-0.09686231746133599,0.31859188244431297,-0.1250752277865135,-0.13012752868888894,0.1865642708541999,0.8549755386392431,-0.04361434079050942,0.084347015532646,0.3693397212549711
