,Temporal_Inf_L,ACC_sup_R,Olfactory_R,Rectus_R,Temporal_Pole_Mid_R,Thal_MDl_L,Lingual_L,Temporal_Pole_Sup_R,Caudate_R,Temporal_Inf_R,Thal_MDm_L,Cerebellum_7b_R,Thal_AV_L,Thal_PuM_R,Supp_Motor_Area_R,Temporal_Sup_L,Cerebellum_3_R,Parietal_Sup_R,SN_pr_R,Parietal_Sup_L,Frontal_Mid_2_R,Cerebellum_Crus2_R,Thal_LGN_L,Angular_L,Cerebellum_8_R,Cerebellum_8_L,Frontal_Med_Orb_L,SN_pc_L,Raphe_D,Thal_IL_R,Thal_PuA_R,Thal_LP_L,Frontal_Sup_2_R,Thal_VA_R,Amygdala_L,Rectus_L,Thal_VPL_L,Cerebellum_9_L,Vermis_10,SN_pc_R,ACC_sub_R,Fusiform_L,Precentral_R,Frontal_Inf_Tri_L,Thal_PuM_L,Cerebellum_Crus1_R,Frontal_Sup_2_L,Frontal_Inf_Oper_R,Thal_AV_R,Occipital_Sup_L,ACC_pre_L,Frontal_Inf_Orb_2_R,Thal_PuA_L,N_Acc_R,Cingulate_Post_L,Occipital_Inf_L,Insula_L,Thal_MDm_R,Cerebellum_6_L,Putamen_L,Cerebellum_4_5_R,Parietal_Inf_L,Heschl_R,Thal_VL_L,Occipital_Mid_R
Temporal_Inf_L,1.0,0.13496699370761037,-0.02043811756181195,-0.11541976021655047,-0.04038277053083294,0.23070400631689314,0.6958630035272668,-0.2652892488739852,0.15280136534101801,0.032520389452058346,0.514375068229531,0.2005528006500754,0.22342473451378156,0.5159599249663867,0.6463693764911637,0.7886257546832559,0.419168872526568,0.020369019232193673,0.025863426009465975,-0.22953833500123005,0.5533364170538143,0.25396631163199945,0.2332807057523896,0.3724393338293562,0.3727504017939026,0.5521176793796049,-0.011242192031144406,0.4576979399510748,0.1638801215669488,0.11178978568290585,0.2362911230067753,0.18487512896973507,0.35712113849108607,0.09142677299547516,0.5156107845589997,-0.07732470533747679,0.19580936052446513,0.7482197511807773,0.34527353623459156,0.3733605787477658,0.0354975188571738,0.7735873687747967,0.49781241790219694,0.5530371999999572,0.32251740292965125,0.5116580052993935,0.64302615249397,0.23164328695104888,-0.021964507181314815,0.24269952771282352,-0.150216284030952,0.14569280123914602,0.5185552238873189,0.0245990947722492,0.5228978710476689,0.6172147609443727,0.36439580073181504,0.471952181073048,0.6782517680925356,0.16637332882324887,0.4798387175181664,0.1259146162382349,0.7879107799286261,0.34848711087049355,0.43968479586338016
ACC_sup_R,0.13496699370761037,1.0,0.2111654261980053,0.26141688404452196,0.27565577128526364,0.628509250762662,-0.1778461844097394,0.4594774720796642,0.33699026606207566,0.31502271974258805,0.3157128905636719,0.05101286856915632,0.001619841892318198,0.009741876723074626,0.22844761576450529,0.3002663371324158,0.2021400677005602,-0.1838514195802651,-0.13179328722687642,-0.16764918103006007,0.6083259500006266,-0.09919729846696694,0.6938613738218207,-0.34083696505563754,0.009734996657695987,-0.2350249884687534,0.42357597198842656,-0.08441122350178815,-0.127405506247478,0.3082804690092499,-0.18010700070365102,0.5292688015610842,0.41870532586541936,0.5316999794879141,0.05589782469697005,0.20901100393493802,0.7106775485970693,0.03382048349134998,0.24770939798290453,0.34935506837320296,-0.13024157029929545,-0.01844565133068272,0.22115565514733151,0.48340032886635464,-0.08412047443232679,-0.10407305757883742,0.3671716609788637,0.22651840353748873,0.43847724457805637,-0.3997846700937201,-0.033156839409884536,0.4956657991963551,0.25893494774778864,0.47686177941827046,0.18584300972303444,-0.30662736118676986,0.5203933787936571,-0.3188391179258786,-0.19581297154506405,0.4884623321532689,0.22291330616737629,-0.004737879570922002,0.2653817305100683,0.31626934600056544,-0.33952823633126833
Olfactory_R,-0.02043811756181195,0.2111654261980053,1.0,0.7193834447987424,0.37116055618779137,0.5161021128029823,-0.1081987709627652,0.4258193946034145,0.6841337006035172,0.28373656121090757,-0.02466755002493486,0.28421880804154065,0.19011612704591324,-0.17490907725725283,0.006588019769346781,0.025155566438148824,-0.017166554716959673,-0.1334910412395572,-0.11847149016897612,-0.04990894383126952,0.24758535711276197,0.05767858083720547,0.2515015242776766,-0.3189899762314624,0.10408794590626261,-0.1297587376042633,0.0005918756178674782,-0.23244149328825583,-0.2881420408410533,-0.03818599424140743,-0.5480033540754908,-0.02342761520050532,-0.07547913459715055,0.7847317582616912,-0.288918508710835,0.8173817078294813,0.45952862511618237,-0.04287388947859953,0.2498396998008863,0.07201491451477685,-0.06546831021973558,-0.11416725539022923,-0.06101050977391802,0.4562107056307202,-0.30223460129486995,0.06737407451924173,0.0049328235212298165,-0.008736441344290285,-0.18811769187380467,-0.40844421203278625,0.009515167794833967,0.36173645668538884,-0.20683655497251216,0.54663703910541,-0.18958664400212935,-0.3496809648223291,0.6315363009255636,-0.3176894277747918,-0.2969520938260133,0.8146455423486076,0.02553578456863323,-0.13783839538083553,0.03632781074720267,0.22138265360340662,-0.2607049550640406
Rectus_R,-0.11541976021655047,0.26141688404452196,0.7193834447987424,1.0,0.17450697973958862,0.5055186408336193,-0.3171263791198518,0.5419718955430364,0.25815987623534653,0.056060330904366656,-0.14523533310282782,0.33398123032957794,0.17767528155040818,-0.2434021597106834,-0.1388960746995383,-0.14688958667660282,-0.04647021830267322,-0.1795469567026186,-0.3934094622194524,-0.0658150849070613,0.09693424749636895,-0.034206436201428866,0.15356352317931943,-0.3966759948807791,0.05064310021331205,-0.2282625071904812,0.051168389745540076,-0.4455441314993539,-0.4356911470406795,0.14552110235034885,-0.5089977868217803,0.05834414018500017,-0.16805529318961465,0.6675322933580272,-0.2613882319527934,0.9084488951584317,0.41055867970138016,-0.2089776749884341,-0.0334338356551005,0.0405399773682715,-0.2855740059987867,-0.29370772637548737,-0.1670209102948704,0.11160735240149591,-0.32953959821074946,-0.2016397559626873,-0.14131427107772634,-0.2532846964555999,-0.006205469181833754,-0.4625886009164964,0.010843232906247748,0.18233550064895132,-0.2709490955876771,0.5116415604488803,-0.17401415203799062,-0.4946420396105444,0.35586763388135373,-0.4360722186143787,-0.4568505993125534,0.6257353161931356,-0.07218821240942683,-0.16309756709778409,0.03623264011605311,0.2102768005577136,-0.4275742053792257
Temporal_Pole_Mid_R,-0.04038277053083294,0.27565577128526364,0.37116055618779137,0.17450697973958862,1.0,0.4308537489780144,-0.24424880026706997,0.3087682051064515,0.42942205373093645,0.25575961565114824,0.2595283398987222,0.034703526756357614,-0.09572581983644002,-0.045070715638265896,-0.007455082820321215,0.08076376608915291,-0.07580924127667144,0.021892097404923556,0.036643464166601705,0.0853036207361394,0.23845036577622294,-0.1631722823738338,0.2808579723365465,-0.11655949041514957,-0.08368981736414638,-0.4222394119384979,-0.06484986440588983,-0.10925299738771736,0.061142787687669335,0.15212236350889902,-0.2221970008551443,0.07101292382963678,0.008785202950954077,0.4031792854509883,-0.2067944548056155,0.19560417541127723,0.404624284653504,-0.04292511982868979,0.11193930261988551,0.0306384878313508,0.05368799863495892,-0.17063061199853546,-0.021339641972885477,0.25819019092286205,-0.07323863752766728,-0.17160830439245142,0.04957166651917421,0.11050605510876116,0.055305892593854156,-0.15872856647473674,-0.03806203125404079,0.0944888346613081,0.006856086272201159,0.26973381231257354,0.03500789025276573,-0.3385918093518183,0.23936426771018257,-0.13923823668950075,-0.29740356670660323,0.31605291714802497,0.08352939727021509,0.029579500853845225,0.06799292866344715,0.21362622470607567,-0.17519382217439494
Thal_MDl_L,0.23070400631689314,0.628509250762662,0.5161021128029823,0.5055186408336193,0.4308537489780144,1.0,-0.1415242128999833,0.53223109847102,0.5127210075142676,0.32300901970415113,0.39359407047090506,0.050812308860120114,0.06301526912328571,0.13183140359079829,0.277117766690227,0.35012382199247927,0.17818894012487135,-0.11183487692457168,-0.14874750950694998,-0.09960788539120202,0.603884011476294,-0.07037305984054101,0.5642273666156145,-0.3098800104768593,0.016001942906150625,-0.2571338684604353,0.044512223894997115,-0.06066336933504834,-0.1446331935324402,0.3206822374081916,-0.43901865198269246,0.3201706792127401,0.19340273513230208,0.7604390670569864,-0.030652794566999784,0.48520351247923116,0.812950377744049,0.025638152185490336,0.2816522831706958,0.2660663798666721,-0.1733219777772889,-0.014903353114784412,0.16545017520143948,0.5780397995192685,-0.15892478909982757,-0.1540003714096408,0.2836834136305236,0.15437152878620872,0.08608938830648424,-0.3837729522213446,0.024159771220998594,0.2888377353503185,0.05690355767050786,0.3815001444423724,0.23596627494757857,-0.4237502533218415,0.5554797469593075,-0.2829795099984578,-0.2577996473606497,0.5526406820422238,0.34565534844316526,0.0009757400749499036,0.417057996080956,0.5552687276284163,-0.3039449355643385
Lingual_L,0.6958630035272668,-0.1778461844097394,-0.1081987709627652,-0.3171263791198518,-0.24424880026706997,-0.1415242128999833,1.0,-0.498375920707254,0.059772372659175524,0.1985536573697281,0.4157722198374923,0.11661919108046742,0.22191962163601817,0.5847841781629898,0.6769938175564654,0.7001361624925808,0.5989625043000706,0.11124424172748187,0.35158714625996296,-0.07754861701114583,0.3667022311437203,0.301995228078015,0.012484903299439657,0.5564507968082185,0.33808067281562865,0.7477509059351781,-0.07465813868100887,0.6511869985975633,0.30440190530405187,0.04750529827692052,0.4983999238008787,0.004786378538248446,0.40916287133769186,-0.17731655291753443,0.7037481801817351,-0.20993544437289954,-0.16658071199781985,0.7822446186953491,0.46126901486978084,0.21694509315485366,0.04082048790529604,0.9246659424064626,0.644404030229247,0.37858822846291856,0.4920680763662109,0.7826649568519859,0.6241088644293734,0.4943282201358696,-0.1209048120273123,0.5526105814686532,-0.11787314901576228,0.19798428081586064,0.4639833332848386,-0.22587004877044803,0.5014410757253283,0.8405663173095598,0.27252086810228565,0.6183417190562246,0.9226332754648143,0.0424535501007967,0.6250675206998934,0.25686207814543055,0.4791561854475725,0.23311477581631804,0.7369645006436298
Temporal_Pole_Sup_R,-0.2652892488739852,0.4594774720796642,0.4258193946034145,0.5419718955430364,0.3087682051064515,0.53223109847102,-0.498375920707254,1.0,0.23222587939213524,0.19956470593994724,0.05212063362786068,0.11298668797546448,0.041438076059980115,-0.14826470225473223,-0.06458989317652326,-0.17955297658835556,-0.05039254429353172,0.15317416380860344,-0.18242218663844903,0.3209961786441571,0.1528489873645323,-0.14805426587286075,0.19580532840965276,-0.20162314114923546,0.1729965924070053,-0.47184260157704716,0.16765561035859586,-0.2760011871204838,-0.12937151319228263,0.20777913185376573,-0.48091679989473873,-0.0052770239623936505,-0.020217283440417393,0.5233105453591805,-0.35150547011613914,0.49098124231635654,0.5391856920095828,-0.33374966132783823,-0.04657707617765519,0.11665833595028727,-0.09040486832940434,-0.41511615545358094,-0.19429889429501068,0.1826842654898097,-0.24138771190589717,-0.4177543933329673,-0.2200463532512763,-0.015392600765095165,0.14241644128016098,-0.25325766423699597,0.17634849116877394,0.2190756478721972,-0.20686450860125496,0.19695117321102099,0.02233006340470733,-0.6805202050229404,0.26277651399856716,-0.31105904706893184,-0.5857196298570323,0.31837930414176285,0.04222265665695746,0.19905088899948317,-0.021943621349724614,0.2038301258648224,-0.34428133534673194
Caudate_R,0.15280136534101801,0.33699026606207566,0.6841337006035172,0.25815987623534653,0.42942205373093645,0.5127210075142676,0.059772372659175524,0.23222587939213524,1.0,0.47320674808102836,0.24191456196408545,0.04007926633432822,-0.07273884184359554,0.08599932861792059,0.17158080001489695,0.2967565776400857,-0.02627287308410745,-0.1338064282546026,0.23860367462934262,-0.10020612540671132,0.49370990714520785,0.0377778693861526,0.5151042129023412,-0.20257066432223095,0.06488810535203986,-0.10877330192635158,0.10317277381928791,0.07214281064599114,-0.0064448928511988204,0.17110611272523935,-0.37272496677171546,0.13430923236787265,0.1575759879768745,0.6425983398128416,-0.052065155269641374,0.37024629500465467,0.5800744418377716,0.0948546626163258,0.3863571695946661,0.07738987546227546,0.10686777428539346,0.06939196379971595,0.12622284379431847,0.6942255900961644,-0.09748280584508087,0.2120141530661844,0.29048357916009143,0.34831245055531157,-0.15682798683989022,-0.2795243059838261,-0.0018258200855401962,0.35547904008961084,0.06805143579785973,0.44069064325889046,0.001795623133943856,-0.15129121215541264,0.7295779508649785,-0.13763813986458695,-0.06056417986495273,0.6533066490919633,0.1590474446933665,-0.061506767148225956,0.07227974818941499,0.4087652453569839,-0.08350957559585805
Temporal_Inf_R,0.032520389452058346,0.31502271974258805,0.28373656121090757,0.056060330904366656,0.25575961565114824,0.32300901970415113,0.1985536573697281,0.19956470593994724,0.47320674808102836,1.0,0.29762078898115246,0.11126578440873171,0.000786847332372203,0.2593630163134388,0.3790842399273798,0.3382542136108208,0.41482250378003366,0.06721940497613625,0.36160906373257806,0.135064737727727,0.39699049792867636,-0.05942255063868107,0.5604750647480246,-0.00916162393318978,0.027801841016510273,-0.012424248479999575,0.17422752637772426,0.18599925234086875,0.01832998328805536,0.15953914786396356,-0.019618048378324773,0.2124599994954584,0.4470158371043338,0.3881743827875234,0.31852282758043604,0.11719832020655582,0.38292892910453674,0.2097196565366249,0.5146228525343537,0.34094635397565,-0.03857045930097106,0.2563977185352391,0.5172387230897503,0.35429060883966595,0.15509917815659466,0.3516199431817209,0.46802692898809806,0.602229368280591,0.04043676275344476,-0.028902516381840028,-0.01179012126834934,0.24378510511515258,0.19104941258359975,0.10874793801900202,0.11590824605396412,-0.09899642789955189,0.46881103792876055,-0.01905821005215126,0.08503315364568807,0.35017711112923394,0.3947912670567391,0.278573470930605,0.0356145935662459,0.32503621324414494,0.12556313724505805
