,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L
Vermis_8,-0.006432125679342926,-0.20640189076879847,-0.1467428696236474,0.3924721332845567,0.015441071381527222,0.36041790508863486,0.1023075871947747,0.1853851088470957,0.24511427974602645,0.07290991802400294,1.0,0.003857504555188942,0.17825128802235254,0.1977621107832685,0.7093723131160474,0.044801694212400725,0.47643140016000385,0.33241046364049837,-0.05584842249820988,0.11082732255240849,0.32040903877460153,0.3063857029744699,0.3902346687034887,0.1611648461008858,0.6592331602409641,0.21261632072641506,0.2789198261830618,-0.1481827956468579,0.18651754449756844,0.07692287300299117,0.4850800753261473,0.195988931091414,-0.05942941944459136,-0.11266198265910048,0.20017112079774793,0.2131276333475037,0.22502494724152572,-0.07746714287382257,0.1989407979137304,0.14478408871821202,0.14628582383327532,0.1431489270101825,0.27064627178624817,0.12143883912574344,0.3389273556505026,0.03415368727742053,-0.14453715482301088,0.15414140308867824,-0.03770738676690542,0.1109689879489584
Thal_AV_L,0.18528535008261474,0.1918364766783308,0.06475393402461618,0.5027101083926373,0.3365151143309862,0.07609500607651154,0.5672853400512825,0.5500132710246649,0.5507515673525768,0.4279422083109608,0.003857504555188942,1.0,-0.11367347654048461,0.29934437897921196,0.16164316098712175,-0.03930596158692426,0.3872843109386902,0.32869096362557804,0.34173058869890965,0.45086429116301796,0.10317867551419539,0.03541671643302799,0.27818154444876614,0.4886133166129638,0.08742210169189733,0.36159031522614155,0.294652338603238,0.16867072562686064,0.4836238523935226,0.5540801534370966,0.4503940626945453,0.15158222911666341,0.32109879044778994,0.35679450611226504,0.405571359334475,0.44938582784579156,0.6592502963930011,0.47169930650010655,0.08302925881712031,0.24389167561788722,0.23512734383988929,0.6565374962595865,0.2546936213862,0.2185647695868555,0.08637399363661624,0.33978343283198603,0.27076490563367495,0.04357016221614057,0.17065648388884225,0.46961512713811887
Thal_MGN_L,0.42861785600134894,-0.2311031222333215,0.38166076711170105,0.24420229019594883,0.31191778254937774,0.12248961577686242,0.0072954976390625795,-0.22243726448061932,-0.01094859559840896,0.1120388711404149,0.17825128802235254,-0.11367347654048461,1.0,0.1318900338476882,0.06412208745649998,0.3387176162448849,0.15827415404660664,0.1062172146539515,0.020571374143287663,0.0641914922186193,-0.16317080586212548,0.6785397612365001,0.20136619295098268,0.08382704455953441,0.15993241314583576,0.3097589024422221,0.20174586218794685,0.18909390313194116,0.3142469410569844,0.12105662660938016,-0.09747145876656652,-0.15699301886134165,0.026824614324705013,0.16995310512854964,0.1665262044613694,0.19689197836165737,-0.14421364734797934,-0.08356592685738035,0.6196601366083598,0.19646370174180064,0.20075131565900814,0.05406534650093699,0.019924817349771605,0.19658927836898113,0.16477606347456972,0.028123828936517797,0.06301603177872192,0.11529861754670637,0.11303040053432618,0.10180932567826545
Paracentral_Lobule_R,0.04780889390461745,-0.20517463511700776,-0.1453109156140405,0.40329737598660553,0.2227418279710335,0.04098759537063731,0.7847881871172007,-0.09006199730079575,0.08005427569825263,0.3866815180128087,0.1977621107832685,0.29934437897921196,0.1318900338476882,1.0,0.010063607970007838,-0.17696575682041074,0.27021845541467554,0.058155128941107456,0.043078887595678565,0.4519918500263353,0.07271771262875555,0.05269132463598364,0.2511007616444491,0.5988619033622807,0.15903643270605755,0.08758424615102077,0.2688984305055645,0.5741425839195801,0.7911799473349782,0.818091819333736,0.4153909543976742,-0.3080882267093185,0.2963491826440779,-0.038244160164386413,0.44510086268176785,0.1812777733365924,0.11467793591535125,-0.16006502927519667,-0.04703524462243855,0.20902716033831872,0.19612540151724106,0.3572081535157383,0.17712616401368614,0.0702027927042,0.20921887915633738,0.36532705215172445,-0.120383782755724,-0.008882245468670037,0.7347590480974765,0.2741335623886364
Vermis_9,0.03149752856898995,-0.18758237127751437,-0.0429220471226885,0.46801414949078535,0.10873894616955403,0.5109889313210946,0.03521367543640844,0.436236253150361,0.49984355708290534,0.2474928695402786,0.7093723131160474,0.16164316098712175,0.06412208745649998,0.010063607970007838,1.0,0.13424583214096594,0.6328720376268588,0.5453298855473656,0.13964664827663192,0.2222714768727574,0.5777296555257341,0.34177409184367075,0.5210773144712018,0.2546396827279515,0.6813034416147207,0.37121700255076295,0.41351161645103385,-0.39146811255641617,0.1606823610147172,-0.025418137490000763,0.5790121741807707,0.3477133585068784,-0.10088251208562234,0.17891746291315347,0.327881966844672,0.38464900643362093,0.5716512790559247,0.12468651795184427,0.21057049396442598,0.24301674502357531,0.28110898323121525,0.2728756408527425,0.5037875090076518,0.1148666220235293,0.39187635827965034,0.030933490110339783,-0.09184302384239364,0.3262732860821779,-0.29496942635090395,0.09205722587517325
Amygdala_R,0.5893488212564544,0.194513242549644,0.7259763643866387,0.29175196307621415,0.4708581881396579,0.14754105633397452,-0.05624817295050641,-0.025420277226898037,0.4120279415853919,0.15279666832146582,0.044801694212400725,-0.03930596158692426,0.3387176162448849,-0.17696575682041074,0.13424583214096594,1.0,0.28263127028637414,0.20637545379193378,0.29830175790811303,0.27679057627057246,-0.038773792854331496,0.5807783700780793,0.3399558387534065,0.12902105995819285,-0.1702885927111652,0.5641287404680826,0.47153522259938846,-0.0798564608579661,0.12784500346781527,-0.09687197365153405,-0.17601110324807492,0.3762503717449949,0.10639343976038151,0.578523031883326,0.40006656872158136,0.3433962409172345,0.12328760546293131,0.4257695696860623,0.5262164914333323,0.4380016394476621,0.48533198608510336,0.27824010741833605,0.4459912256852733,0.39938738817175884,0.26849760014447804,-0.11729284284697289,0.4861211167355151,0.5496469045256448,-0.2744072875084365,0.37016051969274333
Temporal_Sup_L,0.26785872841131714,0.029306249107701087,0.23365741534050727,0.8919006474489222,0.49092210261122116,0.7079794298955976,0.26831319109575996,0.2957667366250933,0.754901214044383,0.5658024559050145,0.47643140016000385,0.3872843109386902,0.15827415404660664,0.27021845541467554,0.6328720376268588,0.28263127028637414,1.0,0.8016184793358007,0.47381960588464006,0.7550842536165657,0.3357834312511469,0.5057248592041234,0.8770753159849521,0.7397685154513789,0.2317370231437398,0.790724060091797,0.8002330422884615,-0.13850433129865364,0.4443807744495027,0.29805548179642277,0.3900840262648382,0.4310741468258939,0.04305687208070818,0.6082665806463524,0.8215990415874759,0.5855508353994138,0.6011154815820164,0.45578269219573087,0.22857466749641295,0.770439576327627,0.7801561674029489,0.666450439703631,0.7520926046771179,0.5795266829981127,0.7953785853227371,0.04071355712717829,0.4167148208124265,0.7026589895169685,-0.19991034583448458,0.463696250182129
ACC_sup_R,0.1569965755383026,-0.003493230268792195,0.20567020875261613,0.6777361976829033,0.4266628378495783,0.7047626000154287,-0.0745674594986081,0.24691327026664187,0.6177120063620263,0.5246888677306382,0.33241046364049837,0.32869096362557804,0.1062172146539515,0.058155128941107456,0.5453298855473656,0.20637545379193378,0.8016184793358007,1.0,0.4742206886273409,0.6723468597234794,0.37044653296025204,0.42216110741710156,0.775402420371326,0.6149675498025816,0.09230212451225658,0.7096988207839676,0.6067050560475129,-0.20714734585616346,0.1301484002472353,0.08847377630933534,0.2076668532071658,0.44431213294544913,-0.03259740622278511,0.5401677793213194,0.6704051230880669,0.5359099375362885,0.4728633453560293,0.4722959761941833,0.22307737385915288,0.7550929146687714,0.7307699924773918,0.5166207668932468,0.6280526289641043,0.45902903200333106,0.7344106049885993,-0.03513416620375431,0.42738300076309493,0.6498771591566507,-0.37738039251069344,0.31173671621904836
Thal_MDm_L,0.3272163187817155,0.42104416628407115,0.3737907310189485,0.4489257059948421,0.4392525233728281,0.3995237490621911,0.11107508936106468,0.17480964130444523,0.5448128048912959,0.4999215242278529,-0.05584842249820988,0.34173058869890965,0.020571374143287663,0.043078887595678565,0.13964664827663192,0.29830175790811303,0.47381960588464006,0.4742206886273409,1.0,0.5680828635436527,0.05953816692772648,0.15522859534422712,0.40910894654609065,0.4433309275457078,-0.27978147559362276,0.5902723562322407,0.5537970248199034,-0.13624818863021268,0.1446769277920677,0.09849416734567952,0.017886025584230705,0.3719455506878768,-0.04922500050331492,0.6855234791535468,0.5680140194560397,0.39389941802199674,0.36180959065264084,0.641524185592681,0.22012957783067655,0.5979168291575135,0.6256836902540968,0.4077249976662896,0.5744745115453505,0.5243079159463109,0.44892254865162107,-0.07995072163607846,0.6331956037841947,0.5826415736942528,-0.25031659111794397,0.45761355562234785
Precentral_L,0.30801673717982103,0.1224414322013672,0.3290688682579069,0.7675610480815469,0.4866738701280377,0.5277719549299402,0.408274742231327,0.17086895185962644,0.7098548811649158,0.6825120119002442,0.11082732255240849,0.45086429116301796,0.0641914922186193,0.4519918500263353,0.2222714768727574,0.27679057627057246,0.7550842536165657,0.6723468597234794,0.5680828635436527,1.0,0.1115428565845696,0.34447286873383787,0.7468580086111095,0.9356267067796263,-0.15393081519256302,0.7374650299025,0.7482113607216239,0.1924658068962935,0.517133066261807,0.44917850411633115,0.1706145262087993,0.284602313738847,0.18226980656737388,0.6764643948761159,0.9239272014428815,0.6042812680144137,0.5144201461633443,0.49470494240533164,0.15691920675452992,0.8421782081571405,0.8466883785870215,0.670506163030621,0.5911613576951824,0.6319170782453309,0.7179753946826215,0.008499971618550234,0.5511009433198573,0.6853863315809892,-0.035081064661357686,0.5613012894321897
LC_R,-0.13232895613855625,-0.21850888532312643,-0.14569031087196468,0.17467033036064306,0.18312701820420907,0.20510452022942624,-0.05786700771411578,0.27315032280893925,0.10058011193682856,0.3388910490766111,0.32040903877460153,0.10317867551419539,-0.16317080586212548,0.07271771262875555,0.5777296555257341,-0.038773792854331496,0.3357834312511469,0.37044653296025204,0.05953816692772648,0.1115428565845696,1.0,0.1397142954905871,0.24680072800457564,0.1974814215637786,0.38182236780741025,0.06550449663349085,0.030658642286712244,-0.22995220500751712,0.027795334225213002,0.027450413497613253,0.5811741413691778,0.024656421872736752,-0.04252737524004631,0.053262521503770165,0.11813944231342595,0.2689852199972963,0.4089645769621536,-0.07881082753380583,0.02168733964684162,0.10907635501425061,0.07293279097014081,0.1530472166643237,0.3526084580047734,-0.2439626066295867,0.15204209799010843,0.07139270046144071,-0.260441255715271,0.10068610021458511,-0.18996643290999612,-0.07152342391288709
Frontal_Inf_Orb_2_R,0.47815217514590974,-0.24234986165616737,0.5481047771920435,0.5375331105815135,0.49629479133284854,0.38768736105565316,-0.015754640588329916,-0.015129097767170089,0.3355604700398861,0.286141994987101,0.3063857029744699,0.03541671643302799,0.6785397612365001,0.05269132463598364,0.34177409184367075,0.5807783700780793,0.5057248592041234,0.42216110741710156,0.15522859534422712,0.34447286873383787,0.1397142954905871,1.0,0.585993140106867,0.3366597156745794,0.17427926836012383,0.6102781205176636,0.42349130679282004,0.056134317617505564,0.3608800518091776,0.12063483119275273,0.0972584837065201,0.11447176526233012,0.08010709423648661,0.46085858283907627,0.4963143056821769,0.5035904617784851,0.19054147511072783,0.1453310689929466,0.6928322931515947,0.5116265210621371,0.4847160707289774,0.31522397654953804,0.396231222505889,0.3574368384328674,0.43073159082622725,0.020577263118213323,0.2524634184410067,0.4065499416110707,-0.13788925842850777,0.23504603582371864
Insula_L,0.2555493762382514,0.03093713228266127,0.2698032452356818,0.8083378271364171,0.4189037055910615,0.6929851402118599,0.21007172204941674,0.15873105417247688,0.673086925690418,0.5734683380283041,0.3902346687034887,0.27818154444876614,0.20136619295098268,0.2511007616444491,0.5210773144712018,0.3399558387534065,0.8770753159849521,0.775402420371326,0.40910894654609065,0.7468580086111095,0.24680072800457564,0.585993140106867,1.0,0.7188611381522946,0.14442895153153065,0.8124976327069722,0.7574572351445735,-0.084495476917869,0.41962943447578427,0.31133597200773955,0.2733243494399259,0.39918237626137787,0.03910865693972506,0.6012505125805409,0.8161124601697111,0.6534843658821181,0.4970044583582102,0.425616456929556,0.2200600660429844,0.8186296609541749,0.8077933758329267,0.6649955695703579,0.6997058284747368,0.5778741030912226,0.8541538177213169,-0.02614229051854031,0.45888456608733535,0.7112632051800085,-0.1527949984862065,0.43169137156470805
Postcentral_L,0.224656499814302,0.003914047458623137,0.21709897141010778,0.7440147883029654,0.49013164463823783,0.49180155704816153,0.5253503014556263,0.19385104076424287,0.6217312482962193,0.707453048862323,0.1611648461008858,0.4886133166129638,0.08382704455953441,0.5988619033622807,0.2546396827279515,0.12902105995819285,0.7397685154513789,0.6149675498025816,0.4433309275457078,0.9356267067796263,0.1974814215637786,0.3366597156745794,0.7188611381522946,1.0,-0.016796171863008323,0.6421381913916928,0.6729035019784702,0.2958086021733869,0.6080726147939004,0.569191562742059,0.2937107007764757,0.10222987791438579,0.21353626916654234,0.5567485212479678,0.871422945554763,0.5715297783584057,0.5092301615857754,0.36125134504436085,0.12380987962775321,0.7243695409237105,0.7330507279455686,0.6823081849587295,0.5460931089335315,0.5011117919036409,0.6670376623389722,0.15580481796245593,0.3997177893832992,0.5182707124410878,0.11366440596966841,0.5066887936371075
Vermis_7,-0.03023387400146811,-0.3236083782417845,-0.2031686542003479,0.16895403411138324,-0.10593758028052704,0.05331383398885573,0.1908990936118017,0.29176959970639904,0.014011316384217746,0.05567800512585469,0.6592331602409641,0.08742210169189733,0.15993241314583576,0.15903643270605755,0.6813034416147207,-0.1702885927111652,0.2317370231437398,0.09230212451225658,-0.27978147559362276,-0.15393081519256302,0.38182236780741025,0.17427926836012383,0.14442895153153065,-0.016796171863008323,1.0,-0.034783714564293085,-0.026169361275030577,-0.1531220772108865,0.22612442895291754,0.17268981328337105,0.5708931500110397,-0.06980179436766439,-0.02532322640249847,-0.20685021920997335,-0.07603196561213796,0.2161303674663819,0.31467042319262856,-0.3287474246063935,0.18173176210318195,-0.20149618476467038,-0.1794429964976938,0.016826545505622202,0.04998598964096804,-0.16870443018614842,-0.03213623300276223,0.062453339531280835,-0.3882197658972009,-0.21888890474160283,0.17133366138212036,-0.08368957873243095
Hippocampus_R,0.5939634422392638,0.19421316342428513,0.5953537758140764,0.7887084249705196,0.6580620628229085,0.5786339337788129,0.18617007896991927,0.1865331965648255,0.7559601783575489,0.5779196538186675,0.21261632072641506,0.36159031522614155,0.3097589024422221,0.08758424615102077,0.37121700255076295,0.5641287404680826,0.790724060091797,0.7096988207839676,0.5902723562322407,0.7374650299025,0.06550449663349085,0.6102781205176636,0.8124976327069722,0.6421381913916928,-0.034783714564293085,1.0,0.7838270597489043,-0.04313700947128046,0.3751846442376446,0.22611073662629036,0.0726672981151404,0.4383602627236111,0.08396535056799102,0.848961472023775,0.8177991906181019,0.7362287013817544,0.4829493239522834,0.6408208500398569,0.49857855931704964,0.8229396882969297,0.8310513622652886,0.6704130558202368,0.7016956340191635,0.7617204255942769,0.7176921099815123,-0.04294184867885519,0.6774306165458327,0.729720868584544,-0.25625446551529213,0.5159129458621716
Cerebellum_10_R,0.3748201144157833,0.20943713108013062,0.2990799640390302,0.7248825812241786,0.4820983606408697,0.5810661259827204,0.33727055377652077,0.1381980553636448,0.732807288750881,0.5208994991216227,0.2789198261830618,0.294652338603238,0.20174586218794685,0.2688984305055645,0.41351161645103385,0.47153522259938846,0.8002330422884615,0.6067050560475129,0.5537970248199034,0.7482113607216239,0.030658642286712244,0.42349130679282004,0.7574572351445735,0.6729035019784702,-0.026169361275030577,0.7838270597489043,1.0,-0.07883376030099813,0.4249437783374218,0.25258823193505486,0.13286445790991508,0.4610416865581241,0.08519748573241842,0.6738499530404365,0.8221037665632134,0.4868152497283736,0.4188840533569574,0.5836073519549622,0.18403333093919613,0.7409865044616332,0.7854920518092386,0.6519078820882063,0.7204191711831931,0.7021748616504158,0.7483128298147389,-0.08936581465502728,0.5881633464686499,0.8003398780280261,-0.13469770510177745,0.5751748875586649
Parietal_Sup_L,0.14576835587877499,-0.20887732893426733,0.06762100973772928,0.09388109896162164,0.18476158951551758,-0.1518052209553402,0.48085390487615515,-0.22778080007798318,-0.09979629928251872,0.08432808177225762,-0.1481827956468579,0.16867072562686064,0.18909390313194116,0.5741425839195801,-0.39146811255641617,-0.0798564608579661,-0.13850433129865364,-0.20714734585616346,-0.13624818863021268,0.1924658068962935,-0.22995220500751712,0.056134317617505564,-0.084495476917869,0.2958086021733869,-0.1531220772108865,-0.04313700947128046,-0.07883376030099813,1.0,0.48989980500918917,0.5086264728311259,0.030526281820044694,-0.40467950253410584,0.3374227903678669,-0.05828951924619027,0.14269598658728372,0.04952953392290819,-0.14643175230040525,-0.14098404730174224,0.06205479568527615,-0.01622379084161226,-0.058401575126266356,0.13319436185201608,-0.20251951407772098,-0.02544729152428266,-0.09787408565768167,0.3096250703614447,-0.1277472265492521,-0.26758616101007,0.5715396138403448,0.15156485701095837
