,Frontal_Sup_Medial_R,Paracentral_Lobule_R,Thal_VA_R,Cerebellum_9_R,Frontal_Mid_2_L,Thal_MDl_L,Angular_L,Rolandic_Oper_R,Thal_LGN_L,Heschl_R,SN_pr_L,Frontal_Sup_Medial_L,Raphe_D,Precentral_L,Hippocampus_R,Rectus_L,Temporal_Sup_L,Putamen_R,Cingulate_Mid_L,OFCant_L,Cuneus_L,Vermis_7,Temporal_Pole_Mid_L,Lingual_R,Red_N_L,Thal_VA_L,Occipital_Sup_L,ParaHippocampal_L,Thal_LP_L,Insula_R,Paracentral_Lobule_L,Angular_R,Temporal_Mid_R,Red_N_R,Thal_IL_L,Thal_PuL_L,Vermis_1_2,ACC_sub_L,Thal_LP_R,Supp_Motor_Area_L,Occipital_Mid_R,Thal_PuI_R,Thal_PuA_R,Cerebellum_10_L,Parietal_Inf_R,Cerebellum_8_R,ACC_pre_R,Pallidum_L,Thal_AV_L,Olfactory_L,Cerebellum_Crus1_R,Calcarine_R,Cuneus_R,Rectus_R,Thal_VL_L,Thal_MGN_L,ACC_sup_R,Amygdala_L,Cerebellum_Crus2_L,Frontal_Sup_2_L,LC_R,VTA_R,LC_L,Frontal_Inf_Orb_2_L,Hippocampus_L,ParaHippocampal_R,Thal_IL_R,Cerebellum_8_L,Postcentral_L,Occipital_Mid_L,Thal_VPL_R,Cerebellum_3_L,Frontal_Inf_Tri_R,Thal_LGN_R,Thal_AV_R,OFCant_R,Cerebellum_7b_L,Rolandic_Oper_L,Frontal_Inf_Oper_R,Cerebellum_7b_R,Vermis_9,Thal_MDm_R,Vermis_3,Supp_Motor_Area_R,Occipital_Inf_R,ACC_pre_L,Lingual_L,Insula_L,Frontal_Sup_2_R,ACC_sub_R,Thal_VL_R,SupraMarginal_R,Putamen_L,Cerebellum_6_R,Thal_PuM_R
Frontal_Sup_Medial_R,1.0,0.2044490936523287,0.41141141261497854,0.38939025965482893,0.8327646010894356,0.23985691803851092,0.03209709978477311,0.7799709770317015,0.7222401743009228,0.6167215717133263,0.2466797142247352,0.8697531512590362,0.30900362495243594,0.8205953609420202,0.8134706163958354,0.2807376999909429,0.7321909111405286,0.731372090847247,0.7776938441358345,0.06248613758798353,0.14795057080210988,-0.1926754513460098,0.06717991802391707,0.6300049921003964,0.5458281403096383,0.6332744870723555,-0.0652896767274669,0.6817942889720074,0.4891779849119924,0.74710830067852,0.251670024297316,0.046227339344399834,0.6470846036953535,0.6502478954417923,0.5010027162789532,0.21007154224746682,0.5780412081461113,0.2985147767807121,0.4634699719556616,0.8096575773725952,-0.027462313331876036,0.007445482877271822,0.4747948170468326,0.6061254107395087,-0.17796176697077137,0.3607487053285774,0.5844026155209229,0.4380891931338099,0.3681090314642187,0.43472164767126603,0.39215285316087584,0.47404450534192516,0.1482514587136837,0.6635364073836963,0.681725720685207,0.12182026316781716,0.7444619956899848,0.2442753079012453,0.10301481492286144,0.8788831574768688,0.13439588695233243,0.49860964486820875,0.10104939197574125,0.6205200499910782,0.7454720411229165,0.774466834233332,0.5370133379771674,0.26914366499314357,0.7449315839041222,0.0229114121604571,0.5347789728769908,0.5251285495296557,0.8592069118642283,0.27540513319653404,0.5783649930004481,0.2899088879276553,0.17119253172646015,0.7446125957582175,0.775371650428289,0.3894822105124941,0.22274126626972415,0.23201402851002131,0.7070344677112264,0.8056127418999938,0.07848661465323425,0.6293016141016204,0.5189877580298867,0.7825861327491102,0.8617781357831508,0.1271839703908798,0.6132967531210575,0.2984988487132405,0.6731164346853252,0.5475789292858197,0.6486094401468392
Paracentral_Lobule_R,0.2044490936523287,1.0,0.34866102865108617,-0.12430412949862578,0.06748685187610715,-0.20111605875997715,-0.011809667663639093,0.20921887915633738,0.1263331584331019,0.04098759537063731,0.04780889390461745,0.36393998314822085,0.2994300020353011,0.4519918500263353,0.08758424615102077,-0.21913551378890028,0.27021845541467554,-0.062314738094658206,0.5071698909173841,-0.27760458155193335,0.7847881871172007,0.15903643270605755,0.0951408925074712,0.46595862925660775,0.3866815180128087,-0.120383782755724,0.36532705215172445,-0.038244160164386413,-0.1274748570847641,0.36181653175552503,0.8634418867117895,0.6692239369776888,0.2972322618347023,0.2023648351583106,0.2741335623886364,-0.022285316167718425,0.0702027927042,-0.19636390172645676,0.05601421732555492,0.44510086268176785,0.5765401816855557,0.23115656704399856,-0.01223472704779191,0.5428751111420953,0.7347590480974765,0.03548437054660159,-0.16469216817082816,-0.19011033583807355,0.29934437897921196,0.3038146238068753,0.11467793591535125,0.6005390907734932,0.7404583502140871,-0.09436791492405773,0.3572081535157383,0.1318900338476882,0.058155128941107456,-0.04703524462243855,-0.2374348987424825,0.19612540151724106,0.07271771262875555,-0.13782503424844905,0.007630656973541905,0.14821647953142159,0.15660558982182496,0.018218104680205814,0.16297842068460575,0.19360433680307587,0.5988619033622807,0.2647496260751905,-0.009626398115353148,-0.17016280140907258,0.3220106257522605,0.07321805376343817,-0.16006502927519667,-0.12765123843716528,0.3186279281254309,0.20438964852960148,0.35744413684686555,0.23522112202455478,0.010063607970007838,0.03441317289740022,0.14260244244921738,0.5129135325776002,-0.09006199730079575,-0.13889899228253455,0.22183270528346544,0.2511007616444491,0.47437075338068696,-0.3318487400703509,0.19178775263921075,0.818091819333736,0.03616073716085991,0.20598320635966683,0.26298107049219893
Thal_VA_R,0.41141141261497854,0.34866102865108617,1.0,0.5931486561057412,0.44615390294629076,-0.08169418761701061,0.046127707472866306,0.18937943369584456,0.27323593572612576,0.17897196506729757,0.4366441340787234,0.39193285841109904,0.18591321535569635,0.5547467081576588,0.5614271847506958,0.0005951829600383395,0.5656596516931378,0.12919707321640245,0.5322726973481852,-0.37045838045457424,0.581033558377434,0.10467232958028556,-0.277360289944644,0.711535844840191,0.5919934139169944,0.3759595716162756,0.32627539690284457,0.5672310676167209,0.08136175058808848,0.48443165561087886,0.3809207377370188,0.46992933470873754,0.703118400300646,0.45646161586990275,0.4457830249237588,0.3823098593051933,0.3550280548719005,0.43349649497790893,0.34362320077989644,0.5740164555860277,0.39776951168320496,-0.03949574526926513,-0.10149587274620231,0.6378677176053795,0.08201273830140907,0.6857508326765127,0.12824745161322015,-0.17011548754472455,0.7531132037921127,0.6100190444788458,0.67320375538701,0.7777733749088691,0.5449532090196045,0.3195495535821479,0.6744231925140326,0.07740875365961591,0.4202824063604385,0.315274355105147,0.2346137391540658,0.37369273097369765,0.2130380729239012,0.41341530873962024,0.29889982715237373,0.5157362679879965,0.5383350309413941,0.5114920475902655,0.38864398771804143,0.6782645720865823,0.595136879678578,-0.06931545753063914,0.11945477904900449,0.28222821183625124,0.46515780434341575,-0.10940713827592644,0.49467206290953214,-0.07382142279578499,0.5483596156542231,0.2783447746237122,0.36031584004373457,0.5752978696399786,0.3075861270283505,-0.10547455866433326,0.4172625300904364,0.6237203711143542,0.481595157387193,-0.13542504959892893,0.7052440113595193,0.44287378329581356,0.37969734410721284,0.006671353223393947,0.7796644405628091,0.44871875495173563,0.24996646791388732,0.7477757344149653,0.29777103435400015
Cerebellum_9_R,0.38939025965482893,-0.12430412949862578,0.5931486561057412,1.0,0.610615643393927,0.22406404214427314,-0.05571742013331079,0.352351117835524,0.34417878858603546,0.419138805786293,0.282494583854868,0.250395402333478,0.07589118694235789,0.44383278899566037,0.5694812878047432,0.051134990962270276,0.5703837387348065,0.40299255491185176,0.45127733044990875,0.04893788045560774,0.1323749221889271,-0.03822667299716568,-0.007115230692311416,0.5429286434775181,0.3173880488644823,0.455057656128541,0.04400083469087164,0.562537420029656,0.28277534725992,0.36766169390404646,-0.08197193179241445,-0.07480732335242575,0.5717440825660441,0.6009949796519864,0.29963399323846057,0.5273744751690017,0.43822668825466177,0.24952008238596995,0.3299831481263373,0.4931997862249633,-0.1364948445244519,-0.15722879710367663,0.0824527136134961,0.4109454219892297,-0.43722461631446496,0.8316996271313661,0.2651503053200348,0.19080676123126836,0.4460236793788377,0.31852865150047005,0.6731078968272253,0.5174842045017238,0.12577736114507262,0.2729794957595027,0.45700634274065394,-0.1825214893921277,0.5156126178218284,0.065394047495972,0.32990072899874395,0.45712717480429965,0.20212715035179732,0.39126936200988305,0.05528384201366757,0.2988768649786017,0.6025009131880553,0.5783283952890927,0.5159463155091205,0.7516556092281318,0.33863846504219197,-0.3483261815371518,0.2634498619077286,0.5666826381749808,0.41026081806354514,0.04701024828181706,0.6526553167380489,-0.011317770877608864,0.34557554985067895,0.47362812010504557,0.31356181818111245,0.6671362819180875,0.47811986494216746,0.20891877748207427,0.46622163297822306,0.4651773137123843,0.4988925647430861,0.19006111883790888,0.6103712469155216,0.4488942620568949,0.231123848308688,-0.0008545972120217642,0.6052991698755756,-0.08909020048686242,0.4449829445470038,0.6142787109457936,0.3002072421627447
Frontal_Mid_2_L,0.8327646010894356,0.06748685187610715,0.44615390294629076,0.610615643393927,1.0,0.3233873123193077,0.0024585196434409413,0.7988828235804434,0.7255990498311029,0.6601913818746742,0.34485240436774345,0.7208117158379863,0.13557737263456798,0.8473273441781418,0.8399983777629022,0.25111536982943583,0.8559083968880182,0.8078187737698923,0.7727977777900853,0.24838720962386357,0.08802510286552728,-0.07592953483150139,0.18895513353746396,0.7161406817772076,0.5222812763481829,0.6367366778327119,-0.1391730028954439,0.7445142896086616,0.5086014795205059,0.7744963614611177,0.12968354108076838,-0.10528846360510065,0.7060365018537368,0.7442927678016044,0.5072409230430858,0.39779262797017734,0.6757604893197635,0.313979722869547,0.5034404261440805,0.8595128158362354,-0.1550808121634336,0.12949118403205098,0.4210959296115576,0.6640670195669297,-0.37766852001243983,0.5296840540847624,0.6400121804753727,0.5405806311022874,0.3037917501567552,0.5210322011040337,0.5321189152912945,0.4885319545681223,0.10485784175707767,0.5682227080833152,0.6021820539696598,0.10736957466188685,0.7769607445345043,0.24544400628055207,0.32802845717837187,0.9136335812285313,0.1600181944716775,0.571344800971496,0.044774432291655834,0.6619137091552793,0.8719025983499826,0.8223849396692692,0.5828703264564198,0.4032343101202674,0.7167096058262374,-0.1950321679524954,0.5342836992839762,0.7150354458225852,0.830503143348427,0.32634237946488126,0.6072103211742577,0.32754921247066565,0.05270256975133496,0.8387328567777013,0.7622224138385735,0.39244800868942575,0.42809534500854807,0.34011808777893787,0.7956087523963267,0.7993116091570815,0.20992923351070739,0.6593889895261458,0.6202667393571851,0.8358196382026447,0.752384926970845,0.1727559818652162,0.6302806809171998,0.12599731996975738,0.7866080714405121,0.6377157042096221,0.6567863665378144
Thal_MDl_L,0.23985691803851092,-0.20111605875997715,-0.08169418761701061,0.22406404214427314,0.3233873123193077,1.0,-0.14547096425669667,0.39514312028633325,0.2379394595090338,0.3246760234936333,-0.006179805215737162,0.24375508876855356,0.10231021364005545,0.19377674426368827,0.2527075329061966,0.21273620288880754,0.20687304263389014,0.45696580904547984,0.13581582006065646,0.3154139774416246,-0.18683252468230713,-0.22610100498899918,0.23576793429636844,0.06966224334503064,0.0969505222639381,0.34671522871204835,-0.3374854540544773,0.26845011878153674,0.36358797582022045,0.17884164717436385,-0.17129591953844756,-0.3291717140743402,-0.03805899272994916,0.2922482088872804,0.288765986988305,0.17577491440242218,0.2712838833622629,-0.030913807641276884,0.2858991114138656,0.18285719090247854,-0.32760848459817965,-0.15020067377358784,0.23798335486924177,0.04582440730005887,-0.33960492671091913,0.048749067287915546,0.25907987128223225,0.47003792855165627,-0.1692398669719135,-0.1403552262641955,0.011406595253377123,-0.07807129760596428,-0.1518850058522047,0.2533904572018939,0.11002897760264663,-0.05922132731874441,0.15241092166909725,-0.13660383482441246,0.0676641499548809,0.32700505950008346,-0.0873580613952042,0.22490081866238953,0.04743008208672207,-0.020887777426540733,0.2822798668113208,0.3284733098418893,0.3885042678427573,-0.014453586521799818,0.07998865664487356,-0.03385092113580032,0.36696981269991474,0.3393914674738437,0.1921720326141061,0.09650630356152377,0.333319200654531,0.13839042466402984,-0.17137114358462666,0.3719296606003617,0.23885375112085885,0.06767290684797779,0.03247351264780277,0.45642009020943985,0.2921541544152674,0.11827404166257044,-0.025038561892869377,0.47840375021463916,0.031030074601599723,0.2327559246775628,0.19331126529168183,-0.01937313591250007,0.2170486959319257,-0.2367319550288274,0.4260131189550213,0.026478853023900812,0.11929013658013096
Angular_L,0.03209709978477311,-0.011809667663639093,0.046127707472866306,-0.05571742013331079,0.0024585196434409413,-0.14547096425669667,1.0,-0.06913905740502779,0.048373840735736834,-0.04693328194000159,-0.047929159008777346,0.022217216147184003,0.09414291820362183,0.07742236766862734,-0.05574650660670064,-0.06434883404098776,-0.05203255447537745,-0.06801347182164566,-0.023890558205154698,-0.13585947748822869,-0.03868294460278692,-0.012992389233772382,-0.1609463955704807,-0.023245169900767887,0.22761387518574397,0.003246740599587245,0.006434752744318193,0.0001828589897431367,0.043680842654452504,-0.023205422071211197,-0.09044308961014759,0.049176230402500645,-0.03484236273679629,-0.06665794605710244,-0.14616779264809507,-0.05925212807401109,-0.09244998200907406,0.05864512549457478,-0.14215421116803978,0.015010013501607921,0.026223954941618013,-0.037300883096668964,0.010313071025869668,-0.060916300465757786,-0.06905467021904173,-0.01891784842809681,-0.02281326465335799,-0.032496390773239674,0.12243764158345254,0.003448020100569456,0.0788648759238153,-0.02545768802699351,-0.0908619682136936,0.012945626547324585,-0.008596851055363298,-0.008737514365871198,0.052732298462971915,0.07145082370628389,0.0864334911243349,0.04474025275318324,0.20438640291615254,0.052935070948305525,0.18818461370833084,0.062477432765995114,-0.01765799128784355,-0.07009735788193143,-0.11580693683708583,-0.030130437805645307,0.14536383554110255,-0.09518766017346318,-0.12332973068149689,-0.01559265796061179,0.00852722444939549,-0.11939887353777866,-0.05441794591446506,-0.13828913301545195,-0.043236381076707256,-0.07416246478748494,-0.04997164597867686,0.08547578902349576,0.012713994275030144,-0.09059862575681744,-0.030459315792114815,0.011897231179437112,0.14162276592908024,-0.08976630979095802,0.03698379613576856,0.009149939556893971,0.047133322984887475,0.016780061079996814,0.0351800100099701,-0.01762260638631976,-0.023969858501913296,0.08072678327900211,-0.07780862859577682
Rolandic_Oper_R,0.7799709770317015,0.20921887915633738,0.18937943369584456,0.352351117835524,0.7988828235804434,0.39514312028633325,-0.06913905740502779,1.0,0.6577899837459351,0.8182826644381622,0.1123207447751412,0.7577508535719131,0.20159248050757603,0.7179753946826215,0.7176921099815123,0.10001683366863555,0.7953785853227371,0.8106195071091987,0.7566237161517464,0.17900105760282345,0.042067411676785973,-0.03213623300276223,0.3280078832898593,0.625596430072699,0.4223198454594373,0.4618444612523668,-0.12409105305994535,0.5213115846494903,0.5258461597553188,0.8240850967827689,0.1833555128339292,-0.1260317879462455,0.49689094693318187,0.5957506987405727,0.4576861200895176,0.2490593831801735,0.5378988640327313,0.01791620566078291,0.42872922702504584,0.7703819549640577,-0.20107749139105602,0.19720723618293975,0.4432956637145121,0.5332990262136056,-0.21951952653288279,0.2662927444314824,0.6240687432915755,0.5963090200172081,0.08637399363661624,0.32261837346441047,0.22365726108304004,0.4115862456717673,0.0600368773599351,0.3838076473031803,0.4985568344585975,0.16477606347456972,0.7344106049885993,0.07444877401913583,0.20086963322573972,0.8276134541903761,0.15204209799010843,0.32701845228751825,-0.015000215740339771,0.5435982383505511,0.7172622923483178,0.6657405322605813,0.5527092834798675,0.2417075062531035,0.6670376623389722,-0.06413357140380814,0.6044653163780715,0.6001685622944689,0.8732619647673635,0.4579052773631015,0.41971045260646644,0.20739566586792924,0.014892689660759949,0.9370346297757077,0.901398685112516,0.1856209618134256,0.39187635827965034,0.3031652180023783,0.7442331627812998,0.7160567065055158,-0.024011361459122797,0.6601857100993853,0.4976386570093309,0.8541538177213169,0.7612449199993324,-0.01150863602252478,0.5254140745358037,0.20018515370886755,0.7097588538583675,0.3919634868403908,0.5959993274700549
Thal_LGN_L,0.7222401743009228,0.1263331584331019,0.27323593572612576,0.34417878858603546,0.7255990498311029,0.2379394595090338,0.048373840735736834,0.6577899837459351,1.0,0.47897840614224796,0.263525908663399,0.6795872776138829,0.10592940048428232,0.6922338586157348,0.6790126086228607,0.2126946072234746,0.5910462883656904,0.7238990311541375,0.648564647821965,0.14104053138288064,0.06119169144912643,-0.2754298018435343,0.1198436550282614,0.4976629079066634,0.42720665223280124,0.6198423029901143,-0.13752716752551372,0.566222582062301,0.4281821020333429,0.635698345506182,0.19580468915370539,-0.0962250336222945,0.43475734917108,0.6018414923427092,0.41330163211048343,0.23631501749151318,0.6579015100535577,0.20030408277327139,0.3684533195367282,0.7011728659743391,-0.11417799326636842,0.16453914704814343,0.3960813850256184,0.5777816769240911,-0.19504642109856257,0.2341408159667446,0.5139342907694397,0.5217592088448418,0.20379607645797657,0.3849948455457776,0.22189806466441236,0.2892799912416986,0.09117166733809955,0.48632871000621186,0.4517311145932461,0.1740697239080823,0.6329558882074452,0.13845070073642013,0.16787622405451388,0.7795980635773484,-0.11343901300360457,0.3798327015707585,-0.01254454394488935,0.5117688374130895,0.6918394181269839,0.6479788308370638,0.49793461058796334,0.09689245269144664,0.596310645034779,-0.05863523267891312,0.4909338624398283,0.5541640178591539,0.6900727931053281,0.3273584168455372,0.4695148709511758,0.29905535254952637,-0.05635204129358649,0.6948530423588803,0.6477797743019565,0.19107969238246647,0.06912906367466368,0.33672715951734733,0.6829967083010434,0.6759453596694852,0.020226643451771872,0.6446677215951455,0.349015221420971,0.6720247189936711,0.718690495215896,0.07251229373953014,0.4161926330601842,0.1562272401090002,0.7166041551444859,0.3323809142185117,0.5666479985077018
Heschl_R,0.6167215717133263,0.04098759537063731,0.17897196506729757,0.419138805786293,0.6601913818746742,0.3246760234936333,-0.04693328194000159,0.8182826644381622,0.47897840614224796,1.0,0.0018223485262918488,0.5719517581591549,0.14379111575613135,0.5277719549299402,0.5786339337788129,-0.03478151687676834,0.7079794298955976,0.66136261876909,0.6096902674416539,0.17423600172829365,-0.1451260608781145,0.05331383398885573,0.18905756149978445,0.4993059683205736,0.2246814063312481,0.27559679812831234,-0.050662024305673584,0.38911876528985845,0.4729147797055262,0.6741836762366187,-0.03256849296644638,-0.20715373951820698,0.4310274916848832,0.3864649497877579,0.3001708607442857,0.2749087946972778,0.38108615943137564,-0.0744586771005139,0.2746610956786339,0.5829643530779092,-0.2892154671387509,0.12863933222710078,0.3840778317921666,0.3366739771687545,-0.4106082486236582,0.36979872898562,0.5787649029242766,0.4524981368611539,0.07609500607651154,0.15786043486370183,0.2797848746043243,0.33641734279264474,-0.09719219846819643,0.2481792101038923,0.3196108184552222,0.12248961577686242,0.7047626000154287,0.04218298984162358,0.1537719527147276,0.6601909820340663,0.20510452022942624,0.22630896613995657,0.04052311945971232,0.49230888668497236,0.5108224880586169,0.5144400736172922,0.48007659276565945,0.3348851486895805,0.49180155704816153,-0.11723011612036867,0.4584998393092636,0.546957169304834,0.7300613009230842,0.29132017400825094,0.41227516542329634,0.11984873546683542,0.049964667499807616,0.7736169178201279,0.6915878629092244,0.2185185059432346,0.5109889313210946,0.056426719271501,0.5866484314948599,0.5250837790107363,0.11777233870535624,0.5266623240541288,0.4893541131587791,0.6929851402118599,0.5214977092307541,-0.008415107746386423,0.485560562150848,-0.05368742432933722,0.5287701328935522,0.4033449577978104,0.39121096006461825
