,Temporal_Inf_L,Cuneus_R,Vermis_8,Thal_PuM_R,Rectus_L,Cerebellum_Crus2_L,Fusiform_R,Thal_PuL_R,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Parietal_Inf_L,Frontal_Sup_Medial_L,Putamen_L,ParaHippocampal_L,Vermis_3,ACC_pre_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Thal_MDl_L,Temporal_Sup_L,ACC_pre_L,Thal_PuA_R,Cerebellum_9_L,Paracentral_Lobule_R,Cerebellum_6_R,Heschl_L,Lingual_R,Occipital_Inf_L,Putamen_R,Cerebellum_6_L,Vermis_7,Vermis_1_2,Thal_VPL_R,Parietal_Sup_L,Angular_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,OFCmed_R,Vermis_10,Thal_PuL_L,VTA_R,Precuneus_R,Thal_VL_R,Parietal_Sup_R
Parietal_Inf_L,0.22088630261994516,0.7190087040008938,0.0991046142140953,0.27523399618089095,-0.1278141702927799,-0.07676872900169128,0.43706383115129327,-0.20390522999798402,0.15040261686172166,0.5018018072656448,1.0,0.456885410356954,0.10008963838785984,0.23892813001971858,0.22626839422228742,-0.06171788697056308,0.19338524127193032,0.30166260285441726,0.40200620983847724,-0.18733550642401356,0.4326588216858003,-0.10881000372007153,-0.0821101942370846,0.22019628060955956,0.8250119069116272,0.45955100711113267,0.0691803092756361,0.5930948368128278,0.35869775624170813,0.010317481901814212,0.5329351226367778,0.1203601179604286,0.23196960876477496,-0.038402781683711106,0.5941442812506813,0.7231379141658738,0.4119501024171765,0.26052115652230873,-0.1924605657889932,0.11753849440474372,0.038615237478154055,0.14961454613357153,0.8347440786625246,0.42857272353496745,0.1884349182914571
Frontal_Sup_Medial_L,0.625752575497861,0.3029260076669605,0.09554970368159957,0.6741524381287336,0.29768813719545956,0.07949999709574151,0.7195497397524984,0.21418710096504182,0.6778701800638728,0.8095021437896913,0.456885410356954,1.0,0.6611039629957477,0.6477498256603926,0.752553038969591,0.5480768964420729,0.4132721900823246,0.7208117158379863,0.8697531512590362,0.24375508876855356,0.6714591424687995,0.6255078106187052,0.5250151735378566,0.2782611187631455,0.36393998314822085,0.43924786378474945,0.6141411349427578,0.6181436032553727,-0.0494000494672742,0.7144465135377096,0.26072387805798797,-0.21533902133362218,0.601411951181714,0.5533227529900944,0.18493316018773037,0.04200018244307591,0.782361932688384,0.7577508535719131,0.0017043795989770275,0.5354507523130674,0.14138587208246456,0.43014636683935653,0.5336725463996562,0.5795015572909966,-0.007172132087387222
Putamen_L,0.6327930100366823,0.0719436753476315,0.09162701951322214,0.6294044815854127,0.4200084354612994,0.2303219257217147,0.7042655987993782,0.46291359804105264,0.7220968464477232,0.6560633571242565,0.10008963838785984,0.6611039629957477,1.0,0.6743906325723261,0.7538181743735787,0.5680124213421928,0.38096937478187615,0.7866080714405121,0.6731164346853252,0.4260131189550213,0.6196704406180672,0.7348189831050838,0.48973018176378774,0.3243512651908898,0.03616073716085991,0.3438770287527434,0.6969399105096045,0.5130291826354303,-0.24771181388302743,0.8615501990966677,0.12543035166541167,-0.2617621656281133,0.6893161918484899,0.6282671314067093,-0.16616999292597406,-0.20736269701818694,0.676855218549194,0.7097588538583675,0.16242149314149334,0.7063235894077589,0.3533455831468574,0.42113101931476804,0.2904823766858551,0.510134493341371,0.02426096195433655
ParaHippocampal_L,0.6651425904426881,0.16757567864006595,-0.11266198265910048,0.511827661586458,0.5170661839277755,0.36396717918029575,0.7849622029268921,0.38801851808991955,0.7945423717648668,0.6453091901758075,0.23892813001971858,0.6477498256603926,0.6743906325723261,1.0,0.7377671628567255,0.5436972856670604,0.46085858283907627,0.7445142896086616,0.6817942889720074,0.26845011878153674,0.6082665806463524,0.4594579659389275,0.29331495480495323,0.39281653588546067,-0.038244160164386413,0.6006771657697773,0.5895653443998308,0.6039428361057124,-0.17437522798868393,0.6264472969357826,0.3977917324409582,-0.20685021920997335,0.662711417731408,0.5102395169898286,-0.05828951924619027,0.002022623881326144,0.5797755203605647,0.5213115846494903,0.12350340406274418,0.6905899350402814,0.3394986041642825,0.7079902265585063,0.41998500683758594,0.7044590409733595,0.13886099604794142
Vermis_3,0.7221555003462118,0.12336398057142592,0.3007772589506122,0.7181303596205281,0.3161684523362925,0.32788539792263455,0.8003896518854933,0.4375858714669172,0.8699104395560481,0.7638702046736953,0.22626839422228742,0.752553038969591,0.7538181743735787,0.7377671628567255,1.0,0.7353022263031258,0.6543175041679263,0.7956087523963267,0.7070344677112264,0.2921541544152674,0.7702589005491738,0.613058936750612,0.45150997440847584,0.29894748711142016,0.14260244244921738,0.5148774118321497,0.6742179423819428,0.7151411728500049,-0.2336631478426856,0.7834589916201675,0.26777347586550937,-0.008799924393607802,0.7449495179743254,0.6242973144591337,-0.10207033423291399,-0.06631999471880824,0.7836445748496552,0.7442331627812998,0.04494871329295828,0.6564851484996287,0.31564000230640255,0.5733309753713719,0.4729158063703869,0.5805869261003895,0.02391054618242509
ACC_pre_R,0.5194074013655778,-0.255931473583129,0.2541454947474816,0.43169492962505235,0.4659880288150076,0.17000899312549927,0.45352605468833895,0.3287395301316641,0.6253408962687985,0.5904826676348216,-0.06171788697056308,0.5480768964420729,0.5680124213421928,0.5436972856670604,0.7353022263031258,1.0,0.7542339777850088,0.6400121804753727,0.5844026155209229,0.25907987128223225,0.5418271458043659,0.6792754231176904,0.5234547568168859,0.07832331083733657,-0.16469216817082816,0.2522625058848016,0.49672986564537475,0.3333732100601493,-0.25037008962276885,0.7449523955337799,-0.014932070586213467,0.008193918469214809,0.4065290740425539,0.5226970908708396,-0.16122343226840452,-0.3263940426785941,0.5629431158450728,0.6240687432915755,0.1767337441266688,0.3648797682545417,0.21003199256056782,0.5899731253240427,0.12017459395952486,0.3298390495971441,-0.07134043781246396
Frontal_Inf_Orb_2_R,0.396231222505889,0.007086582291378077,0.3063857029744699,0.4228275232267068,0.36270469285824514,0.24612979091808365,0.4343815562435715,0.11447176526233012,0.4662019723036231,0.5512390863404468,0.19338524127193032,0.4132721900823246,0.38096937478187615,0.46085858283907627,0.6543175041679263,0.7542339777850088,1.0,0.5013837267026996,0.42116913661568556,-0.033438553689005085,0.5057248592041234,0.3675225712786949,0.2668312441637961,-0.06883350708170145,0.05269132463598364,0.35113072485124197,0.2783767417857016,0.47137444343683177,-0.07636238036051524,0.45488210305658383,0.1830851169383652,0.17427926836012383,0.3574368384328674,0.31705864765720704,0.056134317617505564,0.07317670969764418,0.49562708383894016,0.43073159082622725,0.18873489180687844,0.21457215499957127,0.13202790611196227,0.5330205606166292,0.3809311401065654,0.3191074264479856,-0.04597031788674784
Frontal_Mid_2_L,0.7078225999999244,0.10485784175707767,0.2376141886550807,0.6567863665378144,0.25111536982943583,0.32802845717837187,0.8322789597457131,0.5586304596461182,0.8630596546575814,0.830503143348427,0.30166260285441726,0.7208117158379863,0.7866080714405121,0.7445142896086616,0.7956087523963267,0.6400121804753727,0.5013837267026996,1.0,0.8327646010894356,0.3233873123193077,0.8559083968880182,0.6593889895261458,0.4210959296115576,0.4648025389209892,0.06748685187610715,0.6377157042096221,0.787533443150153,0.7161406817772076,-0.24852031577235764,0.8078187737698923,0.3740113850458033,-0.07592953483150139,0.6757604893197635,0.5342836992839762,-0.17508868691235324,-0.10528846360510065,0.7622224138385735,0.7988828235804434,-0.039336296692993454,0.7052866906934229,0.39779262797017734,0.571344800971496,0.42635419482036135,0.6302806809171998,0.22396287300206624
Frontal_Sup_Medial_R,0.5855653189402593,0.1482514587136837,0.11185744214578475,0.6486094401468392,0.2807376999909429,0.10301481492286144,0.7462033806587512,0.33609907994321014,0.7199362585899245,0.8592069118642283,0.40200620983847724,0.8697531512590362,0.6731164346853252,0.6817942889720074,0.7070344677112264,0.5844026155209229,0.42116913661568556,0.8327646010894356,1.0,0.23985691803851092,0.7321909111405286,0.6293016141016204,0.4747948170468326,0.3718654223375934,0.2044490936523287,0.5475789292858197,0.650172774741497,0.6300049921003964,-0.09978015572035005,0.731372090847247,0.31308463741443815,-0.1926754513460098,0.5780412081461113,0.5347789728769908,0.0704567891443756,0.046227339344399834,0.775371650428289,0.7799709770317015,-0.13284666618565744,0.5543100491005841,0.21007154224746682,0.49860964486820875,0.42348617144885964,0.6132967531210575,0.0433946633278204
Thal_MDl_L,0.28529533948448915,-0.1518850058522047,-0.07796878047076305,0.11929013658013096,0.21273620288880754,0.0676641499548809,0.21934704821084555,0.3059544162445142,0.32397624569230754,0.1921720326141061,-0.18733550642401356,0.24375508876855356,0.4260131189550213,0.26845011878153674,0.2921541544152674,0.25907987128223225,-0.033438553689005085,0.3233873123193077,0.23985691803851092,1.0,0.20687304263389014,0.47840375021463916,0.23798335486924177,0.12283036728362848,-0.20111605875997715,0.026478853023900812,0.42303739872244966,0.06966224334503064,-0.22426897119247421,0.45696580904547984,-0.10507133841482512,-0.22610100498899918,0.2712838833622629,0.36696981269991474,-0.3026704068486036,-0.3291717140743402,0.23885375112085885,0.39514312028633325,0.11706580284944698,0.37164084269215364,0.17577491440242218,0.22490081866238953,-0.14613207145063764,0.2170486959319257,-0.007415654171580485
Temporal_Sup_L,0.7520926046771179,0.23582968505957871,0.47643140016000385,0.6013406648921854,-0.018799527493860813,0.3365193919666018,0.8346188926265927,0.4310741468258939,0.8455008030757242,0.8678254892521136,0.4326588216858003,0.6714591424687995,0.6196704406180672,0.6082665806463524,0.7702589005491738,0.5418271458043659,0.5057248592041234,0.8559083968880182,0.7321909111405286,0.20687304263389014,1.0,0.40115952941569655,0.22409206444754154,0.5455020214331827,0.27021845541467554,0.7527433251577356,0.790490530033325,0.861113934534756,-0.12074561384999724,0.6217382401777197,0.5608398052543593,0.2317370231437398,0.5795266829981127,0.5041991754668474,-0.13850433129865364,0.12376589138429718,0.8328941965553648,0.7953785853227371,-0.296297646877638,0.5768085095475814,0.39522543960768425,0.4670670751598824,0.5724509303177069,0.7070881245900205,0.23669590558354048
ACC_pre_L,0.4321137155916724,-0.24002388596199137,-0.0220325367346534,0.5016402980401987,0.5251384306578116,0.04693984574081314,0.41584255630654154,0.39964063212144063,0.5152990859891946,0.5024176047060693,-0.10881000372007153,0.6255078106187052,0.7348189831050838,0.4594579659389275,0.613058936750612,0.6792754231176904,0.3675225712786949,0.6593889895261458,0.6293016141016204,0.47840375021463916,0.40115952941569655,1.0,0.6370654821084624,0.03101228847477293,-0.13889899228253455,0.018316804476784368,0.5683021767137421,0.19556258826025108,-0.26317217270798926,0.8620909906062731,-0.23242487822132277,-0.3891572596615665,0.47500017359134444,0.5521943580836024,-0.15357234247562954,-0.4386361003116653,0.5107049340421349,0.6601857100993853,0.37650319169655805,0.45492328625054307,0.10133479199930512,0.3835293332743492,-0.0010823247734856325,0.184813487480203,-0.09577847937407727
Thal_PuA_R,0.2953779322096511,-0.09780627609688793,0.009677647767644246,0.5044555347285761,0.38561508089067575,-0.1112214456742094,0.27323049090472046,0.24330541711080395,0.3530828835817981,0.3286281984132313,-0.0821101942370846,0.5250151735378566,0.48973018176378774,0.29331495480495323,0.45150997440847584,0.5234547568168859,0.2668312441637961,0.4210959296115576,0.4747948170468326,0.23798335486924177,0.22409206444754154,0.6370654821084624,1.0,0.014231845796787735,-0.01223472704779191,-0.04213841808959642,0.30165556087940876,0.07931991252800909,-0.10866738479966737,0.6562762065131389,-0.21227669918625192,-0.36850523907371546,0.23337129450788774,0.38955674798942924,-0.03885347251533149,-0.33846826888003567,0.32126546342017454,0.4432956637145121,0.14973718593886573,0.3635745786646737,0.03250958189966522,0.22398591073793914,0.04881851506620913,0.1095524000502158,-0.11296970227746458
Cerebellum_9_L,0.6094609521914187,0.28607393065649217,0.22349871116447267,0.21950312733416946,-0.1580236469584589,0.19199945244445704,0.5521936686785596,0.4260796310533125,0.5631820275383187,0.4470755513188541,0.22019628060955956,0.2782611187631455,0.3243512651908898,0.39281653588546067,0.29894748711142016,0.07832331083733657,-0.06883350708170145,0.4648025389209892,0.3718654223375934,0.12283036728362848,0.5455020214331827,0.03101228847477293,0.014231845796787735,1.0,0.13825829317470362,0.5525883054383686,0.5419423203624685,0.5201653538536987,-0.18849652929508845,0.27257418356328345,0.5027528519645443,0.05351121173316567,0.321442582501521,0.20430525666723173,-0.14810623111191354,0.06289373108253249,0.35426504097128436,0.3740426130403885,-0.3842622196200567,0.520882394412839,0.4115112791872818,0.16975805423347806,0.329712551753797,0.5800635305096884,0.14168591027092423
Paracentral_Lobule_R,0.17712616401368614,0.7404583502140871,0.1977621107832685,0.26298107049219893,-0.21913551378890028,-0.2374348987424825,0.24567870289524388,-0.3080882267093185,-0.012855434223583229,0.3220106257522605,0.8250119069116272,0.36393998314822085,0.03616073716085991,-0.038244160164386413,0.14260244244921738,-0.16469216817082816,0.05269132463598364,0.06748685187610715,0.2044490936523287,-0.20111605875997715,0.27021845541467554,-0.13889899228253455,-0.01223472704779191,0.13825829317470362,1.0,0.20598320635966683,0.001638563762308362,0.46595862925660775,0.40624097930534236,-0.062314738094658206,0.36837234064656027,0.15903643270605755,0.0702027927042,-0.009626398115353148,0.5741425839195801,0.6692239369776888,0.35744413684686555,0.20921887915633738,-0.20622968723724244,-0.06012899833125745,-0.022285316167718425,-0.13782503424844905,0.7831138972368751,0.19178775263921075,0.02155595111490817
Cerebellum_6_R,0.6172060992288455,0.3595824513157397,0.31564950259668134,0.37454962619442655,-0.09877794566617712,0.3995830511550602,0.7974156827070004,0.3317144171895201,0.6850588816476634,0.6374362851118712,0.45955100711113267,0.43924786378474945,0.3438770287527434,0.6006771657697773,0.5148774118321497,0.2522625058848016,0.35113072485124197,0.6377157042096221,0.5475789292858197,0.026478853023900812,0.7527433251577356,0.018316804476784368,-0.04213841808959642,0.5525883054383686,0.20598320635966683,1.0,0.5417233386803202,0.8343982072383613,-0.04950083894126689,0.24306484445028234,0.899060867406451,0.3340098090165178,0.3969486542264301,0.23956639927706305,-0.08426250355948825,0.33511668443862763,0.5501414268619643,0.3919634868403908,-0.375818990891946,0.4784965440760806,0.5025239673853374,0.488419146744806,0.6038140628251618,0.716148346648285,0.3838231008348668
Heschl_L,0.7451803126761206,0.03031009046175575,0.3086608986689586,0.4790915053597532,0.0782321889927294,0.2878477045837309,0.7334614700340835,0.555335015805764,0.8266367712751531,0.7208714229424511,0.0691803092756361,0.6141411349427578,0.6969399105096045,0.5895653443998308,0.6742179423819428,0.49672986564537475,0.2783767417857016,0.787533443150153,0.650172774741497,0.42303739872244966,0.790490530033325,0.5683021767137421,0.30165556087940876,0.5419423203624685,0.001638563762308362,0.5417233386803202,1.0,0.6461654075583481,-0.2443811846110861,0.7169359011630233,0.3163831215237161,0.019546399290110303,0.5563896718515298,0.5736231033672846,-0.33341102369422093,-0.1921727735447975,0.7272211827480705,0.8194606965806568,-0.17665227696480765,0.6535744693483179,0.3611005022559895,0.3955019174697329,0.28425292308399946,0.6033789001245371,0.1676508388896873
Lingual_R,0.738822415223301,0.5194392153931333,0.4306640544608414,0.6123911964222911,-0.05323748988766534,0.31708158670804093,0.8713356863431633,0.32507959937393427,0.7650108044307402,0.775908746445647,0.5930948368128278,0.6181436032553727,0.5130291826354303,0.6039428361057124,0.7151411728500049,0.3333732100601493,0.47137444343683177,0.7161406817772076,0.6300049921003964,0.06966224334503064,0.861113934534756,0.19556258826025108,0.07931991252800909,0.5201653538536987,0.46595862925660775,0.8343982072383613,0.6461654075583481,1.0,-0.01250593377262723,0.4258730453744756,0.7349315603750296,0.282238723202659,0.5511140925090594,0.4182389959472089,0.038356707803968486,0.3799589451944912,0.7610520446765312,0.625596430072699,-0.25389351987567116,0.5306644944255338,0.4075470891678036,0.4489533093440037,0.781061079394554,0.7235506976360557,0.26065001990111347
Occipital_Inf_L,-0.19798469489773815,0.3327426179536366,-0.10933534473082311,-0.1805788503289819,-0.0859502724843078,-0.200006075272598,-0.09553349371545339,-0.3815029047046115,-0.30320976434456004,-0.06554840115541331,0.35869775624170813,-0.0494000494672742,-0.24771181388302743,-0.17437522798868393,-0.2336631478426856,-0.25037008962276885,-0.07636238036051524,-0.24852031577235764,-0.09978015572035005,-0.22426897119247421,-0.12074561384999724,-0.26317217270798926,-0.10866738479966737,-0.18849652929508845,0.40624097930534236,-0.04950083894126689,-0.2443811846110861,-0.01250593377262723,1.0,-0.27479327720258584,0.11079997457202617,-0.021976571347787775,-0.1837043789762435,-0.38292921627056437,0.4142899682472764,0.4029877402405867,-0.08423933958525465,-0.1409909829584611,-0.10738571503008176,-0.20092134318125457,-0.11139397289484662,-0.14164179986995584,0.22160579185528986,-0.12175299505896474,-0.00733447069696757
Putamen_R,0.5982115163568984,-0.07568788398833931,0.14131716207100406,0.6517726976505415,0.42645957279472463,0.15724148320544795,0.6470128409127697,0.5100182139118015,0.7527071652234877,0.6822400338960058,0.010317481901814212,0.7144465135377096,0.8615501990966677,0.6264472969357826,0.7834589916201675,0.7449523955337799,0.45488210305658383,0.8078187737698923,0.731372090847247,0.45696580904547984,0.6217382401777197,0.8620909906062731,0.6562762065131389,0.27257418356328345,-0.062314738094658206,0.24306484445028234,0.7169359011630233,0.4258730453744756,-0.27479327720258584,1.0,-0.030467600045633907,-0.28868439174932065,0.6359513235966927,0.6511756599977979,-0.18911867904166854,-0.3549543546073485,0.6887353082196866,0.8106195071091987,0.148096334526922,0.6716262307817598,0.26941905015182194,0.4455667453783056,0.1737297977556324,0.4542126497008046,-0.011755724665767292
Cerebellum_6_L,0.5171320407349184,0.5361796955718059,0.2501742697817481,0.2182214592777947,-0.20976221390788993,0.27687231132573425,0.6308302498677054,0.1589130424274476,0.43370263752521526,0.42470553821819607,0.5329351226367778,0.26072387805798797,0.12543035166541167,0.3977917324409582,0.26777347586550937,-0.014932070586213467,0.1830851169383652,0.3740113850458033,0.31308463741443815,-0.10507133841482512,0.5608398052543593,-0.23242487822132277,-0.21227669918625192,0.5027528519645443,0.36837234064656027,0.899060867406451,0.3163831215237161,0.7349315603750296,0.11079997457202617,-0.030467600045633907,1.0,0.4047986436282185,0.17989143170251637,0.07866821452143016,0.026502598125111083,0.5174541644773001,0.37964770243846685,0.16412222381362396,-0.36069419630303007,0.30457515195479246,0.47776616453516885,0.30679181349219636,0.6565886783754321,0.5943350369346343,0.3275310626214241
