,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_MDm_L,Red_N_R,Precentral_L,Frontal_Inf_Orb_2_R
SN_pr_L,1.0,-0.13800198492320556,-0.026539238164080107,-0.1636519005473571,0.023088426500944517,-0.3123602613582849,-0.013099288607098062,0.0040719470100586685,0.17108203965766358,0.164583530319767,-0.025705136462294415,-0.11320013025174312,-0.06340469589290665,0.11783511989745431,-0.10090253439679636,-0.2785473721684091,-0.09506352628555495,0.052521209200703016,-0.07158722583485512,-0.11397098663177524
Thal_MDl_R,-0.13800198492320556,1.0,0.276488236080551,0.452263015747685,0.31774051270936354,0.5875788499644078,0.3993995538655284,0.04207385070947215,0.06584328006450826,0.25986076778823464,0.24040116483127513,0.22992030481384615,0.5143698382900036,0.15800263839620382,0.10528690089156661,0.5746088814052471,0.5583033964531823,0.34297138835266466,0.4336652816527367,0.21107771393389202
OFCpost_R,-0.026539238164080107,0.276488236080551,1.0,0.33972098123802225,-0.15057242357886005,0.0613825238348982,0.46636254212138417,0.35590530199754306,0.47061915403070065,0.04191347181284412,0.1777222672303045,0.07402992915741542,0.2333634032783806,0.29548275819966474,-0.2931414531255926,0.05616919923101954,-0.033165574362533784,0.16974615060883436,0.17165722616920712,0.4865994021251534
Temporal_Sup_R,-0.1636519005473571,0.452263015747685,0.33972098123802225,1.0,0.2789275769427856,0.6054677412019145,0.0276221666987422,0.00904418944170415,0.39173753874360134,-0.10645171134249526,-0.06374909082841208,0.394116147514122,0.43763794282861207,-0.22774059626203194,0.4783513309258612,0.49938875515320447,0.33438580332693263,0.39957916313473013,0.42064202180378524,0.7133392440143388
OFClat_L,0.023088426500944517,0.31774051270936354,-0.15057242357886005,0.2789275769427856,1.0,0.38646663266158365,0.0384178410827548,-0.05248332412429369,0.07855260068769153,0.06357133567428395,-0.07092131453963936,0.17616917700122126,0.34676814650898646,0.010490831804811546,0.23367593980370413,0.35614760024764447,0.29925474855077383,0.25118795034282443,0.2754621276110937,0.08332389823982425
Heschl_R,-0.3123602613582849,0.5875788499644078,0.0613825238348982,0.6054677412019145,0.38646663266158365,1.0,0.16792268004307564,-0.07871126969169173,-0.1899214692598696,-0.11447610429296477,0.1572482935810149,0.3892553439031299,0.5725281929684384,-0.07611763933367856,0.24433493022124558,0.7512414657333402,0.48428369609128347,0.38939039485081367,0.5983630678223795,0.16998616411714537
Cuneus_L,-0.013099288607098062,0.3993995538655284,0.46636254212138417,0.0276221666987422,0.0384178410827548,0.16792268004307564,1.0,0.5201411850842721,0.1955546943393573,0.2465872873497761,0.6170651446539088,-0.22171062631642066,0.10341443527471787,0.597542014615318,-0.6936135069565326,0.029489111486750267,0.04671373087106338,-0.14077069304670364,0.13083029126362322,-0.025623743348678164
Occipital_Inf_R,0.0040719470100586685,0.04207385070947215,0.35590530199754306,0.00904418944170415,-0.05248332412429369,-0.07871126969169173,0.5201411850842721,1.0,0.42007525415321995,0.024160514751270266,0.2471246669233177,-0.12462088306748371,-0.12235350758383713,0.2931509320748132,-0.4864836826979922,-0.22943383041824228,-0.3154330749693325,-0.2633982063844373,-0.077776363324519,0.18174211332758847
Temporal_Inf_R,0.17108203965766358,0.06584328006450826,0.47061915403070065,0.39173753874360134,0.07855260068769153,-0.1899214692598696,0.1955546943393573,0.42007525415321995,1.0,0.05257044921045179,-0.020608806963395426,-0.028619063847489638,0.06111208193127267,0.2132926174446881,-0.05494828630002178,-0.25041890406681855,-0.32316792684377277,0.049909600995122524,-0.04211714403840565,0.5858037439474022
Vermis_8,0.164583530319767,0.25986076778823464,0.04191347181284412,-0.10645171134249526,0.06357133567428395,-0.11447610429296477,0.2465872873497761,0.024160514751270266,0.05257044921045179,1.0,0.16377381378846725,-0.1753693852413725,-0.1029191039976735,0.4921422709642028,-0.2007678681986934,0.11376915399262093,0.14210583906884103,-0.08154648377908502,-0.23740161001446966,-0.23283842701931476
