,Frontal_Inf_Oper_L,Thal_PuA_R,Temporal_Pole_Mid_R,Thal_PuL_L,Cerebellum_6_R,Temporal_Pole_Sup_R,Frontal_Sup_2_R,Cerebellum_Crus1_L,Hippocampus_L,Cerebellum_4_5_R,Temporal_Pole_Mid_L,Calcarine_R,ACC_sup_R,Postcentral_R,Thal_VL_R,Thal_AV_R,Vermis_8,Thal_VPL_R,Heschl_R,Frontal_Inf_Oper_R,SupraMarginal_L,Pallidum_R,Occipital_Inf_R,Olfactory_R,Occipital_Sup_R,Cerebellum_8_L,Cuneus_L,Vermis_4_5,Cerebellum_8_R,Frontal_Med_Orb_R,ParaHippocampal_L,Thal_MDm_R,Cingulate_Post_L,SupraMarginal_R,Thal_MGN_L
Temporal_Pole_Mid_L,0.13155475608939243,-0.3335751430624625,0.17936371889844616,-0.037017414088938515,-0.13129677149002397,-0.07595164766396491,0.21928661561144386,0.042532795668038276,0.0996089812230382,0.37550215644343105,1.0,-0.1355024953812817,0.24437765461291708,0.22756955527346523,-0.017762275843634115,0.06938894529062196,0.05714369641968316,-0.1512429471180716,0.35235492336526797,-0.039274363624622305,-0.33828861856681564,0.20072098916934816,-0.4406442483468866,0.38092883293966384,-0.10580879238393726,0.24120088318517824,-0.014361064579987154,0.15207388349178041,-0.11273877073717335,0.028033596366565276,0.7827802248228813,-0.22920664051209694,0.36311507035711277,0.17112798536838564,0.07938503425511154
Calcarine_R,0.3387185509770437,0.7421057584324019,0.06257313896376494,0.2069164366688986,0.5214147159995928,0.195279845808815,0.38744356961306625,0.32255504049659295,0.5090132295742367,0.3941758788595058,-0.1355024953812817,1.0,0.25535797074995104,0.4626747427099149,0.7637055883131169,0.5706322058488235,0.3011541979601542,0.8136077115219237,-0.2593502812333363,0.6004435046158899,0.6272460945737004,0.15669032277851216,0.49355987363466125,0.044214817888200864,0.6773837713852018,0.12915596822243194,0.6730971891749133,0.43339482046798855,0.19378447761141296,-0.12476058512101607,0.004201621286439143,0.836947978477895,0.2457077291508421,0.572149361267071,0.42234039057404194
ACC_sup_R,0.6071999312758063,-0.11850983114334025,0.2346676513592815,0.3005213093476532,0.2875989697577178,0.22158710568018153,0.411444793637175,0.11601486357479475,0.5129269766383292,0.6775849622341145,0.24437765461291708,0.25535797074995104,1.0,-0.030324750755424974,0.46041505037001673,0.38569113136311894,0.040127947942615885,0.28361523278092504,0.5272066864708082,0.18973914408246614,0.0893639591160922,0.12265950297042423,-0.14214908975098878,0.29815756191995196,-0.1109559707709738,0.1724848782485672,-0.15796505651031173,0.4693988402024719,0.2036621056362444,0.19156099237905502,0.4099358502388712,0.16989877191357936,0.6066393740992819,0.0037246082734481195,0.4367620585295871
Postcentral_R,-0.25705691522222057,0.36295220738040174,0.05709078010060019,0.20426826881596208,0.14470824615619562,0.13003467151869483,0.589569352203179,0.14568236557853526,0.27405440515234664,0.06524354190538628,0.22756955527346523,0.4626747427099149,-0.030324750755424974,1.0,0.31356100746141724,0.05439328483414039,0.20414169887360295,0.44189151245017183,-0.45711293619053167,0.7342688015111402,0.006028879398954455,0.0116970924091666,0.33506381631716137,0.1545361084686965,0.6690456962054843,0.026211796512861266,0.4853927591965441,-0.02551693381933926,-0.09957078956564692,-0.21525940663621423,0.19598399484674148,0.4556972209979591,-0.06673611569270956,0.9351187575547107,0.3648892243116963
Thal_VL_R,0.42766788349993234,0.5950946208250913,-0.11225067214244962,0.27797209045612786,0.3926301171351392,0.045236535024375114,0.4231963294779843,0.279139175922511,0.6477613330209425,0.5789345625543368,-0.017762275843634115,0.7637055883131169,0.46041505037001673,0.31356100746141724,1.0,0.8572053724268849,0.17796837313679573,0.8551756480749112,0.01946064489985211,0.47649945621910034,0.493536021178554,0.04568315639258214,0.22891617219592705,0.10862340491680404,0.4239660817832612,0.15428425246109106,0.4895495183578716,0.54062487350759,0.11637881303658992,-0.10427320626340955,0.1337124991228046,0.8184692921901019,0.4353439095479545,0.41811279495258896,0.6349813794555237
Thal_AV_R,0.5431149974849234,0.5063552512719195,-0.2588559195787475,0.024487653785259616,0.29317226827600584,-0.18144079659689605,0.1795417033008066,0.3083109698350025,0.46105123347480087,0.48978905877309437,0.06938894529062196,0.5706322058488235,0.38569113136311894,0.05439328483414039,0.8572053724268849,1.0,0.18435789239826703,0.666283471537897,0.1606122130235215,0.1449885605677016,0.4664629549914733,-0.018334605674289513,0.02888985375157557,0.014215452444884848,0.23828403224843936,0.225178714859915,0.35092689244683184,0.46333151537302786,0.09344025664319852,-0.1281227463287394,0.07396619919110412,0.6343926955368395,0.4222284362767565,0.20422325507571526,0.4046240541469321
Vermis_8,0.2774212002924376,0.10928141033050022,-0.14638189313554606,0.15909544896740813,0.7666785348641876,-0.062029063760449366,0.38985642132121734,0.8109009289111583,0.21444489329010172,0.13417652460859192,0.05714369641968316,0.3011541979601542,0.040127947942615885,0.20414169887360295,0.17796837313679573,0.18435789239826703,1.0,0.09523419631436666,-0.06830089789403337,0.2335421897158028,-0.1781805973595039,0.03106807569342955,0.567687879151462,-0.1355238893704931,-0.0674371878611729,0.805442659044701,0.07985069576283994,0.16270815012469908,0.7882778806829166,-0.259907053816036,0.19469733100175937,0.23984683802550225,0.20949488384313308,0.1442157425657291,0.10691216617745565
Thal_VPL_R,0.24202677377687343,0.7938651527244306,-0.10268603427218569,0.1807236473577471,0.26559539620610845,0.022079220835000607,0.31809346450345594,0.18632802373009696,0.5724421174620032,0.3802935382092322,-0.1512429471180716,0.8136077115219237,0.28361523278092504,0.44189151245017183,0.8551756480749112,0.666283471537897,0.09523419631436666,1.0,-0.2710233359315828,0.5004893902905861,0.6740680759769784,-0.09382568385513669,0.35274194228410005,-0.07149811967595773,0.696037944115336,-0.08587840266101436,0.6945022079407265,0.4102011989751398,-0.07259121633228705,-0.17785349475291937,-0.06553775985164428,0.9249821802286361,0.25054770785794417,0.5873701150124712,0.5091236296220831
Heschl_R,0.3948999628000079,-0.6053806449899796,0.32576821851971866,0.07570537086660482,0.09398099790841513,0.2270891742156062,0.03305115204226149,-0.13410704530779075,0.11675900734573474,0.6114107513176121,0.35235492336526797,-0.2593502812333363,0.5272066864708082,-0.45711293619053167,0.01946064489985211,0.1606122130235215,-0.06830089789403337,-0.2710233359315828,1.0,-0.24374563721034107,-0.2290147827081617,0.3363311666554449,-0.4490848687058005,0.4486544115379353,-0.5293286375612881,0.14853939364776117,-0.3764765805412396,0.40245833035391976,0.18259969654078897,0.09970092396465997,0.4556738927317201,-0.37153857991715367,0.5196603186669364,-0.46496620826016183,0.15020623364517433
Frontal_Inf_Oper_R,-0.14523511720543705,0.3240515820922311,0.20692595492997112,0.31402273727747654,0.4342514501900749,0.45946430254758314,0.6286746371645248,0.05510939162610933,0.4388310822416903,0.29918076326798176,-0.039274363624622305,0.6004435046158899,0.18973914408246614,0.7342688015111402,0.47649945621910034,0.1449885605677016,0.2335421897158028,0.5004893902905861,-0.24374563721034107,1.0,0.05687346862883415,0.25910699152286265,0.5129212404761906,0.2564876164033485,0.45904117983280945,0.06966863064813712,0.31374200135955294,0.24074503586523244,0.1964959405464031,-0.30891343740979166,0.20110112333271973,0.5684086650811057,0.15280790199617308,0.6336460201700523,0.49547118511505345
SupraMarginal_L,0.3302888735544689,0.7601158813205315,-0.03727786076184389,0.0033617621562966908,-0.03976770499006707,-0.04369149808455223,-0.05891323768557396,-0.12055878093768305,0.22739127204249435,0.09278354022163898,-0.33828861856681564,0.6272460945737004,0.0893639591160922,0.006028879398954455,0.493536021178554,0.4664629549914733,-0.1781805973595039,0.6740680759769784,-0.2290147827081617,0.05687346862883415,1.0,-0.04241157913335228,0.06839740713529266,-0.20274935705110092,0.6288453973530164,-0.39126134207226315,0.6333727913430862,0.2657798763213848,-0.2755411752682869,-0.01483101708505381,-0.36041084675628043,0.6114838993610668,0.0023938138190838874,0.21070376105859973,0.0071784534462076225
Pallidum_R,0.13018159501811818,-0.2510875510040265,0.6298324437371982,0.21818184947945987,0.1828078413154498,0.6489229428317527,0.0790700793987895,-0.24814013632263468,0.2233518451896792,0.40768753207145153,0.20072098916934816,0.15669032277851216,0.12265950297042423,0.0116970924091666,0.04568315639258214,-0.018334605674289513,0.03106807569342955,-0.09382568385513669,0.3363311666554449,0.25910699152286265,-0.04241157913335228,1.0,-0.1078562004405706,0.6611713259993783,0.05249076894736413,-0.0741827600766328,0.04120450907772173,0.30823713290660704,0.0944409329377149,0.17799829241983778,0.4590078073628086,-0.038498239738473945,0.09232047535283706,0.000921996838947883,0.14056776499266055
Occipital_Inf_R,-0.0768705392301289,0.4067102155015312,-0.06402900788053177,0.1887084323292205,0.6968074167796806,0.163881112460103,0.3009644732528755,0.524083079704478,0.18483366748687582,-0.07675494002667234,-0.4406442483468866,0.49355987363466125,-0.14214908975098878,0.33506381631716137,0.22891617219592705,0.02888985375157557,0.567687879151462,0.35274194228410005,-0.4490848687058005,0.5129212404761906,0.06839740713529266,-0.1078562004405706,1.0,-0.2879613648532856,0.26892015766204597,0.37790444302522785,0.2885487791359287,0.08397821021836793,0.5847840532197939,-0.3069464448167835,-0.2384784541320478,0.4922290675737782,-0.02098677262517379,0.3023631583550044,0.22671011833628912
Olfactory_R,0.04399546309727291,-0.3707776286213118,0.6488057360647373,0.23688205681140043,0.03598271123299892,0.6617954054124113,0.2230641732551532,-0.31638034732908893,0.319035943049076,0.5646444130665562,0.38092883293966384,0.044214817888200864,0.29815756191995196,0.1545361084686965,0.10862340491680404,0.014215452444884848,-0.1355238893704931,-0.07149811967595773,0.4486544115379353,0.2564876164033485,-0.20274935705110092,0.6611713259993783,-0.2879613648532856,1.0,0.03549588056199659,-0.12041198901844649,-0.04425754541253262,0.322913356558178,-0.05961254513355615,0.28129176506405446,0.5952349297794678,-0.17116852759723833,0.13655705373984037,0.16592047536303045,0.28193736337361225
Occipital_Sup_R,-0.11695967775536152,0.7138496743984115,0.15702630123924624,0.059947678251805164,-0.013448330060201578,0.17146805154341427,0.19596608609650096,-0.07922276034566988,0.21638109346208348,-0.009064654514749462,-0.10580879238393726,0.6773837713852018,-0.1109559707709738,0.6690456962054843,0.4239660817832612,0.23828403224843936,-0.0674371878611729,0.696037944115336,-0.5293286375612881,0.45904117983280945,0.6288453973530164,0.05249076894736413,0.26892015766204597,0.03549588056199659,1.0,-0.3824525163676784,0.8253577115130953,0.04227388851412514,-0.3515603403951905,-0.11577181629658931,-0.16363185617497011,0.6454387658766362,-0.22605355903565882,0.8164071837236097,0.20084030645539452
Cerebellum_8_L,0.3969734583439702,-0.08922698328570272,-0.2925777719328773,0.11661909814374453,0.7195517030897973,-0.24039769764154018,0.33150763330335586,0.8670285286399307,0.13033111286662963,0.2016753596882661,0.24120088318517824,0.12915596822243194,0.1724848782485672,0.026211796512861266,0.15428425246109106,0.225178714859915,0.805442659044701,-0.08587840266101436,0.14853939364776117,0.06966863064813712,-0.39126134207226315,-0.0741827600766328,0.37790444302522785,-0.12041198901844649,-0.3824525163676784,1.0,-0.16196308302832185,0.2021070045581647,0.8338769685060476,-0.1358671245194053,0.2831481369323862,0.027512195778472963,0.43497062833918404,-0.06994727969288135,0.13145273247066916
Cuneus_L,0.03972780918320287,0.6779858568295832,0.03639022218283305,0.0245605131077621,0.10738069204750338,0.004674014521958139,0.2330434263908214,0.06126192259663712,0.19256966026678812,0.1391217094036636,-0.014361064579987154,0.6730971891749133,-0.15796505651031173,0.4853927591965441,0.4895495183578716,0.35092689244683184,0.07985069576283994,0.6945022079407265,-0.3764765805412396,0.31374200135955294,0.6333727913430862,0.04120450907772173,0.2885487791359287,-0.04425754541253262,0.8253577115130953,-0.16196308302832185,1.0,0.3131212751461603,-0.17977613809160917,-0.2036185666428483,-0.06882553613197875,0.6772349928574417,0.10477661789503043,0.616296625155223,0.2492192261635785
Vermis_4_5,0.5265478603576637,0.1187676582662935,0.1485210731448911,0.27376613859501325,0.43086510232772307,0.21463121588116563,0.39580171479248444,0.11793775170479674,0.5120933695624651,0.7892888545610774,0.15207388349178041,0.43339482046798855,0.4693988402024719,-0.02551693381933926,0.54062487350759,0.46333151537302786,0.16270815012469908,0.4102011989751398,0.40245833035391976,0.24074503586523244,0.2657798763213848,0.30823713290660704,0.08397821021836793,0.322913356558178,0.04227388851412514,0.2021070045581647,0.3131212751461603,1.0,0.27573546564867313,-0.05534691665072348,0.3749905994922085,0.36201830404501334,0.6963432332705056,0.015202059516600789,0.5155530375802435
Cerebellum_8_R,0.3348752664284995,-0.11194140354778115,-0.0016992561734514619,0.2550154102470066,0.8859230356201819,0.13296676014835213,0.34985725328246,0.725731095497668,0.16957133806508007,0.211977001580824,-0.11273877073717335,0.19378447761141296,0.2036621056362444,-0.09957078956564692,0.11637881303658992,0.09344025664319852,0.7882778806829166,-0.07259121633228705,0.18259969654078897,0.1964959405464031,-0.2755411752682869,0.0944409329377149,0.5847840532197939,-0.05961254513355615,-0.3515603403951905,0.8338769685060476,-0.17977613809160917,0.27573546564867313,1.0,-0.13533161039757122,0.11595141757573198,0.06625724267441094,0.35344419833535895,-0.19862404498730163,0.16290364254257375
Frontal_Med_Orb_R,0.2726824602301443,-0.22302050398824008,0.2913869362800285,0.2228915715978305,-0.19284722563864784,0.1601606646349371,-0.14928288031904632,-0.06566202634848431,0.19014693059535193,0.03673318946969801,0.028033596366565276,-0.12476058512101607,0.19156099237905502,-0.21525940663621423,-0.10427320626340955,-0.1281227463287394,-0.259907053816036,-0.17785349475291937,0.09970092396465997,-0.30891343740979166,-0.01483101708505381,0.17799829241983778,-0.3069464448167835,0.28129176506405446,-0.11577181629658931,-0.1358671245194053,-0.2036185666428483,-0.05534691665072348,-0.13533161039757122,1.0,0.10466146210969846,-0.22728764100528243,-0.09183857526957413,-0.1490392040624068,0.018911053654526524
ParaHippocampal_L,0.23886569764076404,-0.40046353533156354,0.42467711702262023,0.21787157680691618,0.1535627032167361,0.2825371114030491,0.3109632531371979,0.0386145731623272,0.4616194385279625,0.6454929114286129,0.7827802248228813,0.004201621286439143,0.4099358502388712,0.19598399484674148,0.1337124991228046,0.07396619919110412,0.19469733100175937,-0.06553775985164428,0.4556738927317201,0.20110112333271973,-0.36041084675628043,0.4590078073628086,-0.2384784541320478,0.5952349297794678,-0.16363185617497011,0.2831481369323862,-0.06882553613197875,0.3749905994922085,0.11595141757573198,0.10466146210969846,1.0,-0.08179576445986338,0.49579786897648037,0.12046855432181339,0.3250745126728563
Thal_MDm_R,0.2107684688276163,0.8095141709935455,-0.1375475876121989,0.20329603489389772,0.381575216247885,0.014955962188530673,0.32639832522409956,0.2833369193356959,0.5596938162332833,0.28906739134707204,-0.22920664051209694,0.836947978477895,0.16989877191357936,0.4556972209979591,0.8184692921901019,0.6343926955368395,0.23984683802550225,0.9249821802286361,-0.37153857991715367,0.5684086650811057,0.6114838993610668,-0.038498239738473945,0.4922290675737782,-0.17116852759723833,0.6454387658766362,0.027512195778472963,0.6772349928574417,0.36201830404501334,0.06625724267441094,-0.22728764100528243,-0.08179576445986338,1.0,0.22886366672475664,0.5436263469973803,0.505622884330583
Cingulate_Post_L,0.5938599629715525,-0.07602665431282947,-0.012232638615054312,0.1721097238909624,0.4011552184430633,-0.046467388879107153,0.3984180471716613,0.27068370020747395,0.3303525958726524,0.7011527371181064,0.36311507035711277,0.2457077291508421,0.6066393740992819,-0.06673611569270956,0.4353439095479545,0.4222284362767565,0.20949488384313308,0.25054770785794417,0.5196603186669364,0.15280790199617308,0.0023938138190838874,0.09232047535283706,-0.02098677262517379,0.13655705373984037,-0.22605355903565882,0.43497062833918404,0.10477661789503043,0.6963432332705056,0.35344419833535895,-0.09183857526957413,0.49579786897648037,0.22886366672475664,1.0,-0.08958787983525292,0.389439701398989
SupraMarginal_R,-0.12775201869941014,0.5040168693831455,0.06404200295142097,0.13771805085461558,0.10623289316616977,0.13297296287840227,0.46763407923216127,0.12375661599544609,0.307262096975804,0.09780786180795929,0.17112798536838564,0.572149361267071,0.0037246082734481195,0.9351187575547107,0.41811279495258896,0.20422325507571526,0.1442157425657291,0.5873701150124712,-0.46496620826016183,0.6336460201700523,0.21070376105859973,0.000921996838947883,0.3023631583550044,0.16592047536303045,0.8164071837236097,-0.06994727969288135,0.616296625155223,0.015202059516600789,-0.19862404498730163,-0.1490392040624068,0.12046855432181339,0.5436263469973803,-0.08958787983525292,1.0,0.3488717565791066
Thal_MGN_L,0.12574096113439132,0.126822865635649,0.17851519277812733,0.4289433180013234,0.3611653789141063,0.33134036903926845,0.4717646622792065,0.13693701035545802,0.6842739596495381,0.5914274305656173,0.07938503425511154,0.42234039057404194,0.4367620585295871,0.3648892243116963,0.6349813794555237,0.4046240541469321,0.10691216617745565,0.5091236296220831,0.15020623364517433,0.49547118511505345,0.0071784534462076225,0.14056776499266055,0.22671011833628912,0.28193736337361225,0.20084030645539452,0.13145273247066916,0.2492192261635785,0.5155530375802435,0.16290364254257375,0.018911053654526524,0.3250745126728563,0.505622884330583,0.389439701398989,0.3488717565791066,1.0
