,Cuneus_L,Cerebellum_Crus1_R,Frontal_Sup_2_R,Temporal_Pole_Mid_L,Cerebellum_9_R,Frontal_Mid_2_R,OFCpost_L,Cerebellum_3_L,SN_pc_R,ParaHippocampal_R,Temporal_Pole_Sup_R,Cerebellum_10_L,SupraMarginal_R,Thal_PuA_R,Lingual_L,Calcarine_R,Thal_VA_R,OFCmed_R,Raphe_D,Thal_VL_L,Cerebellum_3_R,Cerebellum_8_L,Temporal_Pole_Sup_L,Precuneus_R,Olfactory_L,Thal_MGN_R,Cingulate_Post_L,OFCant_L,Frontal_Inf_Oper_R,Angular_L,Temporal_Pole_Mid_R,SN_pr_R,SN_pr_L,Precentral_R,Thal_MGN_L,Cerebellum_Crus2_L,Angular_R,Caudate_R,ACC_sub_L,ParaHippocampal_L
Temporal_Pole_Sup_R,0.2648071834791081,0.6523798770845858,-0.42210016424525504,0.5621082412243451,0.5979953865341161,-0.3007779073067935,-0.12126544638913332,0.16183146638405144,0.19137378655032933,0.2285304390497224,1.0,0.3894965513512105,-0.019701117459190013,0.27759851686735215,0.5518410876111638,0.5412154354312618,-0.15700527326528382,-0.09445834586205876,-0.38036998137635086,-0.24485781128578019,0.343316830325257,0.6093930873751653,0.5611116695715266,-0.008412716284605597,0.08668255325315019,0.6262069576308288,0.24067823915891143,-0.2772614656738329,0.16546728190157498,0.1546310426720577,0.7203441137424476,0.2878664103106402,-0.040988413242145985,-0.32848768180247395,0.3258661937743545,0.569383955160277,0.0265277484159904,0.10979182789641555,-0.24300972333385293,-0.23515474048385904
Cerebellum_10_L,0.24200544479241815,0.619930661902539,-0.21224488110396222,0.5471195825950331,0.7305249623833968,-0.1395609408598565,-0.39148312317729145,0.4779107144657014,0.1099629694466006,-0.021250206830496117,0.3894965513512105,1.0,-0.033446673773488964,0.28563949058793975,0.6087739762909381,0.5062786422019672,-0.2894772445362048,-0.44572915977895466,-0.5148003946709172,-0.27435519325364804,0.37442278968743453,0.7190531948870387,0.5649666265010606,-0.12747904817108405,0.007643922246714523,0.5333069697505595,0.2813350653412588,-0.3114230411294401,0.2792033446326937,0.11585965193065446,0.6523748888986559,0.39407142042318066,0.007093470089907338,-0.07847224383356291,0.27854933532199,0.5664037408945615,-0.040897876299294915,-0.14597844483251737,-0.23925567185749017,-0.2917942893023421
SupraMarginal_R,0.6407840753723478,0.06008252876320345,-0.012231294291251209,0.09269991349138135,0.08311066030045375,-0.09422954217710162,-0.09331327020843018,-0.18916647781486345,0.28859044836083597,-0.16606528758060476,-0.019701117459190013,-0.033446673773488964,1.0,0.5552968247558467,0.3026739847931719,0.4005807881416278,-0.5488411462711676,-0.2401309323631221,-0.36540824545379136,-0.5958995282909454,-0.08850338880644808,-0.03411342393737743,0.23029149672990748,0.6653677725835788,-0.0027540370445954285,0.14131768273224635,-0.3116100193007324,-0.26413605950582775,0.03936340094184826,0.6195123238430521,-0.053560377220400524,0.17574350558238505,0.030639508008615417,0.7853073079538274,0.4006730568519665,0.14195302673301247,0.8087266443736486,0.07662906906696113,-0.21821546237939424,-0.1387753140374286
Thal_PuA_R,0.9038061366677057,0.5891167035643049,-0.6085103276595643,0.5477523960687565,0.5718887505981951,-0.7152453865884496,-0.36586685879798303,-0.16948322345860387,0.44537601376253205,-0.2850856318658908,0.27759851686735215,0.28563949058793975,0.5552968247558467,1.0,0.8063188978185053,0.8260646498312683,-0.8979008630407439,-0.5900769955939816,-0.8235261680792612,-0.8880526187630938,-0.07429098887485298,0.4693202447676176,0.7115076273426753,0.6219997693506474,0.11770035740702994,0.7892997852019427,-0.3408836059349905,-0.746759606259179,-0.33794237434443114,0.9067795072891803,0.4413406232498967,0.29374190451520343,-0.07591333599794599,0.24547688158580092,0.7128434682296424,0.732171108963602,0.8267558469193123,-0.205883453249572,-0.36975607095562174,-0.46764872642281624
Lingual_L,0.7566553822727239,0.8461158621161289,-0.47975812364266585,0.800309491374509,0.8679253912259918,-0.540388313864421,-0.4808846119398426,0.1476972015478207,0.4155220824709553,-0.18396674226209073,0.5518410876111638,0.6087739762909381,0.3026739847931719,0.8063188978185053,1.0,0.9209133201644324,-0.734988191501003,-0.6121074459968141,-0.7806725440765614,-0.7213258792062646,0.31585338339425145,0.8361394994955537,0.7831532120832844,0.3038727906388998,0.09107878657476752,0.8437091938178335,1.0478339997459994e-05,-0.7368966337434274,-0.02230942739220097,0.6085575619449144,0.7348688658440918,0.38545063318751355,-0.00048341976891773354,0.05868471075204767,0.7293495975022182,0.9014965201562671,0.4438779228680696,-0.27989350500824395,-0.4413223615243026,-0.5464761295889217
Calcarine_R,0.8229829397486549,0.7707697409831481,-0.4672720046873776,0.6978074531348137,0.7940559765136166,-0.5380294092331617,-0.378833166879045,0.07510442251497199,0.4052882804472877,-0.1525003450353672,0.5412154354312618,0.5062786422019672,0.4005807881416278,0.8260646498312683,0.9209133201644324,1.0,-0.7492644985328811,-0.5500055674547608,-0.7122432056274881,-0.7265855224231774,0.24237598829051968,0.7226497788841098,0.7608585055182995,0.4414339864532817,0.0903282432474233,0.8217253790703626,-0.004186840159691235,-0.7002770955801954,-0.07288236338917002,0.6829092512675214,0.6637301835077738,0.29882436157086234,-0.01996593573831736,0.11346947928679064,0.6971757480055282,0.8393715282204844,0.5590442902898236,-0.23163474463778824,-0.4160096591832467,-0.4499345411288633
Thal_VA_R,-0.7976240452093822,-0.6219223276766481,0.5390668730789179,-0.5298297109496041,-0.5952141999061005,0.6614976548593944,0.45404995939858167,0.21741605002223555,-0.4526481773732758,0.4462138044072138,-0.15700527326528382,-0.2894772445362048,-0.5488411462711676,-0.8979008630407439,-0.734988191501003,-0.7492644985328811,1.0,0.690534291796499,0.7570556756230715,0.9400268589357115,0.08707586805926827,-0.4989571193130893,-0.5455192351168469,-0.47218951316337177,-0.038338357036093285,-0.6781086311179094,0.3980670396590875,0.782197519252043,0.19858260486961257,-0.7628756445272232,-0.41946029771293364,-0.1833951682890267,0.1397697460282879,-0.32929319597161244,-0.6085854941837173,-0.7195490282625941,-0.7225462043406957,0.4481773586174174,0.5604486167755255,0.5857826806072434
OFCmed_R,-0.42669948994936646,-0.6553537709312645,0.42272517513965824,-0.5232427496040007,-0.6585322718267741,0.4278803379007368,0.752003581800433,0.2577222692388299,-0.33191142523772826,0.6789028547099514,-0.09445834586205876,-0.44572915977895466,-0.2401309323631221,-0.5900769955939816,-0.6121074459968141,-0.5500055674547608,0.690534291796499,1.0,0.6790051206906109,0.69419296144219,0.11760743045794875,-0.5934112030447984,-0.3250953275684744,-0.001357050408992405,0.21946910307463627,-0.5770165450063933,0.277541035833841,0.7714873616578082,-0.05094352559595552,-0.3449892081506436,-0.5375226119274438,-0.18229497307865253,0.04492790280532324,-0.16159220141400618,-0.5589787362041612,-0.6617604881602354,-0.2989420464069174,0.41538495058901614,0.5241331554169434,0.8147986967600763
Raphe_D,-0.6695505370711076,-0.7027870112261977,0.6770957232470746,-0.6546561313636639,-0.6519445649048266,0.6706522807131495,0.5401707108968662,0.09165345313652842,-0.42383511269330965,0.3045500770943325,-0.38036998137635086,-0.5148003946709172,-0.36540824545379136,-0.8235261680792612,-0.7806725440765614,-0.7122432056274881,0.7570556756230715,0.6790051206906109,1.0,0.7884013924514441,0.02778905915343631,-0.589053903636289,-0.7227488369234532,-0.26674377249289016,-0.046303655755340206,-0.8307617215120355,0.2669721310732906,0.7369689862411238,0.1845191178997576,-0.6610389220101629,-0.6214305798673965,-0.4789231214445614,0.02743316078454645,-0.052035428346111016,-0.6106706043154987,-0.7410021192667124,-0.5660252414327753,0.15244196717612502,0.32665056440972634,0.5939034606940594
Thal_VL_L,-0.8098284185561718,-0.636559709867054,0.5674396305760101,-0.5259870977156715,-0.5860275378524682,0.6318314949202662,0.4831770614385236,0.23797114278182818,-0.46264631222203106,0.4134901985155118,-0.24485781128578019,-0.27435519325364804,-0.5958995282909454,-0.8880526187630938,-0.7213258792062646,-0.7265855224231774,0.9400268589357115,0.69419296144219,0.7884013924514441,1.0,0.10893950508330398,-0.4720185363742391,-0.5353275420820174,-0.4843315267037386,0.0066120397273851435,-0.6789352888398739,0.4662700578425486,0.760070442580001,0.1609286824205392,-0.7631780579659332,-0.4573304607274852,-0.25318594134221767,0.11728300579918721,-0.36010267054825074,-0.6281769773528921,-0.6980050313294989,-0.7577194431261289,0.32446586574064606,0.5579704017327526,0.6129297450273136
Cerebellum_3_R,0.0200734514492692,0.2548499116640275,0.20590570417607537,0.2796246703373568,0.3610557513690006,0.19025806403342832,-0.02725704252166993,0.5534698156348519,0.010836352501009313,0.35126084849433103,0.343316830325257,0.37442278968743453,-0.08850338880644808,-0.07429098887485298,0.31585338339425145,0.24237598829051968,0.08707586805926827,0.11760743045794875,0.02778905915343631,0.10893950508330398,1.0,0.43041150142180773,0.1383260008968545,-0.1278940458362527,0.06848930799441834,0.06146599459349392,0.4574915870392476,0.011551726534452694,0.3850933643603917,-0.13593096510228833,0.28567138283456595,0.13017047166246412,0.13035905386795943,-0.007210985310326607,0.10731278406306896,0.1902279034506624,-0.2359807731075837,-0.038697168936267255,-0.10680185065304447,0.046946611286822426
Cerebellum_8_L,0.37891529467901486,0.9241847759432502,-0.407214127098482,0.803558953886751,0.9603573901589323,-0.4232361628693778,-0.4738736598268511,0.2580944700030922,0.3600770266067416,-0.20797736166420835,0.6093930873751653,0.7190531948870387,-0.03411342393737743,0.4693202447676176,0.8361394994955537,0.7226497788841098,-0.4989571193130893,-0.5934112030447984,-0.589053903636289,-0.4720185363742391,0.43041150142180773,1.0,0.6186913054705171,-0.14869822654395856,0.09206261314855714,0.764274120065821,0.15254247316517328,-0.6206116349180193,0.213697756267552,0.18458712793542778,0.8365188581649977,0.3632324059930566,0.03921913726946211,-0.1856483949112454,0.4996778123509876,0.8868091405005679,0.0031077362888122266,-0.3185110381242162,-0.4662132839574834,-0.5718596366984594
Temporal_Pole_Sup_L,0.6668225124831246,0.6399547739102058,-0.5415666078303452,0.6831615975948689,0.657582689783395,-0.5910951436431264,-0.20269225215025807,0.167231117441998,0.23734884550585902,0.06791820612520726,0.5611116695715266,0.5649666265010606,0.23029149672990748,0.7115076273426753,0.7831532120832844,0.7608585055182995,-0.5455192351168469,-0.3250953275684744,-0.7227488369234532,-0.5353275420820174,0.1383260008968545,0.6186913054705171,1.0,0.3544315591186251,0.111147946587782,0.7988278780490107,-0.03831534259816765,-0.5269643852225843,-0.230536332753436,0.614550976993874,0.6655780536517948,0.3519187281783221,-0.1154788831272598,-0.1455451610419977,0.5073469202642562,0.7266719660613037,0.45229653326458097,-0.07558639463305021,-0.1657758415205046,-0.2542193093839992
Precuneus_R,0.7881321632211796,-0.08509559998122439,-0.061442236361810565,-0.03359211249501849,-0.034176811977284303,-0.21669821227281794,0.13809771353346767,-0.042833443208797964,0.14516901188439935,0.06871522942989325,-0.008412716284605597,-0.12747904817108405,0.6653677725835788,0.6219997693506474,0.3038727906388998,0.4414339864532817,-0.47218951316337177,-0.001357050408992405,-0.26674377249289016,-0.4843315267037386,-0.1278940458362527,-0.14869822654395856,0.3544315591186251,1.0,0.12276238178124345,0.19494994732522294,-0.12121258223336767,-0.20169696008595472,-0.36331660136867044,0.8181627258666088,-0.1640474095650339,0.03357630335139233,-0.009468115088450016,0.5189247091490795,0.34416906086657345,0.12091020935569326,0.8566779510158664,0.16743964598258418,-0.008201590491064004,0.13535131148911042
Olfactory_L,0.1538636077102274,0.0707375426897345,-0.01810971732455518,0.059184868117858024,0.08689257947086937,-0.17983705961186006,0.4105886239458048,0.3024934108401898,0.5981435122185438,0.19048454392497718,0.08668255325315019,0.007643922246714523,-0.0027540370445954285,0.11770035740702994,0.09107878657476752,0.0903282432474233,-0.038338357036093285,0.21946910307463627,-0.046303655755340206,0.0066120397273851435,0.06848930799441834,0.09206261314855714,0.111147946587782,0.12276238178124345,1.0,0.13860406780897816,0.006724001321572393,0.02266907131565612,-0.16425733951355545,0.13127504885507846,0.04679876875306679,0.3976866952018064,0.5576329634358282,-0.04575411509039573,0.057753474003447464,0.10600694502484313,0.07685764683504687,0.24803727082300725,0.35983878619297727,0.19808047417885688
Thal_MGN_R,0.6220331478619368,0.8458147375863903,-0.7232526588174266,0.7242188822500258,0.7933562377200577,-0.7261705822711593,-0.3939069986455508,0.0005797101943700444,0.4049294811527466,-0.17264381618951088,0.6262069576308288,0.5333069697505595,0.14131768273224635,0.7892997852019427,0.8437091938178335,0.8217253790703626,-0.6781086311179094,-0.5770165450063933,-0.8307617215120355,-0.6789352888398739,0.06146599459349392,0.764274120065821,0.7988278780490107,0.19494994732522294,0.13860406780897816,1.0,-0.10941957845497285,-0.694118460039209,-0.18210270243083715,0.5788983686607858,0.771919767086611,0.4077970536749279,-0.06315038845422664,-0.19753547833576438,0.6086905990554575,0.8868554093888015,0.412407377218499,-0.16314143023764568,-0.36875625285801444,-0.5033407861488459
Cingulate_Post_L,-0.20190970205600894,-0.0704091690615256,0.2950326604859321,-0.047357416399352634,0.07415214442462478,0.4202389902398403,0.11258705272484719,0.5179951792890305,-0.2589027537585629,0.2713775409274056,0.24067823915891143,0.2813350653412588,-0.3116100193007324,-0.3408836059349905,1.0478339997459994e-05,-0.004186840159691235,0.3980670396590875,0.277541035833841,0.2669721310732906,0.4662700578425486,0.4574915870392476,0.15254247316517328,-0.03831534259816765,-0.12121258223336767,0.006724001321572393,-0.10941957845497285,1.0,0.27628789573094226,0.28573200996781095,-0.2629829926771978,0.05268808856087511,0.035192921365179874,0.16015675932634943,-0.18975643056787295,-0.1222130169730762,-0.07746584891131085,-0.39855923215996675,0.25629662396028086,0.17739804411379992,0.24795089487470445
OFCant_L,-0.6379605902756535,-0.703452291141533,0.5512135721623089,-0.6790456309318675,-0.6659088808483482,0.6911595057775171,0.6769339672996472,0.2795239726785262,-0.4632162145046647,0.5718974888769531,-0.2772614656738329,-0.3114230411294401,-0.26413605950582775,-0.746759606259179,-0.7368966337434274,-0.7002770955801954,0.782197519252043,0.7714873616578082,0.7369689862411238,0.760070442580001,0.011551726534452694,-0.6206116349180193,-0.5269643852225843,-0.20169696008595472,0.02266907131565612,-0.694118460039209,0.27628789573094226,1.0,0.20297606080625183,-0.55534527042721,-0.5775527467563053,-0.21938499066204717,0.060570932746820835,0.010575540964001175,-0.6515951534324257,-0.7773918136159665,-0.4520726060807511,0.42180150024990365,0.4596883103118972,0.7941499762633429
Frontal_Inf_Oper_R,-0.2889408241289086,0.09207998915753117,0.32013098328927114,0.0881210187927199,0.17657885924054614,0.47832998247391495,-0.11643626291783031,0.2545690218425009,-0.07402174581308085,0.010355507345093738,0.16546728190157498,0.2792033446326937,0.03936340094184826,-0.33794237434443114,-0.02230942739220097,-0.07288236338917002,0.19858260486961257,-0.05094352559595552,0.1845191178997576,0.1609286824205392,0.3850933643603917,0.213697756267552,-0.230536332753436,-0.36331660136867044,-0.16425733951355545,-0.18210270243083715,0.28573200996781095,0.20297606080625183,1.0,-0.4458430006880875,0.1343549553533689,0.028719850579101255,0.03327068438123392,0.24876990867933166,-0.07328459510487854,-0.055938690985585605,-0.37904966899447184,-0.040863375181719015,-0.25446492548000865,-0.04054890771145072
Angular_L,0.9049592619286235,0.29812932363561656,-0.4826105655405117,0.3085367172969305,0.3110079363861874,-0.5825521789953657,-0.19254015762926066,-0.15693831219561472,0.2843260281978876,-0.12364390516794163,0.1546310426720577,0.11585965193065446,0.6195123238430521,0.9067795072891803,0.6085575619449144,0.6829092512675214,-0.7628756445272232,-0.3449892081506436,-0.6610389220101629,-0.7631780579659332,-0.13593096510228833,0.18458712793542778,0.614550976993874,0.8181627258666088,0.13127504885507846,0.5788983686607858,-0.2629829926771978,-0.55534527042721,-0.4458430006880875,1.0,0.18392914699172958,0.20913639033620485,-0.08070557035860748,0.31337667052161666,0.574945357324661,0.4855827905073916,0.9147099708759449,-0.02273371923410431,-0.17377487917806922,-0.21393855396837358
Temporal_Pole_Mid_R,0.3339426626105795,0.8843353540677945,-0.5089137156455645,0.7896792210154252,0.8552993402376867,-0.4669698792443239,-0.46611882496779417,0.13950397432312167,0.3419271145280885,-0.13656926059761454,0.7203441137424476,0.6523748888986559,-0.053560377220400524,0.4413406232498967,0.7348688658440918,0.6637301835077738,-0.41946029771293364,-0.5375226119274438,-0.6214305798673965,-0.4573304607274852,0.28567138283456595,0.8365188581649977,0.6655780536517948,-0.1640474095650339,0.04679876875306679,0.771919767086611,0.05268808856087511,-0.5775527467563053,0.1343549553533689,0.18392914699172958,1.0,0.38210527320446713,0.0033231311883510127,-0.306562215582422,0.476315534034293,0.797279079289021,0.0237853714324484,-0.22497372155847098,-0.39023683181866053,-0.5723457150868749
SN_pr_R,0.24912482982497536,0.37276115521665043,-0.23450655052834937,0.35393175861578124,0.3912093957518202,-0.20168099697954495,-0.23467747035497605,0.2557194706080401,0.43584849352493976,0.062366375767095084,0.2878664103106402,0.39407142042318066,0.17574350558238505,0.29374190451520343,0.38545063318751355,0.29882436157086234,-0.1833951682890267,-0.18229497307865253,-0.4789231214445614,-0.25318594134221767,0.13017047166246412,0.3632324059930566,0.3519187281783221,0.03357630335139233,0.3976866952018064,0.4077970536749279,0.035192921365179874,-0.21938499066204717,0.028719850579101255,0.20913639033620485,0.38210527320446713,1.0,0.4836384056590764,0.0101560009072726,0.3402581184201396,0.3374335832007613,0.1865640689390479,0.27305585773140467,0.1687937906149469,-0.15772486410872885
SN_pr_L,-0.006000179469479968,-0.012133155548617174,0.19547601177882284,-0.02134076229401278,0.037850151917391044,0.11309143574742224,0.10960426410105413,0.15517923582571916,0.5649516254881102,0.059318591867126416,-0.040988413242145985,0.007093470089907338,0.030639508008615417,-0.07591333599794599,-0.00048341976891773354,-0.01996593573831736,0.1397697460282879,0.04492790280532324,0.02743316078454645,0.11728300579918721,0.13035905386795943,0.03921913726946211,-0.1154788831272598,-0.009468115088450016,0.5576329634358282,-0.06315038845422664,0.16015675932634943,0.060570932746820835,0.03327068438123392,-0.08070557035860748,0.0033231311883510127,0.4836384056590764,1.0,0.08047702222206292,0.13832536569323606,-0.03655311413185468,-0.06162119360840281,0.30808184126256377,0.42738770574589224,0.010185878648875255
Precentral_R,0.3755744765450683,-0.17672180355362546,0.32180017627039686,-0.19534952802747857,-0.080830955620318,0.28922410335551985,-0.02511802535846439,-0.026149369199906028,0.10793741224978723,-0.15731441233502602,-0.32848768180247395,-0.07847224383356291,0.7853073079538274,0.24547688158580092,0.05868471075204767,0.11346947928679064,-0.32929319597161244,-0.16159220141400618,-0.052035428346111016,-0.36010267054825074,-0.007210985310326607,-0.1856483949112454,-0.1455451610419977,0.5189247091490795,-0.04575411509039573,-0.19753547833576438,-0.18975643056787295,0.010575540964001175,0.24876990867933166,0.31337667052161666,-0.306562215582422,0.0101560009072726,0.08047702222206292,1.0,0.16761642490925643,-0.11955051247737286,0.533361753027413,0.022591414142550847,-0.1837841562119134,0.028854882891554634
