,Insula_L,Vermis_9,Cingulate_Post_L,Vermis_3,SN_pr_R,Frontal_Inf_Oper_L,Cingulate_Post_R,SN_pc_R,Cerebellum_7b_L,Thal_MGN_R,Vermis_6,VTA_L,Cerebellum_6_L,Calcarine_L,OFCant_R,Calcarine_R,Paracentral_Lobule_R,Thal_VA_R,Rolandic_Oper_R,OFCant_L,Cingulate_Mid_R,N_Acc_L,Thal_IL_R,OFCpost_L,Cerebellum_10_L,Cuneus_L,Red_N_R,Cerebellum_9_L,OFCmed_R,OFClat_R,Fusiform_L,Olfactory_R,Thal_PuI_L,Thal_PuM_R,Thal_PuL_L,Parietal_Sup_R,Frontal_Inf_Orb_2_L,Vermis_1_2,Temporal_Pole_Sup_R,Frontal_Med_Orb_L,SupraMarginal_R,Frontal_Sup_Medial_L,Frontal_Sup_2_R,Frontal_Med_Orb_R,Thal_AV_L,Parietal_Inf_R,Thal_VPL_L,Caudate_R,ACC_sup_L,Thal_MDm_L,Cingulate_Mid_L,Occipital_Inf_L,Thal_PuI_R,OFCpost_R,Cerebellum_Crus1_R,Thal_LGN_L,Putamen_R,Temporal_Sup_L,Frontal_Inf_Orb_2_R,Precuneus_R,Raphe_D,Thal_MDl_R,Cerebellum_Crus1_L,Precentral_R,SN_pc_L,Cerebellum_Crus2_R,Hippocampus_L,Thal_MGN_L,Thal_VL_R,Cerebellum_7b_R,ACC_sup_R,Frontal_Inf_Oper_R,ACC_sub_L,Vermis_10,Thal_PuM_L,Angular_R,SN_pr_L,Pallidum_R,Postcentral_L,Thal_LGN_R,Rolandic_Oper_L,Supp_Motor_Area_L,Insula_R,Caudate_L,Frontal_Mid_2_L,Temporal_Inf_R,Thal_AV_R,Heschl_R,Occipital_Mid_R,Postcentral_R,ACC_pre_R,N_Acc_R,Thal_PuA_L,Thal_VL_L,Thal_PuL_R,Occipital_Sup_L,Cerebellum_3_R,Occipital_Sup_R,Putamen_L,Temporal_Pole_Mid_L,Cerebellum_4_5_R,OFClat_L,Vermis_8,Thal_VA_L,Precuneus_L
Insula_L,1.0,0.03791143061575884,-0.01884417741197805,-0.11890271169780676,0.5553923313121798,0.35175022703816244,0.11987453035458849,0.3450749628312105,0.2268967149852253,0.13867637632245636,0.18251169830403408,0.4573063645258656,0.17721008022299756,0.18759036387591788,-0.016187441374888287,0.15651465998386782,0.16836942009987557,-0.0631667616746222,0.07352343675422367,0.0009497357578280594,-0.08852340399597858,0.13143403163035638,0.27669048420294023,0.029592415015504286,0.06178582429908759,0.15188668528512395,0.1930541273677572,0.1129081439517671,0.08899300092183435,-0.02138060870984912,0.07133366049184131,0.5709476322396329,0.18598600936830909,0.22022550374725208,0.02943965785713333,0.05851909600945948,0.43138800616374895,0.18496589039419492,0.14310560249579524,-0.1167298853021705,0.20579308430377508,-0.02516067940597408,0.0458117254327368,0.0231966504955505,0.09206339215208979,0.12660622040968883,0.008016986242485822,0.1960524832662993,0.12963353467904315,0.03484094498344888,-0.15393445512555498,0.11934510419933451,0.17980144772066511,0.2371171224568512,0.12724798754124816,-0.0035660959162050515,0.12214098112771093,0.4099524963999312,0.11601858363019059,0.1412253463289006,-0.13113578791660765,0.36866243957745043,0.09282417963222814,0.14457255178089218,0.19841444022479354,0.18073253109347412,0.4610834352710075,0.2646816070686619,0.171862480572926,0.20193171707675023,0.16989137355313239,0.05100252442290133,0.13609746972210346,0.10597812353592587,0.23052459963375693,0.15021139550609508,0.3695292372369112,0.1311135054552428,0.12831859758996703,0.17767957143059718,0.40874526082357293,0.027182912941009923,0.5339958660179869,0.044770140751080406,0.024323108683857154,0.14458205321746295,0.09344234574905014,-0.0005295153289531991,0.11941921974429867,0.14497671022173303,0.036911340635741835,0.12762251860977933,0.17272024298143882,-0.10309558570728683,0.1779336793525055,0.13990126986937457,0.27468731476185576,0.1468984191280176,0.34334805176819316,0.18324488075031672,0.05760445409685224,0.04334775642955408,0.17460718452856416,-0.030293114544645085,0.1577912752481075
Vermis_9,0.03791143061575884,1.0,0.5364920546930383,0.10188052632935293,0.18538935580335816,-0.028005643368718105,0.4749258924088545,-0.04719808710366115,0.5472341552209807,0.30456047674469705,0.3218837343914262,0.07396297325358027,0.44869934218174323,0.28390119998526914,-0.17104321669530365,0.27593917722528055,-0.14666218940046513,0.05418168762210532,0.4679699631766696,-0.11622509180195106,-0.026436154316465895,-0.13918207144831857,0.40399403973015413,-0.25796401592861273,0.5954569888159148,-0.12490129729946547,0.35592932134783817,0.6273580173978659,-0.2166379838285871,-0.15663940684041217,0.439658303313598,-0.016922611078383717,0.3787476079719713,0.026583277492632205,-0.23507189334269235,-0.6224476437794297,-0.008738838456661627,0.26842014843255013,0.4717002282220928,-0.38937186579278443,-0.34234805210019814,-0.38268737793489754,-0.042639046608230854,-0.33339566400143217,-0.0037598547616693135,-0.5792143663410897,0.0066044901978821215,-0.09668129722607646,0.2716708598742636,0.09459291953850785,0.5086189275419614,0.15518825937899958,0.1066755329102323,-0.25155294255999583,0.5038489348909129,0.14307927674206386,0.11227486078251254,0.20957025961061157,0.019209557620489984,-0.4206687770418844,-0.06045316020058033,-0.0259842254132137,0.417412315270713,-0.29160325618034455,-0.06832293806883638,0.5483139106153228,0.05762962435126813,0.08360271098340193,0.019358116523985315,-0.11066885216501986,0.24570218494392154,0.46223908374837464,-0.23745862772031096,0.43490915365958854,-0.14743641284895506,-0.43539109367182677,0.04721275039065949,0.21125092481259933,-0.3320234840237094,0.16419895324167336,0.1094904096281304,0.5314687918272416,0.16713985407356005,-0.12343191512485145,0.539936492786565,0.5306082396607527,0.025725043170627876,0.11259689382758854,-0.04277766684995714,-0.5906624748268746,0.11055572785815625,-0.05759613227642635,0.16235078576067455,0.08338738029758241,-0.17993156623819676,-0.3046708339184694,0.5682467986425705,-0.29643730239555044,0.19278311369090378,0.34870149817118806,0.5510579798818297,-0.051541193114112184,0.8012478323427558,0.22459043286070823,-0.49580295160157434
Cingulate_Post_L,-0.01884417741197805,0.5364920546930383,1.0,0.42230570065895334,0.035192921365179874,0.18839387520335193,0.6604326956703056,-0.2589027537585629,0.18234261542617075,-0.10941957845497285,-0.0808017086360023,0.11255240323312578,0.07790491889615372,0.07197041369526568,0.23617278346916562,-0.004186840159691235,-0.0434549854258709,0.3980670396590875,0.43220299539561285,0.27628789573094226,0.49317748088075886,0.3123684751353026,0.13335484540772083,0.11258705272484719,0.2813350653412588,-0.20190970205600894,0.3729084583104875,0.0945863751716337,0.277541035833841,0.04333536540352756,0.48600795741210406,-0.06705020196009831,0.19227316932722258,-0.2928479084343245,0.00803318935318329,-0.2947401304370992,0.14096642786209101,-0.12568722424609874,0.24067823915891143,0.20387452491693994,-0.3116100193007324,0.2123809645110621,0.2950326604859321,0.22273101105140725,0.17721360649181994,-0.38098962496921185,0.40651633038580465,0.25629662396028086,0.019626892458092383,0.360008475968447,0.6177873739190773,-0.1563365119714517,-0.24772800172078044,0.11250510846701345,-0.0704091690615256,0.37284676335668343,0.5064993054881762,0.32167538665091194,0.3916707475953959,-0.12121258223336767,0.2669721310732906,-0.04603537436861717,-0.04641448310109311,-0.18975643056787295,-0.18073380509030945,0.059323517497389594,0.315275296874679,-0.1222130169730762,0.2771918582189761,-0.28302068301565475,0.03391141639894986,0.28573200996781095,0.17739804411379992,-0.05319849667934067,-0.3547058685482277,-0.39855923215996675,0.16015675932634943,0.4679496956386792,0.10905719980968953,-0.21179324207151945,0.2968922439607892,0.30529593728700877,0.1924467303866655,0.37199108015492804,0.45001105341680364,-0.03258332055919644,0.20530411732726933,0.41793728564564175,-0.2785614536284708,-0.39932132219618427,0.3897641110390538,0.1784192054186359,0.16008887716296932,0.4662700578425486,-0.3815763656373592,-0.28732134608705884,0.4574915870392476,-0.3736717910492369,0.3984539462501455,-0.047357416399352634,0.5727879079459671,0.34899066772634296,0.2370309476177951,0.6382176612234017,-0.2397279022267128
Vermis_3,-0.11890271169780676,0.10188052632935293,0.42230570065895334,1.0,-0.26429876962574406,-0.24149773787348633,0.2848118977897265,-0.5142747248895119,-0.4794339508137569,-0.728660552860703,-0.7350768212273626,-0.03500918433150994,-0.6233011317225555,-0.6421275655135983,0.7958587664069993,-0.7095130645033674,-0.31664472176950026,0.8571180107342966,0.2885361827633181,0.8171932284643915,0.33403470421349246,0.5007059403624029,-0.5219391367561809,0.4853172391412079,-0.2087642198830964,-0.7223059363029627,-0.07124918987802245,-0.515147188838305,0.6805897867272388,0.5403404394980195,0.054012860932060834,-0.04401781207958426,0.052002376098651215,-0.8251869856684702,-0.33190364527216215,-0.20448720238879325,0.5012785167054485,-0.7416909929177569,-0.3024159303289794,0.595457602354909,-0.47009928726763,0.29121630231985757,0.6183196242468276,0.6910508005798632,0.30287197003084365,-0.42944668438511596,0.7660877123019467,0.29658203351219303,0.3382983814535509,0.64737803983359,0.5086423744389438,-0.7882399356529838,-0.8634902431528789,0.4365878276380384,-0.6597525725656436,0.651794382998591,0.6863015059897886,-0.15786659778017217,0.7601733560784519,-0.36257728014564444,0.8144584487007305,-0.26261791657945255,-0.7070494766095555,-0.16432154088550519,-0.22762583710151305,-0.575389485554325,0.5451193253365557,-0.6636302726825255,0.5470364048852426,-0.355176156280351,0.3139882171497851,0.2259285056357553,0.46268435840389954,-0.7156208502954094,-0.8209116268414791,-0.6515189886763024,0.048003126382471985,0.7493179406779119,0.16712676112267583,-0.8199657783667981,0.40370994964926354,0.2777944931401205,0.03395703890305916,0.23237602543038297,0.4711803154937658,-0.5917889678924878,0.31886296946894704,0.6266000797024288,-0.7528324297620101,-0.2615453615646927,0.78958239980591,0.5838525917274808,0.2995800104413435,0.8651812866652836,-0.8145742133767023,-0.7469044652400686,0.20363411753057017,-0.7608428691333156,0.6055410052708301,-0.6070484188371493,0.6397196644711969,0.7634954074083726,-0.3683897305390894,0.7453087606995941,-0.44371873614937724
SN_pr_R,0.5553923313121798,0.18538935580335816,0.035192921365179874,-0.26429876962574406,1.0,0.27349897846767324,0.15147111700065155,0.43584849352493976,0.28814256423636264,0.4077970536749279,0.3898503214401234,0.2141844354524386,0.36809053367345973,0.3219903623312397,-0.28432461235781115,0.29882436157086234,0.20595703755439743,-0.1833951682890267,0.09990568185743431,-0.21938499066204717,0.03539676937036121,0.02768674244418968,0.4809442031693279,-0.23467747035497605,0.39407142042318066,0.24912482982497536,0.3238570848427371,0.37910496314118175,-0.18229497307865253,-0.06015751102580401,0.09433721384768054,0.584352525083408,0.0988918304297961,0.2866529475534713,0.03273488302095966,-0.09699462398648417,0.0393011309464695,0.281062319709312,0.2878664103106402,-0.25129795373268626,0.17574350558238505,-0.010929056902925192,-0.23450655052834937,-0.1975076079369268,0.05638780910903427,0.06812270282133652,-0.2174170315204946,0.27305585773140467,-0.09308173433567048,0.030315993138469853,-0.05403440366881544,0.3201213122720028,0.355227172130567,-0.09174170716414078,0.37276115521665043,-0.13540328151593495,-0.019814705807040003,0.31156753913874846,-0.12922358842274267,0.03357630335139233,-0.4789231214445614,0.344328190358831,0.3673176189245476,0.0101560009072726,0.24984803765555,0.37516512819588693,0.17071005010363596,0.3402581184201396,-0.004619765029053163,0.11123009811044997,-0.05119266052029887,0.028719850579101255,0.1687937906149469,0.38062421274809477,0.28219109794551056,0.1865640689390479,0.4836384056590764,-0.05418279967345425,-0.13409570812890118,0.3727912399138578,0.09779105558152841,-0.0005365270235966624,0.2832593472833514,0.18944615938827644,-0.01612694695434843,0.3768236507104341,-0.06432687024589992,-0.11014959253318689,0.2813277362299669,-0.0077818233120259695,-0.12926029549972826,0.028222794889013882,-0.060590972037695,-0.25318594134221767,0.21342341346955254,0.22571578485878463,0.13017047166246412,0.22701065047439034,0.051866420439082114,0.35393175861578124,-0.04727259100658049,-0.2281521789010475,0.4362124946984966,-0.12960518294688747,0.09172184624583826
Frontal_Inf_Oper_L,0.35175022703816244,-0.028005643368718105,0.18839387520335193,-0.24149773787348633,0.27349897846767324,1.0,0.07117371957459022,0.06696456912233738,0.17968544335343106,0.23441765055587077,0.282805365765068,0.13283120954354405,0.2959353902917116,0.36836425852296917,-0.07083025874143092,0.2949922724785978,0.3269725066994691,-0.21047231011345013,-0.14094299842391456,-0.2791119010486167,0.14357648399159548,0.3380224723376672,0.3390791484509103,-0.08941210233092863,0.10427584312025932,0.40257106056358344,0.29050936807264344,0.07662902028169202,0.016624471566744233,-0.33835945875870826,0.3267084333660853,0.17595409375131985,-0.03543105716326236,0.3413508406643604,0.5051834416443161,0.2895616635260001,-0.028898205451390588,0.26399545106500166,0.07340116984411263,0.051154945677158045,0.1358700371380292,0.4612869367942097,-0.11855257756616773,-0.0014495699312890183,0.046125353336947006,0.2754223912296328,-0.01726948334262888,0.13813207825096702,-0.35024149921651326,-0.08389414670279213,-0.1263923715698893,0.2358820222028514,0.33100843346411774,0.11142109363590917,0.05323637865605678,-0.10296359591922773,0.16457057194802607,0.6750292611858946,-0.1016178312343173,0.4064188747717882,-0.24712983839894193,0.35016550317111644,0.2095739943144872,-0.09738341932598728,-0.07914483931779168,0.1506877805561818,0.15534811009955019,0.3438728617389155,0.013836631762949638,0.10777475733407146,-0.19876800970792435,-0.2332563430608953,0.11867299697864346,0.15406949889502855,0.406149770347594,0.32704608331479956,0.06440085222369984,-0.042419871340646245,0.38806397154580735,0.2847776887704815,0.3173204512995908,-0.07923079338045616,0.3619449461671148,0.5125039921288511,-0.052627124436996575,0.021235902199339872,0.1759844549141393,-0.07482616431546582,0.26790275794876744,0.07805913656517498,-0.13362166527543068,-0.17348298411489974,-0.05211105416463554,-0.1336884328596564,0.34579622364984414,0.4469358140218918,0.1104071361446615,0.369743486142797,-0.07513856201816382,0.22684001437413923,-0.12876161796593044,-0.13808565251414598,0.10681483400726698,0.0746540178127286,0.43450522339344555
Cingulate_Post_R,0.11987453035458849,0.4749258924088545,0.6604326956703056,0.2848118977897265,0.15147111700065155,0.07117371957459022,1.0,-0.19109512256446926,0.25403720454239553,-0.04337170273364903,0.13913060835696253,0.13957989395355677,0.24960468959074864,0.2706491905838164,0.04878024995263307,0.08283975648979208,-0.025486417904503806,0.1852145406427542,0.31904557558519675,0.08476183250524848,0.36028059077110863,0.14070652219414162,0.14463315997801432,-0.17885294667864995,0.4444414242090239,-0.06957348313549659,0.5141658507085648,0.3014498201395846,0.020891353717132154,0.020979870634488244,0.28479719696861316,-0.022562318009141255,0.22265465853632693,-0.1308766171605621,-0.27659488585968195,-0.3242756618499332,0.2632985778128736,0.12379027857000556,0.2118119342328217,-0.07561320058060193,-0.13791552185898615,-0.07750466730653649,0.2794901659974312,-0.03646496456682435,0.058232307120109676,-0.31422764774860185,0.11878848466539037,0.0740937014624897,0.1398333394488208,0.1840734001823041,0.4077359194292126,0.06503572337381244,-0.12552299698548855,-0.03313614193896676,0.10120044668668383,0.13581809342669074,0.21777156618378815,0.18425834533761462,0.14486882464637824,-0.11550913837055422,0.009863063222803635,0.055963391562179714,0.0820162387999848,0.013086023418069885,-0.2349359511321253,0.249810944530717,0.21880603700476017,0.020844376450746105,0.1840119224659824,-0.05192390939785376,0.062455177802189586,0.3671572855241044,-0.011938336787980031,0.12687711898576817,-0.1372715341464448,-0.2852410925863897,0.08043406842897209,0.38387724919203625,-0.11015602107807736,-0.05880782006095088,0.27215603650301334,0.33175155325204336,0.06717775144275338,0.031063536943610838,0.3996347178507394,0.1495469999300123,0.07551663715848286,0.12723290796707168,-0.1670266000974256,-0.21912765559353922,0.2191616460770605,0.11304915500942486,0.2875674624263564,0.15718698877064033,-0.1964735691681145,-0.2048364594996466,0.604730057769558,-0.21857512754626954,0.31177338852030895,0.16803270865390652,0.5146752320679038,0.06737624850322277,0.315618714852805,0.33309217076393716,-0.21546377364722366
SN_pc_R,0.3450749628312105,-0.04719808710366115,-0.2589027537585629,-0.5142747248895119,0.43584849352493976,0.06696456912233738,-0.19109512256446926,1.0,0.3897858318899238,0.4049294811527466,0.3987174780910983,0.4701280258672299,0.3794518926578373,0.3113640106126181,-0.4787091935068337,0.4052882804472877,0.08053635159382053,-0.4526481773732758,-0.14871298415688008,-0.4632162145046647,-0.316078198295056,-0.31660319780112445,0.37186274543164966,-0.039754721344610985,0.1099629694466006,0.4111381120836229,-0.035981699778357135,0.3295540160261378,-0.33191142523772826,-0.3935134788681278,-0.12213732800231478,0.24455275430112464,0.062130923718501985,0.4398087808923462,0.11059984647450859,-0.05432633257588422,-0.23312924519282605,0.42046299783934254,0.19137378655032933,-0.4503242277825188,0.28859044836083597,-0.18992598183397033,-0.26313269271104234,-0.37588147503369745,-0.07578583660572066,0.1523748729899479,-0.3749037608595285,-0.04401926860278692,-0.10634154344532884,-0.22505619502121385,-0.19818807152987372,0.35955567120193677,0.5255631673709269,-0.24719604648227544,0.43239453264810435,-0.2551091767858611,-0.39994468903104075,-0.04742837250733956,-0.44980173113745914,0.14516901188439935,-0.42383511269330965,0.3735024747730168,0.38908309576650607,0.10793741224978723,0.6478116860393448,0.3825725565426566,0.0142707601688088,0.4362669299371259,-0.14160158717059587,0.18690701663612347,0.014106608912342743,-0.07402174581308085,-0.09304249972579627,0.4496753913367977,0.46016842853886536,0.30538036553395853,0.5649516254881102,-0.36303971091260806,-0.06390627804290461,0.47159477399124555,-0.13919266801945054,-0.03308119420460093,0.10411232614402961,-0.11028862972067002,-0.1516353500782094,0.3594173370880183,-0.09915660115248827,-0.2650542618427174,0.3703681838463631,0.12585297958956665,-0.3857748468768679,-0.3775258265297993,-0.15324917643682648,-0.46264631222203106,0.4204324336743542,0.34164722291090294,0.010836352501009313,0.3368065418891381,-0.21039014821018134,0.38049812554692986,-0.17973991338307277,-0.261506860629008,0.263903687076959,-0.36161325002945016,0.13936446314316625
Cerebellum_7b_L,0.2268967149852253,0.5472341552209807,0.18234261542617075,-0.4794339508137569,0.28814256423636264,0.17968544335343106,0.25403720454239553,0.3897858318899238,1.0,0.6036195490745041,0.6991937098087422,0.18804851265523803,0.7845884842429824,0.69163372958113,-0.5190683297071205,0.6975329564405076,0.20667331642280645,-0.4755614217981888,0.14751821718386543,-0.5033848257897889,-0.2465145224012034,-0.3600093671400709,0.6055786720501124,-0.29989653471856065,0.5327269661743496,0.47471937766681166,0.37104668151385123,0.7964332810398002,-0.4564482593069453,-0.3802494247318348,0.2881611849059058,0.11224393545944454,0.31082487768085804,0.5671305706613958,0.0844083412772956,-0.23744340342991305,-0.2177796715083824,0.7363934447651485,0.5235303834788302,-0.6035467186678618,0.16298049309628798,-0.4009924796056502,-0.2658175931649489,-0.6011531858138486,0.018856447547760433,-0.06334678296917003,-0.40341033593502545,-0.18982357364564162,0.007810432093597672,-0.2638761153153083,0.005166001316876206,0.6380907881417394,0.623493417326043,-0.2927462931992905,0.7285399047029538,-0.3141672537190058,-0.2931775674790554,0.3480143181226713,-0.36198939303659317,0.09372465616728673,-0.44598237221321396,0.33910157946997116,0.7191004331101701,0.04323034910417021,0.2501961816392318,0.7349772843437818,-0.18490238314868554,0.556938036715543,-0.12967672422131923,0.298152899801401,0.027879860144363385,0.24475967604429705,-0.4064938419760442,0.7657658015574492,0.45809711706279316,0.15067194120562283,0.12017758346727643,-0.22256603541527842,-0.1547185983222092,0.6447870107050411,-0.029479650857092515,0.2703254410021144,0.2789847999107633,-0.2177810042315211,0.1306341591661032,0.6756619201710776,0.015500192244181194,-0.3076993376318251,0.3447048694565901,-0.11803183778476704,-0.37838453926739485,-0.3482304445810581,0.06804657999516084,-0.4490991614765446,0.4326923820210513,0.3027091746341684,0.4259667820803059,0.30441104785243644,-0.15373124544050296,0.6809372649689768,0.09878570355172842,-0.40066563118213916,0.7280123515102229,-0.197995042532882,0.009301948260505705
Thal_MGN_R,0.13867637632245636,0.30456047674469705,-0.10941957845497285,-0.728660552860703,0.4077970536749279,0.23441765055587077,-0.04337170273364903,0.4049294811527466,0.6036195490745041,1.0,0.8478967273123252,-0.10429807543758146,0.8066480586512761,0.7404642780408643,-0.7341586590241009,0.8217253790703626,0.21354084768817191,-0.6781086311179094,-0.02259056018969574,-0.694118460039209,-0.2734975697355174,-0.3398299910008628,0.7596864792347583,-0.3939069986455508,0.5333069697505595,0.6220331478619368,0.27990695871276094,0.7513908006541602,-0.5770165450063933,-0.5086802927855308,0.3470555290544122,0.0339523000850702,0.2778140566663225,0.8334891619686293,0.1924180060472565,-0.028289944544851127,-0.46899927149248044,0.7604936507581519,0.6262069576308288,-0.5924867024609288,0.14131768273224635,-0.28192620791612466,-0.7232526588174266,-0.6990616468685629,-0.09839634044104369,0.14094428101009362,-0.6481225986083681,-0.16314143023764568,-0.3474594089660094,-0.3785586788288614,-0.2441500297584648,0.8573498532572074,0.8930620651946456,-0.34988924746376765,0.8458147375863903,-0.6420407859625774,-0.4573967301177634,0.38954629072430713,-0.7087976393289933,0.19494994732522294,-0.8307617215120355,0.298595765932025,0.9188732350156547,-0.19753547833576438,0.24850644861973667,0.7583738786613885,-0.33769069986412986,0.6086905990554575,-0.269777167548467,0.5177024438536053,-0.3157651138845728,-0.18210270243083715,-0.36875625285801444,0.8628172259139135,0.7017592608574207,0.412407377218499,-0.06315038845422664,-0.6439953767856463,-0.4621727341258996,0.9343650444059911,-0.4429170689079761,-0.175744778789972,0.14273466927311576,-0.07984141253530717,-0.3085287123776177,0.8135686420895464,-0.10141517330232493,-0.5567071295882267,0.7125411191144302,-0.13690019209154775,-0.6436471790222108,-0.4679582296611966,-0.0514581941622774,-0.6789352888398739,0.6780494957511756,0.5870435363721407,0.06146599459349392,0.5982908954740036,-0.44515202502603923,0.7242188822500258,-0.29832030622978956,-0.7307096603669757,0.6765418753270854,-0.5185424179857572,0.23002998920250742
