,Heschl_R,Parietal_Inf_L,Thal_IL_L,Pallidum_L,SupraMarginal_R,Thal_VA_L,Rectus_L,Cerebellum_3_L,Parietal_Sup_R,Temporal_Mid_R,ParaHippocampal_R,Cerebellum_6_L,Occipital_Inf_R,Red_N_R,Frontal_Med_Orb_R,Rolandic_Oper_L,Cerebellum_8_L,Precuneus_L,Temporal_Pole_Sup_R,Parietal_Sup_L,Supp_Motor_Area_R,Fusiform_R,SN_pr_L,Parietal_Inf_R,SN_pr_R,Pallidum_R,OFClat_R,Thal_PuM_L,Cingulate_Mid_R,Postcentral_R,Cerebellum_6_R,Cerebellum_9_L,Cerebellum_8_R,Temporal_Mid_L,Raphe_D,Angular_L,Rolandic_Oper_R,Cingulate_Post_R,Temporal_Inf_R,Paracentral_Lobule_L,Cerebellum_4_5_L,Thal_MDl_R,Fusiform_L,OFCpost_R,Postcentral_L,Temporal_Sup_R,Temporal_Inf_L,Thal_VPL_L,Thal_PuL_R,N_Acc_L,Cerebellum_3_R,Cingulate_Mid_L,Thal_VA_R,Cerebellum_4_5_R,Heschl_L,Raphe_M,ACC_pre_L,Vermis_8,Thal_PuI_L,Thal_AV_L,Precentral_R,SupraMarginal_L,Thal_MDl_L,OFClat_L,Hippocampus_L,Thal_MDm_R,Temporal_Pole_Sup_L,Thal_PuL_L,Calcarine_R,Cuneus_L,Cerebellum_Crus2_L,Amygdala_R,Thal_LP_R,Frontal_Sup_Medial_L,Thal_VL_L,Thal_VPL_R,Cerebellum_10_R,Temporal_Pole_Mid_L,Thal_AV_R,Cerebellum_7b_R
Heschl_R,1.0,-0.34474670044066436,0.3362304503217013,0.6424346864294828,-0.33738116220039693,0.6171453598300671,0.3843809813053568,0.14423763428966213,-0.3283891435809293,-0.5945373882984061,0.24410559486470768,-0.5166794609255095,-0.2921038920013679,-0.11925320028925912,0.5331995515654384,0.4458193256907801,-0.3394684907216138,-0.45736018069419143,-0.11548356309713535,-0.422890971891359,-0.022444471896608326,0.35382546862463804,0.08516785347543977,-0.4423237231977983,-0.11014959253318689,0.5542707698943173,0.4113902667427662,-0.6848626427625825,0.35069647131184556,-0.31441888488265946,-0.5135594690407994,-0.42382300640386483,-0.48902764964852713,-0.5402416541870595,0.5945944142143263,-0.645477634258357,0.5725867980506321,0.12723290796707168,-0.4215570299689706,-0.1794975344998052,0.10712901797969746,-0.1703874609897412,-0.04293120487145383,0.35624824497017726,0.26416322748064913,-0.29640369518673104,-0.0563561178523942,0.7076947944421165,-0.7277249269785947,0.3756133875231255,0.06457434118327592,0.6028287376090721,0.6948779065938968,0.4429566317425103,0.405773638032925,-0.27582076550764556,0.6571420120980995,-0.21076163000327844,0.06124847051890315,0.19362564282641348,-0.16034010030027554,-0.39222538626068393,0.4864704596399843,0.6116645140471095,0.3858361606894924,-0.5202546157187595,-0.5451385373228689,-0.12433573843864747,-0.5901553161419905,-0.6680807982089534,-0.5387085204839486,0.3565851355264635,-0.7491473867590575,0.20771607231689385,0.742401149246275,-0.6144180948473869,-0.4652297444402945,-0.40706531739012936,0.2215656570779328,-0.4135316832021752
Parietal_Inf_L,-0.34474670044066436,1.0,-0.18492946270810917,-0.3187477488460856,0.6600073668471044,-0.3053839720984018,-0.019842235575987886,-0.18944193084447877,0.8017301947084732,0.0940562187031471,-0.04579645879061886,0.1408858758623246,-0.12034045451595966,0.19535860161608115,0.0019383540477006223,0.07795569228940967,-0.24713182413537713,0.8605791976401279,-0.0940354127149301,0.8978198705381056,0.23681014778768653,-0.34008630721227406,0.003870483401969243,0.8341352947080437,0.05587314258926986,-0.2588236066910822,-0.14345175611567829,0.6137239689499794,0.023690009246212604,0.7119493276292296,0.008298209308079004,-0.1861481934669504,-0.10439351975716138,0.4570495963827741,-0.2544447072011997,0.7896305791842442,-0.37627162049677965,-0.21004608224461102,-0.13667987864429332,0.686766011224695,-0.2072795845900276,0.2405343502126835,0.009178890004845789,0.11629666834440852,0.4859542277774127,0.11670897306619671,0.06368645477380971,-0.33343376324919327,0.6221012960531087,0.08042961306421031,-0.17114188401857755,-0.6607471051608014,-0.4490155539259097,-0.4101011177556895,0.03876345959851292,-0.021803572110988496,-0.3600106862356944,-0.28622800495508427,-0.3591775296652967,-0.0199458827792468,0.48350757794614985,0.8970758938428306,-0.28839174747710544,-0.20776072784322894,-0.09360207223143716,0.36111969576755304,0.20648496116407974,0.5686293924321193,0.31604573411325904,0.6580530254630296,0.023856453059731445,-0.024313402162473696,0.6401680613763626,0.3577531447932099,-0.46089027230707424,0.585434618171251,0.43446396063289494,-0.036917392583374384,-0.04089416885789115,0.26032390161158747
Thal_IL_L,0.3362304503217013,-0.18492946270810917,1.0,0.5806959160146883,-0.2533767974110448,0.5153048212189556,0.5785635520965503,0.2821654358122133,0.00017196110237921688,-0.38029943722852627,0.5444325802871569,-0.2898914977056739,-0.3307455648923917,-0.12797944465362535,0.4472338775096626,0.2772724223346375,-0.3474021929473698,-0.16665189064625002,-0.11294350066950978,-0.16565247787617574,-0.033956172143354994,0.14155892239133924,0.11944861428877405,-0.17113108335947957,-0.07585173935172998,0.47957806675181325,0.5231287455794561,-0.40751182887998355,0.14230609070277037,-0.09980223995982289,-0.4556220386653134,-0.33921376827070154,-0.385617359451979,-0.2284881616393015,0.3156208501290652,-0.31742093149438894,0.26050897392589617,0.155608188691398,-0.366653897907748,-0.190750116593076,0.22923945082792282,0.1107921304496089,0.09046841846997321,0.4350720172789474,0.0575194916218016,-0.3084021503777158,0.26661765611838956,0.5563123132112293,-0.430339136586123,0.4777159132487775,0.10931303943207388,0.2442969947556043,0.6042381330264939,0.42331991795273605,0.3465892406928151,-0.030955269215359044,0.576939064971141,-0.34535035471379355,0.347010234184162,0.4682504772168069,-0.08646615133345081,-0.3212902792139135,0.7416401053405175,0.4437180655860859,0.5626793046054128,-0.16666573149779873,-0.17468018448425543,-0.33347842597517624,-0.3990682397759946,-0.3859837489030433,-0.4766208942965502,0.39675177713833254,-0.3612330190999112,0.23715251600938753,0.5802284055004489,-0.07306226172347262,-0.21648489871584145,-0.3778813266148948,0.4294556256570146,0.15444725647468738
Pallidum_L,0.6424346864294828,-0.3187477488460856,0.5806959160146883,1.0,-0.4392834576809914,0.8364968167652646,0.568738137415326,0.33855003475770573,-0.1765122643949883,-0.675295242532958,0.48668939652251453,-0.5206303870519243,-0.4153009403344382,-0.08506431223368759,0.687068639017576,0.5030362459165838,-0.46304657342982236,-0.36972873801898903,-0.24758137588613235,-0.372187040952399,0.02728427510557309,0.32934715639491396,0.12394848916309016,-0.3997575276999565,-0.20724041832528178,0.8314123120827405,0.48027638697285135,-0.7564856046123792,0.3994617826710819,-0.2688739546332782,-0.644530020672156,-0.48463162742613397,-0.5837383836394101,-0.473086568645782,0.7225927599790135,-0.6231380839629554,0.309358277772204,0.23225192520918278,-0.5641382204544593,-0.14395260821764397,0.3477754800387242,-0.18374042417972833,0.11135931651966673,0.41546771817674827,0.30173578032974746,-0.5603040795863133,0.1742452944291045,0.7955254717776423,-0.7642278290844428,0.5722456459164131,0.1653239545756756,0.5730353774571462,0.8318371945368792,0.5906668186409236,0.44645021520267586,-0.30589984887739463,0.8285015438527308,-0.3496124505879211,0.10909022602624707,0.31338906779375375,-0.1639443423831499,-0.44477775653624885,0.7032508885746429,0.7410145563361845,0.5807468263519505,-0.5768272248574375,-0.4722886776259008,-0.2242168691018188,-0.6234112654880284,-0.6432749992041513,-0.6808975991479158,0.5378404461286885,-0.7497644677060057,0.37579289998427723,0.8718543771963733,-0.6046932270853713,-0.35516348114712526,-0.5512416148892002,0.32655036075093796,-0.37878729873932515
SupraMarginal_R,-0.33738116220039693,0.6600073668471044,-0.2533767974110448,-0.4392834576809914,1.0,-0.5031368789751843,-0.12528757838381688,-0.18916647781486345,0.5715467499378475,0.3648128503657045,-0.16606528758060476,0.24621929427114075,-0.01875685003241026,0.2462338865470326,-0.2064578116985638,-0.13480486667882674,-0.03411342393737743,0.6719894610512267,-0.019701117459190013,0.6694562643750868,0.3664909840993523,-0.2622113220211612,0.030639508008615417,0.7949641061093484,0.17574350558238505,-0.2880800682454772,-0.10651891384637067,0.6166412357509621,-0.06580226781639932,0.8639508917405181,0.19557391468100066,0.016466201379861253,0.07843712451073737,0.30313568586325423,-0.36540824545379136,0.6195123238430521,-0.24648264257511548,-0.13791552185898615,0.07526376564068832,0.5342598996526725,-0.17477936880677689,0.28690462897796654,-0.0911980829841591,-0.02297781432031881,0.04168457762199647,0.46385927054486836,-0.07588445119465961,-0.5224471259467602,0.6285287199773434,-0.20622324107314577,-0.08850338880644808,-0.5436047911660422,-0.5488411462711676,-0.3613921427128759,-0.12348095077622372,-0.028349599564671077,-0.4426535513031248,-0.062137216337933364,-0.27627817819993455,-0.1795207339842177,0.7853073079538274,0.5334588039194287,-0.39477519135809325,-0.31394530534757925,-0.21004886371721715,0.32154145093764985,0.23029149672990748,0.20906406967781668,0.4005807881416278,0.6407840753723478,0.14195302673301247,-0.053018113120196816,0.5944305831312684,-0.0013527534387959674,-0.5958995282909454,0.5476508110172873,0.4799913155100957,0.09269991349138135,-0.27155758643317573,0.2496714268007388
Thal_VA_L,0.6171453598300671,-0.3053839720984018,0.5153048212189556,0.8364968167652646,-0.5031368789751843,1.0,0.4428940301326517,0.40486970019079294,-0.27045967605235893,-0.6025187208010776,0.42195763547524884,-0.3509653788823662,-0.2889843834931987,0.008430233729179028,0.6310719530418153,0.47187493498234623,-0.27378289542011575,-0.3908984396662783,-0.07505049186666526,-0.3902981187174035,-0.03877402920142424,0.31291852940473813,0.2119035869560555,-0.4709613531535297,-0.12960518294688747,0.7507530339952405,0.3175085908782137,-0.6722267273384005,0.47873877956200694,-0.4109059057446121,-0.5112309915934123,-0.32435465758448423,-0.43062460028513394,-0.29108242002097195,0.6413242708651752,-0.5731277560002951,0.3547308160358455,0.33309217076393716,-0.4483794662543115,-0.19957538571890307,0.4521775926126729,-0.0355555979919446,0.2724360239223703,0.374189452498378,0.2763929564008717,-0.49155020964122653,0.26325949207525307,0.8120638662878255,-0.7303470479016617,0.5943021560415371,0.3008474249549114,0.6458200219361971,0.8158642533382459,0.6312493628466804,0.35979988252418077,-0.16656802337994522,0.7906880380826485,-0.18103829592178483,0.1901276256828181,0.45236675217317646,-0.31131370173216505,-0.3647994240979269,0.7303144508031788,0.6929751130463256,0.5971633679456919,-0.3901485502398039,-0.32245238034016527,-0.09544966183448578,-0.47152822824639135,-0.5542913019704435,-0.506405967987973,0.4170865635418093,-0.7228844241735659,0.4370472708336687,0.8700442186353066,-0.531348711424752,-0.3340338505537052,-0.3760145636066707,0.48377977716572595,-0.3758845610076349
Rectus_L,0.3843809813053568,-0.019842235575987886,0.5785635520965503,0.568738137415326,-0.12528757838381688,0.4428940301326517,1.0,0.19626110966255622,0.2558904026027878,-0.6117512172331888,0.5964187508372167,-0.6132764977241416,-0.5536536866786852,-0.265842453180225,0.7374084084876233,0.14221446227840137,-0.6592979083705948,0.0007440656433390177,-0.2585948701525636,0.03680275862139903,-0.08893523134511554,0.24816710603267553,0.005313609325948699,0.04456431289499416,-0.3111090937485096,0.44697356055848375,0.5239211673915819,-0.4884455356535377,0.10202449793306682,0.09892259944188053,-0.6732501870886781,-0.6930340196949846,-0.6776653613797935,-0.41199110380982085,0.6234811421273276,-0.29302981234683184,0.01987546915323368,-0.14669178220551518,-0.6365925784536296,-0.06233747120844017,0.04179169527470006,-0.23770435902132214,-0.039380835797707146,0.7453677808951351,0.20340807961593338,-0.5069666316205412,0.13144684521781178,0.4879009543662165,-0.45785228577075787,0.5157282268693896,-0.032256088336444215,0.07915184022361381,0.5737096236384619,0.2706112759989682,0.3027952426340527,-0.4090267219206727,0.6099448955480945,-0.6507795151005963,-0.030502973615063562,0.2805637767672364,0.029817511217625433,-0.23971581845635523,0.520173461436965,0.6503655227393972,0.4653163339650023,-0.4505103956419134,-0.3654802673554154,-0.23666480839462664,-0.5797034497977342,-0.38837274245703307,-0.706267837216596,0.49149332039732013,-0.4120922517068548,0.41008749034208886,0.5768506303102624,-0.3635122745740747,-0.24337395096337755,-0.6480405447958152,0.26792013002938164,0.04478138798201788
Cerebellum_3_L,0.14423763428966213,-0.18944193084447877,0.2821654358122133,0.33855003475770573,-0.18916647781486345,0.40486970019079294,0.19626110966255622,1.0,-0.22085070760797637,-0.004662596509357915,0.3789247415701215,0.25293387545440904,0.08311538307293433,0.29758065022619895,0.06122467922508484,0.2644521303930988,0.2580944700030922,-0.17467801173764852,0.16183146638405144,-0.19974014044468058,0.3025339142274737,0.1431568896582752,0.15517923582571916,-0.24699310377457145,0.2557194706080401,0.39905100799467885,0.0867501671088357,-0.19557512929787177,0.05675828199974329,-0.22653242377662317,-0.021013790186397832,0.2370428934442735,0.17792470331872004,0.15153830218041042,0.09165345313652842,-0.15693831219561472,0.25074577056253033,0.5397516174479264,0.04276195247464852,-0.2022410161642363,0.817299117571511,0.1022508474754354,0.43895473593924933,0.24428788887668051,-0.03586299509783436,-0.0136538648683069,0.39915274442654664,0.162673020636064,-0.18124388864969146,0.25720055111573925,0.5534698156348519,0.27798075380902604,0.21741605002223555,0.6828970598713666,0.19632636440014659,0.1630163824682242,0.14291493004612618,0.31432115718273324,0.16199926264697687,0.2445990451054903,-0.026149369199906028,-0.20696687912201162,0.30635294518863665,0.18637911877973157,0.34875942027165663,-0.0042804586018486985,0.167231117441998,-0.2180329449112101,0.07510442251497199,-0.015311735499811236,0.0046498297668746205,0.32883622518552613,-0.208616562530878,0.02748129527708232,0.23797114278182818,-0.13496355031296528,0.015303550790118456,0.02586614188250937,0.2839279455022631,0.11565268834267878
Parietal_Sup_R,-0.3283891435809293,0.8017301947084732,0.00017196110237921688,-0.1765122643949883,0.5715467499378475,-0.27045967605235893,0.2558904026027878,-0.22085070760797637,1.0,-0.10116478928697044,0.07501783709018288,-0.11894045167922426,-0.3608699915513578,0.10330655617687294,0.24057315653918973,-0.18545935757005513,-0.48356832438848757,0.8997085785180582,-0.2504832255848271,0.9140471024880327,0.07730664324643428,-0.24560167911160902,-0.09905769506949075,0.9115128519871091,-0.09699462398648417,-0.21463687566928913,-0.015905338294258064,0.4376346877963378,-0.0010353931802554845,0.7499415542734321,-0.21676144598324273,-0.4387119442069292,-0.33931430616976455,0.30354409452082715,-0.09214824271514388,0.6852539387683855,-0.4830414917088064,-0.3242756618499332,-0.3590858293574903,0.5321184305725319,-0.2942245638706991,0.05499661957630799,0.059513998625721244,0.23812905655778313,0.19491721205526422,-0.05761376690062598,0.2046873838342891,-0.2609434911065914,0.4875889781776354,0.21722980464261044,-0.3236897675878453,-0.7379892262922372,-0.2840893000883765,-0.44148908925378255,-0.0026212861059273034,-0.16537406641328062,-0.1713311966350135,-0.5022694335684084,-0.40524424742214715,-0.0493650631070926,0.46889394778474847,0.6315601112907266,-0.13484656302149028,-0.08215305477056252,-0.035107309106183225,0.20874512777537477,0.12204587999450464,0.4069947084838923,0.09983965239400383,0.5089563546375119,-0.1798251917657877,0.040796931676819796,0.5481454115618681,0.46710218115051255,-0.30729734556702215,0.46219683464573663,0.3085263040556338,-0.31936712456802413,-0.047404999227417456,0.2543998204153723
Temporal_Mid_R,-0.5945373882984061,0.0940562187031471,-0.38029943722852627,-0.675295242532958,0.3648128503657045,-0.6025187208010776,-0.6117512172331888,-0.004662596509357915,-0.10116478928697044,1.0,-0.15816131391275268,0.8177541480095359,0.6814554161269446,0.3132464811966824,-0.784199855069323,-0.3276247189776275,0.7765438686266654,0.17115758501861547,0.640352610177048,0.11304466761967723,0.11589014069613127,0.03591838090193891,-0.04534791434537667,0.14369962967662173,0.38316316818655305,-0.48962954684325316,-0.358349506333868,0.7040158482888892,-0.2622338850003432,0.04198942913452079,0.9227798699069623,0.8258318781443451,0.866633431459778,0.5585743415294075,-0.7659233810752101,0.4924368603168944,0.015799700932728616,0.0598070766559473,0.9189290925057082,-0.0176329925274135,0.049940985166899446,0.253619574965583,0.15426132219367295,-0.4281445374731226,-0.42764937845162193,0.8642213899949865,-0.022068515124990383,-0.76776332039518,0.6769010122075053,-0.543074448409286,0.209431606079472,-0.23093186679703184,-0.7111028729850715,-0.19175993051741275,-0.3982398664158611,0.5153955848304372,-0.7386154587261,0.6811733699893404,0.2449036757109168,-0.18087243877155545,0.08006264821847545,0.23344890800860235,-0.5538363858195571,-0.6997596270040916,-0.3724999816988718,0.6529570833444458,0.676523767197604,-0.01698177370375924,0.8393725017610487,0.6311197474640662,0.8330443504829194,-0.2562129020248643,0.6436363005694938,-0.498058963640889,-0.7795341157330927,0.5830772817246316,0.49852150524895494,0.7279583595348137,-0.23213296798952895,0.49394363008485775
