,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Lingual_L,Lingual_R,Occipital_Mid_L,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_9,Vermis_10,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,Raphe_D
Precentral_L,1,0.7228110002014769,0.5836032529846306,0.5562753640331948,0.4495179480448025,0.5639474019641609,0.5680212687568195,0.5897911779714551,0.4255172426534385,0.15301831899636467,0.13914920859317886,0.06920738,0.7099437221761689,0.6296149447930727,0.8487574037848109,0.8286469318016274,-0.034111951,-0.021310002,0.47238358690129834,0.4481231180217462,0.043131979318455804,0.069030388,-0.131350344,-0.133804586,-0.168993141,-0.028061598,0.031566001,0.022570541121078317,0.048189149,-0.024726112,0.2552029074348021,0.1167531323783249,0.3025814808260017,0.25964319047038825,0.8334012988583687,0.8331089276702236,0.5433726255504345,0.5307813811935954,0.7297204364402624,0.753254944,0.5857128905696962,0.48208347877013447,0.4636593473895163,0.1008049694165712,0.6444788104385074,0.6004612500039974,0.6849065942825626,0.5650298749553989,0.6115922821370284,0.5174549655923881,0.6497424577678199,0.7010431344111285,0.7927076,0.7934295105461346,0.5102792595816397,0.5727866897525575,0.7594613454903044,0.7973888104066676,0.7526527271691913,0.7195493046487887,0.7246804698366011,0.703087869,0.7157542277166217,0.7035909011411795,0.8534564542611159,0.646195773,0.1813087993055729,0.11514947021417768,0.10938111024853732,0.11105524740076603,0.15749607237556593,0.18595243408904066,0.5129388004087784,0.5750280678413123,0.6398715975483795,0.5604272394201822,-0.012880512,0.011688911,0.5685162350379649,0.6284094936848754,-0.050283614,0.075703571,0.5331359849142718,0.346957666,0.3068338415793717,0.30610464876783783,0.19343709190077235,0.13860834707339975,0.6054746115441542,0.6965052973027172,0.6747545188646277,0.6100201289367179,0.48436968940333847,0.5160130722809813,0.2889957626414288,0.4354587245388612,0.5112766886852191,0.37696464673651425,0.46662058944883816,0.45627993251311094,0.6764132148900753,0.5111788667745846,0.16989124892167193,0.36113142315370067,0.018316159625792368,-0.031143845,0.069657895,0.020305384310553776,0.1016025914953766,0.405135472,0.28769498384322945,0.19686044401921457,0.6797617260118438,0.16377154674005848,0.2107435691386222,0.6578829375827671,0.5730290914592966,0.19420832244786493,0.397259127,0.071804425,0.38694076549572615,0.18548596022049027,0.33656334207605754,0.5226956,0.073342684,0.5476657456741731,0.5363020917658078,0.41682746755990646,0.33598288223772643,0.5106113273759577,0.2555011427296416,-0.001230822,0.010260873815915905,-0.035048033,0.12693741505228268,0.16549180600483648,0.051388645,0.052949208,-0.152091922,0.3715343925772306,0.5619110988329913,0.5233024837504051,0.5692748285309351,0.41639608694655944,0.5225629081392201,0.6096492997545466,0.40127834559744624
Precentral_R,0.7228110002014769,1,0.7299330038906642,0.6655981478222667,0.38127417138318787,0.5602470263634444,0.5572157429961017,0.7461669101253925,0.41477202700908594,0.26261533978615303,0.2508652545371422,0.24968671674142381,0.650079741,0.5856294442306003,0.7326355474884305,0.8070731911427147,-0.061323949,-0.06101051,0.4887128424068637,0.3994371664523344,0.13219797874684117,-0.096660077,-0.151026161,-0.16702091,-0.09948971,0.15572419931872714,0.2873451516257072,0.008915115,0.11707071856340667,-0.016029829,0.10135036928812907,0.15302083910776526,0.4293561647376841,0.3941103992650223,0.5992127118122834,0.6466186306913912,0.36679488866647747,0.39232476238129405,0.794980319,0.7854967723779008,0.6513282296469146,0.6092466487855878,0.6431332077035584,0.13030255784231964,0.6113783688440345,0.6589918195510404,0.4792483878203102,0.64440403,0.6309594120536474,0.4232524045801117,0.7606352582604632,0.7793447656598244,0.5989503822038466,0.649445786,0.13890340250111863,0.24820444919659004,0.5009982053623484,0.6269082471464925,0.7072832803782423,0.6191769258760155,0.4421089287697558,0.3653064635582774,0.38254955942867797,0.4950187111763608,0.6827646797804386,0.3524540388557506,0.10355233644183337,0.12622284379431847,0.17247566905425069,0.1068411101348376,0.32746481418865514,0.2614339567342308,0.6156455909895975,0.4057529601238498,0.7385223129700772,0.6698977236729605,-0.179296489,-0.194298894,0.5456514879851017,0.6268708835584328,-0.243821656,-0.021339642,0.49781241790219694,0.5172387230897503,0.45285681322519156,0.5515839247021048,0.3787984609385969,0.20485193656492717,0.6812378456512077,0.7914054891370689,0.7138906177345425,0.6535478693762642,0.6171485449008098,0.644329659,0.4556485344108979,0.16698284301857702,0.5973108339432528,0.18889482803731977,0.42598460618747436,0.4908479520494466,0.6619515407587254,0.5974621590914261,0.40441723077365477,0.5338659672934277,0.11340963529858097,0.22595365681953267,0.23071722803733222,0.12667489580283817,0.1673219999617479,0.4406514947201042,0.12764844036978873,0.13334140876800768,0.6142939533959881,0.18043098226188392,0.14675982531620982,0.5913907727335742,0.3788129845757752,0.16545017520143948,0.30994510008082526,0.32315013221461886,0.4765501872089977,0.4260509327876631,0.26107432909504924,0.6628577656662554,-0.115375562,0.49251076556940904,0.4746895502458224,0.5679582830157333,0.4120234593880041,0.3410119007844043,0.5238493235214924,-0.169086544,-0.050210563,-0.108622662,0.15106773116752864,0.3025810544119271,0.22115565514733151,0.13474117125051038,-0.076361661,0.34285664527276194,0.49698238584068855,0.521264072,0.6105907468687062,0.42940694800636475,0.581830941,0.6121962024105081,0.27249599999314844
Frontal_Sup_2_L,0.5836032529846306,0.7299330038906642,1,0.7779530905665181,0.6227655258404577,0.7112399720551614,0.6858003097468253,0.5878186487358347,0.5952312268541091,0.31700507257177996,0.18276432972998508,0.277785969,0.6235749723111399,0.5371935603705936,0.6963935797935333,0.6905779048752905,0.039187663,0.004932824,0.6244985503506628,0.35655291368071074,0.15355181835129145,-0.050727642,-0.11126795,-0.141314271,-0.044747082,0.21333937550665913,0.3697294261794831,0.022516742526039944,0.24418236768960183,-0.020991675,0.18083407129658224,0.18788277401186781,0.44410678098234563,0.4065678000915489,0.5785832156991357,0.6307920608256999,0.46885343252390305,0.487116242,0.8237188725075546,0.7381804004708582,0.5736311983935751,0.47669151066906373,0.6477717168641739,0.13854118297076795,0.5023783053806768,0.5515753411115089,0.2365234016183581,0.6241088644293734,0.5187569619287838,0.29480057536897514,0.7453767857721593,0.739585978,0.3979781148106009,0.36060492185420684,-0.214749076,-0.091348499,0.20670635390915024,0.43037413749371684,0.5448160281109105,0.4514587481447963,0.20611240185156954,0.10740887092769058,0.11955332861046523,0.3537340140207171,0.562379896,0.056807953384408374,0.26093251073612705,0.29048357916009143,0.2530509611402326,0.2107832248962334,0.37168762664617666,0.32209549303774093,0.6403810871623453,0.5954816668980596,0.7827987145203221,0.6188428680801169,-0.033101437,-0.220046353,0.5770741592263926,0.4837082285321834,-0.117112272,0.049571667,0.643026152,0.46802692898809806,0.460308659,0.5204715333871641,0.35902652062467394,0.1202064783292748,0.508673004,0.5682813372960969,0.7002166785150922,0.5255546399391992,0.5819621300927934,0.6003719679308163,0.44274198622729605,0.11529970814397444,0.5815809495966415,0.14027621738645574,0.16461905331579668,0.40926626850081366,0.5951984215700805,0.4819015616895899,0.47947923463138276,0.5292376722818394,0.12095449802234758,0.42302392506797937,0.3804441972576854,0.30142193360695296,0.21223645251208492,0.38795043642354654,0.046070703,0.3397397720738766,0.5127486034142248,0.2213007455704544,0.17842906679164394,0.581326622,0.29818073902012115,0.2836834136305236,0.32467015433849344,0.5523903788026265,0.3947105874007742,0.4249205194735156,0.2506182309628115,0.6453878261450126,-0.055211957,0.40653050983844846,0.5128489907539476,0.633941815,0.3028825888017004,0.340847147,0.7186889457979343,-0.139052842,-0.038117032,-0.064764081,0.10966025633049849,0.46036568500178193,0.3671716609788637,0.12496589379934973,0.047886623,0.3335725495113172,0.45386073887687894,0.48246585539171605,0.7011635761359997,0.3201413158561101,0.62105117,0.5549811702626802,0.15733569575058667
Frontal_Sup_2_R,0.5562753640331948,0.6655981478222667,0.7779530905665181,1,0.28448465,0.5560586713480998,0.5724032748743523,0.5971177725164887,0.4159436362833008,0.38470558406372235,0.30807556098507566,0.17220353970671343,0.5101570297828277,0.49182704823653367,0.7165445396966436,0.5914363025216789,-0.042371551,-0.075479135,0.766039454,0.5764201861869992,0.2904451757837597,0.021567035792106226,-0.186733157,-0.168055293,-0.101602458,0.19679249273029203,0.077002775,0.12662047607891597,0.13786770894171851,0.11579837546092614,0.12301162868445757,0.074715296,0.32566531249831654,0.5029205587106242,0.5890489392953756,0.6462663199215356,0.35058491665210867,0.3299042475000529,0.6596263508704354,0.619471681,0.39734755112446807,0.45429308403615415,0.4428175333496046,0.25697824476660786,0.3774583472135695,0.34391747723036725,0.1518301956306629,0.40916287133769186,0.3982785320230954,0.15942416581536228,0.5071014917120562,0.613906175,0.5300179673851446,0.4055304583349688,0.017761933130701266,0.007089808,0.3539445925254238,0.3453572344956534,0.48533138825288535,0.4574879134478937,0.18155885366501984,0.095062746,0.18361897344521563,0.35567952126372065,0.5832665998580215,0.077516826,0.1209600726832331,0.1575759879768745,0.08281228,0.10034344981062678,0.3377132959601508,0.259459403,0.4266000933739778,0.33504683658546225,0.5575364092762969,0.6265075738360684,0.051178941,-0.020217283,0.3204058308023105,0.36015358787550694,0.014675266845271952,0.008785203,0.35712113849108607,0.4470158371043338,0.24691499830110122,0.31793487003967197,0.2472842107906671,0.030840146978474942,0.37771869464799884,0.4878186909323759,0.5603923009481742,0.4558667270041596,0.37726216033907206,0.3918283565085237,0.24728230866701414,0.13781879291052823,0.36471796923463135,0.083408103,0.19422294199867887,0.3761292050112288,0.5174769926405952,0.37973672826489285,0.28484701816226293,0.4108990160727142,0.2850392014520194,0.32680310932628637,0.43549246983631035,0.23249879443343485,0.17407341287786854,0.2390369130173319,0.21103476674560034,0.35679892519560463,0.41052406407414876,0.1831690310475839,0.16261319217017992,0.4510459904203354,0.2798848637635127,0.19340273513230208,0.4407529603328442,0.4228449194153038,0.25450483739702623,0.32103253285746913,0.27520088677206356,0.5552573811531291,-0.003107149,0.27042420814122387,0.41620563046697806,0.5225079397515344,0.24999932986085724,0.34694467392476647,0.5586150117246949,-0.137855458,0.02813321,0.10884378401299011,0.3731250522352016,0.5441275813317953,0.41870532586541936,0.16515468265206684,-0.049214772,0.14807888694269752,0.3918833280689453,0.5199229417324022,0.6510615814482887,0.3800915307087131,0.49095868374856916,0.47586681094335737,0.1445227654843854
Frontal_Mid_2_L,0.4495179480448025,0.38127417138318787,0.6227655258404577,0.28448465,1,0.7496951692882464,0.46731281228934146,0.3500665605591324,0.7037832624025951,0.30180357571791544,0.18279441533416343,0.4434981595172236,0.6656682298455504,0.5192170536696304,0.4544088892601876,0.6487174244304965,0.11426123652616658,0.1510417605654657,0.4171885114937345,0.35060490193741245,0.09165105,-0.001866174,0.090735442,0.083103126,0.052309872,0.076606708,0.2971846635347002,-0.01026072,0.2897260243284329,0.16762427910429709,0.4554214307801165,0.11288715795553927,0.4393699030940782,0.37635789351292925,0.41519603509031716,0.4825932689232914,0.4824561523064368,0.38412500046500714,0.5108975240269839,0.593912743,0.3996638690066358,0.3658169374993102,0.4432212836991149,0.026679834134851636,0.375050267,0.36716481454887545,0.21317758751106586,0.38535979615787624,0.40018446422061466,0.081729366,0.5018435347482203,0.5422108701917099,0.3820013006558459,0.38545730126108085,-0.121855071,0.11060773972847485,0.16038690973581446,0.45239645455188626,0.3204740882812316,0.4650584709993414,0.10325134572224731,0.21330267804598632,0.21759208625776855,0.4710904477645142,0.47255803286200954,0.24691339727514497,0.27067258554599755,0.2702524582058505,0.3330965202946883,0.3656609947824923,0.19385130376775123,0.2149342749636275,0.45528586369678603,0.7566348227602977,0.6272550878048176,0.4996407616139446,0.1538218960149954,0.1352832716865577,0.4450383150360338,0.24129377598509164,-0.021357992,0.075739476,0.6248173199754786,0.1905220375658069,0.1830372191998346,0.18759362254076353,0.042155968703476404,0.12108445190632994,0.27458481583055655,0.4798113489019951,0.5832874024840599,0.49707113347991766,0.29609538606901703,0.3861651472653231,0.2267263515566369,0.3609005918038824,0.4910987640422244,0.3698423012060937,0.013891143,0.36106974,0.5145621137459276,0.2517072790893198,0.3186041647705927,0.3048648506801281,0.13744871648555015,0.33677484949896735,0.31520891593274963,0.43625823586149287,0.2699617134090401,0.4225615581008296,0.2414265616422941,0.47529405094857374,0.4012887556766256,0.16377963586830993,0.264734162,0.5655917880332775,0.20561115585987447,0.5105214871426829,0.39787115685770685,0.449350304,0.545467316,0.39143083807333007,0.2843990913831163,0.19631741019030027,-0.03027872,0.20297226885333658,0.36622961924963066,0.3036576896098307,-0.034572435,0.306521862,0.533755945,0.11521086667922018,-0.084346998,0.00995656,0.10770963492993434,0.4090170314646444,0.4121796279082816,0.10251322235850563,0.12902332245150896,0.2710561032486462,0.32975689880494397,0.3345244747604056,0.40896041087506474,-0.050690458,0.35067527215797817,0.29566032189896563,0.049515393
Frontal_Mid_2_R,0.5639474019641609,0.5602470263634444,0.7112399720551614,0.5560586713480998,0.7496951692882464,1,0.6190653086963076,0.5571281039754873,0.8207044135982381,0.6036544174138042,0.3313660838820551,0.5120195698469466,0.6811596521512967,0.5708298078484256,0.6063824509321718,0.6995522972524278,0.2961039128986249,0.24758535711276197,0.57567021,0.36136390651784733,0.24040159315468332,-0.168795504,0.12220486956605645,0.096934247,0.13931328660714012,0.12197578143824904,0.17888300109031985,0.1657741005193919,0.264124404,0.19248163647479904,0.4006149913090303,0.079562701,0.6621403927802443,0.572498145,0.5794927731823674,0.566934324,0.49584893981882844,0.4101249991372445,0.6011581614932671,0.6613540063652933,0.3999896942143987,0.44748907411005845,0.4385686587403611,0.23873115219666508,0.37807916879519887,0.3929281257405369,0.1367696749506703,0.3667022311437203,0.3923562162925434,0.073623896,0.49386343472212113,0.6558908029729595,0.579486927,0.5374844486153483,-0.000932979,0.12318458452524512,0.30131142688280577,0.4953750213219518,0.3999148337268622,0.5831390499324114,0.13395195083783853,0.24455225710377876,0.2927054081103469,0.49087668078350016,0.6401454628560311,0.3076473492199318,0.5267481326730634,0.49370990714520785,0.5060837201313283,0.5798277966451161,0.3949560758808545,0.39092877374635787,0.4077801099623137,0.6328701443233399,0.6922685419085437,0.674757721,0.24442997577737655,0.1528489873645323,0.35882097431297744,0.3266082550208332,0.11080461378423948,0.23845036577622294,0.5533364170538143,0.39699049792867636,0.13091023470188276,0.18878403108375585,0.048625327,0.012117117234796797,0.27099654115504457,0.5169627058406396,0.6483319720717394,0.5729033645255172,0.2659498396376492,0.3344597651908401,0.11286453341114132,0.20575870177854272,0.4191429846089799,0.2717488562932957,0.014328136164226063,0.4550493862171504,0.5469337715643032,0.23351970574374298,0.36054991526499935,0.43785968645508794,0.18978583572620766,0.35535095026586927,0.4812273239671314,0.6046562699661929,0.48489192425077576,0.5741377461127031,0.4630238857150503,0.653707047,0.4238889742952954,0.23133167092942614,0.3785689790937451,0.68833751,0.17087498133533374,0.603884011,0.47812662997372835,0.5530376035058916,0.4570085282767037,0.4834210031753213,0.3394396349774389,0.35788893165834285,0.076608798,0.22512531471612027,0.39048584188423385,0.4315904949197464,0.021235969366056675,0.4120485547717013,0.4952929646045089,0.07146884,-0.016270204,-0.094272692,0.15593143132831416,0.6228920840608635,0.6083259500006266,0.1291761639162659,0.2637788233330278,0.1624062753230555,0.3330271522654248,0.40984689767708526,0.4758576967784392,0.18253131898489502,0.38094151164053125,0.40314731138092036,0.11642090013883306
Frontal_Inf_Oper_L,0.5680212687568195,0.5572157429961017,0.6858003097468253,0.5724032748743523,0.46731281228934146,0.6190653086963076,1,0.5896254591856129,0.754772661,0.4548831392425458,0.1887029613786822,0.24779517046027663,0.6783706785967044,0.6482339472173414,0.5974939754957345,0.6210993636458276,0.17251145999329484,0.19562909571951004,0.329022149,0.15377701345447697,0.056064921,-0.121262067,-0.031410368,-0.130015578,-0.087844251,0.03558514,0.23304318898678078,0.15632229549228358,0.030903015959363265,-0.111574296,0.25355520598379894,0.060067656,0.5545344748422465,0.39049451712216915,0.52313515,0.5243740006914454,0.38870525605811895,0.38213351410337176,0.7112557900658977,0.6361382332369774,0.4616499616615801,0.20522152612844544,0.4631800879338689,0.10311873290218203,0.4443805294094478,0.5364048675266399,0.292941735,0.5883462122076687,0.5125365315559892,0.32101930890863517,0.634570952,0.5696393236283657,0.41051889671768943,0.40721372232887654,-0.03786979,0.064611444,0.26335638595870275,0.4242995467565346,0.5435797848540099,0.4915342010881433,0.3013069186867088,0.20059040565105749,0.21834786357353797,0.39898373727632236,0.5686979012314863,0.22033060339642155,0.5283891358814898,0.534603122,0.2831410953040046,0.2696576539331389,0.2732852247004945,0.40077794240318126,0.650552368,0.48103008866338054,0.6883372426327631,0.5445549667476492,0.002452854,-0.138315675,0.5155944935343812,0.44407419109099094,-0.036149157,0.13126427097756221,0.5936139775071159,0.398308857,0.4555416180513293,0.5309144357360104,0.4152584751332164,0.22232263270821795,0.48050216918755717,0.37881394315395295,0.5887843934308377,0.43198756391613913,0.508563985,0.5626380676722534,0.41147186143025916,0.36393351806787777,0.5749856968477565,0.3431398167604349,0.21107192407368497,0.4168984181848678,0.5030529341866621,0.466466639,0.5283719932738212,0.48391869101529517,0.084538959,0.17086406202213805,0.11681383568064628,0.1752349898528909,0.22553702004213302,0.2906082260504404,0.19190533024833828,0.322640829,0.4847284717763049,0.059974335849791734,0.17375249897766917,0.6025612798509425,0.4674127366682305,0.2303399648159582,0.3839083005912737,0.4040323691066046,0.4547789261503402,0.32516165273832937,0.3929188532836938,0.5128583306348313,-0.084484302,0.2874768648383334,0.45009422665697957,0.4369780179053143,0.17817021117470794,0.19715060551188723,0.48782859821464347,-0.091209848,0.10481850783850725,0.017330193,-0.011694266,0.24630185976703095,0.18113671374687818,0.1990496497345788,0.084347431,0.3339729410390952,0.48558190320919875,0.4479400563263222,0.6519284366381182,0.30716906,0.532206521,0.4005371446880025,0.15549879526101684
Frontal_Inf_Oper_R,0.5897911779714551,0.7461669101253925,0.5878186487358347,0.5971177725164887,0.3500665605591324,0.5571281039754873,0.5896254591856129,1,0.4918434088004524,0.55189512,0.29226435459786543,0.3266176195606663,0.5255194233654171,0.778946165,0.5422229830095587,0.6726107973610547,0.10038033808970037,-0.008736441,0.4039930334323439,0.43668012035677417,0.16455480828601685,-0.050103173,-0.192732926,-0.253284696,-0.128146192,0.072427176,0.060553508,-0.076587663,0.19848053925261097,0.089530206,0.030098449,0.29417294192657106,0.451746044,0.5109066653200486,0.5530632505992585,0.5253627451109457,0.3120062890180781,0.3216469184970101,0.6047705118794673,0.6555862600198892,0.47248704795709023,0.41122809936468324,0.5264280287234818,0.2559145176806706,0.5188659021501961,0.5317744338534358,0.38891316453974434,0.4943282201358696,0.5505806536580394,0.31687291973898163,0.5358282167324028,0.7217134457142089,0.5667912443411026,0.6263715206517214,0.30279111190029495,0.3601041776419379,0.5638294148578132,0.5587472519720941,0.5743402754234669,0.6365646667280945,0.4055368017515755,0.42576414156315906,0.4805078941450617,0.5551025957724651,0.6281415389388018,0.40431078336448045,0.27971157359636073,0.34831245055531157,0.13548292103008197,0.12878358154967676,0.22053299897701328,0.17749144873508257,0.523783912,0.18553793376575795,0.5559621169428599,0.7689021671714528,-0.175163722,-0.015392601,0.3300865835071044,0.6083884779594194,-0.126520612,0.11050605510876116,0.23164328695104888,0.602229368,0.2908596556765842,0.3872139059013148,0.2754983982704742,0.10261573307172527,0.4809849843166112,0.5999789075181866,0.6239996975543022,0.6081508279856979,0.4304459544456149,0.46976972828367725,0.17177679769235044,0.15424637418263795,0.4086939160891888,0.1960174771658948,0.45836334537916174,0.5111016562948166,0.5541558369205306,0.5142414863297041,0.22974756630911652,0.42834608384124606,0.12831768618854136,0.17673289816661705,0.2414951857927746,0.14705385990234202,0.11483241502101793,0.44920619410088947,0.3017881410641342,0.20546981297453368,0.5967279443575527,0.3551996411899013,0.25862845509312243,0.5450366987456575,0.36672831393223476,0.15437152878620872,0.508749879,0.3390993902876763,0.39775487613257277,0.40707505662116417,0.32752330234569893,0.5573895752601781,-0.026713091,0.42073382889139277,0.42156204142248743,0.43431625141288827,0.2793563764051844,0.2728948210715792,0.339439609,-0.151668555,0.086984579,0.039221667,0.33038717140275714,0.3487589102147402,0.22651840353748873,0.065177774,-0.169212964,0.19205526699615774,0.5126719536273744,0.24902842398369626,0.5249402384499626,0.5910499090463724,0.5008244020051034,0.5884254787482748,0.3479811739850751
Frontal_Inf_Tri_L,0.4255172426534385,0.41477202700908594,0.5952312268541091,0.4159436362833008,0.7037832624025951,0.8207044135982381,0.754772661,0.4918434088004524,1,0.6368182170627432,0.3576474932336349,0.5275805124246281,0.6389172713185473,0.595170933,0.45155124821600157,0.5825581961819731,0.40060831948887465,0.4562107056307202,0.317792897,0.12967801705016804,0.10016321184964652,-0.228333743,0.2389623855203587,0.11160735240149591,0.19738707166145508,-0.050683322,0.2632401166608692,0.32095618100163836,0.1835267008110232,0.099920522,0.5826291114446068,0.040765225,0.7814719349506588,0.6441116150685783,0.43986348108671286,0.4158564938779241,0.37740502566035855,0.33310345270480934,0.5492472478998531,0.5572232637913259,0.2926214120653642,0.18446553821302267,0.2577237806110671,0.10172910960471587,0.26839982540164353,0.3748373671733984,0.080581328,0.37858822846291856,0.3628290554950278,0.046646536,0.4803277874291734,0.5203556924996025,0.38375664881443156,0.4016696914681399,-0.099155624,0.030461872,0.1447881423755484,0.36118662197447604,0.32288811701708053,0.5067405481156263,0.062518017,0.11078587281197186,0.2017835712877851,0.36367841077464785,0.5476366249970621,0.2279644644477331,0.7144479732409375,0.6942255900961644,0.5622287636492441,0.6003044266910986,0.1898197326150644,0.3140143884376034,0.46744013808905405,0.5624385044336525,0.6781819304377649,0.6144225774346567,0.2305194111438564,0.1826842654898097,0.34577205822710944,0.2620506441921531,0.077933925,0.25819019092286205,0.5530371999999572,0.35429060883966595,0.2173172618980579,0.30906915021692605,0.18600374673830386,0.1949307110077142,0.24326814727637636,0.35477289756647834,0.5835766405908945,0.4742855505593212,0.27005090455326797,0.3591887753220361,0.2232897816240446,0.29403160159687564,0.4205819523173897,0.2580629813618552,-0.014766055,0.4163422840847579,0.4477315920757373,0.23485067182461897,0.4803054524793347,0.48002617371288514,0.058732973924505966,0.23990845256046625,0.23970647708809878,0.498319771,0.567028151,0.5068280968077093,0.3439248122122855,0.5913202389977467,0.34912803055300096,0.067475277,0.2040259273903282,0.6038285121133113,0.14153414109914386,0.5780397995192685,0.3995154092398821,0.536652604,0.517160447,0.4919291652178038,0.3287684796457497,0.29507917906700454,-0.051652668,0.13622688269151256,0.27796472568676733,0.3712869796695849,-0.132257853,0.2972691291985389,0.47305158606411196,0.084402509,0.019876473867482293,0.046670258,0.072292651,0.4451158636971807,0.48340032886635464,0.18727872686739394,0.2868504757799543,0.21240906363859494,0.3110172146478373,0.35375373856401615,0.41004078660919274,0.15666382998088813,0.28857795058777436,0.2576291077286272,0.11671416132947944
Frontal_Inf_Tri_R,0.15301831899636467,0.26261533978615303,0.31700507257177996,0.38470558406372235,0.30180357571791544,0.6036544174138042,0.4548831392425458,0.55189512,0.6368182170627432,1,0.33715128979606757,0.5119399386762842,0.22507125074060919,0.48548282931002434,0.19919021250902055,0.26701263154157756,0.492107033,0.44030719269357876,0.28176036859502007,0.21955014555778907,0.3406840527297459,-0.352168396,0.23359088697021768,0.1899953779881055,0.24439688582655528,-0.017583074,-0.018138982,0.20696334718577075,0.1228550487452736,0.4314148817415573,0.29424413185362375,0.023895864,0.6765858074999197,0.7846082147986984,0.19039575786414756,0.12272172473187799,0.065418254,-0.002342274,0.2199762322498743,0.2789811511090195,-0.045163886,0.21267138986098008,0.020306387,0.500203811,-0.088129294,-0.049760266,-0.282575055,-0.101591126,-0.062521002,-0.365030763,-0.037082599,0.3911562108655821,0.3657785440150535,0.2814549969743671,0.048608593,-0.042120362,0.11933799535566667,0.028107025,-0.068878341,0.2596945236748704,-0.253560603,-0.101378935,0.062216052,0.1485453196736444,0.3307141638079487,0.095903443,0.6508752600425767,0.7389731007511231,0.5478091404377765,0.6248646578712459,0.34555028438083246,0.4005145449593051,0.099585869,-0.006895555,0.23261545271378412,0.6718811063869284,0.320569764,0.45192725940110684,-0.258708974,0.077088405,0.3070841380438635,0.37160389779554814,-0.070057134,0.6044982445576482,-0.257518371,0.004799342,-0.16158987,-0.068353269,-0.185954597,0.138679853,0.21883331226671185,0.23510047088783007,-0.218722167,-0.105516342,-0.270060552,0.037154656333723335,-0.027189385,0.1009744750318521,-0.204303505,0.33642354046085243,0.11514364555055152,-0.109207136,0.30912243126368644,0.32469170039885636,0.26285734199646904,0.279357233,0.4697465493950427,0.607437397,0.5910613311725322,0.34139648409907686,0.5454981458558823,0.6604868081957811,0.080496699,0.14917060603712132,0.28148968453958856,0.3241889025145331,-0.198514876,0.5680697182659743,0.4567646234239897,0.6542336605250397,0.195458156,0.3618202625697964,0.02245102,0.073473406,0.054404856797364384,-0.104021871,0.023763773660278667,0.087670122,-0.297363921,0.2559085392075619,0.2705518905832353,0.1479376753153246,0.00260533,0.080761989,0.2929871839120259,0.5935944798058247,0.640339357,0.3185149510329889,0.3934879185605156,-0.240510642,0.051470629122955525,0.2598169175024868,0.26308893241641734,0.21817218788248005,0.066237119,0.009173693,-0.076448669
