,ACC_sup_R,VTA_R,Thal_PuL_R,OFClat_R,OFCant_L,Thal_IL_R,Parietal_Sup_L,Angular_R,ACC_pre_L,Frontal_Inf_Tri_R,Thal_VL_L,Temporal_Mid_L,Thal_PuA_R,Vermis_1_2,Caudate_R,Thal_VA_R,Precuneus_L,Rectus_L,N_Acc_R,Angular_L,Olfactory_L,Thal_PuI_R,Supp_Motor_Area_R,Cerebellum_10_R,Calcarine_R,ACC_sub_R,Heschl_L,OFCant_R,Amygdala_L,Cerebellum_Crus2_L,Thal_VA_L,Precentral_R,Thal_LP_L,Postcentral_L,ACC_sub_L,SupraMarginal_L,Occipital_Sup_L,Cerebellum_7b_R,Red_N_L,Putamen_L,Cerebellum_8_L,Calcarine_L,Paracentral_Lobule_L,Lingual_L,Temporal_Mid_R,Pallidum_R,Supp_Motor_Area_L,Frontal_Mid_2_R,Olfactory_R,Thal_MGN_R,Vermis_4_5,OFCmed_R,Parietal_Inf_R,Temporal_Pole_Sup_L,Thal_VL_R,Occipital_Mid_L,Lingual_R,Vermis_7,Thal_MDl_L,ACC_pre_R,Thal_LGN_R,Thal_LGN_L,Thal_Re_L,Thal_PuI_L,Cerebellum_6_L,Cerebellum_3_L,Hippocampus_L,Frontal_Sup_2_L,Occipital_Inf_L,SN_pr_R,Rectus_R,Cerebellum_Crus2_R,Insula_R,ACC_sup_L,OFCmed_L,Cerebellum_6_R,Thal_AV_R,Putamen_R,Frontal_Inf_Orb_2_L,Postcentral_R,SupraMarginal_R,Thal_MGN_L,Thal_IL_L,Thal_AV_L,Cuneus_L,Frontal_Med_Orb_R,Frontal_Inf_Oper_L,Thal_PuM_R,Cerebellum_8_R,Cuneus_R,Thal_MDl_R,Cingulate_Mid_R,Frontal_Mid_2_L,Cerebellum_3_R,ParaHippocampal_L,Cerebellum_7b_L,Frontal_Inf_Oper_R,Hippocampus_R,Red_N_R,Frontal_Sup_2_R,Fusiform_L,Vermis_8,Cerebellum_9_R,Occipital_Inf_R,Rolandic_Oper_R,Caudate_L,Cingulate_Post_R,Cerebellum_Crus1_L,Fusiform_R,Precuneus_R,Insula_L,Temporal_Sup_L,Rolandic_Oper_L,Raphe_M,Parietal_Sup_R
ACC_sup_R,1.0,-0.03340016662685089,0.3202347860216082,0.15710205923775716,0.10941435473421608,0.3550326748198343,0.437123486725428,0.5495350284816715,0.14962879193280948,0.4658239099244618,0.4441455974994974,-0.08960585511433075,0.049142461625384444,0.2892177623220839,0.2901994318241139,0.5228269496015646,0.6826486867941544,0.2337849794932036,0.11748641962126098,0.14253507866381815,0.11524366239931783,0.40716588826735634,0.7764533316051766,0.30605693528144273,0.4921386915892396,-0.03224291917977118,0.425699162190393,0.016894765789158033,-0.2873160395622805,0.012790392879602572,0.40942145441155625,0.6303563520612234,0.22966297369803737,0.6055273077301372,0.212972141562284,0.2695762981687151,0.28170450835496075,0.07177441671406612,0.3096519034701075,0.5471154124609313,0.018393348493225603,0.45132898816271794,0.668902924558798,0.2764925484648035,0.3929474236365818,0.4074353035548982,0.7833860324659684,0.48002146665263773,0.014635955321395881,0.07728128398028712,0.31406047654979147,0.05383062088929864,0.5393193959389488,-0.14122122042491528,0.4926792434499648,0.04758705666132434,0.3877231501836337,-0.17171915064682047,0.3722568356853681,0.06540423808285976,0.22104802918490557,0.5716975507044368,0.18701981258046457,0.5355098684631769,-0.036671415322246506,0.524656441310755,0.30717236526195213,0.6635026716586164,-0.2121321906141426,0.3210301789139387,0.10455830845445649,0.014080979450258943,0.5050900342745454,0.8209138396486569,-0.13484494663874697,0.103710001870107,0.3503846603448352,0.6079448184609356,0.13264024481651213,0.6034269749553882,0.5319623778110392,0.42520214213499685,0.6343726258039998,0.30054635373374383,0.40032215935866106,0.30579614880292944,0.17518850610602787,0.5210363518904335,0.1927380322588658,0.225597665131233,-0.24221496680924146,0.5438759449179671,0.710671447181264,0.6898279478446027,0.3394041348581961,0.101110305337544,0.7563248261808999,0.4900786921764338,0.1809686737174937,0.6114965055123386,0.05246293236750976,0.23024523544113693,0.018951350001084236,0.046220833972938476,0.618917742693134,0.4348214973721899,0.44133579067095025,-0.06961502001427305,0.4440139931805374,0.5840918046344503,0.4977948258576972,0.3975376744603727,0.6062342084374158,0.38818390275808046,0.39015781395720023
VTA_R,-0.03340016662685089,1.0,-0.44085363990015985,0.21068170360088395,0.10654662012075267,0.3480236037649598,-0.42266976250348165,-0.36845382746409466,0.2738293587783393,0.25642879956414105,0.16442418979715231,-0.02024501509688765,-0.17851996298898679,0.44114106418686333,0.38748010983352604,0.2661574851105345,-0.2649421681283407,0.1260786661464883,0.24590229040671094,-0.38881700854063184,0.4838579556091445,-0.17998442166060724,-0.20354696759016652,0.2567388065139158,-0.1299005745681704,-0.14351698237882002,0.23789223139725862,0.3002101232092447,0.3822382793504946,-0.2910251572556191,0.30572553768790955,-0.251415128092102,0.5493389579703636,-0.30220684828890476,-0.009132661942395067,-0.2117093101362217,-0.3339679844943976,-0.15742596104954387,0.2509220574073278,0.21303599591735892,0.16279919862747827,-0.16985964895657552,-0.3422256275669175,-0.09945458841538764,-0.10912160355172335,0.2390345134235508,-0.045367633312068986,0.08597137051791956,0.3173844828112348,0.039688068061420737,0.09674628111717551,0.17395326236973127,-0.4029830031414541,0.1908654057362809,0.16814528283701952,-0.21850326721111832,0.0005304348945815041,-0.1182231125146443,0.19832794093348963,0.5406525887518197,0.02138262744408899,-0.011313106165002453,0.5272098044161663,0.40023746352389833,0.049341818188899315,0.3109074508451748,0.5620698752561953,0.11558516915587688,-0.13960017520367937,0.5771877692151778,0.3600598308285456,-0.07139434112430489,0.33029055440142596,0.06761585271323388,0.3886295032998776,0.20416214961304435,0.1276749041087183,0.33520514756968706,0.4061878344482155,-0.23768886539325454,-0.11315814571153536,-0.07973856504477586,0.27845780095956874,0.18515021099523016,-0.2732128753381454,-0.1690497577557253,0.2709668004335871,0.11663110749328476,0.16988584532654102,-0.43892363574419707,0.008734083456438956,0.13486727780441862,-0.0410780138204618,-0.0016357259019049622,0.42002339140632045,-0.3416062093658556,0.05504740195897383,0.321995136090848,0.3944488427872748,0.12956000822648917,0.2040352465662343,0.005000406946200148,0.09089769328563439,-0.15724126477775793,0.00785638158670311,0.27107628521227206,0.04015596420983752,-0.04245752192716288,0.06778590323989418,-0.09937240091943397,0.23644788706271289,0.09007181292543084,0.0577072910566608,0.18277138533443615,-0.47028233815057097
Thal_PuL_R,0.3202347860216082,-0.44085363990015985,1.0,-0.20473881550611997,-0.12150914747313275,-0.21122307550542238,0.6109513934291817,0.5567297273160898,-0.23456023157252912,-0.0509908349538765,0.08162153972797738,0.08448608913954486,0.05344670136648692,-0.2116301427061826,-0.2074985015035752,-0.021510355955372096,0.46200410325673646,-0.12462517604633828,-0.10648690075640092,0.5845805252473962,-0.191798273058748,-0.002034686524614854,0.3582037873614715,-0.052946129363938985,0.3146191247398399,-0.022146644725796673,-0.11042252668929044,-0.15558831772339127,-0.3425408160857488,0.30577384900371596,-0.028740326391602126,0.38536479586266176,-0.3801869038885443,0.4286728244616939,0.11847160017152833,0.3993861344867911,0.49900902523921564,0.07821902300751427,-0.030211644139054115,0.13697706799373557,-0.07073916573602665,0.3556479183091037,0.45096369377906975,0.19872491176760224,0.21756165461193078,-0.10438594985333961,0.22168816406811703,0.19015716440885877,-0.14992458863745492,-0.03986246096430681,0.044991176546074055,-0.20563006958287425,0.5410542543271686,-0.09159383332905198,0.10931275477608561,0.2786188790182998,0.18407796201107288,-0.13322026835188483,0.04135367611661494,-0.43347991900098926,0.05138730572078971,0.07867108164915101,-0.41885950589200516,-0.16953914481545687,0.018409827083219536,-0.0046454286233482325,-0.2588569767249186,0.10136962527442427,-0.09624904105081358,-0.1726899235636264,-0.32510597917308626,-0.08342516274172701,0.06956698656500622,0.2366783808723552,-0.3702758517622961,-0.05831153663741343,-0.0002504883474761937,0.10672154900370737,-0.2933302680964903,0.3760022480941116,0.3077218881816374,0.04199386583088477,0.14296049549549458,-0.05071876411854907,0.42346452758495684,0.10391463529388476,-0.13924870052449534,0.18415737613515543,-0.014002216745272923,0.31133319671005644,-0.447705975660248,0.07945595948063124,0.21810402783932056,0.2542965737720584,-0.12077614833694877,0.4612627296189725,0.2789428404269166,-0.07543828930202645,-0.3945541128659448,0.11028352172181785,-0.11504270833660046,0.20715045911831692,-0.09905434622119916,0.1853186978418774,0.22490931730439445,0.03921125193690364,0.14711068694784035,-0.15943444085146016,0.12391357104609822,0.2737674405999328,0.027015790055143114,0.148884660359109,0.06934492813891754,0.09634203582513187,0.5240476905600319
OFClat_R,0.15710205923775716,0.21068170360088395,-0.20473881550611997,1.0,0.6158998709197995,0.3063033871743718,-0.10123585897995808,-0.10416742881909946,0.3752889643719152,0.3524763180808535,0.2549061661301484,-0.1528490595046776,-0.04221467193164612,0.3500763709585867,0.4901834601380263,0.19071012198070433,0.041773313651954566,0.44047428945987016,0.3663846756671869,-0.3776956590556445,0.5574626658138618,0.020750534632855026,-0.02399869616122535,0.3611163296328728,0.03775659894400446,-0.3763347814756722,0.21751190313289126,0.4865716604395115,0.22352193728080844,-0.34537319352513557,0.27629317104992596,-0.25243234039261636,0.4080260050499463,-0.06610079216375728,0.10660987216256752,-0.17718583518417472,-0.14546549641912374,-0.0217852878609924,0.15370040677109675,0.2565851042178658,-0.03965480127128034,-0.07463841783950168,-0.06503064430033775,-0.06411874549871839,0.1382122958001497,0.32393099604686115,0.11101069336973857,0.20220237733451715,0.44210105132515104,-0.09079983411370081,0.010360879175004318,0.3405962140624112,-0.2723956811961375,0.17546266032616667,0.059142025495801914,-0.12494430612853948,0.022833629535206627,-0.17196601960705546,0.21263592152487612,0.5179554531656678,0.11837149044231303,0.2505457565391667,0.4619719678500144,0.28131608529514507,-0.12850568805815654,0.2030558844167789,0.3817833154005591,0.15898545443908815,-0.06832881141906395,0.474216079542224,0.07506262911253285,0.04596873909203946,0.5084062297530646,0.31773549067567164,0.5682354201392691,0.1254638963216656,0.09067824378476755,0.3860980844415468,0.4579617910886388,-0.262293941573148,-0.21089748418364263,0.24873621952315897,0.16497427522998173,0.2335723748887591,-0.16417140465342608,0.06060941010799151,0.3472364847946464,0.30582559992486896,0.19398016435078805,-0.15038262143569348,0.12080198344542209,0.1853380825758026,0.1587229126831367,0.2234161392440219,0.4967989249706025,-0.13733025398778903,0.07326959333051818,0.5333268779875046,0.2749004563448881,0.2976927004789607,-0.013442954636531858,0.10581022664151532,0.09347999417333933,-0.1775028255781801,0.09293744156270248,0.19245892335012224,0.3015599592802705,0.0004738705395972521,0.16142558327318218,0.08914635181254221,0.2633976847334736,0.15682835858210928,0.08949033775158743,0.13290467960242883,-0.1859006974068626
OFCant_L,0.10941435473421608,0.10654662012075267,-0.12150914747313275,0.6158998709197995,1.0,0.3240457296948578,-0.15820968725129708,-0.1372351904006212,0.6584654410069524,0.37242368251982144,0.14108362020701015,-0.23158361618921447,-0.08276900719819284,0.2695110665950126,0.40315480316150876,0.2182247449638302,0.029878105933007274,0.668319935799036,0.3405910726920638,-0.45002931856227657,0.49675533108665715,-0.0598275676066796,-0.1510926169253363,0.4455716099194575,-0.11175633460188288,-0.6119316008489873,0.10524872579957567,0.4949581510219545,0.15566118869706969,-0.2065174451425903,0.09753437477957143,-0.22861485573673634,0.3962678132968498,-0.02225381348452479,0.5158362133052042,-0.23421736766032816,-0.3365542668612515,-0.34762168234787905,-0.057006562944645026,0.17671546433515073,-0.2459820680914801,-0.25669132213497425,-0.13783284926453648,-0.28892060206055764,-0.07467676213313594,0.24328480654111395,-0.033172893375343154,0.22716073298802528,0.4267123686393168,-0.19624520668576875,-0.11548302011501232,0.12566569013652074,-0.158563004959173,0.08757358640847293,-0.01123927206798277,-0.30794652980776355,-0.2224212652457723,-0.09215415614031869,0.10417616993171233,0.44907722201871,0.017492774897193128,0.2438917841901854,0.38522847881266503,0.2604774592932082,-0.34079984235214134,0.11128848153714496,0.34919016150952387,-0.01659604477109948,-0.20243574369867698,0.4484664852370052,-0.02659992056902213,-0.3558765409631046,0.29549233526188395,0.21209016063337965,0.7381233005143062,-0.3056595855609229,0.0643845884444236,0.3795028893782619,0.6267139948075588,-0.15697232836569078,-0.18438550221224867,0.28110120379621895,0.028196828234061656,0.22723105615564793,-0.27999994645354215,-0.08266448148994658,0.2819828660700208,0.41793294038767675,-0.21555545466573228,-0.31386516061047853,0.031450336831584456,0.12478642846066064,0.08971158298363172,0.14742472072215268,0.37447160868891294,-0.11345725027888509,-0.017953022354867305,0.42614980431685956,0.20458225543422265,0.16817024147329068,-0.1779709956950619,0.23345830040519494,-0.16714924013676813,-0.3813145200526194,0.15951857443170292,0.14638805266096058,0.3380256955159543,-0.31240474340778895,-0.09686606114713153,0.06871259013770002,0.0810647447883427,0.24820843365556228,0.0032888048496668544,0.08304077399740965,-0.04922836403557728
Thal_IL_R,0.3550326748198343,0.3480236037649598,-0.21122307550542238,0.3063033871743718,0.3240457296948578,1.0,-0.1300300669924248,-0.15284000560330907,0.5504318044092609,0.5234543133914132,0.2710813355497807,-0.3072594458065641,-0.15832048873874974,0.4553554099524452,0.4675709205140038,0.37320760398352504,0.152671719536324,0.3460925016673524,0.23708350984999396,-0.3688956842312126,0.3006332811233954,0.05573426547240574,0.11759386523067013,0.4851470435355788,0.011777510729284046,-0.07736455235240274,0.3068812381558728,0.2705882564878844,0.035652916472774465,-0.25499133028354143,0.28772112946489864,0.06700670660865077,0.5864356002516808,0.14498913522350787,0.20547542620757026,-0.13721474696768135,-0.21798786035428808,-0.23652144338483097,0.12592356567067123,0.1758009939186796,-0.03175773869998159,-0.17362805827029718,0.03899982608758284,-0.250822679522404,-0.14982738684672997,0.40435608217629243,0.24738419503849554,0.3781325763895752,0.266826333005249,0.04699557825240578,0.05014359253583981,0.3122431987041007,-0.07634126887482562,-0.07233760271590654,0.26866148558506975,-0.2651317148259754,-0.11110828182399304,-0.18334560553437643,0.3357108670186236,0.4694246776927517,0.07238953542855864,0.23245996042618405,0.5829126598174289,0.5384011746448203,-0.3018716545010939,0.43141745102363716,0.4695721855266329,0.2633112531405239,-0.27521413617730023,0.5321843597235315,0.34830531513656554,-0.31586659082138185,0.3058395573927086,0.33758797070879437,0.334946933428922,-0.09656109833860232,0.016529485827631366,0.5684652707053421,0.43284152820476984,0.07981463699479581,0.04422639306271302,0.3106844709987895,0.41942369252170214,0.29090528475992744,-0.19379413574692597,-0.25229255415966945,0.21021779367937488,0.3651743725385518,-0.10386990609588734,-0.29588995940648816,-0.13757387958590192,0.29039457999269036,0.3542896364023527,0.22836112550138127,0.4549237183581615,-0.2238289765323206,0.28564068335865167,0.44725521924388423,0.38709693469448636,0.39591341234783967,-0.08052902552118682,0.17713390333291973,-0.27056444956513787,-0.3671475562674417,0.2493376548798178,0.33098192170881396,0.2551938813491966,-0.2564861064870971,0.06660142582766448,0.1526381413872427,0.099890506413158,0.17291086206053646,0.2685140199543312,0.15730219907601795,-0.061438331978998
Parietal_Sup_L,0.437123486725428,-0.42266976250348165,0.6109513934291817,-0.10123585897995808,-0.15820968725129708,-0.1300300669924248,1.0,0.8003505103846423,-0.19322795655258673,0.02622010128000423,-0.07719046300911513,-0.22223693472843767,0.10521182612407516,-0.3350053083317483,-0.13557288079038768,0.035632100117014405,0.7819094039880672,-0.059670231083028914,-0.13294861676246722,0.6473746259297128,-0.2720992952453909,0.2475189022521139,0.46369608292251285,0.08734766192358479,0.3366069245930675,0.16390886908355087,-0.0789050945738489,-0.28377116213286824,-0.5714760731970073,0.1119079631675781,-0.088031612427593,0.467936540213569,-0.4528065025767403,0.7023878085359518,0.16028809327973403,0.4074945440616397,0.7369261452015246,0.11298205528130147,0.006426059529117039,0.10229404224053953,-0.3445952754730798,0.29768306590894544,0.6612841012633413,0.0004569336037208663,0.2654477889791565,-0.01740777978600627,0.20439714895090325,0.21356095324855867,-0.17377101107358792,0.1391883712862953,-0.09665094238592419,-0.027250289654768372,0.7576861197999224,-0.31394725972428983,0.0806687849838662,0.42344010742176225,0.07086749724450005,0.0041649228698868316,-0.15643828812205,-0.3793640583038528,0.03236728854042535,0.05433666804035069,-0.3409785173439891,-0.07990448050305765,-0.3765709010927579,-0.10326088458150581,-0.33456663444125445,0.1314248788643934,-0.2341356665393328,-0.2019583201660777,-0.1299505533994496,-0.09079835832627321,0.08189791728770168,0.2855726644092054,-0.42421610269597165,-0.2418139628329337,-0.007334593166335547,0.09663784196830141,-0.4073584542803041,0.44398279640349075,0.34812897739717263,0.09298211591983105,0.18772905035073345,-0.1496626067944353,0.5316954294965364,0.35465299809986733,-0.36519656080745794,0.18805574651716353,-0.2607875330472461,0.5565893055330575,-0.3320090200512945,0.030573536504023422,0.2213405637677878,0.2755481523419639,-0.17029509770686344,0.36667410174454945,0.39393070880129166,0.011449314273579309,-0.19296499807091844,0.2354800407287339,-0.3980446489868757,0.024023923385401217,-0.3591625071239804,0.030747453860265794,0.2605086247285932,0.02596559153369995,0.1404495050224316,-0.25018059804091614,0.02600890485869175,0.4142756942055441,0.019686890015416892,-0.04881751236522492,0.11141184476975864,0.010954040618785106,0.8865870564651146
Angular_R,0.5495350284816715,-0.36845382746409466,0.5567297273160898,-0.10416742881909946,-0.1372351904006212,-0.15284000560330907,0.8003505103846423,1.0,-0.23171118339986232,0.06387942364641043,0.15422006017846188,0.057942582600602206,0.16539220749598635,-0.1282493154153843,-0.0509391047101013,0.2202310659013404,0.7606417717467535,0.0029727460533897484,-0.19329088382225998,0.6049917817640234,-0.16660048234994784,0.34848095618610275,0.6134299257934197,-0.06816902063558175,0.5041067764550471,0.05817526857556431,0.1672880448640901,-0.21802580153112527,-0.3607861201409134,0.22601481276247118,0.10123809120940998,0.6575620890769488,-0.3730179085619011,0.5169043633478916,0.14955050483636945,0.367384324245891,0.7718763388172919,0.2881246689950115,0.09153083700767796,0.34392251429676507,-0.062079784515391444,0.5685539156662283,0.6662597211144508,0.35296352997442754,0.48130433189820526,0.0924883894661493,0.4419630720789891,0.2411657140632538,-0.271467597752134,0.08663465299002664,0.1919204448156103,0.012279206702257996,0.8417098583372821,-0.15746986011192682,0.32726546126595973,0.4469250339174282,0.34144899364216436,-0.07442475112483823,0.05282170127343778,-0.3207367688021881,0.10799704511140511,0.27918127888973454,-0.2696945759387925,-0.013548146264752859,-0.016181163410936086,0.08065095403478312,-0.13345530091707786,0.3468458329489924,-0.07142143297395219,-0.0747841105214462,-0.1767523610808908,0.10711012244760734,0.19957374590782276,0.4396042266969738,-0.3585822504863854,0.04126307476047382,0.060530334831090216,0.14784677201645632,-0.2821263542895826,0.6313556967736966,0.6229831611377264,0.17288279367394813,0.26361841202190905,0.02804885010276249,0.7222263949548736,0.2303800073281425,-0.09480502276346513,0.3127526284506216,0.09388653489431129,0.6321022400188081,-0.2456642913596258,0.31484920459865456,0.27725125032993775,0.38014511179701455,0.04109595762605374,0.37777512518809525,0.5346822016419328,0.11403434575684095,-0.18966704259589254,0.35826110789010646,0.011165514892277566,0.02875940948113263,-0.03120314498490807,0.18171741200577207,0.4051694082622642,0.1861020170471567,0.2567388769376105,-0.055928552509900496,0.27540909133045655,0.5593583998490517,0.26046298601738443,0.14540950288721025,0.3307539023531257,0.14584226911717146,0.7135710621097475
ACC_pre_L,0.14962879193280948,0.2738293587783393,-0.23456023157252912,0.3752889643719152,0.6584654410069524,0.5504318044092609,-0.19322795655258673,-0.23171118339986232,1.0,0.7283030332378234,0.3395821817972444,-0.29481099617263634,-0.14252773340929248,0.48042440796539265,0.7227205421642804,0.474081772491255,0.15253863562503922,0.6727262506342648,0.29947568446832185,-0.432691405675162,0.5197775935677236,0.09472867897324942,-0.06524042422378536,0.6514325826695683,-0.03145939272338857,-0.3510736357102834,0.20976047782253532,0.6278053255448587,0.22734751214728102,-0.15515858196556673,0.152182113388352,-0.17310618830830385,0.6403678455409841,0.09277771373717834,0.5302108359587158,-0.09255557645791702,-0.3150906622375657,-0.5396478325321858,0.06257502512032503,0.3300572391647938,-0.09645601117646069,-0.154154538321877,-0.10135567302760763,-0.2367092761528682,-0.0032397046812088835,0.3776661610977311,0.10865284888390646,0.5974698505943751,0.37403835918354944,-0.014406101336962185,0.10550022053894383,0.11204234416360323,-0.21236722881652906,0.1503855572300047,0.28686547757886627,-0.33312961301932176,-0.1471433172282201,-0.032018484915511,0.31026938133906246,0.7256342613597693,0.13943272504694654,0.28579224241743606,0.5184549145116035,0.6239670872249514,-0.3491578027952292,0.3588860089945174,0.5855883679360548,0.11793178234040119,-0.264879124210756,0.5887455540053549,0.3597071875918353,-0.47668024084831057,0.4766719068911428,0.3385744563465429,0.7025088991760837,-0.23225158901351348,0.0898099267574043,0.4999402530029669,0.6969117781003465,-0.15603346869701573,-0.07082447784431686,0.3359123544256852,0.14863653512553016,0.44689321225866147,-0.20867117330435137,-0.1493628097623701,0.32372111395602376,0.3631975872701628,-0.2672193738828139,-0.29211831471761995,0.11864425136119215,0.3642694947728302,0.2083327859586942,0.2748148643143468,0.4880880422398646,-0.22776205191760532,0.2452683827626576,0.5988245776327185,0.344872896772788,0.46336075732196064,-0.10075457242045256,0.023392810293380133,-0.10631306925187937,-0.3258363749285588,0.3285488136210968,0.4695087739630531,0.2907577110542926,-0.308850984112434,0.07475264604891857,0.1827321661721486,0.1729942636585769,0.32642852555526447,0.1464373859848345,0.25042684910414675,-0.06922037744321516
Frontal_Inf_Tri_R,0.4658239099244618,0.25642879956414105,-0.0509908349538765,0.3524763180808535,0.37242368251982144,0.5234543133914132,0.02622010128000423,0.06387942364641043,0.7283030332378234,1.0,0.6154231186267578,-0.28817280906929305,0.11959642524578297,0.5221710259290141,0.7941987280245596,0.6013644406189285,0.48530221985310923,0.6183627519537146,0.3858103102649245,-0.2676102350269883,0.499252041100207,0.30835868789227716,0.40322579300060224,0.7129402906847453,0.3690110707121272,-0.2197887266098681,0.4410612313338693,0.5134389814351193,0.0024226746375803215,0.011270024352917187,0.4376882321629626,0.2467130376697608,0.6122984161632599,0.37519188252449376,0.36927025950781805,0.09562423118716841,-0.07822715053169006,-0.36091934958280886,0.34911960943651626,0.63125900161022,0.11873525926884435,0.2584789366536045,0.3445408259187979,0.08990633736070694,0.3984716202450633,0.5658866063978015,0.5390004681792842,0.8342029183934604,0.34255152674341344,0.19679633328118723,0.47676545737978515,0.09867455563273858,0.002479170778959652,-0.011060226160880527,0.5884621763132791,-0.2572265560376056,0.2999538313814112,-0.1715209860927911,0.5803836836722299,0.5335726823251915,0.47973306087192225,0.3436261752037335,0.4623211565618483,0.7219393669033181,-0.18141961388014713,0.5989616107824931,0.5786968312728111,0.4192271343296116,-0.3291706508090219,0.6673890944381679,0.40167208844363017,-0.2686204734836452,0.7023261719731946,0.5589808308066172,0.3812906102420756,0.07363542845152564,0.30494365801300033,0.7725958539624317,0.42950775597883184,0.18375872986481082,0.33165054406675654,0.4379938219626787,0.5084592129453777,0.5841007180924725,0.12514482613127528,0.06821987457828999,0.2118992525799863,0.5868673913852385,0.008211108992249394,-0.017040056789003506,0.019941297580856727,0.645217861987996,0.5098010690269292,0.6775364982636894,0.6583423751628122,0.04024790047937018,0.705201481901146,0.8090888808693512,0.4181956782138239,0.7175581103986713,0.07751836368044877,0.10475225814865877,0.07558613695741145,-0.012295353922666544,0.6738406976059752,0.7798072233724725,0.3350625645784579,-0.17260593937324456,0.5124305239565755,0.5507890901471874,0.4740288309276373,0.435718560169068,0.43861062150555324,0.4966581137183017,0.0705323296116434
