,Thal_AV_R,Calcarine_R,Frontal_Sup_Medial_R,Temporal_Pole_Sup_R,Temporal_Mid_R,Thal_PuM_L,Cingulate_Mid_L,Cerebellum_4_5_R,Thal_PuI_R,Amygdala_R,Cerebellum_9_R,OFCant_R,Rectus_R,Thal_LP_R,Cerebellum_10_R,Occipital_Sup_R,Thal_MDl_R,Temporal_Pole_Mid_L,Thal_MGN_R,Cerebellum_6_L,Occipital_Inf_L,Frontal_Mid_2_L,SupraMarginal_R,Temporal_Sup_L,N_Acc_L,Thal_PuA_R,Cerebellum_6_R,Rolandic_Oper_R,Cingulate_Post_L,Temporal_Inf_R,Parietal_Inf_R,ParaHippocampal_R,Thal_VA_R,Thal_VPL_R,Vermis_6,VTA_L,Rectus_L,Cuneus_R,Thal_LGN_L,Putamen_R,Cerebellum_Crus2_L,Insula_L,Amygdala_L,Frontal_Sup_Medial_L,Precentral_R,Caudate_L,Precuneus_R,Thal_Re_L,Calcarine_L,Olfactory_R,Pallidum_L,Temporal_Inf_L,SN_pr_R,Frontal_Med_Orb_L,Cerebellum_Crus2_R,Heschl_L,SN_pc_L,Fusiform_R,Cerebellum_Crus1_L,N_Acc_R,ACC_pre_R,Thal_MDm_R,Frontal_Sup_2_R,Cerebellum_4_5_L,Olfactory_L,Cingulate_Post_R,Cerebellum_8_L,Occipital_Mid_R,Lingual_R,ACC_sup_L,Postcentral_L,Paracentral_Lobule_L,Thal_PuM_R,Thal_AV_L,Parietal_Sup_R,Cerebellum_10_L,Occipital_Sup_L,Vermis_10,Thal_IL_R,Occipital_Inf_R,OFClat_R,Cerebellum_8_R,Frontal_Mid_2_R,SN_pr_L,OFCant_L,Thal_VL_L,Caudate_R,Pallidum_R,Raphe_M,ACC_pre_L,ACC_sub_R,Temporal_Pole_Sup_L,Hippocampus_L,OFCmed_R,Vermis_1_2,Rolandic_Oper_L,Temporal_Sup_R,Cerebellum_Crus1_R,OFCmed_L,Parietal_Inf_L,Heschl_R,Red_N_R,Frontal_Med_Orb_R,ACC_sup_R,Vermis_4_5,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Vermis_7,Thal_PuI_L,Occipital_Mid_L,OFClat_L,Cerebellum_7b_R,Thal_LP_L,OFCpost_R,Temporal_Pole_Mid_R,Cerebellum_9_L,Thal_VPL_L,Thal_PuL_L,Thal_IL_L,Thal_MDm_L,Cuneus_L,Vermis_3,ParaHippocampal_L,Lingual_L,Thal_VL_R,Thal_PuA_L,Vermis_9,Red_N_L,OFCpost_L,Frontal_Inf_Oper_R,Thal_MDl_L,Hippocampus_R,Postcentral_R,Frontal_Inf_Oper_L,Cingulate_Mid_R
Thal_AV_R,1.0,0.13305997667859587,0.20857136536104773,0.14239071036519485,0.12533634334619892,0.529132829217038,0.2017613498296491,0.27797447613589255,0.4027624379311969,0.08959079423304499,0.1621904260692157,-0.05574707901659688,0.12587405010394295,0.33426636497219453,0.24924266261687958,-0.031916662643132455,0.25365165255872996,-0.14559126179884715,0.38031145318032444,0.1195298538871878,0.018272009759340898,0.3527957631989637,0.11504560963282438,0.33643936552108433,0.28060586792569353,0.5023312257687336,0.05681479961587544,0.36831750177503414,0.281028676635851,0.036834561412019094,0.1027685656848375,0.2962534199306261,0.06883459212686227,0.4963573984588726,0.08276052112338438,-0.03420996779452925,0.13120132738143828,0.09925330166582182,0.20976494494494294,0.3874995934611653,0.011902097905440171,0.418608594712218,0.02011107941681694,0.17003722173871377,0.20560349064234187,0.34362530314678846,0.34199653913044264,0.23415756644831842,0.18941811467708505,0.45418051070504756,0.12790521266606647,0.17836869537157163,0.171286456390937,-0.08353681565908759,0.19352100451374654,0.24531380681690926,0.533693634146349,0.24018559625467636,0.22999591434195846,0.5808821357540422,0.13187772806898015,0.21863841014808236,0.2745287515513742,0.2738045652980817,0.17798768615615546,0.22030479780710213,0.3221723163052517,-0.10404666685113671,0.33916978343821474,0.252820602032123,0.0589713371357243,0.221729405239578,0.36750134006263957,0.17544953481268746,-0.01679873074271483,0.14598110961880817,-0.018608908292682518,0.23366143068556486,0.016529485827631366,0.04806432037136283,0.09067824378476755,0.13340454174641864,0.282355964355909,0.45915586448034285,0.0643845884444236,0.39718245340857905,0.3183344252576347,0.548619745177347,0.31275822151766947,0.0898099267574043,0.16591262870944093,0.08063700328444634,0.2914040883470864,0.07155513710512633,0.04820175765379813,0.32972209419996884,0.2346791299632443,0.26526441966933473,0.005718502816141716,0.06459352438306991,0.23004388428520484,0.47848163668126176,0.24070295958121243,0.3503846603448352,0.28167209563960477,0.20587313514287298,0.30782231390664944,-0.0714470806731268,0.29868173404136,-0.10432521137043037,0.0509265750608744,-0.04121534427298318,0.3724109804115808,0.014712355187418868,0.17520419804080542,0.1885631210685274,0.422300311203371,0.501213500938754,0.29765759173172646,0.5036813125778277,0.04207576870613883,0.3910569950379166,0.31614972241017963,0.21481464933353825,0.15980067133737025,0.32984250392351144,-0.020024533314042088,0.4989452558410137,0.05651152388875618,0.3339929325794004,0.2093667058159583,0.2092870004361964,0.1923440413103029,0.1357886803701541,0.25256779056122
Calcarine_R,0.13305997667859587,1.0,0.39593267299455304,0.19262072204287337,0.7938959576453527,0.3057018126137427,0.6698891230819185,0.6021435994841681,0.4353067674083096,0.06703619783262414,0.3577046468971668,0.03676040185549355,0.007409164663157242,0.1832945377472973,0.01916639565398811,0.695289884000452,-0.06188945496638228,-0.016145749580693515,0.2159575918482456,0.22318017486855293,0.07331345489439578,0.2780116331166139,0.6533632844480072,0.4120867361336445,0.20671587903104302,0.28871038791946724,0.3867457698248766,0.5988596475354797,0.2652559690554664,0.49603092388845876,0.3990717021933224,0.3552240661774314,0.3133620304562869,0.4681802739996082,0.19407338570805313,0.020823889870457756,0.16158778793786338,0.658604868188147,0.3298257547305184,0.3290335378133547,0.15303269186663226,0.5756115508621266,-0.03762354627974403,0.36212853014656865,0.6254182622858453,0.4020894701360197,0.757333359978501,-0.06917652437627264,0.8476930249067531,-0.11939862584445185,0.5545377270398494,0.2403776140450447,0.08916210141897665,-0.05818881282184978,0.33181525492644964,0.47376942499353103,0.13180356790621692,0.6235386874638407,0.14929039345343678,-0.01120756799107155,0.02850668180137232,0.23816268076250569,0.5274798437759898,0.50336196422253,0.10740643683833567,0.0939931233896956,0.3218211897755437,0.4189090145532088,0.7799685442694897,0.5477295415746956,0.46402234454836033,0.5896540603137727,0.3106149908523071,0.18217743026382616,0.29834689615961163,0.17688936854690734,0.4095312287403698,0.3710485872191874,0.011777510729284046,0.3835948668759868,0.03775659894400446,0.3727973555464206,0.32623827575027087,0.11739367658746142,-0.11175633460188288,0.3643710024351358,0.23174166778189595,0.17381926925991348,0.3059220768743582,-0.03145939272338857,-0.05783372910286547,-0.03511346120550423,0.18558495350416968,0.1094638137721618,0.19949587497573387,0.5798813384760027,0.6300077981347919,0.4130977406424286,-0.1125786370766338,0.5071410329281595,0.5854080288428557,-0.017185211528018454,0.1769368733092355,0.4921386915892396,0.6817630918635653,-0.07014525329611337,0.5438241701968302,-0.04703814978603492,0.22811160830383212,0.27627052957382137,-0.21170056558307412,0.32593206999620544,0.029043214962989936,-0.005158092275213309,0.2688692045655341,0.38483502065980774,0.12505641795621716,0.0572385064222786,0.3260932733243065,0.26567062529177327,0.8240893504217435,0.5884466643466083,0.42398537977193523,0.6485527012219521,0.46236906087076357,-0.028401280849390368,0.21881139303739394,0.251822009851702,-0.027102787181408503,0.6108842023183484,0.346750718263393,0.4717626390512347,0.534767478459934,0.21159420517351082,0.6423250822773185
Frontal_Sup_Medial_R,0.20857136536104773,0.39593267299455304,1.0,0.6970008907226458,0.32838958057457407,0.4788560076405061,0.6912348668996375,0.39239868876618,0.2872265752443972,0.5491715167748986,0.23240015269847103,0.4848500963962735,0.37365344784778315,0.5541543241259179,0.43774111478493954,0.08809909500621461,0.13904962482129352,0.043184756991759325,0.038166380087536714,0.021554837681681597,-0.05127399976033934,0.3199161517539762,0.3337843066501948,0.5799564227776176,0.6342908521486454,-0.03785493055779758,0.22837712157287035,0.5822894273806232,0.5995047634393749,0.11495342827062587,0.05974186502973413,0.6539928123167594,0.6245255620072833,0.17501061333539006,-0.01887564967017135,0.49563915030101324,0.40769277841714197,0.06081754580114713,0.5029155673237155,0.5799377815553489,-0.11508606906168031,0.7155628918880885,0.3882522790446722,0.879257869197888,0.1971206778924932,0.6754651871696378,0.512771187113078,0.5237386152920687,0.3602359351392329,0.23189776220722644,0.11626499508922097,0.12991641044320396,0.6930751005565746,0.3207003634510294,-0.012854027604358633,0.6288344401712198,0.3673485680086418,0.40360850197700165,0.0727350919820132,0.18956745371437117,0.7634450726834144,0.49203715548914123,0.8261389172558599,0.3804027959445338,0.6259578236165764,0.46155073816927594,0.22812892277383479,-0.1353649802038277,0.30861049709284893,0.7217480249608321,0.14680209580186426,0.1874145224968265,0.4852047202094324,0.48028799366299435,-0.06106892291368953,0.6097406341136984,0.14244612015378538,0.14988472691649066,0.4177381346295375,-0.13610761649677808,0.4660165936039167,0.2606260690484471,0.6110046629754807,0.3824061644121249,0.296327221505864,0.5860023827976499,0.8098944524408194,0.549213855324416,0.46900218233911295,0.5713558764105265,-0.21436131550630302,0.3723757651864751,0.7493883751023005,0.2746458780413384,0.6379584021542624,0.5774181335840011,0.6263353049995946,0.30265514351902134,0.5045237557518447,0.20708845624398503,0.6404192502712004,0.3882076160279254,0.054404580972703884,0.43858851321431835,0.48230159643190335,0.6043802199482156,0.6145605667781754,-0.07346927157680375,0.640531614948999,0.1569997862350381,0.22557280385034836,-0.1308583926134322,0.5825493904077788,0.6922315816600735,0.6133298518370631,0.49956814605042804,0.5757607220562606,0.3618911354876065,0.45047256696937027,0.4692607841145666,0.25511330758289574,0.6453007114388639,0.7271998587495386,0.2791278208654985,0.6104683523205416,0.6225609257704472,-0.02271411080149765,0.3939722786852092,0.4804961844979701,0.5828856370769803,0.5282586300745478,0.7181706466987052,0.1647870455792044,0.5832759776237284,0.7567732064927088
Temporal_Pole_Sup_R,0.14239071036519485,0.19262072204287337,0.6970008907226458,1.0,0.3376759299045482,0.4344585601559371,0.37307294739249175,0.22403530096178836,0.18113179888049774,0.6714148409279589,0.13968473911104917,0.6966213321224116,0.32464188947272726,0.6280191497173658,0.7102105882144653,-0.120959678720826,0.14275509929226055,-0.09632486894361866,0.023960566519102503,-0.190540230070649,-0.30319404044098885,0.3104567033578502,-0.017661574503131345,0.2511337134340451,0.7062980635867251,-0.0242338668003235,0.19043428687770356,0.3804700343228766,0.4736937698276435,0.3432866903269444,-0.295018950977964,0.7391405905149401,0.5264209095370813,-0.015338552806579564,-0.22883059906680647,0.35901319050328845,0.6953553923214374,-0.13073994714384105,0.3105965269968663,0.6543754237438952,-0.15434288364928578,0.33567464489132753,0.16789394469143087,0.4860620322576743,-0.13240313618349364,0.6008241705540789,0.31339962649942554,0.5410487531114782,0.07488532018703294,0.42686767505954354,-0.0033061972390697604,-0.22663213452864242,0.6993303937150978,0.31008998723796494,-0.2633924304316505,0.2557072514619182,0.3535222004536863,0.44472471607103337,-0.15664007238216623,0.3640138997972826,0.637740626088716,0.564079765214142,0.5657633223447736,0.1403450214068398,0.6372874503230773,0.3996749999492456,0.03100102826484473,-0.4010191716235016,0.13349584990823943,0.4629309799689066,0.11022679922902677,0.0661694792042096,0.435839984430839,0.5015709377383079,-0.12199402617167239,0.44494749345801915,-0.19254208729966996,-0.16397248969375777,0.4279837614878126,0.03189617878891097,0.666571478138921,0.06551385998552997,0.6978592052451501,0.37912264403466545,0.5334070933965426,0.4672196592435928,0.8214249263153519,0.4424995194976833,0.41322526848889857,0.704638231665708,-0.3758760211058442,0.07488064183210111,0.5759196121222693,0.17015629254330528,0.532060485106952,0.1298148123210277,0.6949604185786838,0.2760755025550539,0.6393134582264107,0.09119771021971368,0.6033732537260352,0.3497309885309996,0.042152551553201634,0.24834244908448921,0.2887902517413047,0.48177674543125876,0.27104104383853656,-0.24254442122198858,0.6139288229086044,-0.3014348142370513,-0.07331771441123554,-0.2979575890384823,0.566981514829654,0.861836283542401,0.7096769443826533,0.42889155891715647,0.5911775685012445,0.31950468087796036,0.3177187306139042,0.5321569433938754,-0.09179130144885243,0.4195705083269674,0.6425995956719542,-0.015088502542760947,0.3875253803704078,0.6671994038857436,-0.293702826591001,0.20040388304539591,0.5814815605919091,0.4265287819859865,0.4684719953621841,0.8088398982317839,-0.21280093891417304,0.23580179441757376,0.45336279724301
Temporal_Mid_R,0.12533634334619892,0.7938959576453527,0.32838958057457407,0.3376759299045482,1.0,0.28324710608798426,0.5740842711250499,0.6837141408678404,0.44934241547896303,0.22598278859790796,0.542988752399768,0.17815472606502206,-0.009031423494111967,0.3556442098101445,0.06016663709382223,0.6175531274277758,0.00927519893519374,-0.09004034480819337,0.2815009691897652,0.2902781473617324,-0.01804459633136809,0.25015160456879454,0.5592048490864735,0.24003279251386037,0.2677833687413444,0.3370132825910431,0.5531546222220752,0.4842088543045713,0.16455129473500346,0.7954972310361773,0.23297711798224943,0.38630671164360825,0.29806341433843875,0.4546215637577266,0.24391574337851007,-0.0034011613720953517,0.296089931466654,0.5949210661347619,0.25895585640138175,0.31291489277370665,0.2453364503320094,0.4730274689638446,-0.05578778057814356,0.25913738330075864,0.42627746206628314,0.40629020536507776,0.6466262435220562,-0.09425150650267818,0.7904470705348132,-0.0208575063389434,0.5313809099935646,0.14946373551354325,0.0878741445880293,-0.011247159579489215,0.37217256029557266,0.3012929793857618,0.19063183458160715,0.7932086143166616,0.18064896214521453,0.06319602714806849,0.017939291817465494,0.3235490146075887,0.432866228434266,0.5124760803418549,0.18846412308639787,0.039480360944851994,0.26737952038851465,0.41754457853519167,0.782736254576551,0.4344245954394726,0.3694932101557335,0.5523696624363612,0.25132249987287997,0.27390660007668494,0.18965845050672575,0.058469493650236945,0.32751693642695506,0.38538056136684207,-0.14982738684672997,0.6252801815251054,0.1382122958001497,0.4740454559386291,0.3464867919626486,0.15872492486807108,-0.07467676213313594,0.3983996404499575,0.3095114531921389,0.18143921569037647,0.2879463983967077,-0.0032397046812088835,-0.1254878836479234,-0.10931211787451967,0.12610429596866649,0.07642101446507445,0.11972558068973888,0.3827610747109756,0.7107258993803965,0.6220115992181813,-0.042862485409798104,0.4537880162154124,0.5885266362630527,-0.022689387032680877,0.1251672967693701,0.3929474236365818,0.6709695309900113,-0.17686452456966328,0.464815224888492,-0.061777230487420086,0.2120031627932188,0.10078949549220512,-0.37725695728678743,0.3862307269233839,0.02090956860416505,0.10179453191712164,0.3632535015580447,0.49351816529244663,0.04314464655484104,-0.09352656788264954,0.22826566873689655,0.23561446003881328,0.6950743801151185,0.41137207035060397,0.34108900391513264,0.651617844601755,0.4772792523416531,0.003323500993907956,0.2610277928089435,0.26831130152729776,0.02880798765609913,0.5636155412031332,0.3716442682752614,0.5144137497453383,0.31842098944472913,0.04867184964155552,0.5752674773406331
Thal_PuM_L,0.529132829217038,0.3057018126137427,0.4788560076405061,0.4344585601559371,0.28324710608798426,1.0,0.501754534622612,0.19524865046462384,0.631244142166238,0.06829072711869419,0.055104418867927656,0.009637586344848204,0.33062801986046875,0.43657026868556814,0.5575624753073665,0.15051322109701085,0.2515985575987539,0.051669949061117514,0.566107604445777,-0.1099656127787672,-0.24698427674832152,0.5461832210808168,0.27363649495567943,0.4170537341578969,0.472769777243104,0.4321162085078754,-0.07899233818754571,0.5402491484910689,0.4607647625160169,0.13077962637470858,0.2807050244569645,0.4751838992314683,0.28269655838392654,0.5865029161155755,-0.11400222506426179,-0.013050763585069522,0.29344428588664484,0.28855189653023133,0.5298920464696966,0.5783516665293232,-0.06757555753628271,0.4364035422858767,-0.1517696580855093,0.2874759399178367,0.352909336510854,0.5007028742559173,0.5386219397331977,0.28500528174031486,0.2962117301822594,0.41073482037675973,0.22760437055413776,-0.14154956767474128,0.2658634300921227,-0.0729360605112434,-0.023105925162575043,0.30489839001204877,0.47876328542663454,0.37324696770178817,0.05963910204666854,0.5314981027332505,0.25116180706594005,0.5174692151453208,0.6019059760414872,0.1400961519226146,0.20610445244215722,0.363345477477979,0.1362924706916631,-0.1135139330375256,0.34207092519572996,0.5449354381424144,0.3745699934056234,0.4570296361819712,0.45827755495693745,0.2563046737379568,0.28753456609416295,0.23744305271096872,0.10126936266491918,0.015814780296091277,0.3751314677391002,-0.004983054929871417,0.2605627909324933,-0.016513246232614683,0.5919464868768939,0.3284708720768603,0.20876860042095038,0.45998663439209825,0.6037159955940901,0.7301514129367005,0.4128950779360887,0.39127919847666115,0.190695234653094,0.013272636902360522,0.45923946167122714,0.18475951071972802,0.2343849379993441,0.44382923261481766,0.5488292653752211,0.20566233370821763,0.04450544481213873,0.3644317755904579,0.4868662793734243,0.6480969726959348,0.29181982906427595,0.6347247057459118,0.2540463461145324,0.30645938328631006,0.46471805027472673,-0.19436295393133024,0.7076012730069785,-0.14449445254978321,0.0021310100238307065,-0.16003172918137346,0.47188672076349486,0.17682909094362953,0.39118353020349383,0.21857294823350223,0.610275173311347,0.538597447643193,0.3996275267237495,0.6056452927761674,0.19097233385210177,0.6143249468811696,0.3982741864470566,0.1629944704733877,0.36894134477722285,0.5394816634361019,-0.27924729557521816,0.5906091972866034,0.1018613249692454,0.6304043826940774,0.29399898237178584,0.46985323849478755,0.30994308142897053,0.11825229679495798,0.4399694053773157
Cingulate_Mid_L,0.2017613498296491,0.6698891230819185,0.6912348668996375,0.37307294739249175,0.5740842711250499,0.501754534622612,1.0,0.6410528686709682,0.4215487095670967,0.1946976413267601,0.4009051920865582,0.27863519760470296,0.18685130761095212,0.5290733690289845,0.2316214588433955,0.35931709313194526,0.02610292305783713,0.003948706419058408,0.08286559853329235,0.2705957401483657,0.04304644435481627,0.4883504246816829,0.7251967243180351,0.7099887207728844,0.41966926423869794,0.14305686075472238,0.3235892508631892,0.7977949992998704,0.5590720673095699,0.29848711152155616,0.38086725236579183,0.534582722809644,0.614538223233972,0.39068580366121214,0.13865709686065927,0.2852722113979432,0.2990691691648893,0.3054097146318613,0.6316298497168616,0.5523163080486698,0.15495465593065655,0.7338479714350548,0.19484618222730682,0.5655299011301496,0.6171379183968397,0.7469632377968876,0.6877510549685432,0.2450865324553052,0.6879821573740359,-0.06431468826894758,0.45719805491323423,0.324755699878741,0.4555114944104164,0.2058115263677238,0.10098344254077195,0.6771179546678641,0.27386010333809846,0.6479538528002027,0.08026784437751479,0.041266031990589126,0.349257737456663,0.49487157043048535,0.7577563686551494,0.5758031611950565,0.3137444678699438,0.35423899677146753,0.38912286095826715,0.11024194937289432,0.6369985487230797,0.7765871187837787,0.439064286941622,0.5517245570458995,0.4634927318134069,0.558124750085564,0.12631817008635146,0.34856202640713424,0.2418295302295982,0.2980060252866195,0.30244268174018185,0.16054009443625183,0.09992641548091385,0.38637808744994084,0.5829924271604116,0.20226872546958896,0.05952814499513454,0.730940007120586,0.5436481087445754,0.46749652535172437,0.5154417497226613,0.3416840558645433,-0.09824131051235233,0.19718890384284396,0.5831039137523601,0.08176250133938502,0.562582788218588,0.8312306708735026,0.6690383674131002,0.350676071465688,0.1362844492907421,0.399402504177521,0.6768739641411682,0.16966609582020933,0.042747759360511894,0.6282320238377398,0.7202452823337536,0.3369770459133477,0.7147138912316325,-0.03892529104144535,0.6090150946098323,0.1335514720827836,-0.02635570169448226,0.05663131603050187,0.4015721408321699,0.24310232059740733,0.38864335233504355,0.5520358802140433,0.505428486247918,0.33901550938499025,0.5055529811141085,0.4614080064324311,0.5623627229533431,0.8044438964163645,0.6102762559340243,0.5835242785794816,0.7774957611483121,0.40650397684519013,0.13133880516735982,0.41903300385461356,0.2089883856947033,0.8012110019637719,0.6647721738006378,0.6099810979838526,0.6081096247095726,0.5142822200823005,0.9268643911022428
Cerebellum_4_5_R,0.27797447613589255,0.6021435994841681,0.39239868876618,0.22403530096178836,0.6837141408678404,0.19524865046462384,0.6410528686709682,1.0,0.3014159906157501,0.41588821301171164,0.8028076909449369,0.22916341461811934,-0.034717025746538364,0.606054713097913,-0.11536293856896815,0.2361591193166613,0.14456591757931617,-0.1164964007708657,0.08586249699268755,0.729055631388858,0.24098531073326854,0.3133517895752271,0.5507101630230554,0.4824518193077559,0.18761542311759857,0.3244732140080539,0.8262112919263538,0.47553340490826357,0.24304117269149797,0.6747540813694078,0.0721756450674524,0.3840905478813926,0.26819078470216795,0.40988962603082096,0.5836078041437193,0.1692437385640317,0.11591990223650032,0.293723612925558,0.44920204368944083,0.3065999124269109,0.2719764739244674,0.6450422573658705,0.3308702051474771,0.4474265739669566,0.4191366270980725,0.47566409025977846,0.4873012116005992,0.14827212111591961,0.7347953359175459,-0.0026854001225417212,0.3994359490227745,0.5837465333181905,0.2629395033641721,0.23688653150381755,0.5534421011504945,0.4845195995502824,0.3530436886155432,0.8416683622553792,0.46839437697650965,0.11073181367942769,0.17341643944335092,0.2790667020193299,0.4323641417810784,0.9286412721616537,0.3361985990923691,0.09339311947548663,0.656102347814394,0.19207397548481275,0.8643503170331437,0.4897223305155479,0.02120156168691189,0.34364997477638703,0.2676362902420065,0.4751150757694515,-0.2804950811310422,0.13810070062900148,0.1350211427418562,0.7204983601238595,-0.046989507764494474,0.5284329521865658,0.11465691336676907,0.8544924344251386,0.2591724536991237,0.37950588755159426,-0.15493206070756715,0.6575175993214071,0.3411670369546991,0.2818412370682288,0.34048351226741685,-0.07405154911792726,-0.07791455506591996,0.20721960532520112,0.3816541064300918,0.1103475101245854,0.3744895696069414,0.590332499721594,0.43544708016765854,0.827095210952037,0.034833617118828895,0.09670732482308696,0.44952786265695094,0.10375938963708663,-0.015266387562471432,0.35274567135760504,0.8648053094112178,0.07591169844269544,0.6500859717452545,-0.08479186767793949,0.25035414243783477,0.12632932549414952,-0.03774989041791653,0.45881062366212927,0.272639063558565,0.16971395443790493,0.4051383929059977,0.6947123720446768,0.23303738173429525,0.1381580139624151,0.32629918569669164,0.3976678209494861,0.4901414414462934,0.5351297346713619,0.4788487594640547,0.8330632708358429,0.5470255276618052,0.22962679617511939,0.5801198927989696,0.44608892565911795,0.11315180852028862,0.4729833589065812,0.6232089582320463,0.43290011301431375,0.3420379567793125,0.4657094277357195,0.7277979840714711
Thal_PuI_R,0.4027624379311969,0.4353067674083096,0.2872265752443972,0.18113179888049774,0.44934241547896303,0.631244142166238,0.4215487095670967,0.3014159906157501,1.0,-0.07053621789131573,0.1953663419789486,-0.05841470396266142,0.22723091898337194,0.30063496979905135,0.32116504430692405,0.3241640307436477,0.4834645866145414,0.12037012906896646,0.4146182792047301,0.02981050544302447,-0.010385954764277096,0.3111628238751596,0.38357618567424334,0.22673807939675922,0.09156505237816129,0.5317865174749734,0.11418947544352151,0.4002245581689371,0.2800819506639698,0.3455492268443613,0.3374400636501513,0.2109855885408217,0.26655210083483316,0.6171971932994275,0.03706635341571371,-0.20871900467589902,0.30010636337819335,0.5856968560123001,0.5070362222843284,0.20683504770027863,0.039880688505083736,0.2610978498695935,-0.21247231984318476,0.18806547918717595,0.424004198499771,0.3510729568146543,0.5794116468747523,0.07052267028854432,0.42566143435594495,-0.05768529480968529,0.2084763261231226,-0.05079600332998669,-0.016961817563424634,-0.24814109651641744,0.15262056198092458,0.18759145904001054,0.36266554890165825,0.43724684070453174,0.1332350825414757,0.11858061117064102,-0.015176467872804175,0.20012372411787638,0.41322697888675264,0.24344576199392778,-0.12134952446711034,0.12926158322359457,0.12027049447442957,0.0611493228960675,0.436290424822029,0.3750379867533252,0.34108610297972697,0.5030402873304994,0.24511185794478293,0.19133895698984443,0.28422923830530017,0.07893002642437902,0.1405420052516766,0.17495585658537313,0.05573426547240574,0.15724939504644445,0.020750534632855026,0.09062576575869342,0.3946467648312246,-0.027134822364792657,-0.0598275676066796,0.3437565339510716,0.33454737047220234,0.5199380832155638,0.23994387808344989,0.09472867897324942,0.362984131583111,-0.09497243506889148,0.1418829878059705,0.21534025940926937,0.0791680281593721,0.3943714699746676,0.3818495504179062,0.2264437775852695,-0.13755176068800773,0.3394553540023144,0.31919864815087995,0.3209703226754032,0.30258528486818315,0.40716588826735634,0.3873992034409804,-0.021195240105844844,0.3488665851056294,-0.17035661203932198,0.33259570964574464,0.007536559498649675,-0.11828677024925914,0.07877597731392043,0.07141981907163422,-0.009272300285791535,0.24213107843239043,0.3175653011933223,0.19467395832012846,0.15776758240213357,0.20272429251961796,0.3718393794612891,0.3760910376820784,0.4299913333801613,0.21387237609357274,0.3139326106507417,0.28367209552675265,0.208950485218137,-0.047934108829206776,0.33979339017895394,-0.10253779610126536,0.5350375159680308,0.23419322723740987,0.3184493458837437,0.37942394278253827,0.0030120365710776626,0.40847625807215737
Amygdala_R,0.08959079423304499,0.06703619783262414,0.5491715167748986,0.6714148409279589,0.22598278859790796,0.06829072711869419,0.1946976413267601,0.41588821301171164,-0.07053621789131573,1.0,0.3916281000429207,0.6863249087598291,-0.0046073866236967425,0.5924015721892409,0.23642437935243557,-0.3358522802897904,0.22530172788394212,-0.2766664533776166,-0.11287248388351985,0.16935288725848957,0.03412913366763434,-0.05014388710529576,-0.09574943316657432,0.19767637116581302,0.4827013652419556,-0.03887437156056636,0.4971013619768448,0.14171919864583885,0.0755052533519473,0.32963338733130815,-0.4940673417951965,0.6380857442339739,0.21106211396727573,-0.09894304537172192,0.14635290574027288,0.39825566666976364,0.43546537926895484,-0.2520011663381656,0.23163755977922956,0.35229299374480655,-0.22222090785468168,0.41428514174834974,0.5691740593223191,0.5669033570515201,-0.27913690250393675,0.3252078432105751,0.013402254339901217,0.5618877589191075,0.010701504349931026,0.47713248214756365,-0.20621429710771136,0.1462029745733661,0.6003236345191736,0.4297277636371278,0.23449814542277508,0.3548739278382191,0.3781936239349957,0.34369719816632094,0.11394997457573776,0.3711498262601535,0.7135523657463246,0.21408619235970988,0.32372392799604804,0.4003756046936839,0.8100608935577585,0.05195374351997143,0.27589784784192833,-0.3207780073777344,0.1930751448755676,0.25295426754053907,-0.34356190538587655,-0.2498564522049422,0.15658308455433304,0.3820211857915036,-0.5278209629824816,0.5171668488012217,-0.24577787251712582,0.18125809755823535,0.24510424333734154,-0.03093383366723082,0.6926688090683798,0.48780834180864263,0.17010496375587025,0.6057910700871179,0.42986946294906514,0.4010190665588645,0.5905288880571385,0.2543374356153092,0.2173341828541021,0.3910678483631596,-0.4421226470014455,0.25254301299600973,0.5568410978750882,0.3492571213687387,0.5036442604051021,0.1582460811048326,0.30828583559997974,0.4665821087903149,0.7655034425312746,-0.2754327990701556,0.43292621353620586,0.2953840269911502,-0.19781260560406677,-0.030333501645390948,0.29574958091299935,0.4668824687314915,0.29459748742740177,-0.10520754074286774,0.26747320275388164,-0.07889945275866281,0.049764752614709314,0.15859518777190165,0.5527852821661902,0.8082551883030002,0.5635633601476417,0.4417383165247253,0.35269416641759255,0.2512286932947931,0.07079079472029669,0.3732548244052589,-0.15167558442228168,0.2292001531336555,0.652233704458344,0.13072783018795628,0.13985986490855387,0.5963998597912973,0.19184346679156694,0.244332971155532,0.7219482200960081,0.011445035965734353,0.3865759364708394,0.5757888138962813,-0.3333018426015258,0.49841932989224813,0.35341523925492224
