,Thal_MDl_R,Occipital_Inf_L,Putamen_L,Vermis_4_5,Thal_PuI_L,ParaHippocampal_R,Pallidum_R,Caudate_R,Frontal_Inf_Orb_2_R,Cerebellum_7b_L,Cerebellum_3_R,Fusiform_R,Temporal_Inf_R,Temporal_Pole_Mid_L,Hippocampus_R,Rolandic_Oper_R,Olfactory_R,Vermis_6,Frontal_Sup_2_L,Thal_LGN_L,Calcarine_R,SupraMarginal_L,OFClat_R,Precuneus_R,Supp_Motor_Area_L,Thal_LP_L,Frontal_Sup_Medial_R,Cerebellum_6_R,Thal_IL_L,Thal_LP_R,ParaHippocampal_L,Amygdala_R,OFCpost_L,Cingulate_Post_L,OFCpost_R,OFCant_L,OFCant_R,Cerebellum_10_R,Frontal_Inf_Tri_R,Rectus_R,ACC_sup_L,Rolandic_Oper_L,Cerebellum_Crus2_R,Parietal_Sup_R,Frontal_Mid_2_L,OFClat_L,Vermis_3,Cerebellum_9_L,Pallidum_L,Cerebellum_7b_R
Cerebellum_3_R,-0.026104276385982613,-0.259479421074461,0.6721693704041646,0.5526067776021166,0.5631352812757794,0.678714684104516,0.578582627669415,0.5421713088727926,0.43453993236825283,0.13044461786543454,1.0,0.6654236674096874,0.3586085957735926,-0.048179985159141056,0.6493270735901119,0.742308376409967,0.2835968383763276,-0.08870536225715236,0.603210088600101,0.4902636468108446,0.511324161620709,0.25956343550439837,0.2234161392440219,0.6839280801153086,0.7384221926376255,0.3730042144767574,0.49942991389621766,0.187946852867278,0.5728904440807232,0.5007672493223613,0.5163948504923922,0.17902497717278668,0.08629412390572586,0.5372380527513266,0.17484442656448543,0.14742472072215268,0.17335946914742634,0.47182312678968635,0.6775364982636894,0.1006667128081448,0.6773137726622576,0.5739469067952265,0.041562230793687316,0.24210840885375162,0.5837135876987668,-0.219850640284978,0.7545264600639225,0.4248486564265122,0.5636455699981732,0.03958705819836563
Fusiform_R,0.13286605722123274,-0.07409393783199607,0.5484181570935641,0.7695456932080398,0.4103010612360823,0.5477890510767179,0.405550572239241,0.45163993810536057,0.2637125159402906,0.061007792607159925,0.6654236674096874,1.0,0.8241564513839956,-0.06774119850208088,0.6232343423964485,0.5104170220971294,0.03825007058460541,0.34814520051986236,0.6001399132310921,0.4306113987129256,0.6235386874638407,0.20579647678432528,0.16142558327318218,0.583970519014486,0.7295768028781487,0.2746323594256924,0.40360850197700165,0.7271361882080891,0.42074138375005904,0.6069177844087927,0.495992276397843,0.34369719816632094,0.045710050483075505,0.362182321514824,0.23145745837751452,-0.09686606114713153,0.25239480290518834,0.22631860371496665,0.5124305239565755,0.1252920114866736,0.49661855459168935,0.4506266364845413,0.3110589022248331,-0.08400298110741734,0.4883218341402249,-0.30663868885576073,0.5715920760642494,0.6374094680125991,0.4944754043022412,0.32253106280526467
Temporal_Inf_R,0.20270179137246414,0.0034298482779488468,0.19418266838590947,0.5550533008412751,0.07375709149086036,0.2575984874532032,0.08747703242615132,0.20917090382699086,0.05067789684821725,0.028508388300937805,0.3586085957735926,0.8241564513839956,1.0,-0.1097335522872851,0.3632912981259167,0.17857300601878054,-0.024371314260278835,0.31355717288374063,0.3274050964762999,0.2038623554937478,0.49603092388845876,0.057035063626129076,0.1592347906102687,0.36298280562329016,0.4242112590439222,0.009951227578841962,0.11495342827062587,0.6929683885153142,0.05706128047917225,0.45382110904173245,0.18309216561210168,0.32963338733130815,0.026023889102039396,0.06444460712440069,0.14941574344305483,-0.11295199808411199,0.2056761183942202,0.04209308724007192,0.2378885373798139,-0.05668719709392701,0.17516154537320935,0.10330313968231014,0.37585326766714966,-0.11784246793985831,0.22728938806046975,-0.40790100061574897,0.16406625156718355,0.45960153104105606,0.2866397096687694,0.4170458341784463
Temporal_Pole_Mid_L,-0.039777777606135316,-0.0584113350126658,-0.01060012607680218,-0.1008718300142043,-0.03304759033556711,-0.23111667787013157,0.024396077276837944,-0.14498016068908787,-0.08159809419655904,0.10334387141715817,-0.048179985159141056,-0.06774119850208088,-0.1097335522872851,1.0,-0.11064243355497372,-0.06792937025522941,-0.32777233254177984,-0.05090126554504706,0.00770307705138755,0.08877694977547647,-0.016145749580693515,0.09304111276649026,-0.135442565785927,0.041798969287276354,0.09448791464205808,-0.3908316625907351,0.043184756991759325,-0.04047789041181602,0.11402593843996259,-0.2727630688032392,-0.12490349795799778,-0.2766664533776166,-0.5105708752217232,0.128110533901832,-0.13206680414773803,-0.3925920449911066,-0.19094709010754257,0.06234247945804966,-0.09477650449900173,0.09897701101502544,0.0567375654041477,-0.07012628393917439,-0.16175255531611757,0.2871658261984786,0.06365578915076196,0.3403062580154505,-0.016796028931217465,0.07013529531235808,0.1326374926664566,-0.10581680957272808
Hippocampus_R,0.020710115924132383,-0.29302005199358566,0.6665932720528617,0.5108915019003359,0.6495596724628773,0.8635352823604172,0.5492362496256421,0.7626580143754377,0.7108558319891943,-0.05534568480927153,0.6493270735901119,0.6232343423964485,0.3632912981259167,-0.11064243355497372,1.0,0.5758413593674581,0.31461272501918125,-0.14347847233641092,0.48369658761494533,0.46092464214876167,0.4717626390512347,0.054050722278662415,0.5333268779875046,0.5573731433482739,0.5088419908479389,0.5353728408542927,0.7181706466987052,0.2829832020441733,0.5125605223026825,0.5499643622989305,0.8045987433394445,0.5757888138962813,0.44623808826436717,0.49570522822382157,0.6646405250595595,0.42614980431685956,0.6018286006766013,0.6278795122423311,0.8090888808693512,0.271687500531291,0.6274132516682714,0.406993873402866,-0.12423354970466323,-0.03268065246332456,0.401907652616701,-0.13449659390341132,0.6994195180131213,0.4871841118237577,0.2898490558262996,-0.0845154562103798
Rolandic_Oper_R,-0.07440971032260468,-0.09514214134336595,0.7550039622711144,0.590984705586682,0.5050269264394189,0.5885027126682513,0.42319277378192666,0.5238199036681228,0.30023868252822994,0.24468856110628942,0.742308376409967,0.5104170220971294,0.17857300601878054,-0.06792937025522941,0.5758413593674581,1.0,0.18887191612608656,-0.06769879798088264,0.6373445071311942,0.47617779329616416,0.5988596475354797,0.34891685588149424,0.09293744156270248,0.6956161046136028,0.6924688505022953,0.33895894789801656,0.5822894273806232,0.1196958080266509,0.5120896981148112,0.4429285364779123,0.5527637633146872,0.14171919864583885,0.19570009076473882,0.5117121866275879,0.18086341198013114,0.15951857443170292,0.2574910467915022,0.3499198929074448,0.6738406976059752,0.08364857910832466,0.6715368745183823,0.7898150273304865,0.006152574823621427,0.30658034181859845,0.4428792270024716,-0.198440165895019,0.7693938566578741,0.4910735417304045,0.5125121891674701,-0.039310125259695294
Olfactory_R,0.10679104901845188,-0.21533707410447672,0.22598198011308498,-0.008743240941680136,0.2712010407157891,0.5156862532167105,0.39687536207965574,0.490395948103136,0.47645953193531687,0.04927635595405466,0.2835968383763276,0.03825007058460541,-0.024371314260278835,-0.32777233254177984,0.31461272501918125,0.18887191612608656,1.0,-0.20327319169432437,0.0676260251705019,-0.03824924741160366,-0.11939862584445185,-0.2656563152005655,0.44210105132515104,0.081836333480079,-0.06331079302742738,0.5645072121669055,0.23189776220722644,-0.09850789846561436,0.04525865381190053,0.33703439613151454,0.4020474640997388,0.47713248214756365,0.41587127727292067,0.039610620377302085,0.3943375129361953,0.4267123686393168,0.256434656579732,0.44134051557180964,0.34255152674341344,0.1322283560549125,0.0035564502291412646,-0.026273175467952666,0.02693287352012624,-0.1565123743948503,0.029718466750308703,-0.10055645885830411,0.228196674657882,0.07084726097813236,-0.17902270661273081,-0.1388797121642298
Vermis_6,0.13100912323726574,0.4947391639795405,0.20130731895287798,0.31333271350796493,-0.009142753559035563,-0.19138052178781312,-0.03823582980355439,-0.13168016706652227,-0.328429549171154,-0.051784235580388735,-0.08870536225715236,0.34814520051986236,0.31355717288374063,-0.05090126554504706,-0.14347847233641092,-0.06769879798088264,-0.20327319169432437,1.0,0.2389614250591792,0.1525506074787525,0.19407338570805313,0.22864798172268083,-0.08923965275479231,-0.12764604135452084,0.21616195479318706,0.004885767456914754,-0.01887564967017135,0.7050239826933156,0.010394485597508146,0.09394325630843256,0.007024486245956154,0.14635290574027288,-0.08104585993438224,-0.1438241900813712,-0.15996201280767908,-0.377496201371084,-0.19031846525191623,-0.5792917233275324,-0.3087913060830533,-0.06770386312506999,0.08434783922933549,0.22997085590654825,0.6909287831138586,-0.42827498397711034,0.027069892512033105,0.2571833001332575,-0.03275637549360345,0.22087336494482884,0.09228603930496534,0.4923611430325377
Frontal_Sup_2_L,0.005880193767816767,-0.025614612328056202,0.6093362028504226,0.6015343104513714,0.4675787900736787,0.4819722877694329,0.3879167728141147,0.40095800005142435,0.14231988396138362,0.06613373150700579,0.603210088600101,0.6001399132310921,0.3274050964762999,0.00770307705138755,0.48369658761494533,0.6373445071311942,0.0676260251705019,0.2389614250591792,1.0,0.567324520839079,0.5438241701968302,0.33201096385871204,0.15898545443908815,0.574405806269684,0.7755979363760851,0.3479912348344533,0.6145605667781754,0.4379559408657598,0.48956153760981047,0.4413298685543919,0.48975219781883794,0.29459748742740177,0.1452663440049442,0.46971518316713656,0.18104299885827893,-0.01659604477109948,0.15595792241987955,0.15744980213638715,0.4192271343296116,0.09153003284196326,0.7370081597767477,0.7227362282722516,0.28337231311221683,0.0072607258225545765,0.5839060346612799,0.023685202519722854,0.6557436337375886,0.43201316908398,0.42429185242200645,0.25143846085512883
Thal_LGN_L,0.25819777104960984,0.08069558542872572,0.47695901268713164,0.36293295030158657,0.5396941380893776,0.3030723180087146,0.4441296909757329,0.3986876531541146,0.18525036461293742,-0.16186091258273475,0.4902636468108446,0.4306113987129256,0.2038623554937478,0.08877694977547647,0.46092464214876167,0.47617779329616416,-0.03824924741160366,0.1525506074787525,0.567324520839079,1.0,0.3298257547305184,0.19184804705349867,0.2505457565391667,0.39256110189690185,0.636718045086244,0.2625690290148551,0.5029155673237155,0.23211433658303632,0.27178128709793736,0.4915602364154076,0.43973163491828937,0.23163755977922956,0.28105164728393855,0.4553767814838009,0.2256105992293749,0.2438917841901854,0.24270679473276077,0.25542675240982593,0.3436261752037335,0.04871689732651527,0.7008320348841484,0.5667888617703734,0.02237748337596654,0.023562878507441726,0.49709319323157003,0.1475832187139696,0.5385825489809896,0.29297059619880406,0.15698103933695426,0.07626939796183911
Calcarine_R,-0.06188945496638228,0.07331345489439578,0.5305740843068881,0.6817630918635653,0.22811160830383212,0.3552240661774314,0.17381926925991348,0.23174166778189595,0.018549716174233052,0.2739163191157516,0.511324161620709,0.6235386874638407,0.49603092388845876,-0.016145749580693515,0.4717626390512347,0.5988596475354797,-0.11939862584445185,0.19407338570805313,0.5438241701968302,0.3298257547305184,1.0,0.5399673324547518,0.03775659894400446,0.757333359978501,0.5591835097488649,0.029043214962989936,0.39593267299455304,0.3867457698248766,0.3260932733243065,0.1832945377472973,0.42398537977193523,0.06703619783262414,-0.027102787181408503,0.2652559690554664,-0.005158092275213309,-0.11175633460188288,0.03676040185549355,0.01916639565398811,0.3690110707121272,0.007409164663157242,0.5477295415746956,0.5798813384760027,0.33181525492644964,0.29834689615961163,0.2780116331166139,-0.21170056558307412,0.5884466643466083,0.38483502065980774,0.5545377270398494,0.32593206999620544
SupraMarginal_L,-0.2045987389775707,0.1494806496152621,0.358237447084207,0.3224884620096918,0.13175605158187675,-0.04149923472674361,-0.017022590264586284,-0.029034178552808557,-0.18014540349970143,0.25953556810722606,0.25956343550439837,0.20579647678432528,0.057035063626129076,0.09304111276649026,0.054050722278662415,0.34891685588149424,-0.2656563152005655,0.22864798172268083,0.33201096385871204,0.19184804705349867,0.5399673324547518,1.0,-0.17718583518417472,0.32215684449852516,0.2651463828653184,-0.09831945750620286,0.17876652069142585,0.14577305273003344,0.1403945096912366,-0.08263086681052384,0.054228953459486626,-0.193847849145888,-0.1859933853924208,-0.0025814554946503214,-0.1928038035628512,-0.23421736766032816,-0.16569215767925102,-0.2167516870517638,0.09562423118716841,0.0009590664087127103,0.3979106394985127,0.5234878091610041,0.2919299346283738,0.3231569381516617,0.19594603460908677,0.08503738415772737,0.2826711494735389,0.20379986742267026,0.3504303498729131,0.1790216286325815
OFClat_R,0.12080198344542209,-0.06832881141906395,0.2565851042178658,0.010360879175004318,0.28131608529514507,0.5409955616633615,0.32393099604686115,0.4901834601380263,0.5052012522747729,-0.13733025398778903,0.2234161392440219,0.16142558327318218,0.1592347906102687,-0.135442565785927,0.5333268779875046,0.09293744156270248,0.44210105132515104,-0.08923965275479231,0.15898545443908815,0.2505457565391667,0.03775659894400446,-0.17718583518417472,1.0,0.08914635181254221,0.11101069336973857,0.4080260050499463,0.4660165936039167,0.1254638963216656,0.16497427522998173,0.3992483002799537,0.4967989249706025,0.6926688090683798,0.575935795825047,0.2357362628735383,0.6956120110776186,0.6158998709197995,0.4865716604395115,0.3611163296328728,0.3524763180808535,0.07506262911253285,0.31773549067567164,0.08949033775158743,0.04596873909203946,-0.1859006974068626,0.1587229126831367,0.17146075720252543,0.16434946954150384,0.12278206609671939,-0.12467525090607852,-0.0217852878609924
Precuneus_R,0.05506096737564069,-0.1365499513187279,0.5973690413242375,0.6937452873742861,0.34210739768435977,0.4966868025117547,0.48442775220044537,0.42671698656774865,0.24317551019153777,0.23784914443177682,0.6839280801153086,0.583970519014486,0.36298280562329016,0.041798969287276354,0.5573731433482739,0.6956161046136028,0.081836333480079,-0.12764604135452084,0.574405806269684,0.39256110189690185,0.757333359978501,0.32215684449852516,0.08914635181254221,1.0,0.6880045980252033,0.14189305210967582,0.512771187113078,0.12597101335001307,0.45205908601938105,0.3527491998928449,0.4683071522748319,0.013402254339901217,0.0038640059470328764,0.5858631971532536,0.05714453917691076,0.06871259013770002,0.09868059729476958,0.34118892814284824,0.5507890901471874,0.15198834802693414,0.559866578586784,0.5832517420179987,0.07333792748447579,0.4267794496819389,0.4108872500161751,-0.23455091067237105,0.713089112077648,0.42950142429031996,0.545421953237125,0.08862173349868674
Supp_Motor_Area_L,0.07500083549913263,-0.06750487413808134,0.6210651902125977,0.6356715127587742,0.5536000823094744,0.4430580906198138,0.5042043510696409,0.41148711403934013,0.2694012175916287,0.10507052314973524,0.7384221926376255,0.7295768028781487,0.4242112590439222,0.09448791464205808,0.5088419908479389,0.6924688505022953,-0.06331079302742738,0.21616195479318706,0.7755979363760851,0.636718045086244,0.5591835097488649,0.2651463828653184,0.11101069336973857,0.6880045980252033,1.0,0.27016711826310935,0.5154210120625129,0.40142861425881043,0.5918693123727112,0.5067728487136398,0.4148760594076568,0.07395485305578624,-0.026893754108611022,0.6488449763426491,0.07610819951743691,-0.033172893375343154,0.09460650047715963,0.27320768719307953,0.5390004681792842,0.15650705094834547,0.7575740911462474,0.7165715141860449,0.15374784278976117,0.1304153056923541,0.7595857871769455,-0.0500507351007228,0.7040702057633249,0.46725466045559105,0.5604290839889923,0.10543006642219901
Thal_LP_L,0.1530604468631055,-0.07625327101049498,0.4846124495990282,0.31566502700406696,0.6798459305824898,0.6370692285031124,0.5438243244971451,0.7484920517803791,0.6430839585858995,-0.22848585528990578,0.3730042144767574,0.2746323594256924,0.009951227578841962,-0.3908316625907351,0.5353728408542927,0.33895894789801656,0.5645072121669055,0.004885767456914754,0.3479912348344533,0.2625690290148551,0.029043214962989936,-0.09831945750620286,0.4080260050499463,0.14189305210967582,0.27016711826310935,1.0,0.5825493904077788,0.13484782512740653,0.32090878094487024,0.6526823997375523,0.6472233717160413,0.5527852821661902,0.5689535587833087,0.31843593974557505,0.6216721605414748,0.3962678132968498,0.4043121678342007,0.431857485053634,0.6122984161632599,0.39377214610664185,0.3703021230561107,0.34078782710352484,-0.010421332577602239,-0.43023343436349587,0.29017798121052163,0.1641422152756046,0.5561073075733725,0.26635880466028433,-0.14389621578238,-0.24954444513950805
Frontal_Sup_Medial_R,0.13904962482129352,-0.05127399976033934,0.7240125139705376,0.48230159643190335,0.640531614948999,0.6539928123167594,0.549213855324416,0.8098944524408194,0.5587958568473561,-0.09383440028424875,0.49942991389621766,0.40360850197700165,0.11495342827062587,0.043184756991759325,0.7181706466987052,0.5822894273806232,0.23189776220722644,-0.01887564967017135,0.6145605667781754,0.5029155673237155,0.39593267299455304,0.17876652069142585,0.4660165936039167,0.512771187113078,0.5154210120625129,0.5825493904077788,1.0,0.22837712157287035,0.45047256696937027,0.5541543241259179,0.7271998587495386,0.5491715167748986,0.4804961844979701,0.5995047634393749,0.6922315816600735,0.296327221505864,0.4848500963962735,0.43774111478493954,0.6837893626495279,0.37365344784778315,0.7217480249608321,0.5774181335840011,-0.012854027604358633,-0.06106892291368953,0.3199161517539762,0.22557280385034836,0.6453007114388639,0.49956814605042804,0.11626499508922097,-0.1308583926134322
Cerebellum_6_R,0.15686420692805464,0.23265356698204173,0.29323390895903617,0.599610890485377,0.08124750312739908,0.24051312854940834,0.060422539741767395,0.17007163148493343,-0.08089008095219151,-0.04164976079048526,0.187946852867278,0.7271361882080891,0.6929683885153142,-0.04047789041181602,0.2829832020441733,0.1196958080266509,-0.09850789846561436,0.7050239826933156,0.4379559408657598,0.23211433658303632,0.3867457698248766,0.14577305273003344,0.1254638963216656,0.12597101335001307,0.40142861425881043,0.13484782512740653,0.22837712157287035,1.0,0.1547411459400748,0.40268711621721065,0.319973095184897,0.4971013619768448,0.05479175370147085,0.0021336707385386984,0.21316017277971824,-0.3056595855609229,0.19070769126950313,-0.22084322478421692,0.07363542845152564,-0.05474378806008416,0.2413149042561907,0.27318537289015093,0.5996503033395008,-0.436966855389666,0.14680864246106015,-0.0722805906614024,0.20186439309751678,0.5446607461066999,0.22307850034655222,0.5747581559836152
