,Cerebellum_6_R,Raphe_D,Cerebellum_Crus1_L,ACC_sub_L,Frontal_Inf_Tri_L,Rectus_L,Supp_Motor_Area_L,Vermis_10,Thal_MDl_L,Thal_MGN_L,N_Acc_L,Cingulate_Post_R,Occipital_Sup_L,Parietal_Sup_L,Insula_R,Cerebellum_Crus2_L,SN_pc_L,Vermis_8,Occipital_Inf_R,Cerebellum_3_R,Thal_MDm_R,Putamen_R,Thal_AV_R,Red_N_L,Pallidum_R,Cingulate_Mid_R,Cingulate_Post_L,Thal_PuA_L,Cerebellum_9_R,Frontal_Sup_2_R,Amygdala_L,Thal_VA_R,ACC_sup_R,OFCant_L,Temporal_Pole_Mid_R,Thal_MGN_R,Raphe_M,Thal_PuI_L,Cerebellum_Crus1_R,Precuneus_R,SN_pr_L,Cerebellum_6_L,Cerebellum_7b_L,Calcarine_R,Thal_MDm_L,Thal_IL_L,Hippocampus_L,Postcentral_R,Heschl_L,Vermis_6,Occipital_Sup_R,LC_L,Temporal_Pole_Sup_R,Occipital_Mid_L,Thal_LP_R,Thal_VA_L,N_Acc_R,Caudate_R,Cerebellum_7b_R,Thal_AV_L,VTA_R,Frontal_Inf_Orb_2_R,Precentral_L,ParaHippocampal_L,Putamen_L,Postcentral_L,Temporal_Mid_R,Occipital_Inf_L,Fusiform_L,OFCmed_R,Temporal_Sup_L,SupraMarginal_L,ParaHippocampal_R,ACC_pre_R,Calcarine_L,Thal_VPL_L,Olfactory_L,Frontal_Inf_Oper_L,ACC_sup_L,Parietal_Inf_R,Frontal_Med_Orb_L,Cerebellum_4_5_R,Frontal_Sup_2_L,Thal_VPL_R,Frontal_Inf_Tri_R,Frontal_Sup_Medial_L,Cerebellum_8_L,OFCpost_R,Frontal_Med_Orb_R,Temporal_Inf_L,Paracentral_Lobule_R,Supp_Motor_Area_R,Cuneus_L,Precuneus_L,Thal_VL_R,VTA_L,Thal_PuL_R,OFClat_L,Cingulate_Mid_L,Temporal_Sup_R
Cerebellum_6_R,1.0,0.35099220381756496,0.4893921297405692,-0.3292442985419197,-0.7111951953185257,0.07626667140442146,-0.25424106829277626,0.8388799700941112,-0.30921181973087947,0.4884331679655247,-0.5903874017369644,0.13014300554970187,0.44210380647148917,0.18525925757297085,0.5421701056692396,0.34062950458243035,-0.556368317270481,0.6641217213964221,0.8200471625008298,-0.6214090090158728,-0.3943516619402611,0.2536934478970873,-0.7379396124130531,-0.731435828012429,0.5710957875163354,-0.10659563034910326,-0.16049313296914014,-0.43644399147475577,-0.5808960480614301,-0.2668155501564511,-0.6546830371025083,-0.6326871626970761,0.09311577052302042,-0.24899585154273163,0.06904839622753013,-0.02432677947585288,0.6734836162884048,-0.05605777863649,-0.49314716915002865,-0.17526573116176342,-0.4310808142507238,0.7205297880846572,0.2864420047725353,0.7087988022964433,-0.7745391487017532,0.08882600539059134,-0.669695065697686,-0.4313321352258557,-0.3021630521527845,0.8845941104988442,0.6064065804899952,0.04826522728839737,0.49060315013380457,0.5601826734332604,-0.19813686755010643,0.026970109753489784,-0.5461336238669057,-0.38324167147923105,0.08217486723436727,-0.4660547851420712,0.10737056608429567,-0.655647388755729,-0.28836471378269307,-0.6680029114705643,0.020204597078929718,-0.08029075249587743,0.9050017438059976,0.47061983073209623,0.19014365658368704,-0.4329465105604217,-0.5133156415763104,0.045075572996661276,-0.5462717386399486,-0.4938272742174178,0.411984377690118,0.34344959800742914,-0.6127391306601188,-0.3949451501945341,-0.132182117460016,0.09403451206863844,0.17438449338394157,-0.11139151395196176,-0.40677995711859993,-0.214520065804848,0.03420147346537966,-0.3446040072403133,-0.6495841494466975,-0.29185679343295023,-0.0664855946476675,-0.5462392619973684,-0.1880657119969388,-0.24650275043196385,0.614250126358206,-0.20510068864823439,-0.5411673597289834,-0.4859387056049375,-0.08419648112822434,0.47582211474139596,0.013608072982756087,0.8172736195723038
Raphe_D,0.35099220381756496,1.0,0.24111411677206648,0.08283467764341704,-0.0785715506280229,0.1443507054677552,0.17881662750545455,0.2646104207265538,-0.20484387875597088,0.136492971617093,-0.006585174936742396,0.3220275119353108,-0.016946607929124755,0.034145867371868296,0.5224962435731637,-0.09517323042948918,-0.23484412242587197,0.1714080059689504,0.3476765142712952,-0.16078698922564522,0.28288486788061484,0.2717450359167745,-0.29903171472198214,-0.02520827133813879,0.45653080446007605,0.31082379314441516,0.08653782967685,0.16550530113529693,-0.15364612677586237,0.06765254718521822,-0.26062276290366,-0.2269787440448544,0.3740715341746393,0.08949495118784967,0.2705808056224355,0.032164570829004764,0.3230962433147044,0.17995872553657957,-0.25564096888321003,0.02268070891841594,-0.04387169467559984,0.16287443659406883,-0.041772172029693626,0.1868466388090404,-0.05461047334231878,0.32645141912982545,-0.05824659316231841,0.0234680268186702,-0.0517454601633111,0.22133370087844662,0.14124080377080214,0.2970965278848056,0.3662022757927083,0.033450673279428765,0.02134874598773073,0.18993777695936276,-0.15107549655686342,0.08253809027908358,0.32841385783019167,-0.10630568475096318,0.10143429241496774,-0.16745839470404134,0.19709801813834021,-0.24074776265127765,0.25722562177929176,0.10416709421411653,0.3586579541759114,-0.02868218944774738,0.014251536842539757,-0.08490688107075559,-0.17432131247156094,-0.0867181884110051,0.048369677307710586,0.051232352471529415,0.07863511386085249,0.4149642686080528,-0.20840651381822695,0.0825114411314977,0.24532398397148053,0.2036422460901455,-0.04173727227166166,0.1821884503697414,-0.03948261649965752,0.11922875286383718,0.2890625397642011,0.04889175945759067,-0.046116098819258045,0.059622500615564254,0.08729889219836333,-0.0876783661997974,0.08687245024969548,0.23185718492208715,0.07148706430986515,0.02385554605991919,-0.04766463297969463,-0.13706075215707983,0.1602241457352896,0.31140481726629393,0.38981811051207044,0.3702502201980694
Cerebellum_Crus1_L,0.4893921297405692,0.24111411677206648,1.0,-0.2097579602817814,-0.2920678166460832,0.02465474750003182,-0.11713875343741116,0.34367159171317596,-0.20172491046157784,0.2371151568269798,-0.16669539549716006,0.10047283666657822,0.38188003980286817,0.32966873375643,0.2913809679526681,0.42676798360355384,-0.4571764437100076,0.20228491376586083,0.4160449499687473,-0.3316754147119363,-0.14091285774605994,0.020729692288054373,-0.36775351888173236,-0.3429115032400016,0.32509981053986614,-0.09653781539387465,-0.12017409816481006,-0.28474155040993826,-0.22585194268083528,0.039922081813090565,-0.3335688326791175,-0.32189802094497844,0.17451487579188654,0.03197033523205147,0.1799695397603384,-0.044819154085555694,0.32469615521593287,-0.10386692610828514,-0.00638530597559514,0.14454015412170063,-0.1867924323208109,0.3787972823078682,0.3978011201228336,0.3662862961413466,-0.43522261609827473,0.02205388517392712,-0.3421442958627264,-0.09867738806046585,-0.05518901494365995,0.5207748214755498,0.44767773672566297,0.332752481566885,0.3870928109237949,0.37620848015287545,-0.221155546762129,-0.015245170861496253,-0.1650838111813162,-0.2687853572396675,0.0611007018188958,-0.29733251292955354,-0.05521980330144344,-0.2859465845698489,-0.1915923717005174,-0.42332695486435973,0.08323138227531963,0.012968043859970453,0.4207835602023906,0.3963862572776875,0.13471103845142693,-0.09450427648850984,-0.22112365869707806,0.11015498334462652,-0.3404867962342594,-0.07146932653365994,0.28667444036540823,0.26741006196046563,-0.2037012051856043,-0.21486491417540735,0.047990595392290655,0.18624574304039987,0.045750872662273456,-0.1909504213388743,-0.0433448444545697,-0.23811341741476758,0.12147453375441987,-0.016455476644978897,-0.1789268377241513,-0.03275219515157467,0.11447884006357059,-0.1986449369521053,-0.019633286152197733,-0.14664834029895743,0.3667522122790255,0.11209011696841467,-0.3119128197257769,-0.2577471936663938,-0.11206579533916326,0.2939979238318667,-0.028613233100122388,0.35726782766134024
ACC_sub_L,-0.3292442985419197,0.08283467764341704,-0.2097579602817814,1.0,0.32093081687896735,0.21734114713699976,0.23324061544850053,-0.2609583054053772,0.09346089298629992,-0.46821705340690384,0.6260158539456947,-0.04807643077073261,-0.6037697392546462,-0.3598566968695387,0.10174218185504084,-0.4122784501376745,0.3265867548649775,-0.15500705795956887,-0.19503644680215412,0.19053695297952888,0.39590633041515655,0.24294923045851288,0.26996708912029344,0.5504855700135063,-0.26691906215912975,0.18131117620375495,0.08423893084326821,0.4966942795563769,0.43536599944351817,0.15225068988481205,0.32160906532626,0.4000804627807288,0.05755800366204817,0.228665973043165,0.0621444885300451,0.2006387286087314,-0.4520443461375027,0.0484298446132841,0.12504925716268864,-0.060437424531981435,0.35889270795338474,-0.5612063385149731,-0.5007145433397576,-0.35198474097475724,0.6327286577044304,-0.0012375975756785452,0.41164737746247204,-0.019807318365715563,-0.13845960212628156,-0.4483714074226147,-0.5129225258045936,0.18527506541162791,0.10317196365523826,-0.6056032824282722,0.24782025306000435,0.4208678525687835,0.4149317084380281,0.4434043580021857,0.017731189193257356,0.33414450670145146,0.15814444681685685,0.3568582877514277,0.22669895105160565,0.21179814780662576,-0.014474582079890164,-0.013352381723879292,-0.19767412875891882,-0.39844336416191417,-0.3364534435474026,0.215532467912554,0.03495268164856155,-0.27539798473899546,0.5782290273486984,0.2571173466717457,-0.36937661943333033,-0.11814862403354812,0.41927042358484073,0.2778843598128334,0.09084564621713749,-0.24322245552096783,-0.013741922088036033,0.27553436774422907,0.022097278014385317,0.25382349083107564,0.3455933257317413,0.10241035906691506,0.47197222969581615,0.4123233884657113,0.07107826438160551,0.026056789323812026,-0.03704924723213516,0.21369848423342416,-0.5985238137789206,-0.18102586664591044,0.43890754914317415,0.36491406949230987,0.13948623604743976,0.1340635791673853,0.174752481891478,-0.11250289629907056
Frontal_Inf_Tri_L,-0.7111951953185257,-0.0785715506280229,-0.2920678166460832,0.32093081687896735,1.0,0.1676157181559414,0.7458348818493412,-0.5751858917422633,0.3847092610948565,-0.16658508669878713,0.6193047072104105,0.3147704959532605,-0.22932001705428107,-0.02419037772370227,-0.12409683494169345,-0.32961946294489425,0.5103610853863202,-0.5830917873575096,-0.7047318895971301,0.6699441058739448,0.5460868297062978,0.23404378091616956,0.6772934744641785,0.6743906006061472,-0.07097100335860324,0.46466252475994757,0.39679304199962356,0.6609714467079791,0.4881063837803912,0.6153632088643264,0.4718605346156286,0.5305814291470863,0.3748271193004241,0.27553317976323866,0.2627284201580429,-0.09958910913523884,-0.5276082392829406,0.4382158096460548,0.45481747368790093,0.4530461710307314,0.6066777826343922,-0.3301639320794252,-0.12535150435870387,-0.4571921925575942,0.7544455627079006,0.17818351875915783,0.841254257141569,0.6153912720367659,0.6240283616745901,-0.6636257461821505,-0.3210873131588354,0.07169224330582015,-0.26531651101778586,-0.3413286168461604,0.5321509240113173,-0.11274170912142917,0.5822807271432315,0.696577091607925,0.1280894675231554,0.31161499113467545,0.035483898718425166,0.6886236704629431,0.726942183088622,0.7121587760070666,0.49777351688081817,0.48900564905246063,-0.7682374199499143,-0.5455775297034344,0.22351213244439855,0.45287705330054806,0.7829251985563646,0.35527427372946735,0.5669346153304542,0.7964104618796843,-0.037665049977102356,0.05868426572245421,0.5784043251059524,0.8178720221368156,0.6033045928456188,0.1345714084912171,-0.31197734743216204,0.3532519094517873,0.6937282132691487,0.5672036280084128,0.22196243626332945,0.753296261740126,0.7094998516451558,0.3719010121987091,0.15826511546641223,0.6589150535059763,0.5413513724676973,0.6721615483934931,-0.3446505397793504,0.4506329675251579,0.6316443942479282,0.3918788492503843,0.4297672924581112,-0.41296008099509207,0.35971550085397097,-0.6422682950688225
Rectus_L,0.07626667140442146,0.1443507054677552,0.02465474750003182,0.21734114713699976,0.1676157181559414,1.0,0.2406420950027286,-0.015401585296441714,0.23041643658387315,0.1710329642156887,0.19241821412928634,0.14678247397838864,-0.15681254205107953,-0.08338867115725031,0.41120710411812506,-0.09754862377127081,0.12483794813480457,0.011477115078585154,0.04179164325648983,0.07598232081697738,-0.030949169748541092,0.38822247936517085,-0.1381363524438331,0.060023851510250054,0.1730347524408775,0.09780129420011151,0.010181484757801553,0.17341377999762084,0.07240134615463761,0.33937201890986,-0.05783282079683927,-0.11149143011665395,0.34327131932954175,0.28039359320611906,0.09935455269943351,-0.0890334085257023,-0.014933870950016713,0.17415281536268273,0.17930486692004247,0.03800395962690651,0.05140269554715761,0.005091296312587695,-0.015192889270765036,-0.005332510978530778,0.05612878144741477,0.1018545289211508,0.17018486016504794,0.007644361621204446,0.07768285757581939,-0.01887753541772453,-0.05247612192686013,0.01830965142487237,0.3171744486917993,-0.16148503750412843,0.33201441587315905,-0.0792168087800888,0.18429551410120465,0.374175475345888,0.26784061753344957,-0.26884902857826604,0.2184135143816771,0.13000373841788332,0.1932753438130654,0.008323683986586944,0.31330897242592304,0.041598719778683756,0.11232795359992556,-0.05928558174980199,0.030811270839842385,0.370498315327847,0.040311140692375756,0.04305244824125785,0.17998108993149875,0.3121280073989953,0.03865401442789066,0.008466847441805238,0.21175087572406737,0.19547422451460522,0.2987560148723619,0.07975382439972235,0.017968628523411162,0.28161541944782814,0.20933053658166248,0.37782536832188957,0.33777039765474487,0.294933904617916,0.18819359946796432,0.3466364327988779,0.2997787434552143,-0.0854023782467052,0.04732816371284283,0.20652370858343527,-0.011551365907387076,0.05671575046918013,0.293950496999104,-0.1846007338081446,0.26746598819204953,0.07440404888270516,0.1311993271203953,0.19701752266527958
Supp_Motor_Area_L,-0.25424106829277626,0.17881662750545455,-0.11713875343741116,0.23324061544850053,0.7458348818493412,0.2406420950027286,1.0,-0.16076004296744884,0.34185702751959907,0.06630671105579385,0.33116677494321173,0.7177509779096013,0.09140145423121104,0.2310510229737622,0.31704885028256546,-0.21937301045645644,0.3960646628366625,-0.21206997181408266,-0.35832380160415905,0.5139768116100127,0.48519930647102083,0.5837147203181248,0.3655701973956629,0.361493252689705,0.4176199834190585,0.7584384367855187,0.6345840621744474,0.6567087623954748,0.23164294998469798,0.6980224474672913,0.29003017363426736,0.2724836539766448,0.70042524894573,0.17640916601826817,0.2667089777221543,-0.09890732851821293,-0.17258658116150202,0.7217506109827536,0.25317917845655324,0.6398937568298878,0.6325092802369767,0.05933049514228945,-0.034293960770023196,-0.022946140206892507,0.4618858398016128,0.4511208649982913,0.7194109797604562,0.6839817190023206,0.6504124045486263,-0.23069479746706634,0.10792021181341102,0.05636446378364186,-0.05522042270856073,0.034049334632416516,0.566418066265051,-0.0661785289415814,0.32840825438784543,0.7127126801801208,0.20723290711230696,0.04339618200565113,0.13549510853414912,0.3688342562629508,0.9203524857469101,0.523772700419093,0.7159503183257959,0.7573416863050072,-0.3227131749074022,-0.43712396542303705,0.4031301632044334,0.27183511137111405,0.6816902484054638,0.5798558909929561,0.46571071266023795,0.7041148005280915,0.3022981222396329,0.38120241447248016,0.2899340926784106,0.8764721867323833,0.7975475792217079,0.40649199408351666,-0.23383706828161813,0.47703034645757897,0.6798790547117959,0.676626268083358,0.4076218897858331,0.7894248927178414,0.463494767389851,0.2704022029098797,0.09953337970619815,0.4668416970252551,0.7495526651612272,0.9305912942581603,0.06999342691247955,0.6218991951046206,0.4714101166105839,0.25124446579381327,0.63894149828675,-0.1806055761351099,0.7499846405554464,-0.20959299575979526
Vermis_10,0.8388799700941112,0.2646104207265538,0.34367159171317596,-0.2609583054053772,-0.5751858917422633,-0.015401585296441714,-0.16076004296744884,1.0,-0.22949661046768952,0.3708446932898986,-0.4862179824431901,0.11690549303873769,0.4435925230188486,0.15043478786846048,0.4150196892547828,0.26288890665760756,-0.44505716214137847,0.6316197696826373,0.6310669404452003,-0.5876091256938961,-0.2954810208231519,0.13957018187363404,-0.5956646871521052,-0.6063969964359809,0.5803237908670364,-0.056403008029801124,-0.027062265468478775,-0.21507034383273074,-0.41324246667381087,-0.22855340233560967,-0.6366513042354454,-0.5087323595222666,0.10246460814803461,-0.394799567126207,0.03877562731373141,0.09746231487990267,0.5959623074606387,0.034905663050461444,-0.5578155786511527,-0.13753064431942394,-0.32247658096605103,0.6922325110023735,0.21080198183742554,0.606876603375555,-0.583878422503521,0.012239378338946526,-0.5721780561380616,-0.3412031298437702,-0.17148717185263976,0.7628354127238541,0.5086591028135145,0.04445960294603862,0.33903476287018924,0.5928375213220037,-0.210282631427889,-0.05644047503334097,-0.4577997470613861,-0.36166644868298525,-0.16604761545069444,-0.33818976315973936,-0.015995176799565358,-0.5889019336886855,-0.16704689052142224,-0.46731899070883604,0.0901676969362256,-0.030958614163630133,0.7216163144711554,0.22744692364744784,0.26003146811451616,-0.44831320720207635,-0.3537613558651031,0.12454643833150586,-0.5637278363176765,-0.43608653552013305,0.3697012035604568,0.3541218584019319,-0.6643824774324844,-0.28261662079428757,-0.07419675934861486,0.14823593879164204,0.14910944269980123,-0.20649862947419137,-0.32918302568693997,-0.2618695908646545,-0.08299522776455841,-0.29624826792112213,-0.5671183309116002,-0.31101551024538054,-0.030155794506112808,-0.34980541173252233,-0.14424899751332065,-0.16707518289391535,0.5386560434619998,-0.15863229968478698,-0.6040892493214851,-0.19962919812515353,-0.09989877545711592,0.31272504901108655,0.07072382778186165,0.6456303738445287
Thal_MDl_L,-0.30921181973087947,-0.20484387875597088,-0.20172491046157784,0.09346089298629992,0.3847092610948565,0.23041643658387315,0.34185702751959907,-0.22949661046768952,1.0,-0.14752091927445382,0.11382192871568779,0.1404385648783001,-0.032622722290156815,0.14572079750161882,-0.07902182716636351,-0.020865077350972278,0.35487606700148655,-0.15760074376141847,-0.38979920483743546,0.27412581245341816,0.021456939562170905,0.10979999907673581,0.2988223312964989,0.1607201189627453,-0.10445844406693545,0.1193047804152332,0.13847390035616378,0.30309304096511774,0.17433026927118214,0.32110628180285417,0.3057745324209426,0.13381309964018348,0.14593600821552777,0.1687585108046532,-0.02411537700903593,0.13331587787730034,-0.15993348517355085,0.2707860073387247,0.4346682587597131,0.3469575013321446,0.43727874825763224,-0.11136290121908997,-0.05995532766954097,-0.22260942392312405,0.2527753739342364,0.057450788497190014,0.34861420477190613,0.2720213737746488,0.18691934255634013,-0.23463189147283556,0.0017070491490807317,-0.18963908742955266,-0.0631508876511286,-0.0738943743466043,0.22681811280371275,-0.2150867281402968,0.19495110573172864,0.47224743199045705,-0.00883143562562426,0.020372551737361393,0.11952771484408464,0.27720903002722463,0.2851310784336714,0.4293617501038381,0.22139406297713257,0.23766985637059387,-0.30970356606689287,-0.15170273871781945,0.0355343013443714,0.23296659570554853,0.3676739888710019,0.26551539463504253,0.33979892588694577,0.35259264423470693,0.06358107147813234,-0.10609754109103971,0.18984030650319467,0.3424339377407458,0.26812217615503314,0.10301146193626887,-0.10753838345308836,0.15473913048302776,0.4196764878419333,0.3725535730721848,0.18649766682995086,0.391754766899958,0.2367087146045703,0.17817955708092864,0.06327322875466665,0.08882221134050232,0.2595540888341797,0.2649108503927423,0.014578314124629189,0.30958113829990097,0.3006277076772145,0.38985589255454545,0.15843514341583095,-0.15013887227461484,0.06479993869478942,-0.2700251545946139
Thal_MGN_L,0.4884331679655247,0.136492971617093,0.2371151568269798,-0.46821705340690384,-0.16658508669878713,0.1710329642156887,0.06630671105579385,0.3708446932898986,-0.14752091927445382,1.0,-0.2425670613441801,0.3355544710055905,0.554970307804648,0.180910682058094,0.34582109698660296,0.10653370983800445,-0.3131757815672017,0.20258737814050803,0.36579781655377575,-0.09411388360118943,-0.2574408874105566,0.2505253910153436,-0.39063162459961137,-0.4762676197917625,0.6422938099760268,0.007829861134032081,0.1322693500628397,-0.3339281665166392,-0.38728167624621895,0.048721201030496986,-0.5488206100223623,-0.3792517534808758,0.30213167554052833,-0.1019032141914362,0.3101417616175838,-0.3114531208112587,0.4210017836158767,0.10527999005385279,-0.16463545545815653,0.13998021303399164,-0.33144220148742637,0.6403446289200405,0.28150875083078625,0.5269169206820494,-0.5245123977569863,0.12227220714683304,-0.26290860186524084,-0.003626757470778507,0.2224107553585754,0.44356274452191957,0.5635364400314327,0.08098631931819399,0.262234230328493,0.5511803194868893,0.08373954277338867,-0.2954512965832974,-0.15753220370904047,-0.1637960421763931,0.22355845531903076,-0.44576919055262737,0.023187994940957406,-0.32879067000355533,0.04586582499063787,-0.24382854345889998,0.4782707305908138,0.09836545783218063,0.3866224885173076,0.07700386195672008,0.5379693109016456,-0.13260944054534518,0.06377737030717072,0.3083134195685948,-0.48797613187025807,-0.02862915443750563,0.5144890878841746,0.39650300884881423,-0.23356789491497848,-0.04590871978534091,0.2116481324319768,0.2690240715300439,-0.02437500759327424,0.010467550557443188,0.10116572046190525,0.08038123026787133,-0.16651698164664788,0.09716696656961991,-0.2936971584492163,-0.15752665431081128,0.1344625006568695,-0.012209875939798017,0.11461201018652767,0.04470515249405351,0.5885421512005985,0.1880355488136688,-0.24814693562176166,-0.5888428575290124,0.17620666770172438,-0.009038668054045181,0.0771180611752055,0.34554046825612833
