,Thal_LGN_R,Cuneus_L,OFCpost_L,Cerebellum_10_R,Thal_AV_R,Vermis_6,ACC_sub_L,Frontal_Mid_2_R,LC_L,Occipital_Inf_L,Temporal_Sup_R,Insula_L,Frontal_Med_Orb_R,Red_N_L,Frontal_Inf_Tri_L,Vermis_9,SN_pc_R,Caudate_R,Angular_L,ACC_sub_R,Thal_VL_R,Paracentral_Lobule_R,Heschl_L,Red_N_R,Vermis_10,ParaHippocampal_R,OFCant_R,Putamen_R,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_R,Thal_PuM_R,Calcarine_R,Cerebellum_8_L,Olfactory_L,Thal_PuL_L,Precuneus_R,Cerebellum_4_5_L,Heschl_R,ACC_pre_L,Parietal_Sup_R,SN_pr_L,Vermis_1_2,Cerebellum_3_R,Cerebellum_7b_L,Calcarine_L,Thal_PuL_R,Paracentral_Lobule_L,Occipital_Sup_R,Caudate_L,Amygdala_L,Cerebellum_6_L,Vermis_4_5,Insula_R,Frontal_Mid_2_L,Frontal_Sup_Medial_L,Frontal_Inf_Orb_2_R,Lingual_R,Cerebellum_Crus2_R,Cerebellum_10_L,LC_R,Cingulate_Mid_R,Frontal_Med_Orb_L,Cerebellum_9_R,Fusiform_L,Thal_LGN_L,Thal_Re_L,Hippocampus_L,Thal_MDm_L,Amygdala_R,Cerebellum_3_L,SN_pc_L,Postcentral_R,ACC_sup_R,Thal_MGN_L,Fusiform_R,Cuneus_R,SupraMarginal_L,Parietal_Sup_L,ACC_sup_L,Pallidum_L,Thal_MDm_R,Vermis_8,Temporal_Inf_R,OFClat_R,Rolandic_Oper_L,Cerebellum_4_5_R,Frontal_Sup_Medial_R,Vermis_7,Temporal_Mid_L,Thal_VPL_R,Temporal_Pole_Sup_R,Cingulate_Post_R,Thal_MDl_R,Precuneus_L,Occipital_Sup_L
Thal_LGN_R,1.0,0.043191706140397204,0.2955511434014201,0.4078581978687266,0.1786121550494422,0.340411667983967,-0.23962391648722142,0.3244311703552899,-0.08012646124492079,0.2055570220843471,0.3260655645508435,0.3766833471147242,0.023744367220215053,-0.002700470758713784,0.21402602398492399,0.31621123619129954,0.21816608443876198,0.35127276510902833,0.11988172649564377,-0.02326413075987537,0.4220738222442477,0.14501338924906304,0.1728046317817373,0.06096254004925334,-0.011759809726572552,0.3395192600964891,0.2744320032119765,0.4861643439295797,0.44968016873845146,0.2956727052514601,0.33291095186476843,0.22041427203134456,0.21957590627474022,0.2270921538982003,0.29639091785042265,0.15743082338560677,0.39916108080984647,0.3359950565110201,0.2506597071880963,-0.21385884563884155,0.5074481895261567,0.20797207549742128,0.2755551810781027,-0.05598760058197494,0.2257742711007058,0.35734404170239736,0.3003293498423894,0.1869162999516179,0.30345604316254154,0.3506808846331028,0.35547149877381223,0.4023006922224536,0.4043695305705669,0.31218117675679713,0.1645719939270111,0.5184699475844732,0.3679856998854249,0.28415204543382305,0.40704025188770177,0.09099240072309661,0.22699880856623264,-0.41655944272733264,0.4453670739477997,0.3853833006156596,0.5285728721782278,-0.017417437006259334,0.6043197698152993,0.4536152181006601,0.10306410877363725,0.3631914185272063,0.20224265992674706,-0.007885024021931608,0.2914264341522592,0.48434009659562965,0.40106719172485045,0.03276408581867671,0.17034834911641325,-0.04948147086901321,0.39881930313760544,0.29088864283950927,0.22107962659644528,0.2485580989652917,0.19450428510158915,0.18628407618463494,0.2721109804741152,0.3844223223263235,-0.023898380410025163,-0.12846484765585373,0.3308834255578685,0.25024373259808097,0.10296102147975132,0.38821398532825424,-0.15105816915102696,0.4269449025253514,0.10571342912051626
Cuneus_L,0.043191706140397204,1.0,0.2674054704938235,0.4056914945691368,0.25254685210119804,0.5721887352396521,-0.3051394638939993,0.4652322702346401,-0.44734311813541716,0.5516261512946048,0.48770413715720284,0.4644375749207384,-0.2110161906922033,-0.08876870846549359,0.16576797397504975,0.6053257632938891,0.3682555622088733,0.1713591197263162,0.49844526658453053,-0.30690409430342175,0.0964831605559239,0.18632441816034892,0.1057468590878056,0.30076326465168773,-0.41740374906111627,0.08719954437684825,-0.37398986815973045,0.21277669224185988,-0.17882595929933703,0.5830894311252294,0.5969896455425932,0.7282306666417043,0.554094329692175,0.008354526889986927,0.6429883103573231,0.4930792599682381,0.5564567859943971,0.5240375887582647,-0.22118324729830693,0.05200458087502905,-0.0975559747651375,0.37055909295142164,0.3898681648800648,0.19465018477786897,0.5678442630414594,-0.2623841286354048,0.4645342744789162,0.7910389123233181,0.24392867898042542,0.35754251255712316,0.5811940013996173,0.45487335281690267,0.49390703353149873,0.4330650931202166,0.3637307809243563,-0.007369909989250492,0.620724568023272,0.517794066431945,0.42746521442456586,0.07245413654397814,0.3124882502753328,0.2125375779181834,0.538500567812603,0.48435727708680454,0.3674501454608194,-0.5407585110742998,0.1730453045502844,0.31243215816049735,0.5098670894131525,0.19364011947021573,0.24590124154036827,0.20639984542374976,0.43402501263147425,0.1178855581636693,0.58463631287593,0.7985064626302542,0.45102279200057127,0.2411328675313992,0.2900494317264951,0.21283816566803,0.10411087968983793,0.6086277360868576,0.4252331327139496,-0.22676099281235193,0.3187021940912756,0.5338310394169804,0.2573588780235347,-0.40330057784240714,0.5521048029024302,0.03864814811128205,0.35974030374383825,0.17802618754216112,-0.12565031944179417,0.43295062236628845,0.7821121502565389
OFCpost_L,0.2955511434014201,0.2674054704938235,1.0,0.6734828059914786,0.6482486149264931,0.2704403854922168,0.4636561008394864,0.7059980666364267,0.2373573606522231,0.11525085467782689,0.6419300522476649,0.7170730278484181,0.2192890871073598,0.49886664618289894,0.7341646549683923,0.3235687575059403,0.7236745060534863,0.7594636067502818,0.4912733383575101,0.37518079602350546,0.6962154127721549,0.4520485716647745,0.7077598212396823,0.6709302234083209,0.22989301800269432,0.7146276597604596,0.4296956391028581,0.76512965797107,0.620477623740503,0.5457152916854286,0.6385404886799201,0.46407475606298854,0.16446848565567423,0.6463024942846207,0.4034299743039577,0.6364706598496322,0.7257018068324181,0.6962100863000245,0.6736819089106929,0.016130975596468006,0.5030876431336879,0.5883453796747651,0.582348503904992,-0.16665605265812336,0.5463430114087696,0.49721891027018156,0.5926442350988393,0.46472124083200117,0.7711439328709004,0.43002425927105364,0.3308260149381036,0.7087170922345849,0.7275853501241503,0.757055955634789,0.7092176031617534,0.6933397295016542,0.5276895644874924,0.5564947794907363,0.5530488936930684,0.5047997436721123,0.5285754090326297,0.061284318245159196,0.49245593945245525,0.49476450516938947,0.49906092184741063,0.0087716055591013,0.7334659920226899,0.6748021201790493,0.2002396030194822,0.7457968519510128,0.7238439763441362,0.2663284170603577,0.7760711011142464,0.5451211063895164,0.6983739641779668,0.2963213977605713,0.6477472849622418,0.366916735178385,0.6825648421470786,0.6294250052135743,0.6230748953691203,0.3336657077253636,0.6382488114681024,0.15961462196518955,0.7319581681925649,0.7334863988263373,0.5119444111706888,-0.17477502311579118,0.3834101495889957,0.6519556485183211,0.5746645324310095,0.6666960005909537,0.47245826127605134,0.6823395161243908,0.37874319156728237
Cerebellum_10_R,0.4078581978687266,0.4056914945691368,0.6734828059914786,1.0,0.6391789794714234,0.64270015301004,0.040335468257633844,0.7935406824446684,0.03711387397175485,0.48710574900811726,0.8311965690284941,0.6994624850157347,-0.10372344064310537,0.4149461522091532,0.47103180947004714,0.5980622662148317,0.5391629176741703,0.7024209173998481,0.27191899076676035,0.011544194640660218,0.6568093376397699,0.1983615279092945,0.3494178871662135,0.7030991808507858,-0.04854474021778743,0.6447998264953546,0.11430531780685871,0.692988974919352,0.37566909705204227,0.48573655468398663,0.7548834696182348,0.6669649655769428,0.5304353279209211,0.4774410262565019,0.41429543159287496,0.45370340348366844,0.837942447573949,0.75933661930275,0.27069819133715906,-0.3320044560839845,0.36443558100872686,0.7733649097876145,0.8813326053803943,0.09072331825471576,0.6572883334003014,0.37042207914883846,0.520974335551854,0.5294590132244935,0.6917961008082099,0.44911585978672025,0.7077092367970942,0.8187779216771449,0.7829125675676109,0.629952131405684,0.39813311621827907,0.5026483220533292,0.7884932881401452,0.4583283454192668,0.8135261591543574,0.3576796736542451,0.54045661972278,-0.01636895561018376,0.7926254861974518,0.8347860501503886,0.5809309744674211,-0.04505164202372349,0.7277237772452246,0.6473951489412101,0.2980274807301313,0.7755600423549622,0.6059347896731528,0.15672110365689576,0.6840336185812173,0.6242061915583964,0.8308312800456837,0.37460539422594935,0.5113458868370383,0.0005520033308990504,0.6578098196418799,0.5581013836232184,0.6374064249864632,0.5176599518883644,0.6465659751666799,0.17838215489737638,0.5788604181465888,0.8915201229532778,0.11344264629026728,-0.2845161037537713,0.6168874296146651,0.6627001126737433,0.40733616802701433,0.5119531549511022,0.3302299553729726,0.5796576722979541,0.3846018451902278
Thal_AV_R,0.1786121550494422,0.25254685210119804,0.6482486149264931,0.6391789794714234,1.0,0.26937228642951344,0.31922627504915563,0.677908643611675,0.21710321354618187,0.08887103216577977,0.619404990444407,0.6031238016423707,0.1225017340286107,0.3715497959123449,0.503738963860089,0.30180376048942015,0.6103758434122079,0.7720738425249496,0.5019072350222996,0.25583598831665283,0.6822004811447967,0.34042381718051096,0.5659351113686633,0.6369489824684317,0.1432837254630341,0.5663227319188586,0.2657001325188562,0.7375018222845391,0.39145892026981194,0.4707429265715292,0.5387224396450194,0.37303183041514554,0.14796177641225947,0.3437317723504965,0.20617828002469568,0.4707734852875528,0.5958059579931178,0.6613519502744967,0.3560900076951147,-0.19089173582692723,0.38398928590266956,0.5444482538511635,0.5875089170606634,-0.1633171440178398,0.3867334166264067,0.3705226853079598,0.5439025515022843,0.40124097061628017,0.6088637004862497,0.16406426833105436,0.3463312158104841,0.548016114024999,0.6608403784407818,0.5919784220924253,0.5348987837794988,0.5816063367366962,0.4790489503460423,0.44328879869338483,0.5344748772416003,0.44719247737714873,0.5220810735222865,0.09770548329718702,0.44371751117251423,0.4345582104176011,0.468189324175855,0.07224819441119491,0.49442334495658674,0.4713903717637523,0.13155530431885654,0.6672468392522235,0.5464383894787157,0.10339180704344601,0.5674745591571035,0.5440131449414247,0.6327130952445793,0.17195117235865726,0.6039135220399168,0.25834020244274064,0.516077702107419,0.6535255943519108,0.5093404554734247,0.24929372193207372,0.6265305275604118,0.22081134098949606,0.5824532542578372,0.621190641987378,0.35550529449665286,-0.21353662099301543,0.33972797797502974,0.5689018419020907,0.4739892939365616,0.6746572299139229,0.6167996662663116,0.5986750189508085,0.2358290852539947
Vermis_6,0.340411667983967,0.5721887352396521,0.2704403854922168,0.64270015301004,0.26937228642951344,1.0,-0.510515939031628,0.46206004946019713,-0.5634074499647221,0.867458650443015,0.6564279069713846,0.42418713903731353,-0.44213133183755926,0.04812321828089121,-0.007812005569569908,0.9163975082227371,0.24193923104092013,0.28226480462062187,0.17478880832491242,-0.5026628982833639,0.12135982287807436,-0.23516967831373412,-0.0580502785436184,0.27501367261455584,-0.6914783120927689,0.005057457206464995,-0.3637650508061172,0.2957090623327105,-0.042388931261608066,0.67730717469589,0.7114330863962947,0.7675255980691451,0.8487815873219169,0.07378852907079653,0.5286916268791323,0.08297520723611417,0.6356220422782031,0.5344015459014507,-0.21964687613340503,-0.5754200324110317,0.08550042518331896,0.3759485502877366,0.6974846045246211,0.33017599150982563,0.6959472194708995,-0.11196928296267607,0.11842846559523906,0.6342357536084029,0.30831141562417425,0.4826643624951652,0.9365121114056212,0.5767175679051515,0.6086987895812637,0.25035603595496103,0.004921514973263992,0.17751759398626388,0.9036019896019672,0.6257198342876803,0.6192942327068096,0.07648580445755854,0.22004275486701957,0.010066441572327686,0.901548248673913,0.751517441231038,0.5805402242252827,-0.46008830833773684,0.3963792176836638,0.3514912537904805,0.6067866178669002,0.28109923500157347,0.16552617716125534,-0.2264152826344028,0.36112942563943506,0.36299638318289745,0.74668215861898,0.5820835231978749,0.318607263590724,-0.3313909752302868,0.33363388352828655,0.13608655967567174,0.3022843485947181,0.8260727554550873,0.5166917978807606,0.20193705219616614,0.2643952414907418,0.6141008336080068,-0.2515128828643655,-0.6345979911352507,0.7449397765171897,0.28647677761162793,0.40267780120851226,0.22329078859802123,-0.29109646368623887,0.2673523766237425,0.5460996808424458
ACC_sub_L,-0.23962391648722142,-0.3051394638939993,0.4636561008394864,0.040335468257633844,0.31922627504915563,-0.510515939031628,1.0,0.13444452678458432,0.682513685159642,-0.5782961427339055,0.0022994417555571873,0.08970562807765026,0.4971660993667122,0.5193730577049713,0.43435933802577026,-0.4758230858550923,0.2918793968841669,0.3364104601269696,0.15462491517567675,0.8085806367669056,0.41607056855621644,0.2805660866733963,0.4910122654804615,0.4564664501584901,0.6775992133195501,0.5200229710289501,0.6118212792798724,0.2833735894873685,0.3516350186329788,-0.19621543191065693,-0.08660234799756815,-0.2886414472762142,-0.5300954041072589,0.4833425753563939,-0.3296844896774679,0.2595967783671521,0.0025623319039637794,0.07302285845197777,0.6203197901512647,0.23841652751678555,0.14637088734593023,0.22442387814396933,0.05666600791926279,-0.3459727064590044,-0.16956929064902657,0.44184967239352435,0.19031925910564695,-0.23519072157492624,0.33372903710726537,-0.12032481407896203,-0.4476742231176823,0.04122526089889785,0.036748888254452466,0.2512648679030337,0.37689072709808746,0.3186433414815353,-0.3020707650911795,-0.1368202599240732,-0.09453577455280049,0.41127747337571324,0.18182311774826287,0.034750732112669894,-0.28603139453881987,-0.17975710345652104,-0.12319020126994429,0.45768361141558106,0.16887772868822892,0.152818260206305,-0.3598864471289294,0.3684066974721901,0.40268846392168484,0.17846315473884594,0.2205310455235662,0.10472451962846374,-0.056881238029342106,-0.3320594497545751,0.1771614279382291,0.37840998583690466,0.18601394937961344,0.29447253215983793,0.3474818995998096,-0.42442404132509404,0.15362896931110695,-0.0010742542687370103,0.24766636110735,0.05657748849304418,0.4366683143258902,0.36372550044870233,-0.32858267478478376,0.3611251323727302,0.14720067386593275,0.28142056761296447,0.7240555591584774,0.14101165048945755,-0.2676463608764449
Frontal_Mid_2_R,0.3244311703552899,0.4652322702346401,0.7059980666364267,0.7935406824446684,0.677908643611675,0.46206004946019713,0.13444452678458432,1.0,0.07622000621573453,0.3681616827980139,0.8062779546493075,0.8632153181103154,-0.0006126855085299418,0.47665992219379333,0.6817855214446001,0.5207789513168254,0.6196504669467829,0.7736840171417719,0.4804384915748896,0.03274721745050223,0.7205687742115902,0.5083602647126703,0.5025926850782435,0.7392906786920267,0.06726478697674627,0.6646815767352798,0.12956571923498839,0.7559687038524968,0.4890076489848415,0.4943471507628458,0.7233101272510551,0.6654129316516235,0.4416593306977163,0.466861275737436,0.5584637937008677,0.6697704891077639,0.8127638993494757,0.79150629048733,0.30654400010305183,-0.0354712526531242,0.2996763404303201,0.7475797610155062,0.7073163693965261,0.15131777334411872,0.6272184918224324,0.44799175782643785,0.6797314151631463,0.6119683149411789,0.7498949810045831,0.30441327727475387,0.5123039920669747,0.7276490027813919,0.8513478087866077,0.8368492609790165,0.650361633035772,0.49955860421261133,0.7342317080456723,0.43299657046388246,0.7842552130013488,0.38516889081931677,0.7663911989004675,0.14001085038712016,0.5931805651935007,0.7081029175973168,0.5985144801209752,-0.04269182210754561,0.6830329699588448,0.6269983827480704,0.2628333935970205,0.7143155985147045,0.6686439506185246,0.5032640521234353,0.8289415637611836,0.5476586964583887,0.7500142398395127,0.44076952333455993,0.7537583419774184,0.24887073164707968,0.7735835208840356,0.6838758950769408,0.5485616622866897,0.5035882785691956,0.6142462558899071,0.07893787250347464,0.7153954798324957,0.8378977219995482,0.3731055304128533,-0.21756098106396582,0.5858847367939253,0.6616801866982334,0.3462933130221436,0.5985490629128711,0.4213953244290941,0.65899102999395,0.4743085658099508
LC_L,-0.08012646124492079,-0.44734311813541716,0.2373573606522231,0.03711387397175485,0.21710321354618187,-0.5634074499647221,0.682513685159642,0.07622000621573453,1.0,-0.6851183452109575,-0.13989887249028657,-0.05296697630934112,0.34356183284970715,0.38103463879998756,0.2827902024538973,-0.580004088411894,0.15508925680822797,0.2622344945266454,-0.12092128559688306,0.6111578005732061,0.40620116547218965,0.2120551759389315,0.41768494354844,0.31469313618522465,0.8251041787953155,0.5551606159593101,0.6668768186088353,0.20910595008036958,0.2750324686477867,-0.3550773204610572,-0.19822664861462674,-0.4066778301876657,-0.6587104475130678,0.26535437117649097,-0.4397991022201971,0.11994967235893897,-0.08293457787127906,-0.053791939196179396,0.5701971335655605,0.1760697897727001,0.2572816238525257,0.11415599018141483,0.030240568648797296,-0.4397253728308124,-0.2668642092983097,0.600394755940415,0.12656505187397366,-0.43514909830934373,0.15620019179103448,-0.23236981060418424,-0.5397316341026621,-0.03926964119308916,-0.1542791792575721,0.07000871634380645,0.1533767014198129,0.2688458232101896,-0.38862626821810314,-0.26588969856276484,-0.025668836798619997,0.3959551199011732,0.160753167598891,-0.02900941439761169,-0.3360511364868264,-0.22504886897946833,-0.27386649966477566,0.5507022378518583,0.11888844735985707,0.092842106059021,-0.4795971032238536,0.4169904027165058,0.3074909235408664,0.17473316012171694,0.15464075283372106,-0.0039139229722667075,-0.15890658438005814,-0.5321583953287348,-0.01595976394817372,0.2270761080152697,0.19870383984631673,0.25035120854186754,0.18760455896370745,-0.5330524444957195,0.04089043379796975,-0.02387610917894235,0.04694301693815086,-0.007701633824592585,0.22732801891498722,0.3484093313686998,-0.5109653522665203,0.24957575026378137,0.02655851788426418,0.1509700809261796,0.67054077380112,0.0262536739048164,-0.4879779547109552
Occipital_Inf_L,0.2055570220843471,0.5516261512946048,0.11525085467782689,0.48710574900811726,0.08887103216577977,0.867458650443015,-0.5782961427339055,0.3681616827980139,-0.6851183452109575,1.0,0.48336310474343025,0.38791736628177664,-0.48005947764779894,0.029919421531241993,0.02177723217364526,0.8943209766821242,0.07793648735406622,0.06573153149179488,0.10262689706898413,-0.6289218802633659,-0.02253897423437753,-0.18046381036244127,-0.2315407691813564,0.14152784586350414,-0.772151919042948,-0.1883760932044507,-0.5515830474169224,0.08673893047381585,-0.0572923307075543,0.48213662203142393,0.5671092158719091,0.7473822501959108,0.9679865451639872,0.02413549370570567,0.5977807991229735,0.019108009445105847,0.4990354381567147,0.40592783804059396,-0.36748536238337054,-0.3843100624780904,-0.16503457722924997,0.31994642251056354,0.5000602417811246,0.6212478278818935,0.6156426149093587,-0.20681533976018632,0.028637764878591015,0.551162011885274,0.2791748495353139,0.5235393621935109,0.8550933056260933,0.4405857770072939,0.5244217406958711,0.1917343786859532,-0.01997867998737729,-0.13095154939324657,0.8009607285190135,0.3869793742960244,0.5131252705748612,-0.1585802929757869,0.2216777406179037,0.08970660472915915,0.7099523987950167,0.7329869449550446,0.487296232673267,-0.4528776109145182,0.3041217936679745,0.13512741543424128,0.6568612378862189,0.03274528676313361,0.12460046861056792,-0.03830014980198481,0.23092295092713797,0.24184029839303237,0.514486376304419,0.6107344230284342,0.3044089406588371,-0.40550143706557834,0.2432259285214614,-0.043208573457064935,0.1425723684064348,0.8149832251144375,0.20239890566792865,0.09885580103559118,0.2565668017466248,0.4686580205116771,-0.2899380146433748,-0.5266012022803802,0.8404049101438201,0.16945161348492163,0.0784984761261758,0.05904362860222529,-0.3915025978042952,0.10041324909853523,0.5716235970535557
