,ACC_pre_R,Frontal_Inf_Oper_R,Thal_PuM_R,Thal_VPL_R,SN_pr_L,Vermis_3,Cerebellum_9_R,Parietal_Inf_R,Amygdala_R,Supp_Motor_Area_L,Thal_PuL_R,ACC_sup_R,Thal_VL_L,Occipital_Inf_L,Rolandic_Oper_R,Thal_MDl_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Raphe_M,Cerebellum_Crus1_R,ACC_sub_L,Cuneus_R,Vermis_6,Frontal_Med_Orb_L,Cuneus_L,Thal_IL_L,Rectus_R,Cerebellum_Crus2_L,Putamen_R,Thal_MDm_R,Parietal_Sup_L,Thal_PuM_L,Temporal_Inf_L,Raphe_D,N_Acc_L,Angular_L,Cerebellum_7b_R,Thal_Re_L,Temporal_Inf_R,Thal_PuA_L,Angular_R,Pallidum_L,Cerebellum_3_L,Frontal_Med_Orb_R,N_Acc_R,Olfactory_R,Cerebellum_10_L,Vermis_10,Putamen_L,Postcentral_R,Frontal_Inf_Orb_2_L,Cingulate_Mid_L,Precuneus_R,Thal_MDm_L,LC_R
ACC_pre_R,1.0,0.05035624387231844,0.09774567969802887,-0.0311407497805721,-0.14651049472173228,0.07822723594610416,0.35617752327739555,0.21080096967418183,0.22131194663826947,-0.21653642972001758,0.17523798079603378,0.17945164143211972,-0.12080476777386932,0.034169713328751766,-0.21990087499773134,-0.004423051220783182,0.0698779026957799,0.30912362840138374,0.025153081477194462,0.31063855085036246,0.16827066054765064,0.13168320434178876,0.12365126501218725,0.08633326734649908,0.1880106136883847,0.0493045373477612,0.3312164280016871,0.22161562727722095,-0.1079147421653615,-0.05312911334020431,0.12741618992651715,0.024174700582308115,0.17985210332235876,0.01644556832888685,-0.049277496014738874,0.043796730367495255,0.35522772035369926,0.026788121616421186,0.15114727651849644,0.0343227801563254,0.14754508602212682,-0.042210942440843106,0.03791019532551062,0.11006127858966419,0.23505509877824005,0.24768966155291333,0.12269965376790322,0.08039797957428266,-0.15201683906236393,0.13327526167883605,-0.06433490707343202,-0.11136263629954184,0.20309137789292295,-0.03517759315884826,0.09072654967041524
Frontal_Inf_Oper_R,0.05035624387231844,1.0,0.5274444913099324,0.5679423582379782,0.20251780843820988,0.1543124443857096,0.08667247451317542,0.2971231058513411,0.3060435780811467,0.32133386232992045,0.1692652264437377,0.0533106448713209,0.43384457560946743,0.1590805359754369,0.7495028132960477,0.3927067836151305,0.8878571748243317,0.17027656355869986,0.12444258211537645,0.04768159523444843,-0.21568725717712706,0.1453286876394106,0.23075275288935695,0.13805364461418998,0.2845895949415952,0.25578938293980874,0.02647786919478753,0.13894119069446223,0.34563920778011853,0.30068364762897415,0.382830246790493,0.5448292611120951,0.25072533624608984,0.019909044668409953,-0.07152706609176994,-0.009773805225965916,0.11611063695580422,0.18499597205810575,0.07039138955605112,0.5123997320890763,-0.1574277099287788,0.2545942635777087,0.5468795522623422,0.06221384344964151,-0.08565893803519384,-0.051444624296402744,-0.05916321012950124,-0.11789788072883892,0.2772179269053383,0.569041899661896,0.37625652188401504,0.24022963715392437,0.3249029695562979,0.21508949343843128,0.3428492048888029
Thal_PuM_R,0.09774567969802887,0.5274444913099324,1.0,0.8360927951754064,0.2605403980911,-0.1288216384217444,0.289266701225874,-0.05985910510250255,0.6243216882887614,0.46272877396359796,0.6129003025997082,0.3079550838280601,0.6548048052465689,-0.04980992190716609,0.47218357359289104,0.5749881648614767,0.4056903410152067,0.09242623996254952,0.20005198222754417,-0.15679202880776866,-0.25153095790503216,-0.20266544213426876,-0.24517548205599485,0.25208462870544,-0.11557604548494561,0.6225879635990687,0.3065720455834142,0.20000784818187883,0.4705540505440214,0.6888836218481341,-0.004040971006233266,0.8463283245795572,0.40619491147839565,0.4576371678534127,0.37981713810075396,-0.17100625681644274,0.07021896667893918,0.38853332259980167,0.014374006886485309,0.8061698572715276,-0.41168932153327625,0.4941451323502208,0.08733867233979031,0.18540391161221187,0.3466251920213296,0.35369260793819624,0.30974341508896275,0.22299216545432946,0.517298874811733,0.28283447110830684,0.000692012528074542,0.3868528962148766,0.028385832372024834,0.6367648413727007,0.15724579516492815
Thal_VPL_R,-0.0311407497805721,0.5679423582379782,0.8360927951754064,1.0,0.4296528101619824,0.12275735779215693,0.07162726536518421,0.11340966402649585,0.5570383937978511,0.6316745220754107,0.4876668965701972,0.44203596061604467,0.7743713301178795,0.11976305599700567,0.5608403267658755,0.7895314456837532,0.40083576572895147,0.11540166073120454,0.4459182523166682,-0.1241393807460821,-0.23192696688864103,-0.0001445516440385406,-0.03471164732361755,0.007807942619817938,0.06163472046993936,0.584937733966748,0.07264412962980055,-0.05745484021958667,0.4740590071891982,0.6564968342748364,0.15141923808146215,0.7227239557153454,0.43367522874551023,0.3167875158473125,0.391307536158614,-0.18705390053943102,-0.07942719203446012,0.43730276885195507,0.07527840063995551,0.7298867797584031,-0.22831859887019207,0.5908002090531059,0.1975066675989398,-0.06508836917677159,0.2436522986376394,0.30416684984395337,0.05993437832849915,0.08597505753285964,0.6342854770621725,0.4339431803280545,0.24927983146435334,0.5372499765518967,0.2585518002556942,0.664680326042023,0.32076769965651813
SN_pr_L,-0.14651049472173228,0.20251780843820988,0.2605403980911,0.4296528101619824,1.0,0.22754925992650754,0.06049413805286504,0.18786612923257873,0.37801663556214793,0.3221937597839117,0.07552233528777416,0.4569617429830409,0.3069867927167221,0.126851245294755,0.12752278165626327,0.3999244993634829,0.11568230622733425,0.10744664050910409,0.5682088564009528,-0.01766084691183619,-0.04338120056117451,0.16827669461660402,0.11950112404506574,-0.20105640111217368,0.2060554951834482,0.3853391025934383,-0.1577430820309349,-0.12041161504485055,0.16287113962418173,0.19097920048414263,0.14528981696470378,0.25962138719177275,0.41001841175483966,0.23415662590025194,0.27570921704729373,-0.1127304322044867,-0.06093112484977957,0.3919839731485515,-0.14360588559820087,0.16422527381358618,-0.06642808546288766,0.2695051322861018,0.13644916154898296,-0.09501311159645248,0.11985771240801985,0.25591616334435724,-0.01816925582832547,0.12452644336339933,0.31478343251198937,0.25887099735915287,0.3631711513173426,0.3039214949899146,0.2342361006762946,0.3347473901073126,0.26187502825460646
Vermis_3,0.07822723594610416,0.1543124443857096,-0.1288216384217444,0.12275735779215693,0.22754925992650754,1.0,-0.20364030528881719,0.8244796150167476,-0.10514295496199297,0.12721688073220624,-0.13173914321173538,0.3954416616813022,-0.009826166543574441,0.5966332135804445,-0.04114084898027665,0.2221980912457612,0.16461971894982566,0.44067515125544127,0.5843306656302025,0.41435158054355153,0.35039560842789186,0.7419486162120154,0.8464889127156141,-0.5004013804729849,0.8283347549647326,0.022579082138500666,-0.4023375712979386,-0.3032742658658157,-0.10859232147669726,-0.31503717021253363,0.6980750454932309,-0.2723139620801472,0.2973399864401771,-0.47922787438181536,-0.32206385765744966,0.1397108313725305,0.07386219005867618,0.16194976469327735,0.08652398961729041,-0.29035286563611556,0.5928261632674913,0.12022232689353533,0.4583645466500028,-0.470213344920192,-0.3394280030597631,-0.22335061275247528,-0.4895867568569398,-0.4037735928184438,0.11000736215773886,0.617080264663277,0.7250420444937422,0.31988143502516087,0.8725805817189277,-0.09286942279964258,0.7511438083747903
Cerebellum_9_R,0.35617752327739555,0.08667247451317542,0.289266701225874,0.07162726536518421,0.06049413805286504,-0.20364030528881719,1.0,0.038455377041888325,0.33138807944654375,-0.12352277668687499,0.41330407563830446,0.10265328371667586,-0.021889144585964065,-0.06033029403934382,-0.21477611751568895,-0.02715449684605064,0.11919094353998885,0.4923126090330915,-0.00987988907255148,0.12735894825445132,-0.0798157373460157,-0.1214704353912905,-0.22152241576904597,0.37736812305397216,-0.030150649360409013,0.42247054370250814,0.5421597140155426,0.6582712052229265,0.06057929586114451,0.05700771708052453,-0.025953213155758156,0.3545584048712877,0.5152247193847539,0.4299600356503968,0.0710811789719281,-0.09074115715425182,0.48445775690725923,0.19768571050822764,-0.3943981619823181,0.2396603988050451,-0.2498048014710707,-0.01812844795555547,-0.25633625924232034,0.3735045186463096,0.45653653257369187,0.258748199057346,0.6997018773324595,0.5599570032507003,-0.153206768598321,0.026565196201838476,-0.18966608050614236,-0.1582227026475255,-0.05226278384356448,0.19241350298278476,0.0069269075590547135
Parietal_Inf_R,0.21080096967418183,0.2971231058513411,-0.05985910510250255,0.11340966402649585,0.18786612923257873,0.8244796150167476,0.038455377041888325,1.0,0.03271276331029865,-0.05176361247918658,-0.09209364400843502,0.22694551181149042,-0.08261933298887682,0.5408150324391608,0.04201215131917817,0.21401515209913527,0.2869512319354932,0.5067261075593424,0.37404930198333475,0.3754902073475272,0.17647705230133726,0.7922808115595653,0.8207895516038466,-0.43124327057793854,0.9299460994251372,0.07737089315698742,-0.30430868058104193,-0.07638354710561436,-0.22919932452362507,-0.33282534374420336,0.7694662214375864,-0.15669159975494926,0.2213181102249725,-0.49486560228620824,-0.36385408414020276,0.2145448413331862,0.32045908210372065,0.20672104455291063,0.15398290708719586,-0.23871842780195132,0.557319651025044,0.010274619168352352,0.613410535159937,-0.3965624108339531,-0.3284761223097871,-0.13175454774409687,-0.31704267748617543,-0.2724624646812607,-0.047829081278432266,0.7950792506749303,0.711266746794069,0.12509146874205354,0.9344343548929552,-0.15572277050764213,0.673749894331142
Amygdala_R,0.22131194663826947,0.3060435780811467,0.6243216882887614,0.5570383937978511,0.37801663556214793,-0.10514295496199297,0.33138807944654375,0.03271276331029865,1.0,0.22775376973655564,0.37178685800835193,0.44460777303268567,0.40162712890930785,-0.18217312645040803,0.20366085621924834,0.4618141407193391,0.18320084329663555,0.03639581082136478,0.32142064971615225,-0.27443322142275434,-0.28777672494826756,-0.09547840158885323,-0.18299315787905304,0.07279248902001582,-0.03363007718585701,0.6315766787751982,0.1539939097788472,0.16658762318516043,0.15094808160624415,0.40934612883631816,-0.011343852199185732,0.6006943237301058,0.4438372086718297,0.4360716927808005,0.46271503772845396,-0.16024077625092775,0.13186842129582843,0.4546121110943615,0.06506377912812987,0.43730999471091997,-0.28428917400485604,0.3067454496973322,0.12187818206244375,0.18922264154202667,0.37591341542616996,0.6613155846145282,0.28394777895368944,0.2044628199322733,0.3207550729663348,0.3264046954166539,0.06359321796006795,0.16714509876525072,0.06441930246279563,0.4792246027205843,0.20652169593153955
Supp_Motor_Area_L,-0.21653642972001758,0.32133386232992045,0.46272877396359796,0.6316745220754107,0.3221937597839117,0.12721688073220624,-0.12352277668687499,-0.05176361247918658,0.22775376973655564,1.0,0.34702996991263824,0.40124057505118127,0.7613350466320713,0.09088099880754603,0.39324800988618713,0.6102762663954069,0.16666960751882898,-0.011428238968436047,0.4378752331608815,-0.13563981220371069,-0.15044381954389682,-0.1028435354285657,-0.12025008437904308,-0.1555827786904328,-0.09813629851592756,0.3933659947048281,-0.1045809572387864,-0.2323731127448496,0.40465336286216586,0.5328558849234665,0.0799437238547121,0.5005407992003379,0.3171621514000807,0.2780948429281071,0.4211491007874152,-0.0978186808218519,-0.2740388830113262,0.388586083926414,-0.01951235353686197,0.5517446166099222,-0.17188046542691104,0.5802304444228844,-0.08830749680916293,-0.2238806401451847,0.273060267663514,0.2550621076047348,-0.011076673149272439,-0.018255489648949737,0.6867022408722627,0.18801386405130233,0.18311859589681048,0.7278219176537696,0.13532950887148523,0.6163371393331997,0.15462813235755316
Thal_PuL_R,0.17523798079603378,0.1692652264437377,0.6129003025997082,0.4876668965701972,0.07552233528777416,-0.13173914321173538,0.41330407563830446,-0.09209364400843502,0.37178685800835193,0.34702996991263824,1.0,0.31559145341330086,0.47982433079206727,-0.057789300785888134,0.06984778076688829,0.3744701398348937,0.0041107052853581435,0.21639778954208705,0.10959588704383008,-0.06489546473972828,-0.15017573871297998,-0.2369953862450636,-0.26691663039979485,0.14852102829781239,-0.19185661561496356,0.5970149052475087,0.33949908515330773,0.22208370042168948,0.23129498511238242,0.4954462561924647,-0.09744886316496491,0.5527757455527406,0.39303970040747627,0.39158879831905796,0.43168678051628945,-0.1479384475622674,0.10926647349410076,0.36826500932361317,-0.175822177405437,0.5015079147203249,-0.2912673560848432,0.3968146208525726,-0.23869263080406763,0.05910242153579815,0.4969608202308388,0.39471288504715785,0.453066718763317,0.24575789074413845,0.36057970329753225,0.07756235393180312,-0.16564456920817086,0.23848567780724284,-0.028670592063123817,0.6159206461779669,0.03096034677673762
ACC_sup_R,0.17945164143211972,0.0533106448713209,0.3079550838280601,0.44203596061604467,0.4569617429830409,0.3954416616813022,0.10265328371667586,0.22694551181149042,0.44460777303268567,0.40124057505118127,0.31559145341330086,1.0,0.38109422437874607,0.18304603190135624,-0.11214381120525974,0.502031318974942,-0.008154110763966044,0.26261309261376137,0.7029563977645928,0.0941923399274829,0.14011050204973355,0.19841813567600208,0.13035436258305672,-0.13785248487479204,0.18699548824248077,0.4592570616470275,0.02780986283090172,-0.17680450977324239,0.24331717829504904,0.29421614580861893,0.1672160966618862,0.21727650945459698,0.5165592396292725,0.2976258232981474,0.3223313244901046,-0.16856840594296568,0.01710603391275298,0.38951725447446744,0.10878788226632417,0.13827467161287876,0.16578470142462515,0.3947316352122455,-0.07519047102846532,-0.12340955604158327,0.22765616680556897,0.30322677635135464,0.048067647085922434,0.11098096206124668,0.45419595531151896,0.24703004778723425,0.2917162185032719,0.4674048436321357,0.33747885054083976,0.48868667077736033,0.32604114103427917
Thal_VL_L,-0.12080476777386932,0.43384457560946743,0.6548048052465689,0.7743713301178795,0.3069867927167221,-0.009826166543574441,-0.021889144585964065,-0.08261933298887682,0.40162712890930785,0.7613350466320713,0.47982433079206727,0.38109422437874607,1.0,0.00621309053578638,0.41746153929632224,0.7965675937665774,0.2748823305165878,0.013526887708419644,0.3487434255946595,-0.09372681787058695,-0.25151829448830987,-0.2142130561438608,-0.1977292745027774,-0.04802931150299384,-0.1514539810344213,0.6101992739786749,0.07906228360494626,-0.08539438100241924,0.5229608840194,0.7979053477253554,-0.01352305954789668,0.6743432486255491,0.27683595139125244,0.36419575449312164,0.5506384859268251,-0.10848958995141532,-0.12163451533501807,0.4531287720658952,0.03724950929601633,0.7439237348524953,-0.2792387481010966,0.7547188195745803,-0.02711702369241703,-0.18235963994163645,0.3946219568745569,0.2674868977153898,0.1211545987596771,0.03749402647649564,0.8253891799669537,0.206631371520564,0.0910201642376229,0.5236619205601266,0.025756424670564885,0.8178461034213294,0.10989693865877581
Occipital_Inf_L,0.034169713328751766,0.1590805359754369,-0.04980992190716609,0.11976305599700567,0.126851245294755,0.5966332135804445,-0.06033029403934382,0.5408150324391608,-0.18217312645040803,0.09088099880754603,-0.057789300785888134,0.18304603190135624,0.00621309053578638,1.0,0.023000136125909836,0.12423976934114953,0.2667279095072618,0.39062390030921906,0.3637178993590228,0.4587182167192586,0.34282659850884767,0.5290391584173362,0.5302299532865663,-0.1658761657520533,0.5400739473547297,-0.07565830647103976,-0.07013024961863648,-0.19308313976503316,0.20746128940320138,-0.16679626020458305,0.4165313927465704,-0.12714989525169137,0.14638296642216952,-0.21059099272554577,-0.3326655642969884,0.09374437080845019,0.1870849895998746,-0.06059276876753437,0.11481063247967777,-0.06406981886159874,0.4473445362310904,0.1445899692059109,0.2307611634638198,-0.2023379490566681,-0.24450591581223372,-0.29520370827989956,-0.2704738700901657,-0.14201015950798915,0.12732077525119023,0.3039562315753957,0.41588053013813386,0.32803349006432303,0.5454948911432707,-0.1374319096503101,0.42212772078194244
Rolandic_Oper_R,-0.21990087499773134,0.7495028132960477,0.47218357359289104,0.5608403267658755,0.12752278165626327,-0.04114084898027665,-0.21477611751568895,0.04201215131917817,0.20366085621924834,0.39324800988618713,0.06984778076688829,-0.11214381120525974,0.41746153929632224,0.023000136125909836,1.0,0.3378186779133159,0.643082599543433,-0.16283981920079607,-0.058030603939132806,-0.16494772087156648,-0.33021227928710106,-0.07596660105187499,-0.0029389472823274886,0.09731431788076168,-0.02116412163883467,0.067464183674246,-0.12123949902335399,-0.00307285876205012,0.3678301212059298,0.3289114690331943,0.17043851426799306,0.489479667632671,0.029123692094387008,0.026723811558467512,0.006394136502851646,-0.08338299445908143,-0.21801409080244405,0.06761909440102543,0.11683006917492077,0.4948240421223495,-0.22343100470837168,0.18456906666334888,0.46497972790213077,0.0007564557650381956,-0.19080386873899777,-0.09174682295305911,-0.13923285351947687,-0.17366213478113032,0.31243298448507023,0.4344344941089293,0.29034992361636064,0.3466156533443186,0.1059147495584669,0.15294499690209276,0.20361706394253745
Thal_MDl_R,-0.004423051220783182,0.3927067836151305,0.5749881648614767,0.7895314456837532,0.3999244993634829,0.2221980912457612,-0.02715449684605064,0.21401515209913527,0.4618141407193391,0.6102762663954069,0.3744701398348937,0.502031318974942,0.7965675937665774,0.12423976934114953,0.3378186779133159,1.0,0.20368877148452116,0.1390229469396833,0.46499630264533276,-0.04637368777800314,-0.2427034825723447,0.08579727966725025,0.08549001558199394,-0.23063633172877096,0.15576464506778967,0.5846655240608954,-0.05110940675339791,-0.12277888451566808,0.2976023157120033,0.6292524226401137,0.16814752807283978,0.5223600260052829,0.3079710290068741,0.21864863953156843,0.4718053402195365,-0.07433763102340131,-0.018589964736633127,0.5395393459703348,0.16061052855054841,0.5492211596413134,-0.06527809799307603,0.6408297739597832,0.18254431160183668,-0.3068409458364461,0.27494346768542127,0.33216942426910273,-0.0172051437016938,-0.028134629756320976,0.6692008291137597,0.41856300334372654,0.3072641265913802,0.44596676868061824,0.3128841702765066,0.6909423631630509,0.3005184090773015
Frontal_Inf_Tri_R,0.0698779026957799,0.8878571748243317,0.4056903410152067,0.40083576572895147,0.11568230622733425,0.16461971894982566,0.11919094353998885,0.2869512319354932,0.18320084329663555,0.16666960751882898,0.0041107052853581435,-0.008154110763966044,0.2748823305165878,0.2667279095072618,0.643082599543433,0.20368877148452116,1.0,0.21287627510210455,0.0779683749030045,0.21447943083265134,0.025292196772871398,0.16540101799939785,0.2583955359286726,0.2679354424321226,0.2992964334119895,0.11921014396603777,0.13722891387328562,0.16932447944557955,0.47085994319349983,0.18055181062720418,0.34611893110143593,0.40678147853358976,0.20651633506347206,0.029803115057495867,-0.29342958015600623,0.021503164289922494,0.20061603199526792,-0.0036084903046278032,0.051720773195191236,0.4137578577364546,-0.055690626558219346,0.16592041888087747,0.4623769482391059,0.16913420336914456,-0.17419500877799743,-0.24604208651082105,-0.05047675823366994,-0.019955855077893367,0.17923330817458272,0.45056217824962197,0.3305483137798159,0.2006880195345885,0.27214838934537355,0.023592574032304057,0.3149019856176623
Cerebellum_Crus1_L,0.30912362840138374,0.17027656355869986,0.09242623996254952,0.11540166073120454,0.10744664050910409,0.44067515125544127,0.4923126090330915,0.5067261075593424,0.03639581082136478,-0.011428238968436047,0.21639778954208705,0.26261309261376137,0.013526887708419644,0.39062390030921906,-0.16283981920079607,0.1390229469396833,0.21287627510210455,1.0,0.35388531275216134,0.6114501762517914,0.16999927462593106,0.3217752288507032,0.35251153083557185,-0.032958864973669684,0.47339336718569847,0.25923583913160975,0.223521431258387,0.1907399108622457,0.056820670602418445,-0.12795102639949238,0.4126074732840876,0.01858923844218465,0.5423209103913638,-0.00824052377482253,-0.16401416175772646,-0.03130828837854432,0.3526506133529152,0.11638785945608736,-0.19993220599817285,-0.0038347161610075274,0.19739182874944816,0.11622591508613993,0.11371798386816215,-0.1617633939710163,0.14975699096848366,-0.11682594703687606,0.08713569012902517,0.06208820077004438,0.023498019482371443,0.36607626232155166,0.29026367911182827,0.06537339734349663,0.4677504384713855,0.03106283846628924,0.4717722112282095
Raphe_M,0.025153081477194462,0.12444258211537645,0.20005198222754417,0.4459182523166682,0.5682088564009528,0.5843306656302025,-0.00987988907255148,0.37404930198333475,0.32142064971615225,0.4378752331608815,0.10959588704383008,0.7029563977645928,0.3487434255946595,0.3637178993590228,-0.058030603939132806,0.46499630264533276,0.0779683749030045,0.35388531275216134,1.0,0.20061877374017453,0.17621077892880319,0.3190708366135644,0.32613171712063094,-0.3213869231472909,0.37928252582908795,0.3853147017686429,-0.15723177596512547,-0.318791759484778,0.21258939599687546,0.10079125979955153,0.35259123554609323,0.09637171667828416,0.6405644161901475,0.13456453010027963,0.15938691837503913,-0.14864335383737864,-0.08524479490777159,0.36930670088698314,-0.10735297720186732,0.057860684085762434,0.1944370909542537,0.41271189664851554,0.0698916379081406,-0.27285589196090637,0.12664117330025224,0.17530981870348705,-0.2166318717962993,-0.017448815258030104,0.42937811048745045,0.346821607255076,0.4367645279252499,0.48714638666897403,0.4800587467407024,0.3310618416710009,0.4788389820161685
