,SN_pr_L,Angular_L,Cerebellum_10_R,Frontal_Inf_Tri_R,Thal_VA_L,Rectus_L,Cerebellum_4_5_L,Thal_LP_R,Calcarine_R,Thal_LGN_L,Postcentral_L,Amygdala_L,SN_pr_R,Cingulate_Mid_L,Occipital_Mid_R,VTA_L,Thal_VPL_R,OFClat_R,Cerebellum_Crus2_L,Thal_PuA_L,Frontal_Med_Orb_L,Parietal_Sup_R,Frontal_Mid_2_L,Cuneus_L,Frontal_Med_Orb_R,LC_R,ACC_pre_R,Temporal_Sup_R,Temporal_Inf_R,Cingulate_Post_L,Cerebellum_3_L,Cerebellum_6_R,Thal_PuM_L,Hippocampus_R,Paracentral_Lobule_R,Thal_VA_R,Parietal_Sup_L,Cingulate_Post_R,Pallidum_R,Heschl_R,Angular_R,Temporal_Pole_Mid_L,OFCmed_L,Parietal_Inf_R,Cerebellum_7b_R,ParaHippocampal_L,Thal_VL_L,Thal_Re_L,OFCmed_R,Thal_IL_R,Raphe_D,Insula_L,Thal_VPL_L,Lingual_R,Thal_MGN_L,Frontal_Mid_2_R,Calcarine_L,Fusiform_L,Vermis_6,ACC_pre_L,OFCant_L,Rolandic_Oper_R,Thal_IL_L,Lingual_L,Rectus_R,Frontal_Inf_Oper_R,ACC_sup_R,SN_pc_L,Cerebellum_10_L,Cerebellum_Crus2_R,Olfactory_L,Frontal_Inf_Oper_L,Thal_PuL_R,Paracentral_Lobule_L,LC_L
SN_pr_L,1.0,-0.025871619427711053,0.015474594359000376,0.1403092983437616,-0.13097162652023286,0.3224223240573447,0.04134184844212531,-0.030781212388178762,0.1326208021869376,-0.490320477149996,0.16169420612577806,0.21072504647599857,0.6898709869754501,0.20272341507257963,-0.18016126590646175,0.1325398993324654,-0.08157801509680004,-0.10799110244885889,-0.0014415758232580907,-0.2861708856400012,-0.054578790473622144,-0.059867913433361265,0.13784059533309198,0.02198786393334132,-0.12540197010101267,0.07713059116493048,0.22855773912950617,0.0148248172720915,-0.00022725876965359044,0.0020304479977485833,0.3902509364274733,0.12109167862548922,-0.16798886327620924,0.12546000848599412,0.3169118896551696,-0.10883416213906932,0.00794073598762298,-0.017246271963553588,-0.056629614465704324,0.060869096692823164,-0.1970212341051009,0.12240259778732872,-0.11292097527391103,-0.16262648883563713,-0.15960272077345317,0.41647187610213104,-0.07723902628544388,0.4494476561181973,0.2731895227166611,-0.26139712943427423,0.16565865147002645,0.20574130565806936,-0.012243841152665556,-0.19817782862377994,-0.014792225848699379,0.29393633332101166,0.15664455804457947,0.12981112424281357,-0.3050478368733698,0.2104960137237369,-0.049711352964762555,0.24637105226213904,-0.25180989559024747,-0.13832891030262232,0.20886382242296436,0.0634742925152409,0.3266146942740812,0.7173853429628169,-0.16770478903418515,-0.07822203513991732,0.7257710499396625,0.13487282801975384,0.2250942153657584,-0.02280678375815987,-0.06121521828887376
Angular_L,-0.025871619427711053,1.0,-0.1660566547683809,-0.6440037136485747,0.2203044645358489,-0.5640671760527382,0.5223413907367089,0.36211634234299817,0.3958183583401584,-9.685886602943321e-05,0.6717375616867914,0.11097735195779639,0.053237866771176215,0.344231580479606,0.3901923748834415,0.10892341804642694,-0.3085865578407012,-0.7093321543615555,0.3010010715422812,0.08669095127454306,-0.3961248679643929,0.2536567558932119,0.3522679143144846,0.6797791488628198,-0.6624088526975499,-0.2287715949179469,-0.5144214957716893,-0.601689869038229,0.06820053762704564,0.07849575616335684,-0.14212547056739577,0.08673173722702496,0.06855782464562868,-0.45012209693636895,-0.19350269235837236,-0.28757906651553583,0.8101175013036367,-0.13800955251322686,-0.4976024048226815,-0.0774964173673825,0.04859246277877934,0.376452923684358,-0.5410009013838339,0.021466214991169987,-0.08792256107817427,-0.32144574795205355,-0.5511212430962991,-0.07177927083399777,-0.5219665392770207,0.03810540516233459,0.24995321086334685,-0.1450395228157051,-0.44347849027583386,0.44186755392843374,0.24109801937337114,0.06648968840343528,0.554702661667989,0.5459353101960035,0.45888645972987974,-0.6937442877084409,-0.5803174993193864,-0.41540587312549443,0.17160853424470912,0.35530718834340846,-0.4441039015771122,-0.35579755053565315,-0.39673615284824726,0.1970734454176097,0.42005130438557253,-0.14711989512705728,0.10078631477829939,0.7165130951578993,0.596401673720479,-0.34263965729930307,-0.3011201829958488
Cerebellum_10_R,0.015474594359000376,-0.1660566547683809,1.0,-0.003286480000483605,-0.03885494731521064,0.11909571813868658,0.11593993384296064,0.08535927598476047,0.4167692472319396,-0.05199014363830895,-0.3909178301684333,-0.055013979932486544,0.01489431772748234,-0.1430932438137163,0.11344266448186045,0.3363472176859371,0.1466619727421949,0.051551354085804614,0.1683732004029834,0.15182340154023133,0.024564623689066548,-0.22926044811304794,-0.2439515639808892,0.1653986985632957,0.11931032467165173,-0.012558267114255015,0.05925138648132482,0.3660402776204979,0.3564573580799826,0.13266824232858587,0.018781059644636666,0.6343379260838493,0.1976795064658341,0.008085746582489022,0.34338676002511365,-0.18854936727187596,-0.3178217345749687,-0.08274742225349618,0.04883215505995719,0.251275391434019,0.2986902759699263,-0.09996723346848435,0.23862801905529202,-0.03054846444785443,-0.04185690574900254,-0.19549105994137628,0.13496076182420666,-0.2386893034869,0.006173631924541008,0.04965402893073346,0.3105545792666035,0.48056279930681783,0.2846593879705642,0.26899844493744174,-0.03959575487388912,0.035988758193813336,0.15600351023732328,0.22615907647226954,0.23511873568261404,0.11745819087492237,-0.02034053167845144,0.07010702573415213,0.0013203963895415296,0.37808702057118093,0.07577606524821498,0.13690118957569566,-0.15131429397973692,0.08210353816167597,0.31472174211992276,0.4551491504227117,0.08412004005460147,-0.22932660465417223,-0.004911310805481827,0.16174335700532752,0.3234808828747293
Frontal_Inf_Tri_R,0.1403092983437616,-0.6440037136485747,-0.003286480000483605,1.0,0.12129380677685962,0.7203594524696916,-0.008677856538370712,-0.21966811552161108,-0.16694377674748984,0.09686537791497819,-0.37995464520670935,0.17879335032878838,0.10942473174969132,0.21035290184302577,-0.3277309383884073,-0.01745123677640151,0.40615228497035455,0.6702055705211224,-0.29109831061729946,-0.010852481743831775,0.5958366996340674,-0.02651448489437736,-0.08986767301570309,-0.41124333020026216,0.5295881926993218,0.4591171225128462,0.5733465951694853,0.6525160250763109,-0.05502723197820665,-0.016310678827982324,0.5046576241350983,-0.05133364435592745,-0.038234548075281934,0.722100087000492,0.45843302300877053,0.5197852105748837,-0.41043067665706184,0.21189425158203162,0.6241896642858901,0.15724033501027773,-0.016959972618092338,-0.26595263321954027,0.6965795169912586,0.22225148104771528,0.21741391273139146,0.584245799567739,0.6307221058552489,0.07759937680028392,0.624341565172272,0.1622100719532008,0.11617211302115893,0.3503724600810401,0.6641753292908692,-0.2468198357910682,0.09441561353833496,0.4883870966061029,-0.34473831635575003,-0.10923029536670642,-0.1867108385672874,0.7216559725448738,0.7432061988766376,0.7073234961205346,0.2107644642906388,-0.20976564751285462,0.5117880734867816,0.8102615762847286,0.37521021497090723,-0.004108562690985736,-0.4374217616592259,-0.04955866874639769,0.011091367091036414,-0.49498732353639435,-0.5120957057538048,0.31567869039350344,0.32931295391442966
Thal_VA_L,-0.13097162652023286,0.2203044645358489,-0.03885494731521064,0.12129380677685962,1.0,0.18851755579136023,0.42781980313146994,0.31597487517685086,0.17201623235207755,0.32665362272413384,0.27884381456594415,0.5971022620262563,-0.20562862114097352,0.6681880418916533,-0.24855739361129525,-0.15869685916765813,0.366728624112515,0.0668360010460794,0.05408996996254299,-0.1293120307496051,0.023636731324910742,-0.11061229298331571,0.31026527440013385,0.07698137020592567,0.012409922084401186,0.33979210872873356,0.1850454167087611,-0.08510992739537444,-0.23493695182073085,0.001984204443461487,0.3624816341542663,0.07910477474786122,-0.15162752430406842,0.24599313814092635,0.3252117525506979,0.46349201103400717,0.14318581618770884,-0.07888311911175272,0.19259577659842814,0.36982382538304326,-0.23864279119490572,0.12036995552272331,0.2295157705714652,-0.0022344078813064387,0.012001145345963209,0.17156338984233746,0.48622709526526375,0.22230605936949285,0.27270923889720367,0.47246559562564017,0.33524642274403965,0.2800422330194024,0.30135593022457896,0.17697263501303523,0.2431370999472515,0.5405339789813038,0.08432921836849859,0.5348280115410914,0.3163041312142464,0.08315390238202647,0.11396536401134935,-0.057440244610864506,0.35345427143048624,0.25267235138040145,0.3527849881427196,0.21540739599989997,-0.28439480610338336,0.19006699564150675,0.06487709150202114,-0.19745706420996093,-0.2704293629677978,0.17607051249939434,0.011152355734911025,-0.07032003310655617,0.23154601636234412
Rectus_L,0.3224223240573447,-0.5640671760527382,0.11909571813868658,0.7203594524696916,0.18851755579136023,1.0,-0.17957306979047735,-0.09572364995309493,-0.261176088354671,-0.08713624632385672,-0.3166918947753928,0.307572378914661,0.14819084240305322,0.2406365593340738,-0.46927781528910695,-0.10814825892159055,0.44930513550670387,0.7486261024804101,-0.36239137387526416,-0.21524118545899867,0.4594841593784423,-0.17673924917047937,0.1252558953089789,-0.43481593721139034,0.5753581000689612,0.4999644484755107,0.7496793108839197,0.49453254887597414,-0.27366017797317616,0.15894086664848175,0.5657209439805778,-0.05937937539089196,-0.13360225998729794,0.689540720684194,0.5164714484339227,0.45376882852618156,-0.42783101644624105,0.24418599628619064,0.6233512117836599,0.2598194990747891,-0.18529510098232316,-0.3431787609166406,0.6537333295934609,0.02492330628622747,0.01787857654055644,0.755181868000245,0.6270867458086941,0.2308276820880452,0.7489159450339723,0.20594382836448205,-0.004467934338958497,0.43291943852177034,0.5302608978987099,-0.44049098872619863,-0.020676214759597765,0.44151670993699177,-0.37275274084415944,-0.09774354944360449,-0.37645609670004676,0.7960130050874643,0.7659049543183462,0.47533929787714835,0.03291305740926234,-0.30050475600627136,0.8140844044090451,0.5535725766913706,0.3844872563923122,0.1835630039554494,-0.5450284883698197,-0.08585075126644354,0.1422256592535402,-0.3745970987418692,-0.38956428583260266,0.39295990563225813,0.4445217952810174
Cerebellum_4_5_L,0.04134184844212531,0.5223413907367089,0.11593993384296064,-0.008677856538370712,0.42781980313146994,-0.17957306979047735,1.0,0.17209132186693302,0.6375590674842145,0.17176067664084016,0.33899702535930515,0.22521870272274636,0.13090678232499614,0.5270394356918914,0.262893680990335,0.26664877028941636,-0.05142597075739137,-0.4155567831377351,0.24854441789670767,0.18981922266481596,-0.10862151425287099,0.21740422292553233,0.13540133988734823,0.5387303780970727,-0.4590855472189625,-0.041697371338122756,-0.1990626986102751,-0.07658818501166033,0.2375660546237205,0.04476442846385087,0.18440955111181698,0.38228362810122024,0.15060639167270504,-0.04575563977383482,0.26356705180757417,-0.019383974155943617,0.45551751507689237,-0.05058397836931065,-0.15733666368402785,0.08842072863315313,0.1891918099771368,0.33890056583869654,-0.10982363897348475,0.21503178396265848,0.034136055726126414,-0.14823568350381366,-0.13686217747281318,-0.15587364672830017,-0.14840094672674808,0.14134831858714642,0.564624195420977,0.26090018775884355,0.10471503818169753,0.636617289596624,0.31501548182426314,0.5319660026934321,0.5771518910784369,0.7719623399411534,0.5541227010942177,-0.2895051568357095,-0.2703041336360459,0.11003747617851369,0.3670446627159161,0.5957331554014902,-0.16148913065006792,0.24148236237088863,-0.3496846158263024,0.2354478902626489,0.41618846741137766,-0.06311974588937545,0.10065020214588324,0.37456480601386105,0.20635848022341943,-0.19591737348013658,-0.06378491264372088
Thal_LP_R,-0.030781212388178762,0.36211634234299817,0.08535927598476047,-0.21966811552161108,0.31597487517685086,-0.09572364995309493,0.17209132186693302,1.0,0.23112137365389118,0.12477707751861433,0.2629057503907914,0.09849108068680039,-0.3254979354485756,0.3371500713888614,0.1548987678003836,0.010041314660863188,-0.05629432577085496,-0.20577044771376912,0.12059388409853124,0.19521558960107396,-0.20830115524124695,0.12104472900685845,0.17415399950153537,0.26436737421274165,-0.0960785389193461,0.04711588660008314,0.03611572196451727,-0.11800935132683403,-0.21080363297825638,-0.0788208952472334,-0.025708223468939875,0.318242512170162,0.17611610266839428,-0.22738566256989476,0.15415051650842448,-0.24357546626456447,0.4026451358112382,-0.19954843886224682,-0.2816264882783121,0.20195406223637075,-0.005493142914118032,0.16159194432792484,-0.14573223671000246,0.18464589748006816,-0.006607746962202093,-0.20027921284236838,0.06363920664369294,0.28666410992930946,-0.13123729200749784,0.27235297855503937,0.07334229578057735,0.06292594672923622,0.02111096523651936,0.3198963098739395,0.10912543305061292,0.28403596315891083,0.4660543662654754,0.24658175720053918,0.06653577678765787,-0.19197102576986133,-0.24727020562899021,-0.3666611745540042,-0.19797662530816978,0.3871672860719725,-0.061910638510144646,-0.11104244256113602,-0.3972031852506166,0.24625011164323096,0.3497484662670778,-0.16612572682051238,-0.2480775453481188,0.20944324563796218,0.48609090190002896,-0.08079505647617125,0.11665319668171169
Calcarine_R,0.1326208021869376,0.3958183583401584,0.4167692472319396,-0.16694377674748984,0.17201623235207755,-0.261176088354671,0.6375590674842145,0.23112137365389118,1.0,0.09138732885011099,0.16325389237212334,0.07920901876501338,0.12480331686004882,0.13631329778235976,0.5168707687218446,0.45530310684180286,-0.2940672642223402,-0.567287758344225,0.42654530733106055,0.38538491551183635,-0.3182137388547887,0.13326125275266365,-0.20899096726164826,0.7951912990080227,-0.48495013775572743,-0.1303143625998713,-0.4470546667207319,0.1724508636965558,0.5893038409846406,-0.1932526965479259,-0.028074572001885515,0.721145773421589,0.387338102154865,-0.14567506862569068,0.24347492074966948,-0.348583831688468,0.27185387972108377,-0.23641524884915413,-0.3108839101179358,0.22884824214471464,0.4633498712752943,0.34093737457940404,-0.19668171607614837,0.16962156492625333,-0.09850486422696265,-0.39928788185703545,-0.22696068805639233,-0.03838750816233745,-0.3468809808747158,0.06047225453350434,0.4245572292199637,0.39177627868222076,0.0458105103928659,0.8075633596999718,0.117189531822894,0.22027574784151047,0.7582432773772138,0.6273365595569945,0.5160102021337843,-0.47823352212588566,-0.5009962978894477,0.20439191652626,0.15363877990249702,0.7344883219312474,-0.2996535964577991,0.19148699196028268,-0.43101727936389417,0.264672068178191,0.4526243454305889,0.30335068026856393,0.1442199590253136,0.19812989422382396,0.352244786143167,-0.27301540382657336,0.03266163003314286
Thal_LGN_L,-0.490320477149996,-9.685886602943321e-05,-0.05199014363830895,0.09686537791497819,0.32665362272413384,-0.08713624632385672,0.17176067664084016,0.12477707751861433,0.09138732885011099,1.0,0.057584452348010524,0.0847703771514483,-0.4532182242507557,0.19286474265382156,0.1737287702447681,-0.0017116286606170545,0.06371306678088284,-0.021179146772816636,0.2655990139833895,0.25064739300012534,-0.14688041409171076,-0.0233641374252095,-0.06224522455289201,0.010509037005746291,-0.015430544567439594,0.132450455142405,-0.11151038168099132,0.07014102964664759,0.06531185170808418,-0.018927156225931833,-0.06538398907741272,0.16853416959596204,0.16780030777809524,0.07635830420861855,0.0827451730968858,0.19099323390954265,-0.039854967954561504,0.05636887995256173,0.04230203054140404,0.04277002614105487,0.12037533504293972,0.15618704293555713,-0.03251751060015878,0.13078854167246884,-0.022825303527000313,-0.26019650668698774,0.28504601784373995,-0.027690636249189767,-0.17796517328519257,0.24113221730992948,0.005831048438466776,-0.007598615268667007,0.23006723233989704,0.39173942144462065,0.1576418708387572,0.06609808433276747,0.018672887685204524,0.09457587270454926,0.2563834382203254,-0.1474122136504746,-0.03426988307596774,0.08689669785113703,0.2909218522872474,0.3964418919909218,-0.06538569873603751,0.06720780675109098,-0.25807416239470776,-0.20694661421898333,0.19725037421443622,-0.07236589762382328,-0.6096614931343639,-0.11776790846636534,-0.17343463458220323,-0.06983015347020684,0.15421494628133628
Postcentral_L,0.16169420612577806,0.6717375616867914,-0.3909178301684333,-0.37995464520670935,0.27884381456594415,-0.3166918947753928,0.33899702535930515,0.2629057503907914,0.16325389237212334,0.057584452348010524,1.0,0.34798940510072573,0.05415504181940449,0.4779858365316927,0.06797834624718616,-0.06816001529191727,-0.1958057381616687,-0.5420656723920914,0.39272000946619157,-0.37075812946065445,-0.5135498534481227,0.04222655423773813,0.5240546866284577,0.3628342989576104,-0.4454194835586152,0.14261736623705507,-0.407449591579065,-0.7288787675851325,-0.15431732768695341,-0.1877918521186612,0.2125462437946828,-0.09626322033683492,-0.412931603767277,-0.28065024031285224,-0.06666736465161201,-0.12385411872978366,0.5383953677135104,-0.23953850002234453,-0.32340467124385847,0.11245638329700527,-0.3682127946356794,0.5368375733566191,-0.5678678147815895,-0.23812778913058139,-0.2005346223660729,-0.042715829757295834,-0.19698642456847454,0.36035718596794053,-0.14354265167440997,-0.1730500193965778,0.015442274476361572,-0.02738815394741759,-0.4297607641312139,0.16286559502347922,0.12292818887385466,0.23407319241012245,0.3047154841011127,0.4407414089171971,0.27061920071229323,-0.451039235954219,-0.44452253127981506,-0.1586885827247952,-0.10071544948805157,0.05557261480091472,-0.15124654392627607,-0.3864497001766683,-0.16132815040483056,0.27208041412293277,0.13142902802342454,-0.4570369569842602,-0.011231219716708079,0.5256293529389476,0.5107970440167527,-0.34200304705029644,-0.17563464858050024
Amygdala_L,0.21072504647599857,0.11097735195779639,-0.055013979932486544,0.17879335032878838,0.5971022620262563,0.307572378914661,0.22521870272274636,0.09849108068680039,0.07920901876501338,0.0847703771514483,0.34798940510072573,1.0,0.1515341731189463,0.6096981400175693,-0.5471866472755764,-0.26530070606711587,0.5306715700124498,0.12887527408949373,-0.05875591035349029,-0.4189850100004565,0.16665750869052934,-0.4473100121164765,0.40604551892367097,-0.020128278800818283,0.1133425414151389,0.48690988609930924,0.25501517356450676,-0.13506315386984946,-0.152602946894552,0.16151186657744557,0.6144740027848249,0.03604080393644676,-0.3721836379526365,0.3987777741525466,0.48487919985849837,0.49491577706836076,-0.09237942663941846,0.04012883472477354,0.22642849077096017,0.461445684509943,-0.4974940464736743,0.1683079589656042,0.2076228039104958,-0.41825938856621414,-0.10890523436143676,0.47193545321618524,0.534118294685622,0.41950321988449535,0.48642118185148614,0.28369238056559926,0.319254139513396,0.4321398355618024,0.18290980525846076,-0.17923556008543343,0.15368341860189613,0.42489124434967973,-0.10395504521635289,0.548166346052934,0.2750180000286132,0.24535786084747474,0.2453500388028281,0.12870233757919788,0.19379859312208284,-0.06751278536016893,0.4565708370747807,0.1256342243398691,-0.00935616430876493,0.29418974099405826,-0.24527488584592588,-0.2487990609127793,0.04305890418539304,0.21940082775164998,0.07531996972533309,0.08594507078929842,0.3936557404658193
SN_pr_R,0.6898709869754501,0.053237866771176215,0.01489431772748234,0.10942473174969132,-0.20562862114097352,0.14819084240305322,0.13090678232499614,-0.3254979354485756,0.12480331686004882,-0.4532182242507557,0.05415504181940449,0.1515341731189463,1.0,0.11312421013755446,-0.10051616522840012,0.19019596318846396,0.060744669462182314,-0.13428476572243564,0.024618619264211813,-0.13356828661069453,0.12096189750318252,-0.17780215194265397,-0.008438232161119061,0.08929901127005509,-0.21372022170646482,-0.03360850277282011,0.034679326082725385,-0.051916087534923425,0.30235376487714627,0.09915160293354815,0.31847519066869834,-0.016211749634543197,-0.14675960191409138,0.24303336138088563,0.15558437314330775,0.03875317461475675,-0.07503492510025672,-0.009535795842959842,-0.04686325408046785,-0.17874489702313165,-0.1439515257700235,0.17719216125428883,-0.02830665387832631,-0.30364603446473865,-0.11524671090115482,0.32393570419761053,-0.21334198507691424,-0.04369697396691799,0.1158089627671452,-0.36344744967628134,0.38710954978231377,0.2289275790335851,0.04873411472262028,-0.15738420997289918,0.13502330911790977,0.14851781984490503,-0.06242634727442137,0.17696860350261948,0.01761488031669406,0.11164787248970535,0.028529548398914337,0.3623754291707135,0.15726750787932764,-0.1561276069096324,0.06435609165817409,0.10406077637496099,0.37873462686832415,0.4272129482971082,-0.1528260632674329,0.08783245806398071,0.8285846080588117,0.27623130936675605,0.05781934654961044,-0.05656191797453576,-0.1101504456445928
