,Occipital_Mid_L,Occipital_Inf_L,Thal_MGN_L,Thal_VA_R,Angular_R,Thal_MGN_R,Angular_L,Frontal_Inf_Tri_L,Thal_LGN_R,Frontal_Med_Orb_L,OFCant_L,SN_pr_R,Cingulate_Mid_L,Cerebellum_6_L,Parietal_Sup_R,Cerebellum_Crus2_L,Calcarine_R,Rolandic_Oper_L,LC_R,Thal_VL_L,Thal_PuM_R,Thal_PuA_R,N_Acc_R,Frontal_Sup_2_R,Rolandic_Oper_R,OFClat_L,Raphe_D,Thal_MDm_R,Vermis_6,Thal_VPL_L,Cerebellum_Crus1_L,Caudate_R,Cerebellum_8_L,Thal_PuL_R,Temporal_Pole_Mid_L,Postcentral_R,Heschl_L,Frontal_Inf_Tri_R,Paracentral_Lobule_R,Thal_VA_L,Thal_LP_R,Vermis_4_5,Heschl_R,Red_N_R,Precentral_L,Precentral_R,Vermis_9,Temporal_Pole_Sup_R,Temporal_Sup_L,Thal_IL_R,Frontal_Inf_Oper_L,Red_N_L,SN_pc_L,SupraMarginal_L,Cerebellum_10_R,VTA_R,Occipital_Mid_R,Parietal_Inf_R,Raphe_M,SN_pr_L
Occipital_Mid_L,1.0,0.8065817196199895,-0.16652637982748264,-0.47845296702298973,0.5515330702313128,-0.5539330372450484,0.6395042744684595,-0.06010784938479654,-0.37534070038941003,-0.03733584062278265,-0.468048511399693,0.021807332123571145,0.06541676298989933,0.24772555917391134,0.3863793285476748,0.3463729694026322,0.739706043372123,0.10833921004978475,-0.5386431769404506,-0.23672121383403064,-0.6739169616367231,0.16241046795170802,-0.4672647948327025,-0.018116016196598448,-0.21185690448552638,-0.168117419474702,-0.6878639812966082,-0.18873143523990524,0.10421743552210813,0.062294326503653116,0.5990108532259618,-0.061034522020019744,0.46228344696644813,-0.5104378127902615,0.14323600944207618,0.25168926139734965,0.01090283540167125,-0.3627172478126182,0.3027447861121269,-0.3566415456128873,-0.04587067628475102,0.47019594890081573,-0.14593857409317315,-0.571744077257488,0.13554428494020423,0.170556244026374,0.28913991844329495,0.07154705564707699,0.13604340939941575,-0.004846921307774247,-0.05474578073385348,-0.5455562294127477,-0.5248594355086093,0.4469799694610678,-0.38009308925645197,-0.40985704792313843,0.8530940942665738,0.3644651078691357,0.6906989959523268,-0.53329042329358
Occipital_Inf_L,0.8065817196199895,1.0,-0.27812232320754804,-0.5844453371260274,0.34107259335449136,-0.6400888594296043,0.20331593897100042,-0.17628895050731627,-0.47979671044267874,-0.14873435184442338,-0.7072939551019017,-0.038563011493716035,-0.11617274339338186,0.29348220331871844,0.0953298566186865,0.6822138195007706,0.6618858635051922,-0.06952293260031066,-0.6424774897217909,-0.2687395748926809,-0.5964179589919405,0.0326129867634126,-0.6008999646755259,0.013726622290580522,-0.2887185735636426,-0.24833219200545478,-0.7424829066606229,-0.2728147706494988,0.017487862000711105,0.07487978463995165,0.9025786551753043,-0.28489966143769446,0.7116499520038915,-0.45771401675128,0.06008167169679883,0.25552749655383666,0.08462651564463702,-0.4303835805992361,-0.10530919801399909,-0.4350240578949622,-0.11025179222592163,0.26048103149739676,-0.3203648277966984,-0.5579602921015537,-0.2311887159611325,0.22920445057422376,0.4187246399995669,-0.1676069106929033,0.12502634567159496,-0.215714495383285,-0.003893196272920576,-0.5960362086184835,-0.6868017252791114,0.17551501235212727,-0.3813821171717265,-0.5162687086725819,0.6413854562412379,0.27781263450363586,0.6786198004627035,-0.5709402534327315
Thal_MGN_L,-0.16652637982748264,-0.27812232320754804,1.0,0.26109017592267614,-0.013751579924728412,0.4389769697063704,0.05019465460950457,0.2157628173358608,0.45215362257773756,0.07043450529286144,0.40914820185034934,0.30991144791439373,0.20128786386592154,0.11834461937697068,0.12758137872231193,-0.3183601370576198,-0.047955516133583315,0.16399590118503884,0.16075165593236,0.2682928402113527,0.2899532313306781,0.0741173597683888,0.3097735477917799,0.24593766761756622,0.1907770820339259,0.2690844772137487,0.16174655453881395,0.24479278124036014,0.15020954026996294,0.18171938601483262,-0.2504936887894708,0.39649519621200313,-0.24435609139670636,0.10588138074394901,0.07667029677290133,0.03549860762412966,0.04285213230908616,0.16672356991980247,0.1352359282886495,0.2515963836367083,0.12262746302288637,0.14495043704555097,0.04203714991467286,0.32516608643165484,0.18862363134505994,0.047265580473070286,-0.09125709619561477,0.026780347695366052,0.08927604199717346,0.2080642139342971,0.09289006886454677,0.2018568811952261,0.2302355420793455,-0.003201591505371814,0.2938973764173844,0.23853765361677262,-0.18234319655696507,0.07421378216222464,-0.1703333331600499,0.4116319523524193
Thal_VA_R,-0.47845296702298973,-0.5844453371260274,0.26109017592267614,1.0,-0.19292109473444308,0.48782406786872323,-0.04359733779608922,0.18785760029526535,0.4407874860000185,-0.0452335037946044,0.5406285154059285,0.10713571854960093,0.1403525578821641,0.04848187655049182,-0.18342356304351345,-0.4289461694594467,-0.26669859337170204,0.20171057777808235,0.5741735976791562,0.7210303205511716,0.6852789122338766,0.3742270962311653,0.5171416956462199,0.16949676235996503,0.1527603119618947,0.23463549454234317,0.45250463889917086,0.6818571530342299,0.1302570447731594,0.39746879116099665,-0.48796685492558295,0.44715502242633104,-0.22253536194381107,0.6628139516573471,0.007118784589954218,-0.20176477259843978,0.10980462960007728,0.30400635751411803,0.03705575975035665,0.7918497901911326,0.4781904123453182,0.19552859553017454,0.39563717899399714,0.5229815939700843,0.19474497431572738,-0.1425232716924396,-0.06037891708877335,0.21701801761498488,-0.10597404379821464,0.5393017079450495,0.1406809279107316,0.5539989263013692,0.5787956443999644,-0.2457824067373641,0.5033362755293349,0.31127791752827194,-0.41974640010604203,-0.2547979553223802,-0.404689747640539,0.6023526735005132
Angular_R,0.5515330702313128,0.34107259335449136,-0.013751579924728412,-0.19292109473444308,1.0,-0.19368480568329904,0.4456535807740756,0.10486554311408143,-0.0633852954551934,0.11903983386294906,-0.08342897913377455,0.1282915218654261,0.16019662710057922,0.09664420079625238,0.7909354843323897,-0.14567543171648437,0.29220553429510876,-0.007899326097645045,-0.32110058884755943,-0.06484784690036867,-0.4947550463954959,0.20573832588927302,-0.1397035299323274,0.21612919882598025,0.16341496156400792,0.17734192944249813,-0.34460461134064285,0.016287812644922267,-0.07757443831340291,-0.05454346423505507,0.12293614157090799,0.06442002306577592,0.03025168748455401,-0.19778950632371783,0.46827321120868887,0.7307457216353433,0.06990403482803002,-0.03653130922731073,0.5136572476616952,-0.09780773552928483,0.02955706341103487,0.15989758406481322,-0.3198083913348518,-0.16062024523440505,-0.08185524917642484,0.6664841598694342,-0.11663764793049271,-0.14509003031690954,0.20628594124034222,-0.18213253386710765,0.07118544100063055,-0.19594295432793182,-0.2540548980871525,0.2877610300123261,-0.051778808753934105,-0.05401604112847553,0.6127640971051952,0.795995986786768,0.24600056481589033,-0.21755027734439153
Thal_MGN_R,-0.5539330372450484,-0.6400888594296043,0.4389769697063704,0.48782406786872323,-0.19368480568329904,1.0,-0.2022462300754001,0.31575599232192914,0.6225645947509525,0.09255655825878899,0.5759246055533125,0.004188382143109866,0.1454734209959293,-0.009227730539017757,0.009807628658598097,-0.572443837446718,-0.403534015779872,0.06556709625328304,0.4687948946159911,0.3554078700213051,0.5696218450943712,0.06625676751890583,0.6138727029247989,0.305981809280903,0.3475478621152724,0.43902348219032555,0.601255592052273,0.31530538499476785,0.04717761220912818,0.10239349009835283,-0.584819389336787,0.34428906532286796,-0.5312889852689611,0.4604806699031816,0.05600437201453427,0.004921498354330788,0.08480119288959001,0.2736251350043158,0.12129177580813723,0.4182733196631201,0.11050017840546557,-0.050200898605060856,0.03592646709592865,0.6747514649893396,0.1344263599027263,0.06292588192599956,-0.37990323316630886,-0.1230516194867466,0.0689528035942472,0.16101502778522253,0.21002492698190178,0.6065061780059458,0.38476201340437743,-0.21179152372478863,0.44286147364490114,0.4140023077086481,-0.5527942181143504,-0.018728698962569002,-0.6743765208352119,0.6529746298913426
Angular_L,0.6395042744684595,0.20331593897100042,0.05019465460950457,-0.04359733779608922,0.4456535807740756,-0.2022462300754001,1.0,-0.15912303747256382,-0.21701989974956276,0.0890201376848211,-0.05470719352771171,0.20428621312157663,0.18201422100767448,-0.13732350356756537,0.4199561846059068,-0.016204023620956198,0.4324423842553388,0.3351313604073401,-0.19254563034007904,-0.0436300111637238,-0.4216457570963046,0.3613698904057054,-0.07499462529171112,-0.1777128339646287,-0.115695343293284,-0.2642955178822652,-0.3429317805227863,0.09060726108574796,0.04242167432354048,0.0514449574467981,-0.05487179424663735,0.18778785061242456,0.14337755730320764,-0.23095445525346697,-0.05239101714473923,-0.007961252449165856,-0.28444914677132754,-0.11742602073499209,0.5191079481536872,-0.07069944283366059,0.06036577590987131,0.4448738178042546,0.2683596481497379,-0.37797602061773783,0.6482934272378192,-0.13091110912051127,0.027369844846190546,0.5019573442854166,-0.18665416365766438,0.29394020765880785,-0.27594050225935157,-0.33730292808435774,-0.021101886686497418,0.6541146460604116,-0.2914157776684613,-0.2825768699749412,0.7336116790297766,0.1037918904956963,0.416892658675779,-0.28070300389272
Frontal_Inf_Tri_L,-0.06010784938479654,-0.17628895050731627,0.2157628173358608,0.18785760029526535,0.10486554311408143,0.31575599232192914,-0.15912303747256382,1.0,0.6891181204324891,0.16232523054390913,0.3755570726729622,-0.1966734047825836,0.5307151656328116,0.4717053118629636,0.31510699795365915,-0.49919814489294956,-0.03505540608298791,0.2750770158770385,0.24709593801532667,0.19302969975872394,0.31996577322819814,-0.06726472583260905,0.24716196759934395,0.5851848733033499,0.6184949749739729,0.7834319747765132,0.5237441668879306,-0.026610226616960705,0.15763719031623935,0.16269415865857442,-0.07711280890233431,0.22320636862822815,-0.4709447935184226,-0.004160799354478421,0.3003142440046544,0.36449990845384544,0.6350365232417169,0.22766055475207228,0.43753281782176506,0.3202240381328571,-0.054944440818444545,0.050827407108076386,-0.30607820893613036,0.5667719720731825,-0.03683065986528108,0.4072114926261625,-0.20055961843247005,-0.498708365397183,0.8367865375096338,0.03478436043841835,0.8601684658406583,0.6111415207735302,0.17483187568404546,0.13486181461426544,0.31367446576223906,0.4096978041613901,-0.36537937168115037,0.43546890854486964,-0.3080659112131573,0.4053311628988813
Thal_LGN_R,-0.37534070038941003,-0.47979671044267874,0.45215362257773756,0.4407874860000185,-0.0633852954551934,0.6225645947509525,-0.21701989974956276,0.6891181204324891,1.0,-0.005428312547044951,0.4628786388499153,-0.14382546266064933,0.37034047073915766,0.2929564587846852,0.1723373321609491,-0.6314166196864247,-0.24492644369521066,0.26324645854891415,0.38480364931835187,0.33382142412105537,0.5086428281335842,-0.07755341809234266,0.5602148972849853,0.49306949479631756,0.5224527551240092,0.6968387659154741,0.6288697237631301,0.24268969759209302,0.09789765139842625,0.15362208559066362,-0.3722360516427179,0.36583021159379053,-0.5900400862945567,0.27462967726985027,0.24038614246433831,0.2714371496164183,0.4041343818391795,0.2793258486756746,0.26344766854155993,0.41906989571079095,0.12712605041622177,0.030121639142309333,-0.22070898542916373,0.689049105891699,0.047375074541210246,0.30741893061767894,-0.33531179210461665,-0.39747111180177586,0.4822361582982965,0.09400074140152057,0.5556255635952427,0.7257508295991626,0.27287457432413903,-0.13050797220832897,0.561926031301571,0.5833325519600295,-0.5543022326957601,0.2572049959026986,-0.5384018413252223,0.6361959305036191
Frontal_Med_Orb_L,-0.03733584062278265,-0.14873435184442338,0.07043450529286144,-0.0452335037946044,0.11903983386294906,0.09255655825878899,0.0890201376848211,0.16232523054390913,-0.005428312547044951,1.0,0.33439831949400745,0.031665474064455607,0.1608655249102181,-0.0511682211302985,0.28868828555896436,-0.3092336043184599,-0.1580004124220013,-0.13005301792697757,0.06941439960265824,-0.16704470433494964,-0.0015966972357440092,0.051820464246859356,0.09862103366762912,0.09685072549738798,0.08027300514126598,0.18897884596891434,0.10155567922393552,-0.12049646252778062,-0.013791277415615878,-0.013694677178913543,-0.19555730351902512,-0.0248164769456717,-0.2680291457780955,-0.20605174362190676,-0.100594838860053,0.019286389288539322,-0.03776505549658886,-0.010138233481914989,0.28476513923765123,-0.06477866519084874,-0.10670536209562323,-0.11283096436100132,-0.026364128605325002,0.0975986086067821,-0.04017520537147917,-0.011545088682936197,-0.15327489471809552,0.09826984216248981,0.16941954359220257,0.023938223922030863,0.11971133782036063,0.06072216903231242,0.17007071182486744,0.15186639486772657,-0.09046285413484216,-0.0036441960689649854,0.047893532201975834,0.15089054057247547,-0.01809956315244161,-0.045546777780463156
