,SupraMarginal_R,Vermis_3,ACC_sub_L,Parietal_Sup_L,Frontal_Inf_Orb_2_L,Vermis_7,Postcentral_R,Cingulate_Post_R,SN_pc_R,Occipital_Inf_R,Frontal_Sup_2_L,Cerebellum_3_R,Thal_MDm_L,Frontal_Med_Orb_L,Precuneus_L,SN_pr_R,Thal_IL_R,Paracentral_Lobule_L,Frontal_Med_Orb_R,Precentral_L,Temporal_Pole_Mid_R,ACC_pre_R,Thal_PuM_L,Thal_AV_L,Frontal_Sup_2_R,Occipital_Inf_L,Fusiform_L,Frontal_Mid_2_R,Rolandic_Oper_L,Cerebellum_3_L,LC_L,Heschl_R,OFClat_L,Raphe_M,OFCant_L,Thal_PuA_L,Cerebellum_Crus2_R,VTA_R,Fusiform_R,Frontal_Sup_Medial_L,OFCmed_L,Precuneus_R,Angular_L,Thal_PuA_R,Cerebellum_6_L
Frontal_Sup_2_L,-0.1488144380544565,0.4742295849310011,0.3959387111981699,0.3630202389845009,0.44473960069195456,0.10172132959754611,-0.16229597521285477,0.37878802626181385,0.15763118459221026,-0.1641407259684124,1.0,0.5000388753424857,0.13051150866317193,0.2134130042202355,0.6499473477103047,0.07353793891713548,0.599966710643836,0.6448733178480561,-0.011312415496902394,0.5662056740565755,-0.1788200633729705,0.7612309689773882,0.10884549445155156,0.10760782111670544,0.3920675075848021,-0.41115781509332133,-0.03622876369270407,0.15569047260136548,0.37560635296319556,0.42955296062371595,0.27360851759660826,0.3788290560402129,0.3342580977583326,-0.14754328352206028,0.6569462748800776,0.19805704013994793,0.03120075468913337,0.13944205844031898,0.37209920619141895,0.8242742376229463,0.13523240392956634,0.2890306517867198,0.30303662543305565,0.35749010818898996,0.2561996553367568
Cerebellum_3_R,-0.27279168651812274,0.6567470623133627,0.15587536450273876,0.4572329493263984,0.10211139803196959,0.24609761266814054,-0.3294835062039841,0.2444731711140024,0.05050212882199328,0.17254310351093188,0.5000388753424857,1.0,0.16658181799083033,0.1842141340350545,0.4803424050522815,0.09120340709620992,0.604449747008896,0.4819728038081639,-0.0543817086458286,0.5015558207722581,-0.1165699755515633,0.4723925562914993,-0.22659389159485985,0.11523136553571121,-0.14191532490276965,-0.314848483212654,-0.2659559672626726,-0.24208505800074978,0.4066398264591032,0.38149866265063614,-0.03297632413470131,0.5919892861965084,-0.15652829989163985,0.06236849835478558,0.3218020808777236,0.06487111901122226,0.14745766167678348,-0.013388167447761714,0.5292612145456664,0.461252940550102,-0.12506854039350843,0.17667407792175782,0.36110715055740866,0.39263391951944115,-0.00249648172189268
Thal_MDm_L,-0.13439887759237948,0.35934552902643657,0.020037261175391972,-0.1487787532180322,-0.07448388888938384,0.2883461491324298,-0.05394327673989463,0.4964684996758132,0.2586544070454193,-0.07831657770435752,0.13051150866317193,0.16658181799083033,1.0,-0.1318879636654179,-0.09116579586693205,0.068502855052207,0.32308855251004687,-0.1295983402900332,0.31565642702511,-0.030091340036166005,0.3090719616084621,0.06425962209413515,0.13323673594671376,0.5439327297030965,0.15409080796417332,-0.05573759050838029,-0.1306207027155158,0.22712422484792716,0.019520882045729784,0.27588419611464404,0.17552156666282392,0.1889925437349764,-0.016589620983198956,-0.12476936790360879,0.06954388773745052,0.5547301706044622,-0.09529002377830399,0.18001762545889405,-0.021405815777201683,0.02785916591959181,-0.12265411525955523,-0.12154001654516808,0.06166600439514414,0.4206716486628596,0.17487982165242721
Frontal_Med_Orb_L,0.038406935615409726,0.08866360946391864,0.1746162804318643,0.29907843832711706,0.06930447300631494,-0.11874533579137315,0.019286389288539322,-0.12323236830232011,0.07900216459320195,-0.113890840399896,0.2134130042202355,0.1842141340350545,-0.1318879636654179,1.0,0.2500650946569634,0.031665474064455607,0.023938223922030863,0.26036810689436896,0.12237008577952047,-0.04017520537147917,-0.3985704996742903,0.4032825000896716,-0.028146301743095414,-0.19320003631533933,0.09685072549738798,-0.14873435184442338,-0.0953804179794305,-0.0850772777494477,-0.13005301792697757,0.25001542455294,0.10633666396509564,-0.026364128605325002,0.18897884596891434,-0.01809956315244161,0.33439831949400745,-0.056594976267816045,-0.12035188244117732,-0.0036441960689649854,-0.12427549631180713,0.2790370204650979,0.11083097231497398,0.1678619723236015,0.0890201376848211,0.051820464246859356,-0.0511682211302985
Precuneus_L,0.12762396831939862,0.31703377722876125,0.13491529394318888,0.8150196945564744,0.3719717084641818,0.028751550395974695,0.1464465913826766,0.014332949075922691,0.07847523335210375,-0.1544424032242706,0.6499473477103047,0.4803424050522815,-0.09116579586693205,0.2500650946569634,1.0,0.10446557994126525,0.40750999407096483,0.8386013566853792,0.06339385259093326,0.595714735660826,-0.23089632041869898,0.453976846840092,-0.22965487613615318,0.0013271821069280939,0.1538758865533272,-0.11711955674843878,0.027800859164671586,-0.1508977394959846,0.4536763096562259,0.20865784543011745,-0.06319548048395744,0.19573149305550155,0.23469364145113555,0.07036035618273091,0.39339914971266116,0.035901347028013994,-0.1164668114575667,0.05274042129117408,0.33201169688306575,0.6741671638769784,0.15845603778167486,0.7276588170240491,0.6361669568831688,0.2959646005372622,0.20739993520905406
SN_pr_R,-0.024965324131285827,-0.05510320055412319,-0.01693546132541888,0.19859705228358465,-0.1569444801830832,0.08876291734227407,-0.011528233449843375,0.05111947539029448,0.3185802997326268,0.19600065808658695,0.07353793891713548,0.09120340709620992,0.068502855052207,0.031665474064455607,0.10446557994126525,1.0,0.24298265824620655,-0.05803432455395459,-0.07490972771058428,0.1625911594501888,-0.08369595707719411,0.05565623919640341,-0.05881745589431607,0.062383074481599514,-0.12096498144258255,-0.038563011493716035,-0.2648560171642312,-0.09403528897864916,0.0433980845453807,-0.2204390584912986,-0.24170861525818577,0.2474196833082897,-0.17303366107811413,0.27271875808894225,0.1325163898110041,0.044553466014496244,0.08299864699977041,-0.2992425557863231,0.15205575574320346,0.050728126356029,0.1971044417136853,0.08810047113233277,0.20428621312157663,0.27883539959445736,-0.11029870599449225
Thal_IL_R,-0.4523063920232522,0.5910208278527119,0.14451776936189514,0.20518658627370073,0.04980415272699183,0.3554874099075721,-0.4538726508172543,0.40591636231062816,0.1126250486930172,0.2239372848911787,0.599966710643836,0.604449747008896,0.32308855251004687,0.023938223922030863,0.40750999407096483,0.24298265824620655,1.0,0.39240058214850354,-0.10175007143711345,0.5100542149979629,0.12693446104996892,0.5087947081337079,0.021534899163865678,0.2799548335979398,0.05740320423188862,-0.215714495383285,-0.21058478219569932,-0.07570382152933844,0.41064627176738056,0.2990877011192242,0.14982460601382377,0.7106350986844531,-0.1237887472771437,0.12191921576425668,0.3609394532312301,0.33360091168544587,0.2689298957228383,-0.09260709425120413,0.48071326350970994,0.5352481469769933,0.056717729765000544,-0.0122184078180599,0.29394020765880785,0.5629596009789687,0.13355830370785787
Paracentral_Lobule_L,0.19804843730612984,0.29651561294615136,0.26502952315119016,0.6348761213889216,0.4768744113949861,-0.10991742152243884,0.1388146048779574,0.11275963344421715,0.04170354899763477,-0.21073373410340696,0.6448733178480561,0.4819728038081639,-0.1295983402900332,0.26036810689436896,0.8386013566853792,-0.05803432455395459,0.39240058214850354,1.0,-0.03187329613333175,0.544759993275674,-0.3036592297327818,0.45330434069177916,-0.09314996284137673,-0.03523878312244139,0.2584685708761871,-0.2900559966326879,0.05954213369950358,0.10690219989993079,0.5253546802533683,0.26809000345855394,0.11524313569854922,0.20054846369095736,0.2781386522439955,-0.1540608033487218,0.4845268303127912,0.008442509165925394,-0.12473254143337018,0.1290239149331107,0.34908188069748963,0.48813335519113704,0.10643726669529593,0.6108696742358154,0.3739119055042902,0.2303420726755937,0.1752152328421681
Frontal_Med_Orb_R,0.08169877695430808,0.2649716398509628,0.3010860293981992,0.07421664095388693,0.18948421779011004,0.06527697575958252,0.08733386193316182,-0.01091999079408101,-0.0753873682375253,-0.1870571362504834,-0.011312415496902394,-0.0543817086458286,0.31565642702511,0.12237008577952047,0.06339385259093326,-0.07490972771058428,-0.10175007143711345,-0.03187329613333175,1.0,-0.12207226047991623,0.16645510597405946,0.06304602383168355,-0.04904183119939748,0.16833236548701383,0.07884002888634078,0.02050690443163417,-0.016146857737939873,0.03350377506497872,-0.20234058343637246,0.06024320751927147,-0.04591386131728452,-0.14736923104964003,0.1213283011871858,-0.22233732528551312,0.07153194166169587,0.0927590466155791,-0.22488544022413243,0.4029010601570158,-0.13686527904056195,-0.013829778381981307,-0.16076090640761714,0.05500828518714351,0.08650394644602356,0.09901453642769488,0.035744699685188175
Precentral_L,-0.3616354328901013,0.34809688277925693,0.18566650679984642,0.5908088751283438,0.008956320657259495,0.19462550362388137,-0.329556588918866,0.06398471893385058,-0.006225418622911508,0.27960415216572876,0.5662056740565755,0.5015558207722581,-0.030091340036166005,-0.04017520537147917,0.595714735660826,0.1625911594501888,0.5100542149979629,0.544759993275674,-0.12207226047991623,1.0,-0.08796120637522173,0.27062999924323955,-0.3744166002380151,-0.0017080046491392527,-0.08562943874808095,-0.2311887159611325,-0.3504830469589641,-0.26011205649871993,0.5557046830862198,-0.09621137960589367,-0.1882379367518192,0.5173472312037597,-0.30768533535560294,0.12292930735812657,0.14611942797264368,-0.07754894389710605,0.2631652262794482,-0.18773924823655638,0.604612987540178,0.48293284136097037,-0.0796107906220635,0.2543011740152868,0.6482934272378192,0.3179521756132038,-0.1580119136124331
Temporal_Pole_Mid_R,-0.1896888003063907,0.126809947743917,-0.12894990486206018,-0.26826140738315457,-0.22351964449140052,0.46784638993937017,-0.1536510253703469,-0.07006301429509446,-0.28753468745105787,0.37336245040437804,-0.1788200633729705,-0.1165699755515633,0.3090719616084621,-0.3985704996742903,-0.23089632041869898,-0.08369595707719411,0.12693446104996892,-0.3036592297327818,0.16645510597405946,-0.08796120637522173,1.0,-0.3884419007531142,-0.11443258647160134,0.2490503480687984,-0.0976846263499054,0.3972258359771144,-0.010232810383850153,-0.12372241159265762,-0.09205966816661203,-0.16572580020105437,-0.27425766922971206,0.062370306672126966,-0.33867810994483066,0.22831443903600765,-0.3842253136056335,0.189460653386792,0.36524337680677915,-0.17712810151182623,0.014466455859566477,-0.18522603692798334,-0.16560681497739765,-0.31549358056094373,0.009037266342942392,0.17485625158708804,0.05819426188302354
ACC_pre_R,-0.2228874125972427,0.43583324466230683,0.46593449974675116,0.24755577211280577,0.4576895315895693,-0.12426742311831335,-0.25508875627602196,0.3503366283707612,0.22841641776554777,-0.3508487058887756,0.7612309689773882,0.4723925562914993,0.06425962209413515,0.4032825000896716,0.453976846840092,0.05565623919640341,0.5087947081337079,0.45330434069177916,0.06304602383168355,0.27062999924323955,-0.3884419007531142,1.0,0.2679112909464066,0.012787390029798222,0.25786339476099024,-0.6008017074726377,-0.16273188754380866,0.10456059044578964,0.11896019185120821,0.4754773731907308,0.39552036587830314,0.35773663367927994,0.4518095138827641,-0.30774508465052275,0.7860227319698547,0.15295186500658478,-0.2165258090981174,0.3092518338971383,0.1415407269642905,0.7466010969625105,0.08371472229316002,0.14381363928751575,0.10456581777561776,0.23311988874164866,0.08244234933197545
Thal_PuM_L,0.17969075581948046,0.061932835722119266,0.06050672702978266,-0.5181728811135984,0.43040154460640484,-0.31870924264603895,0.14971244617436041,0.4080256921262197,0.3912445929697279,-0.39314311664793006,0.10884549445155156,-0.22659389159485985,0.13323673594671376,-0.028146301743095414,-0.22965487613615318,-0.05881745589431607,0.021534899163865678,-0.09314996284137673,-0.04904183119939748,-0.3744166002380151,-0.11443258647160134,0.2679112909464066,1.0,0.1628218904496221,0.526864082597923,-0.11291526510798476,0.5237964027353621,0.5561517134166752,-0.03158929378194049,0.4949533935438154,0.5853184191952598,-0.23907964418039016,0.5701550012922454,-0.2659433384912121,0.2088365377999982,0.35917829809792556,-0.16324035273933996,0.24100250396979142,-0.11742402929324121,0.03259369861589571,0.12333828415718477,-0.10431445151476654,-0.5546258949479699,-0.06443994620508411,0.3827753330721951
Thal_AV_L,0.0132574133748821,0.2411901708370646,-0.06540501551007809,-0.07957190827558301,0.04265213672250118,0.2047947358767535,0.06544416570855853,0.31389202169800595,0.12368768299232161,-0.013717008802782267,0.10760782111670544,0.11523136553571121,0.5439327297030965,-0.19320003631533933,0.0013271821069280939,0.062383074481599514,0.2799548335979398,-0.03523878312244139,0.16833236548701383,-0.0017080046491392527,0.2490503480687984,0.012787390029798222,0.1628218904496221,1.0,0.17413342522883668,0.14645400692090899,0.1051332517762634,0.17290244297888302,0.12995235295228935,0.22244316812820347,0.12352621752240708,0.10935821997798259,0.05028652640767147,0.019543510527600932,0.006768964120059418,0.5787703648492005,-0.0027073265193829827,0.014505350182358675,0.07378818630895984,0.08052780912975643,0.029686787230773146,0.032286034078807466,0.13504987139027885,0.32209059596258877,0.2423803961041937
Frontal_Sup_2_R,0.39197012225405625,0.06884069829911467,0.024460791193477677,-0.1773464006576425,0.3782696849042607,-0.20602155090894073,0.42018621251456867,0.3177245385577082,0.2330963271420958,-0.3490617570417224,0.3920675075848021,-0.14191532490276965,0.15409080796417332,0.09685072549738798,0.1538758865533272,-0.12096498144258255,0.05740320423188862,0.2584685708761871,0.07884002888634078,-0.08562943874808095,-0.0976846263499054,0.25786339476099024,0.526864082597923,0.17413342522883668,1.0,0.013726622290580522,0.47338848072984197,0.6514654197371822,0.06661478682642694,0.46471193421848556,0.4048567976254905,-0.3523207529815845,0.5732564705519527,-0.1708995742948033,0.2189330000410136,0.3517567926113036,-0.12304550453758804,0.1971419168717665,-0.12952468217494587,0.2732643256303136,0.32341379600017794,0.24965577069617617,-0.1777128339646287,0.1350357510267702,0.4422215861508575
Occipital_Inf_L,0.17817137298968855,-0.12362841870274492,-0.5296773485750079,-0.07614839305055637,-0.4124492836586105,0.436655284188239,0.25552749655383666,-0.39070511943886393,-0.20568736468920992,0.48058058914337315,-0.41115781509332133,-0.314848483212654,-0.05573759050838029,-0.14873435184442338,-0.11711955674843878,-0.038563011493716035,-0.215714495383285,-0.2900559966326879,0.02050690443163417,-0.2311887159611325,0.3972258359771144,-0.6008017074726377,-0.11291526510798476,0.14645400692090899,0.013726622290580522,1.0,0.4634663945703704,-0.31018884344768627,-0.06952293260031066,-0.10293197615746964,-0.33293606308760704,-0.3203648277966984,-0.24833219200545478,0.6786198004627035,-0.7072939551019017,0.14118738530393604,0.4787049423397668,-0.5162687086725819,-0.022289218873269234,-0.19709690657397017,0.17013022690414858,0.02686588717391313,0.20331593897100042,0.0326129867634126,0.29348220331871844
Fusiform_L,0.4576016537136689,-0.06359805421405727,-0.2570643598209329,-0.2692067471576175,0.3131569923853872,-0.013825364651876554,0.42213424378594205,0.05743993298752251,0.03613774903326145,-0.2059759382612627,-0.03622876369270407,-0.2659559672626726,-0.1306207027155158,-0.0953804179794305,0.027800859164671586,-0.2648560171642312,-0.21058478219569932,0.05954213369950358,-0.016146857737939873,-0.3504830469589641,-0.010232810383850153,-0.16273188754380866,0.5237964027353621,0.1051332517762634,0.47338848072984197,0.4634663945703704,1.0,0.2897035569375772,0.09875102922826627,0.4631049674915953,0.2744622204068125,-0.522029873563034,0.4827173539681813,0.08093045441344451,-0.18343893248639892,0.20662088023260577,0.03976225275595978,0.09889417861455221,0.043376545194696296,-0.03670505284129702,0.23827570208367474,0.16172149749155337,-0.2902195988771583,-0.15679949416163078,0.7787803969669601
Frontal_Mid_2_R,0.41970572507462445,-0.12184946102398155,0.12166948577078603,-0.41436144295289257,0.44218358749182746,-0.4240712883151684,0.41256932821080294,0.4840552346883031,0.2636053842266673,-0.5456593777756287,0.15569047260136548,-0.24208505800074978,0.22712422484792716,-0.0850772777494477,-0.1508977394959846,-0.09403528897864916,-0.07570382152933844,0.10690219989993079,0.03350377506497872,-0.26011205649871993,-0.12372241159265762,0.10456059044578964,0.5561517134166752,0.17290244297888302,0.6514654197371822,-0.31018884344768627,0.2897035569375772,1.0,-0.036195403811093825,0.2622029386042183,0.4530457345229531,-0.312974344830311,0.5404859740530654,-0.5149084458596688,0.31037569015066385,0.24219047092948653,-0.3923025424884575,0.428191930563054,-0.21045050693808,-0.1518102655768777,0.12211092777137872,0.07468419807137909,-0.47361838997107364,-0.03239414963647276,0.24438738693752407
Rolandic_Oper_L,-0.0221469423951676,0.302469331795921,-0.030324254527097177,0.37464019176713936,0.2569750148249819,0.09050239495993113,-0.05681637713554043,0.35866854973897677,-0.056931504296612666,0.14045049232945359,0.37560635296319556,0.4066398264591032,0.019520882045729784,-0.13005301792697757,0.4536763096562259,0.0433980845453807,0.41064627176738056,0.5253546802533683,-0.20234058343637246,0.5557046830862198,-0.09205966816661203,0.11896019185120821,-0.03158929378194049,0.12995235295228935,0.06661478682642694,-0.06952293260031066,0.09875102922826627,-0.036195403811093825,1.0,0.11030615218161986,-0.021792896031995596,0.41798220891003546,-0.13089565836334932,0.09654108169835038,0.03515543602651558,0.1953609120543958,0.18662251051432277,-0.019307240598714862,0.5723014195809786,0.2686391016561279,0.046074071533682946,0.3304975534323246,0.3351313604073401,0.3755440559578641,0.15752731099483214
Cerebellum_3_L,0.09334238073201973,0.469223283774029,0.032765952642080626,-0.0754321842441332,0.36747184566968005,-0.02941454129389423,0.07686030086811514,0.3792456201073852,0.23643976397282668,-0.3031509447380012,0.42955296062371595,0.38149866265063614,0.27588419611464404,0.25001542455294,0.20865784543011745,-0.2204390584912986,0.2990877011192242,0.26809000345855394,0.06024320751927147,-0.09621137960589367,-0.16572580020105437,0.4754773731907308,0.4949533935438154,0.22244316812820347,0.46471193421848556,-0.10293197615746964,0.4631049674915953,0.2622029386042183,0.11030615218161986,1.0,0.5078590125965063,-0.0485906562097146,0.5185019045807556,-0.10395643623156245,0.333214938075608,0.36131043642175603,-0.07790169636599228,0.30507226936252696,0.07873582454237985,0.39887645843246106,0.09382000694623162,0.10306822220811193,-0.15909376483761625,0.12302427254156255,0.559109277483832
