,OFCmed_L,Cerebellum_7b_R,ACC_pre_L,Temporal_Pole_Mid_R,VTA_R,Thal_VPL_R,Thal_PuL_L,OFCant_L,Angular_R,Cerebellum_6_L,ACC_pre_R,Thal_AV_L,Vermis_7,Temporal_Pole_Mid_L,Cerebellum_10_L,Temporal_Inf_L,OFClat_L,Cerebellum_Crus1_R,Thal_PuM_L,Cerebellum_Crus1_L,Thal_MDl_R,OFCpost_R,Cingulate_Mid_R,Supp_Motor_Area_L,Thal_PuI_L,Cuneus_L,Temporal_Sup_L,Cerebellum_8_R,Olfactory_L,Thal_MDl_L,Amygdala_L,Cerebellum_3_R,Thal_MDm_R,Precentral_L,Thal_PuA_L,Vermis_9,OFClat_R,Frontal_Inf_Tri_R,Rolandic_Oper_L,Frontal_Inf_Tri_L,Frontal_Med_Orb_L,Paracentral_Lobule_R,ParaHippocampal_L,Thal_Re_L,Calcarine_L,Precuneus_L,Putamen_L,Vermis_3,Thal_LGN_R,Temporal_Pole_Sup_R,Temporal_Pole_Sup_L,Parietal_Sup_L,Precuneus_R,SupraMarginal_L,Vermis_6,Thal_VL_L,Heschl_L,Occipital_Mid_R,Frontal_Sup_2_L,Supp_Motor_Area_R,Parietal_Inf_R,Cuneus_R,Temporal_Mid_L,Thal_MGN_R,Frontal_Inf_Orb_2_L,Hippocampus_L,Thal_LP_L,SN_pc_R,ParaHippocampal_R,Precentral_R,Paracentral_Lobule_L,Thal_LP_R,Rectus_R,Thal_VPL_L,Occipital_Sup_R,OFCmed_R,Thal_VA_L,Frontal_Mid_2_L,Cingulate_Post_R,Temporal_Inf_R,ACC_sup_L,Rectus_L,Frontal_Inf_Orb_2_R,Temporal_Sup_R,Putamen_R,SN_pr_L,Parietal_Sup_R,Frontal_Inf_Oper_L,Cerebellum_6_R,Olfactory_R,SN_pc_L,Fusiform_L,Lingual_L,ACC_sub_L,Red_N_L,Raphe_M,Thal_VA_R,Insula_R,Vermis_4_5,N_Acc_L
OFCmed_L,1.0,-0.381396929751212,0.6357017713923921,-0.355832236894404,-0.1998860299919687,-0.4494657036312076,-0.2514839604167864,0.837697503454425,-0.08414738430946837,-0.22638206092279126,0.42840787610230346,0.4179718469873379,-0.34977289219674595,-0.4410457828579823,0.46227565442426,0.1525407987717178,0.43177246465282687,-0.34419386082429626,-0.2810316728773804,-0.35519514288761794,-0.4434140102449395,0.6334370245618253,0.3002528400266913,0.036498230636242364,-0.024946699989637732,-0.11553398595128336,0.032127822150829176,-0.2615497157459567,-0.1467729372555076,-0.13091740732987894,0.3916366383826678,-0.07522268043314022,-0.364718505728966,-0.09213632755808482,-0.0392090723295023,0.0790104796174858,0.27858795891579524,0.23148905182285573,0.21155055996937797,0.16572882206769968,0.6942670699411684,-0.11884201648588401,0.6071671426553459,-0.11258020338449815,-0.28913771557882356,0.06920151662800866,0.4556727766152125,0.4145068358054565,0.37889659967128875,-0.19927825838206042,0.038261932189178643,-0.02414347480694312,0.017792575014427853,-0.22268768807987552,0.044950577263259,0.4815931118242072,0.0339731748261011,-0.3387196811715891,0.09508990833403087,-0.027905370141148505,-0.016028748138745726,-0.22260219071053403,-0.20194162545996266,0.28745143001959755,0.4337884519542421,0.484666798590079,-0.3225497859953659,-0.12482026738744421,0.5315561188742244,0.08643532480418635,0.061714436373471515,0.4198105991632091,0.6705613110359193,-0.04213262412370979,-0.20790238608293737,0.7308640413556216,0.6953290049581405,0.1210039468543617,0.13123938202632054,-0.022974320350280377,-0.11322197039523921,0.6351939503220917,0.5178451522567201,-0.05815796884110414,0.5049824340619191,0.4004249426545187,0.0015655303855653952,-0.10077604928915732,-0.36751653739962975,-0.3992808187874368,0.0659696036860567,0.26429245922303707,-0.3036676304044664,0.6023935160973921,0.10546549362750307,0.4140145630936977,0.46292320789075975,0.13159650001064316,0.15107474106269408,0.28050240014941896
Cerebellum_7b_R,-0.381396929751212,1.0,-0.33899954710118496,0.6084444941300664,0.035638157385679,0.45998043537096234,-0.05112905654521091,-0.336328505455599,-0.1165698438527922,0.5896273993435353,-0.1712231295767867,-0.04970000133811454,0.6700202087189179,0.575115199639158,-0.1878534296344672,0.3157943153194134,-0.3348470432927691,0.7188574082979576,0.23503516665581234,0.6547223836385379,0.4804846113620161,-0.13794806324032408,-0.18987159400737932,-0.2633428635424436,0.4891385572537491,0.14037751876454782,-0.020596768733319618,0.807924046187043,0.004552916596137463,0.5179765390026934,-0.21724491983394856,0.0835312898300731,0.45355742600855514,-0.3199878105853358,0.17773608867022878,0.1360981747994349,-0.15896217322837808,-0.22383439874978112,-0.2213358239502609,-0.22562938307083538,-0.3031472746437999,-0.1631641105328713,-0.34530969097175884,0.30301515001258295,0.34104103255545143,-0.25366869784311724,-0.21763624362807457,-0.2612585684759214,0.02460943661876594,0.6089517637279499,0.5286513518975746,-0.28315165367917877,-0.21640569961563522,-0.04497564906556715,0.010771128040633805,-0.04015457874079766,-0.2775879147651046,0.26565128884704226,-0.22456482188917162,-0.2678758573943558,-0.195873194490207,0.060327698264701725,0.46013536079500744,-0.23206894108604742,-0.3612874059956748,-0.10068292779307694,0.008184657985620068,0.08706190688901469,-0.11041570677234151,-0.3667254727259347,-0.25594491064531194,-0.2228845282980823,-0.4724418860477145,0.05176393689018322,0.0959678215586185,-0.2805832651684867,-0.31479496438388704,-0.19927452030085369,-0.03603116378132308,0.5301556289695166,-0.14428485992242343,-0.4760689042232655,-0.3413012651851517,0.07530889705084784,-0.43847781782934614,-0.28002101811071434,-0.23041537192539566,-0.2100000051174417,0.6929798560376943,0.3531430322674183,0.16445508214202637,0.15877955561571339,0.47011963656229827,-0.28475106561552715,-0.36705439389133715,-0.25451062221144904,-0.04381291798325457,-0.21888735540426668,-0.21019888671818898,-0.014503073206025141
ACC_pre_L,0.6357017713923921,-0.33899954710118496,1.0,-0.41802098080621103,0.06581849890605616,-0.47918354663616897,-0.01712332755947667,0.657363954129932,-0.03303619758220637,-0.13826115381737608,0.658876163314226,0.3977086592174992,-0.35697621474412894,-0.5568542116439533,0.5921671111754128,0.049264306168818224,0.5537241735687927,-0.40248671091038324,-0.26593712599415914,-0.4303101656121954,-0.5245822630698207,0.45136453087375095,0.4946753583717737,0.35871516904766476,0.007469965315678485,-0.059592449437420265,0.29175098893975804,-0.20587869444509038,0.10285792662746494,-0.25229292124101327,0.5376409729915803,0.24318603891605695,-0.33726816679896565,0.3381296108864645,-0.043163241782132704,0.16484528363413872,0.5332129868742341,0.5957088367353716,0.5624885526805756,0.5726651464299354,0.46841996456172014,0.05161856708518289,0.6791830037600118,-0.013548415221789931,-0.12030003684954407,0.22745056852747675,0.6943333194702431,0.6203185091830151,0.5766225851170782,-0.2375572531488615,-0.3296952151061995,0.10017905685234292,0.2258731323739831,-0.05965153222886259,0.32743089433949896,0.5774292454135413,0.28111369100014627,-0.3235922787455405,0.451429097790342,0.3269895707682385,0.06457860749500681,-0.10768918735118353,-0.20189656538298462,0.374047768265871,0.41435020103543585,0.6928132730979644,-0.20760608608424413,0.062181894998974814,0.6309038386831006,0.32061988756751714,0.2727515612905444,0.4917405322847446,0.6403761663911312,0.23134736613781592,-0.135820891808356,0.5136597253074753,0.748844855666651,0.44724013708059884,0.35633213622740184,-0.0225570415390488,0.44034305060531453,0.6156770059258476,0.5991596588419154,0.20052502447933582,0.7512350493057196,0.585048488482013,0.02300943171777629,0.21315987245985957,-0.2680499499297683,-0.05268978756983276,0.2055852785016603,0.34553388239290445,-0.19820670909117147,0.7422852518452399,0.36780982846149896,0.6401680360787535,0.6078795513566457,0.3576528831085769,0.5094600880158778,0.26581958794047034
Temporal_Pole_Mid_R,-0.355832236894404,0.6084444941300664,-0.41802098080621103,1.0,-0.16380361393707776,0.6543313946717854,-0.01245092256736216,-0.2464751082420118,-0.36964994305995336,0.6341758778634244,-0.2985073566687183,0.11071980793700235,0.6740838352870203,0.7868099384443782,-0.24867334399233232,0.2658240934274329,-0.5234952612360261,0.817064505878184,-0.01680600235588404,0.8764109654411852,0.5896391719908787,-0.28415098101427566,-0.5369390193500203,-0.5502122707080429,0.3057962157525907,-0.2540372513840752,-0.1513471303788078,0.6256540942770896,-0.016238227285702733,0.4397523912578309,-0.3280486044313003,0.13614644841409113,0.2704462526875744,-0.16941837947396973,0.23317261208189502,-0.1558843757959936,-0.1940401872158931,-0.3978557405756565,-0.5206624135352611,-0.4404418243238672,-0.30288046950498,-0.3667449168241088,-0.603201683703456,-0.028635702871781143,0.16246368796442814,-0.5858433585810068,-0.4338311115378248,-0.5390055961434865,-0.1952554533313237,0.9068346442084954,0.5160920553416684,-0.4951896783127035,-0.44764254077212834,-0.009742661591602548,-0.0770515570030006,-0.03325048412244212,-0.37370379542169235,0.0663290388968522,-0.2309200768792626,-0.5196004549918632,-0.5156180550124524,-0.08277450160227619,0.449992097186353,-0.29524131992273217,-0.3255973002751171,-0.2762597514255399,-0.1515425224492114,0.03473374621706214,-0.23331664967191829,-0.615482292355588,-0.5664328010579873,-0.35590380987216597,-0.557141037416758,0.20604528616859527,-0.21159363595827888,-0.4995680058988518,-0.3321644594735056,-0.27159348123985877,-0.23210235026715387,0.3547259640247294,-0.12316631481630148,-0.531255008586891,-0.3869643218546831,-0.09550978401859155,-0.7491463236258533,-0.4892819195239718,-0.5051606005487075,-0.252850337188302,0.7038567414194863,0.3539967029734833,0.28603210045451627,-0.0573650847541818,0.33751142385619787,-0.485211681786641,-0.5011484796830766,-0.578154134220603,-0.3355721339601071,-0.21979791931265558,-0.3097840754542791,-0.14737578883414046
VTA_R,-0.1998860299919687,0.035638157385679,0.06581849890605616,-0.16380361393707776,1.0,0.2897341347010788,0.3741272271111202,0.014315117003861507,0.3235281165834441,0.13454198458211525,0.2826111188144605,0.06830655440739314,-0.0761379470421117,-0.31053527787961255,0.09989546532730884,0.14281919761712578,0.302642469023563,-0.1386273444005919,0.18465951825758478,-0.10056657340497402,0.31425620680882965,0.059143877952141925,0.3848246408840882,0.40732411793753154,0.07394838176067119,0.4127042813462878,0.45228090679860183,0.004428958259849092,0.2457974165693813,0.25041640710248575,0.2298509433996591,0.10890544780460289,0.44859017633071413,0.2929798769266433,0.12670107297512267,0.012445997986174621,0.374507973068028,0.23527399862583723,0.30767035441665896,0.31458800962639616,-0.06962173260453214,0.3592783201851397,0.3062416064900843,0.26448747177353477,0.3849601281870803,0.352017650405553,0.27324765672895407,-0.004535308164802668,0.33942733466136177,-0.08439932828571094,-0.21788386712559987,0.37757856902297215,0.30933791671804806,0.42728681181419936,0.23242600936186564,0.1613203089425002,0.2740837256957243,0.34138987494742573,0.4293656690229067,0.4738123877904487,0.3581514109506203,0.42068887303206715,0.2522881963539765,0.18865454991108785,-0.04672904838500416,0.35067337866470294,0.29852667849152237,0.07815773062506329,0.13129590567653115,0.3924213197063707,0.32131831026308455,0.01093595589950685,0.062322532071355394,0.37857843885383247,0.3981448863575135,-0.09908413293188287,-0.07280163939156724,0.31484463970101595,0.2765035845114305,0.014509100170053801,0.3480884703201438,0.11096200708232233,-0.06352018971344119,0.33864487329364656,0.18818549767157383,0.17926702909500708,0.2910104364427119,0.37608233366029736,0.015274291562651384,0.24432609836011704,0.01530673371105691,0.42584603338274135,0.21035258361796785,0.16835465073277037,0.3644704320737849,0.28802882054206724,0.3042398257974248,0.22926403491291794,0.33862139309158734,0.17866552701063765
Thal_VPL_R,-0.4494657036312076,0.45998043537096234,-0.47918354663616897,0.6543313946717854,0.2897341347010788,1.0,0.47114373786210323,-0.3249137200874596,0.05315114744028181,0.6802452950288207,0.012123430380167714,0.11800047714259947,0.4823463217223891,0.43235905780652,-0.12136716245926747,0.4350011797531792,-0.2388162706704355,0.5317058568496764,0.24808820684988397,0.6862882237319934,0.8547428412363862,-0.09302133460356142,-0.14411353629406293,-0.10628647830133842,0.16511945656820423,0.24694043473781457,0.25550563971212326,0.45185780974609047,0.4274103043587414,0.5078228291878258,-0.03507624640465199,0.2868591028164575,0.6324531066377129,0.09444418461095955,0.3649223809053696,-0.12211638591309038,-0.0062985465653653035,-0.3224880031257919,-0.16614477435485597,-0.11866061948897043,-0.42314799617730847,0.07665077578430468,-0.22343914700202622,0.11157983973250023,0.5451996058770816,-0.1526863058569526,-0.20627636593774504,-0.43378362474631343,-0.006181787818425353,0.6359515933972986,0.288546731739981,0.023062535522540308,-0.03072494309862314,0.5176489489352926,0.16160308454286992,0.12115587172440741,-0.031848389005509035,0.4137410939136522,0.1860022621808702,-0.0761524162365126,-0.07194760389903992,0.39226369165548536,0.7441049723513348,0.012145055006221771,-0.18321647146943776,0.04647581943320332,0.1989488249463407,0.19424618313915817,-0.06716635861285004,-0.1953666524500171,-0.16359893451866722,-0.3905006694125133,-0.350674191545142,0.5889291452655342,0.2993824989480345,-0.421114698729463,-0.4477018437697207,0.09335621992770665,0.0652417787124664,0.20611083927591642,0.19306361721607107,-0.371966151923217,-0.38934269720452225,0.17251609783661756,-0.5036593735610544,-0.20005515501361665,-0.11310268416853493,0.2699544054571312,0.6287161341682153,0.49071078321749867,0.3322636887690867,0.32542254903916507,0.5583775088243602,-0.29614662345446646,-0.1722826927002145,-0.3565918894413712,-0.2872809381782902,0.13650410302932134,0.03083233037202583,0.1996045129733178
Thal_PuL_L,-0.2514839604167864,-0.05112905654521091,-0.01712332755947667,-0.01245092256736216,0.3741272271111202,0.47114373786210323,1.0,-0.11980984433261929,0.6018210648190694,0.15449576010584198,0.3910204658512078,-0.182431606764037,-0.2186087806940867,-0.2281286564622813,-0.03571058873626246,-0.0931442915497392,0.13019436325137762,-0.28742097093830754,0.5137212481353978,-0.09254555967032112,0.3730638150984885,0.21154491561787125,0.4168314879604526,0.5752616434548696,-0.37971001970002216,0.5712100816590454,0.37526187989379056,-0.14952175183822441,0.6658586640064714,0.006535951054708617,0.44801284825659776,0.40786361923424036,0.30130077203519795,0.607066396215313,0.17191890940930318,-0.3694483362998913,0.3681352923684804,0.16015065601272618,0.4855044450881851,0.3632959264904845,-0.26169848739007595,0.6579263420193033,0.2321737560876762,0.10932770721926102,0.6517846307501781,0.5765299269774775,0.15351894706204003,-0.027741136569416527,-0.010392044833174258,-0.04298636765605575,-0.3771103328938005,0.725000148275723,0.5684449326567438,0.7572178129400808,0.3172009699646216,0.0712850299546314,0.7151762103187447,0.5922377260680515,0.6540132813090269,0.5524849641439776,0.5767988410616863,0.641393208557125,0.25302036066019173,0.2519078244176431,0.15354802152522243,0.29952347303798876,0.6329360643061351,0.4722007080385806,0.08211941783754136,0.4885239910279301,0.6023968330781332,-0.03349669435380133,0.051042303217292244,0.513499081190662,0.6650923753982241,-0.08384343891630161,-0.3284421679073155,0.5334119056004814,0.4994953193134943,-0.33574492990757915,0.49695015838187606,0.00787699180760833,0.007073416199404787,0.44228997220926697,0.18747028378280878,0.3520375101601439,0.5276339399800228,0.5404597252204374,0.035872274259145534,0.43641016632353397,0.1554683083136064,0.33160843431910797,0.5482843169729892,0.12953355788164397,0.5361195770903926,0.2416780797923821,-0.06480648325379394,0.4236573411880942,0.45086468808885505,0.27933962019636976
OFCant_L,0.837697503454425,-0.336328505455599,0.657363954129932,-0.2464751082420118,0.014315117003861507,-0.3249137200874596,-0.11980984433261929,1.0,0.010240522412021058,-0.13344584478627444,0.4828445767310271,0.4261078943168891,-0.3151669724172136,-0.4588348365308505,0.4970755200902765,0.13087857503620814,0.5449321116097896,-0.35386695748963665,-0.2763032133167986,-0.3178930057155539,-0.32289799391689006,0.5383134394566644,0.38432758987518306,0.18529486884764576,-0.0774903195317766,-0.06106137141750161,0.19544246646823416,-0.25025695573164963,-0.1343465085983935,-0.09226478407162908,0.4618687323542241,0.10826562640734527,-0.22489230044708472,0.14564625378125676,-0.05090444721903626,0.08818410342594689,0.4643683322063754,0.3961838699909203,0.3030104824492013,0.27572416481851014,0.6375609017050575,0.05390431882311906,0.6158871056780548,-0.02833399328406835,-0.133819305784489,0.16060660848498257,0.5472223236095183,0.44876464174448844,0.3756049007401492,-0.07885205243392963,-0.0780940537814041,0.07046865839385742,0.20867420857194657,-0.09025385124436622,0.2338002250921663,0.461048292430741,0.13954781057522167,-0.1931857182700543,0.3155043175828051,0.15848325684841869,0.056781480803628825,0.009646604666899686,-0.1013957768591266,0.3437421254050813,0.4130194184198172,0.5501654712550271,-0.22850896864028686,-0.08300483489497273,0.5490049830512926,0.21567746647227015,0.1626163389772128,0.41275663845454114,0.6320032761735149,0.12409006227146528,-0.101299341608164,0.5838914968269329,0.6468371976927403,0.322778416458618,0.27263048019060154,-0.04916242240672265,0.0597315304983182,0.6513609320979613,0.5199783827151401,0.12006277327305681,0.4978480106690651,0.4382374998093715,0.05803503270675645,-0.0028412187356927888,-0.27642613381262476,-0.2299075218287232,0.06282335083858934,0.3406909717400701,-0.18151885397922568,0.6049190333670937,0.2582610318162482,0.445082701001554,0.5101344576951358,0.19773082818734833,0.3613363800458931,0.2112019030420206
Angular_R,-0.08414738430946837,-0.1165698438527922,-0.03303619758220637,-0.36964994305995336,0.3235281165834441,0.05315114744028181,0.6018210648190694,0.010240522412021058,1.0,-0.17745181329060142,0.29181420452381424,-0.44579577840634427,-0.36093728739841086,-0.33775715347498103,-0.03218633081304306,-0.3750446137599099,0.188504815112994,-0.5528363426390367,0.8109327741178168,-0.486217945813773,0.12021985388345541,0.295553412208162,0.6147798931794928,0.6849545695033431,-0.30542488064348594,0.8233810137260056,0.1103022846473967,-0.3042590756537527,0.3748312860224942,0.16659366221130298,0.36863689343956924,0.14064249356539674,0.3291249012060877,0.1703531750577677,0.25188838410192566,-0.19752622356595737,0.42645766058862183,0.3958777311649452,0.5091699343388425,0.26336428883857793,0.020101683730059747,0.7206189198503973,0.3227672284961239,0.3314090317550245,0.6103901151746237,0.8946225120591459,0.20665329180392036,0.22148064282372906,-0.1704103654919181,-0.3851017619466297,-0.24954879210774833,0.8660522592331783,0.7383799440375778,0.30311925904523684,0.16397497502332983,-0.2115561558245512,0.7078229972314215,0.8437850226800963,0.43358552106561216,0.6301144506650539,0.9524837871776876,0.7010367690911258,-0.11120687618647171,0.3399658797955188,0.11009900904412,0.26682797747026926,0.9057358226806014,0.4584004840595482,0.1093575943589125,0.8025639836050132,0.8353080145219207,0.07490287395949707,0.22194246185845323,0.10562035806910862,0.8872342771253593,0.11952493834269341,-0.3937306834978296,0.4085403420309874,0.6533880485902883,-0.3031449168204769,0.17655961301244769,0.20852258277208222,0.17008273851862662,0.6896194325323166,0.4445102320333929,0.43670789350626643,0.9068019123132727,0.19152352855037885,-0.222509477970251,0.3469905937987711,-0.11213660392088086,0.17365927233242795,0.49627062449834186,0.2363443025528334,0.706128557414933,0.4266960414518182,0.23245242247162132,0.3613025692755344,0.39528914110675634,0.0671506677601626
Cerebellum_6_L,-0.22638206092279126,0.5896273993435353,-0.13826115381737608,0.6341758778634244,0.13454198458211525,0.6802452950288207,0.15449576010584198,-0.13344584478627444,-0.17745181329060142,1.0,0.1102940059123648,0.4332054830031224,0.8019356592622812,0.5202478223544472,0.12139272627215382,0.6666160115677318,-0.05465822703304062,0.7180703382480217,0.12293573654600856,0.7982785943505478,0.6279346393114754,0.058334122662319146,0.04321581003302433,-0.11535344682540524,0.48899896888986283,0.1255964672898717,0.4650603033141426,0.7378056266970655,0.29264389146152975,0.6092646924465593,-0.05537238918275826,0.4202971265874041,0.5139407268047058,0.03081562171636314,0.4726051019116362,0.26020814842849527,0.03672542570808453,0.002733429842224143,0.03640963726151107,0.14002173532653606,-0.35140754744735697,-0.0735542533255835,-0.045318456840046775,0.09514215988502948,0.5154795321733667,-0.2962180711578442,0.09455276383881286,-0.21734537155672728,0.26363604418245684,0.6790151276887866,0.5437019490437826,-0.28710001812305663,-0.13421481055211595,0.23955410756678397,0.5019099672498185,0.4199012452173847,-0.09328903551226582,0.14908571217184818,0.11960387234421255,-0.05311283141242526,-0.23495789425377528,0.2086198619481743,0.7762640062562822,0.0685657746595232,-0.05550675650540685,0.2752860926025032,-0.03843906695031072,0.06497635983683624,0.21010594618282183,-0.19053122937712882,-0.28199854196077395,-0.18532371456332142,-0.27578485856464047,0.5600801153726787,0.05900818952563956,-0.29221382665740975,-0.0739247807446658,0.1177754357575486,0.03630295236565133,0.5548921322949937,0.20492522779649897,-0.29674994199234844,-0.09771715228604398,0.2421069494096674,-0.25705421978621285,-0.19657419497572193,-0.3311846098662392,0.314366296023976,0.8881083971170968,0.30941055371770143,0.5792978988470461,0.5905447270193067,0.6602139389605849,-0.13789551718205234,-0.2533653601251746,-0.12689072321844774,-0.0015010080448721048,0.26873238171912794,0.15393364687275987,0.2734780413214484
